YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
2009,0,23621,Rory Sabbatini,63.79,37,58
2009,0,22046,Geoff Ogilvy,63.77,44,69
2009,0,21878,Mark Wilson,63.33,57,90
2009,0,20157,Retief Goosen,63.08,41,65
2009,0,10117,Bob Heintz,62.79,27,43
2009,0,23800,Bryce Molder,62.79,27,43
2009,0,20104,Ken Duke,62.67,47,75
2009,0,8075,Jerry Kelly,62.67,47,75
2009,0,10860,Justin Leonard,62.07,36,58
2009,0,19846,Brian Gay,61.84,47,76
2009,0,10423,Mike Weir,61.84,47,76
2009,0,10809,Jim Furyk,61.54,32,52
2009,0,2206,David Toms,61.54,40,65
2009,0,23541,Ben Crane,61.45,51,83
2009,0,21949,Joe Ogilvie,61.45,51,83
2009,0,22405,Justin Rose,61.19,41,67
2009,0,28118,Peter Tomasulo,61.11,22,36
2009,0,23325,Vaughn Taylor,61.04,47,77
2009,0,10425,Jay Williamson,60.98,25,41
2009,0,22621,Ben Curtis,60.78,31,51
2009,0,8931,Glen Day,60.78,31,51
2009,0,20070,Matt Bettencourt,60.76,48,79
2009,0,20645,John Senden,60.71,51,84
2009,0,23135,Tim Clark,60.42,29,48
2009,0,23353,J.J. Henry,60.42,29,48
2009,0,26695,Michael Letzig,60.42,58,96
2009,0,7457,Steve Flesch,60.34,35,58
2009,0,12705,Cliff Kresge,60.32,38,63
2009,0,24449,Parker McLachlin,60.29,41,68
2009,0,21731,Freddie Jacobson,60.24,50,83
2009,0,10885,Robert Allenby,60.0,27,45
2009,0,30925,Dustin Johnson,60.0,36,60
2009,0,27649,Brandt Snedeker,60.0,39,65
2009,0,6522,Ernie Els,59.7,40,67
2009,0,1329,Brad Faxon,59.7,40,67
2009,0,23320,Ryan Palmer,59.65,34,57
2009,0,22892,Jason Gore,59.62,31,52
2009,0,24924,Bill Haas,59.52,50,84
2009,0,23108,Matt Kuchar,59.38,38,64
2009,0,24503,Jeff Klauk,59.26,48,81
2009,0,22295,Darron Stiles,59.26,16,27
2009,0,21350,Ryuji Imada,59.15,42,71
2009,0,20691,Greg Owen,59.15,42,71
2009,0,23349,Charles Warren,59.09,26,44
2009,0,1132,Mark Brooks,58.97,23,39
2009,0,29221,Webb Simpson,58.95,56,95
2009,0,1706,Davis Love III,58.57,41,70
2009,0,6004,Stephen Ames,58.54,24,41
2009,0,12602,Dean Wilson,58.49,31,53
2009,0,1161,Mark Calcavecchia,58.33,28,48
2009,0,23614,Rich Beem,57.89,22,38
2009,0,6251,Chris DiMarco,57.65,49,85
2009,0,28780,Nicholas Thompson,57.32,47,82
2009,0,22913,John Rollins,57.14,48,84
2009,0,28620,Aron Price,56.92,37,65
2009,0,21961,Charles Howell III,56.76,42,74
2009,0,27770,Camilo Villegas,56.67,34,60
2009,0,22348,Nick O'Hern,56.58,43,76
2009,0,20229,Stewart Cink,56.45,35,62
2009,0,1577,Lee Janzen,56.45,35,62
2009,0,25345,Carl Pettersson,56.45,35,62
2009,0,10585,Scott McCarron,56.41,44,78
2009,0,6595,Kevin Sutherland,56.16,41,73
2009,0,6527,Steve Stricker,56.14,32,57
2009,0,21209,Sergio Garcia,56.0,28,50
2009,0,29718,Anthony Kim,56.0,28,50
2009,0,26497,Casey Wittenberg,56.0,28,50
2009,0,1724,Jeff Maggert,55.93,33,59
2009,0,20850,Daniel Chopra,55.91,52,93
2009,0,6643,Paul Goydos,55.74,34,61
2009,0,28158,Steve Marino,55.7,44,79
2009,0,24781,Hunter Mahan,55.41,41,74
2009,0,22371,Aaron Baddeley,55.22,37,67
2009,0,7749,Brett Quigley,55.0,33,60
2009,0,23048,Eric Axley,54.9,28,51
2009,0,23497,Tag Ridings,54.84,17,31
2009,0,26476,Chez Reavie,54.79,40,73
2009,0,26498,Matt Weibring,54.76,23,42
2009,0,23718,Nathan Green,54.55,48,88
2009,0,12782,Tim Herron,54.55,42,77
2009,0,6539,Rick Price,54.55,18,33
2009,0,20098,Stuart Appleby,54.29,38,70
2009,0,22293,Heath Slocum,54.17,39,72
2009,0,1945,Kenny Perry,54.0,27,50
2009,0,20848,Ángel Cabrera,53.85,21,39
2009,0,20574,Mathew Goggin,53.7,29,54
2009,0,23623,Bo Van Pelt,53.52,38,71
2009,0,27095,Nick Watney,53.33,32,60
2009,0,24361,Pat Perez,53.13,34,64
2009,0,21753,Brian Davis,53.01,44,83
2009,0,12652,Cameron Beckman,52.73,29,55
2009,0,6567,Vijay Singh,52.63,20,38
2009,0,20472,Alex Cejka,52.54,31,59
2009,0,27963,Chris Stroud,52.46,32,61
2009,0,22548,Patrick Sheehan,52.17,12,23
2009,0,23778,Brad Adamonis,52.0,26,50
2009,0,1313,Steve Elkington,52.0,26,50
2009,0,24663,Y.E. Yang,51.9,41,79
2009,0,20593,Greg Chalmers,51.85,28,54
2009,0,23548,Bill Lunde,51.61,32,62
2009,0,23638,Brendon de Jonge,51.56,33,64
2009,0,27214,Kevin Streelman,51.47,35,68
2009,0,1941,Tom Pernice Jr.,51.39,37,72
2009,0,24925,Jonathan Byrd,51.35,38,74
2009,0,25818,Scott Piercy,51.35,38,74
2009,0,26301,James Nitties,51.28,40,78
2009,0,27466,Spencer Levin,51.16,22,43
2009,0,30711,Colt Knost,51.11,23,45
2009,0,31416,Derek Fathauer,50.88,29,57
2009,0,1797,Rocco Mediate,50.85,30,59
2009,0,27936,Martin Laird,50.0,34,68
2009,0,26679,Kevin Stadler,50.0,19,38
2009,0,26951,Johnson Wagner,50.0,33,66
2009,0,25240,D.A. Points,49.41,42,85
2009,0,26596,Ryan Moore,49.28,34,69
2009,0,21805,Harrison Frazar,49.25,33,67
2009,0,25190,Jeff Quinney,49.12,28,57
2009,0,26289,Boo Weekley,48.94,23,47
2009,0,21959,Ted Purdy,48.84,42,86
2009,0,2239,Scott Verplank,48.57,34,70
2009,0,12510,Chad Campbell,48.33,29,60
2009,0,26300,Matt Jones,48.28,14,29
2009,0,20634,Peter Lonard,48.15,26,54
2009,0,12716,Charley Hoffman,48.1,38,79
2009,0,1320,Bob Estes,48.08,25,52
2009,0,24358,Robert Garrigus,48.08,25,52
2009,0,1928,Corey Pavin,47.92,23,48
2009,0,26881,Jarrod Lyle,47.73,21,44
2009,0,24502,Adam Scott,47.62,20,42
2009,0,25804,Bubba Watson,47.62,30,63
2009,0,1473,Todd Hamilton,47.54,29,61
2009,0,1677,Tom Lehman,47.22,17,36
2009,0,1810,Phil Mickelson,47.06,24,51
2009,0,1948,Tim Petrovic,47.06,40,85
2009,0,26668,Marc Turnesa,46.15,30,65
2009,0,25919,Brian Vranesh,46.15,18,39
2009,0,24912,Will MacKenzie,46.0,23,50
2009,0,7223,Brian Bateman,45.95,17,37
2009,0,1707,Steve Lowery,45.68,37,81
2009,0,27141,J.B. Holmes,45.16,28,62
2009,0,27060,John Mallinger,44.23,23,52
2009,0,23788,D.J. Trahan,44.23,23,52
2009,0,26851,Marc Leishman,43.84,32,73
2009,0,24140,Sean O'Hair,43.59,17,39
2009,0,1766,Billy Mayfair,43.55,27,62
2009,0,27933,John Merrick,43.55,27,62
2009,0,24846,Ricky Barnes,42.86,18,42
2009,0,1142,Bart Bryant,42.86,21,49
2009,0,2214,Kirk Triplett,42.42,14,33
2009,0,6621,Joe Durant,41.94,13,31
2009,0,28475,Jeff Overton,41.43,29,70
2009,0,6012,Greg Kraft,41.38,12,29
2009,0,28087,Kris Blanks,41.03,16,39
2009,0,27683,Leif Olson,40.48,17,42
2009,0,6197,Michael Allen,40.43,19,47
2009,0,27120,Troy Matteson,38.89,28,72
2009,0,30927,Brendon Todd,38.71,12,31
2009,0,25686,Jason Dufner,38.57,27,70
2009,0,31323,Gary Woodland,38.46,10,26
2009,0,25562,Andres Romero,36.84,14,38
2009,0,10733,Kent Jones,36.36,20,55
2009,0,24507,Jason Bohn,35.38,23,65
2009,0,1226,Fred Couples,29.03,9,31
2009,0,1035,Tommy Armour III,27.78,10,36
2008,0,20127,Chris Riley,73.91,17,23
2008,0,1928,Corey Pavin,69.39,34,49
2008,0,6595,Kevin Sutherland,68.66,46,67
2008,0,6522,Ernie Els,68.29,28,41
2008,0,1810,Phil Mickelson,67.86,38,56
2008,0,24502,Adam Scott,67.86,19,28
2008,0,10423,Mike Weir,67.69,44,65
2008,0,21878,Mark Wilson,67.42,60,89
2008,0,21731,Freddie Jacobson,67.21,41,61
2008,0,6575,Dudley Hart,67.16,45,67
2008,0,23157,Richard Johnson,67.09,53,79
2008,0,20766,Padraig Harrington,65.63,21,32
2008,0,2239,Scott Verplank,65.31,32,49
2008,0,23135,Tim Clark,65.28,47,72
2008,0,20623,Gavin Coles,65.12,28,43
2008,0,1388,Robert Gamez,64.91,37,57
2008,0,19846,Brian Gay,64.37,56,87
2008,0,21753,Brian Davis,64.2,52,81
2008,0,7749,Brett Quigley,64.18,43,67
2008,0,23614,Rich Beem,64.0,48,75
2008,0,20850,Daniel Chopra,64.0,48,75
2008,0,20443,Jin Park,63.46,33,52
2008,0,24361,Pat Perez,63.24,43,68
2008,0,23797,Brett Rumford,63.16,36,57
2008,0,21350,Ryuji Imada,62.9,39,62
2008,0,8537,J.P. Hayes,62.3,38,61
2008,0,20663,Brenden Pappas,62.26,33,53
2008,0,20574,Mathew Goggin,61.84,47,76
2008,0,6090,Jim McGovern,61.7,29,47
2008,0,20572,Rod Pampling,61.67,37,60
2008,0,10860,Justin Leonard,61.54,32,52
2008,0,21959,Ted Purdy,61.54,24,39
2008,0,21961,Charles Howell III,61.25,49,80
2008,0,25364,Paul Casey,61.11,11,18
2008,0,8385,Omar Uresti,61.02,36,59
2008,0,6034,Marco Dawson,60.71,34,56
2008,0,12823,Carlos Franco,60.71,34,56
2008,0,26300,Matt Jones,60.56,43,71
2008,0,24357,K.J. Choi,60.38,32,53
2008,0,25396,Kevin Na,60.19,62,103
2008,0,7457,Steve Flesch,60.0,30,50
2008,0,25345,Carl Pettersson,60.0,54,90
2008,0,25349,Tim Wilkinson,60.0,45,75
2008,0,24449,Parker McLachlin,59.7,40,67
2008,0,12826,Paul Claxton,59.57,28,47
2008,0,1766,Billy Mayfair,59.49,47,79
2008,0,23621,Rory Sabbatini,59.26,32,54
2008,0,22806,Doug LaBelle II,59.18,29,49
2008,0,22293,Heath Slocum,58.82,40,68
2008,0,10875,Todd Demsey,58.67,44,75
2008,0,22046,Geoff Ogilvy,58.49,31,53
2008,0,27214,Kevin Streelman,58.23,46,79
2008,0,8931,Glen Day,57.45,27,47
2008,0,20433,Mark Hensby,57.41,31,54
2008,0,23325,Vaughn Taylor,57.33,43,75
2008,0,26476,Chez Reavie,57.14,40,70
2008,0,28780,Nicholas Thompson,57.14,60,105
2008,0,6197,Michael Allen,56.92,37,65
2008,0,22621,Ben Curtis,56.92,37,65
2008,0,20229,Stewart Cink,56.9,33,58
2008,0,7547,Craig Kanada,56.82,25,44
2008,0,10649,Tom Scherrer,56.67,17,30
2008,0,23048,Eric Axley,56.63,47,83
2008,0,1948,Tim Petrovic,56.63,47,83
2008,0,21949,Joe Ogilvie,56.58,43,76
2008,0,24024,Zach Johnson,56.52,26,46
2008,0,12680,Shigeki Maruyama,56.41,22,39
2008,0,24925,Jonathan Byrd,56.25,45,80
2008,0,21209,Sergio Garcia,56.25,36,64
2008,0,6004,Stephen Ames,56.14,32,57
2008,0,20105,Jeff Gove,56.0,14,25
2008,0,24781,Hunter Mahan,56.0,28,50
2008,0,6251,Chris DiMarco,55.84,43,77
2008,0,27933,John Merrick,55.77,29,52
2008,0,22913,John Rollins,55.7,44,79
2008,0,21805,Harrison Frazar,55.56,30,54
2008,0,1677,Tom Lehman,55.56,20,36
2008,0,10585,Scott McCarron,55.56,20,36
2008,0,23540,Jason Allred,55.26,21,38
2008,0,1142,Bart Bryant,55.17,32,58
2008,0,1724,Jeff Maggert,55.17,32,58
2008,0,24490,George McNeill,55.07,38,69
2008,0,20160,Charlie Wi,55.0,33,60
2008,0,24140,Sean O'Hair,54.93,39,71
2008,0,20104,Ken Duke,54.9,56,102
2008,0,30750,Tommy Gainey,54.76,23,42
2008,0,26695,Michael Letzig,54.69,35,64
2008,0,27120,Troy Matteson,54.69,35,64
2008,0,25562,Andres Romero,54.39,31,57
2008,0,25720,Chad Collins,54.35,25,46
2008,0,6527,Steve Stricker,54.35,25,46
2008,0,1945,Kenny Perry,54.32,44,81
2008,0,23623,Bo Van Pelt,54.32,44,81
2008,0,23778,Brad Adamonis,54.29,38,70
2008,0,20098,Stuart Appleby,54.29,38,70
2008,0,25594,Travis Perkins,54.29,19,35
2008,0,27770,Camilo Villegas,54.24,32,59
2008,0,10885,Robert Allenby,54.17,39,72
2008,0,27141,J.B. Holmes,54.1,33,61
2008,0,20498,Briny Baird,53.95,41,76
2008,0,1577,Lee Janzen,53.95,41,76
2008,0,10809,Jim Furyk,53.85,28,52
2008,0,12716,Charley Hoffman,53.57,45,84
2008,0,12705,Cliff Kresge,53.57,30,56
2008,0,19913,Ron Whittaker,53.57,15,28
2008,0,24663,Y.E. Yang,53.57,45,84
2008,0,1473,Todd Hamilton,53.52,38,71
2008,0,22378,Trevor Immelman,53.49,23,43
2008,0,26420,Richard Johnson,53.49,23,43
2008,0,26951,Johnson Wagner,53.45,31,58
2008,0,28089,Jason Day,53.42,39,73
2008,0,11032,Frank Lickliter II,53.25,41,77
2008,0,6643,Paul Goydos,53.23,33,62
2008,0,7867,Woody Austin,53.03,35,66
2008,0,23541,Ben Crane,52.94,36,68
2008,0,23320,Ryan Palmer,52.94,27,51
2008,0,12652,Cameron Beckman,52.86,37,70
2008,0,10733,Kent Jones,52.83,28,53
2008,0,23108,Matt Kuchar,52.83,28,53
2008,0,1553,John Huston,52.5,21,40
2008,0,2223,Bob Tway,52.5,21,40
2008,0,29718,Anthony Kim,52.38,33,63
2008,0,8075,Jerry Kelly,52.24,35,67
2008,0,26679,Kevin Stadler,51.67,31,60
2008,0,27060,John Mallinger,51.65,47,91
2008,0,24924,Bill Haas,51.61,48,93
2008,0,24138,Ian Poulter,51.61,16,31
2008,0,20645,John Senden,51.56,33,64
2008,0,27649,Brandt Snedeker,51.56,33,64
2008,0,1320,Bob Estes,51.43,36,70
2008,0,28475,Jeff Overton,51.39,37,72
2008,0,1941,Tom Pernice Jr.,51.09,47,92
2008,0,10425,Jay Williamson,50.91,28,55
2008,0,1139,Olin Browne,50.88,29,57
2008,0,20378,Mathias Grönberg,50.75,34,67
2008,0,1707,Steve Lowery,50.72,35,69
2008,0,23718,Nathan Green,50.55,46,91
2008,0,1024,Billy Andrade,50.0,29,58
2008,0,9011,David Duval,50.0,19,38
2008,0,21461,Kenneth Ferrie,50.0,29,58
2008,0,25900,Lucas Glover,50.0,33,66
2008,0,22348,Nick O'Hern,50.0,28,56
2008,0,22582,Kyle Thompson,50.0,27,54
2008,0,2206,David Toms,50.0,24,48
2008,0,26668,Marc Turnesa,50.0,35,70
2008,0,30925,Dustin Johnson,49.33,37,75
2008,0,12510,Chad Campbell,49.25,33,67
2008,0,1797,Rocco Mediate,49.25,33,67
2008,0,23409,James Driscoll,49.21,31,63
2008,0,22892,Jason Gore,48.75,39,80
2008,0,23788,D.J. Trahan,48.61,35,72
2008,0,25842,Jon Mills,48.48,32,66
2008,0,23497,Tag Ridings,48.44,31,64
2008,0,26289,Boo Weekley,48.33,29,60
2008,0,20157,Retief Goosen,48.28,14,29
2008,0,23353,J.J. Henry,47.95,35,73
2008,0,22371,Aaron Baddeley,47.92,23,48
2008,0,25804,Bubba Watson,47.83,33,69
2008,0,1706,Davis Love III,47.76,32,67
2008,0,24358,Robert Garrigus,47.5,38,80
2008,0,6621,Joe Durant,47.46,28,59
2008,0,27936,Martin Laird,46.67,35,75
2008,0,25190,Jeff Quinney,46.67,28,60
2008,0,28158,Steve Marino,46.59,41,88
2008,0,23125,Brad Elder,46.51,20,43
2008,0,12602,Dean Wilson,46.15,36,78
2008,0,26631,Cody Freeman,45.45,25,55
2008,0,26596,Ryan Moore,45.45,30,66
2008,0,10505,Shane Bertsch,45.24,38,84
2008,0,20634,Peter Lonard,45.16,28,62
2008,0,8845,Scott Sterling,45.1,23,51
2008,0,22548,Patrick Sheehan,45.0,36,80
2008,0,1161,Mark Calcavecchia,44.68,21,47
2008,0,1313,Steve Elkington,44.68,21,47
2008,0,12782,Tim Herron,43.84,32,73
2008,0,20472,Alex Cejka,43.18,19,44
2008,0,27095,Nick Watney,42.86,30,70
2008,0,20382,Stephen Leaney,42.5,17,40
2008,0,20848,Ángel Cabrera,42.42,14,33
2008,0,2002,John Riegger,42.11,16,38
2008,0,24912,Will MacKenzie,41.86,18,43
2008,0,27613,David Lutterus,41.67,20,48
2008,0,21633,Steve Allan,40.54,15,37
2008,0,12309,Bob Sowards,40.43,19,47
2008,0,6573,Brandt Jobe,39.47,15,38
2008,0,23349,Charles Warren,39.19,29,74
2008,0,1035,Tommy Armour III,39.13,18,46
2008,0,6012,Greg Kraft,38.78,19,49
2008,0,1226,Fred Couples,38.46,15,39
2008,0,24227,Justin Bolli,38.33,23,60
2008,0,27561,Nick Flanagan,38.16,29,76
2008,0,6567,Vijay Singh,38.1,16,42
2008,0,27963,Chris Stroud,37.93,22,58
2008,0,12660,Jesper Parnevik,36.36,28,77
2008,0,19803,Ryan Armour,35.71,20,56
2008,0,25632,Jimmy Walker,35.09,20,57
2008,0,26500,Alejandro Cañizares,34.29,12,35
2007,0,23621,Rory Sabbatini,75.0,39,52
2007,0,24925,Jonathan Byrd,73.08,38,52
2007,0,23135,Tim Clark,72.88,43,59
2007,0,8793,Tiger Woods,72.73,24,33
2007,0,23800,Bryce Molder,71.43,25,35
2007,0,19972,José Coceres,70.27,26,37
2007,0,20127,Chris Riley,69.44,25,36
2007,0,20572,Rod Pampling,69.23,45,65
2007,0,22046,Geoff Ogilvy,68.97,40,58
2007,0,20098,Stuart Appleby,68.09,32,47
2007,0,22913,John Rollins,67.95,53,78
2007,0,23983,Luke Donald,67.86,38,56
2007,0,24357,K.J. Choi,67.14,47,70
2007,0,25686,Jason Dufner,66.67,44,66
2007,0,7547,Craig Kanada,66.67,54,81
2007,0,25396,Kevin Na,66.67,48,72
2007,0,1313,Steve Elkington,66.07,37,56
2007,0,21961,Charles Howell III,66.0,33,50
2007,0,10860,Justin Leonard,65.57,40,61
2007,0,20472,Alex Cejka,65.52,38,58
2007,0,22405,Justin Rose,65.52,19,29
2007,0,6034,Marco Dawson,65.38,34,52
2007,0,10423,Mike Weir,65.38,34,52
2007,0,28475,Jeff Overton,63.89,23,36
2007,0,19824,Craig Barlow,63.83,30,47
2007,0,28158,Steve Marino,63.29,50,79
2007,0,25892,Steve Wheatcroft,63.27,31,49
2007,0,1381,Fred Funk,63.04,29,46
2007,0,10117,Bob Heintz,62.9,39,62
2007,0,1948,Tim Petrovic,62.75,64,102
2007,0,22371,Aaron Baddeley,62.65,52,83
2007,0,22806,Doug LaBelle II,62.34,48,77
2007,0,25804,Bubba Watson,62.34,48,77
2007,0,23108,Matt Kuchar,62.07,36,58
2007,0,8931,Glen Day,61.9,39,63
2007,0,23320,Ryan Palmer,61.9,39,63
2007,0,1941,Tom Pernice Jr.,61.84,47,76
2007,0,21878,Mark Wilson,61.82,34,55
2007,0,24457,Jaco Van Zyl,61.54,24,39
2007,0,21528,Henrik Stenson,61.29,19,31
2007,0,25273,Andrew Buckle,61.02,36,59
2007,0,21806,Paul Gow,60.87,28,46
2007,0,6643,Paul Goydos,60.87,28,46
2007,0,7457,Steve Flesch,60.38,32,53
2007,0,2214,Kirk Triplett,60.38,32,53
2007,0,6197,Michael Allen,60.0,33,55
2007,0,21731,Freddie Jacobson,60.0,33,55
2007,0,20104,Ken Duke,59.74,46,77
2007,0,21350,Ryuji Imada,59.74,46,77
2007,0,1577,Lee Janzen,59.65,34,57
2007,0,21209,Sergio Garcia,59.57,28,47
2007,0,23718,Nathan Green,59.52,50,84
2007,0,22378,Trevor Immelman,59.46,22,37
2007,0,24138,Ian Poulter,59.46,22,37
2007,0,27933,John Merrick,58.82,40,68
2007,0,23613,Rich Barcelo,58.46,38,65
2007,0,20160,Charlie Wi,58.46,38,65
2007,0,1132,Mark Brooks,58.33,14,24
2007,0,6373,José María Olazábal,58.06,18,31
2007,0,12680,Shigeki Maruyama,57.89,44,76
2007,0,10809,Jim Furyk,57.78,26,45
2007,0,1766,Billy Mayfair,57.69,45,78
2007,0,24502,Adam Scott,57.63,34,59
2007,0,24490,George McNeill,57.58,38,66
2007,0,21753,Brian Davis,57.53,42,73
2007,0,22212,Craig Lile,57.5,23,40
2007,0,1810,Phil Mickelson,57.5,23,40
2007,0,19846,Brian Gay,57.47,50,87
2007,0,22892,Jason Gore,57.32,47,82
2007,0,21633,Steve Allan,57.14,28,49
2007,0,1724,Jeff Maggert,57.14,32,56
2007,0,26882,Michael Sim,57.14,16,28
2007,0,21959,Ted Purdy,56.94,41,72
2007,0,10213,Dicky Pride,56.82,25,44
2007,0,6567,Vijay Singh,56.63,47,83
2007,0,22293,Heath Slocum,56.58,43,76
2007,0,20859,Anders Hansen,56.52,13,23
2007,0,12705,Cliff Kresge,56.44,57,101
2007,0,24980,Scott Gutschewski,56.41,22,39
2007,0,29718,Anthony Kim,56.36,31,55
2007,0,1677,Tom Lehman,56.25,18,32
2007,0,6522,Ernie Els,56.1,23,41
2007,0,23322,Brett Wetterich,55.93,33,59
2007,0,23614,Rich Beem,55.56,25,45
2007,0,1161,Mark Calcavecchia,55.56,35,63
2007,0,20498,Briny Baird,55.29,47,85
2007,0,10425,Jay Williamson,55.26,21,38
2007,0,24924,Bill Haas,55.17,48,87
2007,0,24361,Pat Perez,55.17,32,58
2007,0,26596,Ryan Moore,54.93,39,71
2007,0,6004,Stephen Ames,54.84,34,62
2007,0,1473,Todd Hamilton,54.55,36,66
2007,0,2206,David Toms,54.55,24,44
2007,0,23788,D.J. Trahan,54.55,42,77
2007,0,23325,Vaughn Taylor,54.24,32,59
2007,0,8537,J.P. Hayes,54.17,39,72
2007,0,6527,Steve Stricker,54.17,26,48
2007,0,2239,Scott Verplank,54.17,26,48
2007,0,24140,Sean O'Hair,54.05,40,74
2007,0,20382,Stephen Leaney,54.0,27,50
2007,0,1388,Robert Gamez,53.73,36,67
2007,0,27649,Brandt Snedeker,53.49,46,86
2007,0,1945,Kenny Perry,53.45,31,58
2007,0,23497,Tag Ridings,53.33,24,45
2007,0,7867,Woody Austin,53.25,41,77
2007,0,1320,Bob Estes,53.25,41,77
2007,0,27963,Chris Stroud,53.19,25,47
2007,0,26881,Jarrod Lyle,53.06,26,49
2007,0,20628,Arron Oberholser,53.06,26,49
2007,0,20623,Gavin Coles,53.03,35,66
2007,0,12652,Cameron Beckman,52.94,36,68
2007,0,20850,Daniel Chopra,52.75,48,91
2007,0,1024,Billy Andrade,52.63,40,76
2007,0,28486,Michael Putnam,52.63,30,57
2007,0,20433,Mark Hensby,52.05,38,73
2007,0,7363,Craig Bowden,52.0,26,50
2007,0,26951,Johnson Wagner,51.95,40,77
2007,0,25190,Jeff Quinney,51.9,41,79
2007,0,8881,Tripp Isenhour,51.85,28,54
2007,0,24024,Zach Johnson,51.79,29,56
2007,0,23048,Eric Axley,51.72,45,87
2007,0,20378,Mathias Grönberg,51.52,51,99
2007,0,8123,Jeff Brehaut,51.43,18,35
2007,0,7223,Brian Bateman,51.28,20,39
2007,0,1249,John Daly,51.28,20,39
2007,0,8375,Paul Stankowski,51.28,20,39
2007,0,12602,Dean Wilson,51.11,23,45
2007,0,27141,J.B. Holmes,51.02,25,49
2007,0,6251,Chris DiMarco,50.85,30,59
2007,0,27120,Troy Matteson,50.82,31,61
2007,0,21470,Daisuke Maruyama,50.75,34,67
2007,0,20645,John Senden,50.72,35,69
2007,0,1035,Tommy Armour III,50.0,20,40
2007,0,23933,Michael Boyd,50.0,23,46
2007,0,22621,Ben Curtis,50.0,37,74
2007,0,12660,Jesper Parnevik,50.0,28,56
2007,0,1928,Corey Pavin,50.0,28,56
2007,0,6595,Kevin Sutherland,50.0,25,50
2007,0,2246,Duffy Waldorf,50.0,23,46
2007,0,25345,Carl Pettersson,49.45,45,91
2007,0,21949,Joe Ogilvie,49.4,41,83
2007,0,24781,Hunter Mahan,49.3,35,71
2007,0,20634,Peter Lonard,49.09,27,55
2007,0,11123,Chris Couch,48.68,37,76
2007,0,27060,John Mallinger,48.35,44,91
2007,0,24507,Jason Bohn,48.33,29,60
2007,0,11032,Frank Lickliter II,48.33,29,60
2007,0,27770,Camilo Villegas,48.33,29,60
2007,0,12510,Chad Campbell,48.28,28,58
2007,0,20105,Jeff Gove,48.0,36,75
2007,0,21805,Harrison Frazar,47.69,31,65
2007,0,24449,Parker McLachlin,47.27,26,55
2007,0,29476,Kyle Reifers,47.17,25,53
2007,0,24290,D.J. Brigman,46.67,21,45
2007,0,20229,Stewart Cink,46.67,28,60
2007,0,7749,Brett Quigley,46.55,27,58
2007,0,12782,Tim Herron,46.43,26,56
2007,0,1706,Davis Love III,46.43,26,56
2007,0,24912,Will MacKenzie,46.34,38,82
2007,0,21660,Jason Schultz,46.15,24,52
2007,0,8075,Jerry Kelly,45.95,34,74
2007,0,26289,Boo Weekley,45.78,38,83
2007,0,23349,Charles Warren,45.65,42,92
2007,0,20574,Mathew Goggin,45.45,30,66
2007,0,10733,Kent Jones,45.21,33,73
2007,0,20691,Greg Owen,45.16,28,62
2007,0,25900,Lucas Glover,44.64,25,56
2007,0,20157,Retief Goosen,44.44,16,36
2007,0,12716,Charley Hoffman,44.44,32,72
2007,0,26420,Richard Johnson,44.3,35,79
2007,0,23353,J.J. Henry,44.19,19,43
2007,0,10885,Robert Allenby,44.0,22,50
2007,0,1142,Bart Bryant,43.64,24,55
2007,0,23623,Bo Van Pelt,43.59,34,78
2007,0,1707,Steve Lowery,43.33,26,60
2007,0,22295,Darron Stiles,43.14,22,51
2007,0,26360,Bubba Dickerson,42.86,15,35
2007,0,22348,Nick O'Hern,42.86,24,56
2007,0,2104,Jeff Sluman,42.59,23,54
2007,0,2036,Jim Rutledge,41.46,17,41
2007,0,2223,Bob Tway,41.03,32,78
2007,0,19803,Ryan Armour,40.91,27,66
2007,0,6515,Shaun Micheel,40.63,13,32
2007,0,6621,Joe Durant,40.35,23,57
2007,0,12195,Tom Johnson,40.32,25,62
2007,0,1797,Rocco Mediate,40.0,20,50
2007,0,26679,Kevin Stadler,39.44,28,71
2007,0,2101,Joey Sindelar,39.34,24,61
2007,0,20766,Padraig Harrington,38.89,14,36
2007,0,27095,Nick Watney,38.71,24,62
2007,0,1157,Tom Byrum,38.46,10,26
2007,0,23638,Brendon de Jonge,35.94,23,64
2007,0,24358,Robert Garrigus,35.38,23,65
2007,0,21646,David Branshaw,33.9,20,59
2007,0,12714,Chris Tidland,33.33,14,42
2007,0,27702,Matt Hendrix,32.73,18,55
2006,0,19846,Brian Gay,76.39,55,72
2006,0,6575,Dudley Hart,72.73,40,55
2006,0,20548,Hidemichi Tanaka,70.45,31,44
2006,0,2246,Duffy Waldorf,68.6,59,86
2006,0,8793,Tiger Woods,68.0,17,25
2006,0,2110,Jerry Smith,67.69,44,65
2006,0,20099,Doug Barron,66.67,32,48
2006,0,22046,Geoff Ogilvy,66.67,36,54
2006,0,6527,Steve Stricker,66.67,24,36
2006,0,20572,Rod Pampling,65.79,50,76
2006,0,22378,Trevor Immelman,65.45,36,55
2006,0,23325,Vaughn Taylor,65.22,45,69
2006,0,7457,Steve Flesch,64.52,60,93
2006,0,20127,Chris Riley,64.29,54,84
2006,0,2214,Kirk Triplett,62.5,25,40
2006,0,6595,Kevin Sutherland,62.3,38,61
2006,0,20850,Daniel Chopra,61.8,55,89
2006,0,6197,Michael Allen,61.54,32,52
