YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
2012,0,2206,David Toms,11.13,68,611,+0.22
2012,0,28087,Kris Blanks,11.16,93,833,+0.09
2012,0,23800,Bryce Molder,11.16,110,986,+0.05
2012,0,29910,Blake Adams,11.21,137,1222,+0.10
2012,0,24781,Hunter Mahan,11.21,100,892,+0.16
2012,0,27330,Josh Teater,11.26,129,1146,-0.05
2012,0,34174,John Huh,11.31,134,1185,+0.05
2012,0,25686,Jason Dufner,11.4,101,886,+0.08
2012,0,21753,Brian Davis,11.42,125,1095,+0.15
2012,0,25457,Alexandre Rocha,11.46,80,698,+0.29
2012,0,22405,Justin Rose,11.46,84,733,-0.06
2012,0,30711,Colt Knost,11.63,108,929,+0.22
2012,0,26758,David Hearn,11.65,142,1219,+0.12
2012,0,34099,Harris English,11.68,141,1207,+0.06
2012,0,1724,Jeff Maggert,11.75,127,1081,+0.21
2012,0,23621,Rory Sabbatini,11.76,118,1003,+0.07
2012,0,20645,John Senden,11.81,101,855,+0.05
2012,0,24024,Zach Johnson,11.87,122,1028,+0.20
2012,0,33419,Cameron Tringale,11.88,126,1061,+0.18
2012,0,27095,Nick Watney,11.88,125,1052,+0.10
2012,0,26596,Ryan Moore,11.9,134,1126,+0.13
2012,0,10809,Jim Furyk,11.93,108,905,+0.03
2012,0,35139,Richard Lee,11.95,95,795,+0.13
2012,0,25396,Kevin Na,11.95,108,904,+0.06
2012,0,20160,Charlie Wi,11.95,120,1004,+0.14
2012,0,27644,Brian Harman,11.98,146,1219,+0.14
2012,0,26287,Roland Thatcher,12.01,73,608,+0.01
2012,0,28475,Jeff Overton,12.09,154,1274,+0.02
2012,0,6567,Vijay Singh,12.09,136,1125,+0.08
2012,0,20098,Stuart Appleby,12.17,110,904,+0.09
2012,0,23903,Stephen Gangluff,12.29,72,586,+0.21
2012,0,26851,Marc Leishman,12.34,129,1045,+0.09
2012,0,6573,Brandt Jobe,12.36,77,623,+0.10
2012,0,29518,Brendan Steele,12.36,111,898,+0.12
2012,0,26331,Charl Schwartzel,12.5,69,552,-0.10
2012,0,30926,Chris Kirk,12.56,148,1178,+0.03
2012,0,24490,George McNeill,12.56,123,979,+0.15
2012,0,29420,Billy Horschel,12.59,84,667,-0.04
2012,0,22913,John Rollins,12.6,124,984,+0.09
2012,0,1766,Billy Mayfair,12.65,136,1075,+0.10
2012,0,27933,John Merrick,12.66,126,995,+0.09
2012,0,27649,Brandt Snedeker,12.67,114,900,+0.04
2012,0,20572,Rod Pampling,12.73,122,958,+0.17
2012,0,24502,Adam Scott,12.77,72,564,+0.07
2012,0,12716,Charley Hoffman,12.83,135,1052,+0.06
2012,0,20593,Greg Chalmers,12.89,133,1032,+0.08
2012,0,28307,Matt Every,12.91,114,883,+0.04
2012,0,19846,Brian Gay,12.91,139,1077,+0.12
2012,0,1320,Bob Estes,12.93,116,897,+0.22
2012,0,23541,Ben Crane,13.01,112,861,-0.05
2012,0,27936,Martin Laird,13.01,98,753,+0.09
2012,0,20691,Greg Owen,13.01,138,1061,+0.08
2012,0,21961,Charles Howell III,13.04,138,1058,+0.03
2012,0,29478,Kevin Kisner,13.06,96,735,+0.08
2012,0,25240,D.A. Points,13.08,146,1116,+0.04
2012,0,12652,Cameron Beckman,13.1,125,954,+0.20
2012,0,32102,Rickie Fowler,13.13,120,914,+0.18
2012,0,22961,David Mathis,13.13,126,960,+0.13
2012,0,27963,Chris Stroud,13.16,137,1041,+0.16
2012,0,32200,Roberto Castro,13.31,139,1044,+0.06
2012,0,32366,Kevin Chappell,13.33,133,998,+0.20
2012,0,21528,Henrik Stenson,13.38,78,583,+0.12
2012,0,24357,K.J. Choi,13.39,105,784,+0.25
2012,0,27214,Kevin Streelman,13.41,143,1066,+0.07
2012,0,29926,Danny Lee,13.43,108,804,-0.05
2012,0,24140,Sean O'Hair,13.45,142,1056,+0.15
2012,0,20848,Ángel Cabrera,13.5,69,511,+0.03
2012,0,12782,Tim Herron,13.52,143,1058,+0.15
2012,0,24507,Jason Bohn,13.57,124,914,+0.09
2012,0,34021,Bud Cauley,13.58,170,1252,+0.08
2012,0,22621,Ben Curtis,13.6,91,669,+0.11
2012,0,1941,Tom Pernice Jr.,13.71,98,715,+0.10
2012,0,20766,Padraig Harrington,13.73,85,619,+0.09
2012,0,28455,Will Claxton,13.76,164,1192,+0.04
2012,0,29479,Scott Brown,13.78,97,704,+0.11
2012,0,23108,Matt Kuchar,13.82,126,912,+0.09
2012,0,23983,Luke Donald,13.88,92,663,-0.03
2012,0,23548,Bill Lunde,13.92,129,927,E
2012,0,12510,Chad Campbell,14.0,141,1007,+0.14
2012,0,32698,Bobby Gates,14.0,146,1043,+0.12
2012,0,32150,Michael Thompson,14.0,125,893,+0.25
2012,0,26329,Louis Oosthuizen,14.03,94,670,-0.05
2012,0,1797,Rocco Mediate,14.04,113,805,+0.05
2012,0,23638,Brendon de Jonge,14.08,199,1413,+0.01
2012,0,31558,J.J. Killeen,14.09,163,1157,+0.07
2012,0,6004,Stephen Ames,14.15,76,537,+0.11
2012,0,24846,Ricky Barnes,14.15,161,1138,+0.07
2012,0,22548,Patrick Sheehan,14.15,87,615,+0.14
2012,0,31202,William McGirt,14.19,155,1092,+0.08
2012,0,22582,Kyle Thompson,14.26,73,512,+0.15
2012,0,23542,Tommy Biershenk,14.27,114,799,+0.06
2012,0,33120,Mark Anderson,14.29,119,833,+0.08
2012,0,25562,Andres Romero,14.3,106,741,+0.04
2012,0,24604,Hunter Haas,14.42,104,721,+0.07
2012,0,8725,Tom Gillis,14.44,138,956,+0.09
2012,0,27436,Graham DeLaet,14.45,142,983,+0.06
2012,0,33141,Keegan Bradley,14.52,143,985,+0.03
2012,0,25818,Scott Piercy,14.52,171,1178,+0.08
2012,0,27974,Sung Kang,14.59,124,850,+0.11
2012,0,25834,Daniel Summerhays,14.59,138,946,+0.20
2012,0,23788,D.J. Trahan,14.62,125,855,+0.14
2012,0,22348,Nick O'Hern,14.65,137,935,+0.16
2012,0,28093,Miguel Angel Carballo,14.66,116,791,+0.15
2012,0,26679,Kevin Stadler,14.71,143,972,+0.15
2012,0,6527,Steve Stricker,14.72,111,754,+0.03
2012,0,30750,Tommy Gainey,14.77,184,1246,+0.17
2012,0,23325,Vaughn Taylor,14.8,131,885,+0.11
2012,0,21407,Arjun Atwal,14.88,136,914,+0.29
2012,0,21731,Freddie Jacobson,14.89,91,611,+0.18
2012,0,29289,S.Y. Noh,14.91,175,1174,+0.06
2012,0,24361,Pat Perez,14.93,142,951,+0.08
2012,0,24663,Y.E. Yang,14.97,100,668,+0.14
2012,0,24494,Erik Compton,14.99,133,887,+0.23
2012,0,10213,Dicky Pride,15.0,102,680,+0.24
2012,0,32334,Charlie Beljan,15.01,89,593,+0.03
2012,0,30110,Kyle Stanley,15.01,146,973,E
2012,0,27770,Camilo Villegas,15.08,152,1008,+0.16
2012,0,19970,Robert Karlsson,15.14,86,568,+0.17
2012,0,1706,Davis Love III,15.16,109,719,+0.01
2012,0,27556,Ted Potter Jr.,15.16,129,851,+0.11
2012,0,27302,Garth Mulroy,15.25,97,636,+0.01
2012,0,30692,Scott Stallings,15.37,144,937,-0.01
2012,0,25804,Bubba Watson,15.37,109,709,-0.05
2012,0,23353,J.J. Henry,15.42,152,986,+0.18
2012,0,21209,Sergio Garcia,15.44,94,609,-0.05
2012,0,10885,Robert Allenby,15.51,141,909,+0.19
2012,0,25632,Jimmy Walker,15.53,194,1249,-0.01
2012,0,25892,Steve Wheatcroft,15.53,91,586,+0.09
2012,0,23320,Ryan Palmer,15.56,153,983,+0.04
2012,0,23623,Bo Van Pelt,15.56,140,900,+0.06
2012,0,27141,J.B. Holmes,15.63,166,1062,+0.03
2012,0,23409,James Driscoll,15.76,150,952,+0.14
2012,0,27895,Jonas Blixt,15.88,141,888,+0.05
2012,0,20574,Mathew Goggin,15.99,122,763,+0.03
2012,0,10860,Justin Leonard,16.0,151,944,+0.14
2012,0,29476,Kyle Reifers,16.03,164,1023,+0.02
2012,0,30852,Ryo Ishikawa,16.14,82,508,+0.12
2012,0,28259,Sangmoon Bae,16.2,128,790,+0.16
2012,0,22371,Aaron Baddeley,16.21,123,759,+0.02
2012,0,23718,Nathan Green,16.27,129,793,+0.15
2012,0,26300,Matt Jones,16.36,99,605,+0.13
2012,0,30927,Brendon Todd,16.44,142,864,+0.08
2012,0,20850,Daniel Chopra,16.46,95,577,-0.02
2012,0,26951,Johnson Wagner,16.49,175,1061,+0.05
2012,0,30944,Jason Kokrak,16.51,156,945,+0.08
2012,0,22046,Geoff Ogilvy,16.58,126,760,+0.15
2012,0,27797,Derek Lamely,16.6,127,765,+0.09
2012,0,6522,Ernie Els,16.76,150,895,+0.06
2012,0,20623,Gavin Coles,16.77,133,793,+0.12
2012,0,20229,Stewart Cink,16.8,124,738,+0.06
2012,0,29221,Webb Simpson,17.12,157,917,-0.03
2012,0,28089,Jason Day,17.26,111,643,+0.01
2012,0,8793,Tiger Woods,17.27,115,666,-0.03
2012,0,27120,Troy Matteson,17.3,196,1133,-0.03
2012,0,20396,Lee Westwood,17.3,96,555,+0.04
2012,0,1249,John Daly,17.31,90,520,+0.12
2012,0,25345,Carl Pettersson,17.39,193,1110,+0.05
2012,0,20070,Matt Bettencourt,17.45,144,825,+0.22
2012,0,28308,Troy Kelly,17.65,123,697,+0.13
2012,0,24925,Jonathan Byrd,17.68,137,775,+0.07
2012,0,24358,Robert Garrigus,17.71,181,1022,+0.06
2012,0,29222,Billy Hurley III,17.92,141,787,+0.13
2012,0,28237,Rory McIlroy,17.99,100,556,-0.09
2012,0,30925,Dustin Johnson,18.34,133,725,-0.01
2012,0,27064,Jhonattan Vegas,18.4,175,951,+0.10
2012,0,21350,Ryuji Imada,18.46,175,948,+0.07
2012,0,27466,Spencer Levin,18.5,170,919,+0.12
2012,0,28500,Martin Flores,18.62,211,1133,+0.10
2012,0,21805,Harrison Frazar,18.65,124,665,+0.06
2012,0,6034,Marco Dawson,18.96,120,633,+0.14
2012,0,1116,Michael Bradley,19.17,144,751,+0.11
2012,0,1810,Phil Mickelson,19.63,161,820,-0.07
2012,0,24940,Edward Loar,20.0,119,595,+0.19
2012,0,31323,Gary Woodland,20.0,145,725,+0.06
2011,0,1313,Steve Elkington,8.06,47,583,+0.09
2011,0,21753,Brian Davis,8.58,109,1271,+0.12
2011,0,6621,Joe Durant,8.83,78,883,+0.28
2011,0,2206,David Toms,9.16,75,819,+0.07
2011,0,22913,John Rollins,9.19,91,990,E
2011,0,23800,Bryce Molder,9.31,91,977,+0.04
2011,0,19846,Brian Gay,9.58,98,1023,+0.03
2011,0,27933,John Merrick,9.83,82,834,+0.18
2011,0,23541,Ben Crane,9.84,85,864,+0.02
2011,0,25686,Jason Dufner,9.87,89,902,+0.09
2011,0,29910,Blake Adams,9.9,144,1454,+0.13
2011,0,22293,Heath Slocum,9.98,103,1032,+0.14
2011,0,8075,Jerry Kelly,10.06,95,944,+0.07
2011,0,27214,Kevin Streelman,10.12,100,988,+0.08
2011,0,28620,Aron Price,10.32,70,678,+0.24
2011,0,21878,Mark Wilson,10.54,102,968,+0.15
2011,0,27330,Josh Teater,10.85,138,1272,+0.13
2011,0,1797,Rocco Mediate,10.88,73,671,+0.23
2011,0,6251,Chris DiMarco,10.92,124,1136,+0.10
2011,0,20127,Chris Riley,10.93,103,942,+0.21
2011,0,21961,Charles Howell III,11.0,137,1245,-0.09
2011,0,24024,Zach Johnson,11.0,98,891,+0.09
2011,0,26758,David Hearn,11.02,116,1053,+0.09
2011,0,22348,Nick O'Hern,11.09,117,1055,+0.15
2011,0,12510,Chad Campbell,11.18,134,1199,+0.14
2011,0,29518,Brendan Steele,11.18,119,1064,+0.13
2011,0,22961,David Mathis,11.2,109,973,+0.15
2011,0,11123,Chris Couch,11.21,104,928,-0.04
2011,0,20593,Greg Chalmers,11.22,122,1087,+0.08
2011,0,6573,Brandt Jobe,11.24,126,1121,+0.10
2011,0,30692,Scott Stallings,11.3,107,947,+0.11
2011,0,28087,Kris Blanks,11.32,129,1140,+0.12
2011,0,10733,Kent Jones,11.43,106,927,+0.18
2011,0,20498,Briny Baird,11.47,78,680,+0.05
2011,0,25834,Daniel Summerhays,11.48,104,906,+0.16
2011,0,26289,Boo Weekley,11.49,91,792,+0.16
2011,0,1766,Billy Mayfair,11.52,136,1181,+0.09
2011,0,27939,Matt McQuillan,11.54,77,667,+0.21
2011,0,24490,George McNeill,11.56,92,796,+0.12
2011,0,24138,Ian Poulter,11.56,63,545,+0.11
2011,0,33413,Ben Martin,11.58,104,898,+0.17
2011,0,32640,Troy Merritt,11.62,91,783,+0.11
2011,0,30110,Kyle Stanley,11.65,128,1099,+0.08
2011,0,20572,Rod Pampling,11.74,98,835,+0.14
2011,0,26668,Marc Turnesa,11.87,75,632,+0.08
2011,0,20645,John Senden,11.89,133,1119,+0.10
2011,0,27974,Sung Kang,11.91,84,705,+0.13
2011,0,20472,Alex Cejka,11.96,77,644,+0.05
2011,0,29720,Andres Gonzales,12.04,76,631,+0.17
2011,0,10505,Shane Bertsch,12.05,87,722,+0.08
2011,0,32150,Michael Thompson,12.05,114,946,+0.06
2011,0,26476,Chez Reavie,12.09,138,1141,+0.12
2011,0,6004,Stephen Ames,12.11,101,834,+0.07
2011,0,32366,Kevin Chappell,12.14,102,840,+0.18
2011,0,26851,Marc Leishman,12.29,134,1090,+0.04
2011,0,20160,Charlie Wi,12.35,131,1061,+0.16
2011,0,22621,Ben Curtis,12.37,107,865,+0.10
2011,0,24502,Adam Scott,12.38,78,630,+0.08
2011,0,7867,Woody Austin,12.46,86,690,+0.16
2011,0,35087,Bio Kim,12.47,97,778,+0.05
2011,0,22405,Justin Rose,12.53,110,878,+0.04
2011,0,34072,Will Strickler,12.56,74,589,+0.19
2011,0,25572,Graeme McDowell,12.6,65,516,+0.11
2011,0,10860,Justin Leonard,12.63,129,1021,+0.16
2011,0,10809,Jim Furyk,12.72,124,975,+0.20
2011,0,30711,Colt Knost,12.78,119,931,+0.19
2011,0,23548,Bill Lunde,12.83,137,1068,+0.13
2011,0,33419,Cameron Tringale,12.85,172,1339,+0.09
2011,0,1948,Tim Petrovic,12.87,136,1057,+0.16
2011,0,27770,Camilo Villegas,12.88,101,784,+0.05
2011,0,25444,Justin Hicks,12.89,79,613,+0.22
2011,0,27963,Chris Stroud,12.92,139,1076,+0.06
2011,0,23623,Bo Van Pelt,12.94,128,989,+0.03
2011,0,23638,Brendon de Jonge,12.95,165,1274,+0.06
2011,0,8537,J.P. Hayes,12.95,86,664,+0.05
2011,0,12716,Charley Hoffman,12.95,132,1019,+0.09
2011,0,34255,Joseph Bramlett,13.07,109,834,+0.08
2011,0,24781,Hunter Mahan,13.11,139,1060,+0.04
2011,0,6643,Paul Goydos,13.13,135,1028,+0.09
2011,0,24361,Pat Perez,13.13,127,967,+0.06
2011,0,31401,Zack Miller,13.15,135,1027,+0.16
2011,0,21731,Freddie Jacobson,13.18,128,971,+0.13
2011,0,25457,Alexandre Rocha,13.32,91,683,+0.19
2011,0,23614,Rich Beem,13.33,84,630,+0.19
2011,0,24604,Hunter Haas,13.33,157,1178,+0.13
2011,0,27120,Troy Matteson,13.33,148,1110,+0.09
2011,0,28475,Jeff Overton,13.42,135,1006,+0.18
2011,0,26881,Jarrod Lyle,13.45,133,989,+0.21
2011,0,26331,Charl Schwartzel,13.49,75,556,+0.16
2011,0,28679,Fabián Gómez,13.53,128,946,+0.12
2011,0,25240,D.A. Points,13.56,139,1025,+0.21
2011,0,31193,Jim Renner,13.56,99,730,+0.21
2011,0,26951,Johnson Wagner,13.57,132,973,+0.14
2011,0,8725,Tom Gillis,13.73,96,699,+0.15
2011,0,33911,Nate Smith,13.74,101,735,+0.24
2011,0,24357,K.J. Choi,13.79,111,805,+0.10
2011,0,22378,Trevor Immelman,13.88,128,922,-0.03
2011,0,23621,Rory Sabbatini,13.88,116,836,+0.15
2011,0,6567,Vijay Singh,13.92,137,984,E
2011,0,23353,J.J. Henry,13.96,153,1096,+0.08
2011,0,10885,Robert Allenby,14.02,136,970,+0.04
2011,0,22046,Geoff Ogilvy,14.09,105,745,+0.07
2011,0,27936,Martin Laird,14.18,120,846,E
2011,0,23983,Luke Donald,14.19,102,719,+0.06
2011,0,23673,Michael Connell,14.24,143,1004,+0.10
2011,0,28158,Steve Marino,14.25,122,856,-0.01
2011,0,32102,Rickie Fowler,14.32,131,915,-0.07
2011,0,30926,Chris Kirk,14.34,152,1060,+0.03
2011,0,25818,Scott Piercy,14.35,124,864,+0.08
2011,0,29420,Billy Horschel,14.4,124,861,+0.11
2011,0,6522,Ernie Els,14.44,119,824,+0.10
2011,0,21209,Sergio Garcia,14.52,90,620,+0.06
2011,0,20157,Retief Goosen,14.57,80,549,+0.18
2011,0,26596,Ryan Moore,14.58,121,830,+0.12
2011,0,30750,Tommy Gainey,14.65,184,1256,+0.03
2011,0,21350,Ryuji Imada,14.69,155,1055,+0.03
2011,0,30925,Dustin Johnson,14.69,110,749,+0.10
2011,0,23320,Ryan Palmer,14.71,120,816,-0.02
2011,0,23108,Matt Kuchar,14.73,146,991,+0.03
2011,0,12652,Cameron Beckman,14.74,129,875,+0.05
2011,0,22371,Aaron Baddeley,14.76,125,847,-0.11
2011,0,25804,Bubba Watson,14.76,119,806,+0.06
2011,0,12782,Tim Herron,14.78,157,1062,+0.11
2011,0,23718,Nathan Green,14.81,144,972,+0.09
2011,0,24925,Jonathan Byrd,14.83,148,998,E
2011,0,7457,Steve Flesch,14.83,160,1079,+0.22
2011,0,23788,D.J. Trahan,14.94,169,1131,+0.08
2011,0,31202,William McGirt,14.95,190,1271,+0.04
2011,0,20229,Stewart Cink,14.97,106,708,-0.02
2011,0,25345,Carl Pettersson,14.98,187,1248,+0.07
2011,0,23497,Tag Ridings,15.01,153,1019,+0.10
2011,0,23325,Vaughn Taylor,15.06,173,1149,+0.13
2011,0,32698,Bobby Gates,15.07,138,916,+0.25
2011,0,25562,Andres Romero,15.11,141,933,+0.12
2011,0,1706,Davis Love III,15.14,109,720,-0.01
2011,0,24290,D.J. Brigman,15.19,115,757,+0.10
2011,0,24980,Scott Gutschewski,15.22,116,762,+0.27
2011,0,12602,Dean Wilson,15.24,119,781,+0.19
2011,0,27095,Nick Watney,15.25,131,859,+0.01
2011,0,26420,Richard Johnson,15.27,115,753,+0.13
2011,0,27649,Brandt Snedeker,15.27,142,930,E
2011,0,24507,Jason Bohn,15.28,143,936,+0.11
2011,0,24924,Bill Haas,15.33,153,998,+0.05
2011,0,29221,Webb Simpson,15.33,176,1148,+0.05
2011,0,20436,Garrett Willis,15.35,136,886,+0.18
2011,0,26300,Matt Jones,15.37,134,872,+0.07
2011,0,23409,James Driscoll,15.55,130,836,+0.04
2011,0,10585,Scott McCarron,15.62,117,749,+0.05
2011,0,1577,Lee Janzen,15.63,108,691,+0.24
2011,0,31557,Jim Herman,15.66,124,792,+0.07
2011,0,27466,Spencer Levin,15.68,204,1301,+0.07
2011,0,26287,Roland Thatcher,15.75,132,838,+0.10
2011,0,29478,Kevin Kisner,15.84,125,789,+0.19
2011,0,20070,Matt Bettencourt,15.89,168,1057,+0.15
2011,0,24358,Robert Garrigus,15.89,150,944,+0.02
2011,0,6515,Shaun Micheel,15.91,141,886,+0.04
2011,0,26679,Kevin Stadler,15.95,160,1003,+0.20
2011,0,6527,Steve Stricker,15.95,118,740,-0.08
2011,0,24846,Ricky Barnes,16.12,142,881,+0.08
2011,0,25900,Lucas Glover,16.23,137,844,+0.12
2011,0,33141,Keegan Bradley,16.26,172,1058,+0.27
2011,0,24663,Y.E. Yang,16.26,94,578,+0.03
2011,0,32876,Martin Piller,16.27,116,713,+0.28
2011,0,24140,Sean O'Hair,16.37,136,831,+0.10
2011,0,20098,Stuart Appleby,16.38,135,824,+0.21
2011,0,1810,Phil Mickelson,16.44,132,803,-0.01
2011,0,30946,Alex Prugh,16.55,161,973,+0.29
2011,0,28089,Jason Day,16.67,136,816,+0.04
2011,0,21949,Joe Ogilvie,16.75,141,842,+0.13
2011,0,27141,J.B. Holmes,17.08,109,638,-0.06
2011,0,31323,Gary Woodland,17.12,163,952,+0.09
2011,0,25632,Jimmy Walker,17.24,179,1038,+0.20
2011,0,1116,Michael Bradley,17.27,139,805,+0.10
2011,0,25396,Kevin Na,17.76,165,929,+0.01
2011,0,8375,Paul Stankowski,17.86,160,896,+0.02
2011,0,28486,Michael Putnam,17.98,130,723,+0.11
2011,0,20848,Ángel Cabrera,18.01,87,483,+0.08
2011,0,19970,Robert Karlsson,18.14,111,612,+0.14
2011,0,27064,Jhonattan Vegas,18.43,176,955,+0.05
2011,0,21407,Arjun Atwal,18.89,215,1138,+0.12
2011,0,9011,David Duval,18.94,150,792,+0.19
2011,0,25274,Steven Bowditch,19.26,204,1059,+0.11
2011,0,21805,Harrison Frazar,19.36,109,563,+0.17
2011,0,20766,Padraig Harrington,19.38,118,609,+0.03
2011,0,29718,Anthony Kim,19.92,155,778,+0.04
2011,0,27797,Derek Lamely,20.28,158,779,+0.13
2010,0,2206,David Toms,8.26,80,969,+0.18
2010,0,6621,Joe Durant,8.49,67,789,+0.16
2010,0,8385,Omar Uresti,9.22,78,846,+0.19
2010,0,2239,Scott Verplank,9.29,72,775,+0.10
2010,0,1948,Tim Petrovic,9.54,124,1300,+0.19
2010,0,23800,Bryce Molder,9.56,96,1004,+0.13
2010,0,22293,Heath Slocum,9.72,99,1019,+0.02
2010,0,24024,Zach Johnson,9.85,103,1046,+0.08
2010,0,7363,Craig Bowden,9.92,66,665,+0.12
2010,0,25686,Jason Dufner,10.03,96,957,+0.09
2010,0,26301,James Nitties,10.05,112,1114,+0.11
2010,0,20127,Chris Riley,10.08,88,873,+0.16
2010,0,1619,Skip Kendall,10.18,69,678,+0.17
2010,0,1766,Billy Mayfair,10.19,92,903,+0.22
2010,0,1797,Rocco Mediate,10.24,86,840,+0.15
2010,0,6643,Paul Goydos,10.28,94,914,+0.12
2010,0,27933,John Merrick,10.35,132,1275,+0.14
2010,0,21753,Brian Davis,10.45,129,1235,+0.17
2010,0,28087,Kris Blanks,10.55,108,1024,+0.19
2010,0,23135,Tim Clark,10.58,100,945,+0.10
2010,0,19846,Brian Gay,10.58,121,1144,+0.10
2010,0,27060,John Mallinger,10.6,95,896,+0.28
2010,0,12510,Chad Campbell,10.68,120,1124,+0.18
2010,0,6251,Chris DiMarco,10.74,115,1071,+0.07
2010,0,22913,John Rollins,10.77,112,1040,+0.02
2010,0,23548,Bill Lunde,10.87,100,920,+0.10
2010,0,27330,Josh Teater,10.87,137,1260,+0.18
2010,0,25720,Chad Collins,10.94,113,1033,+0.10
2010,0,27214,Kevin Streelman,10.95,121,1105,+0.19
2010,0,24781,Hunter Mahan,11.0,102,927,+0.01
2010,0,8725,Tom Gillis,11.04,138,1250,+0.07
2010,0,21731,Freddie Jacobson,11.07,118,1066,+0.11
2010,0,20593,Greg Chalmers,11.1,133,1198,-0.01
2010,0,29285,Brent Delahoussaye,11.13,72,647,+0.18
2010,0,26420,Richard Johnson,11.17,113,1012,+0.26
2010,0,21878,Mark Wilson,11.27,124,1100,+0.10
2010,0,23541,Ben Crane,11.35,104,916,+0.10
2010,0,23638,Brendon de Jonge,11.51,144,1251,+0.10
2010,0,20160,Charlie Wi,11.55,142,1229,+0.03
2010,0,26289,Boo Weekley,11.56,119,1029,+0.12
2010,0,12705,Cliff Kresge,11.59,72,621,+0.18
2010,0,20472,Alex Cejka,11.6,108,931,+0.21
2010,0,1313,Steve Elkington,11.6,94,810,+0.07
2010,0,32102,Rickie Fowler,11.62,133,1145,+0.08
2010,0,23325,Vaughn Taylor,11.73,128,1091,+0.12
2010,0,24357,K.J. Choi,11.76,99,842,+0.12
2010,0,22946,Henrik Bjornstad,11.84,96,811,+0.17
2010,0,8537,J.P. Hayes,12.01,113,941,+0.05
2010,0,24361,Pat Perez,12.08,139,1151,+0.06
2010,0,28620,Aron Price,12.08,104,861,+0.13
2010,0,10585,Scott McCarron,12.17,139,1142,+0.03
2010,0,26596,Ryan Moore,12.17,103,846,+0.17
2010,0,24138,Ian Poulter,12.26,57,465,+0.02
2010,0,1320,Bob Estes,12.27,119,970,+0.08
2010,0,23621,Rory Sabbatini,12.27,114,929,+0.07
2010,0,12716,Charley Hoffman,12.28,130,1059,-0.01
2010,0,20691,Greg Owen,12.28,104,847,+0.14
2010,0,10885,Robert Allenby,12.31,104,845,+0.13
2010,0,10809,Jim Furyk,12.36,103,833,+0.11
2010,0,23307,Roger Tambellini,12.47,106,850,+0.14
2010,0,23409,James Driscoll,12.48,127,1018,+0.03
2010,0,8075,Jerry Kelly,12.5,143,1144,+0.06
2010,0,26881,Jarrod Lyle,12.5,79,632,+0.06
2010,0,25190,Jeff Quinney,12.5,138,1104,+0.15
2010,0,23623,Bo Van Pelt,12.51,151,1207,+0.02
2010,0,10425,Jay Williamson,12.54,106,845,+0.08
2010,0,6004,Stephen Ames,12.55,120,956,+0.17
2010,0,27649,Brandt Snedeker,12.72,131,1030,+0.08
2010,0,24912,Will MacKenzie,12.74,120,942,+0.01
2010,0,25892,Steve Wheatcroft,12.77,101,791,+0.14
2010,0,20105,Jeff Gove,12.79,78,610,+0.12
2010,0,27436,Graham DeLaet,12.85,134,1043,-0.06
2010,0,12652,Cameron Beckman,12.87,105,816,+0.10
2010,0,22056,Cameron Percy,12.92,105,813,+0.02
2010,0,27095,Nick Watney,12.92,124,960,E
2010,0,25818,Scott Piercy,12.95,143,1104,+0.08
2010,0,28780,Nicholas Thompson,12.95,137,1058,+0.18
2010,0,23349,Charles Warren,12.95,98,757,+0.15
2010,0,29910,Blake Adams,12.96,134,1034,+0.12
2010,0,26951,Johnson Wagner,12.97,132,1018,+0.14
2010,0,27120,Troy Matteson,12.98,141,1086,+0.01
2010,0,10860,Justin Leonard,12.99,130,1001,+0.13
2010,0,21961,Charles Howell III,13.03,160,1228,+0.01
2010,0,20645,John Senden,13.05,157,1203,+0.10
2010,0,1724,Jeff Maggert,13.06,114,873,+0.17
2010,0,26695,Michael Letzig,13.16,145,1102,+0.04
2010,0,6514,Kevin Johnson,13.26,89,671,+0.16
2010,0,32640,Troy Merritt,13.27,140,1055,+0.10
2010,0,20574,Mathew Goggin,13.28,139,1047,+0.21
2010,0,22371,Aaron Baddeley,13.29,159,1196,-0.11
2010,0,1161,Mark Calcavecchia,13.32,61,458,+0.07
2010,0,22621,Ben Curtis,13.32,122,916,+0.14
2010,0,21949,Joe Ogilvie,13.32,157,1179,+0.08
2010,0,24663,Y.E. Yang,13.35,108,809,+0.04
2010,0,22378,Trevor Immelman,13.36,78,584,+0.08
2010,0,6527,Steve Stricker,13.48,105,779,+0.03
2010,0,1706,Davis Love III,13.5,123,911,+0.06
2010,0,28158,Steve Marino,13.55,118,871,+0.03
2010,0,12714,Chris Tidland,13.62,128,940,+0.09
2010,0,1941,Tom Pernice Jr.,13.63,109,800,+0.20
2010,0,6012,Greg Kraft,13.64,73,535,+0.19
2010,0,27963,Chris Stroud,13.64,135,990,+0.07
2010,0,24358,Robert Garrigus,13.65,114,835,+0.04
2010,0,6595,Kevin Sutherland,13.66,147,1076,+0.05
2010,0,1707,Steve Lowery,13.67,104,761,+0.10
2010,0,27613,David Lutterus,13.69,105,767,+0.10
2010,0,24507,Jason Bohn,13.72,139,1013,+0.09
2010,0,7867,Woody Austin,13.81,158,1144,+0.10
2010,0,20498,Briny Baird,13.81,150,1086,+0.10
2010,0,21209,Sergio Garcia,13.82,68,492,-0.06
2010,0,25240,D.A. Points,13.83,151,1092,+0.11
2010,0,28089,Jason Day,13.85,135,975,+0.12
