YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
2016,0,28158,Steve Marino,14.49,112,773,+0.21
2016,0,32757,Patton Kizzire,14.52,150,1033,+0.05
2016,0,35451,Scott Pinckney,14.52,143,985,+0.03
2016,0,32102,Rickie Fowler,14.53,130,895,-0.05
2016,0,30926,Chris Kirk,14.53,150,1032,+0.01
2016,0,34265,Will Wilcox,14.54,115,791,+0.07
2016,0,23541,Ben Crane,14.55,133,914,-0.01
2016,0,12510,Chad Campbell,14.56,162,1113,+0.02
2016,0,26951,Johnson Wagner,14.57,154,1057,E
2016,0,32448,James Hahn,14.58,141,967,+0.08
2016,0,6527,Steve Stricker,14.63,91,622,+0.07
2016,0,25720,Chad Collins,14.64,130,888,+0.09
2016,0,34262,Jon Curran,14.68,172,1172,+0.12
2016,0,21961,Charles Howell III,14.69,160,1089,+0.03
2016,0,27936,Martin Laird,14.69,144,980,+0.02
2016,0,23325,Vaughn Taylor,14.73,137,930,+0.07
2016,0,27064,Jhonattan Vegas,14.75,165,1119,+0.02
2016,0,27963,Chris Stroud,14.8,141,953,+0.09
2016,0,31557,Jim Herman,14.83,147,991,+0.10
2016,0,22405,Justin Rose,14.83,101,681,+0.02
2016,0,25240,D.A. Points,14.9,80,537,+0.04
2016,0,33418,Shawn Stefani,14.94,159,1064,+0.01
2016,0,24846,Ricky Barnes,14.97,165,1102,+0.07
2016,0,27942,Rob Oppenheim,15.06,105,697,+0.18
2016,0,6522,Ernie Els,15.08,116,769,+0.04
2016,0,29478,Kevin Kisner,15.08,154,1021,+0.20
2016,0,29223,Sam Saunders,15.1,106,702,+0.14
2016,0,26331,Charl Schwartzel,15.1,116,768,+0.08
2016,0,26329,Louis Oosthuizen,15.12,88,582,+0.03
2016,0,20691,Greg Owen,15.22,145,953,+0.07
2016,0,20766,Padraig Harrington,15.3,93,608,+0.12
2016,0,33141,Keegan Bradley,15.31,134,875,+0.15
2016,0,29461,Jamie Lovemark,15.31,175,1143,+0.01
2016,0,36689,Brooks Koepka,15.45,129,835,-0.01
2016,0,24781,Hunter Mahan,15.46,107,692,+0.02
2016,0,33448,Justin Thomas,15.5,160,1032,+0.03
2016,0,21731,Freddie Jacobson,15.52,154,992,+0.16
2016,0,27466,Spencer Levin,15.62,179,1146,+0.11
2016,0,45526,Abraham Ancer,15.63,83,531,+0.18
2016,0,32150,Michael Thompson,15.64,117,748,+0.20
2016,0,25349,Tim Wilkinson,15.68,109,695,+0.10
2016,0,30927,Brendon Todd,15.73,118,750,+0.08
2016,0,25834,Daniel Summerhays,15.74,173,1099,+0.03
2016,0,32618,Rhein Gibson,15.84,96,606,+0.10
2016,0,31323,Gary Woodland,15.84,169,1067,-0.07
2016,0,29485,Brett Stegmaier,15.86,164,1034,+0.15
2016,0,35539,Luke Guthrie,15.91,98,616,-0.12
2016,0,32876,Martin Piller,15.95,104,652,+0.04
2016,0,23638,Brendon de Jonge,15.98,144,901,+0.09
2016,0,34431,Robert Streb,16.03,147,917,+0.10
2016,0,24912,Will MacKenzie,16.07,147,915,+0.12
2016,0,35532,Tom Hoge,16.09,140,870,+0.19
2016,0,29725,Tony Finau,16.14,173,1072,-0.02
2016,0,23353,J.J. Henry,16.14,138,855,E
2016,0,6567,Vijay Singh,16.24,146,899,+0.09
2016,0,20157,Retief Goosen,16.29,107,657,+0.05
2016,0,29720,Andres Gonzales,16.36,144,880,-0.01
2016,0,24358,Robert Garrigus,16.45,125,760,+0.06
2016,0,33419,Cameron Tringale,16.49,160,970,+0.07
2016,0,34099,Harris English,16.63,167,1004,+0.05
2016,0,27770,Camilo Villegas,16.67,163,978,+0.17
2016,0,29420,Billy Horschel,16.75,133,794,+0.09
2016,0,30944,Jason Kokrak,16.75,173,1033,-0.04
2016,0,28132,Tyrone Van Aswegen,16.75,202,1206,+0.07
2016,0,28114,Dawie van der Walt,16.86,131,777,+0.12
2016,0,29289,S.Y. Noh,16.93,160,945,+0.01
2016,0,28089,Jason Day,17.02,128,752,-0.06
2016,0,27141,J.B. Holmes,17.25,144,835,+0.01
2016,0,27974,Sung Kang,17.26,174,1008,+0.03
2016,0,27129,Luke List,17.29,153,885,-0.05
2016,0,29221,Webb Simpson,17.43,141,809,E
2016,0,29222,Billy Hurley III,17.52,144,822,+0.07
2016,0,10885,Robert Allenby,17.67,100,566,+0.13
2016,0,23983,Luke Donald,17.71,144,813,+0.10
2016,0,31416,Derek Fathauer,17.72,185,1044,+0.09
2016,0,34563,Chesson Hadley,17.75,164,924,+0.08
2016,0,35300,Andrew Loupe,17.77,161,906,-0.01
2016,0,31420,Anirban Lahiri,18.17,121,666,+0.13
2016,0,24502,Adam Scott,18.21,142,780,+0.06
2016,0,25632,Jimmy Walker,18.21,177,972,E
2016,0,20229,Stewart Cink,18.41,125,679,+0.06
2016,0,25804,Bubba Watson,18.57,132,711,E
2016,0,24494,Erik Compton,18.72,132,705,+0.15
2016,0,1810,Phil Mickelson,18.89,153,810,-0.02
2016,0,33667,Carlos Ortiz,20.07,167,832,+0.08
2016,0,25274,Steven Bowditch,20.81,154,740,+0.18
2015,0,2206,David Toms,5.62,43,765,+0.16
2015,0,23800,Bryce Molder,8.6,92,1070,+0.09
2015,0,26476,Chez Reavie,8.66,60,693,+0.02
2015,0,32640,Troy Merritt,8.83,100,1132,+0.11
2015,0,24507,Jason Bohn,8.84,107,1211,+0.10
2015,0,30711,Colt Knost,8.92,92,1031,+0.24
2015,0,25818,Scott Piercy,9.23,106,1148,+0.01
2015,0,25198,Francesco Molinari,9.41,56,595,+0.16
2015,0,28780,Nicholas Thompson,9.47,92,971,+0.12
2015,0,20104,Ken Duke,9.54,103,1080,+0.13
2015,0,33419,Cameron Tringale,9.6,105,1094,+0.06
2015,0,23548,Bill Lunde,9.82,49,499,+0.39
2015,0,40058,Zac Blair,10.12,124,1225,+0.12
2015,0,20771,Steven Alker,10.2,71,696,+0.30
2015,0,25191,Gonzalo Fernandez-Castaño,10.23,89,870,+0.02
2015,0,24490,George McNeill,10.38,128,1233,+0.02
2015,0,34265,Will Wilcox,10.39,59,568,-0.02
2015,0,35451,Scott Pinckney,10.52,108,1027,+0.11
2015,0,21878,Mark Wilson,10.6,119,1123,+0.22
2015,0,35541,John Peterson,10.66,114,1069,+0.11
2015,0,34174,John Huh,10.67,132,1237,+0.19
2015,0,24361,Pat Perez,10.8,124,1148,E
2015,0,22405,Justin Rose,11.06,75,678,-0.01
2015,0,22293,Heath Slocum,11.07,60,542,+0.23
2015,0,27933,John Merrick,11.14,90,808,+0.14
2015,0,8075,Jerry Kelly,11.2,103,920,+0.02
2015,0,31560,Brian Stuard,11.21,123,1097,+0.10
2015,0,33486,Roger Sloan,11.29,62,549,+0.18
2015,0,40026,Daniel Berger,11.32,130,1148,-0.08
2015,0,34261,Scott Langley,11.38,125,1098,+0.08
2015,0,29223,Sam Saunders,11.38,99,870,-0.01
2015,0,24357,K.J. Choi,11.39,90,790,+0.08
2015,0,33122,Russell Knox,11.41,138,1209,+0.12
2015,0,27214,Kevin Streelman,11.42,116,1016,-0.01
2015,0,30927,Brendon Todd,11.5,122,1061,+0.07
2015,0,26596,Ryan Moore,11.53,98,850,+0.14
2015,0,24925,Jonathan Byrd,11.6,82,707,+0.09
2015,0,36801,Mark Hubbard,11.65,99,850,+0.24
2015,0,21961,Charles Howell III,11.74,160,1363,-0.07
2015,0,32200,Roberto Castro,11.78,59,501,+0.15
2015,0,29535,Brice Garnett,11.82,105,888,+0.14
2015,0,22371,Aaron Baddeley,11.84,107,904,-0.03
2015,0,27936,Martin Laird,11.84,119,1005,-0.07
2015,0,31557,Jim Herman,11.86,127,1071,+0.14
2015,0,25720,Chad Collins,11.89,104,875,+0.21
2015,0,32102,Rickie Fowler,11.91,94,789,-0.04
2015,0,34130,Sung Joon Park,11.91,104,873,+0.03
2015,0,27644,Brian Harman,11.93,130,1090,+0.12
2015,0,24138,Ian Poulter,11.93,79,662,+0.05
2015,0,27963,Chris Stroud,12.0,113,942,+0.12
2015,0,32839,Hideki Matsuyama,12.04,118,980,+0.03
2015,0,26758,David Hearn,12.05,142,1178,+0.05
2015,0,31323,Gary Woodland,12.18,91,747,-0.01
2015,0,29476,Kyle Reifers,12.24,136,1111,+0.01
2015,0,27466,Spencer Levin,12.29,142,1155,+0.13
2015,0,21753,Brian Davis,12.3,121,984,+0.16
2015,0,12716,Charley Hoffman,12.3,130,1057,+0.04
2015,0,22892,Jason Gore,12.35,100,810,+0.12
2015,0,32448,James Hahn,12.38,134,1082,-0.03
2015,0,10809,Jim Furyk,12.48,90,721,+0.01
2015,0,25892,Steve Wheatcroft,12.48,125,1002,+0.11
2015,0,29221,Webb Simpson,12.49,111,889,+0.13
2015,0,34046,Jordan Spieth,12.57,114,907,+0.06
2015,0,24024,Zach Johnson,12.59,123,977,+0.09
2015,0,35532,Tom Hoge,12.61,114,904,-0.03
2015,0,25369,Jamie Donaldson,12.64,56,443,+0.05
2015,0,30736,Oscar Fraustro,12.66,70,553,+0.13
2015,0,26289,Boo Weekley,12.67,118,931,+0.08
2015,0,28486,Michael Putnam,12.71,119,936,+0.13
2015,0,30692,Scott Stallings,12.72,86,676,+0.09
2015,0,37273,Derek Ernst,12.73,111,872,+0.02
2015,0,33141,Keegan Bradley,12.75,113,886,+0.06
2015,0,33399,Adam Hadwin,12.78,143,1119,+0.06
2015,0,29479,Scott Brown,12.82,144,1123,+0.17
2015,0,30926,Chris Kirk,12.92,101,782,+0.10
2015,0,37454,Whee Kim,12.94,100,773,+0.06
2015,0,20691,Greg Owen,12.95,72,556,+0.04
2015,0,20645,John Senden,13.03,93,714,+0.18
2015,0,25686,Jason Dufner,13.06,87,666,+0.02
2015,0,33413,Ben Martin,13.12,141,1075,+0.18
2015,0,24924,Bill Haas,13.18,130,986,+0.08
2015,0,29478,Kevin Kisner,13.19,172,1304,+0.13
2015,0,32334,Charlie Beljan,13.2,104,788,+0.17
2015,0,28679,Fabián Gómez,13.22,127,961,+0.24
2015,0,28023,Byron Smith,13.23,79,597,+0.08
2015,0,31202,William McGirt,13.24,179,1352,+0.07
2015,0,29518,Brendan Steele,13.25,139,1049,+0.06
2015,0,30946,Alex Prugh,13.28,132,994,+0.08
2015,0,23638,Brendon de Jonge,13.29,170,1279,+0.02
2015,0,10860,Justin Leonard,13.32,100,751,+0.20
2015,0,34431,Robert Streb,13.35,179,1341,+0.07
2015,0,27095,Nick Watney,13.35,150,1124,+0.03
2015,0,20593,Greg Chalmers,13.39,66,493,+0.12
2015,0,32366,Kevin Chappell,13.45,140,1041,+0.06
2015,0,34264,Hudson Swafford,13.47,155,1151,+0.08
2015,0,21209,Sergio Garcia,13.54,67,495,+0.13
2015,0,34409,David Lingmerth,13.59,140,1030,+0.11
2015,0,20396,Lee Westwood,13.64,60,440,+0.13
2015,0,34262,Jon Curran,13.65,123,901,+0.20
2015,0,36699,Patrick Rodgers,13.72,87,634,+0.15
2015,0,29926,Danny Lee,13.79,191,1385,+0.01
2015,0,33418,Shawn Stefani,13.93,169,1213,+0.01
2015,0,30852,Ryo Ishikawa,13.97,144,1031,+0.02
2015,0,27436,Graham DeLaet,14.08,105,746,+0.12
2015,0,23541,Ben Crane,14.15,102,721,+0.05
2015,0,27895,Jonas Blixt,14.19,101,712,+0.16
2015,0,26951,Johnson Wagner,14.25,113,793,+0.18
2015,0,25900,Lucas Glover,14.3,143,1000,+0.12
2015,0,28259,Sangmoon Bae,14.32,176,1229,+0.04
2015,0,12510,Chad Campbell,14.32,181,1264,+0.09
2015,0,26300,Matt Jones,14.32,133,929,+0.02
2015,0,24140,Sean O'Hair,14.32,160,1117,+0.09
2015,0,33448,Justin Thomas,14.33,189,1319,-0.03
2015,0,28132,Tyrone Van Aswegen,14.36,83,578,+0.07
2015,0,22056,Cameron Percy,14.5,116,800,+0.10
2015,0,25834,Daniel Summerhays,14.56,180,1236,+0.04
2015,0,34099,Harris English,14.69,177,1205,+0.01
2015,0,24494,Erik Compton,14.75,142,963,+0.08
2015,0,29420,Billy Horschel,14.86,151,1016,+0.03
2015,0,33461,Morgan Hoffmann,14.97,143,955,+0.03
2015,0,29725,Tony Finau,14.98,190,1268,E
2015,0,28475,Jeff Overton,15.02,155,1032,+0.04
2015,0,39977,Max Homa,15.03,129,858,+0.06
2015,0,20157,Retief Goosen,15.04,123,818,+0.02
2015,0,21528,Henrik Stenson,15.11,92,609,+0.02
2015,0,25349,Tim Wilkinson,15.17,122,804,+0.15
2015,0,24846,Ricky Barnes,15.18,131,863,+0.02
2015,0,36689,Brooks Koepka,15.21,136,894,-0.06
2015,0,26331,Charl Schwartzel,15.26,87,570,+0.07
2015,0,31193,Jim Renner,15.3,118,771,+0.23
2015,0,22046,Geoff Ogilvy,15.31,75,490,+0.11
2015,0,35539,Luke Guthrie,15.35,144,938,+0.10
2015,0,1706,Davis Love III,15.38,90,585,+0.13
2015,0,23621,Rory Sabbatini,15.38,140,910,+0.06
2015,0,27770,Camilo Villegas,15.46,158,1022,-0.03
2015,0,23623,Bo Van Pelt,15.61,140,897,+0.24
2015,0,27064,Jhonattan Vegas,15.63,155,992,+0.03
2015,0,20472,Alex Cejka,15.65,171,1093,+0.06
2015,0,26329,Louis Oosthuizen,15.67,102,651,-0.01
2015,0,20229,Stewart Cink,15.69,142,905,+0.11
2015,0,34256,Andrew Putnam,15.74,116,737,+0.09
2015,0,25345,Carl Pettersson,15.75,209,1327,+0.06
2015,0,34098,Russell Henley,15.76,147,933,+0.20
2015,0,25493,Nick Taylor,15.77,181,1148,+0.09
2015,0,35545,Blayne Barber,15.81,138,873,+0.12
2015,0,29222,Billy Hurley III,15.84,138,871,+0.17
2015,0,29720,Andres Gonzales,15.85,165,1041,+0.09
2015,0,33667,Carlos Ortiz,15.85,182,1148,+0.05
2015,0,34360,Patrick Reed,15.98,168,1051,+0.08
2015,0,23108,Matt Kuchar,16.09,172,1069,+0.03
2015,0,25396,Kevin Na,16.11,158,981,E
2015,0,10885,Robert Allenby,16.12,114,707,+0.24
2015,0,24781,Hunter Mahan,16.19,146,902,E
2015,0,28500,Martin Flores,16.22,177,1091,-0.05
2015,0,1810,Phil Mickelson,16.23,123,758,-0.06
2015,0,24502,Adam Scott,16.29,72,442,+0.19
2015,0,32150,Michael Thompson,16.38,171,1044,+0.07
2015,0,31416,Derek Fathauer,16.48,149,904,+0.05
2015,0,23320,Ryan Palmer,16.51,123,745,-0.06
2015,0,27141,J.B. Holmes,16.61,149,897,+0.01
2015,0,6567,Vijay Singh,16.65,159,955,-0.03
2015,0,24358,Robert Garrigus,16.71,126,754,+0.10
2015,0,30925,Dustin Johnson,16.73,125,747,+0.09
2015,0,30944,Jason Kokrak,16.82,185,1100,-0.01
2015,0,26851,Marc Leishman,16.84,126,748,+0.02
2015,0,20848,Ángel Cabrera,16.89,99,586,+0.08
2015,0,25240,D.A. Points,16.94,135,797,+0.10
2015,0,6522,Ernie Els,16.95,91,537,+0.07
2015,0,25562,Andres Romero,17.05,127,745,E
2015,0,29425,Andrew Svoboda,17.08,166,972,+0.21
2015,0,23983,Luke Donald,17.14,127,741,+0.01
2015,0,27649,Brandt Snedeker,17.18,179,1042,+0.07
2015,0,34563,Chesson Hadley,17.33,214,1235,+0.14
2015,0,20766,Padraig Harrington,17.34,116,669,+0.09
2015,0,25632,Jimmy Walker,17.65,155,878,+0.06
2015,0,25364,Paul Casey,17.71,155,875,+0.02
2015,0,29289,S.Y. Noh,17.83,133,746,+0.07
2015,0,25804,Bubba Watson,17.91,139,776,-0.05
2015,0,23048,Eric Axley,18.15,108,595,-0.05
2015,0,23353,J.J. Henry,18.35,193,1052,+0.15
2015,0,28089,Jason Day,18.56,147,792,+0.01
2015,0,28307,Matt Every,18.69,143,765,E
2015,0,34358,Jonathan Randolph,19.02,148,778,+0.05
2015,0,25274,Steven Bowditch,19.85,242,1219,+0.04
2014,0,2206,David Toms,8.0,60,750,+0.20
2014,0,23135,Tim Clark,8.82,76,862,+0.12
2014,0,21878,Mark Wilson,9.24,73,790,+0.07
2014,0,26758,David Hearn,9.35,106,1134,+0.21
2014,0,23800,Bryce Molder,9.74,86,883,+0.02
2014,0,10809,Jim Furyk,9.8,90,918,+0.07
2014,0,24490,George McNeill,10.02,97,968,+0.16
2014,0,32640,Troy Merritt,10.1,77,762,+0.01
2014,0,27095,Nick Watney,10.22,80,783,+0.14
2014,0,20104,Ken Duke,10.53,97,921,+0.20
2014,0,26289,Boo Weekley,10.57,83,785,-0.06
2014,0,25444,Justin Hicks,10.77,135,1253,+0.11
2014,0,20593,Greg Chalmers,10.97,110,1003,+0.12
2014,0,21528,Henrik Stenson,11.03,58,526,+0.07
2014,0,27214,Kevin Streelman,11.24,94,836,+0.16
2014,0,24781,Hunter Mahan,11.29,113,1001,+0.07
2014,0,33122,Russell Knox,11.43,132,1155,+0.07
2014,0,32366,Kevin Chappell,11.51,138,1199,+0.06
2014,0,22293,Heath Slocum,11.53,100,867,-0.05
2014,0,22371,Aaron Baddeley,11.54,92,797,-0.01
2014,0,29478,Kevin Kisner,11.59,112,966,+0.06
2014,0,26596,Ryan Moore,11.62,101,869,+0.17
2014,0,29222,Billy Hurley III,11.67,117,1003,+0.15
2014,0,27556,Ted Potter Jr.,11.75,98,834,+0.10
2014,0,28780,Nicholas Thompson,11.76,114,969,+0.27
2014,0,22378,Trevor Immelman,11.78,109,925,+0.09
2014,0,25191,Gonzalo Fernandez-Castaño,11.8,113,958,+0.12
2014,0,30110,Kyle Stanley,11.81,117,991,+0.15
2014,0,34261,Scott Langley,11.82,129,1091,+0.07
2014,0,27408,Martin Kaymer,11.83,79,668,+0.25
2014,0,34174,John Huh,11.9,116,975,+0.20
2014,0,25349,Tim Wilkinson,12.02,119,990,+0.15
2014,0,37273,Derek Ernst,12.06,106,879,+0.17
2014,0,32448,James Hahn,12.08,122,1010,+0.10
2014,0,24924,Bill Haas,12.13,137,1129,+0.03
2014,0,23541,Ben Crane,12.15,131,1078,+0.14
2014,0,26851,Marc Leishman,12.17,115,945,+0.05
2014,0,24024,Zach Johnson,12.18,143,1174,+0.03
2014,0,25686,Jason Dufner,12.29,72,586,+0.14
2014,0,24357,K.J. Choi,12.32,114,925,+0.18
2014,0,20160,Charlie Wi,12.32,111,901,+0.03
2014,0,35541,John Peterson,12.43,95,764,+0.18
2014,0,28092,D.H. Lee,12.46,78,626,+0.21
2014,0,33413,Ben Martin,12.46,109,875,+0.06
2014,0,32102,Rickie Fowler,12.51,106,847,+0.09
2014,0,23638,Brendon de Jonge,12.53,160,1277,+0.04
2014,0,22621,Ben Curtis,12.54,111,885,+0.18
2014,0,29420,Billy Horschel,12.56,121,963,+0.07
2014,0,20396,Lee Westwood,12.56,75,597,+0.15
2014,0,29535,Brice Garnett,12.59,136,1080,+0.01
2014,0,28259,Sangmoon Bae,12.61,114,904,+0.06
2014,0,25900,Lucas Glover,12.63,82,649,+0.16
2014,0,25572,Graeme McDowell,12.66,81,640,+0.12
2014,0,29461,Jamie Lovemark,12.67,82,647,-0.04
2014,0,12716,Charley Hoffman,12.69,133,1048,-0.03
2014,0,22405,Justin Rose,12.69,91,717,+0.04
2014,0,24663,Y.E. Yang,12.72,107,841,+0.07
2014,0,6567,Vijay Singh,12.73,134,1053,+0.07
2014,0,26679,Kevin Stadler,12.82,116,905,+0.16
2014,0,20645,John Senden,12.83,144,1122,+0.03
2014,0,34098,Russell Henley,12.88,134,1040,+0.09
2014,0,8075,Jerry Kelly,12.88,118,916,+0.05
2014,0,25834,Daniel Summerhays,12.89,158,1226,+0.05
2014,0,35732,Wes Roach,12.93,90,696,+0.13
2014,0,27064,Jhonattan Vegas,12.93,114,882,-0.07
2014,0,31560,Brian Stuard,12.94,133,1028,+0.18
2014,0,23108,Matt Kuchar,12.97,137,1056,+0.04
2014,0,34264,Hudson Swafford,12.98,104,801,-0.02
2014,0,27963,Chris Stroud,12.99,130,1001,+0.10
2014,0,27330,Josh Teater,13.03,135,1036,+0.05
2014,0,22913,John Rollins,13.04,120,920,+0.02
2014,0,29425,Andrew Svoboda,13.07,120,918,+0.13
2014,0,25396,Kevin Na,13.08,141,1078,+0.05
2014,0,26331,Charl Schwartzel,13.1,98,748,-0.09
2014,0,29479,Scott Brown,13.19,153,1160,+0.13
2014,0,32839,Hideki Matsuyama,13.21,118,893,+0.04
2014,0,30927,Brendon Todd,13.22,167,1263,+0.05
2014,0,1724,Jeff Maggert,13.24,81,612,+0.14
2014,0,27933,John Merrick,13.27,133,1002,+0.08
2014,0,25364,Paul Casey,13.3,81,609,+0.23
2014,0,31202,William McGirt,13.36,156,1168,+0.08
2014,0,24361,Pat Perez,13.38,139,1039,+0.12
2014,0,23621,Rory Sabbatini,13.39,120,896,+0.18
2014,0,12510,Chad Campbell,13.4,86,642,+0.01
2014,0,24502,Adam Scott,13.41,105,783,+0.06
2014,0,24138,Ian Poulter,13.45,76,565,E
2014,0,32333,Kevin Tway,13.45,87,647,-0.01
2014,0,32150,Michael Thompson,13.51,112,829,+0.13
2014,0,33419,Cameron Tringale,13.57,184,1356,+0.07
2014,0,21209,Sergio Garcia,13.59,75,552,-0.05
2014,0,30926,Chris Kirk,13.59,163,1199,+0.07
2014,0,24507,Jason Bohn,13.66,138,1010,+0.17
2014,0,24925,Jonathan Byrd,13.7,123,898,+0.07
2014,0,29740,Brad Fritsch,13.73,74,539,+0.11
2014,0,10860,Justin Leonard,13.75,118,858,+0.14
2014,0,30750,Tommy Gainey,13.77,114,828,+0.11
2014,0,27649,Brandt Snedeker,13.79,126,914,+0.06
2014,0,21753,Brian Davis,13.8,155,1123,+0.10
2014,0,34046,Jordan Spieth,13.8,151,1094,+0.13
2014,0,24912,Will MacKenzie,13.82,139,1006,+0.19
2014,0,29926,Danny Lee,13.91,133,956,+0.08
2014,0,20498,Briny Baird,13.94,87,624,+0.18
2014,0,19846,Brian Gay,13.94,122,875,+0.07
2014,0,35139,Richard Lee,13.95,118,846,+0.15
2014,0,31557,Jim Herman,13.98,93,665,+0.06
2014,0,21731,Freddie Jacobson,14.05,156,1110,+0.04
2014,0,34099,Harris English,14.15,144,1018,+0.06
2014,0,27936,Martin Laird,14.23,109,766,+0.07
2014,0,28500,Martin Flores,14.24,133,934,+0.03
2014,0,32200,Roberto Castro,14.3,116,811,+0.10
2014,0,6522,Ernie Els,14.3,123,860,+0.10
2014,0,29289,S.Y. Noh,14.38,148,1029,+0.09
2014,0,32334,Charlie Beljan,14.39,133,924,+0.09
2014,0,34021,Bud Cauley,14.42,92,638,+0.15
2014,0,33141,Keegan Bradley,14.44,134,928,+0.10
2014,0,31323,Gary Woodland,14.46,146,1010,+0.06
2014,0,27895,Jonas Blixt,14.5,86,593,+0.13
2014,0,34409,David Lingmerth,14.54,133,915,+0.16
2014,0,23353,J.J. Henry,14.56,157,1078,+0.01
2014,0,25720,Chad Collins,14.61,123,842,+0.18
2014,0,33418,Shawn Stefani,14.63,116,793,+0.04
2014,0,36689,Brooks Koepka,14.66,85,580,-0.02
2014,0,23983,Luke Donald,14.69,89,606,+0.19
2014,0,27120,Troy Matteson,14.69,98,667,+0.10
2014,0,25804,Bubba Watson,14.69,114,776,-0.07
2014,0,22046,Geoff Ogilvy,14.8,149,1007,+0.13
2014,0,26300,Matt Jones,14.82,122,823,-0.02
2014,0,28486,Michael Putnam,14.82,186,1255,+0.11
2014,0,10423,Mike Weir,14.88,108,726,+0.11
2014,0,27436,Graham DeLaet,14.92,132,885,+0.08
2014,0,29518,Brendan Steele,14.93,145,971,+0.09
2014,0,20098,Stuart Appleby,15.03,175,1164,+0.13
2014,0,23623,Bo Van Pelt,15.04,140,931,+0.09
2014,0,35539,Luke Guthrie,15.17,159,1048,+0.03
2014,0,20157,Retief Goosen,15.19,163,1073,+0.04
2014,0,25240,D.A. Points,15.2,116,763,+0.22
2014,0,24358,Robert Garrigus,15.24,153,1004,+0.07
2014,0,28475,Jeff Overton,15.32,140,914,+0.06
2014,0,25345,Carl Pettersson,15.32,180,1175,+0.05
2014,0,20229,Stewart Cink,15.34,152,991,+0.05
2014,0,27644,Brian Harman,15.47,217,1403,+0.13
2014,0,27770,Camilo Villegas,15.48,179,1156,+0.15
2014,0,20848,Ángel Cabrera,15.56,131,842,+0.08
2014,0,34265,Will Wilcox,15.56,87,559,+0.02
2014,0,29221,Webb Simpson,15.69,161,1026,+0.05
2014,0,33461,Morgan Hoffmann,15.75,194,1232,+0.14
2014,0,34360,Patrick Reed,15.77,162,1027,+0.09
2014,0,7867,Woody Austin,15.78,125,792,+0.11
2014,0,27466,Spencer Levin,15.92,110,691,+0.19
2014,0,28237,Rory McIlroy,15.94,106,665,-0.07
2014,0,28089,Jason Day,16.0,72,450,+0.17
2014,0,26329,Louis Oosthuizen,16.14,67,415,+0.28
2014,0,23320,Ryan Palmer,16.16,150,928,-0.01
2014,0,30692,Scott Stallings,16.22,140,863,+0.22
2014,0,26951,Johnson Wagner,16.23,130,801,+0.15
2014,0,31193,Jim Renner,16.34,117,716,+0.09
2014,0,27141,J.B. Holmes,16.38,171,1044,+0.09
2014,0,25562,Andres Romero,16.4,161,982,+0.05
2014,0,24846,Ricky Barnes,16.43,177,1077,+0.01
2014,0,1810,Phil Mickelson,16.52,114,690,-0.01
2014,0,24140,Sean O'Hair,16.52,151,914,+0.07
2014,0,30944,Jason Kokrak,16.65,139,835,-0.04
2014,0,30925,Dustin Johnson,16.75,96,573,-0.02
2014,0,24494,Erik Compton,16.91,174,1029,+0.14
2014,0,35300,Andrew Loupe,16.94,115,679,+0.05
2014,0,28307,Matt Every,17.14,152,887,E
2014,0,30852,Ryo Ishikawa,17.26,146,846,+0.12
2014,0,26956,Bronson La'Cassie,17.27,86,498,+0.05
2014,0,10885,Robert Allenby,17.41,168,965,+0.08
2014,0,25274,Steven Bowditch,17.5,188,1074,+0.11
2014,0,34431,Robert Streb,17.7,157,887,+0.06
2014,0,23409,James Driscoll,17.76,141,794,+0.20
2014,0,25632,Jimmy Walker,17.85,179,1003,+0.01
2014,0,1706,Davis Love III,17.98,155,862,+0.15
2014,0,21961,Charles Howell III,18.04,236,1308,-0.09
2014,0,34563,Chesson Hadley,18.29,180,984,+0.16
2014,0,28132,Tyrone Van Aswegen,19.19,170,886,+0.08
2013,0,20104,Ken Duke,8.05,84,1043,+0.10
2013,0,28092,D.H. Lee,8.63,69,800,+0.03
2013,0,23800,Bryce Molder,8.86,87,982,+0.11
2013,0,6527,Steve Stricker,9.18,45,490,E
2013,0,22295,Darron Stiles,9.28,54,582,+0.22
2013,0,21878,Mark Wilson,9.48,66,696,-0.03
2013,0,24490,George McNeill,9.67,86,889,+0.10
2013,0,8793,Tiger Woods,9.78,58,593,-0.10
2013,0,34174,John Huh,9.91,104,1049,+0.07
2013,0,25572,Graeme McDowell,10.04,52,518,+0.06
2013,0,34046,Jordan Spieth,10.11,94,930,+0.03
2013,0,32200,Roberto Castro,10.15,118,1163,-0.01
2013,0,24781,Hunter Mahan,10.2,97,951,+0.08
2013,0,25444,Justin Hicks,10.26,94,916,+0.17
2013,0,10809,Jim Furyk,10.35,92,889,+0.13
2013,0,20572,Rod Pampling,10.45,51,488,+0.27
2013,0,34261,Scott Langley,10.56,94,890,+0.06
2013,0,36884,Ben Kohles,10.63,91,856,+0.18
2013,0,23135,Tim Clark,10.7,64,598,+0.11
2013,0,30711,Colt Knost,10.74,86,801,+0.20
2013,0,23638,Brendon de Jonge,10.75,144,1339,+0.10
2013,0,24357,K.J. Choi,10.84,95,876,-0.01
2013,0,26300,Matt Jones,10.88,105,965,+0.10
2013,0,27095,Nick Watney,10.88,110,1011,+0.05
2013,0,28135,Aaron Watkins,10.91,53,486,+0.09
