YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
2020,193,7,34256,Andrew Putnam,274.0,122743,448
2019,1,0,28237,Rory McIlroy,304.2,243973,802
2019,2,0,52372,Cameron Champ,304.1,290697,956
2019,3,0,25804,Bubba Watson,302.5,211732,700
2019,4,0,46601,Trey Mullinax,301.6,264795,878
2019,5,0,30925,Dustin Johnson,301.4,236268,784
2019,6,0,27141,J.B. Holmes,299.4,201220,672
2019,7,0,29725,Tony Finau,298.6,271762,910
2019,8,0,47856,Seth Reeves,298.5,220875,740
2019,9,0,36689,Brooks Koepka,298.4,243495,816
2019,10,0,35617,Martin Trainer,298.2,208169,698
2019,11,0,46970,Jon Rahm,297.7,220925,742
2019,12,0,35450,Patrick Cantlay,297.5,237389,798
2019,12,0,39546,Keith Mitchell,297.5,254031,854
2019,14,0,27129,Luke List,297.3,228928,770
2019,15,0,49964,Aaron Wise,297.1,225813,760
2019,16,0,1810,Phil Mickelson,296.9,207802,700
2019,17,0,31323,Gary Woodland,296.5,270411,912
2019,18,0,32333,Kevin Tway,296.0,278246,940
2019,19,0,48081,Xander Schauffele,295.5,220427,746
2019,20,0,47504,Sam Burns,295.3,279926,948
2019,21,0,33948,Byeong Hun An,295.2,252092,854
2019,22,0,33448,Justin Thomas,295.0,232471,788
2019,23,0,27064,Jhonattan Vegas,294.9,251866,854
2019,24,0,45157,Cam Davis,294.5,234407,796
2019,25,0,46501,Ollie Schniederjans,294.3,250774,852
2019,26,0,28089,Jason Day,294.2,194203,660
2019,27,0,51766,Wyndham Clark,294.1,299399,1018
2019,28,0,23320,Ryan Palmer,293.9,209873,714
2019,29,0,30944,Jason Kokrak,293.5,306964,1046
2019,30,0,45486,Joaquin Niemann,293.4,327440,1116
2019,31,0,35461,Beau Hossler,293.2,278557,950
2019,32,0,35421,Brandon Harkins,292.7,281590,962
2019,33,0,21961,Charles Howell III,292.3,299857,1026
2019,34,0,30946,Alex Prugh,292.2,232615,796
2019,35,0,32102,Rickie Fowler,292.1,257673,882
2019,36,0,29926,Danny Lee,291.7,292841,1004
2019,37,0,47959,Bryson DeChambeau,291.6,270646,928
2019,38,0,32839,Hideki Matsuyama,291.4,297823,1022
2019,39,0,30911,Tommy Fleetwood,291.3,203898,700
2019,40,0,34360,Patrick Reed,290.9,297853,1024
2019,41,0,39997,Corey Conners,290.3,280450,966
2019,41,0,24502,Adam Scott,290.3,178844,616
2019,43,0,27095,Nick Watney,290.2,279162,962
2019,44,0,22405,Justin Rose,290.1,199034,686
2019,44,0,29518,Brendan Steele,290.1,206568,712
2019,46,0,21209,Sergio Garcia,290.0,153098,528
2019,46,0,36852,Jim Knous,290.0,157772,544
2019,46,0,36699,Patrick Rodgers,290.0,182132,628
2019,46,0,49960,Sepp Straka,290.0,234309,808
2019,46,0,37189,Harold Varner III,290.0,299326,1032
2019,51,0,39977,Max Homa,289.8,279413,964
2019,51,0,29484,Peter Uihlein,289.8,234141,808
2019,53,0,29223,Sam Saunders,289.7,270541,934
2019,54,0,27974,Sung Kang,289.4,282432,976
2019,54,0,27349,Alex Noren,289.4,174196,602
2019,56,0,33141,Keegan Bradley,289.2,271835,940
2019,56,0,39971,Sungjae Im,289.2,403681,1396
2019,56,0,37340,Chase Wright,289.2,230177,796
2019,59,0,33667,Carlos Ortiz,289.0,290777,1006
2019,60,0,25632,Jimmy Walker,288.9,230547,798
2019,61,0,25364,Paul Casey,288.4,222044,770
2019,61,0,29970,Dylan Frittelli,288.4,273413,948
2019,63,0,34306,John Chin,288.3,153377,532
2019,63,0,39954,Cody Gribble,288.3,233536,810
2019,63,0,48822,Sebastián Muñoz,288.3,257713,894
2019,66,0,24781,Hunter Mahan,288.1,189020,656
2019,66,0,47347,Adam Schenk,288.1,330200,1146
2019,68,0,30692,Scott Stallings,287.6,272661,948
2019,69,0,34363,Tyrrell Hatton,287.5,168478,586
2019,69,0,12716,Charley Hoffman,287.5,188004,654
2019,69,0,26851,Marc Leishman,287.5,230615,802
2019,72,0,29974,Branden Grace,287.4,180462,628
2019,72,0,27330,Josh Teater,287.4,213268,742
2019,74,0,34046,Jordan Spieth,287.2,265388,924
2019,75,0,28252,Seamus Power,287.0,248513,866
2019,76,0,27936,Martin Laird,286.7,293051,1022
2019,77,0,40009,Dominic Bozzelli,286.4,196455,686
2019,77,0,35506,Mackenzie Hughes,286.4,263461,920
2019,79,0,26300,Matt Jones,286.3,263355,920
2019,79,0,32139,Danny Willett,286.3,199265,696
2019,81,0,37455,Si Woo Kim,286.1,236358,826
2019,82,0,45526,Abraham Ancer,286.0,284306,994
2019,82,0,28259,Sangmoon Bae,286.0,159590,558
2019,82,0,34563,Chesson Hadley,286.0,239068,836
2019,82,0,33399,Adam Hadwin,286.0,247680,866
2019,86,0,34076,Joel Dahmen,285.9,303099,1060
2019,86,0,25900,Lucas Glover,285.9,323059,1130
2019,86,0,26329,Louis Oosthuizen,285.9,190961,668
2019,86,0,33486,Roger Sloan,285.9,279047,976
2019,86,0,35891,Cameron Smith,285.9,212135,742
2019,91,0,34099,Harris English,285.8,314930,1102
2019,91,0,29420,Billy Horschel,285.8,277267,970
2019,91,0,35449,Adam Long,285.8,272043,952
2019,94,0,36799,Stephan Jaeger,285.7,227392,796
2019,94,0,34466,Peter Malnati,285.7,302864,1060
2019,96,0,25493,Nick Taylor,285.6,342689,1200
2019,97,0,29268,Bronson Burgoon,285.5,187836,658
2019,97,0,46523,Joey Garber,285.5,171322,600
2019,99,0,37275,Sam Ryder,285.4,239207,838
2019,100,0,40026,Daniel Berger,285.3,235640,826
2019,100,0,32640,Troy Merritt,285.3,224809,788
2019,100,0,35732,Wes Roach,285.3,195696,686
2019,103,0,49771,J.T. Poston,285.1,350624,1230
2019,104,0,25198,Francesco Molinari,284.9,168664,592
2019,105,0,30978,Kiradech Aphibarnrat,284.7,179370,630
2019,106,0,34021,Bud Cauley,284.5,294130,1034
2019,107,0,27644,Brian Harman,284.4,282102,992
2019,108,0,49298,Kramer Hickok,284.3,233688,822
2019,108,0,47128,Richy Werenski,284.3,289969,1020
2019,110,0,32058,José de Jesús Rodríguez,284.2,194402,684
2019,110,0,39324,J.J. Spaun,284.2,254672,896
2019,112,0,49303,Anders Albertson,284.1,206821,728
2019,112,0,46402,Talor Gooch,284.1,190933,672
2019,112,0,34264,Hudson Swafford,284.1,186374,656
2019,115,0,31646,Emiliano Grillo,284.0,218652,770
2019,115,0,49766,Hank Lebioda,284.0,229434,808
2019,115,0,27214,Kevin Streelman,284.0,273736,964
2019,118,0,24138,Ian Poulter,283.9,176025,620
2019,118,0,33419,Cameron Tringale,283.9,202130,712
2019,120,0,23108,Matt Kuchar,283.8,263404,928
2019,121,0,30110,Kyle Stanley,283.5,218318,770
2019,122,0,25818,Scott Piercy,283.3,278751,984
2019,123,0,25686,Jason Dufner,283.2,225412,796
2019,123,0,40115,Adam Svensson,283.2,217467,768
2019,125,0,29535,Brice Garnett,283.1,258210,912
2019,126,0,30191,Julián Etulain,283.0,200927,710
2019,127,0,33418,Shawn Stefani,282.9,244444,864
2019,128,0,32757,Patton Kizzire,282.6,209723,742
2019,129,0,24924,Bill Haas,282.5,240105,850
2019,129,0,29221,Webb Simpson,282.5,273439,968
2019,131,0,46435,Austin Cook,282.4,208402,738
2019,131,0,31557,Jim Herman,282.4,149687,530
2019,131,0,23621,Rory Sabbatini,282.4,299306,1060
2019,134,0,47993,Denny McCarthy,282.3,271581,962
2019,135,0,27958,Ryan Blaum,282.1,283247,1004
2019,135,0,37380,Curtis Luck,282.1,172633,612
2019,137,0,26499,Rafa Cabrera Bello,282.0,188360,668
2019,137,0,32791,K.H. Lee,282.0,244484,867
2019,139,0,27895,Jonas Blixt,281.8,251332,892
2019,140,0,27963,Chris Stroud,281.6,203909,724
2019,141,0,27556,Ted Potter Jr.,281.4,236979,842
2019,142,0,33410,Andrew Landry,281.2,255850,910
2019,143,0,35532,Tom Hoge,281.1,282791,1006
2019,143,0,35879,Kelly Kraft,281.1,254664,906
2019,145,0,29479,Scott Brown,281.0,266982,950
2019,145,0,40098,Matt Fitzpatrick,281.0,145547,518
2019,145,0,28679,Fabián Gómez,281.0,188848,672
2019,148,0,45609,Tyler Duncan,280.8,254945,908
2019,149,0,34098,Russell Henley,280.7,238620,850
2019,149,0,20572,Rod Pampling,280.7,160542,572
2019,149,0,34431,Robert Streb,280.7,235224,838
2019,152,0,35376,Roberto Díaz,280.6,199209,710
2019,152,0,31420,Anirban Lahiri,280.6,230621,822
2019,152,0,28775,Nate Lashley,280.6,216078,770
2019,155,0,27649,Brandt Snedeker,280.4,314031,1120
2019,156,0,29478,Kevin Kisner,280.3,277484,990
2019,157,0,33122,Russell Knox,280.1,230262,822
2019,158,0,21731,Freddie Jacobson,279.9,156207,558
2019,158,0,24024,Zach Johnson,279.9,206585,738
2019,158,0,39327,Ben Silverman,279.9,218855,782
2019,161,0,23353,J.J. Henry,279.5,160406,574
2019,161,0,25396,Kevin Na,279.5,172163,616
2019,163,0,24361,Pat Perez,279.3,160335,574
2019,163,0,26476,Chez Reavie,279.3,273163,978
2019,165,0,47990,Kyle Jones,279.2,210552,754
2019,166,0,32816,Satoshi Kodaira,278.2,198642,714
2019,167,0,32150,Michael Thompson,278.1,252471,908
2019,168,0,23325,Vaughn Taylor,277.9,317917,1144
2019,169,0,29908,C.T. Pan,277.8,232254,836
2019,170,0,22371,Aaron Baddeley,277.3,163061,588
2019,171,0,39975,Michael Kim,277.2,175194,632
2019,172,0,30786,Brady Schnell,276.7,151053,546
2019,173,0,25572,Graeme McDowell,276.5,192471,696
2019,174,0,32200,Roberto Castro,276.0,238421,864
2019,174,0,6522,Ernie Els,276.0,115932,420
2019,176,0,37454,Whee Kim,275.6,181365,658
2019,176,0,26596,Ryan Moore,275.6,242569,880
2019,178,0,21528,Henrik Stenson,275.4,160815,584
2019,179,0,34256,Andrew Putnam,275.3,216931,788
2019,179,0,26951,Johnson Wagner,275.3,181129,658
2019,181,0,24925,Jonathan Byrd,275.2,138699,504
2019,182,0,26758,David Hearn,275.1,130394,474
2019,183,0,20472,Alex Cejka,274.7,152714,556
2019,184,0,19803,Ryan Armour,273.8,286348,1046
2019,185,0,19846,Brian Gay,273.7,274828,1004
2019,186,0,31560,Brian Stuard,270.8,290870,1074
2019,187,0,10809,Jim Furyk,269.6,214061,794
2019,188,0,34261,Scott Langley,266.5,238273,894
2018,1,0,30925,Dustin Johnson,305.9,266752,872
2018,2,0,28237,Rory McIlroy,305.7,217651,712
2018,2,0,46970,Jon Rahm,305.7,219457,718
2018,4,0,25804,Bubba Watson,304.7,290058,952
2018,5,0,36689,Brooks Koepka,304.1,231091,760
2018,6,0,27129,Luke List,302.5,329169,1088
2018,7,0,29725,Tony Finau,301.6,341446,1132
2018,8,0,46601,Trey Mullinax,301.5,247867,822
2018,9,0,50526,Tom Lovelady,301.2,290314,964
2018,10,0,32366,Kevin Chappell,301.0,262472,872
2018,10,0,33448,Justin Thomas,301.0,287754,956
2018,12,0,31323,Gary Woodland,300.6,293980,978
2018,13,0,39546,Keith Mitchell,300.3,348926,1162
2018,14,0,34213,Grayson Murray,299.3,247839,828
2018,15,0,29518,Brendan Steele,298.8,227053,760
2018,16,0,32333,Kevin Tway,298.1,375051,1258
2018,17,0,35450,Patrick Cantlay,297.7,280461,942
2018,18,0,29484,Peter Uihlein,297.2,270454,910
2018,19,0,30911,Tommy Fleetwood,297.0,224522,756
2018,20,0,33948,Byeong Hun An,296.6,302506,1020
2018,20,0,27141,J.B. Holmes,296.6,281182,948
2018,22,0,25198,Francesco Molinari,296.4,236519,798
2018,23,0,48081,Xander Schauffele,296.3,299894,1012
2018,24,0,28089,Jason Day,295.9,202988,686
2018,25,0,23320,Ryan Palmer,294.8,246423,836
2018,26,0,47959,Bryson DeChambeau,294.7,322678,1095
2018,27,0,35421,Brandon Harkins,294.2,349477,1188
2018,27,0,1810,Phil Mickelson,294.2,288322,980
2018,29,0,32839,Hideki Matsuyama,294.1,235876,802
2018,29,0,27064,Jhonattan Vegas,294.1,264708,900
2018,31,0,30944,Jason Kokrak,293.9,360971,1228
2018,31,0,37189,Harold Varner III,293.9,303326,1032
2018,33,0,24358,Robert Garrigus,293.2,278000,948
2018,34,0,34046,Jordan Spieth,293.1,271381,926
2018,35,0,49964,Aaron Wise,293.0,327016,1116
2018,36,0,34360,Patrick Reed,292.6,256867,878
2018,37,0,29974,Branden Grace,292.4,178919,612
2018,37,0,34363,Tyrrell Hatton,292.4,171928,588
2018,37,0,12716,Charley Hoffman,292.4,277776,950
2018,37,0,22405,Justin Rose,292.4,215812,738
2018,41,0,26300,Matt Jones,292.2,192243,658
2018,41,0,26331,Charl Schwartzel,292.2,170647,584
2018,43,0,25364,Paul Casey,292.0,199167,682
2018,44,0,35461,Beau Hossler,291.9,367251,1258
2018,44,0,27095,Nick Watney,291.9,325758,1116
2018,46,0,33204,Shane Lowry,291.7,207133,710
2018,47,0,35891,Cameron Smith,291.5,248971,854
2018,48,0,47125,Matt Atkins,291.3,163108,560
2018,48,0,26851,Marc Leishman,291.3,298919,1026
2018,48,0,47347,Adam Schenk,291.3,267976,920
2018,51,0,35310,Lanto Griffin,290.9,244374,840
2018,51,0,34264,Hudson Swafford,290.9,212321,730
2018,53,0,36699,Patrick Rodgers,290.7,295889,1018
2018,53,0,29223,Sam Saunders,290.7,271491,934
2018,55,0,39997,Corey Conners,290.4,319971,1102
2018,55,0,49771,J.T. Poston,290.4,231721,798
2018,57,0,32102,Rickie Fowler,290.3,249101,858
2018,57,0,27349,Alex Noren,290.3,199131,686
2018,59,0,21961,Charles Howell III,290.2,315730,1088
2018,60,0,24140,Sean O'Hair,290.0,230286,794
2018,61,0,32757,Patton Kizzire,289.9,317769,1096
2018,62,0,28500,Martin Flores,289.7,290824,1004
2018,62,0,24502,Adam Scott,289.7,242173,836
2018,64,0,8793,Tiger Woods,289.6,238034,822
2018,65,0,29268,Bronson Burgoon,289.4,230979,798
2018,65,0,22056,Cameron Percy,289.4,166104,574
2018,67,0,29461,Jamie Lovemark,289.3,314770,1088
2018,67,0,26329,Louis Oosthuizen,289.3,185155,640
2018,69,0,30110,Kyle Stanley,289.2,272429,942
2018,70,0,45526,Abraham Ancer,289.1,334835,1158
2018,70,0,28252,Seamus Power,289.1,266585,922
2018,72,0,25686,Jason Dufner,289.0,210968,730
2018,72,0,32448,James Hahn,289.0,279175,966
2018,74,0,24781,Hunter Mahan,288.7,206119,714
2018,75,0,40026,Daniel Berger,288.5,251615,872
2018,75,0,33141,Keegan Bradley,288.5,322007,1116
2018,77,0,29420,Billy Horschel,288.3,311335,1080
2018,78,0,30978,Kiradech Aphibarnrat,288.2,137200,476
2018,78,0,36799,Stephan Jaeger,288.2,252997,878
2018,80,0,30692,Scott Stallings,288.1,321470,1116
2018,81,0,34076,Joel Dahmen,288.0,286265,994
2018,82,0,27644,Brian Harman,287.8,291288,1012
2018,83,0,34563,Chesson Hadley,287.7,357845,1244
2018,84,0,28307,Matt Every,287.6,244422,850
2018,85,0,25900,Lucas Glover,287.5,184016,640
2018,85,0,47287,Ethan Tracy,287.5,217370,756
2018,87,0,23621,Rory Sabbatini,287.2,300369,1046
2018,88,0,37338,Zecheng Dou,287.1,144107,502
2018,88,0,31420,Anirban Lahiri,287.1,269313,938
2018,88,0,28775,Nate Lashley,287.1,140667,490
2018,91,0,46501,Ollie Schniederjans,287.0,308259,1074
2018,92,0,20157,Retief Goosen,286.9,160115,558
2018,92,0,37455,Si Woo Kim,286.9,313270,1092
2018,92,0,39324,J.J. Spaun,286.9,285176,994
2018,95,0,39954,Cody Gribble,286.8,216792,756
2018,96,0,29485,Brett Stegmaier,286.7,188670,658
2018,97,0,26499,Rafa Cabrera Bello,286.6,192575,672
2018,98,0,27895,Jonas Blixt,286.4,193608,676
2018,99,0,22371,Aaron Baddeley,286.2,279372,976
2018,99,0,20229,Stewart Cink,286.2,267323,934
2018,101,0,34099,Harris English,286.1,271836,950
2018,102,0,33399,Adam Hadwin,285.9,264197,924
2018,103,0,37275,Sam Ryder,285.8,278982,976
2018,103,0,25632,Jimmy Walker,285.8,262894,920
2018,105,0,46435,Austin Cook,285.7,368000,1288
2018,106,0,40009,Dominic Bozzelli,285.6,242800,850
2018,106,0,29535,Brice Garnett,285.6,322699,1130
2018,106,0,33410,Andrew Landry,285.6,291890,1022
2018,106,0,33418,Shawn Stefani,285.6,239920,840
2018,106,0,25493,Nick Taylor,285.6,295295,1034
2018,111,0,32254,Xinjun Zhang,285.5,227238,796
2018,112,0,27214,Kevin Streelman,285.3,326930,1146
2018,113,0,35506,Mackenzie Hughes,285.1,270819,950
2018,114,0,34021,Bud Cauley,285.0,163033,572
2018,114,0,34466,Peter Malnati,285.0,298657,1048
2018,116,0,35545,Blayne Barber,284.9,238171,836
2018,116,0,46402,Talor Gooch,284.9,246741,866
2018,116,0,25818,Scott Piercy,284.9,271210,952
2018,119,0,24361,Pat Perez,284.8,204459,718
2018,120,0,45609,Tyler Duncan,284.6,322206,1132
2018,120,0,29926,Danny Lee,284.6,278349,978
2018,122,0,25572,Graeme McDowell,284.5,182066,640
2018,123,0,31646,Emiliano Grillo,284.4,290612,1022
2018,123,0,24924,Bill Haas,284.4,261631,920
2018,125,0,32640,Troy Merritt,284.3,289988,1020
2018,126,0,27936,Martin Laird,284.2,242137,852
2018,126,0,29221,Webb Simpson,284.2,321094,1130
2018,128,0,27963,Chris Stroud,284.1,231842,816
2018,129,0,35532,Tom Hoge,283.9,329322,1160
2018,129,0,47993,Denny McCarthy,283.9,194786,686
2018,131,0,25892,Steve Wheatcroft,283.7,182695,644
2018,132,0,34098,Russell Henley,283.6,231436,816
2018,132,0,24138,Ian Poulter,283.6,197978,698
2018,134,0,29478,Kevin Kisner,283.3,258921,914
2018,135,0,32816,Satoshi Kodaira,283.1,158556,560
2018,135,0,32150,Michael Thompson,283.1,221978,784
2018,137,0,27974,Sung Kang,283.0,264337,934
2018,137,0,29908,C.T. Pan,283.0,324297,1146
2018,137,0,34256,Andrew Putnam,283.0,304538,1076
2018,137,0,39328,Conrad Shindler,283.0,174314,616
2018,141,0,24024,Zach Johnson,282.9,283986,1004
2018,142,0,23108,Matt Kuchar,282.8,256184,906
2018,143,0,27649,Brandt Snedeker,282.7,291756,1032
2018,144,0,21528,Henrik Stenson,282.6,173490,614
2018,145,0,39327,Ben Silverman,282.4,299883,1062
2018,146,0,47128,Richy Werenski,282.2,291752,1034
2018,147,0,28679,Fabián Gómez,282.1,279296,990
2018,147,0,35544,Andrew Yun,282.1,134296,476
2018,149,0,33122,Russell Knox,282.0,291013,1032
2018,150,0,24925,Jonathan Byrd,281.9,189430,672
2018,151,0,37278,Nicholas Lindheim,281.8,232176,824
2018,152,0,32876,Martin Piller,281.7,263713,936
2018,153,0,23353,J.J. Henry,281.6,247210,878
2018,154,0,30926,Chris Kirk,281.4,377121,1340
2018,155,0,29479,Scott Brown,281.2,317728,1130
2018,155,0,33419,Cameron Tringale,281.2,200783,714
2018,157,0,26476,Chez Reavie,281.1,235538,838
2018,158,0,20572,Rod Pampling,281.0,175934,626
2018,158,0,34431,Robert Streb,281.0,235519,838
2018,160,0,27958,Ryan Blaum,280.9,281996,1004
2018,161,0,28132,Tyrone Van Aswegen,280.8,325112,1158
2018,162,0,35376,Roberto Díaz,280.6,219991,784
2018,163,0,34409,David Lingmerth,280.5,269830,962
2018,164,0,31416,Derek Fathauer,280.4,266400,950
2018,165,0,12510,Chad Campbell,280.3,261827,934
2018,165,0,25396,Kevin Na,280.3,274706,980
2018,167,0,26596,Ryan Moore,280.1,258286,922
2018,168,0,23325,Vaughn Taylor,279.7,274149,980
2018,169,0,39975,Michael Kim,279.6,210838,754
2018,169,0,33413,Ben Martin,279.6,222041,794
2018,171,0,31202,William McGirt,279.4,292269,1046
2018,171,0,34358,Jonathan Randolph,279.4,234096,838
2018,173,0,27556,Ted Potter Jr.,279.2,300368,1076
2018,173,0,26951,Johnson Wagner,279.2,214992,770
2018,175,0,24846,Ricky Barnes,279.1,175810,630
2018,175,0,35879,Kelly Kraft,279.1,288004,1032
2018,177,0,22582,Kyle Thompson,278.7,140459,504
2018,178,0,40058,Zac Blair,278.4,179276,644
2018,178,0,20472,Alex Cejka,278.4,232731,836
2018,180,0,27942,Rob Oppenheim,278.3,210423,756
2018,181,0,25834,Daniel Summerhays,277.9,147827,532
2018,182,0,34174,John Huh,277.6,318137,1146
2018,183,0,20593,Greg Chalmers,277.2,158572,572
2018,184,0,19846,Brian Gay,277.1,356363,1286
2018,185,0,26758,David Hearn,277.0,193923,700
2018,186,0,37454,Whee Kim,276.7,281666,1018
2018,187,0,29222,Billy Hurley III,276.2,219883,796
2018,188,0,19803,Ryan Armour,275.7,370481,1344
2018,189,0,31560,Brian Stuard,274.8,338047,1230
2018,190,0,23541,Ben Crane,274.4,176687,644
2018,191,0,25240,D.A. Points,273.7,184484,674
2018,192,0,48084,Wesley Bryan,271.2,194740,718
2018,193,0,10809,Jim Furyk,270.5,173100,640
2017,1,0,28237,Rory McIlroy,309.9,156169,504
2017,2,0,30925,Dustin Johnson,306.4,254290,830
2017,3,0,36689,Brooks Koepka,304.0,285118,938
2017,4,0,27141,J.B. Holmes,303.3,259017,854
2017,5,0,46970,Jon Rahm,301.9,278948,924
2017,6,0,25804,Bubba Watson,300.2,223373,744
2017,7,0,33448,Justin Thomas,299.6,273197,912
2017,8,0,32366,Kevin Chappell,298.9,301305,1008
2017,9,0,29725,Tony Finau,298.3,380019,1274
2017,10,0,46601,Trey Mullinax,297.6,291028,978
2017,11,0,34213,Grayson Murray,297.3,353190,1188
2017,12,0,32333,Kevin Tway,297.0,307668,1036
2017,13,0,28420,Ryan Brehm,296.9,270138,910
2017,14,0,27129,Luke List,296.8,356197,1200
2017,15,0,28089,Jason Day,296.5,229506,774
2017,15,0,21209,Sergio Garcia,296.5,190926,644
2017,17,0,46550,Brandon Hagy,296.4,286367,966
2017,17,0,32839,Hideki Matsuyama,296.4,245989,830
2017,19,0,24502,Adam Scott,296.1,174124,588
2017,20,0,31323,Gary Woodland,295.8,280434,948
2017,21,0,35300,Andrew Loupe,295.3,193690,656
2017,22,0,48081,Xander Schauffele,294.9,305530,1036
2017,23,0,30944,Jason Kokrak,294.5,341065,1158
2017,23,0,29461,Jamie Lovemark,294.5,328649,1116
2017,25,0,23320,Ryan Palmer,294.2,201817,686
2017,26,0,27064,Jhonattan Vegas,294.1,293473,998
2017,27,0,46440,Smylie Kaufman,294.0,258741,880
2017,27,0,34046,Jordan Spieth,294.0,281026,956
2017,29,0,12716,Charley Hoffman,293.8,383140,1304
2017,30,0,33948,Byeong Hun An,293.6,233124,794
2017,30,0,22405,Justin Rose,293.6,217852,742
2017,32,0,26331,Charl Schwartzel,292.6,195437,668
2017,33,0,29518,Brendan Steele,292.0,291420,998
2017,34,0,28500,Martin Flores,291.9,273264,936
2017,34,0,36699,Patrick Rodgers,291.9,269127,922
2017,36,0,24140,Sean O'Hair,291.6,285173,978
2017,36,0,26329,Louis Oosthuizen,291.6,208224,714
2017,38,0,26300,Matt Jones,291.4,208025,714
2017,39,0,33204,Shane Lowry,291.3,154953,532
2017,39,0,34360,Patrick Reed,291.3,342565,1176
2017,39,0,23497,Tag Ridings,291.3,203913,700
2017,42,0,47959,Bryson DeChambeau,290.9,296178,1018
2017,43,0,35450,Patrick Cantlay,290.6,186012,640
2017,44,0,24358,Robert Garrigus,290.5,242840,836
2017,44,0,34264,Hudson Swafford,290.5,307925,1060
2017,46,0,26851,Marc Leishman,290.3,296688,1022
2017,46,0,46501,Ollie Schniederjans,290.3,328592,1132
2017,48,0,32102,Rickie Fowler,290.2,255966,882
2017,48,0,37189,Harold Varner III,290.2,348839,1202
2017,50,0,46732,Rick Lamb,290.0,154291,532
2017,51,0,40026,Daniel Berger,289.9,280598,968
2017,52,0,29974,Branden Grace,289.8,191816,662
2017,53,0,29420,Billy Horschel,289.7,323915,1118
2017,53,0,48822,Sebastián Muñoz,289.7,158157,546
2017,55,0,21961,Charles Howell III,289.3,274241,948
2017,55,0,31420,Anirban Lahiri,289.3,238979,826
2017,57,0,1810,Phil Mickelson,289.2,279407,966
2017,57,0,30692,Scott Stallings,289.2,274118,948
2017,59,0,20229,Stewart Cink,288.8,326327,1130
2017,60,0,27436,Graham DeLaet,288.6,285751,990
2017,60,0,37455,Si Woo Kim,288.6,243293,843
2017,62,0,25900,Lucas Glover,288.4,346064,1200
2017,62,0,27974,Sung Kang,288.4,330495,1146
2017,64,0,28307,Matt Every,288.2,245578,852
2017,65,0,33141,Keegan Bradley,288.0,365782,1270
2017,65,0,29720,Andres Gonzales,288.0,229860,798
2017,65,0,25632,Jimmy Walker,288.0,202765,704
2017,68,0,24781,Hunter Mahan,287.9,236639,822
2017,68,0,25818,Scott Piercy,287.9,196950,684
2017,68,0,27095,Nick Watney,287.9,256824,892
2017,71,0,46443,Brian Campbell,287.8,165175,574
2017,71,0,25686,Jason Dufner,287.8,290073,1008
2017,71,0,34099,Harris English,287.8,288930,1004
2017,74,0,39954,Cody Gribble,287.3,282173,982
2017,75,0,22056,Cameron Percy,286.9,220931,770
2017,76,0,33461,Morgan Hoffmann,286.8,328128,1144
2017,76,0,35506,Mackenzie Hughes,286.8,386575,1348
2017,76,0,29289,S.Y. Noh,286.8,300519,1048
2017,76,0,49771,J.T. Poston,286.8,291966,1018
2017,76,0,28252,Seamus Power,286.8,271891,948
2017,81,0,34098,Russell Henley,286.4,343712,1200
2017,82,0,40009,Dominic Bozzelli,286.3,219309,766
2017,83,0,25364,Paul Casey,285.9,284193,994
2017,83,0,34021,Bud Cauley,285.9,327121,1144
2017,85,0,27936,Martin Laird,285.7,287455,1006
2017,85,0,25198,Francesco Molinari,285.7,235952,826
2017,87,0,30110,Kyle Stanley,285.5,374615,1312
2017,88,0,34431,Robert Streb,285.3,334933,1174
2017,89,0,28093,Miguel Angel Carballo,285.1,171602,602
2017,89,0,30191,Julián Etulain,285.1,203543,714
2017,89,0,35891,Cameron Smith,285.1,282277,990
2017,92,0,20157,Retief Goosen,285.0,162999,572
2017,92,0,33122,Russell Knox,285.0,216018,758
2017,94,0,25191,Gonzalo Fernandez-Castaño,284.9,175471,616
2017,94,0,23621,Rory Sabbatini,284.9,211410,742
2017,96,0,33418,Shawn Stefani,284.7,238584,838
2017,96,0,27214,Kevin Streelman,284.7,309760,1088
2017,96,0,25493,Nick Taylor,284.7,329654,1158
2017,99,0,27644,Brian Harman,284.6,342105,1202
2017,99,0,31557,Jim Herman,284.6,262949,924
2017,99,0,34409,David Lingmerth,284.6,273813,962
2017,102,0,31646,Emiliano Grillo,284.5,262914,924
2017,103,0,32448,James Hahn,284.4,322542,1134
2017,103,0,23353,J.J. Henry,284.4,297431,1046
2017,105,0,39324,J.J. Spaun,284.0,285738,1006
2017,106,0,35532,Tom Hoge,283.8,154947,546
2017,106,0,23108,Matt Kuchar,283.8,304786,1074
2017,108,0,30852,Ryo Ishikawa,283.7,169669,598
2017,109,0,26499,Rafa Cabrera Bello,283.5,182566,644
2017,109,0,33399,Adam Hadwin,283.5,312424,1102
2017,111,0,33413,Ben Martin,283.4,276605,976
2017,112,0,24361,Pat Perez,283.3,290709,1026
2017,112,0,26289,Boo Weekley,283.3,241377,852
2017,114,0,24924,Bill Haas,282.9,283985,1004
2017,114,0,29926,Danny Lee,282.9,299856,1060
2017,116,0,29485,Brett Stegmaier,282.8,229103,810
2017,117,0,32640,Troy Merritt,282.6,276384,978
2017,117,0,29223,Sam Saunders,282.6,240812,852
2017,119,0,29478,Kevin Kisner,282.5,304548,1078
