YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
2020,76,4,33404,Chris Baker,"16' 7""",33.083,2,23,10
2020,77,4,27554,Scott Harrington,"16' 5""",81.917,5,24,8
2020,78,4,28420,Ryan Brehm,"16' 3""",32.417,2,18,15
2020,79,4,53165,Doc Redman,"16' 0""",80.167,5,38,4
2020,80,4,31646,Emiliano Grillo,"15' 11""",63.5,4,52,4
2020,81,4,47993,Denny McCarthy,"15' 7""",62.167,4,36,2
2020,82,4,32448,James Hahn,"15' 6""",31.0,2,21,10
2020,82,4,27330,Josh Teater,"15' 6""",30.917,2,18,13
2020,82,4,35617,Martin Trainer,"15' 6""",62.0,4,22,6
2020,85,4,29926,Danny Lee,"15' 5""",15.417,1,15,15
2020,86,4,40042,Tyler McCumber,"15' 4""",30.583,2,28,3
2020,87,4,28307,Matt Every,"15' 0""",15.0,1,15,15
2020,87,4,28679,Fabián Gómez,"15' 0""",59.833,4,22,8
2020,89,4,27129,Luke List,"14' 11""",149.333,10,34,6
2020,90,4,47504,Sam Burns,"14' 10""",88.917,6,30,4
2020,90,4,26596,Ryan Moore,"14' 10""",14.833,1,15,15
2020,92,5,24024,Zach Johnson,"14' 7""",14.583,1,15,15
2020,92,5,48822,Sebastián Muñoz,"14' 7""",102.25,7,27,2
2020,92,5,25632,Jimmy Walker,"14' 7""",43.75,3,29,3
2020,95,5,37189,Harold Varner III,"14' 4""",57.417,4,28,4
2020,96,5,52375,Doug Ghim,"14' 0""",27.917,2,23,5
2020,97,5,28775,Nate Lashley,"13' 9""",41.333,3,27,6
2020,98,10,46970,Jon Rahm,"13' 8""",81.75,6,32,4
2020,99,4,35532,Tom Hoge,"13' 7""",13.583,1,14,14
2020,99,4,39977,Max Homa,"13' 7""",27.083,2,18,9
2020,101,4,20229,Stewart Cink,"13' 6""",27.0,2,16,12
2020,101,4,29725,Tony Finau,"13' 6""",54.083,4,20,7
2020,101,4,27095,Nick Watney,"13' 6""",26.917,2,22,5
2020,104,4,37455,Si Woo Kim,"13' 4""",13.333,1,13,13
2020,104,4,29518,Brendan Steele,"13' 4""",39.917,3,18,8
2020,106,5,46046,Scottie Scheffler,"13' 2""",92.0,7,31,1
2020,106,5,47347,Adam Schenk,"13' 2""",39.5,3,20,9
2020,108,5,30163,Henrik Norlander,"13' 0""",26.0,2,22,4
2020,109,5,19803,Ryan Armour,"12' 10""",38.417,3,28,4
2020,110,5,51766,Wyndham Clark,"12' 9""",63.667,5,25,"10"""
2020,111,5,26499,Rafa Cabrera Bello,"12' 8""",25.25,2,13,12
2020,111,5,34466,Peter Malnati,"12' 8""",37.917,3,20,3
2020,113,5,27214,Kevin Streelman,"12' 6""",12.5,1,13,13
2020,114,5,32839,Hideki Matsuyama,"12' 5""",49.5,4,31,3
2020,115,5,40098,Matt Fitzpatrick,"12' 4""",24.583,2,17,7
2020,115,5,33667,Carlos Ortiz,"12' 4""",37.083,3,18,7
2020,115,5,34046,Jordan Spieth,"12' 4""",61.667,5,20,3
2020,118,5,46717,Viktor Hovland,"12' 3""",85.667,7,26,3
2020,119,5,21961,Charles Howell III,"12' 2""",85.167,7,25,1
2020,120,5,25686,Jason Dufner,"12' 1""",48.167,4,24,"11"""
2020,121,5,33399,Adam Hadwin,"12' 0""",60.167,5,22,3
2020,122,5,27644,Brian Harman,"11' 11""",59.667,5,19,6
2020,123,5,39997,Corey Conners,"11' 8""",35.0,3,16,9
2020,123,5,46435,Austin Cook,"11' 8""",11.667,1,12,12
2020,125,5,45609,Tyler Duncan,"11' 7""",23.083,2,16,7
2020,125,5,51894,Vince Whaley,"11' 7""",46.417,4,14,10
2020,127,6,25349,Tim Wilkinson,"11' 2""",33.417,3,13,9
2020,128,6,36689,Brooks Koepka,"11' 1""",33.25,3,25,4
2020,129,6,25493,Nick Taylor,"10' 10""",54.333,5,20,3
2020,130,6,33948,Byeong Hun An,"10' 9""",21.5,2,17,5
2020,130,6,46550,Brandon Hagy,"10' 9""",53.583,5,17,5
2020,130,6,34213,Grayson Murray,"10' 9""",32.167,3,22,5
2020,133,6,40026,Daniel Berger,"10' 8""",21.25,2,12,10
2020,134,6,1810,Phil Mickelson,"10' 7""",31.667,3,13,7
2020,134,6,49960,Sepp Straka,"10' 7""",42.417,4,15,4
2020,136,6,33120,Mark Anderson,"10' 6""",31.417,3,22,"10"""
2020,137,6,34314,Sebastian Cappelen,"10' 5""",20.833,2,12,8
2020,138,6,33419,Cameron Tringale,"10' 4""",31.0,3,22,4
2020,139,6,12716,Charley Hoffman,"10' 3""",30.833,3,12,9
2020,140,6,35461,Beau Hossler,"10' 0""",19.917,2,12,8
2020,141,6,27936,Martin Laird,"9' 10""",19.667,2,15,4
2020,142,6,35310,Lanto Griffin,"9' 9""",58.667,6,22,5
2020,143,6,29420,Billy Horschel,"9' 8""",48.417,5,20,4
2020,144,6,37275,Sam Ryder,"9' 2""",18.333,2,11,8
2020,145,6,24138,Ian Poulter,"9' 0""",36.0,4,20,3
2020,146,6,46441,Robby Shelton,"8' 8""",17.25,2,12,6
2020,147,6,33449,Zack Sucher,"8' 3""",8.25,1,8,8
2020,148,6,34360,Patrick Reed,"8' 2""",40.667,5,12,4
2020,149,6,33413,Ben Martin,"7' 6""",7.5,1,8,8
2020,149,6,50525,Collin Morikawa,"7' 6""",60.167,8,20,"9"""
2020,151,6,21407,Arjun Atwal,"7' 5""",14.75,2,10,5
2020,151,6,27064,Jhonattan Vegas,"7' 5""",7.417,1,7,7
2020,153,6,29484,Peter Uihlein,"7' 4""",7.333,1,7,7
2020,154,6,30944,Jason Kokrak,"7' 1""",21.25,3,11,5
2020,155,6,29908,C.T. Pan,"6' 6""",13.0,2,8,5
2020,156,6,23621,Rory Sabbatini,"6' 4""",31.75,5,14,2
2020,157,6,39546,Keith Mitchell,"5' 9""",22.917,4,11,2
2020,158,6,26476,Chez Reavie,"5' 4""",5.333,1,5,5
2020,158,6,35658,Kris Ventura,"5' 4""",5.333,1,5,5
2020,160,6,33204,Shane Lowry,"5' 3""",10.417,2,7,4
2020,161,0,34363,Tyrrell Hatton,"4' 9""",4.75,1,5,5
2020,162,5,36699,Patrick Rodgers,"4' 3""",8.417,2,7,2
2020,163,5,40009,Dominic Bozzelli,"3' 10""",3.833,1,4,4
2020,163,5,32618,Rhein Gibson,"3' 10""",3.833,1,4,4
2020,165,5,47128,Richy Werenski,"3' 8""",7.25,2,5,2
2020,166,5,22405,Justin Rose,"3' 3""",3.25,1,3,3
2020,167,5,30110,Kyle Stanley,"2' 10""",2.833,1,3,3
2020,168,5,31560,Brian Stuard,"2' 8""",2.667,1,3,3
2020,169,5,28089,Jason Day,"2' 3""",2.25,1,2,2
2020,170,5,34098,Russell Henley,"1' 8""",1.667,1,2,2
2020,171,5,25900,Lucas Glover,"1' 7""",3.167,2,2,1
2020,171,5,49298,Kramer Hickok,"1' 7""",1.583,1,2,2
2020,173,5,27649,Brandt Snedeker,"1' 6""",1.5,1,2,2
2020,174,5,29479,Scott Brown,"1' 4""",1.333,1,1,1
2019,1,0,25900,Lucas Glover,"45' 1""",135.333,3,82,8
2019,2,0,30786,Brady Schnell,"43' 9""",131.333,3,68,6
2019,3,0,30191,Julián Etulain,"40' 5""",121.167,3,50,21
2019,4,0,33486,Roger Sloan,"38' 3""",114.833,3,50,15
2019,5,0,27958,Ryan Blaum,"38' 1""",114.167,3,68,3
2019,6,0,25198,Francesco Molinari,"37' 5""",37.417,1,37,37
2019,7,0,27095,Nick Watney,"37' 0""",74.0,2,55,19
2019,8,0,46402,Talor Gooch,"36' 2""",144.5,4,45,28
2019,9,0,29518,Brendan Steele,"34' 1""",68.083,2,43,25
2019,10,0,34563,Chesson Hadley,"32' 4""",161.583,5,81,6
2019,11,0,39324,J.J. Spaun,"31' 7""",63.167,2,35,29
2019,12,0,31646,Emiliano Grillo,"30' 1""",210.333,7,74,2
2019,12,0,32150,Michael Thompson,"30' 1""",120.417,4,62,17
2019,14,0,33410,Andrew Landry,"29' 6""",59.0,2,31,28
2019,15,0,29926,Danny Lee,"29' 5""",29.417,1,29,29
2019,16,0,35506,Mackenzie Hughes,"29' 0""",87.0,3,44,5
2019,17,0,28252,Seamus Power,"28' 8""",114.583,4,65,9
2019,18,0,29479,Scott Brown,"28' 6""",171.167,6,60,4
2019,19,0,27141,J.B. Holmes,"28' 4""",56.667,2,40,16
2019,20,0,37189,Harold Varner III,"28' 1""",112.333,4,45,10
2019,21,0,32816,Satoshi Kodaira,"27' 10""",27.833,1,28,28
2019,22,0,34046,Jordan Spieth,"27' 5""",54.75,2,36,19
2019,23,0,24924,Bill Haas,"27' 3""",108.833,4,51,2
2019,24,0,28089,Jason Day,"26' 10""",107.417,4,39,8
2019,25,0,21528,Henrik Stenson,"25' 4""",25.333,1,25,25
2019,26,0,48822,Sebastián Muñoz,"24' 5""",121.917,5,46,5
2019,27,0,40026,Daniel Berger,"24' 4""",24.333,1,24,24
2019,28,0,29484,Peter Uihlein,"24' 2""",96.75,4,68,8
2019,29,0,32102,Rickie Fowler,"23' 11""",143.417,6,57,4
2019,30,0,6522,Ernie Els,"23' 10""",47.667,2,38,9
2019,31,0,35879,Kelly Kraft,"23' 9""",94.833,4,64,7
2019,32,0,12716,Charley Hoffman,"23' 8""",118.5,5,55,10
2019,33,0,28679,Fabián Gómez,"23' 6""",141.083,6,50,8
2019,34,0,31557,Jim Herman,"23' 5""",70.333,3,50,10
2019,35,0,37380,Curtis Luck,"23' 1""",69.25,3,32,17
2019,36,0,27129,Luke List,"22' 10""",68.583,3,33,18
2019,37,0,29974,Branden Grace,"22' 9""",90.833,4,30,11
2019,37,0,26951,Johnson Wagner,"22' 9""",113.833,5,48,6
2019,39,0,39546,Keith Mitchell,"22' 1""",176.583,8,41,11
2019,40,0,23353,J.J. Henry,"21' 11""",87.667,4,40,12
2019,40,0,27936,Martin Laird,"21' 11""",262.75,12,44,7
2019,40,0,49766,Hank Lebioda,"21' 11""",65.833,3,43,3
2019,43,0,29725,Tony Finau,"21' 10""",152.75,7,46,3
2019,43,0,25572,Graeme McDowell,"21' 10""",131.0,6,34,13
2019,45,0,49303,Anders Albertson,"21' 7""",86.333,4,49,11
2019,46,0,34466,Peter Malnati,"21' 3""",63.833,3,33,4
2019,47,0,39977,Max Homa,"20' 10""",124.75,6,41,2
2019,48,0,27649,Brandt Snedeker,"20' 6""",82.083,4,46,4
2019,48,0,40115,Adam Svensson,"20' 6""",122.833,6,49,5
2019,50,0,47128,Richy Werenski,"20' 4""",122.167,6,37,3
2019,51,0,29908,C.T. Pan,"20' 2""",20.167,1,20,20
2019,52,0,47347,Adam Schenk,"20' 1""",100.25,5,30,3
2019,52,0,49960,Sepp Straka,"20' 1""",80.333,4,37,4
2019,54,0,34098,Russell Henley,"20' 0""",40.0,2,26,14
2019,55,0,24024,Zach Johnson,"19' 11""",59.75,3,27,14
2019,56,0,40009,Dominic Bozzelli,"19' 8""",19.667,1,20,20
2019,57,0,27644,Brian Harman,"19' 7""",58.75,3,47,6
2019,58,0,27064,Jhonattan Vegas,"19' 5""",174.5,9,72,7
2019,59,0,34256,Andrew Putnam,"19' 4""",38.667,2,27,11
2019,60,0,29221,Webb Simpson,"19' 3""",173.0,9,36,4
2019,61,0,47504,Sam Burns,"19' 2""",172.667,9,46,6
2019,62,0,26476,Chez Reavie,"19' 0""",56.917,3,28,7
2019,63,0,39954,Cody Gribble,"18' 11""",94.417,5,30,2
2019,63,0,26596,Ryan Moore,"18' 11""",113.333,6,30,6
2019,65,0,45486,Joaquin Niemann,"18' 10""",169.333,9,30,10
2019,66,0,35891,Cameron Smith,"18' 9""",37.417,2,25,12
2019,67,0,29970,Dylan Frittelli,"18' 8""",111.833,6,41,7
2019,68,0,45609,Tyler Duncan,"18' 7""",93.083,5,51,2
2019,68,0,29478,Kevin Kisner,"18' 7""",55.833,3,24,15
2019,68,0,1810,Phil Mickelson,"18' 7""",37.083,2,34,3
2019,71,0,46523,Joey Garber,"18' 6""",55.5,3,29,2
2019,72,0,24781,Hunter Mahan,"18' 5""",55.333,3,38,8
2019,72,0,31323,Gary Woodland,"18' 5""",147.5,8,64,3
2019,74,0,39997,Corey Conners,"18' 1""",54.167,3,27,10
2019,75,0,28775,Nate Lashley,"17' 9""",53.25,3,33,8
2019,76,0,29420,Billy Horschel,"17' 8""",105.833,6,23,11
2019,77,0,27349,Alex Noren,"17' 7""",70.167,4,47,5
2019,78,0,31420,Anirban Lahiri,"17' 5""",17.417,1,17,17
2019,79,0,26758,David Hearn,"17' 1""",34.167,2,30,4
2019,80,0,29223,Sam Saunders,"16' 11""",16.917,1,17,17
2019,80,0,34431,Robert Streb,"16' 11""",33.833,2,29,4
2019,82,0,32839,Hideki Matsuyama,"16' 7""",33.167,2,27,6
2019,83,0,36689,Brooks Koepka,"16' 3""",113.583,7,36,6
2019,84,0,49298,Kramer Hickok,"16' 2""",32.333,2,23,10
2019,84,0,25396,Kevin Na,"16' 2""",80.917,5,32,3
2019,86,0,25364,Paul Casey,"16' 0""",79.833,5,27,7
2019,86,0,34076,Joel Dahmen,"16' 0""",63.833,4,30,3
2019,86,0,34099,Harris English,"16' 0""",159.667,10,51,4
2019,86,0,30946,Alex Prugh,"16' 0""",128.25,8,30,2
2019,90,0,21731,Freddie Jacobson,"15' 11""",63.75,4,37,4
2019,91,0,33399,Adam Hadwin,"15' 9""",62.833,4,32,7
2019,92,0,25493,Nick Taylor,"15' 6""",124.25,8,29,1
2019,93,0,30978,Kiradech Aphibarnrat,"15' 5""",30.833,2,17,14
2019,94,0,28259,Sangmoon Bae,"15' 1""",45.25,3,18,11
2019,95,0,25686,Jason Dufner,"14' 11""",59.583,4,23,7
2019,96,0,47959,Bryson DeChambeau,"14' 10""",44.583,3,25,6
2019,96,0,34264,Hudson Swafford,"14' 10""",44.5,3,27,4
2019,96,0,35617,Martin Trainer,"14' 10""",59.333,4,21,9
2019,99,0,47856,Seth Reeves,"14' 9""",59.083,4,20,5
2019,100,0,26499,Rafa Cabrera Bello,"14' 7""",58.333,4,33,6
2019,100,0,34306,John Chin,"14' 7""",29.167,2,23,7
2019,102,0,52372,Cameron Champ,"14' 6""",72.417,5,41,6
2019,102,0,34360,Patrick Reed,"14' 6""",58.083,4,24,11
2019,104,0,23320,Ryan Palmer,"14' 5""",43.167,3,19,11
2019,105,0,30110,Kyle Stanley,"14' 1""",42.25,3,22,8
2019,106,0,22371,Aaron Baddeley,"14' 0""",27.917,2,16,12
2019,106,0,25804,Bubba Watson,"14' 0""",70.167,5,37,3
2019,106,0,49964,Aaron Wise,"14' 0""",28.0,2,24,4
2019,109,0,34021,Bud Cauley,"13' 11""",69.583,5,24,4
2019,110,0,23325,Vaughn Taylor,"13' 10""",69.0,5,25,6
2019,110,0,27330,Josh Teater,"13' 10""",55.417,4,29,6
2019,112,0,36799,Stephan Jaeger,"13' 8""",68.417,5,36,6
2019,113,0,27895,Jonas Blixt,"13' 7""",54.25,4,36,5
2019,114,0,37455,Si Woo Kim,"13' 5""",40.25,3,20,4
2019,115,0,26300,Matt Jones,"13' 4""",66.833,5,29,2
2019,115,0,33448,Justin Thomas,"13' 4""",66.667,5,27,3
2019,117,0,45157,Cam Davis,"13' 1""",104.833,8,50,3
2019,117,0,28237,Rory McIlroy,"13' 1""",91.417,7,32,3
2019,119,0,33141,Keegan Bradley,"13' 0""",52.083,4,18,7
2019,119,0,31560,Brian Stuard,"13' 0""",25.917,2,15,11
2019,121,0,51766,Wyndham Clark,"12' 11""",77.583,6,25,4
2019,121,0,46435,Austin Cook,"12' 11""",51.583,4,20,8
2019,121,0,27974,Sung Kang,"12' 11""",90.667,7,38,3
2019,124,0,39971,Sungjae Im,"12' 9""",101.75,8,32,3
2019,125,0,19846,Brian Gay,"12' 5""",37.333,3,18,5
2019,125,0,23108,Matt Kuchar,"12' 5""",49.667,4,16,5
2019,125,0,34261,Scott Langley,"12' 5""",24.833,2,14,11
2019,128,0,24502,Adam Scott,"12' 4""",36.917,3,15,10
2019,129,0,22405,Justin Rose,"12' 3""",48.833,4,32,2
2019,130,0,33667,Carlos Ortiz,"12' 2""",61.0,5,30,"1"""
2019,131,0,46970,Jon Rahm,"12' 1""",48.167,4,23,3
2019,132,0,36852,Jim Knous,"11' 11""",23.833,2,20,4
2019,132,0,36699,Patrick Rodgers,"11' 11""",71.667,6,22,4
2019,134,0,46501,Ollie Schniederjans,"11' 8""",70.0,6,17,5
2019,135,0,25818,Scott Piercy,"11' 7""",69.583,6,23,1
2019,136,0,35421,Brandon Harkins,"11' 5""",45.75,4,18,6
2019,136,0,49771,J.T. Poston,"11' 5""",91.25,8,25,2
2019,136,0,33419,Cameron Tringale,"11' 5""",11.417,1,11,11
2019,139,0,32640,Troy Merritt,"11' 1""",33.25,3,22,4
2019,139,0,32333,Kevin Tway,"11' 1""",66.333,6,27,3
2019,141,0,29268,Bronson Burgoon,"11' 0""",32.917,3,11,11
2019,142,0,21961,Charles Howell III,"10' 11""",98.583,9,18,5
2019,143,0,19803,Ryan Armour,"10' 10""",21.667,2,15,6
2019,143,0,48081,Xander Schauffele,"10' 10""",54.0,5,24,2
2019,145,0,46601,Trey Mullinax,"10' 8""",42.583,4,17,3
2019,146,0,45526,Abraham Ancer,"10' 7""",21.167,2,16,5
2019,146,0,35532,Tom Hoge,"10' 7""",52.75,5,35,1
2019,148,0,33948,Byeong Hun An,"10' 5""",31.333,3,14,9
2019,149,0,30692,Scott Stallings,"10' 1""",30.333,3,16,4
2019,150,0,10809,Jim Furyk,"10' 0""",19.917,2,10,10
2019,151,0,37340,Chase Wright,"9' 9""",38.833,4,26,"8"""
2019,152,0,30911,Tommy Fleetwood,"9' 8""",67.75,7,19,3
2019,153,0,23621,Rory Sabbatini,"9' 1""",63.5,7,21,3
2019,154,0,30925,Dustin Johnson,"8' 11""",17.75,2,14,4
2019,154,0,47993,Denny McCarthy,"8' 11""",35.583,4,20,5
2019,156,0,21209,Sergio Garcia,"8' 9""",26.333,3,15,3
2019,157,0,26851,Marc Leishman,"8' 8""",34.75,4,15,"9"""
2019,157,0,24361,Pat Perez,"8' 8""",43.333,5,21,3
2019,159,0,32200,Roberto Castro,"8' 2""",16.333,2,11,5
2019,160,0,39327,Ben Silverman,"7' 11""",39.75,5,16,2
2019,161,0,27963,Chris Stroud,"7' 9""",7.75,1,8,8
2019,162,0,30944,Jason Kokrak,"7' 8""",30.667,4,14,3
2019,163,0,40098,Matt Fitzpatrick,"7' 2""",21.5,3,13,2
2019,164,0,35449,Adam Long,"6' 10""",27.333,4,11,4
2019,165,0,35732,Wes Roach,"6' 9""",33.917,5,10,2
2019,166,0,32757,Patton Kizzire,"6' 8""",13.333,2,10,4
2019,167,0,47990,Kyle Jones,"6' 7""",13.083,2,10,3
2019,168,0,39975,Michael Kim,"5' 7""",11.083,2,10,2
2019,168,0,27556,Ted Potter Jr.,"5' 7""",5.583,1,6,6
2019,170,0,27214,Kevin Streelman,"5' 6""",10.917,2,8,3
2019,171,0,37275,Sam Ryder,"5' 5""",27.167,5,8,2
2019,171,0,33418,Shawn Stefani,"5' 5""",5.417,1,5,5
2019,173,0,35461,Beau Hossler,"5' 4""",10.583,2,6,4
2019,174,0,34363,Tyrrell Hatton,"5' 0""",5.0,1,5,5
2019,175,0,29535,Brice Garnett,"4' 4""",8.667,2,6,3
2019,175,0,37454,Whee Kim,"4' 4""",4.333,1,4,4
2019,177,0,33122,Russell Knox,"3' 11""",7.833,2,5,2
2019,178,0,35450,Patrick Cantlay,"3' 2""",3.167,1,3,3
2019,178,0,20572,Rod Pampling,"3' 2""",6.25,2,4,3
2019,180,0,20472,Alex Cejka,"2' 9""",2.75,1,3,3
2019,181,0,32791,K.H. Lee,"2' 2""",2.167,1,2,2
2018,1,0,47287,Ethan Tracy,"40' 10""",122.583,3,70,21
2018,2,0,30110,Kyle Stanley,"39' 4""",157.333,4,62,10
2018,3,0,33419,Cameron Tringale,"34' 10""",69.583,2,44,26
2018,4,0,29223,Sam Saunders,"34' 4""",103.083,3,39,27
2018,5,0,27936,Martin Laird,"33' 11""",101.75,3,83,2
2018,6,0,12510,Chad Campbell,"29' 11""",179.25,6,42,16
2018,6,0,28500,Martin Flores,"29' 11""",59.833,2,56,4
2018,8,0,37189,Harold Varner III,"29' 4""",176.167,6,59,10
2018,9,0,30926,Chris Kirk,"28' 11""",144.417,5,63,13
2018,10,0,31560,Brian Stuard,"28' 5""",56.75,2,33,24
2018,11,0,35544,Andrew Yun,"28' 4""",28.333,1,28,28
2018,12,0,10809,Jim Furyk,"28' 3""",28.25,1,28,28
2018,13,0,25198,Francesco Molinari,"27' 0""",135.083,5,49,6
2018,14,0,22056,Cameron Percy,"26' 7""",133.0,5,39,13
2018,15,0,36799,Stephan Jaeger,"25' 11""",103.5,4,75,4
2018,16,0,26758,David Hearn,"25' 10""",103.167,4,41,10
2018,17,0,34099,Harris English,"25' 8""",128.5,5,63,"7"""
2018,18,0,29479,Scott Brown,"25' 6""",76.583,3,63,6
2018,19,0,34358,Jonathan Randolph,"25' 5""",50.833,2,32,19
2018,20,0,22371,Aaron Baddeley,"25' 3""",100.917,4,55,4
2018,21,0,32102,Rickie Fowler,"24' 10""",124.25,5,76,2
2018,21,0,24502,Adam Scott,"24' 10""",124.333,5,77,3
2018,23,0,36689,Brooks Koepka,"24' 9""",123.75,5,29,20
2018,24,0,27095,Nick Watney,"24' 8""",98.583,4,38,16
2018,25,0,32816,Satoshi Kodaira,"24' 7""",73.833,3,38,5
2018,26,0,24024,Zach Johnson,"24' 5""",97.667,4,45,12
2018,27,0,29478,Kevin Kisner,"24' 0""",120.167,5,61,6
2018,28,0,32366,Kevin Chappell,"23' 7""",94.25,4,43,5
2018,29,0,19803,Ryan Armour,"23' 5""",117.25,5,76,3
2018,30,0,29222,Billy Hurley III,"22' 10""",91.333,4,33,6
2018,30,0,47128,Richy Werenski,"22' 10""",182.667,8,76,3
2018,32,0,31202,William McGirt,"21' 10""",43.583,2,37,7
2018,33,0,27649,Brandt Snedeker,"21' 7""",129.583,6,31,10
2018,34,0,23320,Ryan Palmer,"21' 6""",107.583,5,45,5
2018,35,0,35421,Brandon Harkins,"21' 2""",211.5,10,72,3
2018,36,0,25686,Jason Dufner,"20' 8""",20.667,1,21,21
2018,37,0,33410,Andrew Landry,"20' 7""",61.833,3,40,9
2018,38,0,20229,Stewart Cink,"20' 1""",140.5,7,66,2
2018,38,0,23541,Ben Crane,"20' 1""",60.25,3,32,13
2018,38,0,31323,Gary Woodland,"20' 1""",220.75,11,45,3
2018,41,0,35461,Beau Hossler,"20' 0""",100.167,5,41,3
2018,42,0,25900,Lucas Glover,"19' 9""",78.917,4,31,8
2018,42,0,32757,Patton Kizzire,"19' 9""",59.167,3,24,15
2018,44,0,35310,Lanto Griffin,"19' 5""",77.75,4,37,5
2018,45,0,34466,Peter Malnati,"19' 3""",57.833,3,43,4
2018,45,0,32254,Xinjun Zhang,"19' 3""",57.667,3,27,11
2018,47,0,34256,Andrew Putnam,"19' 1""",57.333,3,47,3
2018,47,0,25632,Jimmy Walker,"19' 1""",76.25,4,39,5
2018,49,0,29461,Jamie Lovemark,"18' 11""",94.417,5,37,6
2018,49,0,24140,Sean O'Hair,"18' 11""",75.583,4,34,6
2018,51,0,25892,Steve Wheatcroft,"18' 10""",18.833,1,19,19
2018,52,0,46435,Austin Cook,"18' 9""",18.75,1,19,19
2018,53,0,34213,Grayson Murray,"18' 5""",36.75,2,29,8
2018,54,0,35376,Roberto Díaz,"18' 3""",36.5,2,26,11
2018,54,0,30911,Tommy Fleetwood,"18' 3""",145.917,8,41,4
2018,56,0,24846,Ricky Barnes,"18' 2""",36.25,2,22,14
2018,57,0,24924,Bill Haas,"18' 0""",89.917,5,32,3
2018,57,0,32640,Troy Merritt,"18' 0""",71.917,4,50,6
2018,59,0,26300,Matt Jones,"17' 9""",106.417,6,27,10
2018,60,0,24781,Hunter Mahan,"17' 8""",35.333,2,21,15
2018,60,0,33448,Justin Thomas,"17' 8""",159.333,9,48,4
2018,62,0,29420,Billy Horschel,"17' 6""",104.75,6,37,5
2018,63,0,39327,Ben Silverman,"17' 5""",52.167,3,40,5
2018,64,0,27129,Luke List,"17' 4""",69.167,4,42,4
2018,65,0,30944,Jason Kokrak,"17' 3""",172.083,10,32,11
2018,65,0,35879,Kelly Kraft,"17' 3""",69.083,4,36,7
2018,67,0,29926,Danny Lee,"17' 2""",51.417,3,27,12
2018,68,0,28679,Fabián Gómez,"17' 1""",85.333,5,44,"8"""
2018,69,0,48084,Wesley Bryan,"17' 0""",17.0,1,17,17
2018,70,0,34360,Patrick Reed,"16' 5""",98.667,6,42,5
2018,71,0,49964,Aaron Wise,"16' 2""",64.667,4,29,"10"""
2018,72,0,45526,Abraham Ancer,"15' 11""",79.75,5,43,6
2018,72,0,37454,Whee Kim,"15' 11""",79.5,5,31,10
2018,74,0,46970,Jon Rahm,"15' 10""",31.583,2,24,8
2018,75,0,29221,Webb Simpson,"15' 8""",109.5,7,34,4
2018,76,0,39546,Keith Mitchell,"15' 7""",62.417,4,25,6
2018,76,0,27349,Alex Noren,"15' 7""",46.833,3,38,4
2018,76,0,8793,Tiger Woods,"15' 7""",46.833,3,28,5
2018,79,0,25364,Paul Casey,"15' 5""",30.833,2,23,8
2018,79,0,25834,Daniel Summerhays,"15' 5""",15.417,1,15,15
2018,81,0,35450,Patrick Cantlay,"15' 2""",75.667,5,27,4
2018,81,0,27064,Jhonattan Vegas,"15' 2""",45.5,3,18,13
2018,83,0,29485,Brett Stegmaier,"15' 1""",60.167,4,31,3
2018,84,0,20472,Alex Cejka,"14' 9""",88.667,6,45,2
2018,85,0,27942,Rob Oppenheim,"14' 8""",43.917,3,20,7
2018,86,0,27644,Brian Harman,"14' 7""",73.0,5,34,2
2018,86,0,23108,Matt Kuchar,"14' 7""",43.75,3,21,7
2018,88,0,27963,Chris Stroud,"14' 6""",14.5,1,15,15
2018,89,0,25493,Nick Taylor,"14' 5""",28.75,2,16,12
2018,90,0,32839,Hideki Matsuyama,"14' 4""",100.083,7,29,3
2018,91,0,26499,Rafa Cabrera Bello,"14' 3""",71.25,5,27,6
2018,91,0,39324,J.J. Spaun,"14' 3""",42.833,3,16,12
2018,93,0,40009,Dominic Bozzelli,"14' 2""",42.583,3,22,9
2018,93,0,21528,Henrik Stenson,"14' 2""",56.5,4,19,10
2018,95,0,28237,Rory McIlroy,"14' 1""",70.5,5,28,3
2018,96,0,25818,Scott Piercy,"14' 0""",41.917,3,24,"10"""
2018,97,0,24925,Jonathan Byrd,"13' 10""",55.25,4,22,3
2018,97,0,23353,J.J. Henry,"13' 10""",27.583,2,18,10
2018,99,0,30925,Dustin Johnson,"13' 7""",108.583,8,32,"6"""
2018,100,0,45609,Tyler Duncan,"13' 6""",94.25,7,24,7
2018,100,0,39328,Conrad Shindler,"13' 6""",94.5,7,23,3
2018,102,0,26596,Ryan Moore,"13' 5""",67.167,5,18,9
2018,103,0,33141,Keegan Bradley,"12' 11""",90.583,7,42,3
2018,104,0,25572,Graeme McDowell,"12' 10""",25.583,2,18,7
2018,105,0,28089,Jason Day,"12' 9""",25.5,2,14,11
2018,106,0,34563,Chesson Hadley,"12' 6""",100.0,8,25,2
2018,106,0,46501,Ollie Schniederjans,"12' 6""",12.5,1,13,13
2018,108,0,32448,James Hahn,"12' 3""",73.5,6,26,5
2018,108,0,34098,Russell Henley,"12' 3""",48.833,4,26,5
2018,108,0,1810,Phil Mickelson,"12' 3""",97.75,8,30,2
2018,111,0,25804,Bubba Watson,"12' 2""",121.417,10,31,1
