YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
2017,0,40058,Zac Blair,65.5,412,629
2017,0,23108,Matt Kuchar,65.34,360,551
2017,0,29221,Webb Simpson,65.2,401,615
2017,0,12510,Chad Campbell,64.63,349,540
2017,0,25191,Gonzalo Fernandez-Castaño,64.3,245,381
2017,0,25364,Paul Casey,64.12,311,485
2017,0,32102,Rickie Fowler,63.86,288,451
2017,0,24924,Bill Haas,63.75,313,491
2017,0,34174,John Huh,63.65,345,542
2017,0,25892,Steve Wheatcroft,63.64,210,330
2017,0,28252,Seamus Power,63.43,314,495
2017,0,46970,Jon Rahm,63.33,297,469
2017,0,26476,Chez Reavie,63.33,354,559
2017,0,27644,Brian Harman,63.19,412,652
2017,0,27649,Brandt Snedeker,63.18,187,296
2017,0,26300,Matt Jones,63.17,235,372
2017,0,26329,Louis Oosthuizen,63.14,245,388
2017,0,24361,Pat Perez,63.14,346,548
2017,0,25720,Chad Collins,63.07,275,436
2017,0,33399,Adam Hadwin,62.82,387,616
2017,0,25349,Tim Wilkinson,62.77,236,376
2017,0,30925,Dustin Johnson,62.76,241,384
2017,0,25198,Francesco Molinari,62.74,266,424
2017,0,21961,Charles Howell III,62.63,305,487
2017,0,27770,Camilo Villegas,62.35,308,494
2017,0,19846,Brian Gay,62.3,319,512
2017,0,28237,Rory McIlroy,62.29,185,297
2017,0,37454,Whee Kim,62.27,302,485
2017,0,29478,Kevin Kisner,62.06,368,593
2017,0,29720,Andres Gonzales,61.85,248,401
2017,0,26758,David Hearn,61.85,334,540
2017,0,25493,Nick Taylor,61.83,358,579
2017,0,34046,Jordan Spieth,61.76,260,421
2017,0,21209,Sergio Garcia,61.65,209,339
2017,0,40026,Daniel Berger,61.63,318,516
2017,0,32839,Hideki Matsuyama,61.56,261,424
2017,0,34466,Peter Malnati,61.5,353,574
2017,0,29974,Branden Grace,61.42,234,381
2017,0,26851,Marc Leishman,61.42,328,534
2017,0,34360,Patrick Reed,61.23,417,681
2017,0,33120,Mark Anderson,61.18,197,322
2017,0,27466,Spencer Levin,61.1,322,527
2017,0,25396,Kevin Na,61.1,311,509
2017,0,20472,Alex Cejka,61.08,284,465
2017,0,27936,Martin Laird,60.98,311,510
2017,0,22046,Geoff Ogilvy,60.85,272,447
2017,0,47128,Richy Werenski,60.6,263,434
2017,0,48084,Wesley Bryan,60.59,392,647
2017,0,32448,James Hahn,60.58,355,586
2017,0,29908,C.T. Pan,60.55,307,507
2017,0,23325,Vaughn Taylor,60.52,305,504
2017,0,10809,Jim Furyk,60.45,188,311
2017,0,33448,Justin Thomas,60.39,282,467
2017,0,24357,K.J. Choi,60.36,265,439
2017,0,22056,Cameron Percy,60.23,212,352
2017,0,20157,Retief Goosen,60.2,180,299
2017,0,25900,Lucas Glover,60.16,293,487
2017,0,46550,Brandon Hagy,60.16,296,492
2017,0,35450,Patrick Cantlay,60.15,160,266
2017,0,33461,Morgan Hoffmann,60.14,347,577
2017,0,35532,Tom Hoge,60.14,169,281
2017,0,24846,Ricky Barnes,60.1,363,604
2017,0,29461,Jamie Lovemark,60.07,352,586
2017,0,26331,Charl Schwartzel,60.05,248,413
2017,0,27214,Kevin Streelman,60.04,317,528
2017,0,27958,Ryan Blaum,60.0,360,600
2017,0,1810,Phil Mickelson,60.0,321,535
2017,0,22371,Aaron Baddeley,59.9,230,384
2017,0,23983,Luke Donald,59.88,197,329
2017,0,24024,Zach Johnson,59.88,297,496
2017,0,26499,Rafa Cabrera Bello,59.8,241,403
2017,0,20771,Steven Alker,59.75,236,395
2017,0,32200,Roberto Castro,59.68,265,444
2017,0,33418,Shawn Stefani,59.55,237,398
2017,0,34409,David Lingmerth,59.44,296,498
2017,0,34099,Harris English,59.43,293,493
2017,0,29725,Tony Finau,59.38,345,581
2017,0,27963,Chris Stroud,59.33,213,359
2017,0,20593,Greg Chalmers,59.26,304,513
2017,0,35110,Brett Drewitt,59.23,199,336
2017,0,29289,S.Y. Noh,59.18,319,539
2017,0,23800,Bryce Molder,59.14,301,509
2017,0,39324,J.J. Spaun,59.14,301,509
2017,0,29479,Scott Brown,59.08,345,584
2017,0,49771,J.T. Poston,59.07,319,540
2017,0,33141,Keegan Bradley,59.03,340,576
2017,0,32333,Kevin Tway,59.03,330,559
2017,0,23541,Ben Crane,59.02,288,488
2017,0,29518,Brendan Steele,58.99,292,495
2017,0,27095,Nick Watney,58.99,246,417
2017,0,22405,Justin Rose,58.97,217,368
2017,0,28132,Tyrone Van Aswegen,58.94,346,587
2017,0,34431,Robert Streb,58.91,347,589
2017,0,33419,Cameron Tringale,58.83,313,532
2017,0,39975,Michael Kim,58.81,327,556
2017,0,29222,Billy Hurley III,58.78,308,524
2017,0,32150,Michael Thompson,58.74,215,366
2017,0,28679,Fabián Gómez,58.67,220,375
2017,0,46501,Ollie Schniederjans,58.65,312,532
2017,0,35506,Mackenzie Hughes,58.64,387,660
2017,0,35891,Cameron Smith,58.64,319,544
2017,0,30191,Julián Etulain,58.62,221,377
2017,0,36801,Mark Hubbard,58.57,270,461
2017,0,27895,Jonas Blixt,58.56,284,485
2017,0,33413,Ben Martin,58.53,278,475
2017,0,29223,Sam Saunders,58.45,256,438
2017,0,29476,Kyle Reifers,58.44,315,539
2017,0,24502,Adam Scott,58.43,201,344
2017,0,34021,Bud Cauley,58.41,302,517
2017,0,23621,Rory Sabbatini,58.38,223,382
2017,0,30110,Kyle Stanley,58.35,311,533
2017,0,19803,Ryan Armour,58.31,186,319
2017,0,31323,Gary Woodland,58.28,285,489
2017,0,32640,Troy Merritt,58.21,280,481
2017,0,25572,Graeme McDowell,58.09,219,377
2017,0,24781,Hunter Mahan,58.06,263,453
2017,0,20229,Stewart Cink,57.93,303,523
2017,0,25686,Jason Dufner,57.85,280,484
2017,0,30852,Ryo Ishikawa,57.84,214,370
2017,0,28089,Jason Day,57.77,249,431
2017,0,40009,Dominic Bozzelli,57.75,257,445
2017,0,23497,Tag Ridings,57.73,209,362
2017,0,27064,Jhonattan Vegas,57.61,318,552
2017,0,48081,Xander Schauffele,57.55,305,530
2017,0,33122,Russell Knox,57.48,242,421
2017,0,47959,Bryson DeChambeau,57.32,317,553
2017,0,24140,Sean O'Hair,57.28,291,508
2017,0,25632,Jimmy Walker,57.25,229,400
2017,0,31560,Brian Stuard,57.14,328,574
2017,0,34098,Russell Henley,57.12,321,562
2017,0,24507,Jason Bohn,57.11,269,471
2017,0,28420,Ryan Brehm,57.08,258,452
2017,0,28500,Martin Flores,57.01,244,428
2017,0,27974,Sung Kang,56.98,355,623
2017,0,37189,Harold Varner III,56.94,328,576
2017,0,48822,Sebastián Muñoz,56.92,185,325
2017,0,23320,Ryan Palmer,56.88,182,320
2017,0,32366,Kevin Chappell,56.84,320,563
2017,0,34358,Jonathan Randolph,56.77,239,421
2017,0,26596,Ryan Moore,56.74,282,497
2017,0,46443,Brian Campbell,56.68,191,337
2017,0,23353,J.J. Henry,56.66,268,473
2017,0,37278,Nicholas Lindheim,56.65,196,346
2017,0,27141,J.B. Holmes,56.64,290,512
2017,0,12716,Charley Hoffman,56.55,367,649
2017,0,31202,William McGirt,56.53,277,490
2017,0,27436,Graham DeLaet,56.51,243,430
2017,0,20104,Ken Duke,56.47,262,464
2017,0,29740,Brad Fritsch,56.42,189,335
2017,0,27129,Luke List,56.33,307,545
2017,0,26289,Boo Weekley,56.31,232,412
2017,0,36689,Brooks Koepka,56.27,296,526
2017,0,46601,Trey Mullinax,56.26,274,487
2017,0,33948,Byeong Hun An,56.22,262,466
2017,0,25834,Daniel Summerhays,56.22,348,619
2017,0,31557,Jim Herman,56.15,242,431
2017,0,35545,Blayne Barber,55.8,231,414
2017,0,26951,Johnson Wagner,55.73,209,375
2017,0,31646,Emiliano Grillo,55.71,288,517
2017,0,6522,Ernie Els,55.69,225,404
2017,0,25240,D.A. Points,55.67,226,406
2017,0,33204,Shane Lowry,55.59,159,286
2017,0,34264,Hudson Swafford,55.53,286,515
2017,0,30692,Scott Stallings,55.51,247,445
2017,0,29926,Danny Lee,55.43,301,543
2017,0,37455,Si Woo Kim,55.41,302,545
2017,0,25804,Bubba Watson,55.34,233,421
2017,0,46440,Smylie Kaufman,55.18,245,444
2017,0,31420,Anirban Lahiri,55.06,261,474
2017,0,24358,Robert Garrigus,54.94,217,395
2017,0,39954,Cody Gribble,54.74,283,517
2017,0,30926,Chris Kirk,54.73,272,497
2017,0,28093,Miguel Angel Carballo,54.72,197,360
2017,0,29420,Billy Horschel,54.33,270,497
2017,0,32757,Patton Kizzire,54.31,271,499
2017,0,46732,Rick Lamb,54.03,161,298
2017,0,25345,Carl Pettersson,53.91,241,447
2017,0,30944,Jason Kokrak,53.87,306,568
2017,0,31416,Derek Fathauer,53.78,270,502
2017,0,34213,Grayson Murray,53.77,314,584
2017,0,36699,Patrick Rodgers,53.63,244,455
2017,0,35879,Kelly Kraft,53.5,252,471
2017,0,20572,Rod Pampling,52.83,243,460
2017,0,25274,Steven Bowditch,51.96,239,460
2017,0,22986,Søren Kjeldsen,51.64,173,335
2017,0,35300,Andrew Loupe,50.27,189,376
2017,0,29485,Brett Stegmaier,50.11,228,455
2017,0,25818,Scott Piercy,49.88,200,401
2017,0,28307,Matt Every,48.01,241,502
2016,0,6527,Steve Stricker,66.01,233,353
2016,0,23800,Bryce Molder,65.38,355,543
2016,0,20472,Alex Cejka,65.03,251,386
2016,0,1810,Phil Mickelson,64.32,283,440
2016,0,22371,Aaron Baddeley,64.3,380,591
2016,0,23983,Luke Donald,64.15,331,516
2016,0,8075,Jerry Kelly,64.04,292,456
2016,0,34360,Patrick Reed,63.97,403,630
2016,0,34046,Jordan Spieth,63.93,319,499
2016,0,25349,Tim Wilkinson,63.66,275,432
2016,0,28475,Jeff Overton,63.59,269,423
2016,0,24924,Bill Haas,63.3,307,485
2016,0,34262,Jon Curran,63.28,417,659
2016,0,20098,Stuart Appleby,63.26,303,479
2016,0,26476,Chez Reavie,62.75,310,494
2016,0,40058,Zac Blair,62.73,404,644
2016,0,30926,Chris Kirk,62.73,345,550
2016,0,27649,Brandt Snedeker,62.73,345,550
2016,0,34261,Scott Langley,62.35,255,409
2016,0,37455,Si Woo Kim,62.32,430,690
2016,0,12510,Chad Campbell,62.21,321,516
2016,0,32102,Rickie Fowler,62.21,265,426
2016,0,31560,Brian Stuard,62.16,271,436
2016,0,24024,Zach Johnson,62.11,341,549
2016,0,34174,John Huh,62.09,321,517
2016,0,28089,Jason Day,61.92,252,407
2016,0,30711,Colt Knost,61.9,333,538
2016,0,33122,Russell Knox,61.86,300,485
2016,0,33410,Andrew Landry,61.86,193,312
2016,0,20572,Rod Pampling,61.73,200,324
2016,0,23541,Ben Crane,61.65,307,498
2016,0,29222,Billy Hurley III,61.63,273,443
2016,0,24357,K.J. Choi,61.54,280,455
2016,0,23108,Matt Kuchar,61.51,342,556
2016,0,30927,Brendon Todd,61.46,319,519
2016,0,25364,Paul Casey,61.44,239,389
2016,0,29461,Jamie Lovemark,61.44,349,568
2016,0,27644,Brian Harman,61.4,404,658
2016,0,39975,Michael Kim,61.25,392,640
2016,0,26758,David Hearn,61.14,332,543
2016,0,34098,Russell Henley,61.06,265,434
2016,0,27895,Jonas Blixt,61.05,326,534
2016,0,2206,David Toms,61.04,235,385
2016,0,21961,Charles Howell III,60.88,319,524
2016,0,27129,Luke List,60.88,277,455
2016,0,32839,Hideki Matsuyama,60.86,255,419
2016,0,28132,Tyrone Van Aswegen,60.84,393,646
2016,0,31202,William McGirt,60.76,350,576
2016,0,33418,Shawn Stefani,60.57,318,525
2016,0,35539,Luke Guthrie,60.55,221,365
2016,0,25720,Chad Collins,60.53,299,494
2016,0,37273,Derek Ernst,60.52,210,347
2016,0,25198,Francesco Molinari,60.4,244,404
2016,0,25892,Steve Wheatcroft,60.36,335,555
2016,0,21878,Mark Wilson,60.36,236,391
2016,0,26851,Marc Leishman,60.34,324,537
2016,0,30163,Henrik Norlander,60.31,231,383
2016,0,21731,Freddie Jacobson,60.29,328,544
2016,0,20157,Retief Goosen,60.16,222,369
2016,0,31323,Gary Woodland,60.16,308,512
2016,0,26596,Ryan Moore,60.12,300,499
2016,0,32200,Roberto Castro,60.11,324,539
2016,0,34099,Harris English,60.1,369,614
2016,0,20766,Padraig Harrington,60.0,216,360
2016,0,36801,Mark Hubbard,59.97,382,637
2016,0,24846,Ricky Barnes,59.86,343,573
2016,0,10213,Dicky Pride,59.79,223,373
2016,0,27974,Sung Kang,59.74,325,544
2016,0,26331,Charl Schwartzel,59.64,235,394
2016,0,30925,Dustin Johnson,59.58,283,475
2016,0,34409,David Lingmerth,59.57,305,512
2016,0,27942,Rob Oppenheim,59.56,246,413
2016,0,27770,Camilo Villegas,59.55,321,539
2016,0,24502,Adam Scott,59.5,238,400
2016,0,29221,Webb Simpson,59.42,246,414
2016,0,27466,Spencer Levin,59.41,360,606
2016,0,27747,Hiroshi Iwata,59.34,359,605
2016,0,25493,Nick Taylor,59.26,288,486
2016,0,32366,Kevin Chappell,59.15,333,563
2016,0,20645,John Senden,59.13,285,482
2016,0,31416,Derek Fathauer,59.1,380,643
2016,0,29974,Branden Grace,59.05,212,359
2016,0,29479,Scott Brown,59.03,327,554
2016,0,27064,Jhonattan Vegas,58.97,299,507
2016,0,31557,Jim Herman,58.96,339,575
2016,0,25572,Graeme McDowell,58.85,226,384
2016,0,34466,Peter Malnati,58.79,341,580
2016,0,28237,Rory McIlroy,58.7,199,339
2016,0,25396,Kevin Na,58.53,326,557
2016,0,32876,Martin Piller,58.47,214,366
2016,0,35532,Tom Hoge,58.46,304,520
2016,0,30944,Jason Kokrak,58.37,293,502
2016,0,27936,Martin Laird,58.37,265,454
2016,0,29268,Bronson Burgoon,58.33,280,480
2016,0,26289,Boo Weekley,58.33,280,480
2016,0,22892,Jason Gore,58.3,260,446
2016,0,33399,Adam Hadwin,58.27,331,568
2016,0,29485,Brett Stegmaier,58.27,296,508
2016,0,33461,Morgan Hoffmann,58.24,258,443
2016,0,34265,Will Wilcox,58.18,249,428
2016,0,36699,Patrick Rodgers,58.17,274,471
2016,0,22405,Justin Rose,58.1,208,358
2016,0,30692,Scott Stallings,58.08,248,427
2016,0,37454,Whee Kim,58.0,279,481
2016,0,29745,Tyler Aldridge,57.96,284,490
2016,0,29725,Tony Finau,57.96,346,597
2016,0,32640,Troy Merritt,57.93,296,511
2016,0,25240,D.A. Points,57.86,184,318
2016,0,26951,Johnson Wagner,57.81,274,474
2016,0,24140,Sean O'Hair,57.79,304,526
2016,0,12716,Charley Hoffman,57.75,324,561
2016,0,25632,Jimmy Walker,57.71,307,532
2016,0,21209,Sergio Garcia,57.66,158,274
2016,0,23320,Ryan Palmer,57.63,287,498
2016,0,35545,Blayne Barber,57.62,276,479
2016,0,32150,Michael Thompson,57.49,238,414
2016,0,25818,Scott Piercy,57.29,283,494
2016,0,29289,S.Y. Noh,57.25,296,517
2016,0,10809,Jim Furyk,57.24,170,297
2016,0,24912,Will MacKenzie,57.23,277,484
2016,0,25834,Daniel Summerhays,57.21,377,659
2016,0,29926,Danny Lee,57.19,334,584
2016,0,25900,Lucas Glover,57.18,219,383
2016,0,33419,Cameron Tringale,57.14,272,476
2016,0,28158,Steve Marino,56.97,237,416
2016,0,27963,Chris Stroud,56.96,274,481
2016,0,40026,Daniel Berger,56.95,295,518
2016,0,24494,Erik Compton,56.93,267,469
2016,0,29478,Kevin Kisner,56.88,335,589
2016,0,27141,J.B. Holmes,56.68,263,464
2016,0,45526,Abraham Ancer,56.67,187,330
2016,0,28679,Fabián Gómez,56.59,292,516
2016,0,29223,Sam Saunders,56.59,236,417
2016,0,37189,Harold Varner III,56.53,316,559
2016,0,6567,Vijay Singh,56.52,273,483
2016,0,23638,Brendon de Jonge,56.49,283,501
2016,0,23621,Rory Sabbatini,56.48,196,347
2016,0,31420,Anirban Lahiri,56.4,260,461
2016,0,25686,Jason Dufner,56.39,309,548
2016,0,26300,Matt Jones,56.26,292,519
2016,0,32757,Patton Kizzire,56.24,320,569
2016,0,22046,Geoff Ogilvy,56.22,217,386
2016,0,24461,Thomas Aiken,56.21,199,354
2016,0,24507,Jason Bohn,56.16,228,406
2016,0,35879,Kelly Kraft,56.07,194,346
2016,0,35732,Wes Roach,56.04,204,364
2016,0,29476,Kyle Reifers,55.95,362,647
2016,0,29720,Andres Gonzales,55.79,265,475
2016,0,34431,Robert Streb,55.77,285,511
2016,0,32448,James Hahn,55.72,302,542
2016,0,33448,Justin Thomas,55.56,330,594
2016,0,36689,Brooks Koepka,55.53,231,416
2016,0,35891,Cameron Smith,55.29,256,463
2016,0,24781,Hunter Mahan,55.26,226,409
2016,0,30110,Kyle Stanley,55.13,290,526
2016,0,20848,Ángel Cabrera,55.1,227,412
2016,0,31646,Emiliano Grillo,55.1,281,510
2016,0,34264,Hudson Swafford,54.97,321,584
2016,0,46440,Smylie Kaufman,54.87,293,534
2016,0,32618,Rhein Gibson,54.84,170,310
2016,0,33413,Ben Martin,54.84,289,527
2016,0,29518,Brendan Steele,54.76,259,473
2016,0,6522,Ernie Els,54.66,252,461
2016,0,23325,Vaughn Taylor,54.66,252,461
2016,0,33141,Keegan Bradley,54.57,245,449
2016,0,29420,Billy Horschel,54.55,222,407
2016,0,26329,Louis Oosthuizen,54.21,174,321
2016,0,34563,Chesson Hadley,54.05,267,494
2016,0,33204,Shane Lowry,53.91,186,345
2016,0,20229,Stewart Cink,53.54,174,325
2016,0,24490,George McNeill,53.5,176,329
2016,0,24358,Robert Garrigus,53.48,192,359
2016,0,23353,J.J. Henry,53.11,205,386
2016,0,27214,Kevin Streelman,52.97,241,455
2016,0,35300,Andrew Loupe,52.83,261,494
2016,0,25804,Bubba Watson,52.74,202,383
2016,0,20104,Ken Duke,52.53,208,396
2016,0,35451,Scott Pinckney,52.53,249,474
2016,0,27436,Graham DeLaet,52.39,197,376
2016,0,28114,Dawie van der Walt,52.03,218,419
2016,0,20691,Greg Owen,51.7,228,441
2016,0,10885,Robert Allenby,50.75,169,333
2016,0,28092,D.H. Lee,50.61,207,409
2016,0,33667,Carlos Ortiz,50.0,240,480
2016,0,25274,Steven Bowditch,49.14,286,582
2015,0,25720,Chad Collins,66.18,319,482
2015,0,28089,Jason Day,65.34,247,378
2015,0,25274,Steven Bowditch,65.19,442,678
2015,0,34046,Jordan Spieth,65.03,331,509
2015,0,24925,Jonathan Byrd,64.92,248,382
2015,0,40058,Zac Blair,64.81,418,645
2015,0,8075,Jerry Kelly,64.46,312,484
2015,0,34130,Sung Joon Park,64.42,315,489
2015,0,29221,Webb Simpson,64.38,291,452
2015,0,29222,Billy Hurley III,64.17,317,494
2015,0,31202,William McGirt,64.09,382,596
2015,0,2206,David Toms,63.96,236,369
2015,0,23108,Matt Kuchar,63.78,361,566
2015,0,35541,John Peterson,63.47,304,479
2015,0,27649,Brandt Snedeker,63.27,379,599
2015,0,24357,K.J. Choi,63.12,255,404
2015,0,23621,Rory Sabbatini,63.11,296,469
2015,0,10809,Jim Furyk,62.93,219,348
2015,0,25396,Kevin Na,62.87,381,606
2015,0,23800,Bryce Molder,62.85,340,541
2015,0,29478,Kevin Kisner,62.66,396,632
2015,0,30927,Brendon Todd,62.63,362,578
2015,0,34174,John Huh,62.6,400,639
2015,0,34265,Will Wilcox,62.55,167,267
2015,0,21528,Henrik Stenson,62.24,178,286
2015,0,25345,Carl Pettersson,62.18,439,706
2015,0,33419,Cameron Tringale,62.09,380,612
2015,0,34360,Patrick Reed,61.99,393,634
2015,0,23541,Ben Crane,61.98,238,384
2015,0,32839,Hideki Matsuyama,61.92,309,499
2015,0,24924,Bill Haas,61.9,299,483
2015,0,25804,Bubba Watson,61.89,229,370
2015,0,32640,Troy Merritt,61.83,371,600
2015,0,10860,Justin Leonard,61.8,254,411
2015,0,34262,Jon Curran,61.72,295,478
2015,0,34099,Harris English,61.65,373,605
2015,0,33448,Justin Thomas,61.55,365,593
2015,0,36801,Mark Hubbard,61.52,283,460
2015,0,20771,Steven Alker,61.5,222,361
2015,0,29476,Kyle Reifers,61.36,335,546
2015,0,26329,Louis Oosthuizen,61.3,217,354
2015,0,26300,Matt Jones,61.27,337,550
2015,0,34409,David Lingmerth,61.27,348,568
2015,0,24490,George McNeill,61.21,344,562
2015,0,28259,Sangmoon Bae,61.16,400,654
2015,0,23983,Luke Donald,61.14,269,440
2015,0,32102,Rickie Fowler,61.1,267,437
2015,0,22371,Aaron Baddeley,61.0,305,500
2015,0,24024,Zach Johnson,60.98,300,492
2015,0,6567,Vijay Singh,60.97,289,474
2015,0,24507,Jason Bohn,60.9,324,532
2015,0,29926,Danny Lee,60.86,451,741
2015,0,34358,Jonathan Randolph,60.8,273,449
2015,0,24138,Ian Poulter,60.76,240,395
2015,0,29479,Scott Brown,60.69,369,608
2015,0,23048,Eric Axley,60.68,233,384
2015,0,21753,Brian Davis,60.68,338,557
2015,0,25892,Steve Wheatcroft,60.68,321,529
2015,0,40026,Daniel Berger,60.66,330,544
2015,0,23320,Ryan Palmer,60.57,275,454
2015,0,24494,Erik Compton,60.53,345,570
2015,0,20472,Alex Cejka,60.39,343,568
2015,0,21878,Mark Wilson,60.37,297,492
2015,0,30926,Chris Kirk,60.3,281,466
2015,0,26596,Ryan Moore,60.25,294,488
2015,0,31560,Brian Stuard,60.23,371,616
2015,0,27936,Martin Laird,60.17,281,467
2015,0,29518,Brendan Steele,60.08,286,476
2015,0,24846,Ricky Barnes,60.0,333,555
2015,0,24361,Pat Perez,60.0,333,555
2015,0,33122,Russell Knox,59.92,302,504
2015,0,27963,Chris Stroud,59.92,311,519
2015,0,26289,Boo Weekley,59.91,275,459
2015,0,20691,Greg Owen,59.81,192,321
2015,0,25240,D.A. Points,59.78,269,450
2015,0,27466,Spencer Levin,59.75,331,554
2015,0,27644,Brian Harman,59.63,322,540
2015,0,24781,Hunter Mahan,59.6,301,505
2015,0,34431,Robert Streb,59.57,364,611
2015,0,35545,Blayne Barber,59.51,266,447
2015,0,25369,Jamie Donaldson,59.48,182,306
2015,0,26951,Johnson Wagner,59.47,226,380
2015,0,24140,Sean O'Hair,59.42,328,552
2015,0,1810,Phil Mickelson,59.38,288,485
2015,0,20157,Retief Goosen,59.35,311,524
2015,0,27141,J.B. Holmes,59.35,330,556
2015,0,32366,Kevin Chappell,59.32,312,526
2015,0,12510,Chad Campbell,59.31,325,548
2015,0,27064,Jhonattan Vegas,59.25,317,535
2015,0,39977,Max Homa,59.23,292,493
2015,0,23638,Brendon de Jonge,59.19,367,620
2015,0,33461,Morgan Hoffmann,59.16,352,595
2015,0,34261,Scott Langley,59.15,346,585
2015,0,22405,Justin Rose,59.14,207,350
2015,0,28486,Michael Putnam,59.08,270,457
2015,0,27770,Camilo Villegas,59.06,326,552
2015,0,30711,Colt Knost,58.93,297,504
2015,0,28475,Jeff Overton,58.8,334,568
2015,0,28500,Martin Flores,58.77,305,519
2015,0,12716,Charley Hoffman,58.74,336,572
2015,0,28679,Fabián Gómez,58.72,320,545
2015,0,20104,Ken Duke,58.71,337,574
2015,0,27095,Nick Watney,58.69,314,535
2015,0,27214,Kevin Streelman,58.66,298,508
2015,0,25818,Scott Piercy,58.63,316,539
2015,0,35532,Tom Hoge,58.59,283,483
2015,0,27895,Jonas Blixt,58.57,287,490
2015,0,32448,James Hahn,58.46,335,573
2015,0,21209,Sergio Garcia,58.41,191,327
2015,0,33399,Adam Hadwin,58.39,327,560
2015,0,25198,Francesco Molinari,58.33,161,276
2015,0,25349,Tim Wilkinson,58.33,280,480
2015,0,25493,Nick Taylor,58.32,340,583
2015,0,30944,Jason Kokrak,58.3,302,518
2015,0,33141,Keegan Bradley,58.25,286,491
2015,0,28132,Tyrone Van Aswegen,58.2,188,323
2015,0,20229,Stewart Cink,58.13,218,375
2015,0,31557,Jim Herman,58.02,246,424
2015,0,30925,Dustin Johnson,57.85,247,427
2015,0,25191,Gonzalo Fernandez-Castaño,57.8,289,500
2015,0,29223,Sam Saunders,57.79,293,507
2015,0,25834,Daniel Summerhays,57.76,361,625
2015,0,37454,Whee Kim,57.72,228,395
2015,0,25632,Jimmy Walker,57.71,303,525
2015,0,34563,Chesson Hadley,57.7,382,662
2015,0,29420,Billy Horschel,57.61,299,519
2015,0,35539,Luke Guthrie,57.57,308,535
2015,0,23548,Bill Lunde,57.53,149,259
2015,0,31416,Derek Fathauer,57.46,308,536
2015,0,34098,Russell Henley,57.43,286,498
2015,0,26758,David Hearn,57.42,321,559
2015,0,20593,Greg Chalmers,57.39,202,352
2015,0,27436,Graham DeLaet,57.34,207,361
2015,0,27933,John Merrick,57.31,247,431
2015,0,37273,Derek Ernst,57.24,245,428
2015,0,1706,Davis Love III,57.19,171,299
2015,0,20766,Padraig Harrington,57.01,240,421
2015,0,22293,Heath Slocum,56.9,202,355
2015,0,34256,Andrew Putnam,56.71,262,462
2015,0,25562,Andres Romero,56.7,258,455
2015,0,26851,Marc Leishman,56.67,242,427
2015,0,31323,Gary Woodland,56.66,251,443
2015,0,36689,Brooks Koepka,56.63,252,445
2015,0,6522,Ernie Els,56.59,206,364
2015,0,36699,Patrick Rodgers,56.47,179,317
2015,0,33418,Shawn Stefani,56.44,298,528
2015,0,30736,Oscar Fraustro,56.42,202,358
2015,0,22056,Cameron Percy,56.16,228,406
2015,0,29725,Tony Finau,56.15,347,618
2015,0,25364,Paul Casey,56.13,229,408
2015,0,21961,Charles Howell III,56.06,333,594
2015,0,26476,Chez Reavie,55.88,171,306
2015,0,28307,Matt Every,55.87,295,528
2015,0,23623,Bo Van Pelt,55.84,263,471
2015,0,35451,Scott Pinckney,55.75,286,513
2015,0,29535,Brice Garnett,55.65,251,451
2015,0,29720,Andres Gonzales,55.62,287,516
2015,0,33667,Carlos Ortiz,55.5,318,573
2015,0,30852,Ryo Ishikawa,55.45,295,532
2015,0,34264,Hudson Swafford,55.39,298,538
2015,0,32150,Michael Thompson,55.36,279,504
2015,0,25686,Jason Dufner,55.28,225,407
2015,0,20645,John Senden,55.2,244,442
2015,0,25900,Lucas Glover,55.0,231,420
2015,0,31193,Jim Renner,54.96,227,413
2015,0,29289,S.Y. Noh,54.89,219,399
2015,0,22892,Jason Gore,54.87,231,421
2015,0,26331,Charl Schwartzel,54.66,217,397
2015,0,32200,Roberto Castro,54.43,166,305
2015,0,23353,J.J. Henry,54.3,265,488
2015,0,30692,Scott Stallings,54.23,205,378
2015,0,28023,Byron Smith,54.22,167,308
2015,0,24502,Adam Scott,54.09,139,257
2015,0,33413,Ben Martin,54.04,274,507
2015,0,33486,Roger Sloan,53.62,185,345
2015,0,24358,Robert Garrigus,53.04,227,428
2015,0,30946,Alex Prugh,53.02,228,430
2015,0,20396,Lee Westwood,52.23,164,314
2015,0,28780,Nicholas Thompson,52.06,253,486
2015,0,10885,Robert Allenby,51.69,183,354
2015,0,22046,Geoff Ogilvy,51.56,149,289
2015,0,29425,Andrew Svoboda,51.08,261,511
2015,0,20848,Ángel Cabrera,50.45,169,335
2015,0,32334,Charlie Beljan,48.77,218,447
2014,0,10809,Jim Furyk,69.33,312,450
2014,0,21209,Sergio Garcia,66.67,218,327
2014,0,19846,Brian Gay,65.69,381,580
2014,0,25396,Kevin Na,65.16,389,597
2014,0,28089,Jason Day,64.95,202,311
2014,0,10860,Justin Leonard,64.56,368,570
2014,0,30927,Brendon Todd,63.57,445,700
2014,0,33122,Russell Knox,63.4,336,530
2014,0,30926,Chris Kirk,63.3,433,684
2014,0,25349,Tim Wilkinson,63.19,357,565
2014,0,27556,Ted Potter Jr.,62.76,268,427
2014,0,23108,Matt Kuchar,62.4,327,524
2014,0,34046,Jordan Spieth,62.39,413,662
2014,0,33141,Keegan Bradley,62.31,329,528
