YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2016,25,0,27747,Hiroshi Iwata,2.53,4,158,+0.50
2016,25,0,27770,Camilo Villegas,2.53,4,158,-0.25
2016,27,0,32448,James Hahn,2.47,4,162,+0.75
2016,27,0,30926,Chris Kirk,2.47,4,162,+1.00
2016,29,0,2206,David Toms,2.42,3,124,E
2016,30,0,34466,Peter Malnati,2.35,4,170,+0.50
2016,30,0,25396,Kevin Na,2.35,4,170,+0.25
2016,32,0,12510,Chad Campbell,2.33,4,172,+0.50
2016,32,0,29478,Kevin Kisner,2.33,4,172,+0.75
2016,34,0,33448,Justin Thomas,2.27,4,176,+0.50
2016,35,0,22371,Aaron Baddeley,2.25,4,178,-0.25
2016,35,0,31557,Jim Herman,2.25,4,178,E
2016,35,0,32757,Patton Kizzire,2.25,4,178,+0.75
2016,38,0,22892,Jason Gore,2.14,3,140,+0.33
2016,38,0,28114,Dawie van der Walt,2.14,3,140,+0.33
2016,40,0,36801,Mark Hubbard,2.06,4,194,-0.50
2016,41,0,23983,Luke Donald,2.05,3,146,E
2016,42,0,20572,Rod Pampling,2.0,2,100,E
2016,43,0,34098,Russell Henley,1.97,3,152,+0.33
2016,44,0,29720,Andres Gonzales,1.92,3,156,+0.33
2016,45,0,28679,Fabián Gómez,1.9,3,158,E
2016,46,0,35545,Blayne Barber,1.88,3,160,+0.33
2016,46,0,29518,Brendan Steele,1.88,3,160,+0.67
2016,48,0,29479,Scott Brown,1.79,3,168,+0.67
2016,48,0,29926,Danny Lee,1.79,3,168,-0.67
2016,50,0,37273,Derek Ernst,1.75,2,114,+0.50
2016,51,0,27974,Sung Kang,1.72,3,174,+0.33
2016,52,0,46440,Smylie Kaufman,1.7,3,176,E
2016,53,0,35879,Kelly Kraft,1.69,2,118,+1.00
2016,54,0,25572,Graeme McDowell,1.67,2,120,+1.00
2016,55,0,26758,David Hearn,1.65,3,182,+0.67
2016,56,0,24461,Thomas Aiken,1.61,2,124,E
2016,56,0,33399,Adam Hadwin,1.61,3,186,+0.33
2016,58,0,31416,Derek Fathauer,1.6,3,188,+0.33
2016,59,0,33461,Morgan Hoffmann,1.59,2,126,E
2016,59,0,34261,Scott Langley,1.59,2,126,+0.50
2016,61,0,28475,Jeff Overton,1.54,2,130,+0.50
2016,61,0,29223,Sam Saunders,1.54,2,130,-0.50
2016,61,0,34265,Will Wilcox,1.54,2,130,E
2016,64,0,23353,J.J. Henry,1.52,2,132,+0.50
2016,65,0,24507,Jason Bohn,1.49,2,134,E
2016,66,0,23541,Ben Crane,1.39,2,144,+0.50
2016,66,0,26300,Matt Jones,1.39,2,144,-1.00
2016,66,0,8075,Jerry Kelly,1.39,2,144,+1.00
2016,66,0,1810,Phil Mickelson,1.39,2,144,+1.00
2016,70,0,34409,David Lingmerth,1.37,2,146,E
2016,71,0,34563,Chesson Hadley,1.33,2,150,+1.00
2016,72,0,27895,Jonas Blixt,1.32,2,152,+1.00
2016,73,0,23638,Brendon de Jonge,1.3,2,154,E
2016,73,0,26596,Ryan Moore,1.3,2,154,-0.50
2016,73,0,20691,Greg Owen,1.3,2,154,+2.00
2016,76,0,37454,Whee Kim,1.28,2,156,+1.00
2016,76,0,27936,Martin Laird,1.28,2,156,+1.00
2016,76,0,23800,Bryce Molder,1.28,2,156,+1.50
2016,79,0,24912,Will MacKenzie,1.25,2,160,E
2016,80,0,29289,S.Y. Noh,1.23,2,162,E
2016,81,0,31323,Gary Woodland,1.2,2,166,E
2016,82,0,33413,Ben Martin,1.19,2,168,+1.50
2016,83,0,34174,John Huh,1.18,2,170,+0.50
2016,83,0,36699,Patrick Rodgers,1.18,2,170,+1.00
2016,83,0,29485,Brett Stegmaier,1.18,2,170,+0.50
2016,86,0,21209,Sergio Garcia,1.16,1,86,+1.00
2016,86,0,24024,Zach Johnson,1.16,2,172,-1.00
2016,86,0,26476,Chez Reavie,1.16,2,172,E
2016,89,0,33418,Shawn Stefani,1.15,2,174,E
2016,90,0,30944,Jason Kokrak,1.12,2,178,+0.50
2016,90,0,24140,Sean O'Hair,1.12,2,178,E
2016,90,0,30110,Kyle Stanley,1.12,2,178,E
2016,93,0,25834,Daniel Summerhays,1.1,2,182,+0.50
2016,94,0,45526,Abraham Ancer,1.04,1,96,+1.00
2016,94,0,39975,Michael Kim,1.04,2,192,+0.50
2016,94,0,27466,Spencer Levin,1.04,2,192,+0.50
2016,97,0,32200,Roberto Castro,1.03,2,194,+0.50
2016,98,0,31202,William McGirt,1.02,2,196,E
2016,99,0,20766,Padraig Harrington,1.0,1,100,E
2016,99,0,34264,Hudson Swafford,1.0,2,200,+1.00
2016,101,0,24490,George McNeill,0.98,1,102,-1.00
2016,102,0,32618,Rhein Gibson,0.93,1,108,E
2016,103,0,20229,Stewart Cink,0.88,1,114,E
2016,103,0,28092,D.H. Lee,0.88,1,114,+1.00
2016,103,0,24781,Hunter Mahan,0.88,1,114,+2.00
2016,106,0,28237,Rory McIlroy,0.86,1,116,-1.00
2016,107,0,22046,Geoff Ogilvy,0.85,1,118,E
2016,108,0,31420,Anirban Lahiri,0.82,1,122,+1.00
2016,109,0,30927,Brendon Todd,0.79,1,126,+1.00
2016,110,0,24358,Robert Garrigus,0.77,1,130,E
2016,111,0,25364,Paul Casey,0.76,1,132,E
2016,111,0,27436,Graham DeLaet,0.76,1,132,+1.00
2016,113,0,32839,Hideki Matsuyama,0.75,1,134,E
2016,113,0,30163,Henrik Norlander,0.75,1,134,+1.00
2016,115,0,32150,Michael Thompson,0.74,1,136,E
2016,116,0,28089,Jason Day,0.72,1,138,E
2016,117,0,29420,Billy Horschel,0.71,1,140,E
2016,118,0,33667,Carlos Ortiz,0.7,1,142,E
2016,119,0,6567,Vijay Singh,0.69,1,144,E
2016,120,0,25900,Lucas Glover,0.67,1,150,E
2016,120,0,25493,Nick Taylor,0.67,1,150,+1.00
2016,122,0,34431,Robert Streb,0.66,1,152,E
2016,123,0,33141,Keegan Bradley,0.64,1,156,E
2016,123,0,26851,Marc Leishman,0.64,1,156,+1.00
2016,125,0,27963,Chris Stroud,0.63,1,160,+2.00
2016,126,0,25892,Steve Wheatcroft,0.62,1,162,+1.00
2016,127,0,24924,Bill Haas,0.61,1,164,+1.00
2016,127,0,27214,Kevin Streelman,0.61,1,164,+1.00
2016,129,0,26289,Boo Weekley,0.6,1,166,+1.00
2016,130,0,23320,Ryan Palmer,0.58,1,172,E
2016,131,0,32366,Kevin Chappell,0.56,1,178,E
2016,131,0,34099,Harris English,0.56,1,178,+1.00
2016,131,0,27649,Brandt Snedeker,0.56,1,178,E
2016,134,0,40058,Zac Blair,0.55,1,182,E
2016,134,0,29725,Tony Finau,0.55,1,182,-1.00
2016,134,0,29461,Jamie Lovemark,0.55,1,182,E
2016,137,0,37189,Harold Varner III,0.54,1,184,E
2016,138,0,25686,Jason Dufner,0.51,1,196,+1.00
2016,139,0,28132,Tyrone Van Aswegen,0.49,1,204,E
2016,140,0,29476,Kyle Reifers,0.47,1,214,E
2016,141,0,37455,Si Woo Kim,0.46,1,218,+1.00
2016,142,0,20098,Stuart Appleby,0.0,0,138,E
2016,142,0,40026,Daniel Berger,0.0,0,162,E
2016,142,0,29268,Bronson Burgoon,0.0,0,158,E
2016,142,0,20848,Ángel Cabrera,0.0,0,124,E
2016,142,0,20104,Ken Duke,0.0,0,108,E
2016,142,0,6522,Ernie Els,0.0,0,124,E
2016,142,0,32102,Rickie Fowler,0.0,0,146,E
2016,142,0,20157,Retief Goosen,0.0,0,110,E
2016,142,0,29974,Branden Grace,0.0,0,104,E
2016,142,0,31646,Emiliano Grillo,0.0,0,172,E
2016,142,0,35539,Luke Guthrie,0.0,0,110,E
2016,142,0,27644,Brian Harman,0.0,0,200,E
2016,142,0,12716,Charley Hoffman,0.0,0,176,E
2016,142,0,35532,Tom Hoge,0.0,0,154,E
2016,142,0,27141,J.B. Holmes,0.0,0,148,E
2016,142,0,21961,Charles Howell III,0.0,0,174,E
2016,142,0,29222,Billy Hurley III,0.0,0,132,E
2016,142,0,30925,Dustin Johnson,0.0,0,156,E
2016,142,0,33122,Russell Knox,0.0,0,162,E
2016,142,0,36689,Brooks Koepka,0.0,0,140,E
2016,142,0,23108,Matt Kuchar,0.0,0,192,E
2016,142,0,33410,Andrew Landry,0.0,0,98,E
2016,142,0,27129,Luke List,0.0,0,154,E
2016,142,0,33204,Shane Lowry,0.0,0,100,E
2016,142,0,28158,Steve Marino,0.0,0,136,E
2016,142,0,32640,Troy Merritt,0.0,0,146,E
2016,142,0,25198,Francesco Molinari,0.0,0,128,E
2016,142,0,25818,Scott Piercy,0.0,0,152,E
2016,142,0,35451,Scott Pinckney,0.0,0,162,E
2016,142,0,34360,Patrick Reed,0.0,0,186,E
2016,142,0,35732,Wes Roach,0.0,0,110,E
2016,142,0,22405,Justin Rose,0.0,0,124,E
2016,142,0,26331,Charl Schwartzel,0.0,0,132,E
2016,142,0,24502,Adam Scott,0.0,0,136,E
2016,142,0,20645,John Senden,0.0,0,164,E
2016,142,0,35891,Cameron Smith,0.0,0,122,E
2016,142,0,34046,Jordan Spieth,0.0,0,144,E
2016,142,0,30692,Scott Stallings,0.0,0,140,E
2016,142,0,31560,Brian Stuard,0.0,0,132,E
2016,142,0,23325,Vaughn Taylor,0.0,0,144,E
2016,142,0,33419,Cameron Tringale,0.0,0,146,E
2016,142,0,27064,Jhonattan Vegas,0.0,0,186,E
2016,142,0,26951,Johnson Wagner,0.0,0,172,E
2016,142,0,25804,Bubba Watson,0.0,0,130,E
2015,1,0,24846,Ricky Barnes,6.85,10,146,+0.60
2015,2,0,34262,Jon Curran,5.92,9,152,E
2015,3,0,25396,Kevin Na,5.75,10,174,+0.30
2015,4,0,29222,Billy Hurley III,4.79,7,146,+0.43
2015,5,0,31193,Jim Renner,4.62,6,130,+1.33
2015,6,0,25349,Tim Wilkinson,4.55,6,132,+0.83
2015,7,0,36801,Mark Hubbard,4.05,6,148,+0.50
2015,8,0,34256,Andrew Putnam,3.97,5,126,+1.00
2015,9,0,30692,Scott Stallings,3.85,4,104,+1.75
2015,10,0,23983,Luke Donald,3.73,5,134,+0.20
2015,11,0,23541,Ben Crane,3.51,4,114,+0.50
2015,12,0,32200,Roberto Castro,3.41,3,88,+1.00
2015,12,0,31560,Brian Stuard,3.41,6,176,+0.33
2015,14,0,25720,Chad Collins,3.29,5,152,+0.40
2015,15,0,10860,Justin Leonard,3.28,4,122,E
2015,16,0,25686,Jason Dufner,3.23,4,124,+0.25
2015,17,0,12510,Chad Campbell,3.13,6,192,E
2015,17,0,10809,Jim Furyk,3.13,4,128,-0.25
2015,17,0,27963,Chris Stroud,3.13,5,160,+0.20
2015,20,0,24024,Zach Johnson,2.98,5,168,-0.20
2015,21,0,40058,Zac Blair,2.97,6,202,+0.83
2015,22,0,21878,Mark Wilson,2.94,5,170,+0.60
2015,23,0,25198,Francesco Molinari,2.83,3,106,+0.33
2015,24,0,29476,Kyle Reifers,2.81,5,178,E
2015,25,0,10885,Robert Allenby,2.78,3,108,+0.33
2015,25,0,28023,Byron Smith,2.78,3,108,+1.00
2015,27,0,26300,Matt Jones,2.67,4,150,E
2015,28,0,23623,Bo Van Pelt,2.6,4,154,+0.75
2015,29,0,25834,Daniel Summerhays,2.48,5,202,+0.60
2015,30,0,25892,Steve Wheatcroft,2.47,4,162,+0.25
2015,31,0,32366,Kevin Chappell,2.44,4,164,E
2015,32,0,28307,Matt Every,2.42,3,124,+1.33
2015,33,0,29478,Kevin Kisner,2.4,5,208,E
2015,34,0,20104,Ken Duke,2.33,4,172,+0.25
2015,35,0,22056,Cameron Percy,2.24,3,134,+0.67
2015,36,0,24361,Pat Perez,2.17,4,184,+0.75
2015,37,0,26596,Ryan Moore,2.14,3,140,E
2015,38,0,40026,Daniel Berger,2.13,4,188,+0.75
2015,39,0,27933,John Merrick,2.11,3,142,+0.33
2015,40,0,21209,Sergio Garcia,2.08,2,96,+1.00
2015,41,0,20157,Retief Goosen,2.05,3,146,+0.67
2015,42,0,8075,Jerry Kelly,1.97,3,152,E
2015,43,0,29425,Andrew Svoboda,1.95,3,154,+0.33
2015,44,0,31202,William McGirt,1.94,4,206,+0.25
2015,45,0,21753,Brian Davis,1.92,3,156,E
2015,45,0,35532,Tom Hoge,1.92,3,156,+0.67
2015,45,0,29221,Webb Simpson,1.92,3,156,E
2015,45,0,32150,Michael Thompson,1.92,3,156,+1.33
2015,49,0,28780,Nicholas Thompson,1.9,3,158,+1.00
2015,50,0,20848,Ángel Cabrera,1.89,2,106,+0.50
2015,50,0,30736,Oscar Fraustro,1.89,2,106,+0.50
2015,52,0,33461,Morgan Hoffmann,1.88,3,160,+1.00
2015,53,0,23048,Eric Axley,1.85,2,108,E
2015,54,0,28679,Fabián Gómez,1.83,3,164,+1.33
2015,55,0,26476,Chez Reavie,1.82,2,110,-0.50
2015,56,0,24494,Erik Compton,1.81,3,166,+0.67
2015,57,0,30852,Ryo Ishikawa,1.79,3,168,+1.33
2015,57,0,23800,Bryce Molder,1.79,3,168,+0.33
2015,59,0,29720,Andres Gonzales,1.76,3,170,E
2015,59,0,34409,David Lingmerth,1.76,3,170,E
2015,59,0,35451,Scott Pinckney,1.76,3,170,+1.00
2015,62,0,24357,K.J. Choi,1.72,2,116,E
2015,62,0,2206,David Toms,1.72,2,116,+1.00
2015,64,0,28500,Martin Flores,1.7,3,176,+0.67
2015,64,0,27649,Brandt Snedeker,1.7,3,176,+1.00
2015,64,0,30927,Brendon Todd,1.7,3,176,E
2015,67,0,20771,Steven Alker,1.69,2,118,E
2015,68,0,33399,Adam Hadwin,1.67,3,180,+0.67
2015,68,0,20766,Padraig Harrington,1.67,2,120,-0.50
2015,70,0,34261,Scott Langley,1.65,3,182,-0.33
2015,71,0,26851,Marc Leishman,1.64,2,122,+1.00
2015,71,0,29289,S.Y. Noh,1.64,2,122,+1.00
2015,71,0,24138,Ian Poulter,1.64,2,122,+0.50
2015,74,0,20472,Alex Cejka,1.63,3,184,+1.00
2015,74,0,34264,Hudson Swafford,1.63,3,184,+0.67
2015,76,0,24490,George McNeill,1.61,3,186,+0.33
2015,77,0,27466,Spencer Levin,1.6,3,188,+1.00
2015,78,0,24507,Jason Bohn,1.58,3,190,+0.33
2015,79,0,25804,Bubba Watson,1.56,2,128,+1.00
2015,80,0,26758,David Hearn,1.55,3,194,E
2015,81,0,34174,John Huh,1.53,3,196,+1.67
2015,82,0,34099,Harris English,1.52,3,198,+0.67
2015,83,0,32334,Charlie Beljan,1.49,2,134,E
2015,83,0,37454,Whee Kim,1.49,2,134,+0.50
2015,85,0,25345,Carl Pettersson,1.46,3,206,+1.00
2015,86,0,25240,D.A. Points,1.45,2,138,E
2015,87,0,23320,Ryan Palmer,1.43,2,140,+0.50
2015,88,0,34130,Sung Joon Park,1.35,2,148,+0.50
2015,89,0,35539,Luke Guthrie,1.33,2,150,+0.50
2015,89,0,29926,Danny Lee,1.33,3,226,+1.00
2015,91,0,27141,J.B. Holmes,1.3,2,154,+2.00
2015,91,0,24781,Hunter Mahan,1.3,2,154,+0.50
2015,93,0,25900,Lucas Glover,1.27,2,158,+0.50
2015,93,0,28486,Michael Putnam,1.27,2,158,E
2015,95,0,30711,Colt Knost,1.2,2,166,+0.50
2015,95,0,27770,Camilo Villegas,1.2,2,166,+2.00
2015,97,0,25369,Jamie Donaldson,1.16,1,86,E
2015,98,0,30944,Jason Kokrak,1.14,2,176,+0.50
2015,98,0,27095,Nick Watney,1.14,2,176,+1.00
2015,100,0,23548,Bill Lunde,1.11,1,90,E
2015,101,0,23108,Matt Kuchar,1.1,2,182,E
2015,101,0,25493,Nick Taylor,1.1,2,182,E
2015,103,0,34360,Patrick Reed,1.09,2,184,E
2015,104,0,20593,Greg Chalmers,1.06,1,94,+1.00
2015,104,0,22046,Geoff Ogilvy,1.06,1,94,E
2015,106,0,25274,Steven Bowditch,1.04,2,192,+1.50
2015,106,0,33122,Russell Knox,1.04,2,192,+1.00
2015,106,0,22293,Heath Slocum,1.04,1,96,+1.00
2015,109,0,33486,Roger Sloan,0.98,1,102,+2.00
2015,110,0,29725,Tony Finau,0.97,2,206,+1.00
2015,110,0,33448,Justin Thomas,0.97,2,206,+1.50
2015,112,0,21961,Charles Howell III,0.96,2,208,E
2015,113,0,28132,Tyrone Van Aswegen,0.94,1,106,+1.00
2015,114,0,20691,Greg Owen,0.91,1,110,-1.00
2015,115,0,24925,Jonathan Byrd,0.86,1,116,E
2015,116,0,27895,Jonas Blixt,0.79,1,126,E
2015,116,0,31323,Gary Woodland,0.79,1,126,E
2015,118,0,24358,Robert Garrigus,0.78,1,128,E
2015,119,0,25562,Andres Romero,0.77,1,130,+1.00
2015,120,0,34358,Jonathan Randolph,0.75,1,134,E
2015,120,0,26951,Johnson Wagner,0.75,1,134,+1.00
2015,122,0,32102,Rickie Fowler,0.74,1,136,+1.00
2015,123,0,30926,Chris Kirk,0.72,1,138,E
2015,124,0,1810,Phil Mickelson,0.71,1,140,-1.00
2015,125,0,22371,Aaron Baddeley,0.68,1,146,-1.00
2015,125,0,35545,Blayne Barber,0.68,1,148,+1.00
2015,125,0,20229,Stewart Cink,0.68,1,146,+1.00
2015,125,0,25191,Gonzalo Fernandez-Castaño,0.68,1,148,-1.00
2015,125,0,39977,Max Homa,0.68,1,146,E
2015,130,0,29535,Brice Garnett,0.67,1,150,+2.00
2015,131,0,31416,Derek Fathauer,0.66,1,152,+2.00
2015,131,0,27936,Martin Laird,0.66,1,152,+2.00
2015,133,0,33141,Keegan Bradley,0.65,1,154,+2.00
2015,134,0,25364,Paul Casey,0.64,1,156,E
2015,135,0,30946,Alex Prugh,0.63,1,158,+1.00
2015,135,0,25632,Jimmy Walker,0.63,1,158,+2.00
2015,137,0,32839,Hideki Matsuyama,0.6,1,166,+1.00
2015,137,0,35541,John Peterson,0.6,1,168,E
2015,139,0,31557,Jim Herman,0.58,1,172,+1.00
2015,139,0,24140,Sean O'Hair,0.58,1,172,E
2015,141,0,32448,James Hahn,0.57,1,174,-1.00
2015,141,0,27644,Brian Harman,0.57,1,174,+1.00
2015,141,0,29420,Billy Horschel,0.57,1,176,E
2015,141,0,32640,Troy Merritt,0.57,1,174,E
2015,145,0,33413,Ben Martin,0.56,1,180,E
2015,145,0,25818,Scott Piercy,0.56,1,180,+1.00
2015,147,0,12716,Charley Hoffman,0.55,1,182,E
2015,148,0,28259,Sangmoon Bae,0.54,1,186,+1.00
2015,149,0,34563,Chesson Hadley,0.52,1,194,+1.00
2015,149,0,33419,Cameron Tringale,0.52,1,192,E
2015,151,0,23638,Brendon de Jonge,0.51,1,198,+2.00
2015,152,0,34431,Robert Streb,0.45,1,220,+1.00
2015,153,0,29479,Scott Brown,0.0,0,188,E
2015,153,0,28089,Jason Day,0.0,0,144,E
2015,153,0,27436,Graham DeLaet,0.0,0,124,E
2015,153,0,6522,Ernie Els,0.0,0,106,E
2015,153,0,37273,Derek Ernst,0.0,0,136,E
2015,153,0,22892,Jason Gore,0.0,0,142,E
2015,153,0,24924,Bill Haas,0.0,0,164,E
2015,153,0,34098,Russell Henley,0.0,0,154,E
2015,153,0,23353,J.J. Henry,0.0,0,178,E
2015,153,0,30925,Dustin Johnson,0.0,0,138,E
2015,153,0,36689,Brooks Koepka,0.0,0,156,E
2015,153,0,1706,Davis Love III,0.0,0,94,E
2015,153,0,26329,Louis Oosthuizen,0.0,0,118,E
2015,153,0,33667,Carlos Ortiz,0.0,0,180,E
2015,153,0,28475,Jeff Overton,0.0,0,170,E
2015,153,0,36699,Patrick Rodgers,0.0,0,104,E
2015,153,0,22405,Justin Rose,0.0,0,124,E
2015,153,0,23621,Rory Sabbatini,0.0,0,148,E
2015,153,0,29223,Sam Saunders,0.0,0,156,E
2015,153,0,26331,Charl Schwartzel,0.0,0,106,E
2015,153,0,24502,Adam Scott,0.0,0,88,E
2015,153,0,20645,John Senden,0.0,0,128,E
2015,153,0,6567,Vijay Singh,0.0,0,150,E
2015,153,0,34046,Jordan Spieth,0.0,0,162,E
2015,153,0,29518,Brendan Steele,0.0,0,166,E
2015,153,0,33418,Shawn Stefani,0.0,0,188,E
2015,153,0,21528,Henrik Stenson,0.0,0,112,E
2015,153,0,27214,Kevin Streelman,0.0,0,166,E
2015,153,0,27064,Jhonattan Vegas,0.0,0,158,E
2015,153,0,26289,Boo Weekley,0.0,0,146,E
2015,153,0,20396,Lee Westwood,0.0,0,88,E
2015,153,0,34265,Will Wilcox,0.0,0,94,E
2014,1,0,10423,Mike Weir,6.56,8,122,+0.63
2014,2,0,23135,Tim Clark,5.07,7,138,+0.43
2014,3,0,20104,Ken Duke,5.0,7,140,+0.71
2014,3,0,28092,D.H. Lee,5.0,5,100,+0.60
2014,5,0,25720,Chad Collins,4.86,7,144,+0.71
2014,6,0,21753,Brian Davis,4.49,8,178,+0.38
2014,7,0,20098,Stuart Appleby,4.44,8,180,+0.25
2014,8,0,30852,Ryo Ishikawa,4.35,6,138,+0.50
2014,9,0,20593,Greg Chalmers,4.32,7,162,+0.71
2014,10,0,24663,Y.E. Yang,4.17,6,144,+0.83
2014,11,0,31202,William McGirt,3.65,7,192,+0.43
2014,12,0,10860,Justin Leonard,3.62,5,138,+0.60
2014,12,0,23800,Bryce Molder,3.62,5,138,+0.20
2014,14,0,23409,James Driscoll,3.52,5,142,+0.60
2014,14,0,19846,Brian Gay,3.52,5,142,+0.40
2014,16,0,27466,Spencer Levin,3.39,4,118,E
2014,17,0,35139,Richard Lee,3.38,5,148,+0.20
2014,18,0,21731,Freddie Jacobson,3.37,6,178,+0.50
2014,19,0,6522,Ernie Els,3.17,4,126,+0.50
2014,20,0,23541,Ben Crane,3.09,5,162,+0.60
2014,21,0,32839,Hideki Matsuyama,3.08,4,130,E
2014,22,0,20157,Retief Goosen,3.05,5,164,+0.60
2014,23,0,20498,Briny Baird,3.0,3,100,-0.33
2014,24,0,10809,Jim Furyk,2.94,4,136,+0.50
2014,25,0,1724,Jeff Maggert,2.88,3,104,E
2014,26,0,25191,Gonzalo Fernandez-Castaño,2.86,4,140,+0.25
2014,27,0,27649,Brandt Snedeker,2.82,4,142,-0.50
2014,28,0,32334,Charlie Beljan,2.78,4,144,+0.50
2014,29,0,28307,Matt Every,2.74,4,146,+0.25
2014,30,0,33122,Russell Knox,2.72,5,184,+0.20
2014,31,0,33413,Ben Martin,2.63,4,152,+0.75
2014,32,0,25562,Andres Romero,2.6,4,154,+0.25
2014,33,0,2206,David Toms,2.5,3,120,+0.33
2014,34,0,24507,Jason Bohn,2.47,4,162,+0.50
2014,35,0,32640,Troy Merritt,2.42,3,124,E
2014,36,0,25686,Jason Dufner,2.38,2,84,+0.50
2014,36,0,35732,Wes Roach,2.38,3,126,+0.67
2014,38,0,25396,Kevin Na,2.33,4,172,+0.50
2014,39,0,34261,Scott Langley,2.25,4,178,+0.25
2014,40,0,27556,Ted Potter Jr.,2.21,3,136,+1.33
2014,41,0,24357,K.J. Choi,2.14,3,140,+0.67
2014,42,0,26956,Bronson La'Cassie,2.13,2,94,-0.50
2014,43,0,34409,David Lingmerth,2.08,3,144,+1.00
2014,43,0,25572,Graeme McDowell,2.08,2,96,+0.50
2014,43,0,28475,Jeff Overton,2.08,3,144,+0.67
2014,46,0,23320,Ryan Palmer,2.0,3,150,+0.33
2014,46,0,30927,Brendon Todd,2.0,4,200,E
2014,48,0,34098,Russell Henley,1.92,3,156,E
2014,48,0,22378,Trevor Immelman,1.92,3,156,+0.67
2014,48,0,34360,Patrick Reed,1.92,3,156,E
2014,51,0,10885,Robert Allenby,1.9,3,158,-0.33
2014,51,0,30110,Kyle Stanley,1.9,3,158,E
2014,53,0,27141,J.B. Holmes,1.88,3,160,+0.67
2014,53,0,29926,Danny Lee,1.88,3,160,+0.67
2014,55,0,24494,Erik Compton,1.83,3,164,+1.33
2014,56,0,25240,D.A. Points,1.75,2,114,+0.50
2014,57,0,27936,Martin Laird,1.72,2,116,+1.00
2014,58,0,29535,Brice Garnett,1.7,3,176,+0.33
2014,59,0,7867,Woody Austin,1.69,2,118,-0.50
2014,59,0,20645,John Senden,1.69,3,178,+0.67
2014,61,0,27770,Camilo Villegas,1.65,3,182,E
2014,62,0,32200,Roberto Castro,1.56,2,128,E
2014,63,0,30944,Jason Kokrak,1.54,2,130,E
2014,64,0,33461,Morgan Hoffmann,1.52,3,198,+1.33
2014,64,0,26596,Ryan Moore,1.52,2,132,E
2014,64,0,32150,Michael Thompson,1.52,2,132,+0.50
2014,67,0,28486,Michael Putnam,1.47,3,204,+1.00
2014,68,0,34264,Hudson Swafford,1.45,2,138,+0.50
2014,69,0,33419,Cameron Tringale,1.43,3,210,+0.67
2014,70,0,28089,Jason Day,1.39,1,72,E
2014,70,0,1706,Davis Love III,1.39,2,144,+0.50
2014,72,0,24781,Hunter Mahan,1.33,2,150,E
2014,72,0,27933,John Merrick,1.33,2,150,E
2014,74,0,23108,Matt Kuchar,1.32,2,152,E
2014,74,0,29221,Webb Simpson,1.32,2,152,-0.50
2014,76,0,34174,John Huh,1.3,2,154,+2.00
2014,76,0,28780,Nicholas Thompson,1.3,2,154,E
2014,78,0,29222,Billy Hurley III,1.28,2,156,E
2014,78,0,28132,Tyrone Van Aswegen,1.28,2,156,+2.00
2014,80,0,29518,Brendan Steele,1.27,2,158,+0.50
2014,81,0,34099,Harris English,1.25,2,160,+1.50
2014,81,0,21209,Sergio Garcia,1.25,1,80,E
2014,83,0,27963,Chris Stroud,1.22,2,164,+0.50
2014,83,0,25349,Tim Wilkinson,1.22,2,164,E
2014,85,0,29478,Kevin Kisner,1.2,2,166,+0.50
2014,86,0,24024,Zach Johnson,1.16,2,172,E
2014,87,0,23353,J.J. Henry,1.15,2,174,+0.50
2014,88,0,23983,Luke Donald,1.14,1,88,E
2014,88,0,20396,Lee Westwood,1.14,1,88,E
2014,90,0,25274,Steven Bowditch,1.12,2,178,+1.50
2014,91,0,25345,Carl Pettersson,1.1,2,182,+1.00
2014,92,0,29479,Scott Brown,1.04,2,192,+0.50
2014,92,0,27408,Martin Kaymer,1.04,1,96,E
2014,94,0,25444,Justin Hicks,1.01,2,198,+0.50
2014,95,0,21961,Charles Howell III,0.98,2,204,+1.00
2014,96,0,22405,Justin Rose,0.96,1,104,+1.00
2014,97,0,12510,Chad Campbell,0.94,1,106,+1.00
2014,98,0,34021,Bud Cauley,0.89,1,112,E
2014,99,0,31193,Jim Renner,0.88,1,114,E
2014,100,0,33418,Shawn Stefani,0.86,1,116,+1.00
2014,101,0,27095,Nick Watney,0.85,1,118,E
2014,102,0,35541,John Peterson,0.83,1,120,-1.00
2014,103,0,35300,Andrew Loupe,0.82,1,122,+1.00
2014,104,0,22371,Aaron Baddeley,0.78,1,128,+1.00
2014,105,0,27436,Graham DeLaet,0.77,1,130,E
2014,105,0,26951,Johnson Wagner,0.77,1,130,+1.00
2014,107,0,30750,Tommy Gainey,0.72,1,138,-1.00
2014,107,0,22293,Heath Slocum,0.72,1,138,+1.00
2014,109,0,28259,Sangmoon Bae,0.71,1,140,+2.00
2014,109,0,26851,Marc Leishman,0.71,1,140,E
2014,109,0,20160,Charlie Wi,0.71,1,140,E
2014,112,0,22621,Ben Curtis,0.7,1,142,+1.00
2014,112,0,34431,Robert Streb,0.7,1,142,E
2014,112,0,23623,Bo Van Pelt,0.7,1,142,+4.00
2014,115,0,20229,Stewart Cink,0.67,1,150,+1.00
2014,115,0,27064,Jhonattan Vegas,0.67,1,150,E
2014,117,0,8075,Jerry Kelly,0.66,1,152,E
2014,117,0,25632,Jimmy Walker,0.66,1,152,E
2014,119,0,24490,George McNeill,0.65,1,154,-1.00
