YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2012,0,27963,Chris Stroud,40.48,68,168,-0.07
2012,0,34174,John Huh,40.32,75,186,E
2012,0,6036,Scott Dunlap,40.2,41,102,-0.07
2012,0,24507,Jason Bohn,40.14,57,142,-0.25
2012,0,29910,Blake Adams,40.0,76,190,-0.13
2012,0,29420,Billy Horschel,40.0,44,110,-0.23
2012,0,26331,Charl Schwartzel,40.0,32,80,-0.19
2012,0,25892,Steve Wheatcroft,40.0,40,100,+0.08
2012,0,6527,Steve Stricker,39.81,43,108,-0.07
2012,0,23638,Brendon de Jonge,39.72,85,214,-0.12
2012,0,27302,Garth Mulroy,39.62,42,106,-0.12
2012,0,24490,George McNeill,39.61,61,154,-0.10
2012,0,20691,Greg Owen,39.53,68,172,-0.26
2012,0,20574,Mathew Goggin,39.34,48,122,-0.13
2012,0,20070,Matt Bettencourt,39.29,55,140,-0.07
2012,0,28093,Miguel Angel Carballo,39.23,51,130,-0.14
2012,0,24494,Erik Compton,39.04,57,146,-0.12
2012,0,25345,Carl Pettersson,39.02,64,164,-0.09
2012,0,22371,Aaron Baddeley,38.79,45,116,-0.02
2012,0,26329,Louis Oosthuizen,38.78,38,98,-0.21
2012,0,25686,Jason Dufner,38.64,51,132,-0.12
2012,0,27060,John Mallinger,38.57,54,140,+0.07
2012,0,1706,Davis Love III,38.39,43,112,+0.12
2012,0,1116,Michael Bradley,38.14,45,118,-0.20
2012,0,27095,Nick Watney,38.13,61,160,+0.08
2012,0,27556,Ted Potter Jr.,38.06,51,134,-0.29
2012,0,34099,Harris English,37.77,71,188,-0.03
2012,0,24604,Hunter Haas,37.7,46,122,-0.09
2012,0,23718,Nathan Green,37.69,49,130,-0.22
2012,0,23788,D.J. Trahan,37.68,52,138,+0.06
2012,0,23548,Bill Lunde,37.67,55,146,-0.11
2012,0,26476,Chez Reavie,37.67,55,146,-0.16
2012,0,6567,Vijay Singh,37.65,64,170,-0.09
2012,0,24940,Edward Loar,37.25,38,102,+0.11
2012,0,12716,Charley Hoffman,37.21,64,172,-0.11
2012,0,26289,Boo Weekley,37.12,49,132,E
2012,0,21753,Brian Davis,37.06,63,170,-0.21
2012,0,23353,J.J. Henry,37.04,60,162,-0.10
2012,0,10213,Dicky Pride,37.04,40,108,-0.05
2012,0,23135,Tim Clark,37.0,37,100,-0.03
2012,0,12510,Chad Campbell,36.88,59,160,-0.10
2012,0,26287,Roland Thatcher,36.73,36,98,+0.19
2012,0,1320,Bob Estes,36.43,51,140,-0.12
2012,0,30927,Brendon Todd,36.43,51,140,-0.06
2012,0,23903,Stephen Gangluff,36.27,37,102,+0.03
2012,0,28307,Matt Every,36.11,52,144,-0.12
2012,0,32366,Kevin Chappell,36.08,57,158,-0.07
2012,0,27466,Spencer Levin,36.0,54,150,-0.11
2012,0,22913,John Rollins,36.0,54,150,-0.07
2012,0,23204,Gary Christian,35.88,61,170,-0.20
2012,0,28259,Sangmoon Bae,35.71,45,126,+0.07
2012,0,25834,Daniel Summerhays,35.71,55,154,-0.18
2012,0,33122,Russell Knox,35.61,47,132,-0.23
2012,0,27120,Troy Matteson,35.56,64,180,+0.17
2012,0,1724,Jeff Maggert,35.54,59,166,-0.02
2012,0,29289,S.Y. Noh,35.48,66,186,-0.09
2012,0,22293,Heath Slocum,35.29,60,170,-0.20
2012,0,26851,Marc Leishman,35.26,55,156,-0.29
2012,0,28500,Martin Flores,35.16,64,182,-0.03
2012,0,23800,Bryce Molder,35.06,54,154,-0.17
2012,0,27770,Camilo Villegas,35.06,54,154,-0.09
2012,0,24663,Y.E. Yang,35.0,35,100,-0.11
2012,0,6573,Brandt Jobe,34.91,37,106,+0.11
2012,0,20104,Ken Duke,34.9,67,192,-0.12
2012,0,21528,Henrik Stenson,34.88,30,86,-0.03
2012,0,20593,Greg Chalmers,34.81,55,158,-0.16
2012,0,29476,Kyle Reifers,34.76,57,164,-0.09
2012,0,11123,Chris Couch,34.75,41,118,-0.15
2012,0,22961,David Mathis,34.67,52,150,-0.10
2012,0,20229,Stewart Cink,34.21,39,114,-0.13
2012,0,29479,Scott Brown,33.9,40,118,E
2012,0,27797,Derek Lamely,33.87,42,124,+0.12
2012,0,27330,Josh Teater,33.87,63,186,-0.02
2012,0,22378,Trevor Immelman,33.59,43,128,E
2012,0,33141,Keegan Bradley,33.33,48,144,-0.13
2012,0,24024,Zach Johnson,33.33,52,156,-0.12
2012,0,25396,Kevin Na,33.33,46,138,-0.15
2012,0,8075,Jerry Kelly,33.13,53,160,-0.21
2012,0,29518,Brendan Steele,33.1,47,142,-0.17
2012,0,25457,Alexandre Rocha,33.04,37,112,-0.05
2012,0,20848,Ángel Cabrera,32.89,25,76,+0.16
2012,0,28087,Kris Blanks,32.81,42,128,-0.24
2012,0,22621,Ben Curtis,32.69,34,104,-0.21
2012,0,30944,Jason Kokrak,32.67,49,150,-0.02
2012,0,26300,Matt Jones,32.65,32,98,+0.03
2012,0,21961,Charles Howell III,32.56,56,172,-0.07
2012,0,23983,Luke Donald,32.29,31,96,-0.23
2012,0,24357,K.J. Choi,32.14,36,112,-0.11
2012,0,21805,Harrison Frazar,31.73,33,104,-0.03
2012,0,1249,John Daly,31.58,24,76,+0.04
2012,0,30852,Ryo Ishikawa,31.58,24,76,+0.17
2012,0,35139,Richard Lee,31.54,41,130,-0.12
2012,0,25632,Jimmy Walker,31.44,61,194,+0.08
2012,0,27436,Graham DeLaet,31.33,47,150,+0.06
2012,0,27064,Jhonattan Vegas,31.33,47,150,E
2012,0,12652,Cameron Beckman,31.17,48,154,-0.15
2012,0,28308,Troy Kelly,30.83,37,120,-0.11
2012,0,21878,Mark Wilson,30.71,43,140,-0.09
2012,0,8793,Tiger Woods,30.39,31,102,-0.06
2012,0,23320,Ryan Palmer,29.87,46,154,-0.07
2012,0,6251,Chris DiMarco,29.75,47,158,-0.06
2012,0,32698,Bobby Gates,29.52,49,166,-0.06
2012,0,24140,Sean O'Hair,29.38,47,160,-0.11
2012,0,2206,David Toms,29.35,27,92,-0.19
2012,0,22548,Patrick Sheehan,28.85,30,104,-0.17
2012,0,20623,Gavin Coles,28.79,38,132,-0.24
2012,0,29222,Billy Hurley III,28.79,38,132,-0.08
2012,0,30692,Scott Stallings,28.47,41,144,-0.05
2012,0,31323,Gary Woodland,27.68,31,112,-0.03
2012,0,19846,Brian Gay,27.59,48,174,-0.25
2012,0,20850,Daniel Chopra,27.55,27,98,+0.15
2012,0,25818,Scott Piercy,27.53,49,178,-0.10
2012,0,10860,Justin Leonard,27.4,40,146,-0.33
2012,0,24502,Adam Scott,27.38,23,84,+0.04
2012,0,6004,Stephen Ames,27.17,25,92,-0.16
2012,0,23542,Tommy Biershenk,26.52,35,132,-0.29
2012,0,21350,Ryuji Imada,26.32,40,152,+0.05
2012,0,27936,Martin Laird,26.27,31,118,+0.16
2012,0,30711,Colt Knost,26.0,39,150,-0.13
2012,0,33120,Mark Anderson,25.36,35,138,-0.06
2012,0,28237,Rory McIlroy,25.0,20,80,-0.10
2012,0,27141,J.B. Holmes,24.39,40,164,+0.08
2012,0,22348,Nick O'Hern,24.32,36,148,-0.06
2012,0,28089,Jason Day,23.96,23,96,-0.09
2012,0,32334,Charlie Beljan,23.58,25,106,-0.08
2012,0,24358,Robert Garrigus,20.37,33,162,-0.15
2012,0,30925,Dustin Johnson,20.18,23,114,+0.09
2012,0,1941,Tom Pernice Jr.,19.83,23,116,-0.09
2012,0,30110,Kyle Stanley,19.59,29,148,-0.10
2012,0,25804,Bubba Watson,11.54,12,104,+0.08
2011,0,28158,Steve Marino,50.0,70,140,-0.20
2011,0,23983,Luke Donald,49.12,56,114,-0.32
2011,0,6567,Vijay Singh,48.05,74,154,-0.11
2011,0,32150,Michael Thompson,47.95,70,146,-0.06
2011,0,24357,K.J. Choi,47.69,62,130,-0.15
2011,0,27963,Chris Stroud,47.62,80,168,-0.15
2011,0,26289,Boo Weekley,47.58,59,124,-0.15
2011,0,20645,John Senden,46.11,83,180,-0.13
2011,0,26668,Marc Turnesa,46.0,46,100,-0.13
2011,0,29718,Anthony Kim,45.9,56,122,-0.09
2011,0,24846,Ricky Barnes,45.71,64,140,+0.05
2011,0,6527,Steve Stricker,45.61,52,114,-0.35
2011,0,8725,Tom Gillis,45.45,50,110,+0.08
2011,0,21731,Freddie Jacobson,45.39,69,152,E
2011,0,32640,Troy Merritt,45.08,55,122,-0.09
2011,0,25345,Carl Pettersson,45.05,82,182,-0.11
2011,0,26476,Chez Reavie,44.89,79,176,-0.03
2011,0,23108,Matt Kuchar,44.87,70,156,-0.27
2011,0,10885,Robert Allenby,44.67,67,150,-0.09
2011,0,6004,Stephen Ames,44.62,58,130,-0.16
2011,0,21878,Mark Wilson,44.3,70,158,-0.21
2011,0,20157,Retief Goosen,44.05,37,84,-0.19
2011,0,23621,Rory Sabbatini,43.66,62,142,-0.24
2011,0,25572,Graeme McDowell,43.59,34,78,-0.12
2011,0,10585,Scott McCarron,43.44,53,122,-0.08
2011,0,23409,James Driscoll,43.08,56,130,+0.07
2011,0,25900,Lucas Glover,42.97,55,128,+0.05
2011,0,33419,Cameron Tringale,42.92,91,212,-0.08
2011,0,24781,Hunter Mahan,42.77,71,166,-0.20
2011,0,12716,Charley Hoffman,42.68,70,164,+0.03
2011,0,12782,Tim Herron,42.59,69,162,-0.09
2011,0,23541,Ben Crane,42.54,57,134,-0.07
2011,0,29518,Brendan Steele,42.53,74,174,-0.14
2011,0,24290,D.J. Brigman,42.37,50,118,-0.02
2011,0,26596,Ryan Moore,42.31,55,130,-0.16
2011,0,21350,Ryuji Imada,42.17,70,166,-0.13
2011,0,20160,Charlie Wi,42.17,70,166,-0.09
2011,0,24361,Pat Perez,42.11,64,152,-0.17
2011,0,25686,Jason Dufner,41.89,62,148,-0.10
2011,0,6522,Ernie Els,41.8,51,122,-0.20
2011,0,27770,Camilo Villegas,41.67,50,120,-0.04
2011,0,27214,Kevin Streelman,41.46,68,164,-0.25
2011,0,22046,Geoff Ogilvy,41.38,48,116,-0.17
2011,0,23325,Vaughn Taylor,41.01,73,178,-0.07
2011,0,30750,Tommy Gainey,41.0,82,200,E
2011,0,24925,Jonathan Byrd,40.79,62,152,-0.08
2011,0,10809,Jim Furyk,40.79,62,152,-0.10
2011,0,27649,Brandt Snedeker,40.67,61,150,-0.11
2011,0,12510,Chad Campbell,40.66,74,182,-0.03
2011,0,24924,Bill Haas,40.63,65,160,-0.28
2011,0,26679,Kevin Stadler,40.63,65,160,-0.09
2011,0,6621,Joe Durant,40.58,56,138,-0.16
2011,0,23614,Rich Beem,40.57,43,106,+0.05
2011,0,26881,Jarrod Lyle,40.51,64,158,-0.19
2011,0,26287,Roland Thatcher,40.3,54,134,-0.11
2011,0,32102,Rickie Fowler,40.14,57,142,-0.09
2011,0,23638,Brendon de Jonge,40.1,81,202,+0.05
2011,0,20070,Matt Bettencourt,39.88,67,168,-0.06
2011,0,21961,Charles Howell III,39.5,79,200,-0.20
2011,0,28087,Kris Blanks,39.44,71,180,-0.10
2011,0,29478,Kevin Kisner,39.06,50,128,-0.02
2011,0,20572,Rod Pampling,39.06,50,128,-0.16
2011,0,27466,Spencer Levin,39.05,82,210,-0.10
2011,0,8537,J.P. Hayes,38.89,42,108,-0.12
2011,0,8375,Paul Stankowski,38.89,56,144,-0.20
2011,0,25240,D.A. Points,38.82,66,170,-0.23
2011,0,12652,Cameron Beckman,38.81,52,134,-0.08
2011,0,22405,Justin Rose,38.81,52,134,-0.27
2011,0,21407,Arjun Atwal,38.76,69,178,-0.10
2011,0,25457,Alexandre Rocha,38.68,41,106,-0.10
2011,0,23548,Bill Lunde,38.64,68,176,-0.12
2011,0,31193,Jim Renner,38.6,44,114,E
2011,0,1116,Michael Bradley,38.57,54,140,-0.19
2011,0,1948,Tim Petrovic,38.55,64,166,E
2011,0,22913,John Rollins,38.55,64,166,-0.06
2011,0,31401,Zack Miller,38.41,63,164,-0.02
2011,0,31202,William McGirt,38.38,76,198,-0.07
2011,0,24138,Ian Poulter,38.37,33,86,-0.24
2011,0,21753,Brian Davis,38.35,79,206,-0.24
2011,0,1766,Billy Mayfair,38.33,69,180,-0.28
2011,0,22621,Ben Curtis,38.28,49,128,-0.18
2011,0,28679,Fabián Gómez,38.16,58,152,-0.16
2011,0,32876,Martin Piller,38.14,45,118,-0.09
2011,0,20098,Stuart Appleby,38.1,48,126,-0.17
2011,0,28475,Jeff Overton,37.97,60,158,-0.15
2011,0,23788,D.J. Trahan,37.91,69,182,+0.04
2011,0,6515,Shaun Micheel,37.67,55,146,-0.05
2011,0,23320,Ryan Palmer,37.5,51,136,-0.02
2011,0,26331,Charl Schwartzel,37.5,33,88,-0.06
2011,0,26300,Matt Jones,37.32,53,142,-0.23
2011,0,27933,John Merrick,37.3,47,126,-0.13
2011,0,23623,Bo Van Pelt,37.18,58,156,-0.16
2011,0,27120,Troy Matteson,36.78,64,174,E
2011,0,25562,Andres Romero,36.67,55,150,-0.11
2011,0,10505,Shane Bertsch,36.61,41,112,-0.05
2011,0,21949,Joe Ogilvie,36.57,49,134,-0.10
2011,0,28620,Aron Price,36.54,38,104,-0.03
2011,0,32698,Bobby Gates,36.49,54,148,-0.09
2011,0,24604,Hunter Haas,36.41,67,184,+0.01
2011,0,33141,Keegan Bradley,36.21,63,174,-0.14
2011,0,24490,George McNeill,36.07,44,122,-0.16
2011,0,24507,Jason Bohn,36.03,49,136,-0.10
2011,0,1313,Steve Elkington,36.0,36,100,-0.28
2011,0,21805,Harrison Frazar,36.0,36,100,-0.22
2011,0,23718,Nathan Green,36.0,54,150,-0.13
2011,0,10733,Kent Jones,35.92,51,142,-0.31
2011,0,20472,Alex Cejka,35.85,38,106,-0.18
2011,0,27797,Derek Lamely,35.71,45,126,-0.11
2011,0,25834,Daniel Summerhays,35.62,52,146,-0.10
2011,0,29221,Webb Simpson,35.56,64,180,-0.25
2011,0,34255,Joseph Bramlett,35.38,46,130,-0.11
2011,0,2206,David Toms,35.29,48,136,-0.23
2011,0,23353,J.J. Henry,35.23,62,176,-0.03
2011,0,22378,Trevor Immelman,35.14,52,148,-0.25
2011,0,24663,Y.E. Yang,35.11,33,94,+0.06
2011,0,30926,Chris Kirk,35.06,61,174,-0.03
2011,0,24140,Sean O'Hair,34.85,46,132,-0.15
2011,0,24024,Zach Johnson,34.56,47,136,-0.13
2011,0,27974,Sung Kang,34.55,38,110,-0.08
2011,0,20593,Greg Chalmers,34.52,58,168,-0.17
2011,0,7457,Steve Flesch,34.52,58,168,-0.22
2011,0,26951,Johnson Wagner,34.42,53,154,E
2011,0,6573,Brandt Jobe,34.24,63,184,-0.13
2011,0,33911,Nate Smith,34.17,41,120,-0.12
2011,0,22293,Heath Slocum,34.15,56,164,-0.18
2011,0,29720,Andres Gonzales,34.0,34,100,+0.03
2011,0,1577,Lee Janzen,33.93,38,112,-0.03
2011,0,24980,Scott Gutschewski,33.9,40,118,-0.05
2011,0,22961,David Mathis,33.77,52,154,-0.12
2011,0,26758,David Hearn,33.75,54,160,-0.11
2011,0,26851,Marc Leishman,33.73,56,166,+0.05
2011,0,29910,Blake Adams,33.48,75,224,-0.07
2011,0,27095,Nick Watney,33.33,46,138,-0.26
2011,0,20436,Garrett Willis,33.33,46,138,-0.22
2011,0,22348,Nick O'Hern,33.13,55,166,-0.22
2011,0,7867,Woody Austin,33.02,35,106,-0.20
2011,0,20848,Ángel Cabrera,32.89,25,76,-0.04
2011,0,20229,Stewart Cink,32.76,38,116,-0.21
2011,0,30946,Alex Prugh,32.69,51,156,-0.02
2011,0,29420,Billy Horschel,32.61,45,138,-0.20
2011,0,1706,Davis Love III,32.5,39,120,+0.05
2011,0,27936,Martin Laird,32.35,44,136,-0.05
2011,0,35087,Bio Kim,32.31,42,130,-0.17
2011,0,6251,Chris DiMarco,32.02,57,178,-0.19
2011,0,26420,Richard Johnson,31.9,37,116,+0.03
2011,0,23800,Bryce Molder,31.88,51,160,-0.12
2011,0,27939,Matt McQuillan,31.82,35,110,+0.03
2011,0,25818,Scott Piercy,31.43,44,140,-0.23
2011,0,30692,Scott Stallings,31.41,49,156,-0.22
2011,0,22371,Aaron Baddeley,31.34,42,134,-0.31
2011,0,8075,Jerry Kelly,30.92,47,152,-0.19
2011,0,32366,Kevin Chappell,30.88,42,136,+0.05
2011,0,6643,Paul Goydos,30.86,50,162,-0.26
2011,0,20498,Briny Baird,30.77,32,104,-0.06
2011,0,21209,Sergio Garcia,30.61,30,98,-0.03
2011,0,20127,Chris Riley,30.56,44,144,-0.18
2011,0,30711,Colt Knost,30.41,45,148,-0.07
2011,0,20766,Padraig Harrington,30.39,31,102,-0.26
2011,0,25444,Justin Hicks,30.21,29,96,-0.10
2011,0,11123,Chris Couch,30.14,44,146,E
2011,0,10860,Justin Leonard,30.0,48,160,-0.10
2011,0,23673,Michael Connell,29.61,45,152,-0.18
2011,0,24502,Adam Scott,29.59,29,98,-0.24
2011,0,31557,Jim Herman,29.51,36,122,+0.06
2011,0,33413,Ben Martin,29.29,41,140,+0.05
2011,0,28486,Michael Putnam,28.81,34,118,E
2011,0,27330,Josh Teater,28.57,56,196,-0.05
2011,0,1810,Phil Mickelson,28.46,37,130,-0.35
2011,0,28089,Jason Day,27.87,34,122,-0.12
2011,0,25632,Jimmy Walker,27.85,44,158,-0.09
2011,0,9011,David Duval,27.69,36,130,+0.06
2011,0,27064,Jhonattan Vegas,27.56,43,156,+0.02
2011,0,25396,Kevin Na,26.92,42,156,-0.38
2011,0,23497,Tag Ridings,26.54,43,162,+0.07
2011,0,19970,Robert Karlsson,26.53,26,98,-0.23
2011,0,30110,Kyle Stanley,25.58,44,172,-0.07
2011,0,34072,Will Strickler,24.47,23,94,-0.13
2011,0,19846,Brian Gay,23.78,39,164,-0.18
2011,0,24358,Robert Garrigus,22.08,34,154,+0.15
2011,0,30925,Dustin Johnson,22.03,26,118,-0.23
2011,0,12602,Dean Wilson,21.77,27,124,-0.30
2011,0,1797,Rocco Mediate,20.75,22,106,+0.09
2011,0,31323,Gary Woodland,20.37,33,162,+0.06
2011,0,25274,Steven Bowditch,18.29,30,164,-0.10
2011,0,27141,J.B. Holmes,16.67,17,102,+0.12
2011,0,25804,Bubba Watson,14.93,20,134,-0.15
2010,0,8375,Paul Stankowski,52.78,57,108,-0.05
2010,0,26596,Ryan Moore,47.1,65,138,-0.22
2010,0,25892,Steve Wheatcroft,45.97,57,124,-0.07
2010,0,7749,Brett Quigley,45.26,86,190,-0.19
2010,0,24925,Jonathan Byrd,44.71,76,170,-0.09
2010,0,23108,Matt Kuchar,44.58,74,166,-0.42
2010,0,1945,Kenny Perry,43.97,51,116,-0.04
2010,0,11123,Chris Couch,43.94,58,132,-0.10
2010,0,21959,Ted Purdy,43.9,72,164,-0.04
2010,0,27330,Josh Teater,43.43,86,198,-0.01
2010,0,1724,Jeff Maggert,43.38,59,136,-0.03
2010,0,10425,Jay Williamson,43.38,59,136,+0.12
2010,0,24138,Ian Poulter,43.24,32,74,-0.28
2010,0,1766,Billy Mayfair,42.86,60,140,-0.13
2010,0,6621,Joe Durant,42.62,52,122,-0.15
2010,0,27214,Kevin Streelman,42.44,73,172,-0.15
2010,0,23621,Rory Sabbatini,42.36,61,144,-0.20
2010,0,32640,Troy Merritt,42.26,71,168,-0.03
2010,0,22913,John Rollins,42.21,65,154,-0.22
2010,0,12782,Tim Herron,41.1,60,146,-0.03
2010,0,24924,Bill Haas,40.74,66,162,-0.29
2010,0,20157,Retief Goosen,40.68,48,118,-0.33
2010,0,12652,Cameron Beckman,40.63,52,128,+0.13
2010,0,28780,Nicholas Thompson,40.48,68,168,E
2010,0,12510,Chad Campbell,40.45,72,178,-0.10
2010,0,26289,Boo Weekley,40.0,64,160,-0.11
2010,0,26851,Marc Leishman,39.87,63,158,-0.02
2010,0,28158,Steve Marino,39.86,55,138,-0.27
2010,0,20498,Briny Baird,39.76,66,166,-0.23
2010,0,20574,Mathew Goggin,39.76,66,166,-0.03
2010,0,23409,James Driscoll,39.74,62,156,-0.11
2010,0,27797,Derek Lamely,39.73,58,146,+0.10
2010,0,23320,Ryan Palmer,39.63,65,164,-0.17
2010,0,23623,Bo Van Pelt,39.58,76,192,-0.18
2010,0,23673,Michael Connell,39.51,64,162,-0.05
2010,0,24361,Pat Perez,39.44,71,180,-0.17
2010,0,31560,Brian Stuard,39.33,59,150,E
2010,0,23541,Ben Crane,39.19,58,148,-0.24
2010,0,24781,Hunter Mahan,39.19,58,148,-0.12
2010,0,24663,Y.E. Yang,39.17,47,120,-0.13
2010,0,29910,Blake Adams,39.02,64,164,E
2010,0,25686,Jason Dufner,38.96,60,154,-0.25
2010,0,27613,David Lutterus,38.89,49,126,+0.08
2010,0,22405,Justin Rose,38.82,59,152,-0.22
2010,0,25818,Scott Piercy,38.64,68,176,-0.01
2010,0,25364,Paul Casey,38.54,37,96,-0.24
2010,0,22046,Geoff Ogilvy,38.46,40,104,-0.23
2010,0,27963,Chris Stroud,38.46,60,156,-0.03
2010,0,7867,Woody Austin,38.2,68,178,-0.18
2010,0,26300,Matt Jones,38.2,68,178,-0.21
2010,0,25240,D.A. Points,38.07,67,176,-0.10
2010,0,32617,Jerod Turner,38.04,35,92,+0.31
2010,0,21878,Mark Wilson,37.95,63,166,-0.22
2010,0,28307,Matt Every,37.93,44,116,-0.14
2010,0,23613,Rich Barcelo,37.9,47,124,-0.15
2010,0,7457,Steve Flesch,37.86,53,140,-0.23
2010,0,26420,Richard Johnson,37.82,59,156,-0.20
2010,0,32102,Rickie Fowler,37.77,71,188,-0.04
2010,0,27302,Garth Mulroy,37.76,37,98,-0.05
2010,0,2239,Scott Verplank,37.7,46,122,-0.11
2010,0,20686,Jeev Milkha Singh,37.5,39,104,-0.08
2010,0,20098,Stuart Appleby,37.37,71,190,-0.08
2010,0,20645,John Senden,37.37,71,190,-0.24
2010,0,12716,Charley Hoffman,37.35,62,166,-0.16
2010,0,8537,J.P. Hayes,37.33,56,150,-0.09
2010,0,30946,Alex Prugh,37.21,64,172,-0.02
2010,0,6643,Paul Goydos,37.16,55,148,-0.24
2010,0,21949,Joe Ogilvie,37.1,69,186,-0.17
2010,0,8075,Jerry Kelly,37.06,63,170,-0.22
2010,0,24490,George McNeill,37.01,57,154,-0.05
2010,0,9011,David Duval,36.89,45,122,-0.09
2010,0,21961,Charles Howell III,36.87,73,198,-0.15
2010,0,1161,Mark Calcavecchia,36.84,28,76,+0.11
2010,0,6004,Stephen Ames,36.81,53,144,-0.21
2010,0,27466,Spencer Levin,36.76,75,204,+0.01
2010,0,29221,Webb Simpson,36.73,72,196,-0.25
2010,0,33419,Cameron Tringale,36.73,36,98,E
2010,0,22378,Trevor Immelman,36.67,33,90,-0.18
2010,0,10585,Scott McCarron,36.67,66,180,-0.02
2010,0,27770,Camilo Villegas,36.67,44,120,-0.02
2010,0,20766,Padraig Harrington,36.46,35,96,-0.03
2010,0,12602,Dean Wilson,36.46,35,96,-0.11
2010,0,1577,Lee Janzen,36.36,56,154,-0.02
2010,0,25900,Lucas Glover,36.29,45,124,-0.18
2010,0,20663,Brenden Pappas,36.29,45,124,+0.02
2010,0,1941,Tom Pernice Jr.,36.29,45,124,-0.13
2010,0,20105,Jeff Gove,36.27,37,102,-0.03
2010,0,26287,Roland Thatcher,36.11,52,144,-0.10
2010,0,20070,Matt Bettencourt,36.08,57,158,-0.18
2010,0,26301,James Nitties,36.05,62,172,-0.16
2010,0,24357,K.J. Choi,36.03,49,136,-0.16
2010,0,28620,Aron Price,35.94,46,128,-0.04
2010,0,6567,Vijay Singh,35.94,46,128,-0.04
2010,0,28089,Jason Day,35.9,56,156,+0.02
2010,0,23788,D.J. Trahan,35.87,66,184,-0.27
2010,0,20378,Mathias Grönberg,35.85,38,106,E
2010,0,24846,Ricky Barnes,35.71,65,182,-0.08
2010,0,1707,Steve Lowery,35.71,45,126,+0.09
2010,0,27120,Troy Matteson,35.71,60,168,-0.08
2010,0,2206,David Toms,35.71,55,154,-0.24
2010,0,10860,Justin Leonard,35.63,57,160,-0.21
2010,0,25562,Andres Romero,35.62,52,146,-0.04
2010,0,22946,Henrik Bjornstad,35.61,47,132,-0.11
2010,0,26882,Michael Sim,35.59,42,118,-0.14
2010,0,20691,Greg Owen,35.51,49,138,-0.10
2010,0,10885,Robert Allenby,35.48,44,124,-0.25
2010,0,25720,Chad Collins,35.44,56,158,-0.18
2010,0,24912,Will MacKenzie,35.42,51,144,+0.02
2010,0,25396,Kevin Na,35.29,60,170,-0.20
2010,0,20436,Garrett Willis,35.26,55,156,+0.02
2010,0,28475,Jeff Overton,35.19,57,162,-0.18
2010,0,20229,Stewart Cink,35.0,49,140,-0.35
2010,0,24140,Sean O'Hair,35.0,49,140,-0.18
2010,0,6527,Steve Stricker,35.0,42,120,-0.40
2010,0,28087,Kris Blanks,34.94,58,166,-0.10
2010,0,21731,Freddie Jacobson,34.94,58,166,-0.17
2010,0,22056,Cameron Percy,34.85,46,132,-0.24
2010,0,27936,Martin Laird,34.83,62,178,E
2010,0,25345,Carl Pettersson,34.62,63,182,E
2010,0,8725,Tom Gillis,34.54,67,194,-0.16
2010,0,6515,Shaun Micheel,34.48,40,116,-0.10
2010,0,23325,Vaughn Taylor,34.48,60,174,-0.08
2010,0,12714,Chris Tidland,34.25,50,146,-0.12
2010,0,26951,Johnson Wagner,33.95,55,162,-0.20
2010,0,27933,John Merrick,33.84,67,198,-0.07
2010,0,1313,Steve Elkington,33.82,46,136,-0.13
2010,0,20850,Daniel Chopra,33.78,50,148,-0.26
2010,0,22293,Heath Slocum,33.73,56,166,-0.20
2010,0,6595,Kevin Sutherland,33.72,58,172,-0.16
2010,0,22371,Aaron Baddeley,33.7,62,184,-0.05
2010,0,12755,Vance Veazey,33.65,35,104,-0.06
2010,0,20593,Greg Chalmers,33.33,62,186,-0.15
2010,0,6522,Ernie Els,33.33,40,120,-0.15
2010,0,20572,Rod Pampling,33.12,51,154,-0.10
2010,0,26392,Chris Wilson,33.05,39,118,-0.15
2010,0,1948,Tim Petrovic,33.01,68,206,-0.12
2010,0,23353,J.J. Henry,32.93,54,164,-0.07
2010,0,1797,Rocco Mediate,32.84,44,134,+0.02
2010,0,20127,Chris Riley,32.84,44,134,-0.09
2010,0,24502,Adam Scott,32.76,38,116,-0.16
2010,0,26695,Michael Letzig,32.74,55,168,-0.05
2010,0,6012,Greg Kraft,32.61,30,92,+0.07
2010,0,26881,Jarrod Lyle,32.61,30,92,+0.07
2010,0,23307,Roger Tambellini,32.61,45,138,+0.11
2010,0,23638,Brendon de Jonge,32.35,66,204,-0.12
2010,0,23718,Nathan Green,32.32,53,164,-0.15
2010,0,22122,Andrew McLardy,32.29,31,96,+0.13
2010,0,21350,Ryuji Imada,32.22,58,180,-0.17
2010,0,6514,Kevin Johnson,32.14,36,112,-0.14
2010,0,23349,Charles Warren,32.14,36,112,E
2010,0,26679,Kevin Stadler,32.05,50,156,+0.20
2010,0,1810,Phil Mickelson,32.03,41,128,-0.37
2010,0,27060,John Mallinger,31.94,46,144,-0.09
2010,0,1320,Bob Estes,31.82,49,154,+0.04
2010,0,28237,Rory McIlroy,31.82,28,88,+0.11
2010,0,27649,Brandt Snedeker,31.76,54,170,-0.24
2010,0,6251,Chris DiMarco,31.55,53,168,-0.09
2010,0,12705,Cliff Kresge,31.52,29,92,-0.21
2010,0,1116,Michael Bradley,31.51,46,146,-0.17
2010,0,20472,Alex Cejka,31.33,47,150,+0.06
2010,0,1619,Skip Kendall,31.0,31,100,-0.23
2010,0,25632,Jimmy Walker,30.77,48,156,-0.06
