YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
2019,78,0,40115,Adam Svensson,70.32,1758,25
2019,81,0,22371,Aaron Baddeley,70.33,1055,15
2019,82,0,37189,Harold Varner III,70.34,2251,32
2019,83,0,27649,Brandt Snedeker,70.36,2322,33
2019,84,0,33667,Carlos Ortiz,70.37,1337,19
2019,85,0,34563,Chesson Hadley,70.38,1830,26
2019,85,0,33122,Russell Knox,70.38,915,13
2019,87,0,25686,Jason Dufner,70.4,1408,20
2019,88,0,10809,Jim Furyk,70.41,1901,27
2019,89,0,29535,Brice Garnett,70.43,1479,21
2019,89,0,26300,Matt Jones,70.43,2113,30
2019,89,0,35449,Adam Long,70.43,1479,21
2019,92,0,31420,Anirban Lahiri,70.44,1127,16
2019,93,0,47504,Sam Burns,70.47,1198,17
2019,93,0,34360,Patrick Reed,70.47,3312,47
2019,95,0,29268,Bronson Burgoon,70.5,1128,16
2019,95,0,39977,Max Homa,70.5,1410,20
2019,95,0,33486,Roger Sloan,70.5,1833,26
2019,98,0,28089,Jason Day,70.52,2045,29
2019,99,0,27936,Martin Laird,70.53,2257,32
2019,99,0,27963,Chris Stroud,70.53,1199,17
2019,101,0,26758,David Hearn,70.55,776,11
2019,101,0,35891,Cameron Smith,70.55,1411,20
2019,103,0,28679,Fabián Gómez,70.57,988,14
2019,103,0,24138,Ian Poulter,70.57,2117,30
2019,103,0,21528,Henrik Stenson,70.57,1623,23
2019,106,0,33948,Byeong Hun An,70.58,1835,26
2019,106,0,29478,Kevin Kisner,70.58,2188,31
2019,108,0,35506,Mackenzie Hughes,70.59,1553,22
2019,108,0,36699,Patrick Rodgers,70.59,1200,17
2019,110,0,49766,Hank Lebioda,70.65,1201,17
2019,110,0,25804,Bubba Watson,70.65,1837,26
2019,112,0,27974,Sung Kang,70.68,1343,19
2019,112,0,33419,Cameron Tringale,70.68,1555,22
2019,114,0,39327,Ben Silverman,70.69,1131,16
2019,115,0,12716,Charley Hoffman,70.7,1626,23
2019,116,0,29970,Dylan Frittelli,70.71,1980,28
2019,116,0,32791,K.H. Lee,70.71,1697,24
2019,118,0,21209,Sergio Garcia,70.72,1273,18
2019,118,0,29420,Billy Horschel,70.72,2546,36
2019,120,0,32757,Patton Kizzire,70.74,1344,19
2019,120,0,35879,Kelly Kraft,70.74,1627,23
2019,122,0,40026,Daniel Berger,70.75,1415,20
2019,122,0,36799,Stephan Jaeger,70.75,1415,20
2019,122,0,30786,Brady Schnell,70.75,1132,16
2019,122,0,27064,Jhonattan Vegas,70.75,1698,24
2019,126,0,49960,Sepp Straka,70.77,2123,30
2019,127,0,23353,J.J. Henry,70.8,708,10
2019,127,0,35461,Beau Hossler,70.8,1416,20
2019,129,0,27895,Jonas Blixt,70.81,1133,16
2019,130,0,32640,Troy Merritt,70.82,1204,17
2019,131,0,27644,Brian Harman,70.84,1771,25
2019,132,0,39971,Sungjae Im,70.85,3259,46
2019,132,0,34256,Andrew Putnam,70.85,1913,27
2019,134,0,29223,Sam Saunders,70.86,1488,21
2019,134,0,32150,Michael Thompson,70.86,1559,22
2019,136,0,33410,Andrew Landry,70.89,1347,19
2019,137,0,46601,Trey Mullinax,70.92,922,13
2019,138,0,25396,Kevin Na,70.93,1064,15
2019,138,0,34046,Jordan Spieth,70.93,2908,41
2019,140,0,35421,Brandon Harkins,70.94,1206,17
2019,140,0,30946,Alex Prugh,70.94,1206,17
2019,142,0,34021,Bud Cauley,70.95,1561,22
2019,142,0,29908,C.T. Pan,70.95,1490,21
2019,144,0,27214,Kevin Streelman,70.96,1845,26
2019,145,0,24024,Zach Johnson,71.0,1136,16
2019,145,0,34431,Robert Streb,71.0,1562,22
2019,147,0,37380,Curtis Luck,71.06,1137,16
2019,148,0,29479,Scott Brown,71.09,1635,23
2019,149,0,46435,Austin Cook,71.16,1352,19
2019,149,0,27129,Luke List,71.16,1352,19
2019,151,0,49964,Aaron Wise,71.17,1637,23
2019,152,0,19846,Brian Gay,71.18,1566,22
2019,152,0,39954,Cody Gribble,71.18,783,11
2019,154,0,34076,Joel Dahmen,71.21,2350,33
2019,155,0,27349,Alex Noren,71.25,1140,16
2019,155,0,20572,Rod Pampling,71.25,285,4
2019,157,0,35617,Martin Trainer,71.29,998,14
2019,158,0,34261,Scott Langley,71.32,1355,19
2019,159,0,34099,Harris English,71.33,1284,18
2019,160,0,39546,Keith Mitchell,71.36,1998,28
2019,161,0,30191,Julián Etulain,71.41,1214,17
2019,162,0,31646,Emiliano Grillo,71.42,1857,26
2019,163,0,26499,Rafa Cabrera Bello,71.43,1500,21
2019,164,0,20472,Alex Cejka,71.46,929,13
2019,165,0,24925,Jonathan Byrd,71.5,1144,16
2019,165,0,6522,Ernie Els,71.5,715,10
2019,165,0,40098,Matt Fitzpatrick,71.5,1144,16
2019,165,0,34363,Tyrrell Hatton,71.5,1287,18
2019,169,0,49298,Kramer Hickok,71.53,1073,15
2019,170,0,33141,Keegan Bradley,71.59,1575,22
2019,171,0,32139,Danny Willett,71.61,1289,18
2019,172,0,46501,Ollie Schniederjans,71.67,860,12
2019,173,0,47990,Kyle Jones,71.71,1004,14
2019,174,0,30978,Kiradech Aphibarnrat,71.78,1651,23
2019,175,0,35532,Tom Hoge,71.83,1724,24
2019,176,0,28259,Sangmoon Bae,71.92,935,13
2019,176,0,34306,John Chin,71.92,935,13
2019,176,0,29518,Brendan Steele,71.92,863,12
2019,179,0,29974,Branden Grace,72.0,864,12
2019,179,0,24781,Hunter Mahan,72.0,792,11
2019,181,0,28252,Seamus Power,72.05,1513,21
2019,182,0,27141,J.B. Holmes,72.08,1802,25
2019,183,0,21731,Freddie Jacobson,72.3,723,10
2019,184,0,32816,Satoshi Kodaira,72.5,580,8
2019,185,0,47856,Seth Reeves,72.58,871,12
2019,186,0,25632,Jimmy Walker,72.71,1018,14
2019,187,0,39975,Michael Kim,72.85,947,13
2019,188,0,37454,Whee Kim,73.0,1241,17
2018,1,0,30926,Chris Kirk,68.52,1850,27
2018,2,0,22405,Justin Rose,68.95,2827,41
2018,3,0,31646,Emiliano Grillo,69.0,1863,27
2018,4,0,19846,Brian Gay,69.04,1657,24
2018,5,0,34076,Joel Dahmen,69.07,1865,27
2018,6,0,29221,Webb Simpson,69.17,3320,48
2018,7,0,45526,Abraham Ancer,69.2,1730,25
2018,8,0,33448,Justin Thomas,69.22,3392,49
2018,9,0,28237,Rory McIlroy,69.27,2286,33
2018,10,0,30925,Dustin Johnson,69.33,3189,46
2018,11,0,24925,Jonathan Byrd,69.36,971,14
2018,12,0,48081,Xander Schauffele,69.49,2849,41
2018,13,0,49771,J.T. Poston,69.5,1390,20
2018,14,0,25198,Francesco Molinari,69.56,2226,32
2018,15,0,29485,Brett Stegmaier,69.58,835,12
2018,16,0,47959,Bryson DeChambeau,69.63,2785,40
2018,16,0,27644,Brian Harman,69.63,2437,35
2018,16,0,49964,Aaron Wise,69.63,2089,30
2018,19,0,32102,Rickie Fowler,69.65,3343,48
2018,20,0,26596,Ryan Moore,69.68,2160,31
2018,21,0,8793,Tiger Woods,69.71,2858,41
2018,22,0,36689,Brooks Koepka,69.72,2231,32
2018,23,0,33122,Russell Knox,69.73,1813,26
2018,24,0,34046,Jordan Spieth,69.74,2441,35
2018,25,0,25804,Bubba Watson,69.78,2582,37
2018,26,0,23353,J.J. Henry,69.85,908,13
2018,27,0,28089,Jason Day,69.87,2725,39
2018,28,0,35545,Blayne Barber,69.88,1118,16
2018,28,0,33141,Keegan Bradley,69.88,2306,33
2018,30,0,34563,Chesson Hadley,69.9,2167,31
2018,31,0,26951,Johnson Wagner,69.91,1608,23
2018,32,0,29725,Tony Finau,69.92,3426,49
2018,33,0,29420,Billy Horschel,69.94,2518,36
2018,33,0,34409,David Lingmerth,69.94,1189,17
2018,35,0,32839,Hideki Matsuyama,69.97,2099,30
2018,35,0,25396,Kevin Na,69.97,2029,29
2018,37,0,21528,Henrik Stenson,70.03,2101,30
2018,38,0,26476,Chez Reavie,70.04,1751,25
2018,38,0,37275,Sam Ryder,70.04,1611,23
2018,40,0,1810,Phil Mickelson,70.05,2872,41
2018,41,0,26851,Marc Leishman,70.08,2523,36
2018,42,0,34256,Andrew Putnam,70.09,1542,22
2018,43,0,39324,J.J. Spaun,70.1,1402,20
2018,44,0,35310,Lanto Griffin,70.13,1052,15
2018,44,0,27214,Kevin Streelman,70.13,1613,23
2018,46,0,27958,Ryan Blaum,70.14,1543,22
2018,47,0,31420,Anirban Lahiri,70.15,1824,26
2018,47,0,29926,Danny Lee,70.15,1894,27
2018,49,0,35450,Patrick Cantlay,70.17,2456,35
2018,50,0,10809,Jim Furyk,70.19,1123,16
2018,51,0,30911,Tommy Fleetwood,70.2,2457,35
2018,51,0,27556,Ted Potter Jr.,70.2,1404,20
2018,51,0,39328,Conrad Shindler,70.2,702,10
2018,51,0,25892,Steve Wheatcroft,70.2,1404,20
2018,55,0,39546,Keith Mitchell,70.21,2036,29
2018,56,0,33204,Shane Lowry,70.22,632,9
2018,57,0,20229,Stewart Cink,70.23,2107,30
2018,57,0,25632,Jimmy Walker,70.23,1545,22
2018,59,0,31202,William McGirt,70.24,1475,21
2018,60,0,34360,Patrick Reed,70.25,2810,40
2018,60,0,47128,Richy Werenski,70.25,1686,24
2018,62,0,26499,Rafa Cabrera Bello,70.27,2108,30
2018,63,0,23108,Matt Kuchar,70.28,2530,36
2018,64,0,37454,Whee Kim,70.29,1968,28
2018,64,0,37189,Harold Varner III,70.29,1968,28
2018,66,0,28679,Fabián Gómez,70.33,844,12
2018,66,0,24024,Zach Johnson,70.33,2321,33
2018,66,0,30110,Kyle Stanley,70.33,2743,39
2018,69,0,30944,Jason Kokrak,70.34,2040,29
2018,70,0,33948,Byeong Hun An,70.36,1970,28
2018,71,0,29478,Kevin Kisner,70.39,2182,31
2018,72,0,27936,Martin Laird,70.41,1549,22
2018,73,0,33399,Adam Hadwin,70.42,1690,24
2018,74,0,29908,C.T. Pan,70.43,2465,35
2018,75,0,46435,Austin Cook,70.46,1832,26
2018,76,0,27649,Brandt Snedeker,70.47,2114,30
2018,77,0,26329,Louis Oosthuizen,70.48,1903,27
2018,78,0,35891,Cameron Smith,70.53,2116,30
2018,79,0,50526,Tom Lovelady,70.54,1834,26
2018,80,0,23320,Ryan Palmer,70.59,1553,22
2018,80,0,46970,Jon Rahm,70.59,2259,32
2018,82,0,23541,Ben Crane,70.6,1059,15
2018,83,0,47993,Denny McCarthy,70.61,1271,18
2018,84,0,24502,Adam Scott,70.62,2048,29
2018,85,0,19803,Ryan Armour,70.64,1766,25
2018,85,0,27095,Nick Watney,70.64,989,14
2018,87,0,34213,Grayson Murray,70.65,1201,17
2018,87,0,39327,Ben Silverman,70.65,1625,23
2018,89,0,35461,Beau Hossler,70.66,2897,41
2018,90,0,23325,Vaughn Taylor,70.68,1343,19
2018,91,0,12716,Charley Hoffman,70.69,2262,32
2018,91,0,34358,Jonathan Randolph,70.69,919,13
2018,91,0,32150,Michael Thompson,70.69,919,13
2018,94,0,29535,Brice Garnett,70.7,1626,23
2018,94,0,24361,Pat Perez,70.7,1909,27
2018,94,0,30692,Scott Stallings,70.7,2333,33
2018,97,0,29479,Scott Brown,70.71,2192,31
2018,97,0,27942,Rob Oppenheim,70.71,990,14
2018,97,0,31560,Brian Stuard,70.71,1697,24
2018,100,0,27349,Alex Noren,70.75,1981,28
2018,101,0,34099,Harris English,70.77,1557,22
2018,102,0,29268,Bronson Burgoon,70.78,1911,27
2018,103,0,46601,Trey Mullinax,70.8,1062,15
2018,103,0,22056,Cameron Percy,70.8,708,10
2018,105,0,29974,Branden Grace,70.81,1487,21
2018,105,0,32333,Kevin Tway,70.81,2549,36
2018,107,0,31323,Gary Woodland,70.82,2337,33
2018,108,0,39975,Michael Kim,70.83,1629,23
2018,108,0,32640,Troy Merritt,70.83,1275,18
2018,110,0,34098,Russell Henley,70.85,1417,20
2018,111,0,35421,Brandon Harkins,70.86,1559,22
2018,111,0,32876,Martin Piller,70.86,1559,22
2018,113,0,39997,Corey Conners,70.9,1418,20
2018,113,0,21961,Charles Howell III,70.9,2127,30
2018,113,0,36699,Patrick Rodgers,70.9,1418,20
2018,116,0,26300,Matt Jones,70.91,1560,22
2018,116,0,24138,Ian Poulter,70.91,1560,22
2018,118,0,29223,Sam Saunders,70.92,1773,25
2018,118,0,34264,Hudson Swafford,70.92,851,12
2018,118,0,33419,Cameron Tringale,70.92,851,12
2018,121,0,27064,Jhonattan Vegas,70.93,2057,29
2018,122,0,25572,Graeme McDowell,70.94,1135,16
2018,122,0,33418,Shawn Stefani,70.94,1206,17
2018,124,0,25364,Paul Casey,70.95,1561,22
2018,124,0,26758,David Hearn,70.95,1419,20
2018,126,0,37455,Si Woo Kim,70.97,2200,31
2018,127,0,47125,Matt Atkins,71.0,1349,19
2018,127,0,40026,Daniel Berger,71.0,1775,25
2018,127,0,20472,Alex Cejka,71.0,1278,18
2018,127,0,35506,Mackenzie Hughes,71.0,1349,19
2018,127,0,36799,Stephan Jaeger,71.0,1207,17
2018,127,0,24140,Sean O'Hair,71.0,1207,17
2018,127,0,25240,D.A. Points,71.0,568,8
2018,127,0,46501,Ollie Schniederjans,71.0,1633,23
2018,135,0,25818,Scott Piercy,71.04,1705,24
2018,136,0,37278,Nicholas Lindheim,71.05,1350,19
2018,137,0,28132,Tyrone Van Aswegen,71.09,1635,23
2018,138,0,45609,Tyler Duncan,71.1,1493,21
2018,138,0,27974,Sung Kang,71.1,1493,21
2018,140,0,34363,Tyrrell Hatton,71.11,1351,19
2018,140,0,27129,Luke List,71.11,2489,35
2018,140,0,24781,Hunter Mahan,71.11,1351,19
2018,143,0,23621,Rory Sabbatini,71.14,1992,28
2018,143,0,29518,Brendan Steele,71.14,1565,22
2018,145,0,29461,Jamie Lovemark,71.18,1993,28
2018,146,0,31416,Derek Fathauer,71.21,1994,28
2018,147,0,32448,James Hahn,71.22,1282,18
2018,148,0,35879,Kelly Kraft,71.26,2209,31
2018,149,0,27141,J.B. Holmes,71.28,1782,25
2018,150,0,33413,Ben Martin,71.29,1212,17
2018,151,0,35532,Tom Hoge,71.3,1640,23
2018,152,0,48084,Wesley Bryan,71.31,1141,16
2018,152,0,35376,Roberto Díaz,71.31,1141,16
2018,154,0,30978,Kiradech Aphibarnrat,71.33,1070,15
2018,155,0,40058,Zac Blair,71.35,1213,17
2018,156,0,12510,Chad Campbell,71.38,1142,16
2018,157,0,29484,Peter Uihlein,71.42,1857,26
2018,158,0,32757,Patton Kizzire,71.43,1500,21
2018,159,0,40009,Dominic Bozzelli,71.44,1286,18
2018,160,0,33410,Andrew Landry,71.48,1787,25
2018,161,0,28775,Nate Lashley,71.5,572,8
2018,161,0,25493,Nick Taylor,71.5,1716,24
2018,163,0,34174,John Huh,71.52,1502,21
2018,163,0,32254,Xinjun Zhang,71.52,1645,23
2018,165,0,32366,Kevin Chappell,71.56,1288,18
2018,166,0,24358,Robert Garrigus,71.57,1646,23
2018,166,0,34466,Peter Malnati,71.57,1002,14
2018,168,0,28252,Seamus Power,71.65,1648,23
2018,169,0,39954,Cody Gribble,71.69,1147,16
2018,169,0,24924,Bill Haas,71.69,1147,16
2018,171,0,24846,Ricky Barnes,71.73,789,11
2018,171,0,27895,Jonas Blixt,71.73,789,11
2018,173,0,47347,Adam Schenk,71.75,1435,20
2018,174,0,34021,Bud Cauley,71.79,1005,14
2018,175,0,28500,Martin Flores,71.8,1077,15
2018,176,0,20157,Retief Goosen,71.83,1293,18
2018,177,0,22371,Aaron Baddeley,71.86,1006,14
2018,178,0,34431,Robert Streb,71.92,935,13
2018,179,0,29222,Billy Hurley III,71.94,1223,17
2018,180,0,46402,Talor Gooch,71.96,1655,23
2018,181,0,32816,Satoshi Kodaira,72.0,1008,14
2018,181,0,25834,Daniel Summerhays,72.0,792,11
2018,183,0,27963,Chris Stroud,72.06,1153,16
2018,184,0,25900,Lucas Glover,72.18,1227,17
2018,185,0,26331,Charl Schwartzel,72.21,1011,14
2018,186,0,25686,Jason Dufner,72.23,1589,22
2018,187,0,47287,Ethan Tracy,72.31,940,13
2018,188,0,20572,Rod Pampling,72.5,435,6
2018,189,0,22582,Kyle Thompson,72.62,944,13
2018,190,0,20593,Greg Chalmers,72.9,729,10
2018,191,0,35544,Andrew Yun,73.0,584,8
2018,192,0,28307,Matt Every,73.36,807,11
2018,193,0,37338,Zecheng Dou,73.82,812,11
2017,1,0,23497,Tag Ridings,68.42,821,12
2017,2,0,33448,Justin Thomas,68.77,3232,47
2017,3,0,34046,Jordan Spieth,68.81,3234,47
2017,4,0,32839,Hideki Matsuyama,69.1,2833,41
2017,5,0,29926,Danny Lee,69.24,1454,21
2017,6,0,21961,Charles Howell III,69.31,2010,29
2017,7,0,46970,Jon Rahm,69.36,3052,44
2017,8,0,12510,Chad Campbell,69.37,2081,30
2017,9,0,12716,Charley Hoffman,69.53,2642,38
2017,9,0,30925,Dustin Johnson,69.53,2642,38
2017,11,0,25396,Kevin Na,69.54,1669,24
2017,12,0,27958,Ryan Blaum,69.63,1323,19
2017,13,0,40026,Daniel Berger,69.66,3274,47
2017,14,0,22056,Cameron Percy,69.68,1533,22
2017,15,0,23108,Matt Kuchar,69.78,3140,45
2017,16,0,25349,Tim Wilkinson,69.79,977,14
2017,17,0,27436,Graham DeLaet,69.81,1885,27
2017,17,0,23621,Rory Sabbatini,69.81,1117,16
2017,19,0,47128,Richy Werenski,69.82,1187,17
2017,20,0,26851,Marc Leishman,69.89,2656,38
2017,21,0,29478,Kevin Kisner,69.92,2517,36
2017,22,0,25720,Chad Collins,69.93,979,14
2017,22,0,31323,Gary Woodland,69.93,1888,27
2017,24,0,25364,Paul Casey,69.94,3427,49
2017,24,0,48081,Xander Schauffele,69.94,2238,32
2017,26,0,35450,Patrick Cantlay,69.95,1399,20
2017,26,0,36689,Brooks Koepka,69.95,2798,40
2017,26,0,32640,Troy Merritt,69.95,1329,19
2017,29,0,24138,Ian Poulter,69.96,1679,24
2017,30,0,29725,Tony Finau,70.0,2170,31
2017,30,0,24358,Robert Garrigus,70.0,1400,20
2017,30,0,29221,Webb Simpson,70.0,2310,33
2017,33,0,29461,Jamie Lovemark,70.03,2381,34
2017,34,0,27466,Spencer Levin,70.06,1191,17
2017,35,0,32102,Rickie Fowler,70.1,3365,48
2017,36,0,30110,Kyle Stanley,70.13,2244,32
2017,37,0,35891,Cameron Smith,70.14,1473,21
2017,38,0,26499,Rafa Cabrera Bello,70.15,1824,26
2017,39,0,19803,Ryan Armour,70.18,1193,17
2017,40,0,39975,Michael Kim,70.19,1474,21
2017,41,0,24924,Bill Haas,70.22,2598,37
2017,42,0,22405,Justin Rose,70.26,2389,34
2017,43,0,23353,J.J. Henry,70.27,1054,15
2017,43,0,24781,Hunter Mahan,70.27,1054,15
2017,43,0,33418,Shawn Stefani,70.27,1054,15
2017,46,0,26951,Johnson Wagner,70.28,1265,18
2017,47,0,31420,Anirban Lahiri,70.32,1758,25
2017,48,0,24502,Adam Scott,70.33,2110,30
2017,49,0,31557,Jim Herman,70.35,1196,17
2017,50,0,33120,Mark Anderson,70.38,1126,16
2017,50,0,25686,Jason Dufner,70.38,2604,37
2017,52,0,46501,Ollie Schniederjans,70.39,1971,28
2017,53,0,19846,Brian Gay,70.4,1408,20
2017,54,0,35545,Blayne Barber,70.41,1197,17
2017,54,0,26596,Ryan Moore,70.41,2253,32
2017,54,0,24361,Pat Perez,70.41,2746,39
2017,57,0,27936,Martin Laird,70.43,1972,28
2017,58,0,33122,Russell Knox,70.44,1902,27
2017,58,0,34466,Peter Malnati,70.44,1127,16
2017,60,0,25892,Steve Wheatcroft,70.46,916,13
2017,61,0,27644,Brian Harman,70.47,2537,36
2017,61,0,35879,Kelly Kraft,70.47,1198,17
2017,63,0,29518,Brendan Steele,70.48,2044,29
2017,64,0,30191,Julián Etulain,70.5,705,10
2017,64,0,32757,Patton Kizzire,70.5,705,10
2017,64,0,27770,Camilo Villegas,70.5,1833,26
2017,67,0,46550,Brandon Hagy,70.53,1199,17
2017,68,0,35506,Mackenzie Hughes,70.55,2046,29
2017,69,0,29740,Brad Fritsch,70.56,635,9
2017,69,0,27129,Luke List,70.56,1905,27
2017,69,0,24140,Sean O'Hair,70.56,1905,27
2017,72,0,24846,Ricky Barnes,70.59,1200,17
2017,72,0,34021,Bud Cauley,70.59,1906,27
2017,72,0,32366,Kevin Chappell,70.59,2047,29
2017,72,0,33399,Adam Hadwin,70.59,2400,34
2017,76,0,36801,Mark Hubbard,70.6,1059,15
2017,76,0,26476,Chez Reavie,70.6,2118,30
2017,76,0,27214,Kevin Streelman,70.6,1765,25
2017,79,0,34174,John Huh,70.62,1483,21
2017,79,0,25818,Scott Piercy,70.62,1483,21
2017,81,0,48822,Sebastián Muñoz,70.64,989,14
2017,82,0,40058,Zac Blair,70.68,1767,25
2017,83,0,27649,Brandt Snedeker,70.69,1838,26
2017,84,0,24024,Zach Johnson,70.7,2121,30
2017,84,0,29289,S.Y. Noh,70.7,2121,30
2017,84,0,26331,Charl Schwartzel,70.7,1626,23
2017,87,0,28089,Jason Day,70.71,2404,34
2017,87,0,26300,Matt Jones,70.71,990,14
2017,87,0,34213,Grayson Murray,70.71,1980,28
2017,90,0,21209,Sergio Garcia,70.73,2122,30
2017,91,0,46601,Trey Mullinax,70.75,1981,28
2017,91,0,27095,Nick Watney,70.75,1132,16
2017,93,0,25900,Lucas Glover,70.78,2548,36
2017,93,0,34264,Hudson Swafford,70.78,1911,27
2017,95,0,23541,Ben Crane,70.79,1345,19
2017,96,0,28237,Rory McIlroy,70.8,1770,25
2017,97,0,28420,Ryan Brehm,70.81,1487,21
2017,98,0,10809,Jim Furyk,70.83,1275,18
2017,98,0,37454,Whee Kim,70.83,1629,23
2017,100,0,1810,Phil Mickelson,70.84,2621,37
2017,100,0,28252,Seamus Power,70.84,1771,25
2017,102,0,32448,James Hahn,70.85,1842,26
2017,102,0,25198,Francesco Molinari,70.85,1913,27
2017,102,0,39324,J.J. Spaun,70.85,1842,26
2017,105,0,28500,Martin Flores,70.86,1559,22
2017,106,0,34098,Russell Henley,70.88,2977,42
2017,107,0,29974,Branden Grace,70.9,1489,21
2017,108,0,27974,Sung Kang,70.92,1702,24
2017,108,0,27064,Jhonattan Vegas,70.92,1844,26
2017,110,0,34099,Harris English,70.95,1419,20
2017,111,0,26329,Louis Oosthuizen,70.96,1632,23
2017,112,0,25493,Nick Taylor,70.97,2058,29
2017,113,0,20771,Steven Alker,71.0,1065,15
2017,113,0,40009,Dominic Bozzelli,71.0,1278,18
2017,113,0,33141,Keegan Bradley,71.0,2556,36
2017,113,0,29479,Scott Brown,71.0,2201,31
2017,117,0,29420,Billy Horschel,71.04,1918,27
2017,117,0,30692,Scott Stallings,71.04,1776,25
2017,119,0,49771,J.T. Poston,71.05,1421,20
2017,120,0,20472,Alex Cejka,71.06,1208,17
2017,120,0,28679,Fabián Gómez,71.06,1208,17
2017,122,0,47959,Bryson DeChambeau,71.07,2061,29
2017,123,0,34431,Robert Streb,71.08,1848,26
2017,124,0,29908,C.T. Pan,71.09,1564,22
2017,124,0,33419,Cameron Tringale,71.09,1635,23
2017,126,0,34360,Patrick Reed,71.1,2844,40
2017,127,0,33413,Ben Martin,71.11,1351,19
2017,127,0,25572,Graeme McDowell,71.11,1351,19
2017,127,0,22046,Geoff Ogilvy,71.11,1351,19
2017,130,0,27895,Jonas Blixt,71.12,1209,17
2017,130,0,48084,Wesley Bryan,71.12,1849,26
2017,132,0,34358,Jonathan Randolph,71.14,1494,21
2017,133,0,29720,Andres Gonzales,71.15,925,13
2017,133,0,30944,Jason Kokrak,71.15,1850,26
2017,135,0,28307,Matt Every,71.17,1281,18
2017,136,0,32333,Kevin Tway,71.18,1566,22
2017,137,0,20229,Stewart Cink,71.19,1922,27
2017,137,0,26758,David Hearn,71.19,2207,31
2017,137,0,29222,Billy Hurley III,71.19,1139,16
2017,137,0,26289,Boo Weekley,71.19,1139,16
2017,141,0,33461,Morgan Hoffmann,71.22,1923,27
2017,142,0,36699,Patrick Rodgers,71.25,1710,24
2017,143,0,20572,Rod Pampling,71.27,1069,15
2017,144,0,23983,Luke Donald,71.29,998,14
2017,144,0,27963,Chris Stroud,71.29,1212,17
2017,144,0,23325,Vaughn Taylor,71.29,998,14
2017,147,0,46440,Smylie Kaufman,71.3,1426,20
2017,148,0,39954,Cody Gribble,71.33,1284,18
2017,149,0,28132,Tyrone Van Aswegen,71.36,1570,22
2017,150,0,46732,Rick Lamb,71.38,928,13
2017,151,0,25834,Daniel Summerhays,71.39,2213,31
2017,151,0,37189,Harold Varner III,71.39,1999,28
2017,153,0,25804,Bubba Watson,71.42,1857,26
2017,154,0,34409,David Lingmerth,71.43,1643,23
2017,155,0,37278,Nicholas Lindheim,71.45,786,11
2017,156,0,30926,Chris Kirk,71.5,1430,20
2017,156,0,33204,Shane Lowry,71.5,1001,14
2017,158,0,27141,J.B. Holmes,71.57,1646,23
2017,159,0,29223,Sam Saunders,71.6,1432,20
2017,160,0,31416,Derek Fathauer,71.64,1791,25
2017,161,0,20157,Retief Goosen,71.7,717,10
2017,162,0,33948,Byeong Hun An,71.74,1363,19
2017,163,0,25240,D.A. Points,71.76,1220,17
2017,164,0,28093,Miguel Angel Carballo,71.8,1077,15
2017,165,0,22371,Aaron Baddeley,71.81,1149,16
2017,166,0,23320,Ryan Palmer,71.83,1293,18
2017,167,0,30852,Ryo Ishikawa,71.86,1006,14
2017,167,0,29476,Kyle Reifers,71.86,1581,22
2017,169,0,22986,Søren Kjeldsen,72.0,1152,16
2017,169,0,25345,Carl Pettersson,72.0,1224,17
2017,171,0,31560,Brian Stuard,72.08,937,13
2017,172,0,46443,Brian Campbell,72.09,793,11
2017,173,0,31646,Emiliano Grillo,72.11,1947,27
2017,174,0,37455,Si Woo Kim,72.15,1876,26
2017,175,0,20104,Ken Duke,72.16,1371,19
2017,176,0,35532,Tom Hoge,72.2,722,10
2017,177,0,32200,Roberto Castro,72.21,1011,14
2017,178,0,25191,Gonzalo Fernandez-Castaño,72.23,939,13
2017,179,0,6522,Ernie Els,72.28,1301,18
2017,180,0,32150,Michael Thompson,72.3,723,10
2017,181,0,29485,Brett Stegmaier,72.33,1085,15
2017,182,0,31202,William McGirt,72.35,1664,23
2017,183,0,24357,K.J. Choi,72.36,1013,14
2017,184,0,20593,Greg Chalmers,72.4,724,10
2017,185,0,25632,Jimmy Walker,72.52,1958,27
2017,186,0,24507,Jason Bohn,72.74,1382,19
2017,187,0,23800,Bryce Molder,72.92,948,13
2017,188,0,35300,Andrew Loupe,73.14,1024,14
2017,189,0,35110,Brett Drewitt,73.75,295,4
2017,190,0,25274,Steven Bowditch,75.83,455,6
2016,1,0,26596,Ryan Moore,69.29,2425,35
2016,2,0,24502,Adam Scott,69.52,3059,44
2016,3,0,30925,Dustin Johnson,69.67,3762,54
2016,4,0,28158,Steve Marino,69.71,1185,17
2016,5,0,8075,Jerry Kelly,69.74,1604,23
2016,6,0,23983,Luke Donald,69.83,1606,23
2016,7,0,32102,Rickie Fowler,69.86,3074,44
2016,8,0,28237,Rory McIlroy,69.88,2306,33
2016,8,0,6527,Steve Stricker,69.88,1747,25
2016,10,0,34265,Will Wilcox,69.91,769,11
2016,11,0,34360,Patrick Reed,69.92,3356,48
2016,12,0,27649,Brandt Snedeker,69.98,3289,47
2016,13,0,20472,Alex Cejka,70.0,1610,23
2016,13,0,24924,Bill Haas,70.0,2310,33
2016,13,0,30163,Henrik Norlander,70.0,980,14
2016,16,0,34046,Jordan Spieth,70.04,3152,45
2016,17,0,29974,Branden Grace,70.09,1542,22
