YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2019,131,0,29970,Dylan Frittelli,12.96,21,162,-0.14
2019,132,0,40026,Daniel Berger,12.88,17,132,-0.06
2019,133,0,40009,Dominic Bozzelli,12.69,17,134,+0.29
2019,134,0,32333,Kevin Tway,12.5,18,144,E
2019,135,0,29926,Danny Lee,12.34,19,154,E
2019,136,0,35617,Martin Trainer,12.3,15,122,+0.27
2019,137,0,37189,Harold Varner III,12.2,20,164,+0.30
2019,138,0,25632,Jimmy Walker,12.12,16,132,E
2019,139,0,29518,Brendan Steele,12.04,13,108,E
2019,140,0,35421,Brandon Harkins,11.45,19,166,+0.16
2019,141,0,45486,Joaquin Niemann,11.41,21,184,-0.10
2019,142,0,34264,Hudson Swafford,11.4,13,114,-0.46
2019,143,0,39546,Keith Mitchell,11.33,17,150,+0.29
2019,144,0,34360,Patrick Reed,11.31,19,168,+0.16
2019,145,0,39977,Max Homa,11.25,18,160,-0.11
2019,146,0,32102,Rickie Fowler,11.18,17,152,+0.24
2019,147,0,27064,Jhonattan Vegas,11.11,16,144,-0.19
2019,148,0,47347,Adam Schenk,11.0,22,200,-0.36
2019,149,0,33667,Carlos Ortiz,10.98,18,164,-0.22
2019,150,0,33948,Byeong Hun An,10.77,14,130,+0.14
2019,151,0,29484,Peter Uihlein,10.71,15,140,-0.07
2019,152,0,27974,Sung Kang,10.63,17,160,-0.18
2019,152,0,48822,Sebastián Muñoz,10.63,17,160,+0.12
2019,154,0,30946,Alex Prugh,10.56,15,142,+0.60
2019,155,0,49960,Sepp Straka,10.42,15,144,+0.07
2019,156,0,24502,Adam Scott,10.38,11,106,+0.36
2019,157,0,33141,Keegan Bradley,10.14,15,148,+0.27
2019,158,0,30191,Julián Etulain,10.0,13,130,+0.15
2019,159,0,47959,Bryson DeChambeau,9.03,13,144,+0.38
2019,160,0,36699,Patrick Rodgers,8.82,9,102,+0.44
2019,161,0,34099,Harris English,8.79,16,182,+0.13
2019,162,0,23320,Ryan Palmer,8.62,10,116,E
2019,163,0,30944,Jason Kokrak,8.54,14,164,-0.07
2019,164,0,21961,Charles Howell III,7.83,13,166,E
2019,165,0,22405,Justin Rose,7.76,9,116,+0.22
2019,165,0,25804,Bubba Watson,7.76,9,116,E
2019,167,0,45157,Cam Davis,7.64,11,144,+0.27
2019,168,0,29725,Tony Finau,7.5,12,160,+0.42
2019,168,0,32839,Hideki Matsuyama,7.5,12,160,+0.17
2019,170,0,35450,Patrick Cantlay,7.35,10,136,E
2019,171,0,52372,Cameron Champ,7.24,11,152,+0.27
2019,172,0,51766,Wyndham Clark,7.06,12,170,-0.08
2019,173,0,46601,Trey Mullinax,6.85,10,146,E
2019,174,0,21209,Sergio Garcia,6.82,6,88,-0.17
2019,175,0,47856,Seth Reeves,6.72,9,134,-0.11
2019,176,0,49964,Aaron Wise,6.52,9,138,-0.22
2019,177,0,47504,Sam Burns,6.41,10,156,+0.20
2019,178,0,30925,Dustin Johnson,6.06,8,132,E
2019,179,0,27141,J.B. Holmes,5.56,7,126,E
2019,180,0,1810,Phil Mickelson,5.0,6,120,+0.33
2019,181,0,46501,Ollie Schniederjans,4.93,7,142,+0.14
2019,182,0,48081,Xander Schauffele,4.84,6,124,-0.17
2019,183,0,46970,Jon Rahm,4.69,6,128,-0.17
2019,183,0,33448,Justin Thomas,4.69,6,128,+0.17
2019,185,0,31323,Gary Woodland,3.95,6,152,E
2019,186,0,28237,Rory McIlroy,3.91,5,128,E
2019,187,0,27129,Luke List,3.17,4,126,E
2019,188,0,36689,Brooks Koepka,3.03,4,132,E
2018,1,0,40058,Zac Blair,39.66,46,116,-0.07
2018,2,0,29222,Billy Hurley III,35.94,46,128,-0.02
2018,3,0,26758,David Hearn,35.83,43,120,-0.02
2018,4,0,35376,Roberto Díaz,35.29,48,136,-0.08
2018,5,0,20593,Greg Chalmers,34.62,36,104,-0.14
2018,6,0,23541,Ben Crane,33.64,37,110,+0.11
2018,7,0,20572,Rod Pampling,33.0,33,100,-0.06
2018,8,0,26476,Chez Reavie,32.43,48,148,+0.02
2018,9,0,10809,Jim Furyk,32.29,31,96,-0.26
2018,10,0,37454,Whee Kim,32.1,52,162,-0.06
2018,11,0,31560,Brian Stuard,31.96,62,194,-0.18
2018,12,0,22582,Kyle Thompson,31.52,29,92,-0.03
2018,13,0,35879,Kelly Kraft,30.95,52,168,-0.06
2018,14,0,25240,D.A. Points,30.7,35,114,E
2018,15,0,19846,Brian Gay,30.69,62,202,-0.21
2018,16,0,19803,Ryan Armour,30.37,65,214,-0.22
2018,17,0,28679,Fabián Gómez,29.76,50,168,-0.24
2018,18,0,20472,Alex Cejka,29.71,41,138,+0.07
2018,19,0,27942,Rob Oppenheim,29.41,40,136,-0.23
2018,20,0,26951,Johnson Wagner,28.26,39,138,-0.08
2018,21,0,29926,Danny Lee,28.21,44,156,-0.09
2018,21,0,25396,Kevin Na,28.21,44,156,+0.07
2018,23,0,39975,Michael Kim,28.03,37,132,+0.08
2018,24,0,23325,Vaughn Taylor,27.85,44,158,+0.14
2018,25,0,31202,William McGirt,27.56,43,156,+0.12
2018,26,0,24925,Jonathan Byrd,27.42,34,124,+0.03
2018,27,0,48084,Wesley Bryan,27.27,30,110,-0.07
2018,28,0,27556,Ted Potter Jr.,27.01,47,174,+0.04
2018,29,0,25892,Steve Wheatcroft,26.72,31,116,-0.10
2018,30,0,24024,Zach Johnson,26.44,46,174,+0.07
2018,31,0,23108,Matt Kuchar,26.32,40,152,-0.10
2018,32,0,33410,Andrew Landry,26.25,42,160,-0.02
2018,33,0,33122,Russell Knox,26.16,45,172,+0.02
2018,34,0,27963,Chris Stroud,26.15,34,130,+0.03
2018,35,0,34174,John Huh,26.11,47,180,-0.02
2018,36,0,12510,Chad Campbell,26.06,37,142,+0.11
2018,37,0,30926,Chris Kirk,25.98,53,204,-0.11
2018,38,0,34466,Peter Malnati,25.9,43,166,E
2018,39,0,34409,David Lingmerth,25.64,40,156,-0.23
2018,39,0,26596,Ryan Moore,25.64,40,156,-0.05
2018,41,0,29221,Webb Simpson,25.54,47,184,-0.19
2018,42,0,27644,Brian Harman,25.0,41,164,+0.05
2018,42,0,37455,Si Woo Kim,25.0,46,184,+0.26
2018,42,0,39328,Conrad Shindler,25.0,28,112,-0.18
2018,45,0,45609,Tyler Duncan,24.73,46,186,+0.15
2018,46,0,23353,J.J. Henry,24.67,37,150,-0.11
2018,47,0,25834,Daniel Summerhays,24.44,22,90,-0.14
2018,48,0,27649,Brandt Snedeker,24.39,40,164,-0.05
2018,49,0,27958,Ryan Blaum,24.36,38,156,-0.05
2018,50,0,24138,Ian Poulter,24.11,27,112,+0.07
2018,51,0,32876,Martin Piller,24.03,37,154,-0.11
2018,52,0,37278,Nicholas Lindheim,23.19,32,138,E
2018,53,0,32816,Satoshi Kodaira,22.92,22,96,+0.23
2018,54,0,24846,Ricky Barnes,22.88,27,118,E
2018,55,0,28775,Nate Lashley,22.34,21,94,E
2018,56,0,28132,Tyrone Van Aswegen,22.04,41,186,+0.07
2018,57,0,34256,Andrew Putnam,21.91,39,178,+0.08
2018,58,0,35545,Blayne Barber,21.64,29,134,-0.10
2018,59,0,47128,Richy Werenski,21.59,38,176,-0.03
2018,60,0,34358,Jonathan Randolph,21.54,28,130,+0.21
2018,61,0,24361,Pat Perez,21.43,27,126,+0.15
2018,62,0,34098,Russell Henley,21.21,28,132,-0.21
2018,63,0,21528,Henrik Stenson,21.15,22,104,-0.23
2018,64,0,29908,C.T. Pan,21.11,38,180,-0.05
2018,64,0,35544,Andrew Yun,21.11,19,90,-0.32
2018,66,0,25818,Scott Piercy,21.05,32,152,E
2018,67,0,22056,Cameron Percy,21.0,21,100,-0.29
2018,68,0,33399,Adam Hadwin,20.78,32,154,-0.06
2018,69,0,26499,Rafa Cabrera Bello,20.69,24,116,+0.13
2018,70,0,47993,Denny McCarthy,20.63,26,126,+0.23
2018,71,0,34431,Robert Streb,20.45,27,132,+0.33
2018,72,0,35532,Tom Hoge,20.43,38,186,-0.03
2018,73,0,23621,Rory Sabbatini,20.22,36,178,-0.22
2018,74,0,29478,Kevin Kisner,19.87,31,156,+0.26
2018,75,0,33419,Cameron Tringale,19.84,25,126,+0.12
2018,76,0,31646,Emiliano Grillo,19.64,33,168,-0.09
2018,76,0,39327,Ben Silverman,19.64,33,168,-0.03
2018,78,0,27214,Kevin Streelman,19.57,36,184,-0.22
2018,79,0,29479,Scott Brown,19.44,35,180,+0.17
2018,80,0,34076,Joel Dahmen,19.41,33,170,+0.06
2018,81,0,27936,Martin Laird,19.23,25,130,+0.40
2018,82,0,30978,Kiradech Aphibarnrat,19.05,16,84,+0.13
2018,83,0,45526,Abraham Ancer,18.75,36,192,-0.33
2018,83,0,31416,Derek Fathauer,18.75,30,160,E
2018,83,0,33413,Ben Martin,18.75,24,128,+0.17
2018,86,0,24924,Bill Haas,18.57,26,140,+0.04
2018,87,0,35506,Mackenzie Hughes,18.42,28,152,+0.11
2018,88,0,32254,Xinjun Zhang,18.31,26,142,+0.15
2018,89,0,25572,Graeme McDowell,18.18,20,110,-0.10
2018,90,0,37338,Zecheng Dou,17.78,16,90,-0.06
2018,91,0,33141,Keegan Bradley,17.65,30,170,-0.03
2018,92,0,29974,Branden Grace,17.31,18,104,+0.06
2018,92,0,34360,Patrick Reed,17.31,27,156,+0.15
2018,94,0,46435,Austin Cook,17.29,37,214,-0.16
2018,95,0,25493,Nick Taylor,17.07,28,164,+0.14
2018,96,0,34363,Tyrrell Hatton,17.0,17,100,-0.12
2018,97,0,40026,Daniel Berger,16.91,23,136,+0.26
2018,98,0,37275,Sam Ryder,16.88,27,160,+0.15
2018,99,0,34021,Bud Cauley,16.67,15,90,-0.27
2018,100,0,28500,Martin Flores,16.46,27,164,-0.04
2018,101,0,27895,Jonas Blixt,16.04,17,106,-0.24
2018,102,0,22371,Aaron Baddeley,16.03,25,156,-0.12
2018,103,0,25198,Francesco Molinari,15.91,21,132,-0.10
2018,104,0,29420,Billy Horschel,15.85,26,164,-0.15
2018,105,0,35891,Cameron Smith,15.71,22,140,+0.05
2018,106,0,31420,Anirban Lahiri,15.54,23,148,+0.13
2018,107,0,32150,Michael Thompson,15.52,18,116,-0.06
2018,108,0,29535,Brice Garnett,15.26,29,190,+0.10
2018,109,0,26851,Marc Leishman,15.24,25,164,+0.04
2018,110,0,30110,Kyle Stanley,15.13,23,152,-0.17
2018,111,0,27974,Sung Kang,14.94,23,154,+0.52
2018,112,0,26329,Louis Oosthuizen,14.81,16,108,+0.06
2018,113,0,40009,Dominic Bozzelli,14.62,19,130,E
2018,114,0,46402,Talor Gooch,14.58,21,144,+0.10
2018,115,0,20229,Stewart Cink,14.56,23,158,-0.09
2018,115,0,39324,J.J. Spaun,14.56,23,158,+0.13
2018,117,0,25900,Lucas Glover,14.29,14,98,E
2018,117,0,27064,Jhonattan Vegas,14.29,22,154,+0.55
2018,117,0,25632,Jimmy Walker,14.29,22,154,+0.05
2018,120,0,32102,Rickie Fowler,14.19,21,148,-0.05
2018,121,0,28307,Matt Every,14.0,21,150,+0.24
2018,122,0,30692,Scott Stallings,13.95,24,172,-0.04
2018,123,0,34563,Chesson Hadley,13.64,27,198,-0.07
2018,124,0,33418,Shawn Stefani,13.51,20,148,+0.05
2018,125,0,34099,Harris English,13.46,21,156,+0.10
2018,126,0,49771,J.T. Poston,13.38,19,142,+0.11
2018,127,0,36799,Stephan Jaeger,13.33,20,150,+0.20
2018,128,0,47287,Ethan Tracy,13.24,18,136,+0.22
2018,129,0,12716,Charley Hoffman,13.13,21,160,+0.24
2018,130,0,26331,Charl Schwartzel,13.04,12,92,+0.17
2018,131,0,48081,Xander Schauffele,12.96,21,162,+0.43
2018,132,0,47125,Matt Atkins,12.5,13,104,+0.08
2018,132,0,25686,Jason Dufner,12.5,15,120,-0.13
2018,132,0,49964,Aaron Wise,12.5,22,176,+0.09
2018,135,0,32640,Troy Merritt,12.35,21,170,-0.05
2018,136,0,29484,Peter Uihlein,12.14,17,140,+0.12
2018,137,0,1810,Phil Mickelson,12.05,20,166,+0.35
2018,138,0,35461,Beau Hossler,12.02,25,208,-0.28
2018,139,0,32757,Patton Kizzire,11.8,21,178,+0.14
2018,140,0,37189,Harold Varner III,11.73,19,162,+0.11
2018,141,0,27349,Alex Noren,11.61,13,112,+0.08
2018,142,0,29485,Brett Stegmaier,11.48,14,122,E
2018,143,0,24502,Adam Scott,11.43,16,140,E
2018,144,0,46501,Ollie Schniederjans,11.39,18,158,+0.28
2018,145,0,21961,Charles Howell III,11.36,20,176,-0.05
2018,146,0,24781,Hunter Mahan,11.11,14,126,E
2018,146,0,27095,Nick Watney,11.11,20,180,+0.25
2018,148,0,29268,Bronson Burgoon,10.87,15,138,+0.33
2018,149,0,22405,Justin Rose,10.48,13,124,-0.08
2018,150,0,29518,Brendan Steele,10.32,13,126,+0.23
2018,151,0,28252,Seamus Power,10.26,16,156,+0.13
2018,152,0,32448,James Hahn,10.14,15,148,-0.20
2018,153,0,34264,Hudson Swafford,10.0,11,110,E
2018,154,0,35450,Patrick Cantlay,9.87,15,152,E
2018,155,0,33204,Shane Lowry,9.82,11,112,+0.27
2018,156,0,39954,Cody Gribble,9.65,11,114,+0.27
2018,157,0,8793,Tiger Woods,9.56,13,136,+0.08
2018,158,0,24140,Sean O'Hair,9.52,12,126,-0.17
2018,159,0,35310,Lanto Griffin,9.46,14,148,-0.29
2018,160,0,32839,Hideki Matsuyama,9.38,12,128,+0.17
2018,160,0,47347,Adam Schenk,9.38,15,160,E
2018,162,0,39997,Corey Conners,9.14,17,186,+0.18
2018,163,0,29223,Sam Saunders,8.78,13,148,-0.15
2018,163,0,33448,Justin Thomas,8.78,13,148,-0.08
2018,165,0,39546,Keith Mitchell,8.76,17,194,+0.47
2018,166,0,20157,Retief Goosen,8.65,9,104,E
2018,167,0,34213,Grayson Murray,8.59,11,128,+0.36
2018,168,0,34046,Jordan Spieth,8.55,13,152,-0.15
2018,169,0,27141,J.B. Holmes,8.45,12,142,+0.17
2018,170,0,36699,Patrick Rodgers,8.24,14,170,+0.29
2018,171,0,33948,Byeong Hun An,8.13,13,160,+0.08
2018,171,0,29461,Jamie Lovemark,8.13,13,160,-0.08
2018,173,0,23320,Ryan Palmer,7.94,10,126,+0.30
2018,174,0,36689,Brooks Koepka,7.76,9,116,E
2018,175,0,47959,Bryson DeChambeau,7.53,14,186,-0.21
2018,176,0,35421,Brandon Harkins,7.37,14,190,-0.07
2018,177,0,30911,Tommy Fleetwood,7.26,9,124,E
2018,178,0,30925,Dustin Johnson,7.14,10,140,-0.10
2018,179,0,50526,Tom Lovelady,6.79,11,162,+0.27
2018,180,0,25364,Paul Casey,6.78,8,118,-0.13
2018,181,0,32333,Kevin Tway,6.77,13,192,+0.08
2018,182,0,32366,Kevin Chappell,6.76,10,148,+0.40
2018,183,0,29725,Tony Finau,6.67,12,180,+0.08
2018,184,0,24358,Robert Garrigus,6.58,10,152,+0.40
2018,185,0,30944,Jason Kokrak,6.57,13,198,E
2018,186,0,46970,Jon Rahm,6.45,8,124,E
2018,187,0,25804,Bubba Watson,6.33,10,158,+0.20
2018,188,0,28089,Jason Day,5.83,7,120,-0.14
2018,189,0,31323,Gary Woodland,5.42,9,166,E
2018,190,0,28237,Rory McIlroy,4.92,6,122,+0.17
2018,191,0,26300,Matt Jones,4.84,6,124,-0.17
2018,192,0,46601,Trey Mullinax,3.62,5,138,-0.40
2018,193,0,27129,Luke List,2.3,4,174,+0.25
2017,1,0,10809,Jim Furyk,55.88,57,102,-0.21
2017,2,0,22986,Søren Kjeldsen,45.56,41,90,E
2017,3,0,40058,Zac Blair,45.26,86,190,-0.17
2017,4,0,20104,Ken Duke,45.07,64,142,-0.17
2017,5,0,25349,Tim Wilkinson,44.83,52,116,-0.08
2017,6,0,23800,Bryce Molder,43.92,65,148,-0.15
2017,7,0,20771,Steven Alker,42.06,53,126,-0.23
2017,8,0,19803,Ryan Armour,40.68,48,118,+0.04
2017,9,0,23541,Ben Crane,39.24,62,158,+0.02
2017,10,0,24507,Jason Bohn,38.73,55,142,-0.09
2017,11,0,23983,Luke Donald,38.54,37,96,-0.05
2017,12,0,31560,Brian Stuard,37.95,63,166,-0.08
2017,13,0,48084,Wesley Bryan,37.91,69,182,-0.25
2017,14,0,24357,K.J. Choi,37.9,47,124,-0.13
2017,15,0,19846,Brian Gay,37.18,58,156,-0.07
2017,16,0,25720,Chad Collins,37.1,46,124,-0.15
2017,17,0,27466,Spencer Levin,37.04,60,162,-0.17
2017,18,0,25572,Graeme McDowell,36.61,41,112,-0.12
2017,19,0,28679,Fabián Gómez,36.44,43,118,-0.12
2017,20,0,20472,Alex Cejka,36.3,53,146,-0.13
2017,21,0,24138,Ian Poulter,35.94,46,128,-0.07
2017,22,0,6522,Ernie Els,35.42,34,96,+0.12
2017,23,0,34466,Peter Malnati,35.19,57,162,-0.04
2017,24,0,32200,Roberto Castro,35.16,45,128,+0.02
2017,25,0,25345,Carl Pettersson,34.75,41,118,E
2017,26,0,23325,Vaughn Taylor,34.52,58,168,-0.21
2017,27,0,27649,Brandt Snedeker,34.0,34,100,-0.21
2017,28,0,23108,Matt Kuchar,32.95,58,176,-0.03
2017,29,0,29222,Billy Hurley III,32.24,49,152,-0.27
2017,30,0,31202,William McGirt,31.93,53,166,E
2017,31,0,12510,Chad Campbell,31.72,59,186,-0.19
2017,32,0,20593,Greg Chalmers,31.69,45,142,-0.27
2017,33,0,26476,Chez Reavie,31.32,57,182,-0.05
2017,34,0,27958,Ryan Blaum,31.25,60,192,-0.03
2017,35,0,24024,Zach Johnson,31.17,48,154,+0.21
2017,36,0,25240,D.A. Points,30.88,42,136,-0.12
2017,37,0,33419,Cameron Tringale,30.38,48,158,E
2017,38,0,34409,David Lingmerth,30.28,43,142,E
2017,39,0,26758,David Hearn,30.25,49,162,-0.22
2017,40,0,29908,C.T. Pan,30.23,52,172,-0.15
2017,41,0,24846,Ricky Barnes,30.11,53,176,+0.04
2017,42,0,22046,Geoff Ogilvy,29.86,43,144,+0.02
2017,43,0,26951,Johnson Wagner,29.37,37,126,-0.08
2017,44,0,27895,Jonas Blixt,29.29,41,140,-0.15
2017,45,0,35110,Brett Drewitt,29.25,31,106,-0.03
2017,46,0,34174,John Huh,29.17,49,168,+0.02
2017,46,0,29476,Kyle Reifers,29.17,49,168,-0.14
2017,46,0,27770,Camilo Villegas,29.17,42,144,-0.07
2017,49,0,32150,Michael Thompson,28.57,32,112,+0.09
2017,50,0,29740,Brad Fritsch,27.88,29,104,-0.21
2017,51,0,23621,Rory Sabbatini,26.15,34,130,-0.24
2017,52,0,33399,Adam Hadwin,26.06,49,188,+0.02
2017,53,0,26499,Rafa Cabrera Bello,25.96,27,104,+0.04
2017,54,0,36801,Mark Hubbard,25.71,36,140,-0.19
2017,55,0,29974,Branden Grace,25.45,28,110,-0.11
2017,56,0,26289,Boo Weekley,25.34,37,146,-0.05
2017,57,0,25493,Nick Taylor,25.26,48,190,-0.19
2017,58,0,33120,Mark Anderson,25.0,26,104,+0.12
2017,58,0,27644,Brian Harman,25.0,48,192,+0.02
2017,58,0,25396,Kevin Na,25.0,37,148,-0.05
2017,58,0,25834,Daniel Summerhays,25.0,45,180,-0.07
2017,62,0,29221,Webb Simpson,24.75,49,198,-0.04
2017,63,0,31416,Derek Fathauer,24.65,35,142,-0.03
2017,64,0,25892,Steve Wheatcroft,24.47,23,94,-0.30
2017,65,0,25191,Gonzalo Fernandez-Castaño,24.11,27,112,-0.04
2017,65,0,37278,Nicholas Lindheim,24.11,27,112,E
2017,67,0,30926,Chris Kirk,24.1,40,166,-0.20
2017,68,0,30852,Ryo Ishikawa,24.04,25,104,-0.04
2017,69,0,34358,Jonathan Randolph,23.81,30,126,-0.10
2017,70,0,37454,Whee Kim,23.61,34,144,+0.12
2017,71,0,29926,Danny Lee,23.53,40,170,+0.10
2017,71,0,33418,Shawn Stefani,23.53,32,136,E
2017,73,0,26596,Ryan Moore,23.24,33,142,-0.15
2017,73,0,20572,Rod Pampling,23.24,33,142,+0.15
2017,75,0,28132,Tyrone Van Aswegen,23.12,43,186,-0.05
2017,76,0,35506,Mackenzie Hughes,23.08,48,208,+0.06
2017,77,0,31557,Jim Herman,22.54,32,142,-0.06
2017,78,0,29479,Scott Brown,22.53,41,182,-0.05
2017,79,0,29478,Kevin Kisner,22.22,40,180,-0.03
2017,80,0,24361,Pat Perez,22.09,38,172,-0.18
2017,81,0,35879,Kelly Kraft,21.83,31,142,+0.03
2017,82,0,22371,Aaron Baddeley,21.7,23,106,+0.09
2017,83,0,39975,Michael Kim,21.67,39,180,-0.10
2017,84,0,29223,Sam Saunders,21.43,30,140,-0.27
2017,85,0,25198,Francesco Molinari,21.32,29,136,+0.07
2017,86,0,27963,Chris Stroud,21.19,25,118,-0.16
2017,87,0,34098,Russell Henley,21.13,41,194,-0.02
2017,88,0,29485,Brett Stegmaier,20.83,30,144,+0.07
2017,89,0,22056,Cameron Percy,20.77,27,130,+0.11
2017,90,0,35891,Cameron Smith,20.73,34,164,-0.18
2017,91,0,35532,Tom Hoge,20.65,19,92,-0.16
2017,92,0,33461,Morgan Hoffmann,20.45,36,176,-0.08
2017,93,0,30110,Kyle Stanley,20.0,40,200,-0.10
2017,94,0,24924,Bill Haas,19.75,32,162,-0.13
2017,95,0,32448,James Hahn,19.57,36,184,+0.11
2017,96,0,39324,J.J. Spaun,19.19,33,172,+0.09
2017,97,0,30191,Julián Etulain,19.05,24,126,+0.13
2017,98,0,49771,J.T. Poston,18.97,33,174,-0.09
2017,99,0,20229,Stewart Cink,18.82,35,186,E
2017,100,0,32102,Rickie Fowler,18.75,27,144,+0.15
2017,100,0,26331,Charl Schwartzel,18.75,21,112,+0.05
2017,100,0,27214,Kevin Streelman,18.75,33,176,+0.06
2017,103,0,26851,Marc Leishman,18.6,32,172,E
2017,104,0,35545,Blayne Barber,18.31,26,142,-0.08
2017,105,0,25274,Steven Bowditch,18.18,20,110,E
2017,106,0,29720,Andres Gonzales,18.12,25,138,E
2017,107,0,27936,Martin Laird,18.07,30,166,-0.03
2017,108,0,29420,Billy Horschel,18.02,31,172,+0.06
2017,109,0,28093,Miguel Angel Carballo,17.54,20,114,+0.05
2017,110,0,1810,Phil Mickelson,17.5,28,160,-0.07
2017,111,0,25632,Jimmy Walker,17.21,21,122,+0.29
2017,112,0,33122,Russell Knox,16.94,21,124,-0.10
2017,113,0,24781,Hunter Mahan,16.9,24,142,-0.21
2017,114,0,47128,Richy Werenski,16.89,25,148,+0.24
2017,115,0,23353,J.J. Henry,16.86,29,172,-0.03
2017,116,0,27974,Sung Kang,16.84,33,196,+0.21
2017,117,0,34046,Jordan Spieth,16.67,26,156,-0.04
2017,118,0,25686,Jason Dufner,16.46,27,164,-0.07
2017,119,0,32640,Troy Merritt,16.45,25,152,E
2017,120,0,28307,Matt Every,16.43,23,140,+0.26
2017,121,0,37455,Si Woo Kim,16.42,22,134,+0.18
2017,122,0,34360,Patrick Reed,16.3,30,184,-0.20
2017,123,0,25900,Lucas Glover,16.11,29,180,E
2017,123,0,34431,Robert Streb,16.11,29,180,+0.24
2017,125,0,25364,Paul Casey,15.85,26,164,E
2017,126,0,32757,Patton Kizzire,15.79,24,152,+0.21
2017,127,0,26329,Louis Oosthuizen,15.52,18,116,-0.17
2017,128,0,40009,Dominic Bozzelli,15.38,20,130,+0.05
2017,129,0,31646,Emiliano Grillo,15.19,24,158,+0.04
2017,129,0,33413,Ben Martin,15.19,24,158,-0.08
2017,131,0,46732,Rick Lamb,15.0,15,100,+0.07
2017,132,0,29289,S.Y. Noh,14.94,26,174,-0.12
2017,133,0,33948,Byeong Hun An,14.84,19,128,+0.42
2017,134,0,12716,Charley Hoffman,14.81,32,216,+0.06
2017,135,0,35450,Patrick Cantlay,14.58,14,96,-0.36
2017,136,0,33204,Shane Lowry,14.44,13,90,-0.31
2017,137,0,28252,Seamus Power,14.38,23,160,-0.09
2017,138,0,48822,Sebastián Muñoz,14.29,14,98,+0.14
2017,139,0,34021,Bud Cauley,14.2,25,176,+0.12
2017,140,0,20157,Retief Goosen,14.13,13,92,E
2017,141,0,21961,Charles Howell III,14.1,22,156,+0.14
2017,142,0,21209,Sergio Garcia,13.89,15,108,E
2017,143,0,24140,Sean O'Hair,13.75,22,160,+0.23
2017,144,0,23497,Tag Ridings,13.56,16,118,+0.06
2017,145,0,47959,Bryson DeChambeau,13.48,24,178,-0.04
2017,146,0,27064,Jhonattan Vegas,13.41,22,164,+0.14
2017,147,0,39954,Cody Gribble,12.99,20,154,E
2017,148,0,46443,Brian Campbell,12.75,13,102,+0.08
2017,149,0,37189,Harold Varner III,12.63,24,190,+0.21
2017,150,0,27436,Graham DeLaet,12.5,19,152,E
2017,151,0,31323,Gary Woodland,12.35,20,162,E
2017,152,0,33141,Keegan Bradley,12.24,24,196,+0.17
2017,153,0,40026,Daniel Berger,12.18,19,156,-0.05
2017,154,0,36699,Patrick Rodgers,12.14,17,140,E
2017,155,0,29518,Brendan Steele,11.88,19,160,+0.32
2017,156,0,25818,Scott Piercy,11.86,14,118,-0.07
2017,157,0,34099,Harris English,11.84,18,152,+0.06
2017,158,0,31420,Anirban Lahiri,11.76,16,136,+0.06
2017,159,0,22405,Justin Rose,11.72,15,128,-0.13
2017,160,0,30692,Scott Stallings,11.69,18,154,-0.06
2017,161,0,34264,Hudson Swafford,11.63,20,172,+0.20
2017,162,0,24358,Robert Garrigus,11.11,16,144,+0.19
2017,163,0,27095,Nick Watney,10.87,15,138,-0.20
2017,164,0,28089,Jason Day,10.61,14,132,-0.21
2017,165,0,32366,Kevin Chappell,10.37,17,164,+0.06
2017,166,0,25804,Bubba Watson,10.17,12,118,-0.25
2017,167,0,29725,Tony Finau,10.0,20,200,+0.05
2017,168,0,28500,Martin Flores,9.88,16,162,-0.19
2017,169,0,26300,Matt Jones,9.82,11,112,+0.18
2017,170,0,46601,Trey Mullinax,9.76,16,164,+0.19
2017,171,0,46440,Smylie Kaufman,9.7,13,134,+0.15
2017,172,0,32839,Hideki Matsuyama,9.56,13,136,-0.08
2017,173,0,30944,Jason Kokrak,9.34,17,182,+0.12
2017,174,0,28237,Rory McIlroy,9.09,8,88,+0.50
2017,175,0,46970,Jon Rahm,9.04,15,166,E
2017,176,0,29461,Jamie Lovemark,8.7,16,184,+0.25
2017,177,0,46501,Ollie Schniederjans,8.62,15,174,-0.07
2017,178,0,33448,Justin Thomas,8.45,12,142,+0.17
2017,179,0,24502,Adam Scott,8.0,8,100,-0.13
2017,180,0,46550,Brandon Hagy,7.79,12,154,+0.17
2017,181,0,48081,Xander Schauffele,7.07,13,184,+0.23
2017,182,0,27141,J.B. Holmes,6.94,10,144,+0.60
2017,183,0,34213,Grayson Murray,6.67,12,180,-0.08
2017,184,0,36689,Brooks Koepka,6.58,10,152,+0.10
2017,185,0,30925,Dustin Johnson,6.06,8,132,+0.25
2017,186,0,32333,Kevin Tway,5.68,10,176,-0.20
2017,187,0,23320,Ryan Palmer,5.66,6,106,-0.17
2017,188,0,28420,Ryan Brehm,5.19,8,154,+0.25
2017,189,0,35300,Andrew Loupe,4.81,5,104,-0.20
2017,190,0,27129,Luke List,4.08,8,196,-0.38
2016,1,0,40058,Zac Blair,52.2,95,182,-0.04
2016,2,0,2206,David Toms,50.81,63,124,-0.13
2016,3,0,24507,Jason Bohn,50.75,68,134,-0.12
2016,4,0,24357,K.J. Choi,48.63,71,146,-0.03
2016,5,0,34262,Jon Curran,48.42,92,190,-0.10
2016,6,0,29222,Billy Hurley III,46.97,62,132,-0.02
