YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
2014,0,25240,D.A. Points,13.4,39,291
2014,0,23108,Matt Kuchar,13.35,47,352
2014,0,29740,Brad Fritsch,13.33,26,195
2014,0,32334,Charlie Beljan,13.31,39,293
2014,0,24507,Jason Bohn,13.29,44,331
2014,0,27466,Spencer Levin,13.28,32,241
2014,0,25364,Paul Casey,13.27,30,226
2014,0,10423,Mike Weir,13.26,35,264
2014,0,37273,Derek Ernst,13.2,40,303
2014,0,31557,Jim Herman,13.19,31,235
2014,0,20157,Retief Goosen,13.11,48,366
2014,0,25396,Kevin Na,13.05,50,383
2014,0,25349,Tim Wilkinson,13.03,43,330
2014,0,35300,Andrew Loupe,13.01,32,246
2014,0,28475,Jeff Overton,12.99,40,308
2014,0,21528,Henrik Stenson,12.96,28,216
2014,0,27095,Nick Watney,12.96,39,301
2014,0,29518,Brendan Steele,12.87,44,342
2014,0,25562,Andres Romero,12.86,40,311
2014,0,33419,Cameron Tringale,12.86,58,451
2014,0,8075,Jerry Kelly,12.84,42,327
2014,0,29461,Jamie Lovemark,12.81,31,242
2014,0,24924,Bill Haas,12.8,54,422
2014,0,29221,Webb Simpson,12.8,43,336
2014,0,29478,Kevin Kisner,12.75,44,345
2014,0,24140,Sean O'Hair,12.74,40,314
2014,0,28092,D.H. Lee,12.68,26,205
2014,0,29289,S.Y. Noh,12.67,47,371
2014,0,33413,Ben Martin,12.65,41,324
2014,0,20160,Charlie Wi,12.63,36,285
2014,0,27141,J.B. Holmes,12.61,44,349
2014,0,34409,David Lingmerth,12.58,39,310
2014,0,31193,Jim Renner,12.55,30,239
2014,0,27214,Kevin Streelman,12.5,39,312
2014,0,22621,Ben Curtis,12.46,37,297
2014,0,25804,Bubba Watson,12.33,36,292
2014,0,19846,Brian Gay,12.3,39,317
2014,0,34563,Chesson Hadley,12.28,42,342
2014,0,34360,Patrick Reed,12.26,44,359
2014,0,32448,James Hahn,12.23,40,327
2014,0,25274,Steven Bowditch,12.2,46,377
2014,0,23800,Bryce Molder,12.12,36,297
2014,0,29535,Brice Garnett,12.11,43,355
2014,0,33418,Shawn Stefani,12.08,29,240
2014,0,24494,Erik Compton,12.01,43,358
2014,0,10809,Jim Furyk,12.0,39,325
2014,0,32102,Rickie Fowler,11.99,41,342
2014,0,24663,Y.E. Yang,11.99,38,317
2014,0,32333,Kevin Tway,11.98,29,242
2014,0,1724,Jeff Maggert,11.93,26,218
2014,0,31323,Gary Woodland,11.89,44,370
2014,0,20593,Greg Chalmers,11.82,39,330
2014,0,28259,Sangmoon Bae,11.76,36,306
2014,0,23409,James Driscoll,11.68,34,291
2014,0,22371,Aaron Baddeley,11.64,34,292
2014,0,22405,Justin Rose,11.59,32,276
2014,0,34431,Robert Streb,11.58,33,285
2014,0,25900,Lucas Glover,11.57,31,268
2014,0,24925,Jonathan Byrd,11.56,34,294
2014,0,24781,Hunter Mahan,11.44,39,341
2014,0,27330,Josh Teater,11.42,41,359
2014,0,24357,K.J. Choi,11.38,37,325
2014,0,27933,John Merrick,11.38,38,334
2014,0,26951,Johnson Wagner,11.36,30,264
2014,0,23353,J.J. Henry,11.33,40,353
2014,0,27556,Ted Potter Jr.,11.15,31,278
2014,0,23638,Brendon de Jonge,11.14,49,440
2014,0,25686,Jason Dufner,11.11,24,216
2014,0,27120,Troy Matteson,11.11,26,234
2014,0,21753,Brian Davis,10.88,41,377
2014,0,25572,Graeme McDowell,10.84,27,249
2014,0,32200,Roberto Castro,10.63,32,301
2014,0,27064,Jhonattan Vegas,10.6,32,302
2014,0,28780,Nicholas Thompson,10.57,35,331
2014,0,25345,Carl Pettersson,10.3,38,369
2014,0,20396,Lee Westwood,10.27,23,224
2014,0,21878,Mark Wilson,10.23,27,264
2014,0,1706,Davis Love III,10.17,30,295
2014,0,24138,Ian Poulter,9.82,22,224
2014,0,34021,Bud Cauley,9.73,22,226
2014,0,22378,Trevor Immelman,9.63,31,322
2014,0,22046,Geoff Ogilvy,9.57,31,324
2014,0,6567,Vijay Singh,9.55,32,335
2014,0,21961,Charles Howell III,9.53,41,430
2014,0,28089,Jason Day,9.33,18,193
2014,0,27895,Jonas Blixt,9.31,23,247
2014,0,7867,Woody Austin,9.28,22,237
2014,0,28500,Martin Flores,8.99,31,345
2014,0,27936,Martin Laird,8.94,22,246
2014,0,22913,John Rollins,8.67,28,323
2014,0,34265,Will Wilcox,8.59,17,198
2014,0,26956,Bronson La'Cassie,8.42,16,190
2014,0,26289,Boo Weekley,8.36,24,287
2013,0,1810,Phil Mickelson,20.95,66,315
2013,0,28259,Sangmoon Bae,19.23,65,338
2013,0,25562,Andres Romero,17.99,43,239
2013,0,29425,Andrew Svoboda,17.98,32,178
2013,0,24227,Justin Bolli,17.86,40,224
2013,0,24507,Jason Bohn,17.54,50,285
2013,0,23983,Luke Donald,17.37,41,236
2013,0,23320,Ryan Palmer,17.03,55,323
2013,0,28679,Fabián Gómez,16.98,45,265
2013,0,20160,Charlie Wi,16.84,49,291
2013,0,22806,Doug LaBelle II,16.55,47,284
2013,0,30926,Chris Kirk,16.48,59,358
2013,0,28475,Jeff Overton,16.35,52,318
2013,0,29221,Webb Simpson,16.34,58,355
2013,0,10885,Robert Allenby,16.3,37,227
2013,0,8793,Tiger Woods,16.25,39,240
2013,0,24358,Robert Garrigus,16.1,43,267
2013,0,25444,Justin Hicks,15.96,49,307
2013,0,21753,Brian Davis,15.95,59,370
2013,0,6004,Stephen Ames,15.84,32,202
2013,0,22046,Geoff Ogilvy,15.74,37,235
2013,0,23409,James Driscoll,15.65,46,294
2013,0,24361,Pat Perez,15.6,44,282
2013,0,23621,Rory Sabbatini,15.57,52,334
2013,0,35139,Richard Lee,15.56,49,315
2013,0,30925,Dustin Johnson,15.47,43,278
2013,0,24846,Ricky Barnes,15.44,44,285
2013,0,20593,Greg Chalmers,15.44,46,298
2013,0,22961,David Mathis,15.44,42,272
2013,0,32698,Bobby Gates,15.38,28,182
2013,0,34174,John Huh,15.38,54,351
2013,0,23788,D.J. Trahan,15.34,29,189
2013,0,24024,Zach Johnson,15.32,51,333
2013,0,25345,Carl Pettersson,15.26,49,321
2013,0,26679,Kevin Stadler,15.26,49,321
2013,0,31202,William McGirt,15.08,46,305
2013,0,27770,Camilo Villegas,15.08,46,305
2013,0,28237,Rory McIlroy,15.0,33,220
2013,0,26758,David Hearn,14.93,53,355
2013,0,1320,Bob Estes,14.87,40,269
2013,0,31560,Brian Stuard,14.85,45,303
2013,0,33461,Morgan Hoffmann,14.73,38,258
2013,0,25240,D.A. Points,14.73,52,353
2013,0,26476,Chez Reavie,14.68,43,293
2013,0,1116,Michael Bradley,14.55,31,213
2013,0,27408,Martin Kaymer,14.53,34,234
2013,0,30852,Ryo Ishikawa,14.49,41,283
2013,0,30163,Henrik Norlander,14.49,40,276
2013,0,20229,Stewart Cink,14.48,42,290
2013,0,34099,Harris English,14.47,56,387
2013,0,28780,Nicholas Thompson,14.46,58,401
2013,0,25834,Daniel Summerhays,14.45,49,339
2013,0,36884,Ben Kohles,14.43,42,291
2013,0,29289,S.Y. Noh,14.34,39,272
2013,0,12716,Charley Hoffman,14.33,49,342
2013,0,10860,Justin Leonard,14.29,50,350
2013,0,24494,Erik Compton,14.24,43,302
2013,0,28500,Martin Flores,14.24,48,337
2013,0,27649,Brandt Snedeker,14.24,45,316
2013,0,10809,Jim Furyk,14.2,45,317
2013,0,25804,Bubba Watson,14.19,41,289
2013,0,27933,John Merrick,14.15,45,318
2013,0,1724,Jeff Maggert,14.12,36,255
2013,0,23800,Bryce Molder,14.07,46,327
2013,0,34098,Russell Henley,14.01,44,314
2013,0,27503,Steve LeBrun,14.0,35,250
2013,0,20098,Stuart Appleby,13.99,48,343
2013,0,25274,Steven Bowditch,13.96,37,265
2013,0,29479,Scott Brown,13.96,37,265
2013,0,26300,Matt Jones,13.95,47,337
2013,0,25900,Lucas Glover,13.91,37,266
2013,0,24140,Sean O'Hair,13.91,32,230
2013,0,31557,Jim Herman,13.9,31,223
2013,0,20848,Ángel Cabrera,13.85,41,296
2013,0,29420,Billy Horschel,13.81,54,391
2013,0,31323,Gary Woodland,13.77,50,363
2013,0,22405,Justin Rose,13.75,33,240
2013,0,34261,Scott Langley,13.73,42,306
2013,0,24663,Y.E. Yang,13.72,31,226
2013,0,25818,Scott Piercy,13.71,41,299
2013,0,24781,Hunter Mahan,13.61,46,338
2013,0,26331,Charl Schwartzel,13.6,37,272
2013,0,27644,Brian Harman,13.58,47,346
2013,0,30944,Jason Kokrak,13.56,43,317
2013,0,6527,Steve Stricker,13.51,25,185
2013,0,24924,Bill Haas,13.47,45,334
2013,0,33419,Cameron Tringale,13.46,44,327
2013,0,23638,Brendon de Jonge,13.42,60,447
2013,0,23135,Tim Clark,13.41,33,246
2013,0,22792,Peter Hanson,13.37,23,172
2013,0,8075,Jerry Kelly,13.36,41,307
2013,0,2206,David Toms,13.33,24,180
2013,0,32448,James Hahn,13.29,40,301
2013,0,22371,Aaron Baddeley,13.28,36,271
2013,0,28092,D.H. Lee,13.26,35,264
2013,0,34046,Jordan Spieth,13.21,44,333
2013,0,30711,Colt Knost,13.16,35,266
2013,0,22056,Cameron Percy,13.11,35,267
2013,0,27556,Ted Potter Jr.,13.11,32,244
2013,0,27214,Kevin Streelman,13.11,46,351
2013,0,6573,Brandt Jobe,12.93,30,232
2013,0,34409,David Lingmerth,12.9,36,279
2013,0,29518,Brendan Steele,12.87,43,334
2013,0,32334,Charlie Beljan,12.85,32,249
2013,0,27436,Graham DeLaet,12.83,49,382
2013,0,19846,Brian Gay,12.81,41,320
2013,0,30750,Tommy Gainey,12.76,43,337
2013,0,20443,Jin Park,12.75,26,204
2013,0,34431,Robert Streb,12.71,37,291
2013,0,24502,Adam Scott,12.7,31,244
2013,0,28310,Lee Williams,12.65,31,245
2013,0,32366,Kevin Chappell,12.62,41,325
2013,0,28089,Jason Day,12.62,41,325
2013,0,35539,Luke Guthrie,12.61,42,333
2013,0,23353,J.J. Henry,12.58,41,326
2013,0,21961,Charles Howell III,12.57,43,342
2013,0,27963,Chris Stroud,12.57,45,358
2013,0,34360,Patrick Reed,12.5,42,336
2013,0,24138,Ian Poulter,12.44,26,209
2013,0,33418,Shawn Stefani,12.36,32,259
2013,0,28135,Aaron Watkins,12.36,22,178
2013,0,30692,Scott Stallings,12.3,39,317
2013,0,21099,David Lynn,12.27,34,277
2013,0,20691,Greg Owen,12.11,35,289
2013,0,21528,Henrik Stenson,12.11,31,256
2013,0,6522,Ernie Els,12.1,30,248
2013,0,22378,Trevor Immelman,12.1,34,281
2013,0,24399,Scott Gardiner,12.08,29,240
2013,0,22913,John Rollins,12.08,36,298
2013,0,26951,Johnson Wagner,12.08,29,240
2013,0,12510,Chad Campbell,12.05,37,307
2013,0,23497,Tag Ridings,11.99,32,267
2013,0,27330,Josh Teater,11.98,40,334
2013,0,32102,Rickie Fowler,11.95,35,293
2013,0,32200,Roberto Castro,11.9,47,395
2013,0,23325,Vaughn Taylor,11.89,22,185
2013,0,27095,Nick Watney,11.85,41,346
2013,0,29740,Brad Fritsch,11.82,37,313
2013,0,28455,Will Claxton,11.76,30,255
2013,0,8725,Tom Gillis,11.7,31,265
2013,0,33869,Eric Meierdierks,11.7,22,188
2013,0,30110,Kyle Stanley,11.7,33,282
2013,0,23108,Matt Kuchar,11.68,41,351
2013,0,28307,Matt Every,11.67,42,360
2013,0,21731,Freddie Jacobson,11.62,28,241
2013,0,27936,Martin Laird,11.51,32,278
2013,0,34021,Bud Cauley,11.37,29,255
2013,0,20396,Lee Westwood,11.19,31,277
2013,0,20766,Padraig Harrington,11.17,22,197
2013,0,20104,Ken Duke,11.08,39,352
2013,0,23541,Ben Crane,11.06,26,235
2013,0,33141,Keegan Bradley,11.01,38,345
2013,0,25686,Jason Dufner,11.0,34,309
2013,0,32150,Michael Thompson,10.9,29,266
2013,0,25632,Jimmy Walker,10.79,37,343
2013,0,25336,Alistair Presnell,10.73,25,233
2013,0,26851,Marc Leishman,10.68,33,309
2013,0,22621,Ben Curtis,10.67,24,225
2013,0,26596,Ryan Moore,10.6,30,283
2013,0,21209,Sergio Garcia,10.55,27,256
2013,0,22295,Darron Stiles,10.55,21,199
2013,0,20645,John Senden,10.44,33,316
2013,0,6567,Vijay Singh,10.44,26,249
2013,0,25572,Graeme McDowell,10.2,20,196
2013,0,27895,Jonas Blixt,10.16,31,305
2013,0,20572,Rod Pampling,10.06,17,169
2013,0,24357,K.J. Choi,10.0,34,340
2013,0,19970,Robert Karlsson,10.0,21,210
2013,0,26497,Casey Wittenberg,9.86,28,284
2013,0,26289,Boo Weekley,9.85,40,406
2013,0,12782,Tim Herron,9.78,18,184
2013,0,10423,Mike Weir,9.75,23,236
2013,0,24490,George McNeill,9.52,26,273
2013,0,27129,Luke List,9.24,23,249
2013,0,10213,Dicky Pride,9.12,25,274
2013,0,37273,Derek Ernst,8.97,21,234
2013,0,27120,Troy Matteson,8.92,24,269
2013,0,21878,Mark Wilson,8.65,18,208
2013,0,23623,Bo Van Pelt,8.51,24,282
2013,0,23452,Nicolas Colsaerts,7.98,15,188
2012,0,1706,Davis Love III,18.29,47,257
2012,0,35139,Richard Lee,17.78,48,270
2012,0,24358,Robert Garrigus,17.63,64,363
2012,0,28237,Rory McIlroy,17.59,38,216
2012,0,23320,Ryan Palmer,17.48,57,326
2012,0,8793,Tiger Woods,17.47,47,269
2012,0,33141,Keegan Bradley,17.24,60,348
2012,0,25834,Daniel Summerhays,16.92,55,325
2012,0,22046,Geoff Ogilvy,16.72,49,293
2012,0,30926,Chris Kirk,16.67,59,354
2012,0,23638,Brendon de Jonge,16.59,77,464
2012,0,27649,Brandt Snedeker,16.35,52,318
2012,0,22405,Justin Rose,16.3,45,276
2012,0,22621,Ben Curtis,16.13,40,248
2012,0,1810,Phil Mickelson,15.99,51,319
2012,0,26287,Roland Thatcher,15.96,34,213
2012,0,29926,Danny Lee,15.9,45,283
2012,0,25686,Jason Dufner,15.87,53,334
2012,0,8075,Jerry Kelly,15.84,54,341
2012,0,25562,Andres Romero,15.77,41,260
2012,0,32200,Roberto Castro,15.7,57,363
2012,0,23409,James Driscoll,15.63,53,339
2012,0,26329,Louis Oosthuizen,15.63,40,256
2012,0,24140,Sean O'Hair,15.52,52,335
2012,0,21805,Harrison Frazar,15.49,33,213
2012,0,29221,Webb Simpson,15.46,47,304
2012,0,24024,Zach Johnson,15.4,59,383
2012,0,27936,Martin Laird,15.36,45,293
2012,0,10885,Robert Allenby,15.26,47,308
2012,0,1797,Rocco Mediate,15.22,42,276
2012,0,25818,Scott Piercy,15.22,58,381
2012,0,27214,Kevin Streelman,15.19,55,362
2012,0,30711,Colt Knost,15.11,47,311
2012,0,12510,Chad Campbell,15.04,51,339
2012,0,8725,Tom Gillis,15.03,46,306
2012,0,27797,Derek Lamely,15.0,39,260
2012,0,21209,Sergio Garcia,14.91,34,228
2012,0,19970,Robert Karlsson,14.9,31,208
2012,0,26951,Johnson Wagner,14.86,52,350
2012,0,27302,Garth Mulroy,14.85,34,229
2012,0,20766,Padraig Harrington,14.79,38,257
2012,0,23325,Vaughn Taylor,14.78,47,318
2012,0,26679,Kevin Stadler,14.77,48,325
2012,0,26596,Ryan Moore,14.68,53,361
2012,0,23108,Matt Kuchar,14.67,49,334
2012,0,28087,Kris Blanks,14.66,39,266
2012,0,10213,Dicky Pride,14.66,34,232
2012,0,27330,Josh Teater,14.59,55,377
2012,0,27120,Troy Matteson,14.57,58,398
2012,0,6251,Chris DiMarco,14.5,48,331
2012,0,23623,Bo Van Pelt,14.5,49,338
2012,0,6034,Marco Dawson,14.47,34,235
2012,0,20645,John Senden,14.47,46,318
2012,0,29479,Scott Brown,14.45,37,256
2012,0,23718,Nathan Green,14.44,40,277
2012,0,25632,Jimmy Walker,14.36,59,411
2012,0,29420,Billy Horschel,14.35,34,237
2012,0,23541,Ben Crane,14.34,41,286
2012,0,29910,Blake Adams,14.32,62,433
2012,0,28259,Sangmoon Bae,14.29,45,315
2012,0,34174,John Huh,14.29,57,399
2012,0,28308,Troy Kelly,14.29,37,259
2012,0,1116,Michael Bradley,14.23,36,253
2012,0,21528,Henrik Stenson,14.22,29,204
2012,0,27466,Spencer Levin,14.11,45,319
2012,0,20850,Daniel Chopra,14.08,30,213
2012,0,19846,Brian Gay,14.08,50,355
2012,0,21753,Brian Davis,14.05,52,370
2012,0,23903,Stephen Gangluff,14.03,31,221
2012,0,24925,Jonathan Byrd,13.97,38,272
2012,0,12652,Cameron Beckman,13.83,43,311
2012,0,1249,John Daly,13.83,26,188
2012,0,21731,Freddie Jacobson,13.75,33,240
2012,0,20104,Ken Duke,13.71,58,423
2012,0,20691,Greg Owen,13.7,50,365
2012,0,24507,Jason Bohn,13.65,43,315
2012,0,22582,Kyle Thompson,13.64,27,198
2012,0,23204,Gary Christian,13.6,48,353
2012,0,27060,John Mallinger,13.59,39,287
2012,0,1320,Bob Estes,13.56,43,317
2012,0,6573,Brandt Jobe,13.54,31,229
2012,0,27644,Brian Harman,13.45,55,409
2012,0,24781,Hunter Mahan,13.37,44,329
2012,0,25457,Alexandre Rocha,13.3,31,233
2012,0,29289,S.Y. Noh,13.27,54,407
2012,0,2206,David Toms,13.25,31,234
2012,0,24846,Ricky Barnes,13.24,47,355
2012,0,12782,Tim Herron,13.2,47,356
2012,0,29222,Billy Hurley III,13.19,36,273
2012,0,22913,John Rollins,13.14,41,312
2012,0,24940,Edward Loar,13.1,30,229
2012,0,22378,Trevor Immelman,13.07,40,306
2012,0,26758,David Hearn,13.05,50,383
2012,0,6527,Steve Stricker,13.04,36,276
2012,0,27064,Jhonattan Vegas,13.03,40,307
2012,0,21350,Ryuji Imada,12.99,40,308
2012,0,22348,Nick O'Hern,12.96,39,301
2012,0,28089,Jason Day,12.95,29,224
2012,0,28475,Jeff Overton,12.93,53,410
2012,0,32150,Michael Thompson,12.88,42,326
2012,0,11123,Chris Couch,12.81,31,242
2012,0,20623,Gavin Coles,12.77,36,282
2012,0,1724,Jeff Maggert,12.76,43,337
2012,0,24361,Pat Perez,12.69,41,323
2012,0,31323,Gary Woodland,12.68,35,276
2012,0,24604,Hunter Haas,12.6,33,262
2012,0,24494,Erik Compton,12.58,39,310
2012,0,25396,Kevin Na,12.54,40,319
2012,0,20160,Charlie Wi,12.54,44,351
2012,0,28500,Martin Flores,12.53,48,383
2012,0,20396,Lee Westwood,12.5,27,216
2012,0,24663,Y.E. Yang,12.5,31,248
2012,0,27963,Chris Stroud,12.43,43,346
2012,0,33122,Russell Knox,12.41,34,274
2012,0,24490,George McNeill,12.39,43,347
2012,0,28307,Matt Every,12.38,40,323
2012,0,26289,Boo Weekley,12.37,35,283
2012,0,34099,Harris English,12.34,49,397
2012,0,27095,Nick Watney,12.2,46,377
2012,0,20593,Greg Chalmers,12.18,43,353
2012,0,25240,D.A. Points,12.18,43,353
2012,0,30110,Kyle Stanley,12.17,41,337
2012,0,24502,Adam Scott,12.07,28,232
2012,0,25572,Graeme McDowell,12.04,26,216
2012,0,23542,Tommy Biershenk,12.03,35,291
2012,0,32102,Rickie Fowler,12.01,40,333
2012,0,24138,Ian Poulter,12.0,27,225
2012,0,33120,Mark Anderson,11.95,35,293
2012,0,23983,Luke Donald,11.9,30,252
2012,0,32698,Bobby Gates,11.88,41,345
2012,0,1941,Tom Pernice Jr.,11.86,28,236
2012,0,30944,Jason Kokrak,11.84,36,304
2012,0,23621,Rory Sabbatini,11.8,40,339
2012,0,21407,Arjun Atwal,11.76,36,306
2012,0,31202,William McGirt,11.76,46,391
2012,0,20572,Rod Pampling,11.76,40,340
2012,0,10809,Jim Furyk,11.73,40,341
2012,0,12716,Charley Hoffman,11.73,42,358
2012,0,31558,J.J. Killeen,11.73,46,392
2012,0,27895,Jonas Blixt,11.72,34,290
2012,0,23800,Bryce Molder,11.64,37,318
2012,0,26300,Matt Jones,11.63,25,215
2012,0,27436,Graham DeLaet,11.6,37,319
2012,0,30925,Dustin Johnson,11.48,31,270
2012,0,28455,Will Claxton,11.47,46,401
2012,0,26851,Marc Leishman,11.47,39,340
2012,0,6567,Vijay Singh,11.47,46,401
2012,0,27974,Sung Kang,11.45,34,297
2012,0,24357,K.J. Choi,11.43,32,280
2012,0,34021,Bud Cauley,11.41,46,403
2012,0,29478,Kevin Kisner,11.41,30,263
2012,0,25345,Carl Pettersson,11.29,42,372
2012,0,26476,Chez Reavie,11.21,38,339
2012,0,23548,Bill Lunde,11.18,36,322
2012,0,21961,Charles Howell III,11.17,44,394
2012,0,33419,Cameron Tringale,11.14,40,359
2012,0,22548,Patrick Sheehan,11.11,25,225
2012,0,23788,D.J. Trahan,11.07,31,280
2012,0,23353,J.J. Henry,11.05,40,362
2012,0,27141,J.B. Holmes,11.01,38,345
2012,0,27770,Camilo Villegas,10.9,34,312
2012,0,30750,Tommy Gainey,10.86,43,396
2012,0,22293,Heath Slocum,10.86,39,359
2012,0,21878,Mark Wilson,10.83,34,314
2012,0,20070,Matt Bettencourt,10.71,33,308
2012,0,20229,Stewart Cink,10.66,29,272
2012,0,27556,Ted Potter Jr.,10.61,33,311
2012,0,30692,Scott Stallings,10.61,33,311
2012,0,30852,Ryo Ishikawa,10.48,22,210
2012,0,1766,Billy Mayfair,10.37,36,347
2012,0,6036,Scott Dunlap,10.33,22,213
2012,0,6004,Stephen Ames,10.0,22,220
2012,0,24924,Bill Haas,10.0,31,310
2012,0,25804,Bubba Watson,10.0,26,260
2012,0,29518,Brendan Steele,9.97,29,291
2012,0,23135,Tim Clark,9.92,24,242
2012,0,20574,Mathew Goggin,9.84,25,254
2012,0,10860,Justin Leonard,9.8,30,306
2012,0,22961,David Mathis,9.76,32,328
2012,0,27933,John Merrick,9.72,31,319
2012,0,28093,Miguel Angel Carballo,9.68,27,279
2012,0,20848,Ángel Cabrera,9.63,21,218
2012,0,32366,Kevin Chappell,9.58,34,355
2012,0,25892,Steve Wheatcroft,9.57,20,209
2012,0,32334,Charlie Beljan,9.52,22,231
2012,0,29476,Kyle Reifers,9.4,33,351
2012,0,20098,Stuart Appleby,9.38,27,288
2012,0,26331,Charl Schwartzel,9.17,20,218
2012,0,22371,Aaron Baddeley,9.12,26,285
2012,0,6522,Ernie Els,8.86,28,316
2012,0,30927,Brendon Todd,8.64,26,301
2011,0,28089,Jason Day,19.86,58,292
2011,0,32102,Rickie Fowler,18.21,59,324
2011,0,2206,David Toms,18.18,58,319
2011,0,29221,Webb Simpson,17.59,70,398
2011,0,25396,Kevin Na,17.2,59,343
2011,0,24663,Y.E. Yang,16.95,40,236
2011,0,26476,Chez Reavie,16.84,63,374
2011,0,23983,Luke Donald,16.79,45,268
2011,0,22046,Geoff Ogilvy,16.36,44,269
2011,0,19846,Brian Gay,16.35,60,367
2011,0,27095,Nick Watney,16.29,51,313
2011,0,20645,John Senden,16.27,62,381
2011,0,32150,Michael Thompson,16.09,51,317
2011,0,27141,J.B. Holmes,15.96,34,213
2011,0,30926,Chris Kirk,15.86,56,353
2011,0,20229,Stewart Cink,15.79,45,285
2011,0,26289,Boo Weekley,15.79,42,266
2011,0,12782,Tim Herron,15.74,54,343
2011,0,10885,Robert Allenby,15.66,52,332
2011,0,10585,Scott McCarron,15.59,41,263
2011,0,30711,Colt Knost,15.48,50,323
2011,0,21731,Freddie Jacobson,15.41,57,370
2011,0,30750,Tommy Gainey,15.4,65,422
2011,0,22293,Heath Slocum,15.34,54,352
2011,0,24290,D.J. Brigman,15.24,41,269
2011,0,23325,Vaughn Taylor,15.24,55,361
2011,0,33413,Ben Martin,15.15,45,297
2011,0,23108,Matt Kuchar,15.14,53,350
2011,0,27939,Matt McQuillan,15.13,36,238
2011,0,6522,Ernie Els,15.07,41,272
2011,0,31323,Gary Woodland,15.04,57,379
2011,0,28620,Aron Price,15.02,35,233
2011,0,24781,Hunter Mahan,15.01,53,353
2011,0,20848,Ángel Cabrera,15.0,30,200
2011,0,24138,Ian Poulter,15.0,30,200
2011,0,23638,Brendon de Jonge,14.99,64,427
2011,0,24604,Hunter Haas,14.91,58,389
2011,0,29420,Billy Horschel,14.8,45,304
2011,0,10809,Jim Furyk,14.78,51,345
2011,0,25240,D.A. Points,14.76,53,359
2011,0,27933,John Merrick,14.74,42,285
2011,0,26331,Charl Schwartzel,14.73,33,224
2011,0,12510,Chad Campbell,14.68,59,402
2011,0,23673,Michael Connell,14.66,45,307
2011,0,29910,Blake Adams,14.65,69,471
2011,0,8375,Paul Stankowski,14.65,46,314
2011,0,24490,George McNeill,14.59,41,281
2011,0,31193,Jim Renner,14.56,38,261
2011,0,26668,Marc Turnesa,14.48,32,221
2011,0,25345,Carl Pettersson,14.47,55,380
2011,0,22961,David Mathis,14.37,48,334
2011,0,33141,Keegan Bradley,14.36,53,369
2011,0,6527,Steve Stricker,14.34,39,272
2011,0,28158,Steve Marino,14.33,44,307
2011,0,6515,Shaun Micheel,14.33,45,314
2011,0,9011,David Duval,14.29,39,273
2011,0,22371,Aaron Baddeley,14.24,44,309
2011,0,24846,Ricky Barnes,14.24,45,316
2011,0,20127,Chris Riley,14.24,44,309
2011,0,24357,K.J. Choi,14.19,43,303
2011,0,27936,Martin Laird,14.19,44,310
2011,0,29518,Brendan Steele,14.17,51,360
2011,0,33419,Cameron Tringale,14.16,63,445
2011,0,26596,Ryan Moore,14.14,43,304
2011,0,20498,Briny Baird,14.11,34,241
2011,0,30110,Kyle Stanley,14.11,56,397
2011,0,28679,Fabián Gómez,14.08,48,341
2011,0,21878,Mark Wilson,14.08,50,355
2011,0,8725,Tom Gillis,14.03,31,221
2011,0,6567,Vijay Singh,14.02,45,321
2011,0,1948,Tim Petrovic,14.01,50,357
2011,0,25900,Lucas Glover,14.0,42,300
2011,0,1116,Michael Bradley,13.95,42,301
2011,0,8075,Jerry Kelly,13.95,48,344
2011,0,23409,James Driscoll,13.94,40,287
2011,0,6573,Brandt Jobe,13.83,56,405
2011,0,20766,Padraig Harrington,13.81,33,239
2011,0,23800,Bryce Molder,13.81,46,333
2011,0,25686,Jason Dufner,13.79,44,319
2011,0,25274,Steven Bowditch,13.75,48,349
2011,0,25562,Andres Romero,13.74,43,313
2011,0,30692,Scott Stallings,13.74,47,342
2011,0,24507,Jason Bohn,13.7,40,292
2011,0,10505,Shane Bertsch,13.65,34,249
2011,0,26679,Kevin Stadler,13.65,49,359
2011,0,24361,Pat Perez,13.59,42,309
2011,0,6004,Stephen Ames,13.57,38,280
2011,0,6251,Chris DiMarco,13.56,51,376
2011,0,19970,Robert Karlsson,13.56,32,236
2011,0,35087,Bio Kim,13.54,39,288
2011,0,21407,Arjun Atwal,13.5,49,363
2011,0,26951,Johnson Wagner,13.46,44,327
2011,0,24980,Scott Gutschewski,13.38,36,269
2011,0,27064,Jhonattan Vegas,13.31,45,338
2011,0,27120,Troy Matteson,13.24,49,370
2011,0,23548,Bill Lunde,13.21,49,371
2011,0,7457,Steve Flesch,13.2,47,356
2011,0,22378,Trevor Immelman,13.2,45,341
2011,0,1577,Lee Janzen,13.2,33,250
2011,0,20472,Alex Cejka,13.17,32,243
2011,0,30925,Dustin Johnson,13.17,37,281
2011,0,24024,Zach Johnson,13.14,41,312
2011,0,21350,Ryuji Imada,13.1,44,336
2011,0,27330,Josh Teater,13.1,55,420
2011,0,26881,Jarrod Lyle,13.06,44,337
2011,0,25457,Alexandre Rocha,13.03,34,261
2011,0,27649,Brandt Snedeker,13.01,45,346
2011,0,32876,Martin Piller,12.99,33,254
2011,0,27214,Kevin Streelman,12.95,47,363
2011,0,12602,Dean Wilson,12.94,33,255
2011,0,1766,Billy Mayfair,12.93,49,379
