YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
2019,0,25493,Nick Taylor,292.1,54327,186
2019,0,35449,Adam Long,292.0,44386,152
2019,0,27330,Josh Teater,292.0,39126,134
2019,0,30191,Julián Etulain,291.8,37936,130
2019,0,29420,Billy Horschel,291.8,46683,160
2019,0,27214,Kevin Streelman,291.8,47278,162
2019,0,24924,Bill Haas,291.5,40224,138
2019,0,24138,Ian Poulter,291.5,29153,100
2019,0,33399,Adam Hadwin,291.2,43101,148
2019,0,46435,Austin Cook,291.0,32591,112
2019,0,49298,Kramer Hickok,291.0,44810,154
2019,0,47993,Denny McCarthy,290.8,47107,162
2019,0,35532,Tom Hoge,290.4,49956,172
2019,0,39324,J.J. Spaun,290.4,42982,148
2019,0,28679,Fabián Gómez,290.2,35990,124
2019,0,35879,Kelly Kraft,290.2,44695,154
2019,0,31420,Anirban Lahiri,290.2,37723,130
2019,0,32058,José de Jesús Rodríguez,290.2,37720,130
2019,0,25686,Jason Dufner,290.1,37133,128
2019,0,27963,Chris Stroud,289.8,35938,124
2019,0,40115,Adam Svensson,289.8,38839,134
2019,0,26499,Rafa Cabrera Bello,289.6,32436,112
2019,0,28775,Nate Lashley,289.6,39385,136
2019,0,25396,Kevin Na,289.6,27800,96
2019,0,23108,Matt Kuchar,289.5,46326,160
2019,0,27895,Jonas Blixt,289.4,43988,152
2019,0,37380,Curtis Luck,289.4,34154,118
2019,0,23621,Rory Sabbatini,289.4,53831,186
2019,0,27958,Ryan Blaum,289.2,47425,164
2019,0,33122,Russell Knox,289.2,39332,136
2019,0,30110,Kyle Stanley,288.9,36980,128
2019,0,23353,J.J. Henry,288.8,30035,104
2019,0,25198,Francesco Molinari,288.7,28870,100
2019,0,34431,Robert Streb,288.7,41568,144
2019,0,29479,Scott Brown,288.6,47337,164
2019,0,29221,Webb Simpson,288.6,45020,156
2019,0,27644,Brian Harman,288.4,46719,162
2019,0,32150,Michael Thompson,288.4,40948,142
2019,0,31557,Jim Herman,288.3,27680,96
2019,0,45609,Tyler Duncan,288.2,47842,166
2019,0,40098,Matt Fitzpatrick,287.9,27064,94
2019,0,34098,Russell Henley,287.7,40274,140
2019,0,24024,Zach Johnson,287.5,36799,128
2019,0,35376,Roberto Díaz,287.4,37363,130
2019,0,29535,Brice Garnett,287.4,44260,154
2019,0,39327,Ben Silverman,287.2,39058,136
2019,0,27649,Brandt Snedeker,287.2,49969,174
2019,0,26476,Chez Reavie,287.0,45927,160
2019,0,33410,Andrew Landry,286.8,42445,148
2019,0,29478,Kevin Kisner,286.4,49265,172
2019,0,20572,Rod Pampling,286.4,27496,96
2019,0,22371,Aaron Baddeley,286.3,31496,110
2019,0,32791,K.H. Lee,286.2,45788,160
2019,0,24361,Pat Perez,286.1,28607,100
2019,0,25572,Graeme McDowell,285.9,38314,134
2019,0,21731,Freddie Jacobson,285.3,29101,102
2019,0,29908,C.T. Pan,285.0,39897,140
2019,0,6522,Ernie Els,284.7,23348,82
2019,0,37454,Whee Kim,284.3,34680,122
2019,0,47990,Kyle Jones,284.0,37484,132
2019,0,32200,Roberto Castro,283.8,40862,144
2019,0,26951,Johnson Wagner,283.4,32871,116
2019,0,30786,Brady Schnell,283.3,28898,102
2019,0,23325,Vaughn Taylor,282.9,51488,182
2019,0,21528,Henrik Stenson,282.7,28270,100
2019,0,32816,Satoshi Kodaira,282.3,31617,112
2019,0,26596,Ryan Moore,282.2,37251,132
2019,0,24925,Jonathan Byrd,281.6,27600,98
2019,0,34256,Andrew Putnam,281.5,36034,128
2019,0,27556,Ted Potter Jr.,281.4,35451,126
2019,0,26758,David Hearn,279.3,26258,94
2019,0,39975,Michael Kim,279.3,28489,102
2019,0,20472,Alex Cejka,278.0,27796,100
2019,0,19803,Ryan Armour,277.9,46694,168
2019,0,31560,Brian Stuard,276.6,47575,172
2019,0,10809,Jim Furyk,275.0,37397,136
2019,0,19846,Brian Gay,274.9,44537,162
2019,0,34261,Scott Langley,271.3,40147,148
2018,0,28237,Rory McIlroy,319.7,39000,122
2018,0,46601,Trey Mullinax,318.3,43929,138
2018,0,50526,Tom Lovelady,315.9,51168,162
2018,0,29725,Tony Finau,315.1,56721,180
2018,0,27129,Luke List,314.6,54746,174
2018,0,30925,Dustin Johnson,314.0,43953,140
2018,0,31323,Gary Woodland,313.5,52042,166
2018,0,36689,Brooks Koepka,313.4,36350,116
2018,0,25804,Bubba Watson,313.1,49470,158
2018,0,39546,Keith Mitchell,312.6,60646,194
2018,0,33448,Justin Thomas,311.8,46153,148
2018,0,29518,Brendan Steele,310.3,39103,126
2018,0,32333,Kevin Tway,310.1,59535,192
2018,0,28089,Jason Day,310.0,37195,120
2018,0,30944,Jason Kokrak,309.5,61277,198
2018,0,46970,Jon Rahm,308.9,38298,124
2018,0,32366,Kevin Chappell,308.6,45670,148
2018,0,37189,Harold Varner III,308.2,49935,162
2018,0,33948,Byeong Hun An,307.9,49257,160
2018,0,24358,Robert Garrigus,307.9,46803,152
2018,0,27095,Nick Watney,307.5,55353,180
2018,0,34213,Grayson Murray,307.3,39331,128
2018,0,30911,Tommy Fleetwood,306.9,38059,124
2018,0,27141,J.B. Holmes,306.1,43466,142
2018,0,47959,Bryson DeChambeau,305.7,56854,186
2018,0,47347,Adam Schenk,305.5,48881,160
2018,0,23320,Ryan Palmer,305.2,38459,126
2018,0,48081,Xander Schauffele,304.9,49388,162
2018,0,24502,Adam Scott,304.6,42649,140
2018,0,26300,Matt Jones,304.5,37757,124
2018,0,25364,Paul Casey,304.3,35909,118
2018,0,27064,Jhonattan Vegas,303.6,46756,154
2018,0,8793,Tiger Woods,303.6,41286,136
2018,0,36699,Patrick Rodgers,303.5,51601,170
2018,0,22405,Justin Rose,303.5,37630,124
2018,0,39997,Corey Conners,303.3,56421,186
2018,0,29461,Jamie Lovemark,303.2,48514,160
2018,0,35450,Patrick Cantlay,303.1,46078,152
2018,0,35421,Brandon Harkins,303.1,57591,190
2018,0,49964,Aaron Wise,302.9,53314,176
2018,0,29268,Bronson Burgoon,302.8,41785,138
2018,0,29223,Sam Saunders,302.8,44817,148
2018,0,34264,Hudson Swafford,302.8,33307,110
2018,0,24140,Sean O'Hair,302.7,38139,126
2018,0,28252,Seamus Power,302.6,47212,156
2018,0,35310,Lanto Griffin,302.5,44773,148
2018,0,34099,Harris English,302.4,47182,156
2018,0,29484,Peter Uihlein,302.2,42313,140
2018,0,32839,Hideki Matsuyama,302.0,38657,128
2018,0,47125,Matt Atkins,301.4,31346,104
2018,0,46501,Ollie Schniederjans,301.4,47622,158
2018,0,39954,Cody Gribble,301.0,34319,114
2018,0,25198,Francesco Molinari,301.0,39730,132
2018,0,21961,Charles Howell III,300.9,52953,176
2018,0,33204,Shane Lowry,300.7,33674,112
2018,0,49771,J.T. Poston,300.7,42698,142
2018,0,1810,Phil Mickelson,300.3,49848,166
2018,0,28500,Martin Flores,300.0,49195,164
2018,0,34563,Chesson Hadley,300.0,59397,198
2018,0,35461,Beau Hossler,300.0,62394,208
2018,0,32102,Rickie Fowler,299.8,44363,148
2018,0,26329,Louis Oosthuizen,299.8,32383,108
2018,0,34046,Jordan Spieth,299.8,45563,152
2018,0,30692,Scott Stallings,299.7,51556,172
2018,0,33141,Keegan Bradley,299.6,50932,170
2018,0,33418,Shawn Stefani,299.6,44338,148
2018,0,12716,Charley Hoffman,299.5,47912,160
2018,0,26331,Charl Schwartzel,299.5,27557,92
2018,0,36799,Stephan Jaeger,299.2,44877,150
2018,0,27349,Alex Noren,299.2,33506,112
2018,0,27936,Martin Laird,299.0,38865,130
2018,0,47287,Ethan Tracy,299.0,40662,136
2018,0,25632,Jimmy Walker,299.0,46051,154
2018,0,46402,Talor Gooch,298.9,43039,144
2018,0,29974,Branden Grace,298.9,31089,104
2018,0,34363,Tyrrell Hatton,298.8,29878,100
2018,0,32448,James Hahn,298.7,44212,148
2018,0,32757,Patton Kizzire,298.7,53174,178
2018,0,32254,Xinjun Zhang,298.7,42417,142
2018,0,26851,Marc Leishman,298.5,48952,164
2018,0,35891,Cameron Smith,298.4,41770,140
2018,0,39324,J.J. Spaun,298.2,47108,158
2018,0,20229,Stewart Cink,298.1,47107,158
2018,0,34360,Patrick Reed,298.1,46509,156
2018,0,40026,Daniel Berger,297.7,40490,136
2018,0,25900,Lucas Glover,297.7,29171,98
2018,0,37275,Sam Ryder,297.3,47568,160
2018,0,25686,Jason Dufner,297.1,35652,120
2018,0,40009,Dominic Bozzelli,297.0,38614,130
2018,0,24781,Hunter Mahan,296.9,37415,126
2018,0,29535,Brice Garnett,296.7,56382,190
2018,0,25818,Scott Piercy,296.6,45088,152
2018,0,32150,Michael Thompson,296.4,34387,116
2018,0,20157,Retief Goosen,296.2,30806,104
2018,0,24924,Bill Haas,296.2,41474,140
2018,0,45526,Abraham Ancer,296.1,56850,192
2018,0,34076,Joel Dahmen,295.8,50290,170
2018,0,30110,Kyle Stanley,295.7,44940,152
2018,0,22056,Cameron Percy,295.6,29559,100
2018,0,34021,Bud Cauley,295.4,26582,90
2018,0,29420,Billy Horschel,295.4,48445,164
2018,0,47993,Denny McCarthy,295.4,37224,126
2018,0,32640,Troy Merritt,295.4,50222,170
2018,0,29485,Brett Stegmaier,295.4,36034,122
2018,0,22371,Aaron Baddeley,295.3,46068,156
2018,0,31646,Emiliano Grillo,295.2,49588,168
2018,0,26499,Rafa Cabrera Bello,295.1,34232,116
2018,0,27214,Kevin Streelman,295.1,54307,184
2018,0,35506,Mackenzie Hughes,294.9,44824,152
2018,0,30978,Kiradech Aphibarnrat,294.7,24757,84
2018,0,35545,Blayne Barber,294.7,39488,134
2018,0,45609,Tyler Duncan,294.4,54752,186
2018,0,28307,Matt Every,294.2,44123,150
2018,0,31420,Anirban Lahiri,294.0,43507,148
2018,0,28775,Nate Lashley,293.9,27629,94
2018,0,34256,Andrew Putnam,293.8,52295,178
2018,0,29221,Webb Simpson,293.7,54042,184
2018,0,32816,Satoshi Kodaira,293.6,28190,96
2018,0,24138,Ian Poulter,293.6,32879,112
2018,0,37278,Nicholas Lindheim,293.5,40507,138
2018,0,25572,Graeme McDowell,293.2,32252,110
2018,0,27895,Jonas Blixt,293.1,31072,106
2018,0,27974,Sung Kang,293.1,45143,154
2018,0,27649,Brandt Snedeker,293.1,48064,164
2018,0,34098,Russell Henley,293.0,38678,132
2018,0,29908,C.T. Pan,292.7,52679,180
2018,0,25493,Nick Taylor,292.7,48009,164
2018,0,29479,Scott Brown,292.6,52663,180
2018,0,34431,Robert Streb,292.6,38628,132
2018,0,46435,Austin Cook,292.3,62543,214
2018,0,23621,Rory Sabbatini,292.3,52026,178
2018,0,32876,Martin Piller,292.2,45000,154
2018,0,37338,Zecheng Dou,291.9,26270,90
2018,0,27644,Brian Harman,291.9,47866,164
2018,0,23353,J.J. Henry,291.8,43765,150
2018,0,47128,Richy Werenski,291.8,51355,176
2018,0,24925,Jonathan Byrd,291.7,36168,124
2018,0,33122,Russell Knox,291.7,50170,172
2018,0,21528,Henrik Stenson,291.5,30319,104
2018,0,35532,Tom Hoge,291.4,54199,186
2018,0,39328,Conrad Shindler,291.3,32621,112
2018,0,28679,Fabián Gómez,291.1,48903,168
2018,0,33410,Andrew Landry,291.1,46569,160
2018,0,34466,Peter Malnati,290.9,48282,166
2018,0,24361,Pat Perez,290.9,36659,126
2018,0,37455,Si Woo Kim,290.8,53512,184
2018,0,29478,Kevin Kisner,290.8,45369,156
2018,0,24846,Ricky Barnes,290.6,34295,118
2018,0,29926,Danny Lee,290.6,45333,156
2018,0,35544,Andrew Yun,290.6,26153,90
2018,0,28132,Tyrone Van Aswegen,290.3,53713,185
2018,0,39327,Ben Silverman,290.2,48754,168
2018,0,39975,Michael Kim,289.9,38265,132
2018,0,24024,Zach Johnson,289.8,50427,174
2018,0,30926,Chris Kirk,289.8,59123,204
2018,0,27963,Chris Stroud,289.8,37675,130
2018,0,33413,Ben Martin,289.6,37069,128
2018,0,25396,Kevin Na,289.6,45175,156
2018,0,33399,Adam Hadwin,289.4,44574,154
2018,0,34358,Jonathan Randolph,289.4,37625,130
2018,0,31202,William McGirt,289.3,45130,156
2018,0,33419,Cameron Tringale,289.3,36450,126
2018,0,26596,Ryan Moore,289.2,45109,156
2018,0,31416,Derek Fathauer,289.1,46256,160
2018,0,27958,Ryan Blaum,289.0,45079,156
2018,0,25892,Steve Wheatcroft,288.9,33515,116
2018,0,35879,Kelly Kraft,288.6,48478,168
2018,0,20572,Rod Pampling,288.4,28842,100
2018,0,23108,Matt Kuchar,288.0,43781,152
2018,0,34174,John Huh,287.1,51686,180
2018,0,25834,Daniel Summerhays,287.1,25836,90
2018,0,20472,Alex Cejka,286.7,39567,138
2018,0,12510,Chad Campbell,286.5,40684,142
2018,0,26476,Chez Reavie,286.5,42402,148
2018,0,35376,Roberto Díaz,286.3,38935,136
2018,0,23325,Vaughn Taylor,286.1,45208,158
2018,0,26951,Johnson Wagner,286.1,39487,138
2018,0,27556,Ted Potter Jr.,286.0,49759,174
2018,0,37454,Whee Kim,285.8,46299,162
2018,0,34409,David Lingmerth,285.4,44515,156
2018,0,22582,Kyle Thompson,285.3,26249,92
2018,0,27942,Rob Oppenheim,285.2,38787,136
2018,0,26758,David Hearn,285.1,34210,120
2018,0,29222,Billy Hurley III,284.0,36354,128
2018,0,19803,Ryan Armour,283.5,60663,214
2018,0,19846,Brian Gay,282.9,57155,202
2018,0,20593,Greg Chalmers,282.8,29413,104
2018,0,23541,Ben Crane,281.1,30921,110
2018,0,25240,D.A. Points,280.8,32015,114
2018,0,10809,Jim Furyk,280.5,26930,96
2018,0,48084,Wesley Bryan,280.4,30844,110
2018,0,40058,Zac Blair,279.5,32427,116
2018,0,31560,Brian Stuard,278.9,54106,194
2017,0,28237,Rory McIlroy,317.2,27917,88
2017,0,30925,Dustin Johnson,315.0,41576,132
2017,0,46550,Brandon Hagy,312.7,48162,154
2017,0,28420,Ryan Brehm,311.5,47965,154
2017,0,27129,Luke List,311.5,61046,196
2017,0,35300,Andrew Loupe,311.3,32371,104
2017,0,36689,Brooks Koepka,311.1,47293,152
2017,0,33448,Justin Thomas,309.7,43977,142
2017,0,46601,Trey Mullinax,309.6,50778,164
2017,0,29725,Tony Finau,309.2,61842,200
2017,0,32333,Kevin Tway,309.2,54421,176
2017,0,34213,Grayson Murray,308.2,55483,180
2017,0,31323,Gary Woodland,307.6,49827,162
2017,0,27141,J.B. Holmes,307.5,44286,144
2017,0,24502,Adam Scott,307.0,30697,100
2017,0,48081,Xander Schauffele,306.8,56449,184
2017,0,30944,Jason Kokrak,306.4,55771,182
2017,0,36699,Patrick Rodgers,306.3,42884,140
2017,0,28089,Jason Day,306.2,40421,132
2017,0,46970,Jon Rahm,305.8,50767,166
2017,0,25804,Bubba Watson,305.8,36086,118
2017,0,34264,Hudson Swafford,305.1,52477,172
2017,0,32366,Kevin Chappell,305.0,50022,164
2017,0,29461,Jamie Lovemark,304.9,56102,184
2017,0,46440,Smylie Kaufman,304.8,40842,134
2017,0,32839,Hideki Matsuyama,303.3,41247,136
2017,0,23320,Ryan Palmer,303.2,32140,106
2017,0,26300,Matt Jones,302.6,33891,112
2017,0,37189,Harold Varner III,302.4,57462,190
2017,0,34099,Harris English,301.9,45890,152
2017,0,21209,Sergio Garcia,301.9,32604,108
2017,0,23497,Tag Ridings,301.6,35583,118
2017,0,27064,Jhonattan Vegas,301.3,49414,164
2017,0,27436,Graham DeLaet,301.1,45769,152
2017,0,22405,Justin Rose,300.9,38517,128
2017,0,27095,Nick Watney,300.9,41521,138
2017,0,24358,Robert Garrigus,300.7,43307,144
2017,0,46501,Ollie Schniederjans,300.7,52321,174
2017,0,28500,Martin Flores,300.6,48705,162
2017,0,29518,Brendan Steele,300.4,48061,160
2017,0,33948,Byeong Hun An,300.3,38443,128
2017,0,32102,Rickie Fowler,300.3,43245,144
2017,0,29420,Billy Horschel,300.1,51610,172
2017,0,33141,Keegan Bradley,299.8,58759,196
2017,0,47959,Bryson DeChambeau,299.4,53302,178
2017,0,29720,Andres Gonzales,299.2,41289,138
2017,0,26331,Charl Schwartzel,299.1,33499,112
2017,0,35450,Patrick Cantlay,298.9,28699,96
2017,0,12716,Charley Hoffman,298.7,64521,216
2017,0,25900,Lucas Glover,298.6,53752,180
2017,0,26851,Marc Leishman,298.6,51354,172
2017,0,29289,S.Y. Noh,298.5,51943,174
2017,0,28252,Seamus Power,298.1,47702,160
2017,0,34098,Russell Henley,298.0,57811,194
2017,0,46732,Rick Lamb,298.0,29798,100
2017,0,28307,Matt Every,297.7,41672,140
2017,0,30692,Scott Stallings,297.6,45832,154
2017,0,25364,Paul Casey,297.5,48794,164
2017,0,24140,Sean O'Hair,297.5,47604,160
2017,0,39954,Cody Gribble,297.2,45770,154
2017,0,31420,Anirban Lahiri,297.0,40391,136
2017,0,40026,Daniel Berger,296.9,46319,156
2017,0,21961,Charles Howell III,296.9,46318,156
2017,0,27936,Martin Laird,296.9,49291,166
2017,0,20229,Stewart Cink,296.7,55185,186
2017,0,30110,Kyle Stanley,296.5,59304,200
2017,0,27974,Sung Kang,296.4,58094,196
2017,0,33204,Shane Lowry,296.4,26680,90
2017,0,26329,Louis Oosthuizen,296.3,34376,116
2017,0,46443,Brian Campbell,296.0,30188,102
2017,0,48822,Sebastián Muñoz,296.0,29004,98
2017,0,34021,Bud Cauley,295.9,52083,176
2017,0,25818,Scott Piercy,295.9,34911,118
2017,0,25632,Jimmy Walker,295.7,36073,122
2017,0,34360,Patrick Reed,295.6,54383,184
2017,0,34046,Jordan Spieth,295.6,46114,156
2017,0,49771,J.T. Poston,295.5,51412,174
2017,0,25686,Jason Dufner,294.6,48311,164
2017,0,24781,Hunter Mahan,294.5,41814,142
2017,0,40009,Dominic Bozzelli,294.4,38278,130
2017,0,35506,Mackenzie Hughes,294.3,61211,208
2017,0,34431,Robert Streb,294.3,52980,180
2017,0,23353,J.J. Henry,294.1,50585,172
2017,0,33418,Shawn Stefani,294.0,39985,136
2017,0,27214,Kevin Streelman,294.0,51736,176
2017,0,32448,James Hahn,293.9,54083,184
2017,0,33461,Morgan Hoffmann,293.9,51728,176
2017,0,29223,Sam Saunders,293.6,41097,140
2017,0,30191,Julián Etulain,293.5,36978,126
2017,0,1810,Phil Mickelson,293.5,46956,160
2017,0,31646,Emiliano Grillo,293.3,46342,158
2017,0,24924,Bill Haas,293.0,47460,162
2017,0,32757,Patton Kizzire,293.0,44531,152
2017,0,22371,Aaron Baddeley,292.6,31014,106
2017,0,35891,Cameron Smith,292.6,47989,164
2017,0,31557,Jim Herman,292.5,41536,142
2017,0,22056,Cameron Percy,292.5,38027,130
2017,0,25198,Francesco Molinari,292.4,39762,136
2017,0,25191,Gonzalo Fernandez-Castaño,292.1,32720,112
2017,0,29974,Branden Grace,292.0,32115,110
2017,0,35879,Kelly Kraft,291.9,41453,142
2017,0,20157,Retief Goosen,291.8,26843,92
2017,0,26499,Rafa Cabrera Bello,291.7,30341,104
2017,0,33413,Ben Martin,291.7,46087,158
2017,0,23621,Rory Sabbatini,291.6,37911,130
2017,0,25493,Nick Taylor,291.6,55408,190
2017,0,39324,J.J. Spaun,291.5,50146,172
2017,0,33399,Adam Hadwin,291.3,54762,188
2017,0,35545,Blayne Barber,291.2,41355,142
2017,0,47128,Richy Werenski,291.2,43102,148
2017,0,29926,Danny Lee,291.1,49486,170
2017,0,24361,Pat Perez,290.9,50036,172
2017,0,34409,David Lingmerth,290.6,41269,142
2017,0,32640,Troy Merritt,290.2,44111,152
2017,0,37454,Whee Kim,290.0,41767,144
2017,0,27644,Brian Harman,289.9,55653,192
2017,0,26289,Boo Weekley,289.9,42332,146
2017,0,37455,Si Woo Kim,289.8,38827,134
2017,0,39975,Michael Kim,289.6,52130,180
2017,0,29478,Kevin Kisner,289.5,52101,180
2017,0,29479,Scott Brown,289.0,52591,182
2017,0,27895,Jonas Blixt,288.8,40435,140
2017,0,30852,Ryo Ishikawa,288.8,30035,104
2017,0,29485,Brett Stegmaier,288.7,41573,144
2017,0,27770,Camilo Villegas,288.7,41579,144
2017,0,33122,Russell Knox,288.6,35784,124
2017,0,29740,Brad Fritsch,288.3,29988,104
2017,0,28093,Miguel Angel Carballo,288.1,32849,114
2017,0,26951,Johnson Wagner,288.1,36299,126
2017,0,26596,Ryan Moore,288.0,40894,142
2017,0,20572,Rod Pampling,287.8,40864,142
2017,0,34358,Jonathan Randolph,287.7,36252,126
2017,0,25274,Steven Bowditch,287.3,31608,110
2017,0,29908,C.T. Pan,287.2,49405,172
2017,0,28132,Tyrone Van Aswegen,287.2,53412,186
2017,0,34174,John Huh,287.1,48229,168
2017,0,37278,Nicholas Lindheim,287.1,32151,112
2017,0,25834,Daniel Summerhays,287.1,51675,180
2017,0,30926,Chris Kirk,287.0,47637,166
2017,0,24024,Zach Johnson,286.9,44178,154
2017,0,27963,Chris Stroud,286.8,33847,118
2017,0,31416,Derek Fathauer,286.5,40684,142
2017,0,22046,Geoff Ogilvy,286.5,41261,144
2017,0,29221,Webb Simpson,286.5,56735,198
2017,0,35110,Brett Drewitt,286.4,30356,106
2017,0,29476,Kyle Reifers,286.1,48062,168
2017,0,12510,Chad Campbell,285.6,53121,186
2017,0,23108,Matt Kuchar,285.4,50231,176
2017,0,31202,William McGirt,285.2,47349,166
2017,0,26476,Chez Reavie,285.2,51905,182
2017,0,28679,Fabián Gómez,285.1,33638,118
2017,0,35532,Tom Hoge,285.1,26226,92
2017,0,24846,Ricky Barnes,284.9,50148,176
2017,0,32150,Michael Thompson,284.8,31903,112
2017,0,6522,Ernie Els,284.7,27329,96
2017,0,27958,Ryan Blaum,284.1,54539,192
2017,0,33120,Mark Anderson,283.8,29512,104
2017,0,25396,Kevin Na,283.7,41991,148
2017,0,24138,Ian Poulter,283.5,36282,128
2017,0,36801,Mark Hubbard,282.7,39581,140
2017,0,23325,Vaughn Taylor,282.4,47446,168
2017,0,34466,Peter Malnati,282.3,45737,162
2017,0,24357,K.J. Choi,282.2,34993,124
2017,0,20472,Alex Cejka,282.1,41184,146
2017,0,27649,Brandt Snedeker,281.6,28156,100
2017,0,25720,Chad Collins,281.4,34898,124
2017,0,26758,David Hearn,281.0,45517,162
2017,0,33419,Cameron Tringale,280.9,44390,158
2017,0,32200,Roberto Castro,280.5,35906,128
2017,0,25892,Steve Wheatcroft,280.5,26370,94
2017,0,25345,Carl Pettersson,280.2,33066,118
2017,0,48084,Wesley Bryan,279.8,50917,182
2017,0,25572,Graeme McDowell,279.5,31307,112
2017,0,25349,Tim Wilkinson,279.5,32427,116
2017,0,27466,Spencer Levin,279.0,45191,162
2017,0,19803,Ryan Armour,278.8,32898,118
2017,0,19846,Brian Gay,278.7,43483,156
2017,0,23541,Ben Crane,278.5,44000,158
2017,0,23983,Luke Donald,278.5,26732,96
2017,0,25240,D.A. Points,278.1,37816,136
2017,0,20593,Greg Chalmers,278.0,39470,142
2017,0,23800,Bryce Molder,277.0,40994,148
2017,0,20771,Steven Alker,276.9,34884,126
2017,0,29222,Billy Hurley III,276.9,42083,152
2017,0,24507,Jason Bohn,275.9,39180,142
2017,0,20104,Ken Duke,274.2,38939,142
2017,0,22986,Søren Kjeldsen,273.6,24621,90
2017,0,40058,Zac Blair,272.7,51820,190
2017,0,31560,Brian Stuard,272.6,45246,166
2017,0,10809,Jim Furyk,271.4,27687,102
2016,0,27141,J.B. Holmes,314.5,46541,148
2016,0,30925,Dustin Johnson,313.6,48921,156
2016,0,29725,Tony Finau,312.2,56820,182
2016,0,25804,Bubba Watson,310.6,40382,130
2016,0,35300,Andrew Loupe,309.3,46084,149
2016,0,30944,Jason Kokrak,307.4,54711,178
2016,0,27129,Luke List,306.9,47257,154
2016,0,34264,Hudson Swafford,306.9,61380,200
2016,0,28237,Rory McIlroy,306.8,35585,116
2016,0,31323,Gary Woodland,306.1,50811,166
2016,0,29461,Jamie Lovemark,304.8,55160,181
2016,0,23320,Ryan Palmer,304.7,52410,172
2016,0,24502,Adam Scott,304.6,41422,136
2016,0,27064,Jhonattan Vegas,304.4,56616,186
2016,0,28089,Jason Day,304.2,41973,138
2016,0,22405,Justin Rose,303.9,37687,124
2016,0,21961,Charles Howell III,303.4,52788,174
2016,0,24358,Robert Garrigus,303.3,39128,129
2016,0,36689,Brooks Koepka,302.6,42359,140
2016,0,24140,Sean O'Hair,302.2,53787,178
2016,0,29518,Brendan Steele,302.2,48355,160
2016,0,37189,Harold Varner III,302.0,54967,182
2016,0,32102,Rickie Fowler,301.6,44029,146
2016,0,33448,Justin Thomas,301.3,53034,176
2016,0,25632,Jimmy Walker,301.3,49410,164
2016,0,36699,Patrick Rodgers,300.5,51088,170
2016,0,33141,Keegan Bradley,300.0,46794,156
2016,0,21209,Sergio Garcia,299.9,25792,86
2016,0,34099,Harris English,299.2,52951,177
2016,0,46440,Smylie Kaufman,299.0,52632,176
2016,0,33667,Carlos Ortiz,298.9,42439,142
2016,0,33204,Shane Lowry,298.7,29869,100
2016,0,27936,Martin Laird,298.5,46569,156
2016,0,40026,Daniel Berger,298.4,48337,162
2016,0,25900,Lucas Glover,298.3,44751,150
2016,0,12716,Charley Hoffman,298.2,52477,176
2016,0,27436,Graham DeLaet,297.9,38728,130
2016,0,25818,Scott Piercy,297.9,44680,150
2016,0,20691,Greg Owen,297.7,45851,154
2016,0,32618,Rhein Gibson,297.5,32126,108
2016,0,34360,Patrick Reed,297.4,55324,186
2016,0,20229,Stewart Cink,296.9,33842,114
2016,0,35451,Scott Pinckney,296.8,48085,162
2016,0,26331,Charl Schwartzel,296.7,39161,132
2016,0,34563,Chesson Hadley,296.5,44174,149
2016,0,32366,Kevin Chappell,296.3,52737,178
2016,0,25493,Nick Taylor,296.2,44429,150
2016,0,29974,Branden Grace,295.6,30742,104
2016,0,34098,Russell Henley,295.6,44929,152
2016,0,30692,Scott Stallings,295.5,41368,140
2016,0,34046,Jordan Spieth,295.4,42543,144
2016,0,29289,S.Y. Noh,295.3,47834,162
2016,0,29485,Brett Stegmaier,295.3,49902,169
2016,0,25364,Paul Casey,295.2,38966,132
2016,0,26851,Marc Leishman,295.0,46020,156
2016,0,26300,Matt Jones,294.8,42153,143
2016,0,24781,Hunter Mahan,294.8,33612,114
2016,0,1810,Phil Mickelson,294.8,42456,144
2016,0,29720,Andres Gonzales,294.7,45980,156
2016,0,33410,Andrew Landry,294.7,28876,98
2016,0,35732,Wes Roach,294.7,32415,110
2016,0,34431,Robert Streb,294.7,44496,151
2016,0,20848,Ángel Cabrera,294.6,36530,124
2016,0,37273,Derek Ernst,294.6,33585,114
2016,0,32839,Hideki Matsuyama,294.5,39467,134
2016,0,33461,Morgan Hoffmann,294.4,37100,126
2016,0,31646,Emiliano Grillo,294.3,50626,172
2016,0,26329,Louis Oosthuizen,294.0,30571,104
2016,0,37455,Si Woo Kim,293.5,63684,217
2016,0,25686,Jason Dufner,293.2,57471,196
2016,0,29268,Bronson Burgoon,293.1,46018,157
2016,0,29420,Billy Horschel,293.0,41020,140
2016,0,34265,Will Wilcox,292.9,38080,130
2016,0,6522,Ernie Els,292.8,36310,124
2016,0,27649,Brandt Snedeker,292.6,52078,178
2016,0,29479,Scott Brown,292.5,49144,168
2016,0,27974,Sung Kang,292.4,50873,174
2016,0,33418,Shawn Stefani,292.1,50817,174
2016,0,28158,Steve Marino,292.0,39415,135
2016,0,22046,Geoff Ogilvy,291.9,34439,118
2016,0,29223,Sam Saunders,291.8,37940,130
2016,0,22371,Aaron Baddeley,291.7,51925,178
2016,0,31420,Anirban Lahiri,291.7,35587,122
2016,0,26289,Boo Weekley,291.5,48383,166
2016,0,32150,Michael Thompson,291.4,39340,135
