YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
2017,160,0,39954,Cody Gribble,73.43,434,591
2017,161,0,25720,Chad Collins,73.29,376,513
2017,161,0,33419,Cameron Tringale,73.29,494,674
2017,163,0,29479,Scott Brown,73.28,595,812
2017,164,0,40009,Dominic Bozzelli,73.24,375,512
2017,165,0,20771,Steven Alker,73.11,435,595
2017,166,0,26596,Ryan Moore,73.1,549,751
2017,167,0,24507,Jason Bohn,72.9,460,631
2017,168,0,22046,Geoff Ogilvy,72.81,458,629
2017,169,0,25349,Tim Wilkinson,72.64,385,530
2017,170,0,27895,Jonas Blixt,72.35,424,586
2017,171,0,26499,Rafa Cabrera Bello,72.29,373,516
2017,172,0,22986,Søren Kjeldsen,72.25,341,472
2017,173,0,25191,Gonzalo Fernandez-Castaño,72.18,301,417
2017,174,0,24357,K.J. Choi,71.97,439,610
2017,175,0,37455,Si Woo Kim,71.83,431,600
2017,176,0,46443,Brian Campbell,71.81,298,415
2017,176,0,25892,Steve Wheatcroft,71.81,321,447
2017,178,0,20104,Ken Duke,71.76,488,680
2017,179,0,25572,Graeme McDowell,71.56,390,545
2017,180,0,32200,Roberto Castro,71.16,449,631
2017,181,0,25345,Carl Pettersson,71.03,304,428
2017,182,0,34358,Jonathan Randolph,71.02,402,566
2017,183,0,48084,Wesley Bryan,70.61,519,735
2017,184,0,34409,David Lingmerth,70.57,470,666
2017,185,0,32150,Michael Thompson,70.54,340,482
2017,186,0,31560,Brian Stuard,70.51,612,868
2017,187,0,25274,Steven Bowditch,70.11,244,348
2017,188,0,34466,Peter Malnati,69.83,523,749
2017,189,0,20593,Greg Chalmers,69.75,415,595
2017,190,0,6522,Ernie Els,69.61,284,408
2016,1,0,24502,Adam Scott,84.26,498,591
2016,2,0,20229,Stewart Cink,83.1,413,497
2016,3,0,25364,Paul Casey,82.24,551,670
2016,4,0,40026,Daniel Berger,81.68,575,704
2016,5,0,23320,Ryan Palmer,81.56,566,694
2016,6,0,30925,Dustin Johnson,81.31,535,658
2016,7,0,29518,Brendan Steele,81.1,575,709
2016,8,0,24358,Robert Garrigus,81.02,397,490
2016,9,0,27064,Jhonattan Vegas,80.98,596,736
2016,10,0,20691,Greg Owen,80.92,543,671
2016,11,0,26329,Louis Oosthuizen,80.87,389,481
2016,12,0,25900,Lucas Glover,80.71,544,674
2016,13,0,32102,Rickie Fowler,80.63,512,635
2016,14,0,28237,Rory McIlroy,80.57,427,530
2016,15,0,28089,Jason Day,80.37,393,489
2016,16,0,31323,Gary Woodland,80.28,578,720
2016,17,0,34264,Hudson Swafford,80.16,715,892
2016,18,0,34098,Russell Henley,80.15,537,670
2016,19,0,27141,J.B. Holmes,80.07,430,537
2016,20,0,27936,Martin Laird,80.03,481,601
2016,20,0,26951,Johnson Wagner,80.03,589,736
2016,22,0,29485,Brett Stegmaier,79.92,577,722
2016,23,0,25493,Nick Taylor,79.87,504,631
2016,24,0,32618,Rhein Gibson,79.8,316,396
2016,25,0,34563,Chesson Hadley,79.78,497,623
2016,26,0,25686,Jason Dufner,79.75,713,894
2016,27,0,23353,J.J. Henry,79.64,438,550
2016,28,0,31646,Emiliano Grillo,79.55,673,846
2016,29,0,26331,Charl Schwartzel,79.46,441,555
2016,30,0,29476,Kyle Reifers,79.45,804,1012
2016,30,0,36699,Patrick Rodgers,79.45,545,686
2016,32,0,28114,Dawie van der Walt,79.35,442,557
2016,33,0,21961,Charles Howell III,79.34,530,668
2016,34,0,30692,Scott Stallings,79.17,441,557
2016,35,0,29745,Tyler Aldridge,79.15,505,638
2016,36,0,21209,Sergio Garcia,79.14,349,441
2016,36,0,34265,Will Wilcox,79.14,425,537
2016,38,0,10809,Jim Furyk,79.13,398,503
2016,38,0,33122,Russell Knox,79.13,675,853
2016,40,0,33413,Ben Martin,79.08,605,765
2016,41,0,32200,Roberto Castro,79.04,743,940
2016,41,0,35300,Andrew Loupe,79.04,377,477
2016,43,0,22371,Aaron Baddeley,78.99,545,690
2016,44,0,20645,John Senden,78.95,570,722
2016,45,0,22405,Justin Rose,78.69,395,502
2016,46,0,29420,Billy Horschel,78.66,468,595
2016,47,0,28132,Tyrone Van Aswegen,78.65,593,754
2016,48,0,20472,Alex Cejka,78.55,487,620
2016,48,0,34099,Harris English,78.55,586,746
2016,50,0,25632,Jimmy Walker,78.42,436,556
2016,51,0,30110,Kyle Stanley,78.4,628,801
2016,52,0,33141,Keegan Bradley,78.38,580,740
2016,53,0,29725,Tony Finau,78.34,546,697
2016,54,0,24924,Bill Haas,78.32,560,715
2016,55,0,28158,Steve Marino,78.24,435,556
2016,55,0,37189,Harold Varner III,78.24,597,763
2016,57,0,32839,Hideki Matsuyama,78.23,496,634
2016,58,0,35879,Kelly Kraft,78.11,389,498
2016,58,0,30163,Henrik Norlander,78.11,464,594
2016,60,0,25804,Bubba Watson,78.09,417,534
2016,61,0,23108,Matt Kuchar,78.07,687,880
2016,62,0,27974,Sung Kang,78.06,562,720
2016,63,0,24846,Ricky Barnes,78.01,550,705
2016,63,0,24140,Sean O'Hair,78.01,571,732
2016,65,0,33419,Cameron Tringale,78.0,500,641
2016,66,0,46440,Smylie Kaufman,77.98,510,654
2016,67,0,35451,Scott Pinckney,77.97,584,749
2016,68,0,34431,Robert Streb,77.96,527,676
2016,69,0,29720,Andres Gonzales,77.95,463,594
2016,70,0,27436,Graham DeLaet,77.94,431,553
2016,71,0,12510,Chad Campbell,77.78,630,810
2016,71,0,36689,Brooks Koepka,77.78,448,576
2016,73,0,29461,Jamie Lovemark,77.75,566,728
2016,74,0,32757,Patton Kizzire,77.7,533,686
2016,75,0,29974,Branden Grace,77.66,358,461
2016,76,0,32366,Kevin Chappell,77.64,611,787
2016,76,0,37455,Si Woo Kim,77.64,743,957
2016,78,0,24461,Thomas Aiken,77.59,516,665
2016,79,0,29478,Kevin Kisner,77.48,664,857
2016,80,0,37273,Derek Ernst,77.45,371,479
2016,81,0,31202,William McGirt,77.43,693,895
2016,81,0,27963,Chris Stroud,77.43,525,678
2016,81,0,32150,Michael Thompson,77.43,446,576
2016,84,0,33399,Adam Hadwin,77.39,640,827
2016,85,0,29221,Webb Simpson,77.3,470,608
2016,86,0,33448,Justin Thomas,77.24,560,725
2016,87,0,29289,S.Y. Noh,77.12,428,555
2016,88,0,25396,Kevin Na,77.1,653,847
2016,89,0,24912,Will MacKenzie,76.99,522,678
2016,90,0,26289,Boo Weekley,76.96,598,777
2016,91,0,27214,Kevin Streelman,76.93,567,737
2016,92,0,26758,David Hearn,76.8,672,875
2016,93,0,26300,Matt Jones,76.71,494,644
2016,94,0,1810,Phil Mickelson,76.63,423,552
2016,95,0,33418,Shawn Stefani,76.59,543,709
2016,96,0,35545,Blayne Barber,76.58,533,696
2016,97,0,10885,Robert Allenby,76.53,300,392
2016,98,0,22892,Jason Gore,76.52,502,656
2016,98,0,12716,Charley Hoffman,76.52,515,673
2016,100,0,25572,Graeme McDowell,76.49,436,570
2016,101,0,6522,Ernie Els,76.43,373,488
2016,102,0,23325,Vaughn Taylor,76.41,473,619
2016,103,0,27649,Brandt Snedeker,76.4,560,733
2016,104,0,34360,Patrick Reed,76.39,592,775
2016,105,0,29926,Danny Lee,76.33,616,807
2016,106,0,30944,Jason Kokrak,76.17,553,726
2016,107,0,33667,Carlos Ortiz,76.09,420,552
2016,108,0,26596,Ryan Moore,76.03,571,751
2016,109,0,24024,Zach Johnson,76.02,599,788
2016,109,0,28475,Jeff Overton,76.02,409,538
2016,111,0,27770,Camilo Villegas,76.0,437,575
2016,112,0,29268,Bronson Burgoon,75.95,480,632
2016,113,0,20157,Retief Goosen,75.93,328,432
2016,114,0,31416,Derek Fathauer,75.84,518,683
2016,115,0,20572,Rod Pampling,75.62,338,447
2016,116,0,26851,Marc Leishman,75.58,551,729
2016,117,0,34046,Jordan Spieth,75.57,467,618
2016,118,0,6527,Steve Stricker,75.54,352,466
2016,119,0,2206,David Toms,75.51,444,588
2016,120,0,23983,Luke Donald,75.47,483,640
2016,121,0,8075,Jerry Kelly,75.46,569,754
2016,122,0,33461,Morgan Hoffmann,75.42,408,541
2016,123,0,25349,Tim Wilkinson,75.38,447,593
2016,124,0,23638,Brendon de Jonge,75.37,505,670
2016,125,0,24507,Jason Bohn,75.36,477,633
2016,125,0,27129,Luke List,75.36,413,548
2016,127,0,31557,Jim Herman,75.35,642,852
2016,128,0,25818,Scott Piercy,75.32,528,701
2016,129,0,29223,Sam Saunders,75.23,407,541
2016,130,0,28679,Fabián Gómez,75.22,513,682
2016,131,0,24357,K.J. Choi,75.04,505,673
2016,132,0,24490,George McNeill,74.83,324,433
2016,133,0,32640,Troy Merritt,74.73,491,657
2016,134,0,25198,Francesco Molinari,74.56,425,570
2016,135,0,32448,James Hahn,74.55,539,723
2016,135,0,27466,Spencer Levin,74.55,706,947
2016,137,0,27942,Rob Oppenheim,74.54,363,487
2016,138,0,33204,Shane Lowry,74.52,348,467
2016,139,0,21731,Freddie Jacobson,74.47,528,709
2016,139,0,32876,Martin Piller,74.47,350,470
2016,141,0,20766,Padraig Harrington,74.45,341,458
2016,142,0,37454,Whee Kim,74.35,513,690
2016,143,0,26476,Chez Reavie,74.33,608,818
2016,144,0,31420,Anirban Lahiri,74.26,404,544
2016,145,0,21878,Mark Wilson,74.13,424,572
2016,146,0,24781,Hunter Mahan,74.02,359,485
2016,147,0,35532,Tom Hoge,74.0,444,600
2016,148,0,20848,Ángel Cabrera,73.81,372,504
2016,149,0,35539,Luke Guthrie,73.77,315,427
2016,150,0,34409,David Lingmerth,73.49,549,747
2016,151,0,30926,Chris Kirk,73.44,542,738
2016,152,0,27644,Brian Harman,73.43,677,922
2016,153,0,36801,Mark Hubbard,73.32,643,877
2016,154,0,6567,Vijay Singh,73.29,417,569
2016,155,0,34466,Peter Malnati,73.23,528,721
2016,155,0,23621,Rory Sabbatini,73.23,342,467
2016,157,0,34174,John Huh,73.21,593,810
2016,157,0,25834,Daniel Summerhays,73.21,593,810
2016,159,0,23541,Ben Crane,73.17,491,671
2016,160,0,23800,Bryce Molder,73.13,498,681
2016,160,0,35732,Wes Roach,73.13,343,469
2016,162,0,29479,Scott Brown,73.11,571,781
2016,163,0,29222,Billy Hurley III,73.09,440,602
2016,164,0,25892,Steve Wheatcroft,72.98,497,681
2016,165,0,25240,D.A. Points,72.88,309,424
2016,166,0,39975,Michael Kim,72.55,571,787
2016,167,0,25274,Steven Bowditch,72.43,310,428
2016,168,0,30711,Colt Knost,72.3,637,881
2016,169,0,34262,Jon Curran,72.25,643,890
2016,170,0,35891,Cameron Smith,72.06,410,569
2016,171,0,24494,Erik Compton,72.03,340,472
2016,172,0,34261,Scott Langley,71.8,410,571
2016,173,0,25720,Chad Collins,71.79,420,585
2016,174,0,33410,Andrew Landry,71.71,322,449
2016,175,0,22046,Geoff Ogilvy,71.63,361,504
2016,176,0,20098,Stuart Appleby,71.33,428,600
2016,177,0,27895,Jonas Blixt,71.24,436,612
2016,178,0,31560,Brian Stuard,70.88,465,656
2016,179,0,40058,Zac Blair,70.55,654,927
2016,180,0,28092,D.H. Lee,70.1,340,485
2016,181,0,10213,Dicky Pride,69.67,340,488
2016,182,0,45526,Abraham Ancer,69.25,304,439
2016,183,0,27747,Hiroshi Iwata,68.59,463,675
2016,184,0,30927,Brendon Todd,67.45,344,510
2016,185,0,20104,Ken Duke,65.15,314,482
2015,1,0,24502,Adam Scott,84.86,342,403
2015,2,0,31557,Jim Herman,83.13,685,824
2015,3,0,20229,Stewart Cink,82.42,511,620
2015,4,0,25364,Paul Casey,82.05,608,741
2015,5,0,21961,Charles Howell III,81.49,625,767
2015,6,0,36689,Brooks Koepka,81.47,532,653
2015,7,0,34099,Harris English,81.44,680,835
2015,8,0,30946,Alex Prugh,81.33,562,691
2015,9,0,25900,Lucas Glover,81.2,570,702
2015,10,0,34431,Robert Streb,81.15,749,923
2015,11,0,22405,Justin Rose,81.14,482,594
2015,11,0,23623,Bo Van Pelt,81.14,542,668
2015,13,0,33122,Russell Knox,81.1,738,910
2015,14,0,23353,J.J. Henry,81.08,613,756
2015,15,0,28486,Michael Putnam,80.99,588,726
2015,16,0,25686,Jason Dufner,80.38,557,693
2015,17,0,28132,Tyrone Van Aswegen,80.35,323,402
2015,18,0,34046,Jordan Spieth,80.26,622,775
2015,19,0,21209,Sergio Garcia,80.25,378,471
2015,20,0,29289,S.Y. Noh,80.24,402,501
2015,21,0,34098,Russell Henley,80.21,612,763
2015,22,0,28023,Byron Smith,80.04,357,446
2015,23,0,28500,Martin Flores,80.0,576,720
2015,24,0,27141,J.B. Holmes,79.91,517,647
2015,25,0,25198,Francesco Molinari,79.9,457,572
2015,26,0,12716,Charley Hoffman,79.84,610,764
2015,27,0,40026,Daniel Berger,79.83,657,823
2015,28,0,25804,Bubba Watson,79.81,427,535
2015,29,0,32839,Hideki Matsuyama,79.76,662,830
2015,30,0,10809,Jim Furyk,79.71,495,621
2015,31,0,37454,Whee Kim,79.69,463,581
2015,32,0,25632,Jimmy Walker,79.62,504,633
2015,33,0,20691,Greg Owen,79.42,386,486
2015,34,0,35451,Scott Pinckney,79.36,592,746
2015,35,0,26329,Louis Oosthuizen,79.35,415,523
2015,36,0,21528,Henrik Stenson,79.32,468,590
2015,37,0,30692,Scott Stallings,79.18,384,485
2015,38,0,34360,Patrick Reed,79.13,603,762
2015,39,0,28089,Jason Day,79.12,451,570
2015,40,0,36699,Patrick Rodgers,79.1,333,421
2015,41,0,23621,Rory Sabbatini,79.09,537,679
2015,42,0,29420,Billy Horschel,79.05,668,845
2015,43,0,35532,Tom Hoge,79.04,513,649
2015,44,0,33667,Carlos Ortiz,79.0,632,800
2015,45,0,20396,Lee Westwood,78.95,345,437
2015,46,0,29518,Brendan Steele,78.94,566,717
2015,47,0,33448,Justin Thomas,78.93,678,859
2015,47,0,21878,Mark Wilson,78.93,603,764
2015,49,0,33141,Keegan Bradley,78.87,601,762
2015,50,0,27466,Spencer Levin,78.86,735,932
2015,51,0,10885,Robert Allenby,78.81,409,519
2015,52,0,34265,Will Wilcox,78.68,406,516
2015,53,0,30925,Dustin Johnson,78.65,442,562
2015,54,0,27095,Nick Watney,78.63,607,772
2015,55,0,29720,Andres Gonzales,78.56,546,695
2015,56,0,27214,Kevin Streelman,78.51,687,875
2015,57,0,23108,Matt Kuchar,78.42,654,834
2015,58,0,24924,Bill Haas,78.4,599,764
2015,59,0,29535,Brice Garnett,78.37,529,675
2015,60,0,12510,Chad Campbell,78.18,695,889
2015,61,0,23548,Bill Lunde,78.13,318,407
2015,62,0,24781,Hunter Mahan,78.12,532,681
2015,63,0,23320,Ryan Palmer,78.11,471,603
2015,64,0,26476,Chez Reavie,78.04,437,560
2015,65,0,33413,Ben Martin,78.02,646,828
2015,66,0,27936,Martin Laird,77.99,489,627
2015,67,0,29926,Danny Lee,77.94,834,1070
2015,68,0,22056,Cameron Percy,77.89,458,588
2015,69,0,6567,Vijay Singh,77.88,507,651
2015,70,0,29725,Tony Finau,77.81,624,802
2015,71,0,20766,Padraig Harrington,77.8,340,437
2015,72,0,33418,Shawn Stefani,77.74,632,813
2015,72,0,31323,Gary Woodland,77.74,454,584
2015,74,0,26289,Boo Weekley,77.73,541,696
2015,75,0,26758,David Hearn,77.7,676,870
2015,76,0,34264,Hudson Swafford,77.68,651,838
2015,77,0,25274,Steven Bowditch,77.62,607,782
2015,78,0,25818,Scott Piercy,77.48,578,746
2015,79,0,27436,Graham DeLaet,77.39,462,597
2015,80,0,26851,Marc Leishman,77.34,413,534
2015,81,0,24138,Ian Poulter,77.33,440,569
2015,82,0,24361,Pat Perez,77.3,681,881
2015,83,0,36801,Mark Hubbard,77.22,549,711
2015,84,0,29476,Kyle Reifers,77.19,609,789
2015,85,0,35545,Blayne Barber,77.17,507,657
2015,86,0,22371,Aaron Baddeley,77.12,401,520
2015,86,0,26951,Johnson Wagner,77.12,455,590
2015,88,0,33399,Adam Hadwin,77.07,652,846
2015,89,0,32200,Roberto Castro,77.02,352,457
2015,90,0,25369,Jamie Donaldson,76.94,307,399
2015,91,0,30852,Ryo Ishikawa,76.91,533,693
2015,92,0,22046,Geoff Ogilvy,76.9,313,407
2015,92,0,27064,Jhonattan Vegas,76.9,516,671
2015,94,0,1706,Davis Love III,76.89,356,463
2015,95,0,24024,Zach Johnson,76.86,671,873
2015,96,0,24357,K.J. Choi,76.76,426,555
2015,97,0,31202,William McGirt,76.64,748,976
2015,98,0,30944,Jason Kokrak,76.56,529,691
2015,99,0,27770,Camilo Villegas,76.55,483,631
2015,100,0,32102,Rickie Fowler,76.53,476,622
2015,101,0,25720,Chad Collins,76.5,537,702
2015,101,0,30926,Chris Kirk,76.5,485,634
2015,103,0,28475,Jeff Overton,76.49,576,753
2015,104,0,23983,Luke Donald,76.48,452,591
2015,105,0,25396,Kevin Na,76.44,636,832
2015,105,0,25493,Nick Taylor,76.44,545,713
2015,107,0,27963,Chris Stroud,76.39,576,754
2015,108,0,24507,Jason Bohn,76.35,723,947
2015,109,0,33486,Roger Sloan,76.33,329,431
2015,110,0,23638,Brendon de Jonge,76.26,739,969
2015,111,0,27933,John Merrick,76.24,536,703
2015,111,0,25892,Steve Wheatcroft,76.24,555,728
2015,113,0,24494,Erik Compton,76.2,541,710
2015,114,0,34358,Jonathan Randolph,76.16,409,537
2015,114,0,29425,Andrew Svoboda,76.16,492,646
2015,116,0,27644,Brian Harman,76.14,619,813
2015,117,0,29223,Sam Saunders,76.11,548,720
2015,118,0,6522,Ernie Els,76.1,347,456
2015,119,0,20771,Steven Alker,76.05,454,597
2015,120,0,28679,Fabián Gómez,76.03,536,705
2015,121,0,31193,Jim Renner,75.99,402,529
2015,122,0,34563,Chesson Hadley,75.97,610,803
2015,122,0,29221,Webb Simpson,75.97,566,745
2015,124,0,32334,Charlie Beljan,75.96,477,628
2015,125,0,35541,John Peterson,75.95,600,790
2015,126,0,26331,Charl Schwartzel,75.74,409,540
2015,127,0,27895,Jonas Blixt,75.73,465,614
2015,128,0,26596,Ryan Moore,75.62,580,767
2015,128,0,27649,Brandt Snedeker,75.62,611,808
2015,130,0,24925,Jonathan Byrd,75.55,448,593
2015,131,0,20848,Ángel Cabrera,75.54,315,417
2015,132,0,29478,Kevin Kisner,75.51,734,972
2015,133,0,20645,John Senden,75.43,531,704
2015,134,0,32448,James Hahn,75.35,593,787
2015,135,0,25834,Daniel Summerhays,75.17,654,870
2015,136,0,34261,Scott Langley,75.16,596,793
2015,136,0,30927,Brendon Todd,75.16,690,918
2015,138,0,24846,Ricky Barnes,75.13,441,587
2015,139,0,24490,George McNeill,75.12,625,832
2015,140,0,32366,Kevin Chappell,75.1,576,767
2015,141,0,26300,Matt Jones,74.93,535,714
2015,142,0,33461,Morgan Hoffmann,74.89,489,653
2015,143,0,34409,David Lingmerth,74.88,620,828
2015,144,0,34262,Jon Curran,74.86,554,740
2015,145,0,34256,Andrew Putnam,74.75,367,491
2015,146,0,32150,Michael Thompson,74.73,491,657
2015,147,0,28780,Nicholas Thompson,74.67,613,821
2015,148,0,35539,Luke Guthrie,74.66,501,671
2015,149,0,31416,Derek Fathauer,74.55,413,554
2015,150,0,23800,Bryce Molder,74.54,603,809
2015,151,0,30711,Colt Knost,74.53,635,852
2015,152,0,25240,D.A. Points,74.32,408,549
2015,153,0,20472,Alex Cejka,74.3,607,817
2015,154,0,34130,Sung Joon Park,74.22,521,702
2015,155,0,37273,Derek Ernst,73.97,469,634
2015,156,0,29479,Scott Brown,73.94,627,848
2015,157,0,32640,Troy Merritt,73.87,588,796
2015,157,0,24140,Sean O'Hair,73.87,537,727
2015,159,0,25191,Gonzalo Fernandez-Castaño,73.51,480,653
2015,160,0,24358,Robert Garrigus,73.41,381,519
2015,161,0,25562,Andres Romero,73.35,355,484
2015,162,0,29222,Billy Hurley III,73.31,530,723
2015,163,0,40058,Zac Blair,73.27,721,984
2015,164,0,20157,Retief Goosen,73.16,447,611
2015,165,0,28259,Sangmoon Bae,73.15,602,823
2015,166,0,22892,Jason Gore,73.13,490,670
2015,167,0,33419,Cameron Tringale,73.1,674,922
2015,168,0,25345,Carl Pettersson,73.0,638,874
2015,169,0,8075,Jerry Kelly,72.77,564,775
2015,170,0,20104,Ken Duke,72.74,611,840
2015,171,0,39977,Max Homa,72.51,422,582
2015,172,0,1810,Phil Mickelson,72.46,400,552
2015,173,0,34174,John Huh,72.31,705,975
2015,174,0,25349,Tim Wilkinson,72.28,451,624
2015,175,0,21753,Brian Davis,72.15,557,772
2015,176,0,30736,Oscar Fraustro,71.77,333,464
2015,177,0,31560,Brian Stuard,71.75,645,899
2015,178,0,22293,Heath Slocum,71.35,366,513
2015,179,0,23048,Eric Axley,71.13,303,426
2015,180,0,20593,Greg Chalmers,71.06,334,470
2015,180,0,28307,Matt Every,71.06,361,508
2015,182,0,2206,David Toms,70.93,427,602
2015,183,0,23541,Ben Crane,70.62,387,548
2015,184,0,10860,Justin Leonard,69.82,428,613
2014,1,0,12510,Chad Campbell,84.06,406,483
2014,2,0,27436,Graham DeLaet,81.73,559,684
2014,3,0,24502,Adam Scott,81.63,480,588
2014,4,0,28237,Rory McIlroy,81.19,436,537
2014,5,0,25632,Jimmy Walker,81.18,565,696
2014,6,0,34021,Bud Cauley,80.89,364,450
2014,7,0,30925,Dustin Johnson,80.57,369,458
2014,8,0,21961,Charles Howell III,80.13,625,780
2014,9,0,29518,Brendan Steele,80.06,566,707
2014,10,0,29420,Billy Horschel,80.02,677,846
2014,10,0,20645,John Senden,80.02,709,886
2014,12,0,27770,Camilo Villegas,80.0,636,795
2014,13,0,23623,Bo Van Pelt,79.78,580,727
2014,14,0,24924,Bill Haas,79.65,736,924
2014,15,0,29535,Brice Garnett,79.56,576,724
2014,16,0,30852,Ryo Ishikawa,79.5,442,556
2014,17,0,34099,Harris English,79.38,612,771
2014,18,0,28475,Jeff Overton,79.11,481,608
2014,19,0,28500,Martin Flores,79.02,531,672
2014,20,0,23353,J.J. Henry,79.0,617,781
2014,21,0,26679,Kevin Stadler,78.97,631,799
2014,22,0,27064,Jhonattan Vegas,78.94,506,641
2014,23,0,23108,Matt Kuchar,78.8,654,830
2014,24,0,24490,George McNeill,78.69,539,685
2014,24,0,25345,Carl Pettersson,78.69,587,746
2014,26,0,25444,Justin Hicks,78.58,796,1013
2014,27,0,10885,Robert Allenby,78.53,545,694
2014,28,0,27936,Martin Laird,78.42,418,533
2014,29,0,1706,Davis Love III,78.34,463,591
2014,30,0,34563,Chesson Hadley,78.11,521,667
2014,31,0,26289,Boo Weekley,78.06,548,702
2014,32,0,24358,Robert Garrigus,78.02,497,637
2014,33,0,30944,Jason Kokrak,77.93,392,503
2014,34,0,28486,Michael Putnam,77.88,676,868
2014,35,0,34431,Robert Streb,77.87,461,592
2014,36,0,24846,Ricky Barnes,77.86,524,673
2014,37,0,32102,Rickie Fowler,77.81,554,712
2014,38,0,33419,Cameron Tringale,77.73,768,988
2014,39,0,6522,Ernie Els,77.72,457,588
2014,40,0,33122,Russell Knox,77.71,673,866
2014,41,0,22378,Trevor Immelman,77.68,508,654
2014,42,0,29740,Brad Fritsch,77.67,313,403
2014,43,0,24138,Ian Poulter,77.55,373,481
2014,44,0,31323,Gary Woodland,77.52,593,765
2014,45,0,26329,Louis Oosthuizen,77.49,303,391
2014,46,0,32150,Michael Thompson,77.48,499,644
2014,47,0,32366,Kevin Chappell,77.33,672,869
2014,47,0,26758,David Hearn,77.33,706,913
2014,47,0,32333,Kevin Tway,77.33,382,494
2014,50,0,22405,Justin Rose,77.29,439,568
2014,51,0,34264,Hudson Swafford,77.24,492,637
2014,52,0,29289,S.Y. Noh,77.23,546,707
2014,53,0,32334,Charlie Beljan,77.03,456,592
2014,53,0,20157,Retief Goosen,77.03,540,701
2014,55,0,31193,Jim Renner,76.99,358,465
2014,56,0,22913,John Rollins,76.95,514,668
2014,57,0,25274,Steven Bowditch,76.92,550,715
2014,57,0,21528,Henrik Stenson,76.92,400,520
2014,59,0,29221,Webb Simpson,76.91,563,732
2014,60,0,34265,Will Wilcox,76.9,323,420
2014,61,0,24781,Hunter Mahan,76.87,595,774
2014,62,0,34261,Scott Langley,76.86,608,791
2014,63,0,26596,Ryan Moore,76.85,634,825
2014,64,0,26851,Marc Leishman,76.82,497,647
2014,65,0,27933,John Merrick,76.76,611,796
2014,66,0,26951,Johnson Wagner,76.74,396,516
2014,67,0,29478,Kevin Kisner,76.65,558,728
2014,68,0,28307,Matt Every,76.6,514,671
2014,69,0,25900,Lucas Glover,76.57,451,589
2014,70,0,25364,Paul Casey,76.53,362,473
2014,71,0,25572,Graeme McDowell,76.5,459,600
2014,72,0,28089,Jason Day,76.4,301,394
2014,73,0,24140,Sean O'Hair,76.39,440,576
2014,74,0,25804,Bubba Watson,76.38,472,618
2014,75,0,27963,Chris Stroud,76.37,601,787
2014,76,0,10809,Jim Furyk,76.35,623,816
2014,77,0,33413,Ben Martin,76.32,548,718
2014,77,0,34360,Patrick Reed,76.32,535,701
2014,79,0,24024,Zach Johnson,76.29,724,949
2014,79,0,35300,Andrew Loupe,76.29,325,426
2014,81,0,27330,Josh Teater,76.27,572,750
2014,82,0,23320,Ryan Palmer,76.26,530,695
2014,83,0,28780,Nicholas Thompson,76.19,576,756
2014,84,0,27095,Nick Watney,76.15,511,671
2014,85,0,25686,Jason Dufner,76.14,367,482
2014,85,0,27408,Martin Kaymer,76.14,418,549
2014,87,0,29425,Andrew Svoboda,76.09,541,711
2014,88,0,27120,Troy Matteson,76.05,327,430
2014,89,0,12716,Charley Hoffman,75.92,577,760
2014,90,0,23621,Rory Sabbatini,75.91,457,602
2014,91,0,30926,Chris Kirk,75.87,695,916
2014,92,0,20104,Ken Duke,75.82,580,765
2014,92,0,6567,Vijay Singh,75.82,533,703
2014,94,0,24361,Pat Perez,75.78,532,702
2014,95,0,32839,Hideki Matsuyama,75.76,522,689
2014,96,0,24912,Will MacKenzie,75.68,557,736
2014,97,0,26300,Matt Jones,75.66,513,678
2014,98,0,25834,Daniel Summerhays,75.58,684,905
2014,99,0,23800,Bryce Molder,75.54,457,605
2014,100,0,36689,Brooks Koepka,75.51,336,445
2014,101,0,20229,Stewart Cink,75.5,570,755
2014,102,0,29461,Jamie Lovemark,75.44,341,452
2014,103,0,33461,Morgan Hoffmann,75.37,563,747
2014,104,0,28132,Tyrone Van Aswegen,75.3,439,583
2014,105,0,27644,Brian Harman,75.29,710,943
2014,106,0,32640,Troy Merritt,75.19,400,532
2014,107,0,27556,Ted Potter Jr.,75.08,494,658
2014,107,0,30692,Scott Stallings,75.08,446,594
2014,109,0,26956,Bronson La'Cassie,75.0,294,392
2014,110,0,31557,Jim Herman,74.95,377,503
2014,111,0,29222,Billy Hurley III,74.94,634,846
2014,112,0,31202,William McGirt,74.86,661,883
2014,113,0,33418,Shawn Stefani,74.77,403,539
2014,114,0,32448,James Hahn,74.74,506,677
2014,115,0,34046,Jordan Spieth,74.69,602,806
2014,116,0,27466,Spencer Levin,74.67,398,533
2014,117,0,22293,Heath Slocum,74.64,521,698
2014,118,0,33141,Keegan Bradley,74.58,572,767
2014,118,0,20396,Lee Westwood,74.58,358,480
2014,120,0,1810,Phil Mickelson,74.48,429,576
2014,121,0,35732,Wes Roach,74.44,399,536
2014,122,0,22046,Geoff Ogilvy,74.43,486,653
2014,123,0,21209,Sergio Garcia,74.26,375,505
2014,124,0,23541,Ben Crane,74.23,556,749
2014,125,0,24494,Erik Compton,74.2,532,717
2014,126,0,20098,Stuart Appleby,74.11,561,757
2014,126,0,35539,Luke Guthrie,74.11,518,699
2014,128,0,8075,Jerry Kelly,73.92,547,740
2014,129,0,24925,Jonathan Byrd,73.91,456,617
