YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
2019,186,0,39975,Michael Kim,73.53,1103,15
2019,187,0,34563,Chesson Hadley,73.73,811,11
2019,188,0,32102,Rickie Fowler,75.5,151,2
2018,1,0,28237,Rory McIlroy,64.5,129,2
2018,2,0,30925,Dustin Johnson,65.33,196,3
2018,3,0,30911,Tommy Fleetwood,65.5,131,2
2018,4,0,36689,Brooks Koepka,66.0,66,1
2018,5,0,1810,Phil Mickelson,66.5,133,2
2018,6,0,34360,Patrick Reed,67.67,406,6
2018,7,0,46970,Jon Rahm,68.29,478,7
2018,8,0,34046,Jordan Spieth,68.33,205,3
2018,9,0,29725,Tony Finau,68.5,548,8
2018,9,0,22405,Justin Rose,68.5,137,2
2018,9,0,21528,Henrik Stenson,68.5,137,2
2018,12,0,26499,Rafa Cabrera Bello,68.88,551,8
2018,13,0,26596,Ryan Moore,69.08,829,12
2018,14,0,22056,Cameron Percy,69.15,899,13
2018,15,0,21961,Charles Howell III,69.21,1315,19
2018,16,0,27214,Kevin Streelman,69.22,1246,18
2018,17,0,29268,Bronson Burgoon,69.25,277,4
2018,18,0,47125,Matt Atkins,69.29,485,7
2018,19,0,39324,J.J. Spaun,69.33,1040,15
2018,20,0,32757,Patton Kizzire,69.38,1110,16
2018,21,0,23541,Ben Crane,69.44,625,9
2018,22,0,34563,Chesson Hadley,69.48,1459,21
2018,23,0,33948,Byeong Hun An,69.5,695,10
2018,24,0,23621,Rory Sabbatini,69.6,1044,15
2018,25,0,19803,Ryan Armour,69.61,1601,23
2018,26,0,29461,Jamie Lovemark,69.62,905,13
2018,27,0,34256,Andrew Putnam,69.64,1532,22
2018,28,0,24024,Zach Johnson,69.67,836,12
2018,28,0,37275,Sam Ryder,69.67,1045,15
2018,30,0,29484,Peter Uihlein,69.7,697,10
2018,31,0,25396,Kevin Na,69.75,837,12
2018,32,0,33141,Keegan Bradley,69.79,977,14
2018,32,0,35461,Beau Hossler,69.79,1326,19
2018,32,0,30944,Jason Kokrak,69.79,977,14
2018,35,0,25364,Paul Casey,69.8,698,10
2018,35,0,46435,Austin Cook,69.8,1047,15
2018,37,0,45526,Abraham Ancer,69.86,1537,22
2018,38,0,26851,Marc Leishman,69.91,769,11
2018,39,0,20229,Stewart Cink,69.92,909,13
2018,39,0,33410,Andrew Landry,69.92,839,12
2018,39,0,30110,Kyle Stanley,69.92,839,12
2018,42,0,30978,Kiradech Aphibarnrat,70.0,420,6
2018,42,0,40058,Zac Blair,70.0,700,10
2018,42,0,34098,Russell Henley,70.0,770,11
2018,42,0,29420,Billy Horschel,70.0,630,9
2018,42,0,29518,Brendan Steele,70.0,630,9
2018,42,0,23325,Vaughn Taylor,70.0,1330,19
2018,42,0,8793,Tiger Woods,70.0,70,1
2018,49,0,32333,Kevin Tway,70.08,911,13
2018,50,0,35891,Cameron Smith,70.1,701,10
2018,51,0,24502,Adam Scott,70.11,631,9
2018,52,0,39546,Keith Mitchell,70.13,1052,15
2018,53,0,34363,Tyrrell Hatton,70.14,491,7
2018,54,0,49964,Aaron Wise,70.15,912,13
2018,55,0,29221,Webb Simpson,70.2,351,5
2018,56,0,24138,Ian Poulter,70.22,632,9
2018,57,0,48084,Wesley Bryan,70.25,843,12
2018,57,0,24924,Bill Haas,70.25,1405,20
2018,57,0,26951,Johnson Wagner,70.25,562,8
2018,60,0,27141,J.B. Holmes,70.27,1054,15
2018,61,0,33418,Shawn Stefani,70.28,1265,18
2018,62,0,20157,Retief Goosen,70.29,492,7
2018,63,0,33413,Ben Martin,70.31,1125,16
2018,63,0,34264,Hudson Swafford,70.31,1125,16
2018,63,0,32254,Xinjun Zhang,70.31,914,13
2018,66,0,31202,William McGirt,70.32,1336,19
2018,67,0,35545,Blayne Barber,70.33,1055,15
2018,67,0,30926,Chris Kirk,70.33,1477,21
2018,69,0,31323,Gary Woodland,70.38,1126,16
2018,70,0,35450,Patrick Cantlay,70.4,704,10
2018,70,0,25632,Jimmy Walker,70.4,704,10
2018,72,0,45609,Tyler Duncan,70.41,1549,22
2018,73,0,27649,Brandt Snedeker,70.42,845,12
2018,74,0,36799,Stephan Jaeger,70.44,1268,18
2018,75,0,34174,John Huh,70.45,1409,20
2018,75,0,29223,Sam Saunders,70.45,775,11
2018,77,0,31646,Emiliano Grillo,70.47,1339,19
2018,77,0,27129,Luke List,70.47,1198,17
2018,79,0,32640,Troy Merritt,70.48,1480,21
2018,80,0,32366,Kevin Chappell,70.5,846,12
2018,80,0,47959,Bryson DeChambeau,70.5,423,6
2018,80,0,39328,Conrad Shindler,70.5,1128,16
2018,83,0,39997,Corey Conners,70.52,1481,21
2018,84,0,19846,Brian Gay,70.54,1975,28
2018,84,0,46402,Talor Gooch,70.54,917,13
2018,86,0,27936,Martin Laird,70.55,776,11
2018,87,0,34099,Harris English,70.56,1270,18
2018,88,0,34076,Joel Dahmen,70.58,1341,19
2018,88,0,28500,Martin Flores,70.58,1341,19
2018,88,0,36699,Patrick Rodgers,70.58,1341,19
2018,91,0,28132,Tyrone Van Aswegen,70.63,1130,16
2018,92,0,37455,Si Woo Kim,70.64,1554,22
2018,92,0,50526,Tom Lovelady,70.64,989,14
2018,94,0,27958,Ryan Blaum,70.69,919,13
2018,94,0,46601,Trey Mullinax,70.69,1131,16
2018,96,0,40026,Daniel Berger,70.71,495,7
2018,97,0,24361,Pat Perez,70.73,778,11
2018,97,0,26476,Chez Reavie,70.73,1061,15
2018,99,0,32448,James Hahn,70.74,1344,19
2018,100,0,28775,Nate Lashley,70.75,1132,16
2018,100,0,25198,Francesco Molinari,70.75,283,4
2018,102,0,22371,Aaron Baddeley,70.77,1557,22
2018,102,0,28679,Fabián Gómez,70.77,1840,26
2018,102,0,34466,Peter Malnati,70.77,1557,22
2018,105,0,27963,Chris Stroud,70.79,1345,19
2018,106,0,26758,David Hearn,70.8,708,10
2018,106,0,25804,Bubba Watson,70.8,354,5
2018,108,0,28307,Matt Every,70.82,1558,22
2018,108,0,29535,Brice Garnett,70.82,1558,22
2018,110,0,26329,Louis Oosthuizen,70.83,425,6
2018,111,0,29908,C.T. Pan,70.85,921,13
2018,112,0,30692,Scott Stallings,70.86,992,14
2018,113,0,46501,Ollie Schniederjans,70.87,1063,15
2018,114,0,35421,Brandon Harkins,70.89,1347,19
2018,115,0,27644,Brian Harman,70.91,780,11
2018,116,0,25818,Scott Piercy,70.93,1064,15
2018,117,0,40009,Dominic Bozzelli,71.0,852,12
2018,117,0,29974,Branden Grace,71.0,426,6
2018,117,0,37278,Nicholas Lindheim,71.0,852,12
2018,117,0,47347,Adam Schenk,71.0,994,14
2018,117,0,26331,Charl Schwartzel,71.0,923,13
2018,117,0,37189,Harold Varner III,71.0,781,11
2018,117,0,27064,Jhonattan Vegas,71.0,639,9
2018,124,0,33204,Shane Lowry,71.05,1350,19
2018,125,0,33122,Russell Knox,71.06,1137,16
2018,126,0,24781,Hunter Mahan,71.08,853,12
2018,126,0,28252,Seamus Power,71.08,924,13
2018,128,0,24846,Ricky Barnes,71.11,1280,18
2018,129,0,23353,J.J. Henry,71.19,1495,21
2018,129,0,35532,Tom Hoge,71.19,1495,21
2018,131,0,33399,Adam Hadwin,71.23,926,13
2018,132,0,29485,Brett Stegmaier,71.25,855,12
2018,132,0,22582,Kyle Thompson,71.25,570,8
2018,134,0,39954,Cody Gribble,71.28,1283,18
2018,135,0,31420,Anirban Lahiri,71.31,927,13
2018,136,0,25686,Jason Dufner,71.33,642,9
2018,136,0,27095,Nick Watney,71.33,1498,21
2018,138,0,25900,Lucas Glover,71.36,785,11
2018,138,0,34213,Grayson Murray,71.36,1570,22
2018,140,0,37454,Whee Kim,71.4,1071,15
2018,140,0,25572,Graeme McDowell,71.4,714,10
2018,142,0,26300,Matt Jones,71.44,643,9
2018,142,0,27942,Rob Oppenheim,71.44,1143,16
2018,142,0,49771,J.T. Poston,71.44,1143,16
2018,142,0,32150,Michael Thompson,71.44,1143,16
2018,146,0,35310,Lanto Griffin,71.45,1429,20
2018,147,0,31560,Brian Stuard,71.48,1787,25
2018,148,0,24925,Jonathan Byrd,71.5,858,12
2018,148,0,24358,Robert Garrigus,71.5,1001,14
2018,148,0,29222,Billy Hurley III,71.5,1001,14
2018,148,0,29478,Kevin Kisner,71.5,715,10
2018,152,0,20472,Alex Cejka,71.56,644,9
2018,153,0,12716,Charley Hoffman,71.6,716,10
2018,153,0,39327,Ben Silverman,71.6,1074,15
2018,155,0,23320,Ryan Palmer,71.62,931,13
2018,156,0,35376,Roberto Díaz,71.63,1146,16
2018,157,0,24140,Sean O'Hair,71.65,1218,17
2018,158,0,35506,Mackenzie Hughes,71.67,1075,15
2018,158,0,32839,Hideki Matsuyama,71.67,430,6
2018,160,0,47993,Denny McCarthy,71.71,1219,17
2018,161,0,10809,Jim Furyk,71.75,574,8
2018,161,0,34358,Jonathan Randolph,71.75,1148,16
2018,163,0,25493,Nick Taylor,71.79,1364,19
2018,164,0,34021,Bud Cauley,71.82,790,11
2018,165,0,47128,Richy Werenski,71.83,1293,18
2018,166,0,27556,Ted Potter Jr.,71.84,1365,19
2018,167,0,29479,Scott Brown,71.88,1150,16
2018,168,0,31416,Derek Fathauer,71.92,935,13
2018,169,0,32876,Martin Piller,71.94,1223,17
2018,170,0,12510,Chad Campbell,72.0,1440,20
2018,171,0,34431,Robert Streb,72.1,1514,21
2018,172,0,47287,Ethan Tracy,72.16,1371,19
2018,173,0,48081,Xander Schauffele,72.17,866,12
2018,174,0,34409,David Lingmerth,72.18,1227,17
2018,175,0,27895,Jonas Blixt,72.21,1011,14
2018,176,0,27974,Sung Kang,72.24,1517,21
2018,177,0,35879,Kelly Kraft,72.25,867,12
2018,177,0,23108,Matt Kuchar,72.25,578,8
2018,179,0,29926,Danny Lee,72.38,941,13
2018,180,0,33419,Cameron Tringale,72.42,1376,19
2018,181,0,37338,Zecheng Dou,72.46,942,13
2018,182,0,32816,Satoshi Kodaira,72.8,728,10
2018,183,0,20572,Rod Pampling,72.89,1385,19
2018,184,0,28089,Jason Day,73.0,73,1
2018,184,0,27349,Alex Noren,73.0,73,1
2018,184,0,25892,Steve Wheatcroft,73.0,730,10
2018,187,0,39975,Michael Kim,73.07,1023,14
2018,188,0,35544,Andrew Yun,73.2,1098,15
2018,189,0,25834,Daniel Summerhays,73.7,737,10
2018,190,0,25240,D.A. Points,73.71,1769,24
2018,191,0,20593,Greg Chalmers,73.81,1181,16
2017,1,0,32839,Hideki Matsuyama,66.0,66,1
2017,2,0,30925,Dustin Johnson,67.0,67,1
2017,2,0,46970,Jon Rahm,67.0,67,1
2017,4,0,21209,Sergio Garcia,67.5,135,2
2017,5,0,24502,Adam Scott,68.25,273,4
2017,6,0,26329,Louis Oosthuizen,68.67,412,6
2017,7,0,27649,Brandt Snedeker,68.8,344,5
2017,8,0,19803,Ryan Armour,69.0,690,10
2017,8,0,33448,Justin Thomas,69.0,276,4
2017,10,0,28252,Seamus Power,69.2,1038,15
2017,11,0,29478,Kevin Kisner,69.25,831,12
2017,12,0,25900,Lucas Glover,69.27,762,11
2017,13,0,30110,Kyle Stanley,69.31,901,13
2017,14,0,35450,Patrick Cantlay,69.43,486,7
2017,15,0,46501,Ollie Schniederjans,69.44,1111,16
2017,16,0,21961,Charles Howell III,69.45,764,11
2017,17,0,26476,Chez Reavie,69.57,1461,21
2017,17,0,25892,Steve Wheatcroft,69.57,487,7
2017,19,0,20229,Stewart Cink,69.65,1184,17
2017,20,0,28237,Rory McIlroy,69.67,209,3
2017,21,0,24138,Ian Poulter,69.71,488,7
2017,22,0,25493,Nick Taylor,69.74,1325,19
2017,23,0,1810,Phil Mickelson,69.75,279,4
2017,24,0,32333,Kevin Tway,69.82,1187,17
2017,25,0,35532,Tom Hoge,69.92,839,12
2017,25,0,25198,Francesco Molinari,69.92,839,12
2017,25,0,46601,Trey Mullinax,69.92,839,12
2017,28,0,31202,William McGirt,69.94,1119,16
2017,29,0,19846,Brian Gay,70.0,1330,19
2017,29,0,34409,David Lingmerth,70.0,980,14
2017,29,0,22405,Justin Rose,70.0,140,2
2017,29,0,29221,Webb Simpson,70.0,1050,15
2017,29,0,25804,Bubba Watson,70.0,210,3
2017,34,0,47959,Bryson DeChambeau,70.06,1261,18
2017,35,0,24358,Robert Garrigus,70.07,981,14
2017,36,0,12716,Charley Hoffman,70.13,1052,15
2017,37,0,27214,Kevin Streelman,70.16,1333,19
2017,38,0,30926,Chris Kirk,70.19,1474,21
2017,39,0,24140,Sean O'Hair,70.21,983,14
2017,39,0,30692,Scott Stallings,70.21,983,14
2017,41,0,29289,S.Y. Noh,70.25,843,12
2017,42,0,28500,Martin Flores,70.26,1335,19
2017,43,0,48084,Wesley Bryan,70.27,1054,15
2017,43,0,27095,Nick Watney,70.27,1054,15
2017,45,0,27129,Luke List,70.28,1265,18
2017,46,0,29461,Jamie Lovemark,70.33,844,12
2017,46,0,26331,Charl Schwartzel,70.33,422,6
2017,48,0,24361,Pat Perez,70.38,563,8
2017,48,0,27064,Jhonattan Vegas,70.38,915,13
2017,50,0,33399,Adam Hadwin,70.4,1056,15
2017,50,0,27644,Brian Harman,70.4,1056,15
2017,50,0,34360,Patrick Reed,70.4,704,10
2017,53,0,23325,Vaughn Taylor,70.44,1268,18
2017,54,0,35110,Brett Drewitt,70.48,1480,21
2017,55,0,32448,James Hahn,70.5,1410,20
2017,55,0,26300,Matt Jones,70.5,705,10
2017,55,0,37278,Nicholas Lindheim,70.5,1128,16
2017,55,0,25396,Kevin Na,70.5,705,10
2017,59,0,49771,J.T. Poston,70.52,1481,21
2017,60,0,29974,Branden Grace,70.57,494,7
2017,60,0,23353,J.J. Henry,70.57,1623,23
2017,62,0,20472,Alex Cejka,70.63,1130,16
2017,63,0,35545,Blayne Barber,70.64,989,14
2017,63,0,27141,J.B. Holmes,70.64,989,14
2017,65,0,28679,Fabián Gómez,70.67,848,12
2017,65,0,20157,Retief Goosen,70.67,848,12
2017,65,0,27974,Sung Kang,70.67,1696,24
2017,65,0,34264,Hudson Swafford,70.67,1272,18
2017,65,0,25349,Tim Wilkinson,70.67,636,9
2017,70,0,28420,Ryan Brehm,70.69,1131,16
2017,71,0,29420,Billy Horschel,70.71,990,14
2017,71,0,36699,Patrick Rodgers,70.71,990,14
2017,71,0,47128,Richy Werenski,70.71,1485,21
2017,74,0,40058,Zac Blair,70.75,1415,20
2017,74,0,30852,Ryo Ishikawa,70.75,849,12
2017,74,0,25240,D.A. Points,70.75,1132,16
2017,77,0,34213,Grayson Murray,70.76,1203,17
2017,78,0,29720,Andres Gonzales,70.77,1557,22
2017,79,0,24024,Zach Johnson,70.78,637,9
2017,79,0,25572,Graeme McDowell,70.78,637,9
2017,81,0,46443,Brian Campbell,70.79,991,14
2017,81,0,27436,Graham DeLaet,70.79,991,14
2017,83,0,33141,Keegan Bradley,70.8,1062,15
2017,83,0,39975,Michael Kim,70.8,1062,15
2017,83,0,32150,Michael Thompson,70.8,708,10
2017,83,0,37189,Harold Varner III,70.8,1062,15
2017,87,0,24846,Ricky Barnes,70.83,1629,23
2017,87,0,26499,Rafa Cabrera Bello,70.83,425,6
2017,87,0,33122,Russell Knox,70.83,850,12
2017,87,0,29223,Sam Saunders,70.83,1275,18
2017,91,0,29926,Danny Lee,70.85,1842,26
2017,92,0,25364,Paul Casey,70.86,496,7
2017,92,0,33413,Ben Martin,70.86,1488,21
2017,94,0,25834,Daniel Summerhays,70.88,1134,16
2017,95,0,20771,Steven Alker,70.92,922,13
2017,96,0,33948,Byeong Hun An,70.93,1064,15
2017,97,0,34021,Bud Cauley,70.94,1277,18
2017,97,0,37454,Whee Kim,70.94,1206,17
2017,99,0,25191,Gonzalo Fernandez-Castaño,71.0,923,13
2017,99,0,34098,Russell Henley,71.0,781,11
2017,99,0,33204,Shane Lowry,71.0,852,12
2017,99,0,29908,C.T. Pan,71.0,1207,17
2017,99,0,29518,Brendan Steele,71.0,1065,15
2017,99,0,26289,Boo Weekley,71.0,1065,15
2017,105,0,29725,Tony Finau,71.05,1421,20
2017,106,0,23541,Ben Crane,71.06,1137,16
2017,106,0,34431,Robert Streb,71.06,1279,18
2017,108,0,26596,Ryan Moore,71.09,782,11
2017,109,0,32366,Kevin Chappell,71.11,1280,18
2017,109,0,39324,J.J. Spaun,71.11,1351,19
2017,111,0,24357,K.J. Choi,71.13,1138,16
2017,111,0,23320,Ryan Palmer,71.13,569,8
2017,113,0,12510,Chad Campbell,71.18,1566,22
2017,113,0,31560,Brian Stuard,71.18,1566,22
2017,115,0,26758,David Hearn,71.2,712,10
2017,115,0,36801,Mark Hubbard,71.2,1068,15
2017,115,0,23108,Matt Kuchar,71.2,356,5
2017,118,0,29479,Scott Brown,71.21,997,14
2017,118,0,48081,Xander Schauffele,71.21,997,14
2017,120,0,46550,Brandon Hagy,71.22,1282,18
2017,121,0,27936,Martin Laird,71.23,926,13
2017,121,0,34466,Peter Malnati,71.23,1567,22
2017,123,0,28132,Tyrone Van Aswegen,71.26,1639,23
2017,124,0,34174,John Huh,71.29,1212,17
2017,124,0,31323,Gary Woodland,71.29,998,14
2017,126,0,24924,Bill Haas,71.3,713,10
2017,127,0,40026,Daniel Berger,71.33,214,3
2017,127,0,23983,Luke Donald,71.33,856,12
2017,127,0,25686,Jason Dufner,71.33,642,9
2017,127,0,31646,Emiliano Grillo,71.33,856,12
2017,127,0,27770,Camilo Villegas,71.33,642,9
2017,132,0,34099,Harris English,71.35,1213,17
2017,132,0,26951,Johnson Wagner,71.35,1213,17
2017,134,0,31557,Jim Herman,71.36,999,14
2017,135,0,32757,Patton Kizzire,71.38,1856,26
2017,136,0,29222,Billy Hurley III,71.39,1285,18
2017,137,0,36689,Brooks Koepka,71.4,357,5
2017,138,0,6522,Ernie Els,71.43,500,7
2017,139,0,46440,Smylie Kaufman,71.44,1286,18
2017,139,0,32640,Troy Merritt,71.44,1286,18
2017,139,0,25345,Carl Pettersson,71.44,643,9
2017,139,0,34358,Jonathan Randolph,71.44,643,9
2017,139,0,29476,Kyle Reifers,71.44,1286,18
2017,139,0,33419,Cameron Tringale,71.44,1143,16
2017,145,0,22371,Aaron Baddeley,71.45,786,11
2017,146,0,20104,Ken Duke,71.47,1072,15
2017,147,0,20593,Greg Chalmers,71.48,1501,21
2017,148,0,22046,Geoff Ogilvy,71.5,1001,14
2017,148,0,22056,Cameron Percy,71.5,572,8
2017,150,0,35506,Mackenzie Hughes,71.53,1359,19
2017,151,0,31416,Derek Fathauer,71.54,930,13
2017,152,0,27958,Ryan Blaum,71.55,1431,20
2017,153,0,33418,Shawn Stefani,71.58,859,12
2017,154,0,23621,Rory Sabbatini,71.61,1289,18
2017,155,0,30944,Jason Kokrak,71.63,1719,24
2017,155,0,26851,Marc Leishman,71.63,573,8
2017,157,0,27895,Jonas Blixt,71.65,1218,17
2017,158,0,23800,Bryce Molder,71.67,1505,21
2017,159,0,25818,Scott Piercy,71.69,1147,16
2017,160,0,33120,Mark Anderson,71.71,502,7
2017,161,0,28093,Miguel Angel Carballo,71.73,789,11
2017,161,0,23497,Tag Ridings,71.73,1076,15
2017,163,0,10809,Jim Furyk,71.75,287,4
2017,164,0,31420,Anirban Lahiri,71.77,933,13
2017,165,0,27466,Spencer Levin,71.78,1651,23
2017,166,0,29740,Brad Fritsch,71.88,1150,16
2017,167,0,27963,Chris Stroud,71.91,791,11
2017,168,0,46732,Rick Lamb,72.0,792,11
2017,168,0,29485,Brett Stegmaier,72.0,1440,20
2017,170,0,32200,Roberto Castro,72.06,1153,16
2017,170,0,33461,Morgan Hoffmann,72.06,1153,16
2017,172,0,35879,Kelly Kraft,72.07,1081,15
2017,173,0,20572,Rod Pampling,72.08,937,13
2017,174,0,40009,Dominic Bozzelli,72.13,1154,16
2017,174,0,25720,Chad Collins,72.13,1082,15
2017,176,0,22986,Søren Kjeldsen,72.25,578,8
2017,177,0,35300,Andrew Loupe,72.31,940,13
2017,178,0,30191,Julián Etulain,72.32,1374,19
2017,179,0,39954,Cody Gribble,72.33,1302,18
2017,180,0,48822,Sebastián Muñoz,72.38,579,8
2017,181,0,24781,Hunter Mahan,72.43,1521,21
2017,182,0,35891,Cameron Smith,72.55,1451,20
2017,183,0,24507,Jason Bohn,73.0,949,13
2017,184,0,28307,Matt Every,73.26,1392,19
2017,185,0,25632,Jimmy Walker,73.75,295,4
2017,186,0,25274,Steven Bowditch,74.24,1559,21
2017,187,0,37455,Si Woo Kim,74.33,669,9
2017,188,0,28089,Jason Day,75.0,75,1
2016,1,0,23108,Matt Kuchar,67.33,202,3
2016,2,0,31323,Gary Woodland,68.73,756,11
2016,3,0,32102,Rickie Fowler,68.75,275,4
2016,4,0,25632,Jimmy Walker,68.8,688,10
2016,5,0,25900,Lucas Glover,68.83,826,12
2016,6,0,40026,Daniel Berger,69.0,690,10
2016,6,0,28089,Jason Day,69.0,69,1
2016,6,0,30925,Dustin Johnson,69.0,276,4
2016,6,0,34360,Patrick Reed,69.0,207,3
2016,10,0,25686,Jason Dufner,69.15,899,13
2016,11,0,26329,Louis Oosthuizen,69.2,346,5
2016,12,0,24358,Robert Garrigus,69.25,831,12
2016,13,0,29478,Kevin Kisner,69.29,485,7
2016,14,0,26289,Boo Weekley,69.31,1109,16
2016,15,0,28114,Dawie van der Walt,69.41,1180,17
2016,16,0,27895,Jonas Blixt,69.42,833,12
2016,17,0,36689,Brooks Koepka,69.44,625,9
2016,18,0,24507,Jason Bohn,69.6,1044,15
2016,19,0,32200,Roberto Castro,69.61,1253,18
2016,20,0,23320,Ryan Palmer,69.63,1114,16
2016,20,0,29221,Webb Simpson,69.63,557,8
2016,22,0,22405,Justin Rose,69.67,209,3
2016,23,0,6567,Vijay Singh,69.68,1324,19
2016,24,0,29725,Tony Finau,69.69,1115,16
2016,25,0,20229,Stewart Cink,69.79,977,14
2016,26,0,26851,Marc Leishman,69.83,838,12
2016,26,0,33448,Justin Thomas,69.83,419,6
2016,28,0,25364,Paul Casey,69.86,978,14
2016,29,0,32366,Kevin Chappell,69.87,1048,15
2016,30,0,34098,Russell Henley,69.89,1258,18
2016,31,0,31202,William McGirt,69.93,979,14
2016,32,0,37189,Harold Varner III,69.95,1539,22
2016,33,0,24357,K.J. Choi,70.0,1260,18
2016,33,0,24024,Zach Johnson,70.0,420,6
2016,33,0,29461,Jamie Lovemark,70.0,840,12
2016,33,0,24140,Sean O'Hair,70.0,1050,15
2016,37,0,25198,Francesco Molinari,70.1,701,10
2016,38,0,12716,Charley Hoffman,70.11,1262,18
2016,39,0,30163,Henrik Norlander,70.15,912,13
2016,40,0,24502,Adam Scott,70.17,421,6
2016,41,0,33122,Russell Knox,70.2,351,5
2016,42,0,22371,Aaron Baddeley,70.21,1334,19
2016,43,0,21209,Sergio Garcia,70.25,281,4
2016,43,0,33399,Adam Hadwin,70.25,1405,20
2016,45,0,30944,Jason Kokrak,70.27,773,11
2016,45,0,34264,Hudson Swafford,70.27,1827,26
2016,47,0,40058,Zac Blair,70.3,1406,20
2016,47,0,20472,Alex Cejka,70.3,703,10
2016,49,0,29745,Tyler Aldridge,70.33,844,12
2016,50,0,22892,Jason Gore,70.35,1196,17
2016,51,0,24924,Bill Haas,70.36,774,11
2016,52,0,32757,Patton Kizzire,70.38,915,13
2016,52,0,34409,David Lingmerth,70.38,1126,16
2016,52,0,25396,Kevin Na,70.38,1126,16
2016,55,0,21731,Freddie Jacobson,70.39,1267,18
2016,56,0,37455,Si Woo Kim,70.41,1901,27
2016,57,0,23541,Ben Crane,70.45,1409,20
2016,58,0,24461,Thomas Aiken,70.47,1198,17
2016,59,0,28237,Rory McIlroy,70.5,282,4
2016,59,0,29476,Kyle Reifers,70.5,1128,16
2016,61,0,29485,Brett Stegmaier,70.53,1058,15
2016,62,0,32448,James Hahn,70.55,1411,20
2016,62,0,20572,Rod Pampling,70.55,776,11
2016,64,0,27214,Kevin Streelman,70.57,988,14
2016,65,0,29479,Scott Brown,70.58,847,12
2016,65,0,27466,Spencer Levin,70.58,1694,24
2016,65,0,29289,S.Y. Noh,70.58,1341,19
2016,68,0,27936,Martin Laird,70.64,777,11
2016,69,0,27141,J.B. Holmes,70.67,424,6
2016,69,0,25349,Tim Wilkinson,70.67,1272,18
2016,71,0,29720,Andres Gonzales,70.69,1131,16
2016,72,0,29974,Branden Grace,70.71,495,7
2016,73,0,31416,Derek Fathauer,70.72,2051,29
2016,74,0,35732,Wes Roach,70.73,1061,15
2016,75,0,34262,Jon Curran,70.75,849,12
2016,75,0,34046,Jordan Spieth,70.75,283,4
2016,75,0,25804,Bubba Watson,70.75,283,4
2016,78,0,23800,Bryce Molder,70.78,1274,18
2016,79,0,24912,Will MacKenzie,70.79,991,14
2016,80,0,35545,Blayne Barber,70.8,1416,20
2016,81,0,12510,Chad Campbell,70.82,1204,17
2016,82,0,35539,Luke Guthrie,70.83,850,12
2016,82,0,29420,Billy Horschel,70.83,425,6
2016,82,0,26331,Charl Schwartzel,70.83,425,6
2016,85,0,33413,Ben Martin,70.84,1346,19
2016,86,0,25240,D.A. Points,70.86,992,14
2016,87,0,30692,Scott Stallings,70.87,1630,23
2016,88,0,26758,David Hearn,70.88,1134,16
2016,89,0,30711,Colt Knost,70.89,1347,19
2016,89,0,27129,Luke List,70.89,638,9
2016,91,0,31646,Emiliano Grillo,70.9,709,10
2016,92,0,34099,Harris English,70.92,851,12
2016,92,0,27942,Rob Oppenheim,70.92,851,12
2016,92,0,20691,Greg Owen,70.92,1773,25
2016,92,0,29518,Brendan Steele,70.92,851,12
2016,92,0,27064,Jhonattan Vegas,70.92,851,12
2016,97,0,37273,Derek Ernst,70.94,1206,17
2016,98,0,30110,Kyle Stanley,70.95,1348,19
2016,99,0,46440,Smylie Kaufman,71.0,710,10
2016,99,0,1810,Phil Mickelson,71.0,213,3
2016,99,0,32876,Martin Piller,71.0,497,7
2016,102,0,25720,Chad Collins,71.07,995,14
2016,103,0,28475,Jeff Overton,71.08,924,13
2016,104,0,29222,Billy Hurley III,71.11,640,9
2016,104,0,39975,Michael Kim,71.11,1280,18
2016,106,0,33461,Morgan Hoffmann,71.13,569,8
2016,106,0,35879,Kelly Kraft,71.13,1138,16
2016,106,0,26476,Chez Reavie,71.13,1067,15
2016,109,0,33141,Keegan Bradley,71.17,854,12
2016,109,0,28132,Tyrone Van Aswegen,71.17,1637,23
2016,109,0,25892,Steve Wheatcroft,71.17,854,12
2016,109,0,34265,Will Wilcox,71.17,1281,18
2016,113,0,31560,Brian Stuard,71.21,997,14
2016,113,0,26951,Johnson Wagner,71.21,1353,19
2016,115,0,34261,Scott Langley,71.22,641,9
2016,116,0,29926,Danny Lee,71.24,1211,17
2016,117,0,24846,Ricky Barnes,71.25,855,12
2016,118,0,27974,Sung Kang,71.26,1354,19
2016,119,0,21961,Charles Howell III,71.29,998,14
2016,120,0,27644,Brian Harman,71.3,1925,27
2016,120,0,36801,Mark Hubbard,71.3,1640,23
2016,122,0,32839,Hideki Matsuyama,71.33,214,3
2016,122,0,10213,Dicky Pride,71.33,1070,15
2016,124,0,35451,Scott Pinckney,71.35,1641,23
2016,125,0,26596,Ryan Moore,71.38,928,13
2016,126,0,33419,Cameron Tringale,71.39,1642,23
2016,127,0,34174,John Huh,71.4,1428,20
2016,128,0,35532,Tom Hoge,71.42,1357,19
2016,129,0,34431,Robert Streb,71.43,1000,14
2016,130,0,27963,Chris Stroud,71.44,1143,16
2016,131,0,2206,David Toms,71.45,786,11
2016,132,0,21878,Mark Wilson,71.46,929,13
2016,133,0,20098,Stuart Appleby,71.47,1358,19
2016,133,0,27770,Camilo Villegas,71.47,1358,19
2016,135,0,20645,John Senden,71.48,1644,23
