YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
2004,176,0,8633,Per-Ulrik Johansson,48,Honda Classic,2,17 - Par 5
2004,178,0,6573,Brandt Jobe,47,Buick Invitatio,1,1 - Par 4 -
2004,180,0,12682,Hirofumi Miyase,46,FedEx St. Jude,1,5 - Par 5 -
2004,184,0,20229,Stewart Cink,43,WGC-NEC Invit'l,2,10 - Par 4
2004,185,0,1381,Fred Funk,43,Buick Champ,1,15 - Par 4
2004,196,0,24924,Bill Haas,39,Reno-Tahoe Open,3,17 - Par 5
2004,198,0,24024,Zach Johnson,39,Greensboro,1,13 - Par 5
2004,202,0,20628,Arron Oberholser,38,FBR Open,2,17 - Par 4
2004,205,0,1927,Dennis Paulson,36,MCI Heritage,3,2 - Par 5 -
2004,208,0,23614,Rich Beem,36,Booz Allen,2,8 - Par 4 -
2004,210,0,23621,Rory Sabbatini,36,THE PLAYERS,2,18 - Par 4
2004,211,0,6621,Joe Durant,35,FUNAI-Disney,2,10 - Par 5
2004,217,0,1161,Mark Calcavecchia,34,Bob Hope Chrysl,5,6 - Par 5 -
2004,219,0,1569,Peter Jacobsen,34,Bob Hope Chrysl,5,11 - Par 5
2004,220,0,7939,Dan Olsen,33,Wachovia Champ,1,13 - Par 3
2004,221,0,25044,Mike Henderson,33,EDS B. Nelson,1,6 - Par 4 -
2004,223,0,20121,Todd Fischer,33,Buick Invitatio,4,11 - Par 3
2004,224,0,1219,John Cook,33,Wachovia Champ,2,3 - Par 4 -
2004,226,0,7223,Brian Bateman,33,Ford Champ,1,7 - Par 4 -
2004,228,0,6016,Brad Lardon,33,Sony Open,2,4 - Par 3 -
2004,230,0,20663,Brenden Pappas,32,Booz Allen,2,5 - Par 4 -
2004,231,0,8375,Paul Stankowski,32,Shell Houston,3,18 - Par 4
2004,234,0,6522,Ernie Els,31,Mercedes Champ,2,17 - Par 4
2004,235,0,20580,Andre Stolz,31,BellSouth Class,1,10 - Par 5
2004,236,0,2101,Joey Sindelar,31,Bell Canadian,4,14 - Par 4
2004,237,0,21961,Charles Howell III,31,FUNAI-Disney,2,12 - Par 3
2004,238,0,12660,Jesper Parnevik,31,Honda Classic,3,14 - Par 4
2004,239,0,8057,Brian Wilson,31,FedEx St. Jude,2,7 - Par 4 -
2004,240,0,8339,Spike McRoy,31,Deutsche Bank,1,11 - Par 3
2004,244,0,20608,David Howell,30,WGC-Am Express,3,6 - Par 3 -
2004,246,0,7457,Steve Flesch,30,BellSouth Class,1,1 - Par 4 -
2004,247,0,8635,Colin Montgomerie,30,WGC-NEC Invit'l,4,4 - Par 4 -
2004,249,0,1958,Dan Pohl,30,John Deere Clas,1,18 - Par 4
2004,253,0,20676,Patrick Moore,29,Wachovia Champ,2,6 - Par 3 -
2004,254,0,27796,Joe Affrunti,29,Western Open,2,16 - Par 4
2004,256,0,12823,Carlos Franco,29,Milwaukee,3,8 - Par 4 -
2004,257,0,8835,Kris Cox,29,Buick Open,1,15 - Par 4
2004,259,0,24507,Jason Bohn,29,Shell Houston,2,13 - Par 3
2004,262,0,1457,Jay Haas,28,THE TOUR Champ,2,9 - Par 5 -
2004,263,0,23353,J.J. Henry,28,Ford Champ,2,11 - Par 4
2004,265,0,8793,Tiger Woods,28,WGC-NEC Invit'l,1,9 - Par 4 -
2004,266,0,25686,Jason Dufner,28,B.C. Open,2,6 - Par 4 -
2004,267,0,10195,Tim Conley,28,B.C. Open,2,13 - Par 4
2004,273,0,2104,Jeff Sluman,27,Wachovia Champ,3,18 - Par 4
2004,280,0,12652,Cameron Beckman,27,Buick Classic,1,5 - Par 5 -
2004,287,0,10213,Dicky Pride,26,Deutsche Bank,1,18 - Par 5
2004,292,0,6595,Kevin Sutherland,26,THE PLAYERS,2,15 - Par 4
2004,295,0,26420,Richard Johnson,26,B.C. Open,2,12 - Par 5
2004,301,0,12705,Cliff Kresge,26,Milwaukee,3,18 - Par 5
2004,303,0,7101,Dave Stockton Jr.,25,AT&T Pebble,3,16 - Par 4
2004,307,0,1948,Tim Petrovic,25,MCI Heritage,4,5 - Par 5 -
2004,308,0,1388,Robert Gamez,25,Western Open,3,12 - Par 3
2004,309,0,23307,Roger Tambellini,25,Tucson,2,15 - Par 5
2004,310,0,12645,Brent Geiberger,25,Texas Open,2,4 - Par 4 -
2004,313,0,23497,Tag Ridings,25,Michelin,4,2 - Par 4 -
2004,315,0,22624,Joel Kribel,25,Milwaukee,1,18 - Par 5
2004,317,0,1736,Roger Maltbie,25,AT&T Pebble,2,10 - Par 4
2004,319,0,23623,Bo Van Pelt,25,Greensboro,4,16 - Par 4
2004,320,0,6581,David Sutherland,25,So. Farm Bureau,1,8 - Par 3 -
2004,321,0,9011,David Duval,25,FUNAI-Disney,2,10 - Par 5
2004,322,0,20429,Boyd Summerhays,25,BellSouth Class,2,8 - Par 3 -
2004,323,0,1306,David Edwards,25,AT&T Pebble,2,3 - Par 4 -
2004,327,0,20098,Stuart Appleby,24,Nissan Open,4,4 - Par 3 -
2004,328,0,21646,David Branshaw,24,AT&T Pebble,2,5 - Par 3 -
2004,333,0,23541,Ben Crane,24,84 LUMBER,2,8 - Par 5 -
2004,334,0,22371,Aaron Baddeley,24,Honda Classic,3,15 - Par 3
2004,335,0,1475,Donnie Hammond,24,John Deere Clas,1,3 - Par 3 -
2004,336,0,1553,John Huston,24,FUNAI-Disney,1,8 - Par 5 -
2004,338,0,20382,Stephen Leaney,24,Bay Hill Invita,1,16 - Par 5
2004,339,0,8547,John Maginnes,24,BellSouth Class,1,16 - Par 3
2004,340,0,10201,Matt Gogel,24,THE PLAYERS,3,14 - Par 4
2004,345,0,20157,Retief Goosen,24,Mercedes Champ,1,15 - Par 5
2004,346,0,1761,Len Mattiace,24,THE PLAYERS,1,8 - Par 3 -
2004,347,0,22548,Patrick Sheehan,23,Colonial,4,15 - Par 4
2004,360,0,1766,Billy Mayfair,23,Chrysler-Tampa,3,12 - Par 4
2004,361,0,24925,Jonathan Byrd,23,MCI Heritage,3,1 - Par 4 -
2004,364,0,1098,Jay Don Blake,23,John Deere Clas,1,17 - Par 5
2004,368,0,1282,Trevor Dodds,22,John Deere Clas,2,13 - Par 4
2004,378,0,20585,Niclas Fasth,22,Buick Champ,1,5 - Par 3 -
2004,383,0,10912,Craig Perks,22,Nissan Open,1,3 - Par 4 -
2004,391,0,10860,Justin Leonard,21,Texas Open,4,5 - Par 4 -
2004,394,0,1385,Jim Gallagher Jr.,21,B.C. Open,3,16 - Par 4
2004,405,0,2106,Chris Smith,21,Greensboro,4,13 - Par 5
2004,408,0,20127,Chris Riley,21,Buick Invitatio,2,1 - Par 4 -
2004,411,0,1142,Bart Bryant,20,Buick Classic,4,15 - Par 4
2004,414,0,7941,Mike Grob,20,Buick Open,2,17 - Par 3
2004,421,0,2049,Gene Sauers,20,Bay Hill Invita,2,8 - Par 4 -
2004,422,0,20572,Rod Pampling,20,Sony Open,2,11 - Par 3
2004,429,0,20848,Ángel Cabrera,20,Ford Champ,2,3 - Par 4 -
2004,432,0,21893,Brian Kortan,20,FedEx St. Jude,4,15 - Par 4
2004,434,0,21739,Aaron Barber,20,Booz Allen,4,6 - Par 5 -
2004,439,0,23983,Luke Donald,19,BellSouth Class,1,15 - Par 4
2004,443,0,24491,Michael Pearson,19,HP Classic,2,3 - Par 3 -
2004,444,0,10107,Deane Pappas,19,Greensboro,3,17 - Par 3
2004,449,0,20548,Hidemichi Tanaka,19,Shell Houston,2,9 - Par 5 -
2004,451,0,12680,Shigeki Maruyama,19,Greensboro,3,17 - Par 3
2004,470,0,23552,Hank Kuehne,19,Deutsche Bank,3,1 - Par 4 -
2004,471,0,25237,Kevin Muncrief,18,Buick Invitatio,2,11 - Par 3
2004,479,0,26596,Ryan Moore,18,Greensboro,3,17 - Par 3
2004,480,0,1823,Larry Mize,18,Honda Classic,1,17 - Par 5
2004,485,0,12663,Phil Tataurangi,18,Deutsche Bank,2,13 - Par 4
2004,491,0,2135,Mike Standly,18,John Deere Clas,1,2 - Par 5 -
2004,492,0,24361,Pat Perez,18,84 LUMBER,2,1 - Par 4 -
2004,501,0,10944,Thomas Bjørn,18,Memorial Tourna,2,16 - Par 3
2004,510,0,2256,Tom Watson,18,Bay Hill Invita,2,2 - Par 3 -
2004,537,0,20099,Doug Barron,17,FedEx St. Jude,2,9 - Par 4 -
2004,541,0,1361,Dan Forsman,17,84 LUMBER,2,16 - Par 5
2004,543,0,26287,Roland Thatcher,17,Bell Canadian,2,18 - Par 5
2004,550,0,19972,José Coceres,17,Buick Classic,4,4 - Par 4 -
2004,551,0,7013,Wes Short Jr.,17,Milwaukee,3,14 - Par 3
2004,552,0,20443,Jin Park,17,EDS B. Nelson,2,16 - Par 5
2004,555,0,7721,Pat Bates,17,Tucson,4,12 - Par 3
2004,559,0,2133,Craig Stadler,17,B.C. Open,4,11 - Par 4
2004,567,0,1701,Bob Lohr,17,B.C. Open,1,18 - Par 4
2004,571,0,27561,Nick Flanagan,17,Buick Champ,2,14 - Par 4
2004,582,0,19958,Miguel Angel Jiménez,16,WGC-Am Express,1,7 - Par 4 -
2004,586,0,27794,Miguel Rivera,16,Buick Open,1,18 - Par 4
2004,588,0,25633,Ricky Touma,16,Booz Allen,1,14 - Par 4
2004,594,0,7677,Bob Mucha,16,Buick Champ,1,13 - Par 5
2004,604,0,24496,Brad Hauer,16,Chrysler-Tampa,1,18 - Par 4
2004,611,0,1313,Steve Elkington,16,Tucson,1,8 - Par 5 -
2004,612,0,1042,Paul Azinger,16,HP Classic,2,2 - Par 5 -
2004,619,0,12661,Todd Barranger,16,AT&T Pebble,1,5 - Par 3 -
2004,637,0,24389,Jean-Francois Remesy,15,WGC-Am Express,1,14 - Par 3
2004,643,0,20035,Rob McMillan,15,Bell Canadian,2,3 - Par 3 -
2004,664,0,23135,Tim Clark,15,Chrysler-Tampa,2,8 - Par 3 -
2004,671,0,1887,Mark O'Meara,15,Honda Classic,2,2 - Par 4 -
2004,675,0,12755,Vance Veazey,15,FedEx St. Jude,2,1 - Par 4 -
2004,680,0,24138,Ian Poulter,15,THE PLAYERS,3,16 - Par 5
2004,684,0,25349,Tim Wilkinson,15,Buick Champ,1,4 - Par 4 -
2004,688,0,1408,Kelly Gibson,15,B.C. Open,2,15 - Par 4
2004,696,0,25752,Steve Friesen,15,AT&T Pebble,1,13 - Par 4
2004,697,0,23613,Rich Barcelo,15,Buick Open,3,5 - Par 4 -
2004,699,0,24357,K.J. Choi,15,Wachovia Champ,3,1 - Par 4 -
2004,708,0,27770,Camilo Villegas,15,John Deere Clas,3,2 - Par 5 -
2004,711,0,24846,Ricky Barnes,14,Tucson,3,10 - Par 5
2004,745,0,20095,Carl Paulson,14,Buick Open,1,18 - Par 4
2004,749,0,8881,Tripp Isenhour,14,Buick Invitatio,3,3 - Par 3 -
2004,750,0,2218,Ted Tryba,14,FedEx St. Jude,2,4 - Par 3 -
2004,751,0,1920,Craig Parry,14,Buick Classic,2,16 - Par 3
2004,755,0,2007,Larry Rinker,14,B.C. Open,1,14 - Par 3
2004,761,0,23797,Brett Rumford,14,WGC-NEC Invit'l,2,8 - Par 4 -
2004,766,0,23800,Bryce Molder,14,FedEx St. Jude,1,14 - Par 3
2004,768,0,23517,Clint Jensen,14,Bell Canadian,2,9 - Par 4 -
2004,784,0,2206,David Toms,14,Honda Classic,2,12 - Par 5
2004,788,0,21633,Steve Allan,14,FedEx St. Jude,2,9 - Par 4 -
2004,814,0,24502,Adam Scott,13,Mercedes Champ,4,4 - Par 4 -
2004,820,0,2170,Hal Sutton,13,HP Classic,1,2 - Par 5 -
2004,822,0,24494,Erik Compton,13,Ford Champ,2,8 - Par 5 -
2004,826,0,1724,Jeff Maggert,13,Wachovia Champ,2,15 - Par 5
2004,843,0,2010,Loren Roberts,13,Colonial,2,16 - Par 3
2004,849,0,22122,Andrew McLardy,13,WGC-NEC Invit'l,3,18 - Par 4
2004,860,0,20474,Phillip Price,13,Nissan Open,1,16 - Par 3
2004,895,0,20396,Lee Westwood,12,WGC-Am Express,3,12 - Par 4
2004,905,0,21736,Lian-Wei Zhang,12,FedEx St. Jude,1,1 - Par 4 -
2004,906,0,2191,Tim Thelen,12,Milwaukee,1,17 - Par 4
2004,909,0,20721,Darren Fichardt,12,WGC-Am Express,4,6 - Par 3 -
2004,910,0,27615,Chris Nallen,12,Buick Champ,1,9 - Par 4 -
2004,914,0,12389,Barry Lane,12,WGC-Am Express,2,15 - Par 4
2004,936,0,1307,Joel Edwards,12,John Deere Clas,1,4 - Par 4 -
2004,951,0,8537,J.P. Hayes,12,FedEx St. Jude,2,9 - Par 4 -
2004,988,0,27708,Jason Hartwick,11,EDS B. Nelson,1,12 - Par 4
2004,990,0,23821,Yusaku Miyazato,11,Sony Open,2,3 - Par 4 -
2003,1,0,20229,Stewart Cink,245,Chrysler-Tampa,4,8 - Par 3 -
2003,2,0,7101,Dave Stockton Jr.,239,100th Western,1,5 - Par 5 -
2003,3,0,1098,Jay Don Blake,225,Bell Canadian,4,13 - Par 3
2003,4,0,1381,Fred Funk,219,Bell Canadian,4,6 - Par 3 -
2003,5,0,25034,James McLean,214,Honda Classic,1,17 - Par 5
2003,6,0,20436,Garrett Willis,208,Deutsche Bank,2,11 - Par 3
2003,7,0,1072,Chip Beck,206,Milwaukee Open,2,7 - Par 3 -
2003,8,0,1361,Dan Forsman,204,Las Vegas Inv'l,5,5 - Par 3 -
2003,9,0,6034,Marco Dawson,202,Shell Houston,3,3 - Par 3 -
2003,10,0,6643,Paul Goydos,199,Wachovia Champ,1,18 - Par 4
2003,11,0,2246,Duffy Waldorf,198,FUNAI-Disney,3,6 - Par 3 -
2003,12,0,2170,Hal Sutton,192,Colonial,3,16 - Par 3
2003,13,0,2049,Gene Sauers,191,EDS B. Nelson,4,18 - Par 4
2003,14,0,1157,Tom Byrum,189,Greensboro,1,14 - Par 4
2003,15,0,20585,Niclas Fasth,187,Bay Hill Invita,4,8 - Par 4 -
2003,16,0,2294,Willie Wood,186,FedEx St. Jude,4,4 - Par 3 -
2003,17,0,23353,J.J. Henry,183,Hartford Open,2,10 - Par 4
2003,18,0,1329,Brad Faxon,182,EDS B. Nelson,1,5 - Par 3 -
2003,19,0,1948,Tim Petrovic,182,EDS B. Nelson,2,5 - Par 3 -
2003,20,0,22624,Joel Kribel,182,FedEx St. Jude,2,11 - Par 3
2003,21,0,12782,Tim Herron,181,Phoenix Open,2,4 - Par 3 -
2003,22,0,8547,John Maginnes,180,Texas Open,3,17 - Par 3
2003,23,0,12680,Shigeki Maruyama,177,Colonial,1,8 - Par 3 -
2003,24,0,1938,David Peoples,175,FedEx St. Jude,2,8 - Par 3 -
2003,25,0,6809,Bob Burns,174,Phoenix Open,1,4 - Par 3 -
2003,26,0,1713,David Lundstrom,173,Shell Houston,1,18 - Par 4
2003,27,0,1761,Len Mattiace,170,Nissan Open,2,12 - Par 4
2003,28,0,2135,Mike Standly,167,Pennsylvania,2,17 - Par 3
2003,29,0,1035,Tommy Armour III,164,Bell Canadian,4,9 - Par 4 -
2003,30,0,23621,Rory Sabbatini,164,Phoenix Open,3,11 - Par 4
2003,31,0,12602,Dean Wilson,164,EDS B. Nelson,3,6 - Par 4 -
2003,32,0,10423,Mike Weir,163,Memorial Tourna,3,1 - Par 4 -
2003,33,0,1926,Steve Pate,163,Hartford Open,3,14 - Par 4
2003,34,0,1313,Steve Elkington,162,Phoenix Open,3,18 - Par 4
2003,35,0,10201,Matt Gogel,161,Nissan Open,2,16 - Par 3
2003,36,0,22295,Darron Stiles,160,100th Western,4,16 - Par 4
2003,37,0,23788,D.J. Trahan,158,Buick Classic,2,8 - Par 4 -
2003,40,0,1577,Lee Janzen,156,FedEx St. Jude,1,13 - Par 4
2003,41,0,1203,Russ Cochran,154,FedEx St. Jude,2,1 - Par 4 -
2003,42,0,23983,Luke Donald,154,Reno-Tahoe Open,2,18 - Par 4
2003,43,0,1374,Robin Freeman,153,Hartford Open,3,3 - Par 4 -
2003,44,0,20098,Stuart Appleby,152,WGC-NEC Invit'l,3,14 - Par 4
2003,45,0,10809,Jim Furyk,152,Honda Classic,4,12 - Par 4
2003,46,0,7941,Mike Grob,152,Deutsche Bank,1,12 - Par 4
2003,47,0,12652,Cameron Beckman,147,Reno-Tahoe Open,4,8 - Par 4 -
2003,49,0,20498,Briny Baird,146,FedEx St. Jude,1,13 - Par 4
2003,51,0,1941,Tom Pernice Jr.,144,FUNAI-Disney,1,16 - Par 4
2003,52,0,25349,Tim Wilkinson,143,Deutsche Bank,2,4 - Par 4 -
2003,53,0,23338,David Gossett,143,100th Western,3,1 - Par 4 -
2003,54,0,12760,Danny Ellis,142,Capital Open,3,2 - Par 5 -
2003,57,0,24511,Thongchai Jaidee,140,WGC-Am Express,3,17 - Par 4
2003,59,0,8725,Tom Gillis,136,BellSouth Class,1,2 - Par 3 -
2003,60,0,1677,Tom Lehman,136,Memorial Tourna,1,14 - Par 4
2003,61,0,1143,Brad Bryant,135,So. Farm Bureau,4,17 - Par 4
2003,62,0,2214,Kirk Triplett,134,HP Classic,2,9 - Par 4 -
2003,63,0,1200,Keith Clearwater,132,B.C. Open,2,18 - Par 4
2003,64,0,23552,Hank Kuehne,131,BellSouth Class,3,2 - Par 3 -
2003,65,0,24361,Pat Perez,131,Memorial Tourna,2,5 - Par 5 -
2003,67,0,23177,Kenneth Staton,128,Buick Open,1,2 - Par 4 -
2003,68,0,2206,David Toms,128,WGC-NEC Invit'l,2,6 - Par 4 -
2003,70,0,23091,Alan Morin,125,Honda Classic,2,7 - Par 4 -
2003,71,0,20094,Jonathan Kaye,125,WGC-Am Express,4,8 - Par 4 -
2003,72,0,12823,Carlos Franco,123,Wachovia Champ,2,1 - Par 4 -
2003,73,0,20568,Anthony Painter,123,100th Western,1,8 - Par 4 -
2003,74,0,1553,John Huston,122,Memorial Tourna,1,9 - Par 4 -
2003,75,0,25692,Akio Sadakata,122,HP Classic,1,9 - Par 4 -
2003,76,0,1945,Kenny Perry,122,Buick Open,3,10 - Par 4
2003,77,0,8075,Jerry Kelly,122,WGC-NEC Invit'l,4,10 - Par 4
2003,80,0,1014,Fulton Allem,120,Tucson,2,1 - Par 4 -
2003,81,0,2002,John Riegger,119,So. Farm Bureau,1,3 - Par 4 -
2003,83,0,11032,Frank Lickliter II,118,Milwaukee Open,3,15 - Par 5
2003,84,0,2239,Scott Verplank,118,THE PLAYERS,4,4 - Par 4 -
2003,85,0,7721,Pat Bates,117,Reno-Tahoe Open,3,18 - Par 4
2003,87,0,2131,Mike Springer,116,Bell Canadian,3,7 - Par 4 -
2003,88,0,1766,Billy Mayfair,116,Tucson,3,5 - Par 4 -
2003,89,0,20566,Kaname Yokoo,115,Hartford Open,2,9 - Par 4 -
2003,90,0,2101,Joey Sindelar,114,100th Western,2,7 - Par 4 -
2003,91,0,11011,Mike Sposa,114,Buick Open,1,12 - Par 4
2003,92,0,24925,Jonathan Byrd,114,Bay Hill Invita,3,3 - Par 4 -
2003,98,0,23036,Chris Anderson,107,Bell Canadian,4,15 - Par 4
2003,99,0,6573,Brandt Jobe,107,Chrysler-Tampa,1,7 - Par 4 -
2003,100,0,10425,Jay Williamson,106,BellSouth Class,2,15 - Par 4
2003,101,0,12510,Chad Campbell,106,Bob Hope Chrysl,4,14 - Par 5
2003,102,0,25364,Paul Casey,105,WGC-NEC Invit'l,3,1 - Par 4 -
2003,108,0,1968,Nick Price,101,Colonial,3,6 - Par 4 -
2003,109,0,1139,Olin Browne,101,Shell Houston,3,12 - Par 5
2003,110,0,6090,Jim McGovern,99,Pennsylvania,1,11 - Par 5
2003,111,0,1249,John Daly,99,Buick Open,3,13 - Par 5
2003,114,0,20095,Carl Paulson,98,HP Classic,1,4 - Par 4 -
2003,115,0,6251,Chris DiMarco,98,Phoenix Open,3,6 - Par 4 -
2003,117,0,6012,Greg Kraft,96,Milwaukee Open,3,18 - Par 5
2003,119,0,1928,Corey Pavin,95,Bob Hope Chrysl,4,18 - Par 5
2003,120,0,1927,Dennis Paulson,92,Milwaukee Open,4,18 - Par 5
2003,121,0,1685,J.L. Lewis,91,Pennsylvania,4,4 - Par 4 -
2003,122,0,6498,Matt Peterson,91,BellSouth Class,1,6 - Par 5 -
2003,125,0,1175,Jim Carter,90,Wachovia Champ,3,5 - Par 5 -
2003,126,0,20771,Steven Alker,90,Buick Invitatio,3,18 - Par 5
2003,127,0,6515,Shaun Micheel,90,HP Classic,4,16 - Par 4
2003,128,0,20623,Gavin Coles,87,BellSouth Class,2,6 - Par 5 -
2003,129,0,1388,Robert Gamez,87,HP Classic,1,4 - Par 4 -
2003,131,0,19972,José Coceres,86,FedEx St. Jude,4,9 - Par 4 -
2003,132,0,8931,Glen Day,85,Ford Champ,1,1 - Par 5 -
2003,133,0,25345,Carl Pettersson,85,Deutsche Bank,1,14 - Par 4
2003,134,0,1378,David Frost,81,Deutsche Bank,2,7 - Par 5 -
2003,135,0,6527,Steve Stricker,79,Pennsylvania,2,1 - Par 4 -
2003,137,0,25031,Andy Miller,78,Hartford Open,1,6 - Par 5 -
2003,138,0,23135,Tim Clark,78,HP Classic,1,15 - Par 5
2003,140,0,6078,Esteban Toledo,76,John Deere Clas,1,14 - Par 4
2003,141,0,22548,Patrick Sheehan,74,Milwaukee Open,2,8 - Par 4 -
2003,143,0,1418,Bill Glasson,71,Las Vegas Inv'l,3,9 - Par 5 -
2003,144,0,1549,Mike Hulbert,64,Milwaukee Open,1,12 - Par 4
2003,145,0,6475,Jeff Klein,61,Buick Open,4,7 - Par 5 -
2003,149,0,1161,Mark Calcavecchia,53,Ford Champ,2,16 - Par 4
2003,153,0,10705,Paul Dietsche,48,Nissan Open,2,15 - Par 4
2003,154,0,19817,Michael Muehr,46,Wachovia Champ,2,15 - Par 5
2003,159,0,20396,Lee Westwood,43,Bay Hill Invita,2,1 - Par 4 -
2003,160,0,6567,Vijay Singh,43,FUNAI-Disney,1,3 - Par 3 -
2003,162,0,12755,Vance Veazey,39,Capital Open,1,8 - Par 4 -
2003,164,0,21731,Freddie Jacobson,38,FedEx St. Jude,2,7 - Par 4 -
2003,165,0,2133,Craig Stadler,38,EDS B. Nelson,1,15 - Par 4
2003,166,0,7457,Steve Flesch,38,Buick Invitatio,3,13 - Par 5
2003,169,0,25450,Ty Tryon,36,Buick Classic,1,12 - Par 4
2003,171,0,20121,Todd Fischer,36,Milwaukee Open,3,1 - Par 4 -
2003,173,0,23614,Rich Beem,35,Nissan Open,2,17 - Par 5
2003,175,0,10841,John Nelson,35,Honda Classic,2,12 - Par 4
2003,178,0,20634,Peter Lonard,33,100th Western,3,13 - Par 4
2003,179,0,12662,Thomas Levet,33,Tucson,3,10 - Par 5
2003,180,0,7867,Woody Austin,33,Buick Classic,3,7 - Par 4 -
2003,181,0,1706,Davis Love III,33,Bob Hope Chrysl,4,2 - Par 5 -
2003,185,0,21805,Harrison Frazar,32,John Deere Clas,3,17 - Par 5
2003,186,0,26420,Richard Johnson,32,Reno-Tahoe Open,4,9 - Par 5 -
2003,188,0,1810,Phil Mickelson,32,FUNAI-Disney,4,1 - Par 4 -
2003,190,0,20663,Brenden Pappas,32,B.C. Open,1,5 - Par 5 -
2003,191,0,6004,Stephen Ames,32,FUNAI-Disney,3,9 - Par 4 -
2003,194,0,10860,Justin Leonard,31,Colonial,4,1 - Par 5 -
2003,195,0,2245,Grant Waite,31,Milwaukee Open,4,1 - Par 4 -
2003,200,0,12753,David Morland IV,30,Bell Canadian,3,5 - Par 4 -
2003,203,0,20127,Chris Riley,30,WGC-NEC Invit'l,4,16 - Par 5
2003,204,0,6581,David Sutherland,30,BellSouth Class,4,13 - Par 4
2003,205,0,26950,John Morgan,30,Ford Champ,2,8 - Par 5 -
2003,206,0,1142,Bart Bryant,29,Reno-Tahoe Open,2,11 - Par 5
2003,207,0,19881,Robert Damron,29,Buick Invitatio,2,4 - Par 4 -
2003,209,0,7749,Brett Quigley,29,Honda Classic,4,17 - Par 5
2003,210,0,2223,Bob Tway,29,Tucson,3,15 - Par 5
2003,212,0,20573,Scott Laycock,29,Texas Open,4,9 - Par 4 -
2003,214,0,2104,Jeff Sluman,29,FUNAI-Disney,2,7 - Par 4 -
2003,217,0,1320,Bob Estes,29,Mercedes Champ,2,14 - Par 4
2003,218,0,24138,Ian Poulter,29,WGC-Am Express,3,2 - Par 4 -
2003,222,0,27389,Tyler Swanson,28,John Deere Clas,4,17 - Par 5
2003,226,0,2106,Chris Smith,28,So. Farm Bureau,2,4 - Par 4 -
2003,233,0,10565,Ian Leggatt,27,Texas Open,3,14 - Par 5
2003,235,0,1666,Bernhard Langer,27,So. Farm Bureau,4,8 - Par 3 -
2003,236,0,6522,Ernie Els,27,Mercedes Champ,3,14 - Par 4
2003,239,0,1797,Rocco Mediate,27,Buick Open,2,16 - Par 5
2003,240,0,20382,Stephen Leaney,27,Memorial Tourna,3,10 - Par 4
2003,241,0,20645,John Senden,27,THE PLAYERS,2,7 - Par 4 -
2003,243,0,7569,Mark Carnevale,27,Bell Canadian,1,14 - Par 4
2003,245,0,6214,Guy Boros,26,Pennsylvania,2,16 - Par 5
2003,252,0,8537,J.P. Hayes,26,Honda Classic,3,9 - Par 5 -
2003,254,0,1724,Jeff Maggert,26,Bob Hope Chrysl,2,18 - Par 5
2003,256,0,1457,Jay Haas,26,Nissan Open,3,1 - Par 5 -
2003,258,0,7003,David Berganio Jr.,25,Tucson,2,7 - Par 3 -
2003,259,0,10585,Scott McCarron,25,Las Vegas Inv'l,5,8 - Par 3 -
2003,260,0,21806,Paul Gow,25,Greensboro,2,8 - Par 3 -
2003,262,0,24356,Jason Buha,25,Tucson,2,6 - Par 4 -
2003,267,0,12645,Brent Geiberger,25,HP Classic,4,5 - Par 4 -
2003,273,0,23108,Matt Kuchar,25,THE PLAYERS,2,2 - Par 5 -
2003,274,0,22405,Justin Rose,24,WGC-NEC Invit'l,3,15 - Par 3
2003,277,0,1132,Mark Brooks,24,Nissan Open,2,9 - Par 4 -
2003,282,0,2099,Scott Simpson,24,MCI Heritage,2,14 - Par 3
2003,283,0,6617,Brian Henninger,24,Colonial,1,4 - Par 3 -
2003,285,0,8339,Spike McRoy,24,Shell Houston,1,1 - Par 5 -
2003,287,0,8123,Jeff Brehaut,24,Buick Open,1,7 - Par 5 -
2003,290,0,12661,Todd Barranger,24,100th Western,1,13 - Par 4
2003,295,0,12660,Jesper Parnevik,23,Buick Classic,3,3 - Par 4 -
2003,297,0,12394,Tom Carter,23,Texas Open,2,15 - Par 4
2003,298,0,10107,Deane Pappas,23,Las Vegas Inv'l,1,9 - Par 5 -
2003,306,0,6076,Jim Schuman,23,Milwaukee Open,1,15 - Par 5
2003,307,0,19825,Darren Clarke,23,WGC-Am Express,3,7 - Par 4 -
2003,310,0,22371,Aaron Baddeley,23,Tucson,4,17 - Par 3
2003,317,0,8793,Tiger Woods,23,Buick Open,2,1 - Par 5 -
2003,326,0,22913,John Rollins,22,Phoenix Open,1,3 - Par 5 -
2003,331,0,1823,Larry Mize,22,Honda Classic,2,14 - Par 3
2003,333,0,21878,Mark Wilson,22,Hartford Open,2,4 - Par 4 -
2003,337,0,19846,Brian Gay,22,Honda Classic,4,9 - Par 5 -
2003,341,0,22293,Heath Slocum,21,Wachovia Champ,1,9 - Par 4 -
2003,344,0,22378,Trevor Immelman,21,WGC-NEC Invit'l,3,9 - Par 4 -
2003,345,0,20766,Padraig Harrington,21,THE PLAYERS,2,15 - Par 4
2003,347,0,6016,Brad Lardon,21,EDS B. Nelson,1,10 - Par 4
2003,350,0,1307,Joel Edwards,21,Wachovia Champ,2,4 - Par 4 -
