YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
2019,0,32791,K.H. Lee,73.39,80,109,-0.25
2019,0,34046,Jordan Spieth,73.33,77,105,-0.32
2019,0,28237,Rory McIlroy,73.28,85,116,-0.31
2019,0,30978,Kiradech Aphibarnrat,73.17,60,82,-0.32
2019,0,36799,Stephan Jaeger,73.15,79,108,-0.32
2019,0,21209,Sergio Garcia,73.13,49,67,-0.37
2019,0,39977,Max Homa,73.13,98,134,-0.2
2019,0,49960,Sepp Straka,73.05,103,141,-0.32
2019,0,29518,Brendan Steele,73.0,73,100,-0.19
2019,0,29974,Branden Grace,72.92,70,96,-0.27
2019,0,34076,Joel Dahmen,72.73,120,165,-0.23
2019,0,49766,Hank Lebioda,72.57,82,113,-0.34
2019,0,28252,Seamus Power,72.55,74,102,-0.16
2019,0,33486,Roger Sloan,72.55,111,153,-0.27
2019,0,27958,Ryan Blaum,72.44,92,127,-0.26
2019,0,32816,Satoshi Kodaira,72.41,63,87,-0.24
2019,0,35449,Adam Long,72.41,84,116,-0.23
2019,0,47347,Adam Schenk,72.13,132,183,-0.36
2019,0,27974,Sung Kang,72.07,80,111,-0.2
2019,0,39971,Sungjae Im,72.02,139,193,-0.32
2019,0,27064,Jhonattan Vegas,71.96,77,107,-0.27
2019,0,34466,Peter Malnati,71.78,117,163,-0.36
2019,0,40026,Daniel Berger,71.72,71,99,-0.15
2019,0,32333,Kevin Tway,71.43,100,140,-0.23
2019,0,33399,Adam Hadwin,71.3,77,108,-0.34
2019,0,35879,Kelly Kraft,71.3,77,108,-0.31
2019,0,24925,Jonathan Byrd,71.23,52,73,-0.23
2019,0,26499,Rafa Cabrera Bello,71.08,59,83,-0.29
2019,0,26329,Louis Oosthuizen,70.83,68,96,-0.18
2019,0,49771,J.T. Poston,70.34,102,145,-0.34
2019,0,27644,Brian Harman,70.32,109,155,-0.23
2019,0,47128,Richy Werenski,70.32,109,155,-0.31
2019,0,12716,Charley Hoffman,70.21,66,94,-0.23
2019,0,35376,Roberto Díaz,70.1,68,97,-0.26
2019,0,27129,Luke List,70.09,75,107,-0.19
2019,0,39546,Keith Mitchell,70.09,75,107,-0.09
2019,0,49964,Aaron Wise,70.09,75,107,-0.33
2019,0,35891,Cameron Smith,69.9,72,103,-0.29
2019,0,21528,Henrik Stenson,69.81,37,53,-0.32
2019,0,33948,Byeong Hun An,69.7,69,99,-0.22
2019,0,46970,Jon Rahm,69.66,62,89,-0.29
2019,0,23320,Ryan Palmer,69.57,80,115,-0.34
2019,0,37275,Sam Ryder,69.44,75,108,-0.31
2019,0,35506,Mackenzie Hughes,68.94,91,132,-0.35
2019,0,29223,Sam Saunders,68.67,103,150,-0.17
2019,0,52372,Cameron Champ,68.53,98,143,-0.2
2019,0,34306,John Chin,68.49,50,73,-0.18
2019,0,47959,Bryson DeChambeau,68.47,76,111,-0.21
2019,0,36699,Patrick Rodgers,68.42,65,95,-0.22
2019,0,27649,Brandt Snedeker,68.42,104,152,-0.28
2019,0,30944,Jason Kokrak,68.29,84,123,-0.29
2019,0,49298,Kramer Hickok,68.18,75,110,-0.27
2019,0,37189,Harold Varner III,68.15,107,157,-0.31
2019,0,47856,Seth Reeves,68.03,83,122,-0.27
2019,0,1810,Phil Mickelson,67.92,72,106,-0.32
2019,0,30925,Dustin Johnson,67.59,73,108,-0.26
2019,0,30786,Brady Schnell,67.37,64,95,-0.28
2019,0,46435,Austin Cook,66.67,62,93,-0.23
2019,0,29479,Scott Brown,65.85,81,123,-0.28
2019,0,46601,Trey Mullinax,65.65,86,131,-0.31
2019,0,27141,J.B. Holmes,65.6,82,125,-0.24
2019,0,32058,José de Jesús Rodríguez,65.59,61,93,-0.36
2019,0,35617,Martin Trainer,65.35,66,101,-0.26
2019,0,47504,Sam Burns,65.15,86,132,-0.34
2019,0,29926,Danny Lee,64.89,85,131,-0.27
2019,0,24024,Zach Johnson,64.65,64,99,-0.39
2019,0,39954,Cody Gribble,64.34,83,129,-0.19
2019,0,25804,Bubba Watson,64.29,54,84,-0.22
2019,0,6522,Ernie Els,63.16,36,57,-0.19
2019,0,25572,Graeme McDowell,62.37,58,93,-0.26
2019,0,46501,Ollie Schniederjans,61.74,71,115,-0.31
2019,0,39975,Michael Kim,60.98,50,82,-0.24
2019,0,27349,Alex Noren,60.26,47,78,-0.4
2018,0,21961,Charles Howell III,87.02,114,131,-0.42
2018,0,24361,Pat Perez,85.71,72,84,-0.17
2018,0,22582,Kyle Thompson,85.71,72,84,-0.33
2018,0,30925,Dustin Johnson,85.52,124,145,-0.35
2018,0,10809,Jim Furyk,85.39,76,89,-0.3
2018,0,22056,Cameron Percy,85.19,92,108,-0.28
2018,0,29908,C.T. Pan,84.89,118,139,-0.28
2018,0,26951,Johnson Wagner,84.68,105,124,-0.36
2018,0,24138,Ian Poulter,84.44,76,90,-0.3
2018,0,29420,Billy Horschel,84.4,119,141,-0.31
2018,0,27649,Brandt Snedeker,83.95,136,162,-0.35
2018,0,33448,Justin Thomas,83.33,95,114,-0.28
2018,0,34256,Andrew Putnam,83.21,114,137,-0.25
2018,0,34431,Robert Streb,83.16,79,95,-0.24
2018,0,47128,Richy Werenski,83.09,113,136,-0.23
2018,0,23353,J.J. Henry,83.08,108,130,-0.24
2018,0,25892,Steve Wheatcroft,83.0,83,100,-0.2
2018,0,24502,Adam Scott,82.47,80,97,-0.18
2018,0,19803,Ryan Armour,82.26,153,186,-0.38
2018,0,28679,Fabián Gómez,82.07,119,145,-0.23
2018,0,31560,Brian Stuard,81.82,135,165,-0.28
2018,0,25818,Scott Piercy,81.76,121,148,-0.15
2018,0,33419,Cameron Tringale,81.73,85,104,-0.33
2018,0,27095,Nick Watney,81.5,141,173,-0.24
2018,0,26499,Rafa Cabrera Bello,81.44,79,97,-0.25
2018,0,35461,Beau Hossler,81.33,183,225,-0.25
2018,0,34098,Russell Henley,81.2,95,117,-0.23
2018,0,24924,Bill Haas,81.16,112,138,-0.13
2018,0,26758,David Hearn,81.1,103,127,-0.28
2018,0,34174,John Huh,80.95,85,105,-0.31
2018,0,39327,Ben Silverman,80.81,139,172,-0.27
2018,0,30110,Kyle Stanley,80.8,101,125,-0.3
2018,0,28500,Martin Flores,80.5,128,159,-0.3
2018,0,27214,Kevin Streelman,80.43,148,184,-0.22
2018,0,27644,Brian Harman,80.23,138,172,-0.26
2018,0,30926,Chris Kirk,80.23,138,172,-0.33
2018,0,32839,Hideki Matsuyama,80.23,69,86,-0.36
2018,0,29221,Webb Simpson,80.23,138,172,-0.33
2018,0,35545,Blayne Barber,80.17,93,116,-0.15
2018,0,26300,Matt Jones,80.17,93,116,-0.31
2018,0,37454,Whee Kim,80.16,101,126,-0.3
2018,0,25900,Lucas Glover,80.0,76,95,-0.26
2018,0,26596,Ryan Moore,80.0,88,110,-0.27
2018,0,29926,Danny Lee,79.63,86,108,-0.28
2018,0,23621,Rory Sabbatini,79.62,125,157,-0.3
2018,0,29222,Billy Hurley III,79.61,82,103,-0.27
2018,0,33413,Ben Martin,79.59,78,98,-0.28
2018,0,49964,Aaron Wise,79.46,147,185,-0.24
2018,0,39997,Corey Conners,79.43,166,209,-0.24
2018,0,21528,Henrik Stenson,79.25,42,53,-0.29
2018,0,27942,Rob Oppenheim,79.21,80,101,-0.39
2018,0,22371,Aaron Baddeley,79.2,99,125,-0.33
2018,0,25240,D.A. Points,79.17,57,72,-0.3
2018,0,23325,Vaughn Taylor,79.14,110,139,-0.39
2018,0,40009,Dominic Bozzelli,79.09,87,110,-0.32
2018,0,34466,Peter Malnati,79.07,136,172,-0.32
2018,0,33141,Keegan Bradley,78.86,97,123,-0.24
2018,0,33122,Russell Knox,78.72,111,141,-0.28
2018,0,25198,Francesco Molinari,78.64,81,103,-0.3
2018,0,47287,Ethan Tracy,78.57,88,112,-0.31
2018,0,27958,Ryan Blaum,78.42,109,139,-0.32
2018,0,35506,Mackenzie Hughes,78.42,109,139,-0.31
2018,0,33410,Andrew Landry,78.31,130,166,-0.32
2018,0,33204,Shane Lowry,78.3,83,106,-0.33
2018,0,29518,Brendan Steele,78.26,90,115,-0.2
2018,0,25396,Kevin Na,78.15,93,119,-0.43
2018,0,20229,Stewart Cink,78.03,103,132,-0.25
2018,0,40058,Zac Blair,78.02,71,91,-0.42
2018,0,34563,Chesson Hadley,77.83,158,203,-0.34
2018,0,30978,Kiradech Aphibarnrat,77.78,42,54,-0.24
2018,0,32366,Kevin Chappell,77.78,105,135,-0.26
2018,0,28089,Jason Day,77.78,77,99,-0.34
2018,0,22405,Justin Rose,77.78,63,81,-0.33
2018,0,32102,Rickie Fowler,77.66,73,94,-0.29
2018,0,36799,Stephan Jaeger,77.56,121,156,-0.26
2018,0,37275,Sam Ryder,77.55,114,147,-0.32
2018,0,29478,Kevin Kisner,77.37,106,137,-0.3
2018,0,28252,Seamus Power,77.3,109,141,-0.2
2018,0,39975,Michael Kim,77.14,81,105,-0.31
2018,0,29535,Brice Garnett,77.13,145,188,-0.26
2018,0,47993,Denny McCarthy,76.92,60,78,-0.2
2018,0,34264,Hudson Swafford,76.92,80,104,-0.3
2018,0,31323,Gary Woodland,76.92,110,143,-0.29
2018,0,25632,Jimmy Walker,76.84,73,95,-0.29
2018,0,37278,Nicholas Lindheim,76.8,96,125,-0.28
2018,0,35450,Patrick Cantlay,76.77,119,155,-0.2
2018,0,33948,Byeong Hun An,76.64,105,137,-0.23
2018,0,24781,Hunter Mahan,76.64,105,137,-0.31
2018,0,29268,Bronson Burgoon,76.47,91,119,-0.23
2018,0,48081,Xander Schauffele,76.39,110,144,-0.3
2018,0,31202,William McGirt,76.35,113,148,-0.24
2018,0,45526,Abraham Ancer,76.32,145,190,-0.28
2018,0,19846,Brian Gay,76.28,119,156,-0.35
2018,0,28132,Tyrone Van Aswegen,76.25,122,160,-0.22
2018,0,12510,Chad Campbell,76.22,109,143,-0.29
2018,0,40026,Daniel Berger,76.14,67,88,-0.25
2018,0,33418,Shawn Stefani,76.11,86,113,-0.26
2018,0,45609,Tyler Duncan,76.07,124,163,-0.27
2018,0,37189,Harold Varner III,76.03,111,146,-0.17
2018,0,23108,Matt Kuchar,76.0,95,125,-0.22
2018,0,35544,Andrew Yun,76.0,57,75,-0.12
2018,0,25493,Nick Taylor,75.93,123,162,-0.2
2018,0,24358,Robert Garrigus,75.9,126,166,-0.29
2018,0,27129,Luke List,75.86,110,145,-0.19
2018,0,29725,Tony Finau,75.76,125,165,-0.28
2018,0,34046,Jordan Spieth,75.76,100,132,-0.28
2018,0,20472,Alex Cejka,75.44,86,114,-0.24
2018,0,31420,Anirban Lahiri,75.38,98,130,-0.33
2018,0,48084,Wesley Bryan,75.36,52,69,-0.25
2018,0,25572,Graeme McDowell,75.34,55,73,-0.29
2018,0,29974,Branden Grace,75.32,58,77,-0.26
2018,0,32757,Patton Kizzire,75.31,122,162,-0.3
2018,0,34360,Patrick Reed,75.22,85,113,-0.26
2018,0,1810,Phil Mickelson,75.2,94,125,-0.32
2018,0,29484,Peter Uihlein,75.19,100,133,-0.27
2018,0,34021,Bud Cauley,75.0,51,68,-0.24
2018,0,36689,Brooks Koepka,75.0,87,116,-0.31
2018,0,32150,Michael Thompson,74.82,104,139,-0.28
2018,0,46501,Ollie Schniederjans,74.8,95,127,-0.35
2018,0,49771,J.T. Poston,74.79,89,119,-0.21
2018,0,46435,Austin Cook,74.71,130,174,-0.22
2018,0,24846,Ricky Barnes,74.7,62,83,-0.21
2018,0,39324,J.J. Spaun,74.69,121,162,-0.26
2018,0,32333,Kevin Tway,74.59,135,181,-0.24
2018,0,34409,David Lingmerth,74.45,102,137,-0.32
2018,0,35310,Lanto Griffin,74.42,96,129,-0.24
2018,0,36699,Patrick Rodgers,74.34,113,152,-0.24
2018,0,34099,Harris English,74.17,89,120,-0.18
2018,0,28237,Rory McIlroy,74.14,86,116,-0.3
2018,0,28307,Matt Every,74.1,103,139,-0.23
2018,0,35879,Kelly Kraft,74.02,94,127,-0.22
2018,0,27349,Alex Noren,73.97,54,73,-0.3
2018,0,35891,Cameron Smith,73.95,88,119,-0.24
2018,0,24024,Zach Johnson,73.94,105,142,-0.31
2018,0,33399,Adam Hadwin,73.74,73,99,-0.27
2018,0,27936,Martin Laird,73.68,70,95,-0.26
2018,0,26851,Marc Leishman,73.68,98,133,-0.24
2018,0,31646,Emiliano Grillo,73.64,81,110,-0.3
2018,0,30944,Jason Kokrak,73.6,145,197,-0.21
2018,0,37338,Zecheng Dou,73.56,64,87,-0.22
2018,0,47959,Bryson DeChambeau,73.47,108,147,-0.31
2018,0,27141,J.B. Holmes,73.47,108,147,-0.3
2018,0,29479,Scott Brown,73.1,106,145,-0.31
2018,0,30911,Tommy Fleetwood,73.0,73,100,-0.32
2018,0,34076,Joel Dahmen,72.96,116,159,-0.29
2018,0,35532,Tom Hoge,72.94,124,170,-0.31
2018,0,39328,Conrad Shindler,72.62,61,84,-0.23
2018,0,37455,Si Woo Kim,72.61,114,157,-0.29
2018,0,34363,Tyrrell Hatton,72.5,58,80,-0.28
2018,0,30692,Scott Stallings,72.33,115,159,-0.31
2018,0,32640,Troy Merritt,72.3,107,148,-0.4
2018,0,32876,Martin Piller,72.3,107,148,-0.32
2018,0,46402,Talor Gooch,72.27,86,119,-0.24
2018,0,26329,Louis Oosthuizen,72.09,62,86,-0.27
2018,0,27556,Ted Potter Jr.,71.9,110,153,-0.29
2018,0,32816,Satoshi Kodaira,71.67,43,60,-0.28
2018,0,32448,James Hahn,71.43,85,119,-0.13
2018,0,28775,Nate Lashley,71.43,55,77,-0.15
2018,0,26476,Chez Reavie,71.43,80,112,-0.26
2018,0,29223,Sam Saunders,71.22,99,139,-0.33
2018,0,24925,Jonathan Byrd,70.93,61,86,-0.16
2018,0,47347,Adam Schenk,70.9,95,134,-0.28
2018,0,34358,Jonathan Randolph,70.83,68,96,-0.4
2018,0,23320,Ryan Palmer,70.69,82,116,-0.32
2018,0,25364,Paul Casey,70.67,53,75,-0.23
2018,0,25804,Bubba Watson,70.51,110,156,-0.27
2018,0,29485,Brett Stegmaier,70.48,74,105,-0.28
2018,0,20572,Rod Pampling,70.41,69,98,-0.16
2018,0,31416,Derek Fathauer,70.4,88,125,-0.25
2018,0,27974,Sung Kang,70.37,76,108,-0.22
2018,0,8793,Tiger Woods,70.33,64,91,-0.36
2018,0,46970,Jon Rahm,70.31,90,128,-0.23
2018,0,27895,Jonas Blixt,70.0,63,90,-0.19
2018,0,24140,Sean O'Hair,70.0,91,130,-0.19
2018,0,32254,Xinjun Zhang,69.81,74,106,-0.19
2018,0,20593,Greg Chalmers,69.62,55,79,-0.25
2018,0,35376,Roberto Díaz,69.61,71,102,-0.24
2018,0,27963,Chris Stroud,69.61,71,102,-0.34
2018,0,25686,Jason Dufner,68.87,73,106,-0.27
2018,0,29461,Jamie Lovemark,68.55,85,124,-0.31
2018,0,27064,Jhonattan Vegas,68.42,65,95,-0.26
2018,0,50526,Tom Lovelady,68.18,105,154,-0.28
2018,0,23541,Ben Crane,68.09,64,94,-0.28
2018,0,34213,Grayson Murray,68.0,102,150,-0.23
2018,0,12716,Charley Hoffman,67.69,88,130,-0.31
2018,0,35421,Brandon Harkins,67.52,106,157,-0.33
2018,0,47125,Matt Atkins,67.39,62,92,-0.32
2018,0,39546,Keith Mitchell,67.2,125,186,-0.24
2018,0,20157,Retief Goosen,66.67,42,63,-0.26
2018,0,46601,Trey Mullinax,65.91,87,132,-0.2
2018,0,25834,Daniel Summerhays,64.86,48,74,-0.27
2018,0,39954,Cody Gribble,64.76,68,105,-0.22
2018,0,26331,Charl Schwartzel,63.46,33,52,-0.12
2017,0,12510,Chad Campbell,85.23,127,149,-0.28
2017,0,34021,Bud Cauley,84.97,130,153,-0.23
2017,0,20572,Rod Pampling,84.82,95,112,-0.27
2017,0,22371,Aaron Baddeley,84.21,64,76,-0.3
2017,0,27649,Brandt Snedeker,83.91,73,87,-0.34
2017,0,24140,Sean O'Hair,83.59,107,128,-0.23
2017,0,23108,Matt Kuchar,82.69,129,156,-0.33
2017,0,34174,John Huh,82.52,85,103,-0.28
2017,0,31560,Brian Stuard,82.44,108,131,-0.16
2017,0,25198,Francesco Molinari,82.18,83,101,-0.37
2017,0,25686,Jason Dufner,81.63,160,196,-0.33
2017,0,25396,Kevin Na,81.37,83,102,-0.23
2017,0,35532,Tom Hoge,81.25,78,96,-0.32
2017,0,27974,Sung Kang,81.05,124,153,-0.29
2017,0,30926,Chris Kirk,80.84,135,167,-0.36
2017,0,32102,Rickie Fowler,80.83,97,120,-0.32
2017,0,20229,Stewart Cink,80.77,126,156,-0.32
2017,0,33204,Shane Lowry,80.77,63,78,-0.17
2017,0,27466,Spencer Levin,80.47,103,128,-0.25
2017,0,27963,Chris Stroud,80.41,78,97,-0.26
2017,0,34264,Hudson Swafford,80.36,135,168,-0.2
2017,0,23983,Luke Donald,80.33,49,61,-0.31
2017,0,29476,Kyle Reifers,80.15,109,136,-0.19
2017,0,33419,Cameron Tringale,80.0,84,105,-0.21
2017,0,26758,David Hearn,79.87,123,154,-0.22
2017,0,39975,Michael Kim,79.87,127,159,-0.3
2017,0,25818,Scott Piercy,79.79,75,94,-0.31
2017,0,25349,Tim Wilkinson,79.75,63,79,-0.33
2017,0,46601,Trey Mullinax,79.64,133,167,-0.27
2017,0,27770,Camilo Villegas,79.61,82,103,-0.27
2017,0,35545,Blayne Barber,79.59,117,147,-0.32
2017,0,20104,Ken Duke,79.46,89,112,-0.29
2017,0,21961,Charles Howell III,79.39,104,131,-0.25
2017,0,25632,Jimmy Walker,79.38,77,97,-0.29
2017,0,19803,Ryan Armour,79.25,84,106,-0.29
2017,0,24502,Adam Scott,79.17,57,72,-0.33
2017,0,30110,Kyle Stanley,79.1,140,177,-0.3
2017,0,32640,Troy Merritt,79.08,121,153,-0.28
2017,0,33399,Adam Hadwin,79.05,117,148,-0.32
2017,0,35891,Cameron Smith,78.91,116,147,-0.33
2017,0,10809,Jim Furyk,78.87,56,71,-0.25
2017,0,23541,Ben Crane,78.79,78,99,-0.32
2017,0,40026,Daniel Berger,78.46,102,130,-0.26
2017,0,29478,Kevin Kisner,78.34,123,157,-0.24
2017,0,30692,Scott Stallings,78.33,141,180,-0.22
2017,0,23353,J.J. Henry,78.29,119,152,-0.16
2017,0,25240,D.A. Points,78.22,79,101,-0.18
2017,0,27895,Jonas Blixt,78.1,82,105,-0.17
2017,0,29720,Andres Gonzales,78.08,114,146,-0.25
2017,0,24361,Pat Perez,77.95,99,127,-0.25
2017,0,31420,Anirban Lahiri,77.87,95,122,-0.27
2017,0,22056,Cameron Percy,77.86,102,131,-0.34
2017,0,33413,Ben Martin,77.78,105,135,-0.31
2017,0,28132,Tyrone Van Aswegen,77.7,108,139,-0.22
2017,0,29222,Billy Hurley III,77.69,94,121,-0.34
2017,0,26951,Johnson Wagner,77.68,87,112,-0.3
2017,0,23325,Vaughn Taylor,77.36,123,159,-0.37
2017,0,31646,Emiliano Grillo,77.31,92,119,-0.23
2017,0,48822,Sebastián Muñoz,77.11,64,83,-0.27
2017,0,27958,Ryan Blaum,76.88,123,160,-0.33
2017,0,33448,Justin Thomas,76.8,96,125,-0.42
2017,0,24357,K.J. Choi,76.79,86,112,-0.23
2017,0,29420,Billy Horschel,76.74,132,172,-0.26
2017,0,28252,Seamus Power,76.71,112,146,-0.29
2017,0,27644,Brian Harman,76.67,138,180,-0.28
2017,0,28500,Martin Flores,76.65,128,167,-0.23
2017,0,26596,Ryan Moore,76.61,95,124,-0.31
2017,0,26476,Chez Reavie,76.61,131,171,-0.33
2017,0,23320,Ryan Palmer,76.52,88,115,-0.22
2017,0,29740,Brad Fritsch,76.47,78,102,-0.15
2017,0,34046,Jordan Spieth,76.26,106,139,-0.31
2017,0,34098,Russell Henley,76.25,122,160,-0.31
2017,0,34409,David Lingmerth,76.23,93,122,-0.28
2017,0,20771,Steven Alker,76.19,96,126,-0.27
2017,0,48081,Xander Schauffele,76.14,134,176,-0.35
2017,0,30925,Dustin Johnson,76.1,121,159,-0.25
2017,0,24846,Ricky Barnes,76.09,105,138,-0.37
2017,0,26289,Boo Weekley,76.09,105,138,-0.17
2017,0,27129,Luke List,76.02,130,171,-0.2
2017,0,31416,Derek Fathauer,75.78,97,128,-0.33
2017,0,36699,Patrick Rodgers,75.78,97,128,-0.27
2017,0,34466,Peter Malnati,75.66,115,152,-0.27
2017,0,25493,Nick Taylor,75.57,133,176,-0.23
2017,0,34431,Robert Streb,75.51,111,147,-0.22
2017,0,29221,Webb Simpson,75.43,132,175,-0.25
2017,0,37189,Harold Varner III,75.29,128,170,-0.3
2017,0,24924,Bill Haas,75.21,91,121,-0.24
2017,0,31557,Jim Herman,75.21,88,117,-0.24
2017,0,22046,Geoff Ogilvy,75.21,88,117,-0.27
2017,0,29289,S.Y. Noh,75.17,109,145,-0.23
2017,0,25900,Lucas Glover,75.15,124,165,-0.31
2017,0,29461,Jamie Lovemark,74.86,131,175,-0.28
2017,0,24358,Robert Garrigus,74.83,107,143,-0.3
2017,0,37454,Whee Kim,74.77,80,107,-0.26
2017,0,37278,Nicholas Lindheim,74.73,68,91,-0.18
2017,0,27214,Kevin Streelman,74.7,124,166,-0.23
2017,0,25572,Graeme McDowell,74.67,56,75,-0.39
2017,0,25834,Daniel Summerhays,74.64,103,138,-0.24
2017,0,24024,Zach Johnson,74.62,97,130,-0.36
2017,0,48084,Wesley Bryan,74.58,88,118,-0.3
2017,0,32448,James Hahn,74.56,126,169,-0.25
2017,0,12716,Charley Hoffman,74.55,164,220,-0.26
2017,0,24138,Ian Poulter,74.55,82,110,-0.24
2017,0,33141,Keegan Bradley,74.53,120,161,-0.32
2017,0,24781,Hunter Mahan,74.44,99,133,-0.25
2017,0,23497,Tag Ridings,74.44,99,133,-0.28
2017,0,31202,William McGirt,74.32,110,148,-0.2
2017,0,29908,C.T. Pan,74.32,110,148,-0.25
2017,0,25345,Carl Pettersson,74.29,78,105,-0.26
2017,0,46970,Jon Rahm,74.27,127,171,-0.31
2017,0,35110,Brett Drewitt,74.23,72,97,-0.29
2017,0,29974,Branden Grace,74.19,69,93,-0.25
2017,0,29223,Sam Saunders,74.19,92,124,-0.32
2017,0,32150,Michael Thompson,74.12,63,85,-0.22
2017,0,26329,Louis Oosthuizen,74.07,60,81,-0.3
2017,0,23800,Bryce Molder,74.0,74,100,-0.22
2017,0,20472,Alex Cejka,73.91,85,115,-0.34
2017,0,39324,J.J. Spaun,73.83,110,149,-0.21
2017,0,33122,Russell Knox,73.64,81,110,-0.15
2017,0,32839,Hideki Matsuyama,73.58,78,106,-0.28
2017,0,34213,Grayson Murray,73.37,146,199,-0.26
2017,0,34358,Jonathan Randolph,73.33,66,90,-0.2
2017,0,32333,Kevin Tway,73.33,121,165,-0.28
2017,0,47128,Richy Werenski,73.33,99,135,-0.24
2017,0,49771,J.T. Poston,73.2,112,153,-0.25
2017,0,31323,Gary Woodland,73.17,90,123,-0.31
2017,0,35879,Kelly Kraft,73.0,73,100,-0.29
2017,0,30852,Ryo Ishikawa,72.84,59,81,-0.22
2017,0,20157,Retief Goosen,72.83,67,92,-0.19
2017,0,27095,Nick Watney,72.73,104,143,-0.2
2017,0,29926,Danny Lee,72.57,82,113,-0.32
2017,0,33418,Shawn Stefani,72.55,74,102,-0.34
2017,0,33948,Byeong Hun An,72.48,79,109,-0.28
2017,0,28420,Ryan Brehm,72.41,105,145,-0.2
2017,0,35450,Patrick Cantlay,72.34,68,94,-0.25
2017,0,29518,Brendan Steele,72.34,102,141,-0.36
2017,0,30191,Julián Etulain,72.22,91,126,-0.24
2017,0,47959,Bryson DeChambeau,72.06,98,136,-0.24
2017,0,35506,Mackenzie Hughes,72.04,152,211,-0.28
2017,0,33461,Morgan Hoffmann,72.02,121,168,-0.24
2017,0,33120,Mark Anderson,71.91,64,89,-0.22
2017,0,26851,Marc Leishman,71.9,87,121,-0.25
2017,0,28093,Miguel Angel Carballo,71.74,66,92,-0.18
2017,0,32757,Patton Kizzire,71.71,109,152,-0.25
2017,0,27436,Graham DeLaet,71.7,114,159,-0.2
2017,0,29725,Tony Finau,71.51,133,186,-0.2
2017,0,32366,Kevin Chappell,71.43,105,147,-0.27
2017,0,27936,Martin Laird,71.43,85,119,-0.29
2017,0,23621,Rory Sabbatini,71.43,75,105,-0.28
2017,0,20593,Greg Chalmers,71.33,102,143,-0.26
2017,0,28679,Fabián Gómez,71.3,77,108,-0.35
2017,0,29485,Brett Stegmaier,71.2,89,125,-0.21
2017,0,25364,Paul Casey,71.19,84,118,-0.35
2017,0,36801,Mark Hubbard,71.13,69,97,-0.28
2017,0,22405,Justin Rose,71.11,64,90,-0.28
2017,0,34099,Harris English,71.03,103,145,-0.19
2017,0,27141,J.B. Holmes,70.99,93,131,-0.31
2017,0,25191,Gonzalo Fernandez-Castaño,70.87,73,103,-0.27
2017,0,28089,Jason Day,70.71,70,99,-0.34
2017,0,34360,Patrick Reed,70.55,115,163,-0.25
2017,0,46732,Rick Lamb,70.53,67,95,-0.12
2017,0,25804,Bubba Watson,70.34,83,118,-0.33
2017,0,21209,Sergio Garcia,70.21,66,94,-0.32
2017,0,25720,Chad Collins,70.11,61,87,-0.21
2017,0,32200,Roberto Castro,70.09,82,117,-0.24
2017,0,46501,Ollie Schniederjans,70.07,103,147,-0.28
2017,0,25892,Steve Wheatcroft,70.0,49,70,-0.29
2017,0,46443,Brian Campbell,69.61,71,102,-0.3
2017,0,35300,Andrew Loupe,69.49,82,118,-0.26
2017,0,19846,Brian Gay,69.4,93,134,-0.19
2017,0,40058,Zac Blair,69.39,102,147,-0.21
2017,0,24507,Jason Bohn,69.16,74,107,-0.35
2017,0,26331,Charl Schwartzel,69.01,49,71,-0.31
2017,0,26300,Matt Jones,68.97,80,116,-0.19
2017,0,46550,Brandon Hagy,68.75,110,160,-0.23
2017,0,46440,Smylie Kaufman,68.53,98,143,-0.22
2017,0,1810,Phil Mickelson,68.38,80,117,-0.29
2017,0,6522,Ernie Els,68.12,47,69,-0.32
2017,0,40009,Dominic Bozzelli,68.06,98,144,-0.22
2017,0,30944,Jason Kokrak,67.82,118,174,-0.22
2017,0,27064,Jhonattan Vegas,66.96,77,115,-0.29
2017,0,29479,Scott Brown,66.91,91,136,-0.26
2017,0,37455,Si Woo Kim,66.39,79,119,-0.3
2017,0,22986,Søren Kjeldsen,66.04,35,53,-0.37
2017,0,28307,Matt Every,65.93,89,135,-0.2
2017,0,28237,Rory McIlroy,65.67,44,67,-0.18
2017,0,25274,Steven Bowditch,65.59,61,93,-0.2
2017,0,39954,Cody Gribble,64.52,80,124,-0.2
2017,0,36689,Brooks Koepka,64.05,98,153,-0.31
2017,0,26499,Rafa Cabrera Bello,60.0,48,80,-0.35
2016,0,25349,Tim Wilkinson,85.86,85,99,-0.27
2016,0,10809,Jim Furyk,84.85,56,66,-0.3
2016,0,20572,Rod Pampling,84.62,55,65,-0.2
2016,0,29420,Billy Horschel,83.67,82,98,-0.32
2016,0,20229,Stewart Cink,83.51,81,97,-0.23
2016,0,24912,Will MacKenzie,83.46,106,127,-0.24
2016,0,20645,John Senden,83.46,111,133,-0.21
2016,0,27770,Camilo Villegas,83.21,109,131,-0.23
2016,0,24140,Sean O'Hair,83.1,118,142,-0.28
2016,0,24461,Thomas Aiken,82.42,75,91,-0.28
2016,0,24357,K.J. Choi,82.26,102,124,-0.31
2016,0,33461,Morgan Hoffmann,82.2,97,118,-0.2
2016,0,25900,Lucas Glover,81.88,122,149,-0.29
2016,0,20472,Alex Cejka,81.82,90,110,-0.26
2016,0,29289,S.Y. Noh,81.45,101,124,-0.32
2016,0,23638,Brendon de Jonge,81.43,114,140,-0.24
