YEAR,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
2019,0,32757,Patton Kizzire,63,The RSM Classic,3
2019,0,36689,Brooks Koepka,63,PGA Champ/Bethp,1
2019,0,23108,Matt Kuchar,63,RBC Canadian/Ha,2
2019,0,27936,Martin Laird,63,Barbasol/Keene,4
2019,0,28775,Nate Lashley,63,Rocket Mortgage,3
2019,0,34409,David Lingmerth,63,Barbasol/Keene,2
2019,0,27129,Luke List,63,The RSM Classic,3
2019,0,35449,Adam Long,63,Desert Classic/,3
2019,0,33204,Shane Lowry,63,The Open/Royal,3
2019,0,32839,Hideki Matsuyama,63,BMW Champ/Medin,4
2019,0,47993,Denny McCarthy,63,Byron Nelson/Tr,1
2019,0,55421,Chip McDaniel,63,Puntacana/Coral,4
2019,0,39546,Keith Mitchell,63,Sony Open/Waial,3
2019,0,45486,Joaquin Niemann,63,Wyndham/Sedgefi,4
2019,0,26476,Chez Reavie,63,Travelers/TPC R,3
2019,0,34360,Patrick Reed,63,Wyndham/Sedgefi,4
2019,0,54303,Charlie Reiter,63,Desert Classic/,3
2019,0,22405,Justin Rose,63,the Memorial/Mu,2
2019,0,23621,Rory Sabbatini,63,Wyndham/Sedgefi,1
2019,0,24502,Adam Scott,63,THE CJ CUP/Nine,4
2019,0,29221,Webb Simpson,63,The RSM Classic,3
2019,0,49960,Sepp Straka,63,Barbasol/Keene,3
2019,0,25493,Nick Taylor,63,Barbasol/Keene,1
2019,0,29484,Peter Uihlein,63,Byron Nelson/Tr,3
2019,0,26951,Johnson Wagner,63,Wyndham/Sedgefi,1
2019,0,47128,Richy Werenski,63,The RSM Classic,3
2019,0,49964,Aaron Wise,63,Mayakoba/El Cam,3
2019,0,30978,Kiradech Aphibarnrat,64,Wyndham/Sedgefi,1
2019,0,19803,Ryan Armour,64,Wyndham/Sedgefi,1
2019,0,40009,Dominic Bozzelli,64,Desert Classic/,3
2019,0,47504,Sam Burns,64,3M Open/TPC Twi,4
2019,0,24925,Jonathan Byrd,64,RBC Canadian/Ha,3
2019,0,25364,Paul Casey,64,Pebble Beach/Mo,2
2019,0,32200,Roberto Castro,64,RBC Canadian/Ha,1
2019,0,34021,Bud Cauley,64,Byron Nelson/Tr,3
2019,0,51766,Wyndham Clark,64,3M Open/TPC Twi,3
2019,0,45860,Case Cochran,64,Barbasol/Keene,2
2019,0,39997,Corey Conners,64,3M Open/TPC Twi,2
2019,0,49633,Charlie Danielson,64,3M Open/TPC Twi,3
2019,0,45157,Cam Davis,64,Barbasol/Keene,4
2019,0,6522,Ernie Els,64,The RSM Classic,4
2019,0,34099,Harris English,64,Wyndham/Sedgefi,4
2019,0,28307,Matt Every,64,3M Open/TPC Twi,2
2019,0,29725,Tony Finau,64,Charles Schwab/,1
2019,0,40098,Matt Fitzpatrick,64,WGC-FedEx/TPC S,2
2019,0,29970,Dylan Frittelli,64,John Deere/TPC,4
2019,0,10809,Jim Furyk,64,THE PLAYERS/TPC,2
2019,0,46523,Joey Garber,64,Desert Classic/,2
2019,0,29535,Brice Garnett,64,Wyndham/Sedgefi,2
2019,0,28679,Fabián Gómez,64,Wyndham/Sedgefi,2
2019,0,46402,Talor Gooch,64,Desert Classic/,4
2019,0,29974,Branden Grace,64,Phoenix Open/TP,2
2019,0,24924,Bill Haas,64,John Deere/TPC,3
2019,0,34563,Chesson Hadley,64,Wyndham/Sedgefi,2
2019,0,33399,Adam Hadwin,64,3M Open/TPC Twi,1
2019,0,28938,Justin Harding,64,WGC-FedEx/TPC S,3
2019,0,35421,Brandon Harkins,64,Wyndham/Sedgefi,2
2019,0,27644,Brian Harman,64,The RSM Classic,4
2019,0,49298,Kramer Hickok,64,Mayakoba/El Cam,1
2019,0,35532,Tom Hoge,64,Byron Nelson/Tr,1
2019,0,29420,Billy Horschel,64,Wyndham/Sedgefi,4
2019,0,46717,Viktor Hovland,64,Wyndham/Sedgefi,3
2019,0,21961,Charles Howell III,64,Sony Open/Waial,3
2019,0,36799,Stephan Jaeger,64,RBC Canadian/Ha,2
2019,0,24024,Zach Johnson,64,Desert Classic/,3
2019,0,37455,Si Woo Kim,64,Wyndham/Sedgefi,4
2019,0,33122,Russell Knox,64,Desert Classic/,3
2019,0,32816,Satoshi Kodaira,64,WGC-Mexico/Club,4
2019,0,30944,Jason Kokrak,64,Wyndham/Sedgefi,3
2019,0,34261,Scott Langley,64,Pebble Beach/Mo,1
2019,0,49766,Hank Lebioda,64,Barbasol/Keene,2
2019,0,29926,Danny Lee,64,PGA Champ/Bethp,1
2019,0,32791,K.H. Lee,64,Travelers/TPC R,1
2019,0,39004,Dru Love,64,The RSM Classic,3
2019,0,1706,Davis Love III,64,Sony Open/Waial,3
2019,0,37380,Curtis Luck,64,Desert Classic/,1
2019,0,28300,Joost Luiten,64,WGC-Mexico/Club,4
2019,0,24781,Hunter Mahan,64,The RSM Classic,4
2019,0,28158,Steve Marino,64,Mayakoba/El Cam,2
2019,0,25572,Graeme McDowell,64,Puntacana/Coral,3
2019,0,25198,Francesco Molinari,64,Arnold Palmer/B,4
2019,0,26596,Ryan Moore,64,Travelers/TPC R,2
2019,0,50525,Collin Morikawa,64,3M Open/TPC Twi,3
2019,0,46601,Trey Mullinax,64,Phoenix Open/TP,2
2019,0,48822,Sebastián Muñoz,64,John Deere/TPC,3
2019,0,29908,C.T. Pan,64,Farmers/Torrey,1
2019,0,24361,Pat Perez,64,Byron Nelson/Tr,4
2019,0,33293,Thomas Pieters,64,WGC-HSBC Champ/,2
2019,0,27556,Ted Potter Jr.,64,Wyndham/Sedgefi,1
2019,0,28252,Seamus Power,64,Wyndham/Sedgefi,1
2019,0,47856,Seth Reeves,64,Shriners/TPC Su,1
2019,0,35732,Wes Roach,64,Barbasol/Keene,1
2019,0,32058,José de Jesús Rodríguez,64,Mayakoba/El Cam,2
2019,0,30786,Brady Schnell,64,Byron Nelson/Tr,3
2019,0,39113,Shubhankar Sharma,64,THE CJ CUP/Nine,3
2019,0,33486,Roger Sloan,64,Mayakoba/El Cam,2
2019,0,34046,Jordan Spieth,64,NORTHERN TRUST/,2
2019,0,30692,Scott Stallings,64,Wyndham/Sedgefi,2
2019,0,30110,Kyle Stanley,64,Wyndham/Sedgefi,4
2019,0,33418,Shawn Stefani,64,Byron Nelson/Tr,3
2019,0,27214,Kevin Streelman,64,Texas Open/TPC,4
2019,0,27963,Chris Stroud,64,Puntacana/Coral,3
2019,0,31560,Brian Stuard,64,Sony Open/Waial,3
2019,0,33449,Zack Sucher,64,Travelers/TPC R,1
2019,0,34264,Hudson Swafford,64,Sony Open/Waial,4
2019,0,27330,Josh Teater,64,Wyndham/Sedgefi,4
2019,0,32150,Michael Thompson,64,Genesis Open/Ri,2
2019,0,2206,David Toms,64,Barbasol/Keene,2
2019,0,40006,Erik van Rooyen,64,RBC Canadian/Ha,1
2019,0,37189,Harold Varner III,64,Phoenix Open/TP,1
2019,0,27095,Nick Watney,64,John Deere/TPC,3
2019,0,37340,Chase Wright,64,The RSM Classic,4
2019,0,49303,Anders Albertson,65,Shriners/TPC Su,3
2019,0,20098,Stuart Appleby,65,The RSM Classic,3
2019,0,21407,Arjun Atwal,65,3M Open/TPC Twi,1
2019,0,22371,Aaron Baddeley,65,Desert Classic/,4
2019,0,28259,Sangmoon Bae,65,Sony Open/Waial,2
2019,0,56220,Garrett Barber,65,The RSM Classic,2
2019,0,28697,Gaganjeet Bhullar,65,CIMB Classic/TP,4
2019,0,27958,Ryan Blaum,65,Barbasol/Keene,3
2019,0,24507,Jason Bohn,65,Puntacana/Coral,2
2019,0,26499,Rafa Cabrera Bello,65,Arnold Palmer/B,1
2019,0,12510,Chad Campbell,65,Byron Nelson/Tr,1
2019,0,45734,John Catlin,65,CIMB Classic/TP,2
2019,0,32366,Kevin Chappell,65,Mayakoba/El Cam,1
2019,0,25720,Chad Collins,65,Safeway Open/Si,2
2019,0,1226,Fred Couples,65,Safeway Open/Si,2
2019,0,23541,Ben Crane,65,RBC Canadian/Ha,2
2019,0,34076,Joel Dahmen,65,Wyndham/Sedgefi,1
2019,0,23983,Luke Donald,65,the Memorial/Mu,3
2019,0,30911,Tommy Fleetwood,65,WGC-FedEx/TPC S,3
2019,0,30750,Tommy Gainey,65,Barbasol/Keene,3
2019,0,21209,Sergio Garcia,65,Wells Fargo/Qua,3
2019,0,24358,Robert Garrigus,65,Barbasol/Keene,2
2019,0,20766,Padraig Harrington,65,Byron Nelson/Tr,4
2019,0,33461,Morgan Hoffmann,65,Byron Nelson/Tr,3
2019,0,35461,Beau Hossler,65,3M Open/TPC Twi,3
2019,0,32775,Shugo Imahira,65,WGC-FedEx/TPC S,1
2019,0,21731,Freddie Jacobson,65,Travelers/TPC R,2
2019,0,47990,Kyle Jones,65,Barbasol/Keene,3
2019,0,27408,Martin Kaymer,65,Charles Schwab/,2
2019,0,31420,Anirban Lahiri,65,John Deere/TPC,2
2019,0,33410,Andrew Landry,65,Wyndham/Sedgefi,3
2019,0,50526,Tom Lovelady,65,Barbasol/Keene,2
2019,0,34466,Peter Malnati,65,Desert Classic/,2
2019,0,24490,George McNeill,65,Puntacana/Coral,2
2019,0,34213,Grayson Murray,65,Pebble Beach/Mo,3
2019,0,27349,Alex Noren,65,THE CJ CUP/Nine,2
2019,0,30163,Henrik Norlander,65,The RSM Classic,4
2019,0,24140,Sean O'Hair,65,The RSM Classic,2
2019,0,33968,Thorbjørn Olesen,65,WGC-FedEx/TPC S,3
2019,0,26329,Louis Oosthuizen,65,NORTHERN TRUST/,2
2019,0,32876,Martin Piller,65,The RSM Classic,4
2019,0,30946,Alex Prugh,65,Sony Open/Waial,3
2019,0,53165,Doc Redman,65,John Deere/TPC,2
2019,0,29223,Sam Saunders,65,John Deere/TPC,4
2019,0,47347,Adam Schenk,65,Barbasol/Keene,4
2019,0,46501,Ollie Schniederjans,65,THE PLAYERS/TPC,3
2019,0,6567,Vijay Singh,65,Honda Classic/P,3
2019,0,35891,Cameron Smith,65,WGC-FedEx/TPC S,1
2019,0,39324,J.J. Spaun,65,Mayakoba/El Cam,3
2019,0,29518,Brendan Steele,65,THE CJ CUP/Nine,3
2019,0,34431,Robert Streb,65,Travelers/TPC R,1
2019,0,23325,Vaughn Taylor,65,John Deere/TPC,1
2019,0,23788,D.J. Trahan,65,Barbasol/Keene,1
2019,0,33419,Cameron Tringale,65,John Deere/TPC,3
2019,0,32333,Kevin Tway,65,NORTHERN TRUST/,4
2019,0,25632,Jimmy Walker,65,RBC Canadian/Ha,1
2019,0,48887,Matt Wallace,65,WGC-FedEx/TPC S,3
2019,0,25804,Bubba Watson,65,WGC-FedEx/TPC S,1
2019,0,26289,Boo Weekley,65,Puerto Rico/Coc,3
2019,0,20396,Lee Westwood,65,WGC-Mexico/Club,3
2019,0,32139,Danny Willett,65,The Open/Royal,3
2019,0,8793,Tiger Woods,65,Genesis Open/Ri,3
2019,0,32334,Charlie Beljan,66,Barbasol/Keene,2
2019,0,40026,Daniel Berger,66,John Deere/TPC,2
2019,0,20472,Alex Cejka,66,Desert Classic/,1
2019,0,34306,John Chin,66,Barbasol/Keene,2
2019,0,24357,K.J. Choi,66,RBC Heritage/Ha,2
2019,0,54926,George Cunningham,66,Shriners/TPC Su,4
2019,0,33653,Thomas Detry,66,Puntacana/Coral,2
2019,0,46567,Paul Dunne,66,Puntacana/Coral,1
2019,0,30907,Rhys Enoch,66,U.S. Open/Pebbl,2
2019,0,30191,Julián Etulain,66,Puntacana/Coral,3
2019,0,31416,Derek Fathauer,66,Puntacana/Coral,2
2019,0,34136,Armando Favela,66,Mayakoba/El Cam,4
2019,0,39412,Zack Fischer,66,Texas Open/TPC,4
2019,0,30736,Oscar Fraustro,66,Mayakoba/El Cam,1
2019,0,39954,Cody Gribble,66,Barbasol/Keene,2
2019,0,46550,Brandon Hagy,66,Farmers/Torrey,1
2019,0,32448,James Hahn,66,Mayakoba/El Cam,1
2019,0,34363,Tyrrell Hatton,66,WGC-FedEx/TPC S,1
2019,0,26758,David Hearn,66,RBC Canadian/Ha,1
2019,0,54628,Lee Hodges,66,The RSM Classic,4
2019,0,34656,Mikumu Horikawa,66,WGC-FedEx/TPC S,3
2019,0,47056,Rikuya Hoshino,66,Sony Open/Waial,1
2019,0,46404,Marcus Kinhult,66,U.S. Open/Pebbl,4
2019,0,30926,Chris Kirk,66,Arnold Palmer/B,3
2019,0,36852,Jim Knous,66,Sony Open/Waial,1
2019,0,36326,David Lipsky,66,Puntacana/Coral,3
2019,0,29461,Jamie Lovemark,66,Mayakoba/El Cam,2
2019,0,45729,Drew Nesbitt,66,RBC Canadian/Ha,1
2019,0,34709,Eddie Pepperell,66,WGC-FedEx/TPC S,3
2019,0,36824,Paul Peterson,66,Wyndham/Sedgefi,2
2019,0,24138,Ian Poulter,66,NORTHERN TRUST/,2
2019,0,46414,Aaron Rai,66,WGC-FedEx/TPC S,3
2019,0,47995,Davis Riley,66,Byron Nelson/Tr,3
2019,0,25562,Andres Romero,66,Puerto Rico/Coc,1
2019,0,26331,Charl Schwartzel,66,Puerto Rico/Coc,4
2019,0,21528,Henrik Stenson,66,RBC Canadian/Ha,2
2019,0,10387,Chris Thompson,66,RBC Canadian/Ha,2
2019,0,30927,Brendon Todd,66,John Deere/TPC,1
2019,0,35617,Martin Trainer,66,John Deere/TPC,2
2019,0,45733,Austen Truslow,66,Puerto Rico/Coc,4
2019,0,28132,Tyrone Van Aswegen,66,Barbasol/Keene,2
2019,0,24663,Y.E. Yang,66,Sony Open/Waial,4
2019,0,55410,Shintaro Ban,67,Mayakoba/El Cam,2
2019,0,37212,Paul Barjon,67,RBC Canadian/Ha,3
2019,0,33803,Lucas Bjerregaard,67,Honda Classic/P,4
2019,0,34310,Alexander Björk,67,WGC-Mexico/Club,4
2019,0,57591,Cullan Brown,67,Barbasol/Keene,3
2019,0,55708,Hayden Buckley,67,Sanderson Farms,2
2019,0,55648,Minchel Choi,67,CIMB Classic/TP,3
2019,0,20850,Daniel Chopra,67,Barbasol/Keene,1
2019,0,28937,George Coetzee,67,WGC-Mexico/Club,1
2019,0,32582,Eric Dugas,67,Sony Open/Waial,1
2019,0,50423,Philip Eriksson,67,WGC-FedEx/TPC S,4
2019,0,55954,Lukas Euler,67,Barbasol/Keene,2
2019,0,27896,Ross Fisher,67,PGA Champ/Bethp,2
2019,0,23353,J.J. Henry,67,Charles Schwab/,1
2019,0,34174,John Huh,67,Honda Classic/P,3
2019,0,29222,Billy Hurley III,67,Barbasol/Keene,3
2019,0,47238,Jazz Janewattananond,67,PGA Champ/Bethp,3
2019,0,39470,Richard Jung,67,RBC Canadian/Ha,1
2019,0,30711,Colt Knost,67,RBC Canadian/Ha,1
2019,0,1677,Tom Lehman,67,3M Open/TPC Twi,1
2019,0,35296,Haotong Li,67,WGC-FedEx/TPC S,3
2019,0,24912,Will MacKenzie,67,Barbasol/Keene,1
2019,0,27933,John Merrick,67,Barbasol/Keene,2
2019,0,52330,Dylan Meyer,67,Shriners/TPC Su,2
2019,0,1945,Kenny Perry,67,Pebble Beach/Mo,1
2019,0,33592,Andy Pope,67,Wyndham/Sedgefi,1
2019,0,47983,Chad Ramey,67,Sanderson Farms,1
2019,0,34358,Jonathan Randolph,67,Sanderson Farms,4
2019,0,46046,Scottie Scheffler,67,Byron Nelson/Tr,1
2019,0,20645,John Senden,67,John Deere/TPC,1
2019,0,49709,Matthew Short,67,Wells Fargo/Qua,2
2019,0,6527,Steve Stricker,67,the Memorial/Mu,3
2019,0,50493,Justin Suh,67,3M Open/TPC Twi,1
2019,0,52144,Braden Thornberry,67,Farmers/Torrey,2
2019,0,10423,Mike Weir,67,Wyndham/Sedgefi,1
2019,0,55940,Andrew Wilson,67,The Open/Royal,2
2019,0,54328,Norman Xiong,67,Sanderson Farms,2
2019,0,10885,Robert Allenby,68,Puerto Rico/Coc,4
2019,0,32622,Matthew Baldwin,68,The Open/Royal,2
2019,0,32070,Rafael Campos,68,Puerto Rico/Coc,2
2019,0,11123,Chris Couch,68,Barbasol/Keene,4
2019,0,34262,Jon Curran,68,Safeway Open/Si,1
2019,0,21753,Brian Davis,68,Puerto Rico/Coc,3
2019,0,47663,Kevin Dougherty,68,Shriners/TPC Su,1
2019,0,29936,Ryan Fox,68,The Open/Royal,1
2019,0,29720,Andres Gonzales,68,Safeway Open/Si,2
2019,0,27324,Seungsu Han,68,Puntacana/Coral,2
2019,0,12782,Tim Herron,68,Charles Schwab/,2
2019,0,34296,Wes Homan,68,Rocket Mortgage,2
2019,0,36514,Yuki Inamori,68,Sony Open/Waial,4
2019,0,47917,Takumi Kanaya,68,Masters/Augusta,3
2019,0,39384,Alex Kang,68,Puerto Rico/Coc,1
2019,0,39975,Michael Kim,68,CIMB Classic/TP,3
2019,0,32369,Sihwan Kim,68,CIMB Classic/TP,4
2019,0,48117,Kurt Kitayama,68,PGA Champ/Bethp,2
2019,0,49481,Tae Hee Lee,68,Genesis Open/Ri,1
2019,0,27619,Ben Leong,68,CIMB Classic/TP,1
2019,0,35104,Tom Lewis,68,The Open/Royal,3
2019,0,29772,Michael Lorenzo-Vera,68,PGA Champ/Bethp,1
2019,0,52215,Robert MacIntyre,68,The Open/Royal,4
2019,0,33413,Ben Martin,68,Sony Open/Waial,2
2019,0,27120,Troy Matteson,68,Barbasol/Keene,1
2019,0,40042,Tyler McCumber,68,Safeway Open/Si,2
2019,0,39852,Doyeob Mun,68,THE CJ CUP/Nine,4
2019,0,54367,Cole Nygren,68,Shriners/TPC Su,2
2019,0,39262,Alvaro Ortiz,68,3M Open/TPC Twi,2
2019,0,51863,Carter Page,68,Wyndham/Sedgefi,2
2019,0,20572,Rod Pampling,68,Barbasol/Keene,3
2019,0,32797,Sanghyun Park,68,The Open/Royal,3
2019,0,25240,D.A. Points,68,The RSM Classic,2
2019,0,10213,Dicky Pride,68,John Deere/TPC,2
2019,0,34541,Poom Saksansin,68,WGC-FedEx/TPC S,1
2019,0,40181,Clément Sordet,68,U.S. Open/Pebbl,2
2019,0,54364,Stephen Stallings Jr.,68,Barbasol/Keene,2
2019,0,24459,Richard Sterne,68,WGC-Mexico/Club,2
2019,0,50674,Ashton Turner,68,The Open/Royal,4
2019,0,31113,Paul Waring,68,The Open/Royal,2
2019,0,30261,Ryan Yip,68,RBC Canadian/Ha,1
2019,0,23778,Brad Adamonis,69,Mayakoba/El Cam,2
2019,0,21633,Steve Allan,69,John Deere/TPC,1
2019,0,54625,Dawson Armstrong,69,Sanderson Farms,1
2019,0,52096,Adri Arnaus,69,U.S. Open/Pebbl,1
2019,0,23048,Eric Axley,69,The RSM Classic,1
2019,0,48001,Zach Bauchou,69,RBC Canadian/Ha,1
2019,0,23614,Rich Beem,69,PGA Champ/Bethp,4
2019,0,28087,Kris Blanks,69,3M Open/TPC Twi,2
2019,0,57339,Étienne Brault,69,RBC Canadian/Ha,2
2019,0,57547,Callum Bruce,69,Barbasol/Keene,2
2019,0,48084,Wesley Bryan,69,Mayakoba/El Cam,1
2019,0,28455,Will Claxton,69,John Deere/TPC,2
2019,0,47906,Austin Connelly,69,RBC Canadian/Ha,1
2019,0,23638,Brendon de Jonge,69,The RSM Classic,3
2019,0,32444,JC Deacon,69,RBC Canadian/Ha,2
2019,0,35110,Brett Drewitt,69,Safeway Open/Si,3
2019,0,9011,David Duval,69,Puerto Rico/Coc,2
2019,0,54687,Broc Everett,69,Wells Fargo/Qua,2
2019,0,28500,Martin Flores,69,Puerto Rico/Coc,3
2019,0,20157,Retief Goosen,69,The RSM Classic,1
2019,0,54591,Ben Griffin,69,Puerto Rico/Coc,3
2019,0,47988,Nick Hardy,69,Shriners/TPC Su,2
2019,0,30812,Benjamin Hebert,69,The Open/Royal,2
2019,0,47989,Sam Horsfield,69,Arnold Palmer/B,4
2019,0,22378,Trevor Immelman,69,Masters/Augusta,4
2019,0,46460,Dongkyu Jang,69,The Open/Royal,2
2019,0,26735,Marty Jertson,69,PGA Champ/Bethp,2
2019,0,46440,Smylie Kaufman,69,Rocket Mortgage,4
2019,0,8075,Jerry Kelly,69,Sony Open/Waial,1
2019,0,47420,Jake Knapp,69,RBC Canadian/Ha,2
2019,0,29370,Mikko Korhonen,69,The Open/Royal,2
2019,0,25431,Rob Labritz,69,PGA Champ/Bethp,2
2019,0,37250,Romain Langasque,69,The Open/Royal,1
2019,0,46113,Ryan McCormick,69,Travelers/TPC R,1
2019,0,24449,Parker McLachlin,69,Puntacana/Coral,1
2019,0,39185,Jake McLeod,69,WGC-Mexico/Club,2
2019,0,27171,Jay McLuen,69,Puerto Rico/Coc,2
2019,0,46442,Maverick McNealy,69,Safeway Open/Si,3
2019,0,46045,Michael Miller,69,Travelers/TPC R,1
2019,0,49451,Blake Morris,69,The RSM Classic,2
2019,0,56320,Bryson Nimmer,69,Puerto Rico/Coc,4
2019,0,47127,David Pastore,69,Honda Classic/P,2
2019,0,30756,Andrea Pavan,69,WGC-HSBC Champ/,3
2019,0,51563,Jovan Rebula,69,the Memorial/Mu,2
2019,0,56295,Hunter Richardson,69,Barbasol/Keene,2
2019,0,22913,John Rollins,69,Pebble Beach/Mo,2
2019,0,21452,Steve Scott,69,Wyndham/Sedgefi,1
2019,0,56358,Hayden Shieh,69,U.S. Open/Pebbl,2
2019,0,22293,Heath Slocum,69,Barbasol/Keene,2
2019,0,8385,Omar Uresti,69,Puntacana/Coral,2
2019,0,35658,Kris Ventura,69,Texas Open/TPC,4
2019,0,34126,Scott Vincent,69,CIMB Classic/TP,3
2019,0,27140,Justin Walters,69,U.S. Open/Pebbl,4
2019,0,20160,Charlie Wi,69,Barbasol/Keene,2
2019,0,21878,Mark Wilson,69,Desert Classic/,2
2019,0,52374,Brandon Wu,69,U.S. Open/Pebbl,2
2019,0,33155,James Allenby,70,RBC Canadian/Ha,2
2019,0,40058,Zac Blair,70,Puerto Rico/Coc,3
2019,0,22764,Michael Block,70,Desert Classic/,2
2019,0,23656,Jason Caron,70,PGA Champ/Bethp,1
2019,0,29294,Ho Sung Choi,70,John Deere/TPC,1
2019,0,57320,Joe Deraney,70,RBC Canadian/Ha,2
2019,0,20104,Ken Duke,70,Puerto Rico/Coc,3
2019,0,33736,Brian Dwyer,70,3M Open/TPC Twi,2
2019,0,57361,Chandler Eaton,70,U.S. Open/Pebbl,2
2019,0,37273,Derek Ernst,70,Barbasol/Keene,2
2019,0,12820,Ray Franz Jr.,70,RBC Heritage/Ha,2
2019,0,56149,Wilson Furr,70,Sanderson Farms,2
2019,0,32662,Michael Gligic,70,RBC Canadian/Ha,1
2019,0,39058,Lucas Herbert,70,PGA Champ/Bethp,2
2019,0,29136,Innchoon Hwang,70,The Open/Royal,3
2019,0,24321,Kodai Ichihara,70,WGC-FedEx/TPC S,4
2019,0,26908,Yuta Ikeda,70,Sony Open/Waial,2
2019,0,26285,Grover Justice,70,Barbasol/Keene,1
2019,0,27797,Derek Lamely,70,Puerto Rico/Coc,2
2019,0,31109,Richard Lee,70,RBC Canadian/Ha,1
2019,0,35139,Richard Lee,70,Genesis Open/Ri,1
2019,0,34579,Alexander Levy,70,WGC-HSBC Champ/,2
2019,0,51379,John Lyras,70,Wyndham/Sedgefi,2
2019,0,34031,Dong Seop Maeng,70,THE CJ CUP/Nine,4
2019,0,35675,Nyasha Mauchaza,70,3M Open/TPC Twi,2
2019,0,33077,Eamonn McLoughlin,70,Mayakoba/El Cam,1
2019,0,55420,Cooper Musselman,70,Desert Classic/,1
2019,0,56329,Derek Oland,70,Byron Nelson/Tr,2
2019,0,27942,Rob Oppenheim,70,Shriners/TPC Su,2
2019,0,34575,Adrian Otaegui,70,WGC-Mexico/Club,4
2019,0,33951,Julio Santos,70,Puntacana/Coral,2
2019,0,46035,Callum Shinkwin,70,The Open/Royal,4
2019,0,37410,Hiram Silfa,70,Puntacana/Coral,2
2019,0,26679,Kevin Stadler,70,Sanderson Farms,1
2019,0,24964,Ryan Vermeer,70,PGA Champ/Bethp,1
2019,0,29454,Bernd Wiesberger,70,The Open/Royal,4
2019,0,26392,Chris Wilson,70,Barbasol/Keene,2
2019,0,55454,Carl Yuan,70,WGC-HSBC Champ/,3
2019,0,33120,Mark Anderson,71,RBC Heritage/Ha,2
2019,0,46908,Mark Anguiano,71,Safeway Open/Si,2
2019,0,31395,Yosuke Asaji,71,The Open/Royal,3
2019,0,30996,Mark Baldwin,71,3M Open/TPC Twi,2
2019,0,31678,Oliver Bekker,71,WGC-HSBC Champ/,2
2019,0,32252,Nino Bertasio,71,The Open/Royal,2
2019,0,56848,Justin Bertsch,71,Puntacana/Coral,2
2019,0,45522,Christiaan Bezuidenhout,71,The Open/Royal,2
2019,0,55888,Devon Bling,71,Masters/Augusta,3
2019,0,33974,Dean Burmester,71,U.S. Open/Pebbl,2
2019,0,52571,Marc-Étienne Bussières,71,RBC Canadian/Ha,2
2019,0,19825,Darren Clarke,71,The Open/Royal,1
2019,0,1200,Keith Clearwater,71,Charles Schwab/,1
2019,0,1249,John Daly,71,Barbasol/Keene,1
2019,0,55540,Thomas DeMarco,71,RBC Canadian/Ha,1
2019,0,56286,BJ Doucett,71,Farmers/Torrey,1
2019,0,36299,Edward Figueroa,71,Puerto Rico/Coc,1
2019,0,7457,Steve Flesch,71,Barbasol/Keene,2
2019,0,29833,Yoshinori Fujimoto,71,The Open/Royal,2
2019,0,55413,Luis Gagne,71,U.S. Open/Pebbl,1
2019,0,24580,Rahil Gangjee,71,CIMB Classic/TP,2
2019,0,31044,Matt Harmon,71,Rocket Mortgage,1
2019,0,31121,Berry Henson,71,CIMB Classic/TP,1
2019,0,34242,Andrew Johnston,71,The Open/Royal,2
2019,0,20094,Jonathan Kaye,71,Barbasol/Keene,2
2019,0,1666,Bernhard Langer,71,Masters/Augusta,1
2019,0,45467,Kim Leun-Kwang,71,CIMB Classic/TP,4
2019,0,11032,Frank Lickliter II,71,Puerto Rico/Coc,1
2019,0,37447,Zander Lombard,71,The Open/Royal,1
2019,0,24077,Matthew Millar,71,WGC-Mexico/Club,4
2019,0,34449,Kevin O'Connell,71,Masters/Augusta,2
2019,0,23175,Timothy O'Neal,71,Genesis Open/Ri,2
2019,0,31559,Garrett Osborn,71,Sanderson Farms,2
2019,0,45847,JC Ritchie,71,WGC-HSBC Champ/,1
2019,0,26539,Robert Rock,71,The Open/Royal,2
2019,0,39251,Ryan Ruffels,71,Pebble Beach/Sp,2
2019,0,45582,Jared Sawada,71,Sony Open/Waial,2
2019,0,48867,Matti Schmid,71,The Open/Royal,2
2019,0,34708,Jack Senior,71,The Open/Royal,2
2019,0,35225,Brandon Stone,71,WGC-HSBC Champ/,4
2019,0,52324,James Sugrue,71,The Open/Royal,1
2019,0,35314,Andy Sullivan,71,WGC-HSBC Champ/,2
2019,0,26287,Roland Thatcher,71,Byron Nelson/Tr,1
2019,0,57364,Michael Thorbjornsen,71,U.S. Open/Pebbl,1
2019,0,57365,Spencer Tibbits,71,U.S. Open/Pebbl,2
2019,0,35469,Sebastián Vázquez,71,Mayakoba/El Cam,1
2019,0,25349,Tim Wilkinson,71,Sanderson Farms,2
2019,0,49117,Isidro Benitez,72,The Open/Royal,2
2019,0,56630,Akshay Bhatia,72,Valspar/Innisbr,2
2019,0,26418,Adam Bland,72,WGC-HSBC Champ/,1
2019,0,34255,Joseph Bramlett,72,U.S. Open/Pebbl,2
2019,0,51567,Will Cannon,72,Puerto Rico/Coc,2
2019,0,33605,Gunn Charoenkul,72,The Open/Royal,1
2019,0,35540,Albin Choi,72,RBC Canadian/Ha,2
2019,0,52308,Chris Crisologo,72,RBC Canadian/Ha,1
2019,0,50158,Juan Cayro Delgado,72,Puntacana/Coral,2
2019,0,23409,James Driscoll,72,The RSM Classic,1
