YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
2019,0,39971,Sungjae Im,"43' 6""",148,6441.417,+8.00
2019,0,37340,Chase Wright,"43' 6""",99,4310.0,+9.00
2019,0,29479,Scott Brown,"43' 7""",102,4445.083,+3.00
2019,0,31557,Jim Herman,"43' 7""",52,2268.0,+5.00
2019,0,26329,Louis Oosthuizen,"43' 7""",67,2917.75,+13.00
2019,0,24361,Pat Perez,"43' 8""",52,2270.0,+10.00
2019,0,36689,Brooks Koepka,"43' 9""",85,3722.25,+2.00
2019,0,27936,Martin Laird,"43' 9""",126,5515.917,+21.00
2019,0,26758,David Hearn,"43' 10""",48,2104.083,+2.00
2019,0,37189,Harold Varner III,"43' 11""",130,5705.917,+23.00
2019,0,35461,Beau Hossler,"44' 0""",121,5327.083,+24.00
2019,0,21528,Henrik Stenson,"44' 0""",60,2639.583,+13.00
2019,0,30978,Kiradech Aphibarnrat,"44' 1""",60,2647.083,+10.00
2019,0,34431,Robert Streb,"44' 1""",126,5557.5,+20.00
2019,0,28775,Nate Lashley,"44' 2""",80,3532.333,+4.00
2019,0,32640,Troy Merritt,"44' 2""",65,2872.25,+14.00
2019,0,1810,Phil Mickelson,"44' 2""",130,5743.833,+17.00
2019,0,29478,Kevin Kisner,"44' 3""",116,5131.25,+8.00
2019,0,27349,Alex Noren,"44' 3""",56,2475.667,+8.00
2019,0,46970,Jon Rahm,"44' 3""",88,3890.417,+9.00
2019,0,32333,Kevin Tway,"44' 6""",123,5473.917,+14.00
2019,0,33486,Roger Sloan,"44' 8""",103,4601.917,+6.00
2019,0,35617,Martin Trainer,"44' 8""",116,5179.417,+15.00
2019,0,48081,Xander Schauffele,"44' 9""",91,4070.5,+1.00
2019,0,34046,Jordan Spieth,"44' 9""",134,5996.417,+10.00
2019,0,35376,Roberto Díaz,"44' 10""",78,3494.25,+11.00
2019,0,27974,Sung Kang,"44' 10""",123,5515.0,+15.00
2019,0,25818,Scott Piercy,"44' 10""",81,3628.583,+9.00
2019,0,39546,Keith Mitchell,"44' 11""",118,5303.167,+13.00
2019,0,35732,Wes Roach,"44' 11""",62,2784.917,+5.00
2019,0,49964,Aaron Wise,"44' 11""",88,3955.0,-5.00
2019,0,26499,Rafa Cabrera Bello,"45' 0""",63,2834.917,+13.00
2019,0,30925,Dustin Johnson,"45' 0""",109,4909.417,+16.00
2019,0,40115,Adam Svensson,"45' 0""",85,3827.0,+9.00
2019,0,37275,Sam Ryder,"45' 1""",81,3649.0,+3.00
2019,0,46435,Austin Cook,"45' 2""",69,3115.333,+6.00
2019,0,34076,Joel Dahmen,"45' 2""",107,4833.583,+10.00
2019,0,23353,J.J. Henry,"45' 2""",71,3207.0,+16.00
2019,0,49771,J.T. Poston,"45' 2""",122,5512.167,+3.00
2019,0,26476,Chez Reavie,"45' 2""",73,3294.417,+6.00
2019,0,35532,Tom Hoge,"45' 3""",107,4846.0,+16.00
2019,0,34360,Patrick Reed,"45' 4""",129,5843.333,+10.00
2019,0,47959,Bryson DeChambeau,"45' 5""",109,4950.75,-9.00
2019,0,31420,Anirban Lahiri,"45' 5""",91,4136.333,+11.00
2019,0,34256,Andrew Putnam,"45' 5""",88,4000.083,+7.00
2019,0,30786,Brady Schnell,"45' 5""",55,2499.833,+11.00
2019,0,34264,Hudson Swafford,"45' 5""",87,3954.833,+5.00
2019,0,49303,Anders Albertson,"45' 6""",99,4503.667,+20.00
2019,0,29518,Brendan Steele,"45' 6""",81,3687.25,+17.00
2019,0,47993,Denny McCarthy,"45' 7""",92,4195.083,-4.00
2019,0,48822,Sebastián Muñoz,"45' 7""",117,5332.75,+12.00
2019,0,35891,Cameron Smith,"45' 7""",98,4463.333,+6.00
2019,0,24024,Zach Johnson,"45' 8""",94,4289.417,+4.00
2019,0,20572,Rod Pampling,"45' 8""",66,3015.333,+24.00
2019,0,29221,Webb Simpson,"45' 8""",120,5477.833,+12.00
2019,0,33410,Andrew Landry,"45' 11""",76,3486.583,+22.00
2019,0,35449,Adam Long,"46' 0""",101,4646.417,+31.00
2019,0,29223,Sam Saunders,"46' 0""",89,4094.333,+11.00
2019,0,32816,Satoshi Kodaira,"46' 1""",65,2994.833,+13.00
2019,0,51766,Wyndham Clark,"46' 2""",128,5905.333,E
2019,0,28252,Seamus Power,"46' 2""",129,5960.5,+30.00
2019,0,39324,J.J. Spaun,"46' 2""",80,3693.667,+3.00
2019,0,25572,Graeme McDowell,"46' 3""",92,4257.5,+15.00
2019,0,29974,Branden Grace,"46' 5""",65,3015.75,+8.00
2019,0,27649,Brandt Snedeker,"46' 6""",146,6784.833,+9.00
2019,0,33448,Justin Thomas,"46' 6""",110,5112.667,+5.00
2019,0,27958,Ryan Blaum,"46' 7""",125,5819.667,+38.00
2019,0,37380,Curtis Luck,"46' 7""",74,3447.583,+15.00
2019,0,30110,Kyle Stanley,"46' 7""",68,3168.083,+11.00
2019,0,29484,Peter Uihlein,"46' 8""",144,6722.417,+18.00
2019,0,26951,Johnson Wagner,"46' 9""",73,3410.417,+10.00
2019,0,21961,Charles Howell III,"46' 11""",102,4788.583,+18.00
2019,0,22405,Justin Rose,"46' 11""",64,3000.333,+3.00
2019,0,29268,Bronson Burgoon,"47' 0""",68,3193.917,+18.00
2019,0,28089,Jason Day,"47' 0""",85,3997.5,+10.00
2019,0,36699,Patrick Rodgers,"47' 0""",93,4370.083,+7.00
2019,0,52372,Cameron Champ,"47' 2""",157,7407.833,+22.00
2019,0,47504,Sam Burns,"47' 4""",99,4684.0,+20.00
2019,0,29420,Billy Horschel,"47' 4""",121,5728.083,+25.00
2019,0,28679,Fabián Gómez,"47' 5""",67,3174.25,+16.00
2019,0,25364,Paul Casey,"47' 6""",82,3892.0,+6.00
2019,0,19846,Brian Gay,"47' 7""",101,4806.75,+6.00
2019,0,35506,Mackenzie Hughes,"47' 7""",131,6236.917,+11.00
2019,0,27644,Brian Harman,"47' 9""",95,4532.333,+10.00
2019,0,31323,Gary Woodland,"47' 10""",108,5163.167,+17.00
2019,0,47856,Seth Reeves,"47' 11""",95,4548.333,+9.00
2019,0,49960,Sepp Straka,"47' 11""",93,4458.083,+10.00
2019,0,35450,Patrick Cantlay,"48' 3""",97,4676.333,-3.00
2019,0,27330,Josh Teater,"48' 5""",73,3533.833,+1.00
2019,0,26300,Matt Jones,"48' 6""",115,5574.417,+2.00
2019,0,32757,Patton Kizzire,"48' 7""",93,4517.0,+17.00
2019,0,40026,Daniel Berger,"48' 8""",69,3355.583,+9.00
2019,0,28259,Sangmoon Bae,"48' 9""",70,3413.25,+14.00
2019,0,47990,Kyle Jones,"48' 9""",73,3558.333,+14.00
2019,0,37454,Whee Kim,"48' 9""",78,3805.667,+21.00
2019,0,25198,Francesco Molinari,"48' 9""",51,2484.583,+8.00
2019,0,36852,Jim Knous,"48' 10""",87,4252.083,+12.00
2019,0,30944,Jason Kokrak,"48' 11""",134,6549.417,+23.00
2019,0,35879,Kelly Kraft,"48' 11""",132,6459.167,+26.00
2019,0,24502,Adam Scott,"49' 1""",80,3925.5,+8.00
2019,0,30191,Julián Etulain,"49' 4""",110,5426.167,+13.00
2019,0,32150,Michael Thompson,"49' 6""",102,5051.667,+22.00
2019,0,29970,Dylan Frittelli,"49' 7""",110,5455.583,+4.00
2019,0,36799,Stephan Jaeger,"49' 8""",111,5510.333,+14.00
2019,0,39975,Michael Kim,"49' 8""",101,5014.5,+21.00
2019,0,32102,Rickie Fowler,"49' 11""",104,5193.583,+10.00
2019,0,47347,Adam Schenk,"50' 0""",126,6294.75,+4.00
2019,0,30911,Tommy Fleetwood,"50' 1""",67,3353.75,+4.00
2019,0,29535,Brice Garnett,"50' 3""",90,4526.167,+4.00
2019,0,34306,John Chin,"50' 4""",76,3823.75,+18.00
2019,0,20472,Alex Cejka,"50' 7""",64,3235.667,+15.00
2019,0,25804,Bubba Watson,"50' 8""",99,5015.333,+5.00
2019,0,40009,Dominic Bozzelli,"50' 10""",82,4166.0,+5.00
2019,0,25396,Kevin Na,"50' 11""",61,3104.083,+7.00
2019,0,49766,Hank Lebioda,"51' 4""",86,4411.25,+23.00
2019,0,34261,Scott Langley,"52' 0""",87,4525.167,+21.00
2019,0,40098,Matt Fitzpatrick,"53' 5""",52,2779.333,+5.00
2019,0,49298,Kramer Hickok,"53' 10""",68,3660.583,+9.00
2019,0,21731,Freddie Jacobson,"55' 2""",60,3307.583,+14.00
2018,0,22405,Justin Rose,"34' 4""",75,2576.417,-7.00
2018,0,27214,Kevin Streelman,"36' 8""",80,2933.25,-1.00
2018,0,24138,Ian Poulter,"36' 9""",59,2169.833,-1.00
2018,0,30925,Dustin Johnson,"37' 4""",104,3886.417,-2.00
2018,0,33410,Andrew Landry,"37' 5""",92,3442.833,+19.00
2018,0,25818,Scott Piercy,"37' 7""",92,3454.917,+19.00
2018,0,24924,Bill Haas,"38' 6""",99,3815.25,-3.00
2018,0,12716,Charley Hoffman,"38' 7""",97,3745.917,+1.00
2018,0,30944,Jason Kokrak,"39' 2""",152,5953.0,+2.00
2018,0,37338,Zecheng Dou,"39' 4""",89,3499.0,+16.00
2018,0,45609,Tyler Duncan,"39' 7""",113,4475.167,+15.00
2018,0,32102,Rickie Fowler,"39' 11""",81,3230.417,+7.00
2018,0,46601,Trey Mullinax,"39' 11""",130,5189.25,-2.00
2018,0,29908,C.T. Pan,"40' 4""",118,4760.083,+17.00
2018,0,25804,Bubba Watson,"40' 5""",124,5016.75,+1.00
2018,0,20572,Rod Pampling,"40' 8""",66,2686.167,+9.00
2018,0,20157,Retief Goosen,"40' 9""",88,3589.083,+13.00
2018,0,47959,Bryson DeChambeau,"40' 10""",124,5059.833,-1.00
2018,0,12510,Chad Campbell,"41' 0""",110,4511.667,+4.00
2018,0,27942,Rob Oppenheim,"41' 1""",106,4357.667,+8.00
2018,0,27936,Martin Laird,"41' 2""",70,2882.333,+7.00
2018,0,20472,Alex Cejka,"41' 3""",115,4739.0,+10.00
2018,0,29484,Peter Uihlein,"41' 4""",129,5327.833,+6.00
2018,0,8793,Tiger Woods,"41' 4""",93,3844.917,+6.00
2018,0,22371,Aaron Baddeley,"41' 5""",161,6673.333,+10.00
2018,0,40058,Zac Blair,"41' 5""",74,3066.833,+13.00
2018,0,46970,Jon Rahm,"41' 5""",77,3189.167,+6.00
2018,0,25364,Paul Casey,"41' 7""",82,3408.083,-2.00
2018,0,32366,Kevin Chappell,"41' 7""",119,4951.417,+14.00
2018,0,34076,Joel Dahmen,"41' 7""",108,4487.25,-4.00
2018,0,23108,Matt Kuchar,"41' 7""",119,4947.25,-5.00
2018,0,26476,Chez Reavie,"41' 7""",73,3032.833,+12.00
2018,0,36689,Brooks Koepka,"41' 10""",122,5102.417,+9.00
2018,0,26331,Charl Schwartzel,"41' 10""",77,3222.75,+10.00
2018,0,27141,J.B. Holmes,"41' 11""",139,5825.917,-5.00
2018,0,27095,Nick Watney,"41' 11""",147,6156.083,+5.00
2018,0,29485,Brett Stegmaier,"42' 0""",107,4491.917,+22.00
2018,0,31560,Brian Stuard,"42' 0""",112,4699.75,+11.00
2018,0,33948,Byeong Hun An,"42' 2""",123,5190.583,+19.00
2018,0,37455,Si Woo Kim,"42' 2""",131,5520.417,+19.00
2018,0,31202,William McGirt,"42' 2""",142,5990.833,+3.00
2018,0,24925,Jonathan Byrd,"42' 3""",88,3714.417,+14.00
2018,0,22056,Cameron Percy,"42' 3""",84,3548.583,+2.00
2018,0,33418,Shawn Stefani,"42' 4""",113,4780.917,+8.00
2018,0,47287,Ethan Tracy,"42' 4""",96,4061.833,+12.00
2018,0,33122,Russell Knox,"42' 5""",85,3603.833,+5.00
2018,0,27649,Brandt Snedeker,"42' 5""",132,5602.667,+2.00
2018,0,20229,Stewart Cink,"42' 6""",114,4845.667,+8.00
2018,0,30110,Kyle Stanley,"42' 6""",68,2888.667,+7.00
2018,0,34409,David Lingmerth,"42' 7""",98,4172.167,+3.00
2018,0,39324,J.J. Spaun,"42' 7""",100,4254.167,+11.00
2018,0,32757,Patton Kizzire,"42' 8""",162,6911.417,+10.00
2018,0,23621,Rory Sabbatini,"42' 8""",115,4906.667,E
2018,0,39328,Conrad Shindler,"42' 8""",67,2858.75,+13.00
2018,0,45526,Abraham Ancer,"42' 9""",125,5347.25,+3.00
2018,0,50526,Tom Lovelady,"42' 9""",126,5390.333,+2.00
2018,0,28237,Rory McIlroy,"42' 9""",80,3417.75,+9.00
2018,0,25396,Kevin Na,"42' 9""",123,5259.333,+25.00
2018,0,35891,Cameron Smith,"42' 9""",128,5469.167,+6.00
2018,0,30926,Chris Kirk,"42' 10""",166,7113.167,+8.00
2018,0,29461,Jamie Lovemark,"42' 10""",153,6553.75,+7.00
2018,0,1810,Phil Mickelson,"43' 0""",182,7833.333,+4.00
2018,0,48081,Xander Schauffele,"43' 0""",101,4344.25,+16.00
2018,0,26758,David Hearn,"43' 1""",80,3449.083,+12.00
2018,0,30692,Scott Stallings,"43' 1""",138,5945.667,+16.00
2018,0,37275,Sam Ryder,"43' 2""",84,3623.083,+11.00
2018,0,35461,Beau Hossler,"43' 4""",145,6278.083,+16.00
2018,0,34174,John Huh,"43' 6""",124,5392.667,+4.00
2018,0,24781,Hunter Mahan,"43' 6""",82,3569.0,+6.00
2018,0,32839,Hideki Matsuyama,"43' 7""",98,4274.0,+14.00
2018,0,34563,Chesson Hadley,"43' 8""",149,6501.833,+21.00
2018,0,34098,Russell Henley,"43' 8""",76,3315.917,+10.00
2018,0,46435,Austin Cook,"43' 9""",133,5818.667,+9.00
2018,0,23325,Vaughn Taylor,"43' 9""",104,4547.583,+12.00
2018,0,49964,Aaron Wise,"43' 9""",116,5073.083,+27.00
2018,0,19803,Ryan Armour,"43' 10""",107,4692.083,+7.00
2018,0,33204,Shane Lowry,"43' 10""",92,4035.167,+17.00
2018,0,31323,Gary Woodland,"43' 10""",111,4868.083,+5.00
2018,0,39997,Corey Conners,"44' 0""",112,4930.5,+18.00
2018,0,33141,Keegan Bradley,"44' 1""",114,5028.417,+18.00
2018,0,26851,Marc Leishman,"44' 1""",115,5070.417,+27.00
2018,0,23320,Ryan Palmer,"44' 1""",105,4628.167,+27.00
2018,0,25900,Lucas Glover,"44' 2""",65,2873.5,+9.00
2018,0,28775,Nate Lashley,"44' 3""",72,3186.167,+8.00
2018,0,33448,Justin Thomas,"44' 3""",119,5270.083,-5.00
2018,0,27644,Brian Harman,"44' 4""",113,5009.917,+14.00
2018,0,27556,Ted Potter Jr.,"44' 4""",132,5856.167,+10.00
2018,0,32448,James Hahn,"44' 5""",96,4263.0,+20.00
2018,0,21961,Charles Howell III,"44' 5""",121,5373.083,+10.00
2018,0,34466,Peter Malnati,"44' 5""",127,5640.583,+24.00
2018,0,39546,Keith Mitchell,"44' 5""",178,7902.583,+10.00
2018,0,28132,Tyrone Van Aswegen,"44' 5""",153,6795.75,+18.00
2018,0,29535,Brice Garnett,"44' 6""",130,5779.75,+14.00
2018,0,46402,Talor Gooch,"44' 6""",123,5474.25,+17.00
2018,0,35310,Lanto Griffin,"44' 7""",131,5841.5,+13.00
2018,0,29420,Billy Horschel,"44' 7""",115,5125.583,+1.00
2018,0,26300,Matt Jones,"44' 7""",86,3831.833,+16.00
2018,0,49771,J.T. Poston,"44' 7""",109,4861.417,+18.00
2018,0,22582,Kyle Thompson,"44' 7""",56,2498.333,+10.00
2018,0,29268,Bronson Burgoon,"44' 8""",79,3529.667,+16.00
2018,0,27129,Luke List,"44' 8""",171,7638.833,+18.00
2018,0,47993,Denny McCarthy,"44' 8""",82,3663.167,+6.00
2018,0,32640,Troy Merritt,"44' 8""",122,5446.833,+16.00
2018,0,28307,Matt Every,"44' 9""",147,6582.5,+39.00
2018,0,27963,Chris Stroud,"44' 9""",94,4208.75,+17.00
2018,0,23541,Ben Crane,"44' 10""",66,2961.167,+14.00
2018,0,24502,Adam Scott,"44' 10""",80,3584.75,+16.00
2018,0,27064,Jhonattan Vegas,"44' 10""",122,5471.833,+3.00
2018,0,24358,Robert Garrigus,"45' 0""",127,5718.417,+10.00
2018,0,34363,Tyrrell Hatton,"45' 0""",58,2611.417,+8.00
2018,0,29222,Billy Hurley III,"45' 0""",154,6926.917,+37.00
2018,0,28500,Martin Flores,"45' 1""",128,5770.833,+24.00
2018,0,34360,Patrick Reed,"45' 1""",131,5902.5,+8.00
2018,0,25892,Steve Wheatcroft,"45' 1""",60,2704.083,+10.00
2018,0,26596,Ryan Moore,"45' 2""",64,2890.417,+8.00
2018,0,32333,Kevin Tway,"45' 2""",191,8626.917,+25.00
2018,0,35376,Roberto Díaz,"45' 3""",100,4524.25,+14.00
2018,0,29974,Branden Grace,"45' 3""",70,3169.417,+7.00
2018,0,35506,Mackenzie Hughes,"45' 3""",112,5063.333,+20.00
2018,0,26329,Louis Oosthuizen,"45' 4""",65,2948.5,+11.00
2018,0,47347,Adam Schenk,"45' 4""",123,5579.417,+11.00
2018,0,35544,Andrew Yun,"45' 4""",76,3446.667,+15.00
2018,0,37278,Nicholas Lindheim,"45' 5""",103,4681.583,+22.00
2018,0,28252,Seamus Power,"45' 5""",151,6862.083,+8.00
2018,0,24140,Sean O'Hair,"45' 6""",105,4773.667,+19.00
2018,0,25632,Jimmy Walker,"45' 6""",126,5733.833,+27.00
2018,0,26499,Rafa Cabrera Bello,"45' 7""",67,3053.083,+7.00
2018,0,35421,Brandon Harkins,"45' 7""",172,7847.083,+19.00
2018,0,34046,Jordan Spieth,"45' 7""",104,4744.25,+6.00
2018,0,35450,Patrick Cantlay,"45' 8""",103,4706.5,+2.00
2018,0,34256,Andrew Putnam,"45' 8""",133,6078.75,+7.00
2018,0,34431,Robert Streb,"45' 8""",156,7126.417,+18.00
2018,0,39954,Cody Gribble,"45' 10""",110,5038.25,+15.00
2018,0,21528,Henrik Stenson,"45' 11""",43,1973.083,-2.00
2018,0,31416,Derek Fathauer,"46' 1""",122,5620.333,+20.00
2018,0,35879,Kelly Kraft,"46' 1""",131,6039.167,+37.00
2018,0,29478,Kevin Kisner,"46' 2""",108,4986.667,+15.00
2018,0,46501,Ollie Schniederjans,"46' 4""",180,8340.417,+29.00
2018,0,29725,Tony Finau,"46' 5""",162,7523.833,+17.00
2018,0,28679,Fabián Gómez,"46' 5""",136,6310.083,+23.00
2018,0,26951,Johnson Wagner,"46' 5""",82,3807.833,+10.00
2018,0,40009,Dominic Bozzelli,"46' 6""",107,4979.833,+1.00
2018,0,31420,Anirban Lahiri,"46' 6""",120,5581.75,+22.00
2018,0,35545,Blayne Barber,"46' 7""",116,5398.833,+18.00
2018,0,30911,Tommy Fleetwood,"46' 7""",92,4286.5,+20.00
2018,0,34264,Hudson Swafford,"46' 7""",63,2936.833,-5.00
2018,0,29926,Danny Lee,"46' 8""",99,4618.917,+8.00
2018,0,34358,Jonathan Randolph,"46' 8""",112,5223.583,+21.00
2018,0,48084,Wesley Bryan,"46' 10""",121,5666.333,+18.00
2018,0,34021,Bud Cauley,"46' 11""",70,3282.75,+5.00
2018,0,23353,J.J. Henry,"46' 11""",102,4781.75,+17.00
2018,0,36799,Stephan Jaeger,"46' 11""",129,6049.667,+6.00
2018,0,27958,Ryan Blaum,"47' 0""",152,7138.917,+19.00
2018,0,33419,Cameron Tringale,"47' 1""",121,5693.75,+28.00
2018,0,25686,Jason Dufner,"47' 2""",88,4147.583,+1.00
2018,0,37189,Harold Varner III,"47' 2""",148,6982.167,+25.00
2018,0,35532,Tom Hoge,"47' 4""",130,6147.917,+21.00
2018,0,29223,Sam Saunders,"47' 4""",127,6014.583,+12.00
2018,0,29221,Webb Simpson,"47' 4""",146,6909.333,+6.00
2018,0,39975,Michael Kim,"47' 5""",80,3795.0,+15.00
2018,0,24024,Zach Johnson,"47' 6""",125,5939.417,+14.00
2018,0,47128,Richy Werenski,"47' 6""",125,5938.667,+28.00
2018,0,47125,Matt Atkins,"47' 8""",79,3762.917,+6.00
2018,0,25198,Francesco Molinari,"47' 8""",68,3242.75,+15.00
2018,0,25240,D.A. Points,"47' 9""",89,4246.667,+13.00
2018,0,32876,Martin Piller,"47' 11""",138,6614.75,+29.00
2018,0,39327,Ben Silverman,"47' 11""",132,6322.833,+27.00
2018,0,28089,Jason Day,"48' 0""",86,4126.917,+10.00
2018,0,30978,Kiradech Aphibarnrat,"48' 1""",50,2406.167,+13.00
2018,0,33399,Adam Hadwin,"48' 3""",81,3906.333,+24.00
2018,0,27895,Jonas Blixt,"48' 4""",89,4302.5,+4.00
2018,0,10809,Jim Furyk,"48' 4""",69,3335.25,+8.00
2018,0,29518,Brendan Steele,"48' 5""",102,4942.25,+21.00
2018,0,25572,Graeme McDowell,"48' 6""",75,3635.417,+2.00
2018,0,24361,Pat Perez,"48' 7""",81,3932.083,+11.00
2018,0,27349,Alex Noren,"48' 10""",64,3126.917,+9.00
2018,0,34213,Grayson Murray,"48' 11""",113,5526.667,+16.00
2018,0,29479,Scott Brown,"49' 4""",155,7641.417,+28.00
2018,0,19846,Brian Gay,"49' 4""",115,5670.667,+25.00
2018,0,34099,Harris English,"49' 8""",134,6658.25,+12.00
2018,0,37454,Whee Kim,"49' 11""",131,6538.25,+24.00
2018,0,32254,Xinjun Zhang,"50' 2""",89,4461.5,+13.00
2018,0,27974,Sung Kang,"51' 1""",116,5928.417,+45.00
2018,0,32150,Michael Thompson,"51' 1""",89,4544.833,+22.00
2018,0,31646,Emiliano Grillo,"51' 5""",94,4836.25,+2.00
2018,0,25834,Daniel Summerhays,"51' 5""",89,4575.5,+23.00
2018,0,20593,Greg Chalmers,"51' 7""",72,3711.083,+13.00
2018,0,40026,Daniel Berger,"51' 8""",76,3924.667,+6.00
2018,0,25493,Nick Taylor,"51' 11""",123,6382.667,+14.00
2018,0,24846,Ricky Barnes,"52' 1""",107,5570.25,+17.00
2018,0,36699,Patrick Rodgers,"52' 11""",133,7041.5,+32.00
2018,0,32816,Satoshi Kodaira,"53' 0""",58,3075.25,+17.00
2018,0,33413,Ben Martin,"54' 4""",83,4511.417,+14.00
2017,0,28237,Rory McIlroy,"36' 0""",57,2052.167,-6.00
2017,0,30925,Dustin Johnson,"37' 4""",114,4258.667,-1.00
2017,0,34046,Jordan Spieth,"37' 9""",116,4383.583,-10.00
2017,0,28679,Fabián Gómez,"38' 1""",61,2324.583,+2.00
2017,0,34099,Harris English,"38' 3""",167,6385.25,+18.00
2017,0,23108,Matt Kuchar,"38' 3""",114,4364.417,+14.00
2017,0,20104,Ken Duke,"38' 8""",72,2784.75,+15.00
2017,0,25632,Jimmy Walker,"38' 8""",75,2899.75,+7.00
2017,0,22046,Geoff Ogilvy,"38' 9""",106,4108.583,+3.00
2017,0,25804,Bubba Watson,"38' 9""",92,3566.417,+8.00
2017,0,29926,Danny Lee,"39' 4""",130,5108.583,+16.00
2017,0,34409,David Lingmerth,"39' 6""",126,4974.667,+6.00
2017,0,27095,Nick Watney,"39' 6""",126,4976.833,+16.00
2017,0,19803,Ryan Armour,"39' 9""",63,2502.333,+8.00
2017,0,24507,Jason Bohn,"39' 9""",98,3893.667,+16.00
2017,0,29740,Brad Fritsch,"39' 9""",64,2542.917,+11.00
2017,0,27129,Luke List,"39' 9""",156,6198.333,-6.00
2017,0,30692,Scott Stallings,"39' 9""",149,5927.5,+28.00
2017,0,32200,Roberto Castro,"39' 11""",73,2914.833,+4.00
2017,0,34466,Peter Malnati,"39' 11""",105,4195.0,+16.00
2017,0,30110,Kyle Stanley,"39' 11""",111,4429.0,+15.00
2017,0,1810,Phil Mickelson,"40' 1""",171,6860.417,+11.00
2017,0,30926,Chris Kirk,"40' 2""",105,4214.333,+22.00
2017,0,24140,Sean O'Hair,"40' 2""",133,5337.25,+9.00
2017,0,23497,Tag Ridings,"40' 3""",108,4349.25,-4.00
2017,0,25191,Gonzalo Fernandez-Castaño,"40' 4""",95,3828.917,E
2017,0,24358,Robert Garrigus,"40' 4""",113,4553.417,+12.00
2017,0,34021,Bud Cauley,"40' 5""",140,5662.917,+15.00
2017,0,23800,Bryce Molder,"40' 5""",99,4005.0,+17.00
2017,0,25396,Kevin Na,"40' 6""",117,4741.667,-2.00
2017,0,24138,Ian Poulter,"40' 10""",80,3267.0,+10.00
2017,0,33120,Mark Anderson,"40' 11""",80,3273.667,+4.00
2017,0,24924,Bill Haas,"41' 0""",131,5369.167,+10.00
2017,0,20157,Retief Goosen,"41' 2""",75,3085.083,+12.00
2017,0,23320,Ryan Palmer,"41' 2""",80,3294.75,+20.00
2017,0,46970,Jon Rahm,"41' 3""",114,4706.833,-4.00
2017,0,37278,Nicholas Lindheim,"41' 4""",59,2438.917,+6.00
2017,0,27436,Graham DeLaet,"41' 6""",109,4523.833,+5.00
2017,0,29221,Webb Simpson,"41' 6""",125,5182.833,+6.00
2017,0,35532,Tom Hoge,"41' 8""",75,3126.75,+2.00
2017,0,21961,Charles Howell III,"41' 8""",113,4710.583,+7.00
2017,0,25720,Chad Collins,"41' 9""",109,4555.167,+10.00
2017,0,29518,Brendan Steele,"41' 9""",108,4512.25,+16.00
2017,0,26289,Boo Weekley,"41' 9""",89,3713.333,+7.00
2017,0,12510,Chad Campbell,"41' 10""",150,6270.667,+18.00
2017,0,31420,Anirban Lahiri,"41' 11""",87,3644.75,+11.00
2017,0,34264,Hudson Swafford,"41' 11""",141,5906.5,+14.00
2017,0,29222,Billy Hurley III,"42' 0""",159,6679.25,+14.00
2017,0,32839,Hideki Matsuyama,"42' 0""",87,3654.917,+4.00
2017,0,24357,K.J. Choi,"42' 1""",84,3535.417,+8.00
2017,0,23983,Luke Donald,"42' 1""",65,2735.167,+8.00
2017,0,20771,Steven Alker,"42' 2""",66,2781.667,+4.00
2017,0,30191,Julián Etulain,"42' 2""",86,3625.333,+11.00
2017,0,39954,Cody Gribble,"42' 2""",133,5610.833,-1.00
2017,0,27141,J.B. Holmes,"42' 2""",143,6031.417,+7.00
2017,0,23621,Rory Sabbatini,"42' 3""",71,3002.5,+7.00
2017,0,27963,Chris Stroud,"42' 3""",79,3336.667,+7.00
2017,0,33461,Morgan Hoffmann,"42' 4""",130,5502.917,+8.00
2017,0,34358,Jonathan Randolph,"42' 4""",83,3516.917,+15.00
2017,0,19846,Brian Gay,"42' 5""",111,4712.75,+18.00
2017,0,36801,Mark Hubbard,"42' 5""",111,4706.167,+15.00
2017,0,25686,Jason Dufner,"42' 6""",119,5060.417,+13.00
2017,0,6522,Ernie Els,"42' 6""",59,2509.0,+14.00
2017,0,46601,Trey Mullinax,"42' 6""",164,6970.25,+16.00
2017,0,25349,Tim Wilkinson,"42' 6""",82,3482.667,+13.00
2017,0,29420,Billy Horschel,"42' 7""",127,5411.917,+23.00
2017,0,29479,Scott Brown,"42' 8""",132,5633.083,+17.00
2017,0,46732,Rick Lamb,"42' 8""",66,2815.5,+6.00
2017,0,22405,Justin Rose,"42' 8""",98,4182.25,-4.00
2017,0,26499,Rafa Cabrera Bello,"42' 9""",69,2950.0,+14.00
2017,0,28093,Miguel Angel Carballo,"42' 11""",74,3177.5,+25.00
2017,0,25900,Lucas Glover,"42' 11""",121,5192.417,+16.00
2017,0,25240,D.A. Points,"43' 1""",98,4225.333,+8.00
2017,0,22371,Aaron Baddeley,"43' 2""",85,3669.75,+7.00
2017,0,34098,Russell Henley,"43' 2""",140,6044.25,+24.00
2017,0,24846,Ricky Barnes,"43' 3""",167,7221.083,+4.00
2017,0,31557,Jim Herman,"43' 3""",112,4847.917,+4.00
2017,0,48084,Wesley Bryan,"43' 4""",147,6370.5,+24.00
2017,0,26851,Marc Leishman,"43' 4""",97,4206.417,+14.00
2017,0,27936,Martin Laird,"43' 5""",97,4212.333,+9.00
