YEAR,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
2014,0,25345,Carl Pettersson,204.8,1638,8
2014,0,29289,S.Y. Noh,207.0,1656,8
2014,0,31323,Gary Woodland,207.0,1656,8
2014,0,30926,Chris Kirk,208.0,1872,9
2014,0,21209,Sergio Garcia,208.8,1044,5
2014,0,24924,Bill Haas,210.0,1890,9
2014,0,34431,Robert Streb,213.0,1278,6
2014,0,34264,Hudson Swafford,213.0,1278,6
2014,0,1706,Davis Love III,216.0,1296,6
2014,0,24361,Pat Perez,216.0,1512,7
2014,0,28500,Martin Flores,218.6,1530,7
2014,0,32640,Troy Merritt,223.2,1116,5
2014,0,27649,Brandt Snedeker,223.7,1566,7
2014,0,34409,David Lingmerth,228.0,1368,6
2014,0,28486,Michael Putnam,229.5,1836,8
2014,0,24140,Sean O'Hair,231.0,1386,6
2014,0,27436,Graham DeLaet,237.0,1422,6
2014,0,25900,Lucas Glover,237.6,1188,5
2014,0,12510,Chad Campbell,238.5,954,4
2014,0,24357,K.J. Choi,240.0,1440,6
2014,0,24507,Jason Bohn,243.0,1458,6
2014,0,32366,Kevin Chappell,246.9,1728,7
2014,0,34021,Bud Cauley,252.0,1008,4
2014,0,24138,Ian Poulter,252.0,1008,4
2014,0,29221,Webb Simpson,252.0,1512,6
2014,0,28307,Matt Every,255.0,1530,6
2014,0,29479,Scott Brown,257.1,1800,7
2014,0,24925,Jonathan Byrd,259.2,1296,5
2014,0,24846,Ricky Barnes,264.0,1584,6
2014,0,33141,Keegan Bradley,264.0,1584,6
2014,0,29535,Brice Garnett,264.0,1584,6
2014,0,23108,Matt Kuchar,264.0,1584,6
2014,0,37273,Derek Ernst,273.6,1368,5
2014,0,35300,Andrew Loupe,274.5,1098,4
2014,0,34098,Russell Henley,276.0,1656,6
2014,0,29425,Andrew Svoboda,277.2,1386,5
2014,0,27895,Jonas Blixt,279.0,1116,4
2014,0,12716,Charley Hoffman,279.0,1674,6
2014,0,23638,Brendon de Jonge,280.3,1962,7
2014,0,24663,Y.E. Yang,280.8,1404,5
2014,0,10809,Jim Furyk,288.0,1440,5
2014,0,24024,Zach Johnson,288.0,1728,6
2014,0,31202,William McGirt,288.0,1728,6
2014,0,21878,Mark Wilson,292.5,1170,4
2014,0,25349,Tim Wilkinson,295.2,1476,5
2014,0,30110,Kyle Stanley,298.8,1494,5
2014,0,28092,D.H. Lee,300.0,900,3
2014,0,20848,Ángel Cabrera,310.5,1242,4
2014,0,30750,Tommy Gainey,310.5,1242,4
2014,0,31560,Brian Stuard,313.2,1566,5
2014,0,1810,Phil Mickelson,319.5,1278,4
2014,0,21528,Henrik Stenson,324.0,972,3
2014,0,30927,Brendon Todd,324.0,1944,6
2014,0,21731,Freddie Jacobson,327.6,1638,5
2014,0,23800,Bryce Molder,328.5,1314,4
2014,0,25720,Chad Collins,333.0,1332,4
2014,0,23135,Tim Clark,337.5,1350,4
2014,0,27064,Jhonattan Vegas,337.5,1350,4
2014,0,27095,Nick Watney,337.5,1350,4
2014,0,27770,Camilo Villegas,342.0,1710,5
2014,0,25632,Jimmy Walker,345.6,1728,5
2014,0,20104,Ken Duke,351.0,1404,4
2014,0,31193,Jim Renner,354.0,1062,3
2014,0,19846,Brian Gay,355.5,1422,4
2014,0,29461,Jamie Lovemark,360.0,1080,3
2014,0,32333,Kevin Tway,360.0,1080,3
2014,0,23541,Ben Crane,364.5,1458,4
2014,0,25191,Gonzalo Fernandez-Castaño,369.0,1476,4
2014,0,2206,David Toms,372.0,1116,3
2014,0,34174,John Huh,373.5,1494,4
2014,0,6567,Vijay Singh,373.5,1494,4
2014,0,35732,Wes Roach,378.0,1134,3
2014,0,32102,Rickie Fowler,382.5,1530,4
2014,0,29222,Billy Hurley III,387.0,1548,4
2014,0,10423,Mike Weir,390.0,1170,3
2014,0,23353,J.J. Henry,391.5,1566,4
2014,0,20098,Stuart Appleby,405.0,1620,4
2014,0,26329,Louis Oosthuizen,414.0,828,2
2014,0,34261,Scott Langley,418.5,1674,4
2014,0,26956,Bronson La'Cassie,423.0,846,2
2014,0,29740,Brad Fritsch,432.0,864,2
2014,0,22621,Ben Curtis,438.0,1314,3
2014,0,34046,Jordan Spieth,441.0,1764,4
2014,0,32150,Michael Thompson,444.0,1332,3
2014,0,25444,Justin Hicks,445.5,1782,4
2014,0,20498,Briny Baird,450.0,900,2
2014,0,35139,Richard Lee,468.0,1404,3
2014,0,28132,Tyrone Van Aswegen,468.0,1404,3
2014,0,8075,Jerry Kelly,480.0,1440,3
2014,0,29926,Danny Lee,480.0,1440,3
2014,0,10885,Robert Allenby,486.0,1458,3
2014,0,23983,Luke Donald,504.0,1008,2
2014,0,34563,Chesson Hadley,504.0,1512,3
2014,0,29478,Kevin Kisner,510.0,1530,3
2014,0,24781,Hunter Mahan,510.0,1530,3
2014,0,27330,Josh Teater,528.0,1584,3
2014,0,35541,John Peterson,540.0,1080,2
2014,0,27556,Ted Potter Jr.,612.0,1224,2
2014,0,22293,Heath Slocum,621.0,1242,2
2014,0,22371,Aaron Baddeley,648.0,1296,2
2014,0,26289,Boo Weekley,648.0,1296,2
2014,0,10860,Justin Leonard,675.0,1350,2
2014,0,22913,John Rollins,720.0,1440,2
2014,0,20593,Greg Chalmers,729.0,1458,2
2014,0,27141,J.B. Holmes,774.0,1548,2
2014,0,27963,Chris Stroud,792.0,1584,2
2014,0,20157,Retief Goosen,810.0,1620,2
2014,0,28089,Jason Day,864.0,864,1
2014,0,26758,David Hearn,873.0,1746,2
2014,0,1724,Jeff Maggert,972.0,972,1
2014,0,7867,Woody Austin,1062.0,1062,1
2014,0,27466,Spencer Levin,1062.0,1062,1
2014,0,25240,D.A. Points,1314.0,1314,1
2013,0,30925,Dustin Johnson,105.0,1260,12
2013,0,30926,Chris Kirk,106.8,1602,15
2013,0,30944,Jason Kokrak,108.0,1404,13
2013,0,34046,Jordan Spieth,113.5,1476,13
2013,0,23452,Nicolas Colsaerts,120.9,846,7
2013,0,6527,Steve Stricker,120.9,846,7
2013,0,24490,George McNeill,122.4,1224,10
2013,0,21209,Sergio Garcia,126.0,1134,9
2013,0,30110,Kyle Stanley,127.8,1278,10
2013,0,21528,Henrik Stenson,128.0,1152,9
2013,0,26679,Kevin Stadler,129.3,1422,11
2013,0,24358,Robert Garrigus,130.0,1170,9
2013,0,22371,Aaron Baddeley,132.0,1188,9
2013,0,32448,James Hahn,133.2,1332,10
2013,0,8793,Tiger Woods,135.0,1080,8
2013,0,34360,Patrick Reed,135.8,1494,11
2013,0,27129,Luke List,137.3,1098,8
2013,0,12716,Charley Hoffman,137.5,1512,11
2013,0,6522,Ernie Els,139.5,1116,8
2013,0,22806,Doug LaBelle II,140.0,1260,9
2013,0,28237,Rory McIlroy,141.4,990,7
2013,0,27933,John Merrick,142.2,1422,10
2013,0,33141,Keegan Bradley,142.4,1566,11
2013,0,31323,Gary Woodland,147.3,1620,11
2013,0,32102,Rickie Fowler,148.0,1332,9
2013,0,32150,Michael Thompson,148.5,1188,8
2013,0,27770,Camilo Villegas,150.0,1350,9
2013,0,24399,Scott Gardiner,151.7,1062,7
2013,0,12510,Chad Campbell,152.0,1368,9
2013,0,29740,Brad Fritsch,154.0,1386,9
2013,0,29425,Andrew Svoboda,158.4,792,5
2013,0,2206,David Toms,158.4,792,5
2013,0,36884,Ben Kohles,159.8,1278,8
2013,0,28307,Matt Every,160.2,1602,10
2013,0,26289,Boo Weekley,163.6,1800,11
2013,0,20593,Greg Chalmers,164.3,1314,8
2013,0,31557,Jim Herman,165.0,990,6
2013,0,28500,Martin Flores,166.0,1494,9
2013,0,25834,Daniel Summerhays,166.0,1494,9
2013,0,29479,Scott Brown,167.1,1170,7
2013,0,28092,D.H. Lee,167.1,1170,7
2013,0,24140,Sean O'Hair,168.0,1008,6
2013,0,25818,Scott Piercy,168.8,1350,8
2013,0,27120,Troy Matteson,169.7,1188,7
2013,0,21961,Charles Howell III,170.0,1530,9
2013,0,27095,Nick Watney,172.0,1548,9
2013,0,6573,Brandt Jobe,174.0,1044,6
2013,0,27408,Martin Kaymer,174.0,1044,6
2013,0,27936,Martin Laird,174.9,1224,7
2013,0,6004,Stephen Ames,176.4,882,5
2013,0,22295,Darron Stiles,176.4,882,5
2013,0,32366,Kevin Chappell,180.0,1440,8
2013,0,28089,Jason Day,180.0,1440,8
2013,0,20691,Greg Owen,182.6,1278,7
2013,0,23135,Tim Clark,183.0,1098,6
2013,0,27556,Ted Potter Jr.,183.0,1098,6
2013,0,23621,Rory Sabbatini,184.5,1476,8
2013,0,19970,Robert Karlsson,187.2,936,5
2013,0,25804,Bubba Watson,187.7,1314,7
2013,0,34021,Bud Cauley,189.0,1134,6
2013,0,25632,Jimmy Walker,189.0,1512,8
2013,0,33461,Morgan Hoffmann,192.0,1152,6
2013,0,30711,Colt Knost,195.0,1170,6
2013,0,23497,Tag Ridings,195.0,1170,6
2013,0,23108,Matt Kuchar,195.8,1566,8
2013,0,34174,John Huh,198.0,1584,8
2013,0,34098,Russell Henley,200.6,1404,7
2013,0,12782,Tim Herron,202.5,810,4
2013,0,27649,Brandt Snedeker,203.1,1422,7
2013,0,30692,Scott Stallings,203.1,1422,7
2013,0,25336,Alistair Presnell,205.2,1026,5
2013,0,33419,Cameron Tringale,205.7,1440,7
2013,0,33869,Eric Meierdierks,207.0,828,4
2013,0,30852,Ryo Ishikawa,210.0,1260,6
2013,0,25562,Andres Romero,212.4,1062,5
2013,0,26596,Ryan Moore,213.0,1278,6
2013,0,24024,Zach Johnson,213.4,1494,7
2013,0,26300,Matt Jones,213.4,1494,7
2013,0,24924,Bill Haas,216.0,1512,7
2013,0,21731,Freddie Jacobson,216.0,1080,5
2013,0,28310,Lee Williams,216.0,1080,5
2013,0,27644,Brian Harman,218.6,1530,7
2013,0,23638,Brendon de Jonge,220.0,1980,9
2013,0,27214,Kevin Streelman,221.1,1548,7
2013,0,24494,Erik Compton,222.0,1332,6
2013,0,31560,Brian Stuard,222.0,1332,6
2013,0,28780,Nicholas Thompson,222.8,1782,8
2013,0,27503,Steve LeBrun,223.2,1116,5
2013,0,8075,Jerry Kelly,225.0,1350,6
2013,0,20443,Jin Park,225.0,900,4
2013,0,25900,Lucas Glover,234.0,1170,5
2013,0,1810,Phil Mickelson,234.0,1404,6
2013,0,21878,Mark Wilson,234.0,936,4
2013,0,22056,Cameron Percy,237.6,1188,5
2013,0,25345,Carl Pettersson,240.0,1440,6
2013,0,34099,Harris English,244.3,1710,7
2013,0,24361,Pat Perez,248.4,1242,5
2013,0,32200,Roberto Castro,249.4,1746,7
2013,0,10885,Robert Allenby,252.0,1008,4
2013,0,23623,Bo Van Pelt,252.0,1260,5
2013,0,20229,Stewart Cink,255.6,1278,5
2013,0,34431,Robert Streb,255.6,1278,5
2013,0,20160,Charlie Wi,255.6,1278,5
2013,0,22792,Peter Hanson,258.0,774,3
2013,0,23541,Ben Crane,261.0,1044,4
2013,0,20104,Ken Duke,261.0,1566,6
2013,0,22913,John Rollins,262.8,1314,5
2013,0,29221,Webb Simpson,264.0,1584,6
2013,0,25444,Justin Hicks,270.0,1350,5
2013,0,34261,Scott Langley,270.0,1350,5
2013,0,31202,William McGirt,270.0,1350,5
2013,0,24502,Adam Scott,270.0,1080,4
2013,0,26951,Johnson Wagner,270.0,1080,4
2013,0,23788,D.J. Trahan,276.0,828,3
2013,0,26851,Marc Leishman,277.2,1386,5
2013,0,32334,Charlie Beljan,279.0,1116,4
2013,0,1724,Jeff Maggert,283.5,1134,4
2013,0,33418,Shawn Stefani,283.5,1134,4
2013,0,23800,Bryce Molder,288.0,1440,5
2013,0,23353,J.J. Henry,291.6,1458,5
2013,0,20766,Padraig Harrington,294.0,882,3
2013,0,25572,Graeme McDowell,294.0,882,3
2013,0,29518,Brendan Steele,295.2,1476,5
2013,0,27330,Josh Teater,295.2,1476,5
2013,0,28259,Sangmoon Bae,298.8,1494,5
2013,0,34409,David Lingmerth,306.0,1224,4
2013,0,24781,Hunter Mahan,306.0,1530,5
2013,0,30163,Henrik Norlander,306.0,1224,4
2013,0,10860,Justin Leonard,309.6,1548,5
2013,0,24138,Ian Poulter,318.0,954,3
2013,0,23409,James Driscoll,324.0,1296,4
2013,0,26476,Chez Reavie,324.0,1296,4
2013,0,21753,Brian Davis,327.6,1638,5
2013,0,27436,Graham DeLaet,338.4,1692,5
2013,0,27895,Jonas Blixt,342.0,1368,4
2013,0,29420,Billy Horschel,345.6,1728,5
2013,0,25686,Jason Dufner,346.5,1386,4
2013,0,37273,Derek Ernst,348.0,1044,3
2013,0,10809,Jim Furyk,351.0,1404,4
2013,0,28475,Jeff Overton,351.0,1404,4
2013,0,23320,Ryan Palmer,355.5,1422,4
2013,0,22405,Justin Rose,360.0,1080,3
2013,0,28455,Will Claxton,378.0,1134,3
2013,0,8725,Tom Gillis,390.0,1170,3
2013,0,28679,Fabián Gómez,390.0,1170,3
2013,0,1320,Bob Estes,396.0,1188,3
2013,0,27963,Chris Stroud,396.0,1584,4
2013,0,29289,S.Y. Noh,402.0,1206,3
2013,0,26331,Charl Schwartzel,408.0,1224,3
2013,0,21099,David Lynn,414.0,1242,3
2013,0,24846,Ricky Barnes,420.0,1260,3
2013,0,35139,Richard Lee,462.0,1386,3
2013,0,35539,Luke Guthrie,492.0,1476,3
2013,0,20098,Stuart Appleby,504.0,1512,3
2013,0,24357,K.J. Choi,504.0,1512,3
2013,0,30750,Tommy Gainey,504.0,1512,3
2013,0,24663,Y.E. Yang,504.0,1008,2
2013,0,22046,Geoff Ogilvy,513.0,1026,2
2013,0,23983,Luke Donald,522.0,1044,2
2013,0,25240,D.A. Points,522.0,1566,3
2013,0,25274,Steven Bowditch,585.0,1170,2
2013,0,22961,David Mathis,603.0,1206,2
2013,0,10213,Dicky Pride,603.0,1206,2
2013,0,20396,Lee Westwood,621.0,1242,2
2013,0,20848,Ángel Cabrera,657.0,1314,2
2013,0,20645,John Senden,702.0,1404,2
2013,0,19846,Brian Gay,711.0,1422,2
2013,0,28135,Aaron Watkins,792.0,792,1
2013,0,32698,Bobby Gates,810.0,810,1
2013,0,23325,Vaughn Taylor,828.0,828,1
2013,0,1116,Michael Bradley,936.0,936,1
2013,0,24227,Justin Bolli,990.0,990,1
2013,0,22621,Ben Curtis,1026.0,1026,1
2013,0,10423,Mike Weir,1044.0,1044,1
2013,0,6567,Vijay Singh,1098.0,1098,1
2013,0,22378,Trevor Immelman,1242.0,1242,1
2013,0,26497,Casey Wittenberg,1260.0,1260,1
2013,0,26758,David Hearn,1584.0,1584,1
2012,0,25804,Bubba Watson,91.4,1188,13
2012,0,27895,Jonas Blixt,92.6,1296,14
2012,0,31323,Gary Woodland,95.5,1242,13
2012,0,21961,Charles Howell III,98.0,1764,18
2012,0,23541,Ben Crane,108.0,1296,12
2012,0,28237,Rory McIlroy,108.0,972,9
2012,0,33141,Keegan Bradley,113.1,1584,14
2012,0,24358,Robert Garrigus,114.4,1602,14
2012,0,32698,Bobby Gates,117.7,1530,13
2012,0,29476,Kyle Reifers,119.1,1548,13
2012,0,27095,Nick Watney,120.9,1692,14
2012,0,23638,Brendon de Jonge,121.8,2070,17
2012,0,25818,Scott Piercy,122.1,1710,14
2012,0,21407,Arjun Atwal,122.7,1350,11
2012,0,30926,Chris Kirk,123.2,1602,13
2012,0,23409,James Driscoll,124.5,1494,12
2012,0,24940,Edward Loar,128.3,1026,8
2012,0,27644,Brian Harman,129.9,1818,14
2012,0,25632,Jimmy Walker,129.9,1818,14
2012,0,33122,Russell Knox,136.0,1224,9
2012,0,20848,Ángel Cabrera,138.9,972,7
2012,0,21805,Harrison Frazar,138.9,972,7
2012,0,23983,Luke Donald,139.5,1116,8
2012,0,30692,Scott Stallings,140.4,1404,10
2012,0,29479,Scott Brown,141.8,1134,8
2012,0,27436,Graham DeLaet,142.2,1422,10
2012,0,12716,Charley Hoffman,144.0,1584,11
2012,0,28308,Troy Kelly,144.0,1152,8
2012,0,32334,Charlie Beljan,146.6,1026,7
2012,0,27302,Garth Mulroy,146.6,1026,7
2012,0,24502,Adam Scott,149.1,1044,7
2012,0,23623,Bo Van Pelt,149.4,1494,10
2012,0,30925,Dustin Johnson,150.8,1206,8
2012,0,30110,Kyle Stanley,151.2,1512,10
2012,0,29289,S.Y. Noh,151.5,1818,12
2012,0,1797,Rocco Mediate,153.0,1224,8
2012,0,24024,Zach Johnson,153.8,1692,11
2012,0,20104,Ken Duke,156.0,1872,12
2012,0,30852,Ryo Ishikawa,156.0,936,6
2012,0,25892,Steve Wheatcroft,156.0,936,6
2012,0,20593,Greg Chalmers,156.6,1566,10
2012,0,29926,Danny Lee,157.5,1260,8
2012,0,26951,Johnson Wagner,158.4,1584,10
2012,0,26596,Ryan Moore,160.2,1602,10
2012,0,26329,Louis Oosthuizen,162.0,1134,7
2012,0,6567,Vijay Singh,162.0,1782,11
2012,0,27974,Sung Kang,164.3,1314,8
2012,0,25562,Andres Romero,164.6,1152,7
2012,0,28087,Kris Blanks,167.1,1170,7
2012,0,21209,Sergio Garcia,168.0,1008,6
2012,0,24140,Sean O'Hair,168.0,1512,9
2012,0,30944,Jason Kokrak,168.8,1350,8
2012,0,27141,J.B. Holmes,172.0,1548,9
2012,0,32366,Kevin Chappell,174.0,1566,9
2012,0,11123,Chris Couch,177.0,1062,6
2012,0,29420,Billy Horschel,177.0,1062,6
2012,0,23548,Bill Lunde,177.8,1422,8
2012,0,23135,Tim Clark,180.0,1080,6
2012,0,26289,Boo Weekley,180.0,1260,7
2012,0,21528,Henrik Stenson,183.6,918,5
2012,0,32102,Rickie Fowler,186.8,1494,8
2012,0,1724,Jeff Maggert,186.8,1494,8
2012,0,29518,Brendan Steele,187.7,1314,7
2012,0,20574,Mathew Goggin,189.0,1134,6
2012,0,20766,Padraig Harrington,189.0,1134,6
2012,0,30927,Brendon Todd,190.3,1332,7
2012,0,26300,Matt Jones,190.8,954,5
2012,0,26287,Roland Thatcher,190.8,954,5
2012,0,24490,George McNeill,191.3,1530,8
2012,0,27797,Derek Lamely,192.0,1152,6
2012,0,20160,Charlie Wi,193.5,1548,8
2012,0,20396,Lee Westwood,194.4,972,5
2012,0,23204,Gary Christian,195.8,1566,8
2012,0,30750,Tommy Gainey,196.0,1764,9
2012,0,24494,Erik Compton,198.0,1386,7
2012,0,28089,Jason Day,198.0,990,5
2012,0,6522,Ernie Els,200.6,1404,7
2012,0,20645,John Senden,200.6,1404,7
2012,0,21878,Mark Wilson,200.6,1404,7
2012,0,20229,Stewart Cink,201.0,1206,6
2012,0,27466,Spencer Levin,203.1,1422,7
2012,0,22405,Justin Rose,204.0,1224,6
2012,0,21753,Brian Davis,204.8,1638,8
2012,0,32150,Michael Thompson,205.7,1440,7
2012,0,1249,John Daly,207.0,828,4
2012,0,22961,David Mathis,208.3,1458,7
2012,0,6034,Marco Dawson,208.8,1044,5
2012,0,2206,David Toms,208.8,1044,5
2012,0,6527,Steve Stricker,210.0,1260,6
2012,0,23542,Tommy Biershenk,216.0,1296,6
2012,0,34099,Harris English,220.5,1764,8
2012,0,27120,Troy Matteson,220.5,1764,8
2012,0,28455,Will Claxton,222.8,1782,8
2012,0,12782,Tim Herron,226.3,1584,7
2012,0,1116,Michael Bradley,226.8,1134,5
2012,0,28475,Jeff Overton,227.3,1818,8
2012,0,29221,Webb Simpson,228.0,1368,6
2012,0,32200,Roberto Castro,231.4,1620,7
2012,0,24924,Bill Haas,234.0,1404,6
2012,0,27933,John Merrick,237.0,1422,6
2012,0,1810,Phil Mickelson,237.0,1422,6
2012,0,23325,Vaughn Taylor,237.0,1422,6
2012,0,20850,Daniel Chopra,238.5,954,4
2012,0,6036,Scott Dunlap,238.5,954,4
2012,0,27330,Josh Teater,239.1,1674,7
2012,0,25572,Graeme McDowell,243.0,972,4
2012,0,25834,Daniel Summerhays,243.0,1458,6
2012,0,24925,Jonathan Byrd,244.8,1224,5
2012,0,29222,Billy Hurley III,244.8,1224,5
2012,0,25686,Jason Dufner,246.0,1476,6
2012,0,28093,Miguel Angel Carballo,248.4,1242,5
2012,0,26476,Chez Reavie,249.0,1494,6
2012,0,24357,K.J. Choi,252.0,1260,5
2012,0,10809,Jim Furyk,252.0,1512,6
2012,0,27060,John Mallinger,252.0,1260,5
2012,0,24138,Ian Poulter,252.0,1008,4
2012,0,34021,Bud Cauley,254.6,1782,7
2012,0,34174,John Huh,254.6,1782,7
2012,0,22046,Geoff Ogilvy,259.2,1296,5
2012,0,1941,Tom Pernice Jr.,261.0,1044,4
2012,0,10213,Dicky Pride,261.0,1044,4
2012,0,29910,Blake Adams,275.1,1926,7
2012,0,25345,Carl Pettersson,276.0,1656,6
2012,0,28259,Sangmoon Bae,277.2,1386,5
2012,0,12652,Cameron Beckman,277.2,1386,5
2012,0,22913,John Rollins,277.2,1386,5
2012,0,27064,Jhonattan Vegas,277.2,1386,5
2012,0,27649,Brandt Snedeker,280.8,1404,5
2012,0,1706,Davis Love III,288.0,1152,4
2012,0,6251,Chris DiMarco,291.6,1458,5
2012,0,24604,Hunter Haas,292.5,1170,4
2012,0,29478,Kevin Kisner,292.5,1170,4
2012,0,23108,Matt Kuchar,295.2,1476,5
2012,0,8793,Tiger Woods,301.5,1206,4
2012,0,12510,Chad Campbell,302.4,1512,5
2012,0,20572,Rod Pampling,302.4,1512,5
2012,0,23621,Rory Sabbatini,302.4,1512,5
2012,0,27963,Chris Stroud,309.6,1548,5
2012,0,23718,Nathan Green,310.5,1242,4
2012,0,24846,Ricky Barnes,316.8,1584,5
2012,0,25240,D.A. Points,316.8,1584,5
2012,0,20098,Stuart Appleby,319.5,1278,4
2012,0,27936,Martin Laird,328.5,1314,4
2012,0,23903,Stephen Gangluff,330.0,990,3
2012,0,22548,Patrick Sheehan,336.0,1008,3
2012,0,8725,Tom Gillis,337.5,1350,4
2012,0,28500,Martin Flores,342.0,1710,5
2012,0,6573,Brandt Jobe,342.0,1026,3
2012,0,31202,William McGirt,345.6,1728,5
2012,0,30711,Colt Knost,346.5,1386,4
2012,0,1320,Bob Estes,351.0,1404,4
2012,0,24361,Pat Perez,355.5,1422,4
2012,0,24781,Hunter Mahan,369.0,1476,4
2012,0,33419,Cameron Tringale,396.0,1584,4
2012,0,22293,Heath Slocum,400.5,1602,4
2012,0,22371,Aaron Baddeley,432.0,1296,3
2012,0,31558,J.J. Killeen,436.5,1746,4
2012,0,22348,Nick O'Hern,444.0,1332,3
2012,0,20070,Matt Bettencourt,456.0,1368,3
2012,0,24507,Jason Bohn,462.0,1386,3
2012,0,27556,Ted Potter Jr.,462.0,1386,3
2012,0,27770,Camilo Villegas,462.0,1386,3
2012,0,19970,Robert Karlsson,468.0,936,2
2012,0,23800,Bryce Molder,474.0,1422,3
2012,0,25396,Kevin Na,474.0,1422,3
2012,0,26331,Charl Schwartzel,486.0,972,2
2012,0,26851,Marc Leishman,504.0,1512,3
2012,0,1766,Billy Mayfair,516.0,1548,3
2012,0,23353,J.J. Henry,534.0,1602,3
2012,0,27214,Kevin Streelman,534.0,1602,3
2012,0,21731,Freddie Jacobson,540.0,1080,2
2012,0,20691,Greg Owen,540.0,1620,3
2012,0,22621,Ben Curtis,558.0,1116,2
2012,0,20623,Gavin Coles,630.0,1260,2
2012,0,33120,Mark Anderson,657.0,1314,2
2012,0,10860,Justin Leonard,675.0,1350,2
2012,0,10885,Robert Allenby,684.0,1368,2
2012,0,22378,Trevor Immelman,684.0,1368,2
2012,0,26679,Kevin Stadler,729.0,1458,2
2012,0,8075,Jerry Kelly,756.0,1512,2
2012,0,19846,Brian Gay,783.0,1566,2
2012,0,26758,David Hearn,855.0,1710,2
2012,0,22582,Kyle Thompson,882.0,882,1
2012,0,25457,Alexandre Rocha,1044.0,1044,1
2012,0,24663,Y.E. Yang,1116.0,1116,1
2012,0,35139,Richard Lee,1206.0,1206,1
2012,0,23788,D.J. Trahan,1242.0,1242,1
2012,0,21350,Ryuji Imada,1368.0,1368,1
2012,0,23320,Ryan Palmer,1458.0,1458,1
2011,0,27974,Sung Kang,75.6,1134,15
2011,0,32698,Bobby Gates,86.8,1476,17
2011,0,25804,Bubba Watson,94.8,1422,15
2011,0,27797,Derek Lamely,97.5,1170,12
2011,0,34072,Will Strickler,102.0,918,9
2011,0,20848,Ángel Cabrera,112.5,900,8
2011,0,20593,Greg Chalmers,113.1,1584,14
2011,0,10585,Scott McCarron,117.0,1170,10
2011,0,30110,Kyle Stanley,117.6,1764,15
2011,0,32102,Rickie Fowler,121.5,1458,12
2011,0,21209,Sergio Garcia,122.0,1098,9
2011,0,25562,Andres Romero,126.0,1386,11
2011,0,23788,D.J. Trahan,126.0,1638,13
2011,0,11123,Chris Couch,131.4,1314,10
2011,0,33911,Nate Smith,132.0,1188,9
2011,0,25900,Lucas Glover,133.2,1332,10
2011,0,23623,Bo Van Pelt,135.0,1620,12
2011,0,29221,Webb Simpson,135.7,1764,13
2011,0,28158,Steve Marino,136.8,1368,10
2011,0,24490,George McNeill,138.0,1242,9
2011,0,22913,John Rollins,139.1,1530,11
2011,0,27649,Brandt Snedeker,139.1,1530,11
2011,0,32366,Kevin Chappell,140.4,1404,10
2011,0,26679,Kevin Stadler,144.0,1584,11
2011,0,25240,D.A. Points,145.6,1602,11
2011,0,29518,Brendan Steele,145.6,1602,11
2011,0,1116,Michael Bradley,148.0,1332,9
2011,0,21949,Joe Ogilvie,150.0,1350,9
2011,0,25834,Daniel Summerhays,150.0,1350,9
2011,0,19970,Robert Karlsson,151.7,1062,7
2011,0,24502,Adam Scott,151.7,1062,7
2011,0,27936,Martin Laird,152.0,1368,9
2011,0,27095,Nick Watney,154.0,1386,9
2011,0,25274,Steven Bowditch,154.8,1548,10
2011,0,24846,Ricky Barnes,156.0,1404,9
2011,0,25818,Scott Piercy,156.0,1404,9
2011,0,27330,Josh Teater,156.0,1872,12
2011,0,23497,Tag Ridings,156.6,1566,10
2011,0,25632,Jimmy Walker,158.0,1422,9
2011,0,27141,J.B. Holmes,159.0,954,6
2011,0,1577,Lee Janzen,159.4,1116,7
2011,0,30925,Dustin Johnson,159.8,1278,8
2011,0,24781,Hunter Mahan,160.2,1602,10
2011,0,32640,Troy Merritt,162.0,1134,7
2011,0,33141,Keegan Bradley,163.8,1638,10
2011,0,27120,Troy Matteson,163.8,1638,10
2011,0,12716,Charley Hoffman,165.6,1656,10
2011,0,26881,Jarrod Lyle,166.0,1494,9
2011,0,33413,Ben Martin,166.5,1332,8
2011,0,31323,Gary Woodland,167.4,1674,10
2011,0,20070,Matt Bettencourt,168.0,1512,9
2011,0,28679,Fabián Gómez,168.0,1512,9
2011,0,1766,Billy Mayfair,169.2,1692,10
2011,0,25572,Graeme McDowell,169.2,846,5
2011,0,31401,Zack Miller,172.0,1548,9
2011,0,24980,Scott Gutschewski,172.3,1206,7
2011,0,1810,Phil Mickelson,173.3,1386,8
2011,0,22405,Justin Rose,173.3,1386,8
2011,0,24024,Zach Johnson,175.5,1404,8
2011,0,2206,David Toms,175.5,1404,8
2011,0,27963,Chris Stroud,176.0,1584,9
2011,0,29478,Kevin Kisner,180.0,1260,7
2011,0,28475,Jeff Overton,182.0,1638,9
2011,0,27933,John Merrick,182.6,1278,7
2011,0,28087,Kris Blanks,184.0,1656,9
2011,0,24924,Bill Haas,184.0,1656,9
2011,0,24925,Jonathan Byrd,184.5,1476,8
2011,0,10505,Shane Bertsch,186.0,1116,6
2011,0,24358,Robert Garrigus,186.8,1494,8
2011,0,25345,Carl Pettersson,190.0,1710,9
2011,0,24507,Jason Bohn,190.3,1332,7
2011,0,26289,Boo Weekley,198.0,1188,6
2011,0,24290,D.J. Brigman,201.0,1206,6
2011,0,27770,Camilo Villegas,204.0,1224,6
