YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
2017,0,49771,J.T. Poston,65.52,1026,1566,-0.3
2017,0,25396,Kevin Na,65.51,967,1476,-0.28
2017,0,22046,Geoff Ogilvy,65.51,849,1296,-0.23
2017,0,29221,Webb Simpson,65.49,1167,1782,-0.27
2017,0,47959,Bryson DeChambeau,65.48,1049,1602,-0.26
2017,0,36801,Mark Hubbard,65.39,871,1332,-0.23
2017,0,27958,Ryan Blaum,65.28,1128,1728,-0.27
2017,0,46440,Smylie Kaufman,65.26,834,1278,-0.28
2017,0,32366,Kevin Chappell,65.25,1057,1620,-0.28
2017,0,29223,Sam Saunders,65.24,822,1260,-0.28
2017,0,26329,Louis Oosthuizen,65.23,728,1116,-0.25
2017,0,34431,Robert Streb,65.19,1103,1692,-0.26
2017,0,20771,Steven Alker,65.17,739,1134,-0.24
2017,0,33399,Adam Hadwin,65.08,1148,1764,-0.28
2017,0,26596,Ryan Moore,65.05,925,1422,-0.28
2017,0,28093,Miguel Angel Carballo,64.91,666,1026,-0.25
2017,0,32640,Troy Merritt,64.84,887,1368,-0.26
2017,0,35110,Brett Drewitt,64.78,618,954,-0.22
2017,0,35506,Mackenzie Hughes,64.74,1212,1872,-0.26
2017,0,26758,David Hearn,64.71,990,1530,-0.24
2017,0,32333,Kevin Tway,64.71,1025,1584,-0.28
2017,0,40058,Zac Blair,64.7,1153,1782,-0.24
2017,0,28679,Fabián Gómez,64.69,687,1062,-0.25
2017,0,24781,Hunter Mahan,64.55,825,1278,-0.23
2017,0,46550,Brandon Hagy,64.5,894,1386,-0.28
2017,0,24138,Ian Poulter,64.46,789,1224,-0.25
2017,0,33419,Cameron Tringale,64.39,962,1494,-0.26
2017,0,29479,Scott Brown,64.35,1054,1638,-0.27
2017,0,29740,Brad Fritsch,64.21,601,936,-0.23
2017,0,24024,Zach Johnson,64.21,890,1386,-0.27
2017,0,33948,Byeong Hun An,64.04,830,1296,-0.25
2017,0,20572,Rod Pampling,64.01,818,1278,-0.21
2017,0,25349,Tim Wilkinson,63.98,668,1044,-0.27
2017,0,34099,Harris English,63.96,875,1368,-0.26
2017,0,34213,Grayson Murray,63.95,1036,1620,-0.3
2017,0,20157,Retief Goosen,63.89,529,828,-0.25
2017,0,27644,Brian Harman,63.78,1148,1800,-0.29
2017,0,32200,Roberto Castro,63.73,780,1224,-0.2
2017,0,28089,Jason Day,63.72,757,1188,-0.34
2017,0,20104,Ken Duke,63.69,814,1278,-0.24
2017,0,32150,Michael Thompson,63.69,642,1008,-0.24
2017,0,29222,Billy Hurley III,63.61,916,1440,-0.26
2017,0,33461,Morgan Hoffmann,63.57,1007,1584,-0.27
2017,0,25632,Jimmy Walker,63.57,698,1098,-0.27
2017,0,24846,Ricky Barnes,63.53,1052,1656,-0.27
2017,0,19846,Brian Gay,63.53,892,1404,-0.27
2017,0,32757,Patton Kizzire,63.52,869,1368,-0.27
2017,0,36689,Brooks Koepka,63.47,914,1440,-0.35
2017,0,31420,Anirban Lahiri,63.43,822,1296,-0.32
2017,0,25834,Daniel Summerhays,63.42,1073,1692,-0.27
2017,0,31560,Brian Stuard,63.35,992,1566,-0.25
2017,0,46443,Brian Campbell,63.29,581,918,-0.28
2017,0,30852,Ryo Ishikawa,63.29,638,1008,-0.26
2017,0,24507,Jason Bohn,63.15,807,1278,-0.21
2017,0,35879,Kelly Kraft,63.15,807,1278,-0.25
2017,0,48822,Sebastián Muñoz,63.15,557,882,-0.27
2017,0,35891,Cameron Smith,63.14,932,1476,-0.31
2017,0,34409,David Lingmerth,63.11,852,1350,-0.28
2017,0,26300,Matt Jones,63.1,636,1008,-0.26
2017,0,24357,K.J. Choi,63.05,749,1188,-0.25
2017,0,34358,Jonathan Randolph,62.87,713,1134,-0.25
2017,0,25804,Bubba Watson,62.87,713,1134,-0.27
2017,0,1810,Phil Mickelson,62.85,905,1440,-0.32
2017,0,31416,Derek Fathauer,62.81,848,1350,-0.29
2017,0,39954,Cody Gribble,62.7,869,1386,-0.29
2017,0,26499,Rafa Cabrera Bello,62.69,677,1080,-0.26
2017,0,25572,Graeme McDowell,62.6,631,1008,-0.28
2017,0,37454,Whee Kim,62.58,811,1296,-0.27
2017,0,22371,Aaron Baddeley,62.57,642,1026,-0.28
2017,0,27141,J.B. Holmes,62.57,856,1368,-0.3
2017,0,34466,Peter Malnati,62.48,956,1530,-0.27
2017,0,25191,Gonzalo Fernandez-Castaño,62.2,627,1008,-0.26
2017,0,34360,Patrick Reed,62.17,1119,1800,-0.29
2017,0,22986,Søren Kjeldsen,62.02,547,882,-0.26
2017,0,40009,Dominic Bozzelli,61.97,725,1170,-0.25
2017,0,23983,Luke Donald,61.92,535,864,-0.27
2017,0,27770,Camilo Villegas,61.88,802,1296,-0.3
2017,0,23800,Bryce Molder,61.79,823,1332,-0.24
2017,0,26331,Charl Schwartzel,61.76,667,1080,-0.29
2017,0,27895,Jonas Blixt,61.51,775,1260,-0.29
2017,0,25892,Steve Wheatcroft,60.99,516,846,-0.24
2017,0,25720,Chad Collins,60.93,680,1116,-0.25
2017,0,48084,Wesley Bryan,60.5,991,1638,-0.28
2017,0,28307,Matt Every,60.16,758,1260,-0.3
2017,0,20593,Greg Chalmers,59.86,765,1278,-0.26
2017,0,35300,Andrew Loupe,59.83,560,936,-0.26
2017,0,37455,Si Woo Kim,59.63,805,1350,-0.24
2017,0,25345,Carl Pettersson,57.91,615,1062,-0.28
2017,0,6522,Ernie Els,56.84,532,936,-0.26
2017,0,25274,Steven Bowditch,53.54,530,990,-0.18
2016,0,25900,Lucas Glover,71.63,967,1350,-0.27
2016,0,25364,Paul Casey,70.8,943,1332,-0.25
2016,0,24502,Adam Scott,70.76,968,1368,-0.29
2016,0,20229,Stewart Cink,70.4,773,1098,-0.25
2016,0,24461,Thomas Aiken,70.2,834,1188,-0.21
2016,0,25686,Jason Dufner,70.15,1288,1836,-0.25
2016,0,21209,Sergio Garcia,70.15,644,918,-0.26
2016,0,20691,Greg Owen,69.75,1017,1458,-0.23
2016,0,33122,Russell Knox,69.73,1117,1602,-0.24
2016,0,27064,Jhonattan Vegas,69.71,1167,1674,-0.26
2016,0,28237,Rory McIlroy,69.62,777,1116,-0.32
2016,0,33141,Keegan Bradley,69.58,1027,1476,-0.24
2016,0,26951,Johnson Wagner,69.38,1074,1548,-0.25
2016,0,24358,Robert Garrigus,69.32,811,1170,-0.29
2016,0,32102,Rickie Fowler,69.26,960,1386,-0.28
2016,0,36699,Patrick Rodgers,69.22,1059,1530,-0.26
2016,0,27214,Kevin Streelman,69.17,1021,1476,-0.25
2016,0,25804,Bubba Watson,69.16,859,1242,-0.28
2016,0,32200,Roberto Castro,69.13,1207,1746,-0.27
2016,0,35451,Scott Pinckney,69.02,1056,1530,-0.25
2016,0,20645,John Senden,68.86,1066,1548,-0.25
2016,0,34264,Hudson Swafford,68.8,1288,1872,-0.28
2016,0,31323,Gary Woodland,68.74,1126,1638,-0.27
2016,0,26331,Charl Schwartzel,68.73,866,1260,-0.26
2016,0,29518,Brendan Steele,68.72,1039,1512,-0.26
2016,0,30944,Jason Kokrak,68.66,1100,1602,-0.26
2016,0,31646,Emiliano Grillo,68.52,1110,1620,-0.26
2016,0,27436,Graham DeLaet,68.35,812,1188,-0.28
2016,0,10809,Jim Furyk,68.27,639,936,-0.22
2016,0,34098,Russell Henley,68.27,934,1368,-0.25
2016,0,26758,David Hearn,68.25,1167,1710,-0.26
2016,0,30163,Henrik Norlander,68.24,823,1206,-0.25
2016,0,12510,Chad Campbell,68.15,1104,1620,-0.25
2016,0,26329,Louis Oosthuizen,68.15,687,1008,-0.25
2016,0,32618,Rhein Gibson,68.11,662,972,-0.22
2016,0,32839,Hideki Matsuyama,68.11,895,1314,-0.3
2016,0,26476,Chez Reavie,68.09,1054,1548,-0.26
2016,0,21961,Charles Howell III,68.01,1114,1638,-0.29
2016,0,20472,Alex Cejka,67.99,820,1206,-0.28
2016,0,22405,Justin Rose,67.92,758,1116,-0.27
2016,0,26289,Boo Weekley,67.87,1014,1494,-0.26
2016,0,23320,Ryan Palmer,67.83,1050,1548,-0.29
2016,0,30925,Dustin Johnson,67.82,1001,1476,-0.36
2016,0,23108,Matt Kuchar,67.82,1172,1728,-0.28
2016,0,29420,Billy Horschel,67.7,853,1260,-0.27
2016,0,40026,Daniel Berger,67.67,1084,1602,-0.28
2016,0,27936,Martin Laird,67.66,950,1404,-0.27
2016,0,29476,Kyle Reifers,67.62,1351,1998,-0.27
2016,0,23353,J.J. Henry,67.51,802,1188,-0.18
2016,0,35879,Kelly Kraft,67.42,716,1062,-0.27
2016,0,31202,William McGirt,67.35,1188,1764,-0.26
2016,0,25818,Scott Piercy,67.33,1018,1512,-0.26
2016,0,28089,Jason Day,67.23,835,1242,-0.34
2016,0,27129,Luke List,67.17,931,1386,-0.26
2016,0,24140,Sean O'Hair,67.17,1076,1602,-0.28
2016,0,30110,Kyle Stanley,67.17,1076,1602,-0.25
2016,0,24924,Bill Haas,67.14,991,1476,-0.23
2016,0,29221,Webb Simpson,67.14,846,1260,-0.26
2016,0,36689,Brooks Koepka,66.98,844,1260,-0.31
2016,0,29485,Brett Stegmaier,66.8,1022,1530,-0.25
2016,0,29974,Branden Grace,66.76,721,1080,-0.26
2016,0,28114,Dawie van der Walt,66.75,841,1260,-0.26
2016,0,35545,Blayne Barber,66.74,961,1440,-0.25
2016,0,33413,Ben Martin,66.73,1057,1584,-0.28
2016,0,25396,Kevin Na,66.73,1117,1674,-0.28
2016,0,8075,Jerry Kelly,66.67,912,1368,-0.24
2016,0,27963,Chris Stroud,66.6,959,1440,-0.27
2016,0,22892,Jason Gore,66.52,886,1332,-0.26
2016,0,33418,Shawn Stefani,66.48,1041,1566,-0.23
2016,0,24912,Will MacKenzie,66.39,956,1440,-0.23
2016,0,32366,Kevin Chappell,66.37,1111,1674,-0.27
2016,0,24507,Jason Bohn,66.33,800,1206,-0.28
2016,0,27466,Spencer Levin,66.33,1194,1800,-0.27
2016,0,46440,Smylie Kaufman,66.29,1050,1584,-0.29
2016,0,29268,Bronson Burgoon,66.24,942,1422,-0.25
2016,0,37189,Harold Varner III,66.24,1097,1656,-0.25
2016,0,34174,John Huh,66.21,1013,1530,-0.24
2016,0,34431,Robert Streb,66.2,1001,1512,-0.23
2016,0,37273,Derek Ernst,66.18,679,1026,-0.21
2016,0,32150,Michael Thompson,66.18,810,1224,-0.28
2016,0,29720,Andres Gonzales,66.17,929,1404,-0.25
2016,0,30692,Scott Stallings,66.11,833,1260,-0.25
2016,0,33399,Adam Hadwin,66.07,1106,1674,-0.3
2016,0,1810,Phil Mickelson,66.05,856,1296,-0.31
2016,0,28158,Steve Marino,66.01,808,1224,-0.25
2016,0,25493,Nick Taylor,65.82,936,1422,-0.27
2016,0,26596,Ryan Moore,65.78,959,1458,-0.28
2016,0,24846,Ricky Barnes,65.77,1101,1674,-0.29
2016,0,37454,Whee Kim,65.74,923,1404,-0.23
2016,0,27649,Brandt Snedeker,65.67,1052,1602,-0.28
2016,0,33419,Cameron Tringale,65.66,910,1386,-0.27
2016,0,31557,Jim Herman,65.65,1099,1674,-0.24
2016,0,23638,Brendon de Jonge,65.64,957,1458,-0.25
2016,0,33448,Justin Thomas,65.63,1134,1728,-0.29
2016,0,29745,Tyler Aldridge,65.54,932,1422,-0.24
2016,0,2206,David Toms,65.5,731,1116,-0.21
2016,0,24357,K.J. Choi,65.37,859,1314,-0.26
2016,0,25240,D.A. Points,65.36,600,918,-0.24
2016,0,29461,Jamie Lovemark,65.32,1070,1638,-0.28
2016,0,26851,Marc Leishman,65.31,1011,1548,-0.27
2016,0,34563,Chesson Hadley,65.26,928,1422,-0.25
2016,0,27974,Sung Kang,65.26,1022,1566,-0.27
2016,0,30711,Colt Knost,65.25,1010,1548,-0.25
2016,0,29478,Kevin Kisner,65.19,1103,1692,-0.3
2016,0,27141,J.B. Holmes,65.17,868,1332,-0.29
2016,0,29725,Tony Finau,65.09,1113,1710,-0.29
2016,0,29479,Scott Brown,65.03,1030,1584,-0.27
2016,0,21878,Mark Wilson,64.96,725,1116,-0.21
2016,0,25198,Francesco Molinari,64.93,748,1152,-0.25
2016,0,21731,Freddie Jacobson,64.86,1004,1548,-0.28
2016,0,27644,Brian Harman,64.85,1214,1872,-0.28
2016,0,34099,Harris English,64.83,1132,1746,-0.26
2016,0,37455,Si Woo Kim,64.83,1272,1962,-0.29
2016,0,28132,Tyrone Van Aswegen,64.81,1190,1836,-0.25
2016,0,25349,Tim Wilkinson,64.71,792,1224,-0.27
2016,0,34360,Patrick Reed,64.65,1152,1782,-0.3
2016,0,33410,Andrew Landry,64.63,570,882,-0.25
2016,0,23983,Luke Donald,64.61,942,1458,-0.23
2016,0,32448,James Hahn,64.58,988,1530,-0.25
2016,0,12716,Charley Hoffman,64.58,1023,1584,-0.25
2016,0,29289,S.Y. Noh,64.54,941,1458,-0.27
2016,0,24024,Zach Johnson,64.53,999,1548,-0.27
2016,0,33204,Shane Lowry,64.51,627,972,-0.24
2016,0,32757,Patton Kizzire,64.48,1033,1602,-0.27
2016,0,25572,Graeme McDowell,64.44,696,1080,-0.25
2016,0,33667,Carlos Ortiz,64.44,870,1350,-0.27
2016,0,23325,Vaughn Taylor,64.43,835,1296,-0.28
2016,0,29223,Sam Saunders,64.36,753,1170,-0.25
2016,0,32876,Martin Piller,64.33,660,1026,-0.25
2016,0,23621,Rory Sabbatini,64.3,625,972,-0.23
2016,0,24490,George McNeill,64.16,589,918,-0.24
2016,0,30926,Chris Kirk,64.05,980,1530,-0.25
2016,0,20572,Rod Pampling,64.0,576,900,-0.23
2016,0,34409,David Lingmerth,63.99,910,1422,-0.27
2016,0,26300,Matt Jones,63.96,921,1440,-0.28
2016,0,25632,Jimmy Walker,63.96,944,1476,-0.3
2016,0,29926,Danny Lee,63.95,1036,1620,-0.26
2016,0,34261,Scott Langley,63.93,725,1134,-0.22
2016,0,28475,Jeff Overton,63.85,747,1170,-0.22
2016,0,10885,Robert Allenby,63.73,585,918,-0.19
2016,0,28679,Fabián Gómez,63.71,906,1422,-0.27
2016,0,22046,Geoff Ogilvy,63.65,676,1062,-0.26
2016,0,23541,Ben Crane,63.6,870,1368,-0.26
2016,0,27942,Rob Oppenheim,63.58,721,1134,-0.24
2016,0,36801,Mark Hubbard,63.52,1109,1746,-0.27
2016,0,34046,Jordan Spieth,63.52,869,1368,-0.34
2016,0,34265,Will Wilcox,63.42,742,1170,-0.28
2016,0,35300,Andrew Loupe,63.41,856,1350,-0.31
2016,0,31560,Brian Stuard,63.3,752,1188,-0.24
2016,0,33461,Morgan Hoffmann,63.27,763,1206,-0.29
2016,0,35732,Wes Roach,63.23,626,990,-0.28
2016,0,35539,Luke Guthrie,63.13,625,990,-0.3
2016,0,32640,Troy Merritt,63.13,875,1386,-0.29
2016,0,22371,Aaron Baddeley,63.11,1011,1602,-0.29
2016,0,20848,Ángel Cabrera,63.08,704,1116,-0.23
2016,0,34262,Jon Curran,63.02,1123,1782,-0.26
2016,0,25834,Daniel Summerhays,63.02,1123,1782,-0.3
2016,0,6527,Steve Stricker,63.0,601,954,-0.29
2016,0,20766,Padraig Harrington,62.96,612,972,-0.26
2016,0,39975,Michael Kim,62.96,1088,1728,-0.26
2016,0,31420,Anirban Lahiri,62.88,781,1242,-0.28
2016,0,24781,Hunter Mahan,62.75,689,1098,-0.26
2016,0,20157,Retief Goosen,62.73,621,990,-0.28
2016,0,6567,Vijay Singh,62.73,813,1296,-0.25
2016,0,35891,Cameron Smith,62.72,779,1242,-0.26
2016,0,29222,Billy Hurley III,62.71,745,1188,-0.27
2016,0,35532,Tom Hoge,62.48,866,1386,-0.25
2016,0,25720,Chad Collins,62.4,820,1314,-0.24
2016,0,40058,Zac Blair,62.34,1066,1710,-0.24
2016,0,27770,Camilo Villegas,62.1,883,1422,-0.26
2016,0,34466,Peter Malnati,62.09,950,1530,-0.26
2016,0,31416,Derek Fathauer,62.0,1049,1692,-0.27
2016,0,25892,Steve Wheatcroft,61.93,903,1458,-0.27
2016,0,45526,Abraham Ancer,61.81,534,864,-0.24
2016,0,20098,Stuart Appleby,61.43,763,1242,-0.27
2016,0,23800,Bryce Molder,61.32,861,1404,-0.28
2016,0,6522,Ernie Els,61.2,727,1188,-0.27
2016,0,27895,Jonas Blixt,60.96,834,1368,-0.3
2016,0,10213,Dicky Pride,60.9,581,954,-0.24
2016,0,28092,D.H. Lee,60.14,617,1026,-0.26
2016,0,27747,Hiroshi Iwata,59.5,889,1494,-0.28
2016,0,20104,Ken Duke,59.26,576,972,-0.26
2016,0,24494,Erik Compton,58.64,665,1134,-0.26
2016,0,25274,Steven Bowditch,54.46,696,1278,-0.26
2016,0,30927,Brendon Todd,54.23,615,1134,-0.25
2015,0,21528,Henrik Stenson,73.52,794,1080,-0.26
2015,0,31557,Jim Herman,73.23,1160,1584,-0.23
2015,0,20229,Stewart Cink,72.94,1011,1386,-0.23
2015,0,34265,Will Wilcox,72.53,705,972,-0.28
2015,0,25364,Paul Casey,72.36,1068,1476,-0.27
2015,0,25198,Francesco Molinari,71.07,678,954,-0.22
2015,0,28089,Jason Day,70.83,918,1296,-0.36
2015,0,33122,Russell Knox,70.83,1224,1728,-0.25
2015,0,22405,Justin Rose,70.54,838,1188,-0.31
2015,0,25900,Lucas Glover,70.46,1002,1422,-0.22
2015,0,30946,Alex Prugh,70.14,1010,1440,-0.26
2015,0,28486,Michael Putnam,70.13,1073,1530,-0.22
2015,0,23353,J.J. Henry,69.88,1132,1620,-0.22
2015,0,10809,Jim Furyk,69.79,804,1152,-0.24
2015,0,26476,Chez Reavie,69.64,702,1008,-0.25
2015,0,24502,Adam Scott,69.62,589,846,-0.26
2015,0,36689,Brooks Koepka,69.48,1013,1458,-0.3
2015,0,29420,Billy Horschel,69.33,1173,1692,-0.27
2015,0,25804,Bubba Watson,69.32,836,1206,-0.33
2015,0,20691,Greg Owen,69.25,723,1044,-0.22
2015,0,32839,Hideki Matsuyama,69.2,1121,1620,-0.3
2015,0,27436,Graham DeLaet,69.15,809,1170,-0.27
2015,0,34431,Robert Streb,69.14,1369,1980,-0.29
2015,0,25686,Jason Dufner,69.03,907,1314,-0.24
2015,0,27214,Kevin Streelman,68.99,1130,1638,-0.26
2015,0,26951,Johnson Wagner,68.95,844,1224,-0.25
2015,0,33448,Justin Thomas,68.92,1315,1908,-0.31
2015,0,24507,Jason Bohn,68.89,1178,1710,-0.3
2015,0,28023,Byron Smith,68.89,682,990,-0.23
2015,0,40026,Daniel Berger,68.84,1202,1746,-0.27
2015,0,24924,Bill Haas,68.8,1065,1548,-0.24
2015,0,33418,Shawn Stefani,68.79,1164,1692,-0.29
2015,0,23548,Bill Lunde,68.72,569,828,-0.21
2015,0,33413,Ben Martin,68.7,1113,1620,-0.27
2015,0,12510,Chad Campbell,68.61,1198,1746,-0.24
2015,0,28780,Nicholas Thompson,68.6,1062,1548,-0.25
2015,0,24024,Zach Johnson,68.58,1074,1566,-0.29
2015,0,21961,Charles Howell III,68.57,1296,1890,-0.26
2015,0,34264,Hudson Swafford,68.54,1172,1710,-0.3
2015,0,29518,Brendan Steele,68.52,1036,1512,-0.3
2015,0,28500,Martin Flores,68.32,1119,1638,-0.24
2015,0,35541,John Peterson,68.32,1033,1512,-0.25
2015,0,29535,Brice Garnett,68.28,971,1422,-0.23
2015,0,26329,Louis Oosthuizen,68.28,762,1116,-0.27
2015,0,27466,Spencer Levin,68.27,1192,1746,-0.23
2015,0,37454,Whee Kim,68.2,847,1242,-0.26
2015,0,26758,David Hearn,67.98,1187,1746,-0.27
2015,0,24361,Pat Perez,67.88,1173,1728,-0.29
2015,0,34046,Jordan Spieth,67.87,1075,1584,-0.34
2015,0,31202,William McGirt,67.85,1258,1854,-0.25
2015,0,21878,Mark Wilson,67.84,1038,1530,-0.24
2015,0,23621,Rory Sabbatini,67.83,989,1458,-0.27
2015,0,29221,Webb Simpson,67.81,952,1404,-0.25
2015,0,22056,Cameron Percy,67.78,854,1260,-0.26
2015,0,26289,Boo Weekley,67.72,963,1422,-0.26
2015,0,27933,John Merrick,67.64,901,1332,-0.24
2015,0,29725,Tony Finau,67.61,1290,1908,-0.31
2015,0,35451,Scott Pinckney,67.61,1071,1584,-0.26
2015,0,21209,Sergio Garcia,67.56,681,1008,-0.29
2015,0,33141,Keegan Bradley,67.53,1021,1512,-0.28
2015,0,22892,Jason Gore,67.52,875,1296,-0.27
2015,0,23638,Brendon de Jonge,67.51,1288,1908,-0.28
2015,0,30711,Colt Knost,67.44,1044,1548,-0.28
2015,0,1706,Davis Love III,67.43,619,918,-0.22
2015,0,24925,Jonathan Byrd,67.35,788,1170,-0.24
2015,0,27095,Nick Watney,67.34,1103,1638,-0.26
2015,0,30944,Jason Kokrak,67.3,1066,1584,-0.27
2015,0,20645,John Senden,67.26,908,1350,-0.27
2015,0,34098,Russell Henley,67.06,1014,1512,-0.29
2015,0,34099,Harris English,67.05,1231,1836,-0.28
2015,0,30925,Dustin Johnson,67.05,869,1296,-0.34
2015,0,29476,Kyle Reifers,67.03,1110,1656,-0.25
2015,0,23623,Bo Van Pelt,66.88,951,1422,-0.25
2015,0,33667,Carlos Ortiz,66.84,1155,1728,-0.29
2015,0,36801,Mark Hubbard,66.81,926,1386,-0.25
2015,0,23320,Ryan Palmer,66.81,914,1368,-0.28
2015,0,36699,Patrick Rodgers,66.77,637,954,-0.3
2015,0,28132,Tyrone Van Aswegen,66.77,649,972,-0.26
2015,0,31323,Gary Woodland,66.74,889,1332,-0.26
2015,0,25818,Scott Piercy,66.73,1081,1620,-0.28
2015,0,10885,Robert Allenby,66.67,708,1062,-0.2
2015,0,29720,Andres Gonzales,66.67,1032,1548,-0.27
2015,0,27644,Brian Harman,66.67,1080,1620,-0.27
2015,0,20771,Steven Alker,66.57,719,1080,-0.26
2015,0,33399,Adam Hadwin,66.55,1114,1674,-0.26
2015,0,23108,Matt Kuchar,66.55,1126,1692,-0.31
2015,0,22046,Geoff Ogilvy,66.55,575,864,-0.23
2015,0,37273,Derek Ernst,66.51,850,1278,-0.22
2015,0,20396,Lee Westwood,66.45,622,936,-0.28
2015,0,35545,Blayne Barber,66.44,885,1332,-0.27
2015,0,24490,George McNeill,66.43,1112,1674,-0.27
2015,0,30852,Ryo Ishikawa,66.41,1052,1584,-0.28
2015,0,34262,Jon Curran,66.39,944,1422,-0.24
2015,0,27936,Martin Laird,66.31,919,1386,-0.27
2015,0,29478,Kevin Kisner,66.24,1240,1872,-0.26
2015,0,6567,Vijay Singh,66.24,930,1404,-0.25
2015,0,12716,Charley Hoffman,66.19,1120,1692,-0.3
2015,0,32448,James Hahn,66.13,1119,1692,-0.27
2015,0,32200,Roberto Castro,66.11,595,900,-0.24
2015,0,25720,Chad Collins,66.1,940,1422,-0.25
2015,0,25632,Jimmy Walker,66.09,1023,1548,-0.31
2015,0,35532,Tom Hoge,66.03,939,1422,-0.29
2015,0,32366,Kevin Chappell,66.02,1022,1548,-0.28
2015,0,8075,Jerry Kelly,65.96,938,1422,-0.28
2015,0,29289,S.Y. Noh,65.9,771,1170,-0.28
2015,0,32102,Rickie Fowler,65.81,841,1278,-0.31
2015,0,24781,Hunter Mahan,65.79,971,1476,-0.26
2015,0,24138,Ian Poulter,65.71,757,1152,-0.27
2015,0,20472,Alex Cejka,65.7,1088,1656,-0.27
2015,0,28475,Jeff Overton,65.7,1088,1656,-0.27
2015,0,29926,Danny Lee,65.69,1419,2160,-0.3
2015,0,27963,Chris Stroud,65.67,993,1512,-0.27
2015,0,26851,Marc Leishman,65.62,815,1242,-0.27
2015,0,25834,Daniel Summerhays,65.62,1193,1818,-0.3
2015,0,23983,Luke Donald,65.57,838,1278,-0.24
2015,0,40058,Zac Blair,65.54,1227,1872,-0.25
2015,0,32334,Charlie Beljan,65.51,849,1296,-0.25
2015,0,30927,Brendon Todd,65.47,1096,1674,-0.28
2015,0,23800,Bryce Molder,65.45,1025,1566,-0.27
2015,0,27064,Jhonattan Vegas,65.44,1013,1548,-0.26
2015,0,32150,Michael Thompson,65.43,954,1458,-0.26
2015,0,29222,Billy Hurley III,65.26,928,1422,-0.24
2015,0,26596,Ryan Moore,65.24,916,1404,-0.3
2015,0,31193,Jim Renner,65.24,775,1188,-0.18
2015,0,29223,Sam Saunders,65.23,951,1458,-0.25
2015,0,29479,Scott Brown,65.18,1138,1746,-0.28
2015,0,30692,Scott Stallings,65.0,702,1080,-0.26
2015,0,26331,Charl Schwartzel,64.99,737,1134,-0.26
2015,0,27649,Brandt Snedeker,64.97,1111,1710,-0.29
2015,0,34409,David Lingmerth,64.94,1052,1620,-0.28
2015,0,20848,Ángel Cabrera,64.88,619,954,-0.26
2015,0,34174,John Huh,64.85,1179,1818,-0.26
2015,0,34130,Sung Joon Park,64.72,897,1386,-0.21
2015,0,34261,Scott Langley,64.67,1071,1656,-0.27
2015,0,2206,David Toms,64.66,675,1044,-0.24
2015,0,25892,Steve Wheatcroft,64.59,965,1494,-0.3
2015,0,33419,Cameron Tringale,64.58,1116,1728,-0.25
2015,0,25396,Kevin Na,64.56,1104,1710,-0.29
2015,0,30926,Chris Kirk,64.54,848,1314,-0.29
2015,0,6522,Ernie Els,64.52,662,1026,-0.24
2015,0,34360,Patrick Reed,64.42,1148,1782,-0.3
2015,0,25493,Nick Taylor,64.41,1055,1638,-0.28
2015,0,34358,Jonathan Randolph,64.37,811,1260,-0.25
2015,0,24140,Sean O'Hair,64.34,996,1548,-0.29
2015,0,25240,D.A. Points,64.29,810,1260,-0.23
2015,0,20104,Ken Duke,64.17,1028,1602,-0.25
2015,0,26300,Matt Jones,64.05,980,1530,-0.31
2015,0,24358,Robert Garrigus,63.97,760,1188,-0.25
2015,0,25191,Gonzalo Fernandez-Castaño,63.92,886,1386,-0.24
2015,0,25369,Jamie Donaldson,63.83,540,846,-0.25
2015,0,24357,K.J. Choi,63.8,712,1116,-0.26
2015,0,20593,Greg Chalmers,63.79,620,972,-0.28
2015,0,35539,Luke Guthrie,63.75,941,1476,-0.28
2015,0,27141,J.B. Holmes,63.66,974,1530,-0.33
2015,0,29425,Andrew Svoboda,63.6,893,1404,-0.25
2015,0,34563,Chesson Hadley,63.59,1156,1818,-0.29
2015,0,28679,Fabián Gómez,63.52,949,1494,-0.27
2015,0,25274,Steven Bowditch,63.43,1176,1854,-0.29
2015,0,32640,Troy Merritt,63.37,1038,1638,-0.25
2015,0,23541,Ben Crane,63.22,660,1044,-0.22
2015,0,31560,Brian Stuard,63.2,1058,1674,-0.26
2015,0,24494,Erik Compton,63.18,978,1548,-0.28
2015,0,30736,Oscar Fraustro,63.17,614,972,-0.26
2015,0,33486,Roger Sloan,63.14,591,936,-0.26
2015,0,27770,Camilo Villegas,63.05,942,1494,-0.26
2015,0,25345,Carl Pettersson,63.0,1202,1908,-0.29
2015,0,39977,Max Homa,62.99,839,1332,-0.26
2015,0,28259,Sangmoon Bae,62.93,1110,1764,-0.28
2015,0,22293,Heath Slocum,62.79,599,954,-0.23
2015,0,27895,Jonas Blixt,62.71,824,1314,-0.29
2015,0,10860,Justin Leonard,62.57,687,1098,-0.24
2015,0,22371,Aaron Baddeley,62.46,832,1332,-0.3
2015,0,25349,Tim Wilkinson,62.44,798,1278,-0.24
2015,0,21753,Brian Davis,62.26,919,1476,-0.24
2015,0,20157,Retief Goosen,62.19,862,1386,-0.26
2015,0,25562,Andres Romero,61.7,733,1188,-0.27
2015,0,1810,Phil Mickelson,61.51,775,1260,-0.31
2015,0,31416,Derek Fathauer,61.33,850,1386,-0.28
2015,0,23048,Eric Axley,61.21,606,990,-0.26
