YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
2022,0,22405,Justin Rose,47.2,76,161,1.58
2022,0,51634,Sahith Theegala,47.2,266,563,0.56
2022,0,33141,Keegan Bradley,47.4,152,321,0.33
2022,0,27649,Brandt Snedeker,47.5,114,240,2.37
2022,0,29420,Billy Horschel,47.6,121,254,0.74
2022,0,40115,Adam Svensson,47.7,198,415,2.12
2022,0,28114,Dawie van der Walt,47.8,121,253,1.49
2022,0,35879,Kelly Kraft,48.0,120,250,1.83
2022,0,29970,Dylan Frittelli,48.3,226,468,0.8
2022,0,33399,Adam Hadwin,48.3,170,352,2.18
2022,0,28237,Rory McIlroy,48.3,129,267,0.78
2022,0,39546,Keith Mitchell,48.3,167,346,0.72
2022,0,30163,Henrik Norlander,48.3,144,298,1.04
2022,0,35450,Patrick Cantlay,48.4,120,248,0.25
2022,0,29725,Tony Finau,48.4,182,376,-0.05
2022,0,49964,Aaron Wise,48.4,184,380,1.25
2022,0,27644,Brian Harman,48.5,164,338,0.91
2022,0,28775,Nate Lashley,48.5,146,301,1.71
2022,0,22056,Cameron Percy,48.5,82,169,-0.24
2022,0,35506,Mackenzie Hughes,48.6,168,346,1.31
2022,0,37212,Paul Barjon,48.7,165,339,1.03
2022,0,29478,Kevin Kisner,48.8,118,242,1.44
2022,0,26300,Matt Jones,48.9,149,305,0.74
2022,0,45540,Jared Wolfe,48.9,134,274,0.97
2022,0,39997,Corey Conners,49.0,152,310,0.72
2022,0,47993,Denny McCarthy,49.0,193,394,1.45
2022,0,46601,Trey Mullinax,49.0,196,400,1.33
2022,0,32791,K.H. Lee,49.1,202,411,1.39
2022,0,46717,Viktor Hovland,49.3,132,268,1.44
2022,0,34360,Patrick Reed,49.4,123,249,2.68
2022,0,19803,Ryan Armour,49.5,54,109,3.33
2022,0,52372,Cameron Champ,49.6,131,264,0.99
2022,0,29535,Brice Garnett,49.6,132,266,2.12
2022,0,32333,Kevin Tway,49.8,216,434,1.57
2022,0,20229,Stewart Cink,49.9,170,341,2.06
2022,0,33419,Cameron Tringale,49.9,193,387,1.87
2022,0,57366,Cameron Young,50.0,187,374,0.59
2022,0,36884,Ben Kohles,50.2,120,239,2.67
2022,0,36871,Matthew NeSmith,50.3,175,348,1.94
2022,0,30911,Tommy Fleetwood,50.5,99,196,1.11
2022,0,40006,Erik van Rooyen,50.6,91,180,1.32
2022,0,46414,Aaron Rai,50.7,149,294,1.14
2022,0,35449,Adam Long,50.9,176,346,1.7
2022,0,23320,Ryan Palmer,50.9,140,275,1.14
2022,0,27129,Luke List,51.3,184,359,0.82
2022,0,36799,Stephan Jaeger,51.5,207,402,1.59
2022,0,53165,Doc Redman,51.5,171,332,1.58
2022,0,27139,David Skinns,51.5,170,330,2.06
2022,0,34610,Matthias Schwab,51.6,158,306,0.95
2022,0,51894,Vince Whaley,51.7,218,422,0.87
2022,0,50095,Austin Smotherman,51.8,157,303,2.17
2022,0,46435,Austin Cook,51.9,126,243,2.14
2022,0,48699,Callum Tarren,52.0,166,319,0.6
2022,0,46046,Scottie Scheffler,52.2,186,356,0.81
2022,0,28089,Jason Day,52.3,137,262,2.55
2022,0,36852,Jim Knous,52.3,104,199,1.83
2022,0,27895,Jonas Blixt,52.4,108,206,2.59
2022,0,31557,Jim Herman,52.4,99,189,1.82
2022,0,35110,Brett Drewitt,52.5,125,238,2.56
2022,0,31646,Emiliano Grillo,52.6,170,323,0.71
2022,0,50525,Collin Morikawa,52.6,103,196,0.87
2022,0,24361,Pat Perez,52.6,143,272,0.84
2022,0,52375,Doug Ghim,52.7,164,311,1.83
2022,0,34046,Jordan Spieth,52.9,176,333,0.74
2022,0,35617,Martin Trainer,53.2,198,372,1.87
2022,0,54421,Garrick Higgo,53.3,105,197,3.43
2022,0,35891,Cameron Smith,53.3,147,276,0.54
2022,0,33490,Bo Hoag,53.4,94,176,3.62
2022,0,28252,Seamus Power,53.5,145,271,0.55
2022,0,23983,Luke Donald,53.8,164,305,1.77
2022,0,23325,Vaughn Taylor,53.8,93,173,1.83
2022,0,39436,Joshua Creel,53.9,96,178,1.46
2022,0,30926,Chris Kirk,53.9,160,297,2.0
2022,0,29221,Webb Simpson,53.9,130,241,1.54
2022,0,47856,Seth Reeves,54.1,138,255,2.61
2022,0,37189,Harold Varner III,54.1,183,338,1.58
2022,0,33204,Shane Lowry,54.3,134,247,1.34
2022,0,34076,Joel Dahmen,54.6,160,293,2.75
2022,0,47995,Davis Riley,54.6,209,383,1.48
2022,0,47128,Richy Werenski,54.8,160,292,2.63
2022,0,27770,Camilo Villegas,55.5,161,290,1.68
2022,0,25493,Nick Taylor,55.6,213,383,2.35
2022,0,34563,Chesson Hadley,55.8,207,371,2.03
2022,0,10381,Curtis Thompson,55.8,150,269,1.87
2022,0,48887,Matt Wallace,56.3,143,254,3.22
2022,0,35461,Beau Hossler,57.2,218,381,2.29
2022,0,47529,Mito Pereira,58.1,211,363,0.24
2022,0,34431,Robert Streb,59.7,228,382,1.54
2022,0,54783,Dylan Wu,60.7,173,285,2.14
2021,0,27349,Alex Noren,33.2,121,364,+0.08
2021,0,22371,Aaron Baddeley,34.7,70,202,+1.00
2021,0,39324,J.J. Spaun,34.9,74,212,+1.49
2021,0,49298,Kramer Hickok,36.1,83,230,+3.13
2021,0,36871,Matthew NeSmith,36.4,133,365,+1.43
2021,0,45526,Abraham Ancer,36.7,92,251,+1.09
2021,0,27936,Martin Laird,37.6,106,282,+1.89
2021,0,29974,Branden Grace,37.7,125,332,+0.24
2021,0,46442,Maverick McNealy,38.0,127,334,+1.34
2021,0,28252,Seamus Power,38.0,78,205,+1.67
2021,0,25818,Scott Piercy,38.3,134,350,+2.76
2021,0,30692,Scott Stallings,38.3,137,358,+1.31
2021,0,23621,Rory Sabbatini,38.4,119,310,+1.60
2021,0,24924,Bill Haas,39.1,72,184,+1.81
2021,0,40026,Daniel Berger,39.2,107,273,E
2021,0,26851,Marc Leishman,39.2,116,296,+1.29
2021,0,49771,J.T. Poston,39.6,161,407,+1.74
2021,0,25632,Jimmy Walker,39.7,154,388,+2.79
2021,0,37455,Si Woo Kim,40.2,154,383,+0.71
2021,0,33410,Andrew Landry,40.7,111,273,+1.89
2021,0,29268,Bronson Burgoon,40.8,120,294,+1.08
2021,0,29479,Scott Brown,40.9,134,328,+3.21
2021,0,45157,Cam Davis,41.1,210,511,+1.29
2021,0,40006,Erik van Rooyen,41.3,123,298,+2.52
2021,0,27942,Rob Oppenheim,41.4,115,278,+1.74
2021,0,31323,Gary Woodland,41.4,122,295,+2.46
2021,0,33490,Bo Hoag,41.5,144,347,+0.56
2021,0,49766,Hank Lebioda,41.5,118,284,+0.25
2021,0,32070,Rafael Campos,41.7,95,228,+0.53
2021,0,47504,Sam Burns,41.8,158,378,+0.76
2021,0,46402,Talor Gooch,41.9,183,437,+1.09
2021,0,36801,Mark Hubbard,41.9,152,363,+2.30
2021,0,26300,Matt Jones,42.3,190,449,+0.58
2021,0,24138,Ian Poulter,42.3,93,220,+1.72
2021,0,35532,Tom Hoge,42.5,170,400,+1.06
2021,0,30110,Kyle Stanley,42.6,141,331,+1.42
2021,0,32640,Troy Merritt,42.7,151,354,+1.59
2021,0,35104,Tom Lewis,42.9,163,380,+1.41
2021,0,34099,Harris English,43.0,136,316,+1.47
2021,0,12716,Charley Hoffman,43.2,180,417,+0.06
2021,0,39971,Sungjae Im,43.3,180,416,+2.06
2021,0,52372,Cameron Champ,43.4,134,309,+1.27
2021,0,34174,John Huh,43.6,98,225,+1.53
2021,0,27649,Brandt Snedeker,43.8,152,347,+0.26
2021,0,32139,Danny Willett,44.0,62,141,+2.58
2021,0,32254,Xinjun Zhang,44.3,127,287,+2.91
2021,0,33404,Chris Baker,44.4,64,144,+1.09
2021,0,37275,Sam Ryder,44.4,152,342,+1.32
2021,0,33486,Roger Sloan,44.4,136,306,+0.88
2021,0,33597,Harry Higgs,44.5,185,416,+1.51
2021,0,34314,Sebastian Cappelen,44.6,108,242,+2.31
2021,0,46717,Viktor Hovland,44.6,135,303,+1.85
2021,0,34213,Grayson Murray,44.6,108,242,+2.69
2021,0,46550,Brandon Hagy,44.7,168,376,+0.95
2021,0,33120,Mark Anderson,44.8,73,163,+2.47
2021,0,35450,Patrick Cantlay,44.8,129,288,+0.08
2021,0,32333,Kevin Tway,44.8,143,319,+1.40
2021,0,27644,Brian Harman,44.9,144,321,+1.94
2021,0,31420,Anirban Lahiri,45.0,134,298,+0.82
2021,0,33413,Ben Martin,45.0,67,149,+1.19
2021,0,25686,Jason Dufner,45.1,160,355,+1.81
2021,0,53165,Doc Redman,45.6,145,318,+2.07
2021,0,45609,Tyler Duncan,45.7,139,304,+2.59
2021,0,48822,Sebastián Muñoz,45.7,176,385,+1.14
2021,0,51766,Wyndham Clark,45.8,210,459,+1.43
2021,0,31560,Brian Stuard,45.8,140,306,+1.50
2021,0,47483,Will Zalatoris,45.8,157,343,+0.32
2021,0,48045,Michael Gellerman,45.9,62,135,+3.23
2021,0,33122,Russell Knox,45.9,166,362,+2.23
2021,0,25900,Lucas Glover,46.0,166,361,+0.72
2021,0,32448,James Hahn,46.0,131,285,+0.99
2021,0,26331,Charl Schwartzel,46.0,184,400,+0.71
2021,0,27554,Scott Harrington,46.2,159,344,+1.45
2021,0,24502,Adam Scott,46.3,133,287,+1.50
2021,0,23623,Bo Van Pelt,46.5,133,286,+1.28
2021,0,28679,Fabián Gómez,46.6,75,161,+2.13
2021,0,23108,Matt Kuchar,46.7,114,244,+1.14
2021,0,28237,Rory McIlroy,46.7,142,304,+2.61
2021,0,34256,Andrew Putnam,46.7,175,375,+1.09
2021,0,35891,Cameron Smith,46.7,150,321,+1.07
2021,0,47993,Denny McCarthy,46.8,191,408,+1.52
2021,0,33948,Byeong Hun An,47.1,198,420,+2.12
2021,0,32618,Rhein Gibson,47.1,107,227,+1.40
2021,0,21961,Charles Howell III,47.2,119,252,-0.08
2021,0,25804,Bubba Watson,47.2,125,265,+1.44
2021,0,34255,Joseph Bramlett,47.3,155,328,+1.35
2021,0,35310,Lanto Griffin,47.4,186,392,+1.29
2021,0,26758,David Hearn,47.4,91,192,+1.65
2021,0,30944,Jason Kokrak,47.4,163,344,+0.67
2021,0,35449,Adam Long,47.4,136,287,+2.94
2021,0,29926,Danny Lee,47.5,131,276,+0.76
2021,0,33448,Justin Thomas,47.5,162,341,+0.25
2021,0,27974,Sung Kang,47.6,198,416,+2.63
2021,0,23320,Ryan Palmer,47.6,151,317,+0.60
2021,0,48119,Ben Taylor,47.6,89,187,+0.79
2021,0,34046,Jordan Spieth,47.8,197,412,+0.46
2021,0,46970,Jon Rahm,47.9,124,259,+1.29
2021,0,27214,Kevin Streelman,47.9,156,326,+2.18
2021,0,30163,Henrik Norlander,48.0,157,327,+2.10
2021,0,47347,Adam Schenk,48.1,202,420,+1.04
2021,0,29478,Kevin Kisner,48.2,122,253,+1.80
2021,0,21209,Sergio Garcia,48.3,143,296,+0.14
2021,0,32757,Patton Kizzire,48.3,245,507,+1.18
2021,0,29908,C.T. Pan,48.3,167,346,+1.08
2021,0,37189,Harold Varner III,48.4,199,411,+0.50
2021,0,39953,Chase Seiffert,48.8,126,258,+1.19
2021,0,35658,Kris Ventura,48.8,147,301,+2.45
2021,0,24781,Hunter Mahan,48.9,116,237,+1.81
2021,0,29970,Dylan Frittelli,49.0,166,339,+1.87
2021,0,32816,Satoshi Kodaira,49.0,120,245,+2.00
2021,0,36689,Brooks Koepka,49.1,136,277,+1.32
2021,0,39546,Keith Mitchell,49.1,184,375,+1.47
2021,0,30927,Brendon Todd,49.1,105,214,+1.43
2021,0,31557,Jim Herman,49.2,122,248,+2.54
2021,0,24140,Sean O'Hair,49.2,118,240,+1.95
2021,0,22056,Cameron Percy,49.2,146,297,+0.75
2021,0,49964,Aaron Wise,49.2,182,370,+1.81
2021,0,33141,Keegan Bradley,49.3,166,337,+1.33
2021,0,29535,Brice Garnett,49.4,133,269,+1.80
2021,0,46441,Robby Shelton,49.5,202,408,+1.98
2021,0,20396,Lee Westwood,49.5,105,212,+2.57
2021,0,23788,D.J. Trahan,49.6,137,276,+1.61
2021,0,40042,Tyler McCumber,49.7,160,322,+1.94
2021,0,33419,Cameron Tringale,49.7,214,431,+1.17
2021,0,33399,Adam Hadwin,49.8,165,331,+2.61
2021,0,39997,Corey Conners,50.0,161,322,+1.37
2021,0,34466,Peter Malnati,50.0,187,374,+0.80
2021,0,26499,Rafa Cabrera Bello,50.2,118,235,+1.95
2021,0,50525,Collin Morikawa,50.2,122,243,+1.97
2021,0,39975,Michael Kim,50.3,187,372,+2.30
2021,0,27556,Ted Potter Jr.,50.3,174,346,+2.47
2021,0,29518,Brendan Steele,50.3,162,322,+1.48
2021,0,29725,Tony Finau,50.4,182,361,+1.15
2021,0,33667,Carlos Ortiz,50.4,211,419,+1.47
2021,0,20229,Stewart Cink,50.7,209,412,+1.44
2021,0,47959,Bryson DeChambeau,50.9,166,326,+0.54
2021,0,27330,Josh Teater,51.0,78,153,+1.67
2021,0,56278,Matthew Wolff,51.0,129,253,+2.79
2021,0,39977,Max Homa,51.1,178,348,+2.64
2021,0,35506,Mackenzie Hughes,51.1,192,376,+1.93
2021,0,19803,Ryan Armour,51.3,123,240,+2.60
2021,0,56762,Will Gordon,51.3,203,396,+2.22
2021,0,27129,Luke List,51.3,221,431,+1.99
2021,0,48081,Xander Schauffele,51.3,140,273,+0.50
2021,0,24024,Zach Johnson,51.4,182,354,+1.59
2021,0,32839,Hideki Matsuyama,51.4,189,368,+1.59
2021,0,34363,Tyrrell Hatton,51.5,104,202,+1.83
2021,0,40098,Matt Fitzpatrick,51.6,96,186,+0.31
2021,0,25396,Kevin Na,51.6,166,322,+1.02
2021,0,30926,Chris Kirk,51.8,192,371,+1.77
2021,0,27095,Nick Watney,51.9,135,260,+1.04
2021,0,35461,Beau Hossler,52.1,203,390,+2.51
2021,0,34360,Patrick Reed,52.1,138,265,+0.43
2021,0,32150,Michael Thompson,52.1,138,265,+1.96
2021,0,34076,Joel Dahmen,52.2,141,270,+1.77
2021,0,26476,Chez Reavie,52.3,112,214,+1.70
2021,0,47128,Richy Werenski,52.3,217,415,+1.94
2021,0,32662,Michael Gligic,52.6,173,329,+1.68
2021,0,49960,Sepp Straka,52.6,233,443,+2.02
2021,0,23983,Luke Donald,53.0,133,251,+1.28
2021,0,52375,Doug Ghim,53.1,152,286,+2.30
2021,0,45486,Joaquin Niemann,53.5,222,415,+0.95
2021,0,28089,Jason Day,53.6,133,248,+0.90
2021,0,30911,Tommy Fleetwood,53.6,118,220,+2.29
2021,0,25364,Paul Casey,53.7,124,231,+0.97
2021,0,24357,K.J. Choi,53.8,106,197,+2.45
2021,0,48887,Matt Wallace,53.9,89,165,+3.03
2021,0,35617,Martin Trainer,54.0,168,311,+2.74
2021,0,34264,Hudson Swafford,54.1,177,327,+2.37
2021,0,36699,Patrick Rodgers,54.2,238,439,+1.68
2021,0,33204,Shane Lowry,54.3,157,289,+1.08
2021,0,51894,Vince Whaley,54.4,185,340,+1.57
2021,0,27141,J.B. Holmes,54.6,161,295,+1.30
2021,0,24361,Pat Perez,54.6,206,377,+1.36
2021,0,32791,K.H. Lee,54.7,239,437,+1.34
2021,0,30925,Dustin Johnson,55.4,153,276,+1.70
2021,0,35230,Nelson Ledesma,55.6,99,178,+3.13
2021,0,34098,Russell Henley,55.9,174,311,-0.23
2021,0,28420,Ryan Brehm,56.1,125,223,+0.88
2021,0,31646,Emiliano Grillo,56.1,180,321,+1.33
2021,0,1810,Phil Mickelson,56.1,179,319,+0.84
2021,0,34563,Chesson Hadley,56.5,170,301,+1.71
2021,0,22405,Justin Rose,56.5,109,193,+2.20
2021,0,19846,Brian Gay,57.2,190,332,+3.32
2021,0,29420,Billy Horschel,57.2,154,269,+1.75
2021,0,26329,Louis Oosthuizen,57.5,142,247,+1.69
2021,0,25493,Nick Taylor,57.9,232,401,+2.33
2021,0,23325,Vaughn Taylor,58.0,152,262,+1.84
2021,0,32102,Rickie Fowler,58.2,166,285,+2.47
2021,0,46435,Austin Cook,58.3,180,309,+1.39
2021,0,27064,Jhonattan Vegas,59.5,207,348,+0.48
2021,0,27770,Camilo Villegas,59.7,224,375,+1.70
2021,0,29221,Webb Simpson,60.9,137,225,-0.58
2021,0,34431,Robert Streb,60.9,238,391,+1.68
2021,0,46046,Scottie Scheffler,61.2,237,387,+0.63
2021,0,28775,Nate Lashley,61.7,192,311,+1.77
2020,1,27349,Alex Noren,32.0,80,250,+0.13
2020,-1,40026,Daniel Berger,32.4,84,259,+0.95
2020,0,25818,Scott Piercy,35.9,94,262,+1.49
2020,0,45526,Abraham Ancer,36.4,100,275,+2.20
2020,0,30110,Kyle Stanley,37.0,64,173,+2.03
2020,0,47504,Sam Burns,37.2,123,331,+2.03
2020,0,33404,Chris Baker,37.8,51,135,+2.55
2020,0,29974,Branden Grace,38.0,79,208,+2.53
2020,0,35532,Tom Hoge,38.2,136,356,+1.18
2020,0,34314,Sebastian Cappelen,38.3,85,222,+1.76
2020,0,10809,Jim Furyk,38.6,49,127,+1.43
2020,1,29268,Bronson Burgoon,38.8,97,250,+1.44
2020,1,12716,Charley Hoffman,38.8,109,281,+2.02
2020,1,28679,Fabián Gómez,38.9,70,180,+1.71
2020,1,32662,Michael Gligic,39.1,68,174,+0.29
2020,1,33410,Andrew Landry,39.2,103,263,+1.65
2020,1,46442,Maverick McNealy,39.2,136,347,+0.07
2020,1,33122,Russell Knox,39.6,101,255,+1.09
2020,2,32640,Troy Merritt,39.8,107,269,+0.56
2020,2,27963,Chris Stroud,39.8,78,196,+2.05
2020,2,39997,Corey Conners,39.9,105,263,+1.90
2020,2,23621,Rory Sabbatini,40.0,102,255,+1.18
2020,2,25632,Jimmy Walker,40.1,120,299,+1.08
2020,2,33597,Harry Higgs,40.2,141,351,+1.35
2020,2,33413,Ben Martin,40.2,41,102,+0.73
2020,3,40058,Zac Blair,40.5,104,257,+1.92
2020,3,22371,Aaron Baddeley,40.6,86,212,+0.47
2020,3,45157,Cam Davis,40.8,102,250,+1.27
2020,3,25900,Lucas Glover,40.8,95,233,+0.95
2020,3,32254,Xinjun Zhang,40.8,135,331,+1.19
2020,3,49964,Aaron Wise,40.9,74,181,+1.89
2020,3,49771,J.T. Poston,41.0,126,307,+2.70
2020,3,24924,Bill Haas,41.2,77,187,+2.21
2020,9,23320,Ryan Palmer,41.3,133,322,+0.98
2020,2,34256,Andrew Putnam,41.5,78,188,+2.82
2020,2,26499,Rafa Cabrera Bello,41.6,84,202,+1.43
2020,2,24138,Ian Poulter,42.3,88,208,+1.25
2020,2,20229,Stewart Cink,42.4,112,264,+0.89
2020,2,36801,Mark Hubbard,42.6,155,364,+0.97
2020,4,21961,Charles Howell III,42.9,135,315,+1.19
2020,4,34213,Grayson Murray,42.9,82,191,+3.17
2020,4,40009,Dominic Bozzelli,43.2,67,155,+2.54
2020,4,45609,Tyler Duncan,43.3,127,293,+2.52
2020,4,49960,Sepp Straka,43.3,143,330,+1.82
2020,4,34021,Bud Cauley,43.4,141,325,+0.78
2020,4,26758,David Hearn,43.4,69,159,+0.58
2020,6,49766,Hank Lebioda,43.7,100,229,+1.80
2020,6,31557,Jim Herman,43.8,95,217,+1.58
2020,6,19846,Brian Gay,43.9,126,287,+1.98
2020,6,32448,James Hahn,44.0,55,125,-0.55
2020,7,39971,Sungjae Im,44.1,161,365,+0.62
2020,23,26851,Marc Leishman,44.2,142,321,+1.97
2020,5,51894,Vince Whaley,44.2,72,163,+1.53
2020,4,27942,Rob Oppenheim,44.3,102,230,+0.20
2020,-4,32839,Hideki Matsuyama,44.4,154,347,+1.04
2020,5,27095,Nick Watney,44.4,96,216,+0.63
2020,4,35461,Beau Hossler,44.5,133,299,+2.18
2020,4,40042,Tyler McCumber,44.5,102,229,+2.16
2020,4,26300,Matt Jones,44.9,155,345,+1.48
2020,4,31420,Anirban Lahiri,44.9,57,127,+2.11
2020,4,32102,Rickie Fowler,45.0,86,191,+2.67
2020,4,32333,Kevin Tway,45.0,100,222,+1.60
2020,4,35310,Lanto Griffin,45.2,204,451,+1.08
2020,3,50525,Collin Morikawa,45.4,149,328,+1.07
2020,5,39324,J.J. Spaun,45.5,121,266,+1.24
2020,5,35658,Kris Ventura,45.5,70,154,+0.14
2020,5,35230,Nelson Ledesma,45.6,73,160,+3.29
2020,5,36689,Brooks Koepka,45.7,111,243,+2.43
2020,0,34363,Tyrrell Hatton,45.9,83,181,+0.36
2020,6,34098,Russell Henley,45.9,123,268,+1.14
2020,6,37275,Sam Ryder,45.9,130,283,+1.77
2020,6,32618,Rhein Gibson,46.1,100,217,+2.10
2020,6,29518,Brendan Steele,46.1,141,306,+1.49
2020,6,27554,Scott Harrington,46.2,132,286,+1.29
2020,6,30692,Scott Stallings,46.2,133,288,+0.98
2020,6,29535,Brice Garnett,46.3,106,229,+0.38
2020,6,34466,Peter Malnati,46.3,132,285,+1.89
2020,6,31323,Gary Woodland,46.3,133,287,+0.83
2020,6,33948,Byeong Hun An,46.4,167,360,+0.96
2020,6,33120,Mark Anderson,46.5,94,202,+2.02
2020,6,37455,Si Woo Kim,46.5,153,329,+1.24
2020,6,27974,Sung Kang,46.6,169,363,+2.43
2020,6,47993,Denny McCarthy,46.7,151,323,+2.38
2020,6,48887,Matt Wallace,46.7,115,246,+0.43
2020,7,27936,Martin Laird,46.8,66,141,+2.88
2020,7,29970,Dylan Frittelli,46.9,167,356,+1.08
2020,7,32366,Kevin Chappell,47.0,85,181,+1.18
2020,7,31560,Brian Stuard,47.1,122,259,+1.31
2020,7,47347,Adam Schenk,47.2,128,271,+0.63
2020,7,34076,Joel Dahmen,47.3,141,298,+2.62
2020,-1,29725,Tony Finau,47.3,175,370,+0.86
2020,6,22405,Justin Rose,47.5,84,177,+0.83
2020,7,28089,Jason Day,47.9,112,234,+1.88
2020,7,35449,Adam Long,48.0,181,377,+1.88
2020,7,33667,Carlos Ortiz,48.0,190,396,+0.84
2020,7,25349,Tim Wilkinson,48.1,65,135,+2.31
2020,7,33399,Adam Hadwin,48.2,123,255,+2.03
2020,12,52372,Cameron Champ,48.3,169,350,+1.72
2020,7,46402,Talor Gooch,48.4,206,426,+1.07
2020,7,51766,Wyndham Clark,48.5,146,301,+1.85
2020,7,24361,Pat Perez,48.5,96,198,+0.73
2020,-2,34360,Patrick Reed,48.5,180,371,+1.50
2020,7,36699,Patrick Rodgers,48.6,223,459,+0.81
2020,8,28307,Matt Every,48.7,112,230,+2.50
2020,8,27644,Brian Harman,48.7,166,341,+1.51
2020,8,27129,Luke List,48.8,158,324,+1.71
2020,8,25686,Jason Dufner,48.9,129,264,+1.86
2020,17,28237,Rory McIlroy,48.9,139,284,+1.58
2020,8,39953,Chase Seiffert,48.9,92,188,+0.76
2020,8,25804,Bubba Watson,48.9,150,307,+1.07
2020,7,33490,Bo Hoag,49.0,121,247,+1.74
2020,7,19803,Ryan Armour,49.1,79,161,+2.28
2020,7,32757,Patton Kizzire,49.1,139,283,+2.01
2020,8,33141,Keegan Bradley,49.2,148,301,+1.42
2020,-8,35506,Mackenzie Hughes,49.3,180,365,+1.78
2020,11,45486,Joaquin Niemann,49.3,180,365,+0.94
2020,9,30911,Tommy Fleetwood,49.6,69,139,+0.87
2020,10,49298,Kramer Hickok,49.7,76,153,+1.45
2020,0,25396,Kevin Na,49.8,144,289,+1.53
2020,10,34046,Jordan Spieth,49.8,146,293,+0.82
2020,26,30927,Brendon Todd,49.8,143,287,+2.10
2020,8,31646,Emiliano Grillo,50.0,114,228,+1.67
2020,8,23325,Vaughn Taylor,50.0,103,206,+1.94
2020,8,37189,Harold Varner III,50.0,141,282,+0.64
2020,8,47128,Richy Werenski,50.0,142,284,+1.97
2020,9,34255,Joseph Bramlett,50.2,114,227,+1.84
2020,9,29479,Scott Brown,50.2,110,219,+1.82
2020,9,32791,K.H. Lee,50.2,137,273,+1.82
2020,9,53165,Doc Redman,50.2,152,303,+1.58
2020,13,33448,Justin Thomas,50.2,164,327,+0.43
2020,8,25572,Graeme McDowell,50.3,95,189,+2.95
2020,9,28252,Seamus Power,50.4,59,117,+0.34
2020,9,27330,Josh Teater,50.4,62,123,+0.81
2020,9,35732,Wes Roach,50.5,55,109,+0.18
2020,9,32139,Danny Willett,50.5,93,184,+1.18
2020,-13,46717,Viktor Hovland,50.7,152,300,+1.97
2020,10,26329,Louis Oosthuizen,50.7,107,211,+2.52
2020,-6,29221,Webb Simpson,50.7,110,217,+0.36
2020,-15,46046,Scottie Scheffler,51.0,185,363,+0.16
2020,9,36871,Matthew NeSmith,51.1,138,270,+0.65
2020,9,24502,Adam Scott,51.1,89,174,+1.24
2020,9,30944,Jason Kokrak,51.2,145,283,+1.66
2020,5,34099,Harris English,51.4,181,352,+0.61
2020,10,33486,Roger Sloan,51.4,110,214,+1.27
2020,2,46970,Jon Rahm,51.5,141,274,+0.57
2020,9,27649,Brandt Snedeker,51.8,132,255,+0.68
2020,9,48045,Michael Gellerman,51.9,81,156,+2.84
2020,6,47959,Bryson DeChambeau,52.3,171,327,+1.11
2020,9,46435,Austin Cook,52.4,109,208,+2.29
2020,9,26476,Chez Reavie,52.4,122,233,+0.98
2020,9,40098,Matt Fitzpatrick,52.5,105,200,+0.67
2020,9,25493,Nick Taylor,52.5,134,255,+2.39
2020,11,48822,Sebastián Muñoz,52.6,209,397,+1.05
2020,2,48081,Xander Schauffele,52.7,167,317,+0.24
2020,8,32150,Michael Thompson,52.7,136,258,+1.03
2020,8,23623,Bo Van Pelt,52.7,88,167,+3.18
2020,9,26596,Ryan Moore,53.0,80,151,+2.50
2020,9,34563,Chesson Hadley,53.1,110,207,+2.55
2020,5,35891,Cameron Smith,53.2,177,333,+2.03
2020,8,46550,Brandon Hagy,53.3,128,240,+0.86
2020,11,30925,Dustin Johnson,53.5,137,256,+1.09
2020,8,29926,Danny Lee,53.5,170,318,+1.35
2020,7,23788,D.J. Trahan,53.7,88,164,+0.23
2020,7,30163,Henrik Norlander,53.8,127,236,+0.79
2020,8,21209,Sergio Garcia,54.5,90,165,-0.22
2020,8,27214,Kevin Streelman,54.8,143,261,+0.91
2020,8,25364,Paul Casey,55.0,111,202,+1.80
2020,8,56278,Matthew Wolff,55.2,180,326,+3.06
2020,8,39977,Max Homa,55.5,177,319,+2.15
2020,8,46441,Robby Shelton,55.6,164,295,+1.71
2020,8,29484,Peter Uihlein,55.6,130,234,+0.77
2020,14,29420,Billy Horschel,55.9,167,299,+2.22
2020,7,35450,Patrick Cantlay,56.2,132,235,+1.36
2020,7,56762,Will Gordon,56.3,67,119,+2.09
2020,7,24024,Zach Johnson,56.3,152,270,+1.58
2020,7,27556,Ted Potter Jr.,57.1,109,191,+0.18
2020,7,33449,Zack Sucher,57.2,87,152,+1.61
2020,7,28775,Nate Lashley,57.4,136,237,+1.76
2020,8,28420,Ryan Brehm,57.8,126,218,+2.38
2020,8,22056,Cameron Percy,57.9,110,190,+1.45
2020,8,33419,Cameron Tringale,58.1,187,322,-0.11
2020,8,27064,Jhonattan Vegas,58.2,110,189,+1.09
2020,8,39546,Keith Mitchell,58.8,160,272,+1.94
2020,8,48119,Ben Taylor,58.9,99,168,+1.62
2020,8,29908,C.T. Pan,59.4,129,217,+2.48
2020,9,29478,Kevin Kisner,59.5,157,264,+0.76
2020,7,35617,Martin Trainer,59.7,157,263,+2.68
2020,8,52375,Doug Ghim,61.6,85,138,+2.24
2020,8,23108,Matt Kuchar,61.7,137,222,+1.02
2020,8,21407,Arjun Atwal,61.9,60,97,E
2020,8,1810,Phil Mickelson,63.7,149,234,+2.01
