YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
2011,0,7749,Brett Quigley,1.17,47,4000,0,
2011,0,34255,Joseph Bramlett,1.16,110,9500,0,
2011,0,7363,Craig Bowden,1.05,21,2000,0,
2011,0,12714,Chris Tidland,1.02,44,4250,0,1.0
2011,0,6197,Michael Allen,0.99,17,1750,0,
2011,0,1388,Robert Gamez,0.91,32,3500,0,
2011,0,1797,Rocco Mediate,0.89,85,9450,0,
2011,0,23614,Rich Beem,0.86,78,9100,0,
2011,0,1978,Fran Quinn,0.86,30,3500,0,
2011,0,12660,Jesper Parnevik,0.85,41,4750,0,
2011,0,24503,Jeff Klauk,0.79,32,4000,0,
2011,0,29461,Jamie Lovemark,0.72,31,4250,0,
2011,0,21959,Ted Purdy,0.7,14,2000,0,
2011,0,27124,Chris Baryla,0.65,49,7500,0,
2011,0,27796,Joe Affrunti,0.42,11,2500,0,
2011,0,20029,Notah Begay III,0.42,6,1500,0,
2011,0,20095,Carl Paulson,0.41,15,3750,0,
2011,0,2246,Duffy Waldorf,0.41,25,6000,0,
2011,0,26498,Matt Weibring,0.38,9,2250,0,
2011,0,27990,Scott Gordon,0.37,26,7000,0,
2011,0,26882,Michael Sim,0.34,27,7850,0,
2011,0,1381,Fred Funk,0.33,9,2750,0,
2011,0,1685,J.L. Lewis,0.19,0,250,0,
2011,0,7223,Brian Bateman,0.18,0,250,0,
2011,0,6373,José María Olazábal,0.11,3,2950,0,
2011,0,1132,Mark Brooks,0.09,2,2350,0,
2011,0,27436,Graham DeLaet,0.09,1,1000,0,
2011,0,1887,Mark O'Meara,0.08,1,1200,0,
2011,0,1619,Skip Kendall,0.05,1,2000,0,
2011,0,10423,Mike Weir,0.02,2,7350,0,
2010,0,6527,Steve Stricker,27.15,1697,6250,2,6.0
2010,0,6522,Ernie Els,26.94,1846,6850,2,6.0
2010,0,29718,Anthony Kim,25.6,1216,4750,1,4.0
2010,0,1810,Phil Mickelson,23.96,1629,6800,1,5.0
2010,0,28237,Rory McIlroy,22.71,1101,4850,1,5.0
2010,0,10809,Jim Furyk,21.54,1691,7850,2,6.0
2010,0,22405,Justin Rose,19.54,1593,8150,2,4.0
2010,0,27770,Camilo Villegas,19.11,1213,6350,1,6.0
2010,0,20157,Retief Goosen,18.58,1068,5750,0,8.0
2010,0,25364,Paul Casey,18.54,992,5350,0,5.0
2010,0,25804,Bubba Watson,18.38,1498,8150,1,4.0
2010,0,24781,Hunter Mahan,17.26,1528,8850,2,3.0
2010,0,23135,Tim Clark,16.88,1409,8350,1,6.0
2010,0,24138,Ian Poulter,16.86,733,4350,1,2.0
2010,0,30925,Dustin Johnson,16.31,1362,8350,1,5.0
2010,0,10885,Robert Allenby,16.01,1169,7300,0,4.0
2010,0,23983,Luke Donald,15.89,1089,6850,0,5.0
2010,0,23541,Ben Crane,15.61,1304,8350,1,5.0
2010,0,28475,Jeff Overton,15.52,1536,9900,0,6.0
2010,0,23108,Matt Kuchar,15.37,1437,9350,0,9.0
2010,0,2256,Tom Watson,15.25,92,600,0,
2010,0,24024,Zach Johnson,14.27,1191,8350,1,2.0
2010,0,24502,Adam Scott,13.73,940,6850,1,2.0
2010,0,8793,Tiger Woods,13.26,431,3250,0,2.0
2010,0,27141,J.B. Holmes,13.25,1153,8700,0,3.0
2010,0,23623,Bo Van Pelt,13.18,1272,9650,0,6.0
2010,0,22046,Geoff Ogilvy,12.83,815,6350,1,1.0
2010,0,1928,Corey Pavin,12.36,433,3500,0,2.0
2010,0,24357,K.J. Choi,12.3,922,7500,0,2.0
2010,0,27095,Nick Watney,11.78,984,8350,0,6.0
2010,0,24924,Bill Haas,11.64,1025,8800,1,2.0
2010,0,6515,Shaun Micheel,11.33,595,5250,0,3.0
2010,0,32102,Rickie Fowler,11.3,1147,10150,0,5.0
2010,0,23320,Ryan Palmer,11.22,1071,9550,1,3.0
2010,0,25345,Carl Pettersson,10.88,1142,10500,1,4.0
2010,0,21731,Freddie Jacobson,10.87,826,7600,0,3.0
2010,0,12602,Dean Wilson,10.85,434,4000,0,1.0
2010,0,28089,Jason Day,10.8,988,9150,1,3.0
2010,0,26596,Ryan Moore,10.76,893,8300,0,4.0
2010,0,24507,Jason Bohn,10.71,926,8650,1,2.0
2010,0,20766,Padraig Harrington,10.43,662,6350,0,5.0
2010,0,1677,Tom Lehman,10.2,204,2000,0,
2010,0,24140,Sean O'Hair,9.7,858,8850,0,3.0
2010,0,25396,Kevin Na,9.69,804,8300,0,3.0
2010,0,23325,Vaughn Taylor,9.58,824,8600,0,5.0
2010,0,22293,Heath Slocum,9.57,722,7550,0,3.0
2010,0,2239,Scott Verplank,9.41,786,8350,0,3.0
2010,0,24846,Ricky Barnes,9.29,947,10200,0,6.0
2010,0,2206,David Toms,9.29,748,8050,0,1.0
2010,0,23638,Brendon de Jonge,9.12,1035,11350,0,6.0
2010,0,26882,Michael Sim,9.03,573,6350,0,3.0
2010,0,25900,Lucas Glover,8.9,743,8350,0,3.0
2010,0,20098,Stuart Appleby,8.66,957,11050,1,3.0
2010,0,24663,Y.E. Yang,8.64,678,7850,0,2.0
2010,0,27649,Brandt Snedeker,8.47,813,9600,0,4.0
2010,0,26851,Marc Leishman,8.44,738,8750,0,2.0
2010,0,28158,Steve Marino,8.21,636,7750,0,2.0
2010,0,20229,Stewart Cink,8.12,678,8350,0,3.0
2010,0,23800,Bryce Molder,7.79,748,9600,0,6.0
2010,0,21961,Charles Howell III,7.77,746,9600,0,4.0
2010,0,19846,Brian Gay,7.68,714,9300,0,2.0
2010,0,20848,Ángel Cabrera,7.66,524,6850,0,2.0
2010,0,1313,Steve Elkington,7.61,571,7500,0,3.0
2010,0,6004,Stephen Ames,7.41,548,7400,0,1.0
2010,0,21528,Henrik Stenson,7.39,321,4350,0,1.0
2010,0,25686,Jason Dufner,7.26,617,8500,0,2.0
2010,0,21209,Sergio Garcia,7.26,461,6350,0,1.0
2010,0,21753,Brian Davis,7.2,781,10850,0,2.0
2010,0,20160,Charlie Wi,7.18,690,9600,0,3.0
2010,0,22913,John Rollins,7.08,634,8950,0,2.0
2010,0,23621,Rory Sabbatini,7.06,618,8750,0,2.0
2010,0,20127,Chris Riley,6.82,512,7500,0,3.0
2010,0,10860,Justin Leonard,6.7,556,8300,0,1.0
2010,0,1226,Fred Couples,6.69,208,3100,0,1.0
2010,0,1945,Kenny Perry,6.65,555,8350,0,1.0
2010,0,6567,Vijay Singh,6.64,588,8850,0,2.0
2010,0,2214,Kirk Triplett,6.63,199,3000,0,
2010,0,8375,Paul Stankowski,6.57,296,4500,0,2.0
2010,0,6643,Paul Goydos,6.56,597,9100,0,3.0
2010,0,23788,D.J. Trahan,6.52,577,8850,0,5.0
2010,0,20436,Garrett Willis,6.47,517,8000,0,1.0
2010,0,24358,Robert Garrigus,6.36,382,6000,0,2.0
2010,0,12716,Charley Hoffman,6.35,546,8600,0,3.0
2010,0,1706,Davis Love III,6.25,475,7600,0,3.0
2010,0,27466,Spencer Levin,6.24,646,10350,0,1.0
2010,0,26300,Matt Jones,6.16,647,10500,0,5.0
2010,0,23353,J.J. Henry,5.92,598,10100,0,2.0
2010,0,10733,Kent Jones,5.84,117,2000,0,1.0
2010,0,8725,Tom Gillis,5.83,554,9500,0,2.0
2010,0,25562,Andres Romero,5.69,418,7350,0,2.0
2010,0,22371,Aaron Baddeley,5.59,481,8600,0,1.0
2010,0,6621,Joe Durant,5.58,321,5750,0,1.0
2010,0,25240,D.A. Points,5.52,544,9850,0,3.0
2010,0,28620,Aron Price,5.52,358,6500,0,2.0
2010,0,28087,Kris Blanks,5.48,554,10100,0,3.0
2010,0,12510,Chad Campbell,5.48,551,10050,0,2.0
2010,0,26289,Boo Weekley,5.45,526,9650,0,3.0
2010,0,1948,Tim Petrovic,5.4,532,9850,0,2.0
2010,0,20593,Greg Chalmers,5.39,558,10350,0,2.0
2010,0,25632,Jimmy Walker,5.36,554,10350,0,2.0
2010,0,8075,Jerry Kelly,5.33,493,9250,0,1.0
2010,0,9011,David Duval,5.31,404,7600,0,1.0
2010,0,12652,Cameron Beckman,5.27,427,8100,1,2.0
2010,0,20472,Alex Cejka,5.23,489,9350,0,4.0
2010,0,23322,Brett Wetterich,5.23,248,4750,0,
2010,0,27936,Martin Laird,5.21,477,9150,0,2.0
2010,0,25720,Chad Collins,5.2,512,9850,0,3.0
2010,0,20645,John Senden,5.19,467,9000,0,
2010,0,6595,Kevin Sutherland,5.19,499,9600,0,1.0
2010,0,1320,Bob Estes,5.17,432,8350,0,2.0
2010,0,11123,Chris Couch,5.04,472,9350,0,2.0
2010,0,22621,Ben Curtis,5.04,416,8250,0,1.0
2010,0,24361,Pat Perez,5.03,534,10600,0,3.0
2010,0,29910,Blake Adams,5.01,514,10250,0,2.0
2010,0,19824,Craig Barlow,4.99,100,2000,0,1.0
2010,0,8537,J.P. Hayes,4.96,439,8850,0,3.0
2010,0,1941,Tom Pernice Jr.,4.91,331,6750,0,1.0
2010,0,1724,Jeff Maggert,4.88,463,9500,0,2.0
2010,0,30946,Alex Prugh,4.85,526,10850,0,3.0
2010,0,27797,Derek Lamely,4.82,487,10100,1,1.0
2010,0,21407,Arjun Atwal,4.8,192,4000,0,1.0
2010,0,22378,Trevor Immelman,4.67,266,5700,0,
2010,0,27330,Josh Teater,4.67,502,10750,0,2.0
2010,0,10423,Mike Weir,4.59,360,7850,0,1.0
2010,0,20498,Briny Baird,4.53,458,10100,0,1.0
2010,0,21350,Ryuji Imada,4.52,445,9850,0,2.0
2010,0,11032,Frank Lickliter II,4.49,67,1500,0,
2010,0,20070,Matt Bettencourt,4.46,472,10600,1,1.0
2010,0,27214,Kevin Streelman,4.45,460,10350,0,3.0
2010,0,24925,Jonathan Byrd,4.44,415,9350,0,2.0
2010,0,22348,Nick O'Hern,4.42,247,5600,0,2.0
2010,0,27120,Troy Matteson,4.41,425,9650,0,2.0
2010,0,29221,Webb Simpson,4.41,478,10850,0,1.0
2010,0,27933,John Merrick,4.4,449,10200,0,1.0
2010,0,20686,Jeev Milkha Singh,4.36,253,5800,0,1.0
2010,0,23548,Bill Lunde,4.34,449,10350,1,3.0
2010,0,28307,Matt Every,4.29,322,7500,0,1.0
2010,0,23718,Nathan Green,4.27,414,9700,0,1.0
2010,0,26679,Kevin Stadler,4.22,394,9350,0,4.0
2010,0,26695,Michael Letzig,4.21,415,9850,0,1.0
2010,0,27963,Chris Stroud,4.17,369,8850,0,2.0
2010,0,26881,Jarrod Lyle,4.12,227,5500,0,2.0
2010,0,21949,Joe Ogilvie,4.12,454,11000,0,1.0
2010,0,7867,Woody Austin,4.0,394,9850,0,3.0
2010,0,31323,Gary Woodland,4.0,110,2750,0,
2010,0,27436,Graham DeLaet,3.93,393,10000,0,1.0
2010,0,8931,Glen Day,3.83,144,3750,0,
2010,0,23673,Michael Connell,3.8,314,8250,0,1.0
2010,0,25818,Scott Piercy,3.77,380,10100,0,2.0
2010,0,6197,Michael Allen,3.68,243,6600,0,1.0
2010,0,26420,Richard Johnson,3.65,323,8850,0,2.0
2010,0,25190,Jeff Quinney,3.65,378,10350,0,1.0
2010,0,23409,James Driscoll,3.64,340,9350,0,1.0
2010,0,10425,Jay Williamson,3.62,280,7750,0,1.0
2010,0,6251,Chris DiMarco,3.58,286,8000,0,1.0
2010,0,10505,Shane Bertsch,3.56,53,1500,0,
2010,0,1116,Michael Bradley,3.56,306,8600,0,
2010,0,24912,Will MacKenzie,3.56,267,7500,0,
2010,0,1766,Billy Mayfair,3.49,314,9000,0,2.0
2010,0,24490,George McNeill,3.43,338,9850,0,1.0
2010,0,20433,Mark Hensby,3.35,142,4250,0,
2010,0,10585,Scott McCarron,3.34,354,10600,0,1.0
2010,0,21878,Mark Wilson,3.31,343,10350,0,1.0
2010,0,27060,John Mallinger,3.3,342,10350,0,1.0
2010,0,20378,Mathias Grönberg,3.29,198,6000,0,1.0
2010,0,12714,Chris Tidland,3.28,271,8250,0,1.0
2010,0,6214,Guy Boros,3.22,48,1500,0,
2010,0,10213,Dicky Pride,3.14,39,1250,0,
2010,0,32640,Troy Merritt,3.12,331,10600,0,1.0
2010,0,26301,James Nitties,3.05,338,11100,0,1.0
2010,0,7749,Brett Quigley,3.03,336,11100,0,1.0
2010,0,12782,Tim Herron,3.02,234,7750,0,
2010,0,20572,Rod Pampling,3.02,275,9100,0,
2010,0,1577,Lee Janzen,2.92,280,9600,0,1.0
2010,0,1619,Skip Kendall,2.9,159,5500,0,1.0
2010,0,7457,Steve Flesch,2.87,272,9450,0,1.0
2010,0,6034,Marco Dawson,2.73,82,3000,0,
2010,0,20574,Mathew Goggin,2.71,267,9850,0,1.0
2010,0,22892,Jason Gore,2.7,81,3000,0,
2010,0,22056,Cameron Percy,2.65,206,7750,0,
2010,0,28780,Nicholas Thompson,2.62,284,10850,0,1.0
2010,0,12823,Carlos Franco,2.61,92,3500,0,
2010,0,23307,Roger Tambellini,2.58,219,8500,0,1.0
2010,0,25892,Steve Wheatcroft,2.51,213,8500,0,1.0
2010,0,23613,Rich Barcelo,2.49,187,7500,0,
2010,0,31560,Brian Stuard,2.38,226,9500,0,1.0
2010,0,25572,Graeme McDowell,2.35,91,3850,0,
2010,0,24503,Jeff Klauk,2.33,148,6350,0,
2010,0,27302,Garth Mulroy,2.29,160,7000,0,1.0
2010,0,21959,Ted Purdy,2.24,244,10850,0,
2010,0,22946,Henrik Bjornstad,2.21,188,8500,0,
2010,0,26498,Matt Weibring,2.21,83,3750,0,
2010,0,25349,Tim Wilkinson,2.21,133,6000,0,
2010,0,8385,Omar Uresti,2.14,192,9000,0,1.0
2010,0,23349,Charles Warren,2.1,116,5500,0,1.0
2010,0,1381,Fred Funk,2.09,44,2100,0,
2010,0,12705,Cliff Kresge,2.03,91,4500,0,
2010,0,26951,Johnson Wagner,2.02,197,9750,0,
2010,0,2294,Willie Wood,2.0,5,250,0,
2010,0,20094,Jonathan Kaye,1.93,34,1750,0,
2010,0,19881,Robert Damron,1.88,24,1250,0,
2010,0,20691,Greg Owen,1.87,184,9850,0,
2010,0,23614,Rich Beem,1.77,80,4500,0,
2010,0,1761,Len Mattiace,1.72,22,1250,0,
2010,0,26476,Chez Reavie,1.72,125,7250,0,
2010,0,1388,Robert Gamez,1.69,47,2750,0,1.0
2010,0,1797,Rocco Mediate,1.67,150,9000,0,
2010,0,33419,Cameron Tringale,1.65,107,6500,0,
2010,0,21805,Harrison Frazar,1.63,116,7100,0,
2010,0,1249,John Daly,1.62,97,6000,0,
2010,0,28500,Martin Flores,1.57,137,8750,0,1.0
2010,0,26287,Roland Thatcher,1.52,142,9350,0,1.0
2010,0,7235,John Morse,1.49,19,1250,0,
2010,0,20850,Daniel Chopra,1.4,142,10100,0,
2010,0,1161,Mark Calcavecchia,1.34,88,6600,0,
2010,0,12680,Shigeki Maruyama,1.3,20,1500,0,
2010,0,27613,David Lutterus,1.29,103,8000,0,
2010,0,12388,Michael Clark II,1.27,19,1500,0,
2010,0,20105,Jeff Gove,1.18,77,6500,0,
2010,0,20663,Brenden Pappas,1.18,89,7500,0,
2010,0,12663,Phil Tataurangi,1.18,12,1000,0,
2010,0,1175,Jim Carter,1.17,18,1500,0,
2010,0,1157,Tom Byrum,1.1,11,1000,0,
2010,0,1685,J.L. Lewis,1.1,14,1250,0,
2010,0,1473,Todd Hamilton,1.09,64,5850,0,
2010,0,7363,Craig Bowden,1.06,79,7500,0,
2010,0,12755,Vance Veazey,1.05,73,7000,0,
2010,0,2106,Chris Smith,0.88,27,3000,0,
2010,0,1978,Fran Quinn,0.87,26,3000,0,
2010,0,1132,Mark Brooks,0.78,29,3750,0,
2010,0,1553,John Huston,0.75,40,5250,0,
2010,0,1707,Steve Lowery,0.73,67,9250,0,
2010,0,29285,Brent Delahoussaye,0.71,43,6000,0,
2010,0,26392,Chris Wilson,0.68,58,8500,0,
2010,0,32617,Jerod Turner,0.67,57,8500,0,
2010,0,6514,Kevin Johnson,0.55,53,9500,0,
2010,0,24449,Parker McLachlin,0.48,32,6750,0,
2010,0,1329,Brad Faxon,0.46,39,8500,0,
2010,0,23048,Eric Axley,0.44,6,1250,0,
2010,0,22122,Andrew McLardy,0.38,23,6000,0,
2010,0,1035,Tommy Armour III,0.3,6,2000,0,
2010,0,27124,Chris Baryla,0.3,9,3000,0,
2010,0,1374,Robin Freeman,0.22,2,1000,0,
2010,0,6012,Greg Kraft,0.21,14,6750,0,
2010,0,1042,Paul Azinger,0.17,1,500,0,
2010,0,23778,Brad Adamonis,0.09,2,2000,0,
2010,0,24227,Justin Bolli,0.08,6,7500,0,
2010,0,8339,Spike McRoy,0.05,0,1000,0,
2009,0,8793,Tiger Woods,52.38,3431,6550,5,11.0
2009,0,2256,Tom Watson,27.5,330,1200,0,1.0
2009,0,6527,Steve Stricker,23.81,2155,9050,2,8.0
2009,0,1810,Phil Mickelson,23.45,1630,6950,2,6.0
2009,0,22046,Geoff Ogilvy,19.91,1603,8050,2,4.0
2009,0,1945,Kenny Perry,19.83,1993,10050,2,7.0
2009,0,25364,Paul Casey,19.52,1161,5950,1,3.0
2009,0,24024,Zach Johnson,19.14,2019,10550,2,7.0
2009,0,20157,Retief Goosen,18.13,1459,8050,1,4.0
2009,0,24663,Y.E. Yang,17.91,1621,9050,2,4.0
2009,0,25900,Lucas Glover,16.05,1742,10850,1,5.0
2009,0,24140,Sean O'Hair,15.44,1474,9550,1,6.0
2009,0,19846,Brian Gay,15.25,1540,10100,2,4.0
2009,0,20848,Ángel Cabrera,14.89,968,6500,1,2.0
2009,0,27095,Nick Watney,14.61,1388,9500,1,3.0
2009,0,2206,David Toms,13.8,1394,10100,0,7.0
2009,0,20229,Stewart Cink,13.54,1225,9050,1,4.0
2009,0,10809,Jim Furyk,13.13,1188,9050,0,7.0
2009,0,24138,Ian Poulter,12.86,907,7050,0,4.0
2009,0,24781,Hunter Mahan,12.76,1282,10050,0,6.0
2009,0,23621,Rory Sabbatini,12.18,1163,9550,1,4.0
2009,0,22913,John Rollins,11.83,1112,9400,1,4.0
2009,0,23983,Luke Donald,11.61,993,8550,0,5.0
2009,0,30925,Dustin Johnson,11.49,1155,10050,1,4.0
2009,0,8075,Jerry Kelly,11.37,1068,9400,1,5.0
2009,0,23135,Tim Clark,10.83,980,9050,0,4.0
2009,0,29718,Anthony Kim,10.57,957,9050,0,3.0
2009,0,24361,Pat Perez,10.4,920,8850,1,2.0
2009,0,26596,Ryan Moore,10.39,1023,9850,1,4.0
2009,0,25396,Kevin Na,10.36,1021,9850,0,8.0
2009,0,10423,Mike Weir,10.14,968,9550,0,5.0
2009,0,10885,Robert Allenby,9.89,846,8550,0,3.0
2009,0,27770,Camilo Villegas,9.79,886,9050,0,3.0
2009,0,6522,Ernie Els,9.71,733,7550,0,5.0
2009,0,12716,Charley Hoffman,9.63,963,10000,0,3.0
2009,0,1226,Fred Couples,9.17,569,6200,0,4.0
2009,0,23800,Bryce Molder,9.11,669,7350,0,2.0
2009,0,1527,Scott Hoch,8.8,22,250,0,
2009,0,1761,Len Mattiace,8.8,44,500,0,
2009,0,21961,Charles Howell III,8.72,937,10750,0,3.0
2009,0,21878,Mark Wilson,8.61,848,9850,1,2.0
2009,0,28089,Jason Day,8.56,599,7000,0,2.0
2009,0,1706,Davis Love III,8.23,851,10350,0,2.0
2009,0,28158,Steve Marino,8.2,938,11450,0,4.0
2009,0,6643,Paul Goydos,8.11,725,8950,0,3.0
2009,0,20645,John Senden,8.01,937,11700,0,5.0
2009,0,27060,John Mallinger,7.98,775,9700,0,4.0
2009,0,10860,Justin Leonard,7.95,838,10550,0,5.0
2009,0,25686,Jason Dufner,7.79,787,10100,0,5.0
2009,0,20766,Padraig Harrington,7.55,608,8050,0,2.0
2009,0,26679,Kevin Stadler,7.43,557,7500,0,1.0
2009,0,23541,Ben Crane,7.42,727,9800,0,4.0
2009,0,27933,John Merrick,7.4,762,10300,0,4.0
2009,0,23718,Nathan Green,7.38,822,11150,1,1.0
2009,0,7749,Brett Quigley,7.34,760,10350,0,3.0
2009,0,7867,Woody Austin,7.29,667,9150,0,3.0
2009,0,24925,Jonathan Byrd,7.26,581,8000,0,2.0
2009,0,21209,Sergio Garcia,7.11,501,7050,0,2.0
2009,0,23623,Bo Van Pelt,7.11,743,10450,1,4.0
2009,0,21753,Brian Davis,7.09,823,11600,0,3.0
2009,0,24507,Jason Bohn,7.01,631,9000,0,2.0
2009,0,6004,Stephen Ames,6.96,592,8500,0,4.0
2009,0,26287,Roland Thatcher,6.94,364,5250,0,2.0
2009,0,6373,José María Olazábal,6.93,146,2100,0,1.0
2009,0,12510,Chad Campbell,6.86,703,10250,0,2.0
2009,0,2239,Scott Verplank,6.82,641,9400,0,4.0
2009,0,25804,Bubba Watson,6.8,677,9950,0,2.0
2009,0,6567,Vijay Singh,6.77,647,9550,0,3.0
2009,0,20160,Charlie Wi,6.54,683,10450,0,3.0
2009,0,1093,Ronnie Black,6.5,65,1000,0,
2009,0,1823,Larry Mize,6.5,39,600,0,
2009,0,27141,J.B. Holmes,6.45,635,9850,0,2.0
2009,0,1320,Bob Estes,6.37,611,9600,0,2.0
2009,0,20574,Mathew Goggin,6.36,662,10400,0,3.0
2009,0,6595,Kevin Sutherland,6.3,693,11000,0,2.0
2009,0,12680,Shigeki Maruyama,6.29,141,2250,0,1.0
2009,0,20498,Briny Baird,6.21,695,11200,0,3.0
2009,0,24503,Jeff Klauk,6.14,645,10500,0,2.0
2009,0,23108,Matt Kuchar,6.13,555,9050,0,2.0
2009,0,22621,Ben Curtis,6.09,491,8050,0,1.0
2009,0,27649,Brandt Snedeker,6.08,617,10150,0,4.0
2009,0,28475,Jeff Overton,6.01,598,9950,0,3.0
2009,0,26695,Michael Letzig,5.97,597,10000,0,2.0
2009,0,26289,Boo Weekley,5.87,590,10050,0,1.0
2009,0,23353,J.J. Henry,5.86,657,11200,0,3.0
2009,0,26300,Matt Jones,5.79,353,6100,0,2.0
2009,0,20593,Greg Chalmers,5.72,543,9500,0,2.0
2009,0,6573,Brandt Jobe,5.68,227,4000,0,
2009,0,23409,James Driscoll,5.63,428,7600,0,1.0
2009,0,26851,Marc Leishman,5.47,547,10000,0,2.0
2009,0,6197,Michael Allen,5.44,440,8100,0,1.0
2009,0,22405,Justin Rose,5.44,492,9050,0,1.0
2009,0,8339,Spike McRoy,5.4,14,250,0,
2009,0,22348,Nick O'Hern,5.36,512,9550,0,1.0
2009,0,1577,Lee Janzen,5.31,491,9250,0,2.0
2009,0,10585,Scott McCarron,5.22,566,10850,0,3.0
2009,0,25818,Scott Piercy,5.18,531,10250,0,2.0
2009,0,21959,Ted Purdy,5.16,580,11250,0,1.0
2009,0,24490,George McNeill,5.14,480,9350,0,1.0
2009,0,24924,Bill Haas,5.09,535,10500,0,3.0
2009,0,12652,Cameron Beckman,5.07,469,9250,0,2.0
2009,0,1116,Michael Bradley,5.02,306,6100,1,1.0
2009,0,20127,Chris Riley,5.02,377,7500,0,1.0
2009,0,21731,Freddie Jacobson,5.0,418,8350,0,2.0
2009,0,25240,D.A. Points,4.94,531,10750,0,3.0
2009,0,24357,K.J. Choi,4.89,492,10050,0,1.0
2009,0,27214,Kevin Streelman,4.89,518,10600,0,2.0
2009,0,20436,Garrett Willis,4.79,108,2250,0,
2009,0,21350,Ryuji Imada,4.77,499,10450,0,
2009,0,22371,Aaron Baddeley,4.76,431,9050,0,2.0
2009,0,29221,Webb Simpson,4.72,519,11000,0,2.0
2009,0,20572,Rod Pampling,4.69,452,9650,0,2.0
2009,0,1948,Tim Petrovic,4.68,543,11600,0,4.0
2009,0,26301,James Nitties,4.57,507,11100,0,2.0
2009,0,24358,Robert Garrigus,4.55,433,9500,0,1.0
2009,0,23788,D.J. Trahan,4.54,542,11950,0,2.0
2009,0,1161,Mark Calcavecchia,4.51,411,9100,0,3.0
2009,0,1035,Tommy Armour III,4.48,302,6750,0,1.0
2009,0,25190,Jeff Quinney,4.47,425,9500,0,2.0
2009,0,26420,Richard Johnson,4.46,417,9350,0,2.0
2009,0,20472,Alex Cejka,4.45,412,9250,0,2.0
2009,0,24502,Adam Scott,4.43,379,8550,0,1.0
2009,0,23349,Charles Warren,4.12,330,8000,0,
2009,0,12782,Tim Herron,4.11,421,10250,0,
2009,0,1797,Rocco Mediate,4.11,327,7950,0,1.0
2009,0,20850,Daniel Chopra,4.1,441,10750,0,2.0
2009,0,1677,Tom Lehman,4.04,285,7050,0,1.0
2009,0,20691,Greg Owen,3.98,448,11250,0,1.0
2009,0,25562,Andres Romero,3.98,329,8250,0,1.0
2009,0,22378,Trevor Immelman,3.97,248,6250,0,
2009,0,2010,Loren Roberts,3.92,49,1250,0,
2009,0,1717,Sandy Lyle,3.88,47,1200,0,
2009,0,23548,Bill Lunde,3.85,414,10750,0,1.0
2009,0,20070,Matt Bettencourt,3.83,463,12100,0,2.0
2009,0,7457,Steve Flesch,3.81,389,10200,0,2.0
2009,0,22961,David Mathis,3.77,377,10000,0,
2009,0,21805,Harrison Frazar,3.72,400,10750,0,
2009,0,8845,Scott Sterling,3.68,258,7000,0,
2009,0,1928,Corey Pavin,3.57,334,9350,0,
2009,0,22548,Patrick Sheehan,3.55,213,6000,0,
2009,0,23325,Vaughn Taylor,3.51,386,11000,0,1.0
2009,0,6251,Chris DiMarco,3.48,391,11250,0,
2009,0,21949,Joe Ogilvie,3.47,373,10750,0,1.0
2009,0,23614,Rich Beem,3.43,347,10100,0,1.0
2009,0,22293,Heath Slocum,3.43,355,10350,0,2.0
2009,0,24846,Ricky Barnes,3.39,300,8850,0,1.0
2009,0,23497,Tag Ridings,3.38,220,6500,0,1.0
2009,0,2104,Jeff Sluman,3.37,25,750,0,
2009,0,27963,Chris Stroud,3.34,379,11350,0,1.0
2009,0,1724,Jeff Maggert,3.3,363,11000,0,2.0
2009,0,26498,Matt Weibring,3.3,264,8000,0,1.0
2009,0,1473,Todd Hamilton,3.16,365,11550,0,1.0
2009,0,25632,Jimmy Walker,3.15,284,9000,0,1.0
2009,0,27120,Troy Matteson,3.14,354,11250,0,
2009,0,24912,Will MacKenzie,3.12,292,9350,0,2.0
2009,0,27466,Spencer Levin,3.11,295,9500,0,1.0
2009,0,12705,Cliff Kresge,3.04,319,10500,0,1.0
2009,0,28620,Aron Price,3.02,317,10500,0,1.0
2009,0,9011,David Duval,2.98,274,9200,0,1.0
2009,0,27936,Martin Laird,2.98,289,9700,0,1.0
2009,0,23320,Ryan Palmer,2.98,324,10850,0,1.0
2009,0,2106,Chris Smith,2.95,37,1250,0,
2009,0,25349,Tim Wilkinson,2.95,177,6000,0,1.0
2009,0,1142,Bart Bryant,2.93,227,7750,0,1.0
2009,0,20104,Ken Duke,2.88,352,12200,0,
2009,0,20094,Jonathan Kaye,2.76,221,8000,0,1.0
2009,0,6515,Shaun Micheel,2.74,201,7350,0,
2009,0,20098,Stuart Appleby,2.73,302,11050,0,1.0
2009,0,8931,Glen Day,2.73,273,10000,0,
2009,0,28087,Kris Blanks,2.69,202,7500,0,1.0
2009,0,23638,Brendon de Jonge,2.68,315,11750,0,2.0
2009,0,12602,Dean Wilson,2.59,291,11250,0,
2009,0,28780,Nicholas Thompson,2.57,315,12250,0,
2009,0,8537,J.P. Hayes,2.55,168,6600,0,1.0
2009,0,1941,Tom Pernice Jr.,2.55,255,10000,0,1.0
2009,0,11032,Frank Lickliter II,2.52,151,6000,0,
2009,0,6621,Joe Durant,2.5,206,8250,0,1.0
2009,0,1707,Steve Lowery,2.5,262,10500,0,
2009,0,26951,Johnson Wagner,2.5,268,10750,0,1.0
2009,0,6332,Neal Lancaster,2.47,56,2250,0,
2009,0,1938,David Peoples,2.46,55,2250,0,
