YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
2018,0,28252,Seamus Power,2.97,377,12700,0,2.0
2018,0,25493,Nick Taylor,2.96,420,14200,0,2.0
2018,0,1226,Fred Couples,2.93,18,600,0,
2018,0,31560,Brian Stuard,2.9,421,14500,0,3.0
2018,0,25572,Graeme McDowell,2.82,274,9700,0,1.0
2018,0,32876,Martin Piller,2.77,371,13400,0,2.0
2018,0,24358,Robert Garrigus,2.76,353,12800,0,1.0
2018,0,20157,Retief Goosen,2.75,261,9500,0,1.0
2018,0,29479,Scott Brown,2.72,422,15500,0,2.0
2018,0,23541,Ben Crane,2.7,267,9900,0,1.0
2018,0,33413,Ben Martin,2.69,266,9900,0,1.0
2018,0,39997,Corey Conners,2.68,353,13200,0,1.0
2018,0,34099,Harris English,2.68,383,14300,0,2.0
2018,0,22056,Cameron Percy,2.66,191,7200,0,2.0
2018,0,22371,Aaron Baddeley,2.63,342,13000,0,1.0
2018,0,12510,Chad Campbell,2.63,361,13700,0,2.0
2018,0,47993,Denny McCarthy,2.57,267,10400,0,1.0
2018,0,50526,Tom Lovelady,2.51,332,13200,0,2.0
2018,0,24781,Hunter Mahan,2.42,234,9700,0,1.0
2018,0,28132,Tyrone Van Aswegen,2.42,364,15000,0,1.0
2018,0,39327,Ben Silverman,2.41,323,13400,0,2.0
2018,0,31416,Derek Fathauer,2.38,316,13300,0,1.0
2018,0,26300,Matt Jones,2.38,264,11100,0,
2018,0,46402,Talor Gooch,2.35,308,13100,0,
2018,0,33418,Shawn Stefani,2.25,268,11900,0,1.0
2018,0,34264,Hudson Swafford,2.24,245,10950,0,
2018,0,34409,David Lingmerth,2.2,274,12500,0,
2018,0,37278,Nicholas Lindheim,2.19,272,12400,0,1.0
2018,0,24924,Bill Haas,2.07,262,12650,0,1.0
2018,0,28775,Nate Lashley,2.07,168,8100,0,
2018,0,24449,Parker McLachlin,1.97,92,4700,0,
2018,0,40058,Zac Blair,1.91,176,9200,0,
2018,0,48084,Wesley Bryan,1.9,219,11550,0,
2018,0,35545,Blayne Barber,1.89,202,10700,0,
2018,0,27963,Chris Stroud,1.89,255,13500,0,1.0
2018,0,40009,Dominic Bozzelli,1.88,190,10100,0,
2018,0,47347,Adam Schenk,1.81,239,13200,0,1.0
2018,0,23353,J.J. Henry,1.8,239,13300,0,1.0
2018,0,33461,Morgan Hoffmann,1.8,81,4500,0,
2018,0,36799,Stephan Jaeger,1.73,211,12200,0,
2018,0,34466,Peter Malnati,1.69,226,13400,0,
2018,0,27933,John Merrick,1.69,79,4700,0,
2018,0,28679,Fabián Gómez,1.68,221,13200,0,
2018,0,12782,Tim Herron,1.67,87,5200,0,
2018,0,27896,Ross Fisher,1.65,119,7200,0,
2018,0,35506,Mackenzie Hughes,1.65,227,13800,0,1.0
2018,0,20098,Stuart Appleby,1.62,84,5200,0,
2018,0,24357,K.J. Choi,1.62,110,6800,0,1.0
2018,0,24846,Ricky Barnes,1.6,164,10200,0,1.0
2018,0,28500,Martin Flores,1.53,215,14000,0,
2018,0,29485,Brett Stegmaier,1.51,149,9900,0,
2018,0,25892,Steve Wheatcroft,1.5,138,9200,0,1.0
2018,0,47287,Ethan Tracy,1.47,157,10700,0,
2018,0,27895,Jonas Blixt,1.46,167,11500,0,
2018,0,32254,Xinjun Zhang,1.45,195,13450,0,1.0
2018,0,23788,D.J. Trahan,1.43,46,3200,0,
2018,0,35310,Lanto Griffin,1.42,175,12300,0,
2018,0,34358,Jonathan Randolph,1.4,166,11900,0,1.0
2018,0,22293,Heath Slocum,1.39,24,1700,0,
2018,0,20593,Greg Chalmers,1.38,133,9600,0,1.0
2018,0,25240,D.A. Points,1.33,162,12200,0,1.0
2018,0,24925,Jonathan Byrd,1.31,147,11200,0,
2018,0,27770,Camilo Villegas,1.28,90,7000,0,
2018,0,27942,Rob Oppenheim,1.22,148,12200,0,
2018,0,39954,Cody Gribble,1.18,141,12000,0,
2018,0,28158,Steve Marino,1.18,36,3000,0,
2018,0,34431,Robert Streb,1.11,155,14000,0,1.0
2018,0,23048,Eric Axley,1.04,33,3200,0,
2018,0,25834,Daniel Summerhays,1.02,89,8700,0,1.0
2018,0,24490,George McNeill,1.0,42,4200,0,
2018,0,39328,Conrad Shindler,0.99,92,9200,0,
2018,0,1098,Jay Don Blake,0.98,3,300,0,
2018,0,1116,Michael Bradley,0.98,3,300,0,
2018,0,35376,Roberto Díaz,0.92,107,11700,0,
2018,0,23983,Luke Donald,0.92,42,4500,0,
2018,0,27120,Troy Matteson,0.9,28,3100,0,
2018,0,37273,Derek Ernst,0.86,11,1300,0,
2018,0,1139,Olin Browne,0.85,3,300,0,
2018,0,28259,Sangmoon Bae,0.83,71,8500,0,
2018,0,1706,Davis Love III,0.81,45,5500,0,
2018,0,23638,Brendon de Jonge,0.8,49,6200,0,1.0
2018,0,28307,Matt Every,0.8,113,14200,0,1.0
2018,0,24507,Jason Bohn,0.74,27,3700,0,
2018,0,33419,Cameron Tringale,0.72,88,12200,0,
2018,0,20645,John Senden,0.71,25,3500,0,
2018,0,46440,Smylie Kaufman,0.7,74,10600,0,1.0
2018,0,27408,Martin Kaymer,0.7,42,6000,0,
2018,0,20572,Rod Pampling,0.65,64,9900,0,
2018,0,10213,Dicky Pride,0.63,30,4700,0,
2018,0,6643,Paul Goydos,0.62,3,500,0,
2018,0,30750,Tommy Gainey,0.61,26,4200,0,
2018,0,6332,Neal Lancaster,0.6,2,300,0,
2018,0,6522,Ernie Els,0.59,46,7700,0,
2018,0,29222,Billy Hurley III,0.57,73,12900,0,
2018,0,22046,Geoff Ogilvy,0.55,48,8700,0,
2018,0,20848,Ángel Cabrera,0.51,11,2200,0,
2018,0,20104,Ken Duke,0.49,33,6700,0,
2018,0,34242,Andrew Johnston,0.47,5,1100,0,
2018,0,47125,Matt Atkins,0.45,44,9700,0,
2018,0,6567,Vijay Singh,0.45,24,5200,0,
2018,0,21753,Brian Davis,0.38,20,5200,0,
2018,0,20766,Padraig Harrington,0.37,29,8000,0,
2018,0,31557,Jim Herman,0.29,13,4500,0,
2018,0,30711,Colt Knost,0.27,13,5000,0,
2018,0,20160,Charlie Wi,0.27,7,2400,0,
2018,0,20850,Daniel Chopra,0.26,6,2400,0,
2018,0,20094,Jonathan Kaye,0.25,2,900,0,
2018,0,28087,Kris Blanks,0.22,6,2800,0,
2018,0,21878,Mark Wilson,0.2,9,4700,0,
2018,0,37338,Zecheng Dou,0.19,21,10950,0,
2018,0,21407,Arjun Atwal,0.17,4,2200,0,
2018,0,1320,Bob Estes,0.17,7,4000,0,
2018,0,12652,Cameron Beckman,0.16,4,2400,0,
2018,0,32334,Charlie Beljan,0.16,7,4100,0,
2018,0,35544,Andrew Yun,0.16,16,10200,0,
2018,0,1249,John Daly,0.15,5,3400,0,
2018,0,22378,Trevor Immelman,0.15,1,900,0,
2018,0,11123,Chris Couch,0.13,3,2300,0,
2018,0,8385,Omar Uresti,0.13,6,4300,0,
2018,0,10885,Robert Allenby,0.12,4,3200,0,
2018,0,46732,Rick Lamb,0.12,6,4800,0,
2018,0,6515,Shaun Micheel,0.12,2,1500,0,
2018,0,22913,John Rollins,0.11,4,3700,0,
2018,0,22582,Kyle Thompson,0.09,10,10200,0,
2018,0,10423,Mike Weir,0.06,2,2700,0,
2017,0,32839,Hideki Matsuyama,29.57,2869,9700,3,7.0
2017,0,30925,Dustin Johnson,28.67,2466,8600,3,7.0
2017,0,34046,Jordan Spieth,26.32,2671,10150,3,8.0
2017,0,33448,Justin Thomas,24.01,2689,11200,4,9.0
2017,0,32102,Rickie Fowler,20.02,1832,9150,1,9.0
2017,0,46970,Jon Rahm,17.28,1754,10150,1,7.0
2017,0,36689,Brooks Koepka,16.22,1736,10700,1,6.0
2017,0,21528,Henrik Stenson,15.09,1079,7150,1,3.0
2017,0,21209,Sergio Garcia,14.1,1085,7700,1,2.0
2017,0,40026,Daniel Berger,13.87,1623,11700,1,6.0
2017,0,22405,Justin Rose,13.1,996,7600,0,4.0
2017,0,28237,Rory McIlroy,12.95,803,6200,0,6.0
2017,0,29478,Kevin Kisner,12.69,1612,12700,1,7.0
2017,0,24361,Pat Perez,12.54,1461,11650,1,5.0
2017,0,35450,Patrick Cantlay,12.29,578,4700,0,2.0
2017,0,26851,Marc Leishman,11.93,1324,11100,1,5.0
2017,0,26329,Louis Oosthuizen,11.65,956,8200,0,3.0
2017,0,27644,Brian Harman,11.58,1557,13450,1,7.0
2017,0,23108,Matt Kuchar,10.77,1260,11700,0,6.0
2017,0,21961,Charles Howell III,10.75,1102,10250,0,5.0
2017,0,33399,Adam Hadwin,10.73,1347,12550,1,5.0
2017,0,12716,Charley Hoffman,10.66,1498,14050,0,7.0
2017,0,25364,Paul Casey,10.6,1135,10700,0,6.0
2017,0,25686,Jason Dufner,10.57,1126,10650,1,2.0
2017,0,29518,Brendan Steele,10.52,1226,11650,1,4.0
2017,0,25198,Francesco Molinari,10.41,1010,9700,0,5.0
2017,0,34098,Russell Henley,9.53,1129,11850,1,4.0
2017,0,30110,Kyle Stanley,9.37,1204,12850,1,5.0
2017,0,24138,Ian Poulter,9.05,760,8400,0,2.0
2017,0,31323,Gary Woodland,8.99,1052,11700,0,5.0
2017,0,26331,Charl Schwartzel,8.87,727,8200,0,3.0
2017,0,28089,Jason Day,8.79,756,8600,0,3.0
2017,0,1226,Fred Couples,8.66,52,600,0,
2017,0,27649,Brandt Snedeker,8.5,663,7800,0,4.0
2017,0,29221,Webb Simpson,8.43,1058,12550,0,4.0
2017,0,32366,Kevin Chappell,8.32,1015,12200,1,4.0
2017,0,48081,Xander Schauffele,8.27,988,11950,1,3.0
2017,0,29420,Billy Horschel,8.25,1068,12950,1,4.0
2017,0,48084,Wesley Bryan,8.2,1046,12750,1,5.0
2017,0,24924,Bill Haas,8.08,946,11700,0,3.0
2017,0,29725,Tony Finau,8.0,1024,12800,0,6.0
2017,0,24502,Adam Scott,7.88,642,8150,0,4.0
2017,0,24024,Zach Johnson,7.87,839,10650,0,4.0
2017,0,27064,Jhonattan Vegas,7.75,1023,13200,1,3.0
2017,0,1810,Phil Mickelson,7.31,734,10050,0,4.0
2017,0,35891,Cameron Smith,7.3,847,11600,1,4.0
2017,0,46501,Ollie Schniederjans,7.17,882,12300,0,5.0
2017,0,34264,Hudson Swafford,7.17,921,12850,1,4.0
2017,0,26499,Rafa Cabrera Bello,7.07,615,8700,0,4.0
2017,0,35506,Mackenzie Hughes,6.86,974,14200,1,2.0
2017,0,31420,Anirban Lahiri,6.81,667,9800,0,2.0
2017,0,34360,Patrick Reed,6.78,896,13200,0,3.0
2017,0,27963,Chris Stroud,6.75,627,9300,1,3.0
2017,0,6527,Steve Stricker,6.31,410,6500,0,2.0
2017,0,20572,Rod Pampling,6.21,630,10150,1,1.0
2017,0,29461,Jamie Lovemark,6.1,787,12900,0,4.0
2017,0,24140,Sean O'Hair,6.1,707,11600,0,5.0
2017,0,25900,Lucas Glover,6.09,706,11600,0,4.0
2017,0,26596,Ryan Moore,6.04,671,11100,0,2.0
2017,0,33141,Keegan Bradley,5.97,794,13300,0,5.0
2017,0,27936,Martin Laird,5.93,676,11400,0,5.0
2017,0,47959,Bryson DeChambeau,5.91,836,14150,1,2.0
2017,0,37455,Si Woo Kim,5.91,839,14200,1,2.0
2017,0,27436,Graham DeLaet,5.77,640,11100,0,6.0
2017,0,33122,Russell Knox,5.72,669,11700,0,4.0
2017,0,32448,James Hahn,5.52,711,12900,0,4.0
2017,0,27974,Sung Kang,5.46,798,14600,0,3.0
2017,0,27129,Luke List,5.45,741,13600,0,3.0
2017,0,32333,Kevin Tway,5.43,619,11400,0,3.0
2017,0,35879,Kelly Kraft,5.42,672,12400,0,3.0
2017,0,29974,Branden Grace,5.26,510,9700,0,2.0
2017,0,34021,Bud Cauley,5.24,666,12700,0,5.0
2017,0,26476,Chez Reavie,5.2,666,12800,0,3.0
2017,0,27895,Jonas Blixt,5.03,578,11500,1,1.0
2017,0,36699,Patrick Rodgers,5.03,639,12700,0,3.0
2017,0,20229,Stewart Cink,4.99,583,11700,0,3.0
2017,0,29479,Scott Brown,4.97,646,13000,0,2.0
2017,0,23983,Luke Donald,4.87,424,8700,0,1.0
2017,0,29926,Danny Lee,4.81,697,14500,0,4.0
2017,0,25396,Kevin Na,4.81,584,12150,0,4.0
2017,0,34213,Grayson Murray,4.79,638,13300,1,2.0
2017,0,31557,Jim Herman,4.72,553,11700,0,2.0
2017,0,24925,Jonathan Byrd,4.66,172,3700,0,1.0
2017,0,25818,Scott Piercy,4.65,532,11450,0,4.0
2017,0,27141,J.B. Holmes,4.64,543,11700,0,2.0
2017,0,12510,Chad Campbell,4.59,616,13400,0,3.0
2017,0,27214,Kevin Streelman,4.55,541,11900,0,2.0
2017,0,31646,Emiliano Grillo,4.43,518,11700,0,2.0
2017,0,33461,Morgan Hoffmann,4.25,565,13300,0,1.0
2017,0,33948,Byeong Hun An,4.24,468,11050,0,3.0
2017,0,25240,D.A. Points,4.22,435,10300,1,1.0
2017,0,33204,Shane Lowry,4.2,361,8600,0,1.0
2017,0,34431,Robert Streb,4.18,577,13800,0,2.0
2017,0,27770,Camilo Villegas,4.18,464,11100,0,2.0
2017,0,32757,Patton Kizzire,4.15,519,12500,0,3.0
2017,0,37454,Whee Kim,4.14,505,12200,0,2.0
2017,0,25632,Jimmy Walker,4.1,439,10700,0,1.0
2017,0,25493,Nick Taylor,4.06,532,13100,0,4.0
2017,0,34409,David Lingmerth,4.05,437,10800,0,1.0
2017,0,20691,Greg Owen,3.98,314,7900,0,2.0
2017,0,39954,Cody Gribble,3.96,514,13000,1,2.0
2017,0,39324,J.J. Spaun,3.95,510,12900,0,3.0
2017,0,29908,C.T. Pan,3.93,527,13400,0,3.0
2017,0,25572,Graeme McDowell,3.85,331,8600,0,
2017,0,23548,Bill Lunde,3.78,121,3200,0,1.0
2017,0,24358,Robert Garrigus,3.74,448,12000,0,3.0
2017,0,30926,Chris Kirk,3.71,467,12600,0,3.0
2017,0,25804,Bubba Watson,3.71,397,10700,0,3.0
2017,0,39975,Michael Kim,3.69,483,13100,0,1.0
2017,0,23621,Rory Sabbatini,3.68,375,10200,0,1.0
2017,0,30944,Jason Kokrak,3.67,490,13350,0,1.0
2017,0,31202,William McGirt,3.67,499,13600,0,3.0
2017,0,19846,Brian Gay,3.64,426,11700,0,3.0
2017,0,47128,Richy Werenski,3.62,423,11700,0,3.0
2017,0,30692,Scott Stallings,3.59,438,12200,0,3.0
2017,0,46550,Brandon Hagy,3.58,419,11700,0,1.0
2017,0,27095,Nick Watney,3.58,386,10800,0,1.0
2017,0,40009,Dominic Bozzelli,3.46,394,11400,0,3.0
2017,0,22046,Geoff Ogilvy,3.36,390,11600,0,1.0
2017,0,23320,Ryan Palmer,3.36,336,10000,0,3.0
2017,0,35545,Blayne Barber,3.31,381,11500,0,1.0
2017,0,22371,Aaron Baddeley,3.25,325,10000,0,2.0
2017,0,27958,Ryan Blaum,3.24,434,13400,0,2.0
2017,0,19824,Craig Barlow,3.22,29,900,0,
2017,0,31416,Derek Fathauer,3.22,408,12700,0,2.0
2017,0,22986,Søren Kjeldsen,3.16,283,8950,0,1.0
2017,0,29223,Sam Saunders,3.16,354,11200,0,2.0
2017,0,10213,Dicky Pride,3.15,85,2700,0,
2017,0,28500,Martin Flores,3.14,383,12200,0,2.0
2017,0,29289,S.Y. Noh,3.12,446,14300,0,3.0
2017,0,46732,Rick Lamb,3.09,269,8700,0,1.0
2017,0,34099,Harris English,3.05,397,13000,0,2.0
2017,0,33413,Ben Martin,3.03,378,12500,0,2.0
2017,0,48822,Sebastián Muñoz,3.01,241,8000,0,1.0
2017,0,28252,Seamus Power,2.99,350,11700,0,1.0
2017,0,23325,Vaughn Taylor,2.98,369,12400,0,
2017,0,34174,John Huh,2.85,382,13400,0,2.0
2017,0,23353,J.J. Henry,2.73,365,13400,0,2.0
2017,0,22056,Cameron Percy,2.72,291,10700,0,1.0
2017,0,28132,Tyrone Van Aswegen,2.72,407,15000,0,1.0
2017,0,32150,Michael Thompson,2.7,278,10300,0,1.0
2017,0,26300,Matt Jones,2.69,248,9200,0,
2017,0,29222,Billy Hurley III,2.63,333,12700,0,1.0
2017,0,37189,Harold Varner III,2.6,375,14450,0,1.0
2017,0,23497,Tag Ridings,2.58,237,9200,0,1.0
2017,0,26758,David Hearn,2.56,359,14000,0,2.0
2017,0,49771,J.T. Poston,2.55,340,13300,0,1.0
2017,0,25720,Chad Collins,2.5,305,12200,0,2.0
2017,0,33419,Cameron Tringale,2.5,337,13500,0,3.0
2017,0,10809,Jim Furyk,2.49,232,9300,0,1.0
2017,0,26951,Johnson Wagner,2.49,321,12900,0,2.0
2017,0,46440,Smylie Kaufman,2.48,316,12700,0,1.0
2017,0,46601,Trey Mullinax,2.48,330,13300,0,1.0
2017,0,22892,Jason Gore,2.45,56,2300,0,
2017,0,35532,Tom Hoge,2.43,187,7700,0,2.0
2017,0,19803,Ryan Armour,2.41,222,9200,0,1.0
2017,0,25834,Daniel Summerhays,2.4,348,14500,0,1.0
2017,0,40058,Zac Blair,2.35,364,15500,0,1.0
2017,0,20157,Retief Goosen,2.35,205,8700,0,1.0
2017,0,23541,Ben Crane,2.25,281,12500,0,1.0
2017,0,25349,Tim Wilkinson,2.24,233,10400,0,
2017,0,24846,Ricky Barnes,2.16,324,15000,0,
2017,0,30191,Julián Etulain,2.16,220,10200,0,1.0
2017,0,34358,Jonathan Randolph,2.14,221,10300,0,1.0
2017,0,35541,John Peterson,2.09,153,7300,0,
2017,0,20472,Alex Cejka,2.04,276,13500,0,1.0
2017,0,29720,Andres Gonzales,2.02,226,11200,0,1.0
2017,0,34076,Joel Dahmen,1.99,143,7200,0,1.0
2017,0,1706,Davis Love III,1.99,124,6200,0,1.0
2017,0,25562,Andres Romero,1.99,91,4550,0,
2017,0,32640,Troy Merritt,1.95,265,13600,0,1.0
2017,0,31560,Brian Stuard,1.85,285,15400,0,
2017,0,25892,Steve Wheatcroft,1.8,138,7700,0,1.0
2017,0,27747,Hiroshi Iwata,1.73,76,4400,0,1.0
2017,0,34242,Andrew Johnston,1.68,112,6650,0,1.0
2017,0,34563,Chesson Hadley,1.67,53,3200,0,
2017,0,24912,Will MacKenzie,1.63,127,7800,0,
2017,0,28679,Fabián Gómez,1.61,168,10400,0,
2017,0,28420,Ryan Brehm,1.6,188,11800,0,
2017,0,20160,Charlie Wi,1.6,39,2400,0,
2017,0,30852,Ryo Ishikawa,1.55,148,9600,0,1.0
2017,0,29476,Kyle Reifers,1.55,241,15500,0,
2017,0,33418,Shawn Stefani,1.53,188,12300,0,1.0
2017,0,6567,Vijay Singh,1.5,140,9300,0,
2017,0,20766,Padraig Harrington,1.49,82,5500,0,
2017,0,20098,Stuart Appleby,1.44,104,7200,0,1.0
2017,0,46443,Brian Campbell,1.44,132,9200,0,
2017,0,1823,Larry Mize,1.42,9,600,0,
2017,0,27556,Ted Potter Jr.,1.41,16,1100,0,
2017,0,10885,Robert Allenby,1.36,19,1400,0,
2017,0,27466,Spencer Levin,1.36,201,14800,0,1.0
2017,0,26289,Boo Weekley,1.33,173,13000,0,1.0
2017,0,34466,Peter Malnati,1.3,182,14000,0,
2017,0,20848,Ángel Cabrera,1.29,96,7400,0,1.0
2017,0,32200,Roberto Castro,1.26,164,13000,0,
2017,0,34265,Will Wilcox,1.26,81,6400,0,
2017,0,20634,Peter Lonard,1.22,4,300,0,
2017,0,28307,Matt Every,1.2,175,14500,0,
2017,0,24357,K.J. Choi,1.19,143,12000,0,
2017,0,25191,Gonzalo Fernandez-Castaño,1.15,118,10200,0,
2017,0,20593,Greg Chalmers,1.14,156,13700,0,
2017,0,20771,Steven Alker,1.13,121,10700,0,
2017,0,34262,Jon Curran,1.09,60,5500,0,
2017,0,35110,Brett Drewitt,1.09,95,8700,0,
2017,0,27933,John Merrick,1.07,40,3700,0,
2017,0,33120,Mark Anderson,1.06,98,9200,0,1.0
2017,0,24781,Hunter Mahan,1.05,130,12400,0,
2017,0,10860,Justin Leonard,1.02,5,500,0,
2017,0,35300,Andrew Loupe,1.01,105,10400,0,1.0
2017,0,8075,Jerry Kelly,0.99,34,3400,0,
2017,0,29485,Brett Stegmaier,0.99,131,13200,0,
2017,0,24663,Y.E. Yang,0.97,39,4000,0,
2017,0,37278,Nicholas Lindheim,0.96,93,9700,0,
2017,0,36801,Mark Hubbard,0.95,124,13000,0,
2017,0,29740,Brad Fritsch,0.9,74,8200,0,
2017,0,23800,Bryce Molder,0.86,109,12700,0,
2017,0,21407,Arjun Atwal,0.85,20,2400,0,
2017,0,20645,John Senden,0.82,55,6800,0,
2017,0,21878,Mark Wilson,0.81,54,6700,0,
2017,0,28093,Miguel Angel Carballo,0.8,81,10200,0,
2017,0,20104,Ken Duke,0.79,98,12400,0,
2017,0,1116,Michael Bradley,0.77,7,900,0,
2017,0,21731,Freddie Jacobson,0.73,32,4400,0,
2017,0,1948,Tim Petrovic,0.73,4,600,0,
2017,0,28158,Steve Marino,0.62,45,7300,0,
2017,0,25345,Carl Pettersson,0.58,74,12700,0,
2017,0,24507,Jason Bohn,0.54,73,13500,0,
2017,0,1320,Bob Estes,0.54,41,7500,0,
2017,0,23638,Brendon de Jonge,0.49,31,6200,0,
2017,0,29745,Tyler Aldridge,0.48,30,6200,0,
2017,0,6522,Ernie Els,0.48,50,10500,0,
2017,0,1381,Fred Funk,0.48,2,500,0,
2017,0,32139,Danny Willett,0.41,26,6200,0,
2017,0,27120,Troy Matteson,0.34,5,1400,0,
2017,0,2206,David Toms,0.34,4,1300,0,
2017,0,23788,D.J. Trahan,0.33,6,1900,0,
2017,0,8385,Omar Uresti,0.33,3,900,0,
2017,0,12782,Tim Herron,0.32,11,3400,0,
2017,0,33449,Zack Sucher,0.27,18,6600,0,
2017,0,2106,Chris Smith,0.26,2,600,0,
2017,0,23048,Eric Axley,0.19,3,1600,0,
2017,0,30750,Tommy Gainey,0.18,6,3400,0,
2017,0,10505,Shane Bertsch,0.17,7,4100,0,
2017,0,24490,George McNeill,0.15,4,2900,0,
2017,0,30711,Colt Knost,0.11,3,2500,0,
2017,0,6515,Shaun Micheel,0.1,1,1200,0,
2017,0,22913,John Rollins,0.1,2,2400,0,
2017,0,46507,Bobby Wyatt,0.1,10,9200,0,
2017,0,32334,Charlie Beljan,0.09,4,4000,0,
2017,0,30927,Brendon Todd,0.08,3,3900,0,
2017,0,25274,Steven Bowditch,0.07,9,12900,0,
2017,0,39977,Max Homa,0.04,3,7700,0,
2016,0,28089,Jason Day,31.62,2735,8650,3,9.0
2016,0,30925,Dustin Johnson,27.85,2701,9700,2,12.0
2016,0,24502,Adam Scott,23.71,2063,8700,2,5.0
2016,0,34046,Jordan Spieth,21.36,1965,9200,2,6.0
2016,0,21528,Henrik Stenson,21.01,1387,6600,1,4.0
2016,0,21209,Sergio Garcia,18.26,1306,7150,1,4.0
2016,0,33122,Russell Knox,17.86,2001,11200,2,4.0
2016,0,1810,Phil Mickelson,15.88,1532,9650,0,6.0
2016,0,25804,Bubba Watson,15.06,1235,8200,1,3.0
2016,0,29974,Branden Grace,14.47,1187,8200,1,6.0
2016,0,32839,Hideki Matsuyama,14.39,1468,10200,1,7.0
2016,0,27649,Brandt Snedeker,14.13,1717,12150,1,7.0
2016,0,36689,Brooks Koepka,14.11,1348,9550,0,7.0
2016,0,26331,Charl Schwartzel,13.91,1127,8100,1,3.0
2016,0,32139,Danny Willett,13.41,691,5150,1,1.0
2016,0,28237,Rory McIlroy,12.71,973,7650,0,6.0
2016,0,25396,Kevin Na,12.53,1529,12200,0,8.0
2016,0,34360,Patrick Reed,12.4,1575,12700,0,9.0
2016,0,26596,Ryan Moore,12.29,1235,10050,1,6.0
