YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
2019,0,21753,Brian Davis,0.02,10500,52900000
2019,0,46550,Brandon Hagy,0.02,14555,89500000
2019,0,24912,Will MacKenzie,0.01,6510,45400000
2018,0,22405,Justin Rose,4.97,8130678,163750000
2018,0,36689,Brooks Koepka,4.78,7094047,148350000
2018,0,30925,Dustin Johnson,4.68,8457352,180550000
2018,0,33448,Justin Thomas,4.31,8694821,201750000
2018,0,47959,Bryson DeChambeau,3.77,8094489,214900000
2018,0,8793,Tiger Woods,3.37,5443841,161300000
2018,0,25198,Francesco Molinari,2.82,5065842,179450000
2018,0,25804,Bubba Watson,2.79,5793748,207400000
2018,0,28089,Jason Day,2.76,5087461,184500000
2018,0,28237,Rory McIlroy,2.71,4410296,162700000
2018,0,29221,Webb Simpson,2.51,5376417,214600000
2018,0,32102,Rickie Fowler,2.43,4235237,174000000
2018,0,29725,Tony Finau,2.36,5620138,238100000
2018,0,30911,Tommy Fleetwood,2.25,3935147,175050000
2018,0,46970,Jon Rahm,2.23,3992678,178950000
2018,0,1810,Phil Mickelson,2.2,4595187,209250000
2018,0,34360,Patrick Reed,2.2,5006267,227500000
2018,0,29420,Billy Horschel,2.1,4315200,205600000
2018,0,25364,Paul Casey,2.03,3641771,179000000
2018,0,35450,Patrick Cantlay,1.96,3963962,202750000
2018,0,21528,Henrik Stenson,1.86,2680487,144350000
2018,0,33141,Keegan Bradley,1.85,4069464,219650000
2018,0,48081,Xander Schauffele,1.75,4047538,231900000
2018,0,35891,Cameron Smith,1.75,3622607,206550000
2018,0,30110,Kyle Stanley,1.73,3916001,226400000
2018,0,26851,Marc Leishman,1.71,3771221,220300000
2018,0,25396,Kevin Na,1.69,3578316,211650000
2018,0,27349,Alex Noren,1.62,2699150,166450000
2018,0,34709,Eddie Pepperell,1.62,348317,21500000
2018,0,49964,Aaron Wise,1.58,3486407,220100000
2018,0,47989,Sam Horsfield,1.55,137950,8900000
2018,0,24138,Ian Poulter,1.55,2714450,174750000
2018,0,32757,Patton Kizzire,1.53,3541151,231400000
2018,0,24361,Pat Perez,1.46,2962641,202900000
2018,0,32839,Hideki Matsuyama,1.43,2687477,187550000
2018,0,33968,Thorbjørn Olesen,1.43,759067,53250000
2018,0,35947,John Oda,1.42,559685,39300000
2018,0,29478,Kevin Kisner,1.41,2972285,211100000
2018,0,34046,Jordan Spieth,1.41,2793536,197900000
2018,0,26499,Rafa Cabrera Bello,1.36,2449869,179900000
2018,0,31323,Gary Woodland,1.36,3108907,229250000
2018,0,33948,Byeong Hun An,1.32,2599264,197150000
2018,0,39953,Chase Seiffert,1.32,189000,14300000
2018,0,33410,Andrew Landry,1.3,2642179,203500000
2018,0,40042,Tyler McCumber,1.3,39000,3000000
2018,0,27644,Brian Harman,1.28,2733463,214300000
2018,0,34363,Tyrrell Hatton,1.28,1943360,152150000
2018,0,27649,Brandt Snedeker,1.27,2448970,192800000
2018,0,34256,Andrew Putnam,1.25,2387382,190400000
2018,0,31646,Emiliano Grillo,1.24,2493163,201150000
2018,0,29518,Brendan Steele,1.24,2291128,185300000
2018,0,45486,Joaquin Niemann,1.23,1209957,98600000
2018,0,47574,Scott Strohmeyer,1.23,177733,14500000
2018,0,34563,Chesson Hadley,1.21,2768863,227900000
2018,0,24502,Adam Scott,1.2,2237641,185700000
2018,0,26476,Chez Reavie,1.18,2700018,228800000
2018,0,35461,Beau Hossler,1.16,2449707,211400000
2018,0,27129,Luke List,1.16,2710736,233050000
2018,0,26418,Adam Bland,1.15,114500,10000000
2018,0,29378,Daisuke Kataoka,1.15,183363,15950000
2018,0,26596,Ryan Moore,1.15,1986608,173300000
2018,0,27436,Graham DeLaet,1.12,251630,22450000
2018,0,26329,Louis Oosthuizen,1.12,1731493,154400000
2018,0,46435,Austin Cook,1.1,2448920,223500000
2018,0,25632,Jimmy Walker,1.1,2027312,184700000
2018,0,39384,Alex Kang,1.08,150733,13900000
2018,0,19803,Ryan Armour,1.05,2485203,236400000
2018,0,40006,Erik van Rooyen,1.04,109714,10500000
2018,0,39324,J.J. Spaun,1.02,1978906,194100000
2018,0,20229,Stewart Cink,0.98,1887208,191950000
2018,0,19846,Brian Gay,0.98,2152501,220200000
2018,0,32816,Satoshi Kodaira,0.98,1581712,162000000
2018,0,25818,Scott Piercy,0.97,1882337,193500000
2018,0,30978,Kiradech Aphibarnrat,0.96,1275484,133350000
2018,0,21961,Charles Howell III,0.96,2179725,228000000
2018,0,23320,Ryan Palmer,0.96,1484445,155000000
2018,0,24024,Zach Johnson,0.95,1957635,205300000
2018,0,26331,Charl Schwartzel,0.95,1710179,180200000
2018,0,34414,Chris Paisley,0.93,289900,31100000
2018,0,33870,Ashun Wu,0.93,90250,9750000
2018,0,29974,Branden Grace,0.91,1529289,167200000
2018,0,33399,Adam Hadwin,0.91,1932488,212200000
2018,0,29454,Bernd Wiesberger,0.91,428632,47350000
2018,0,37455,Si Woo Kim,0.9,2276114,251700000
2018,0,27556,Ted Potter Jr.,0.9,1976198,220000000
2018,0,30261,Ryan Yip,0.9,55889,6200000
2018,0,37454,Whee Kim,0.88,1920340,217750000
2018,0,30926,Chris Kirk,0.88,1824111,208250000
2018,0,40026,Daniel Berger,0.87,1721763,197200000
2018,0,29908,C.T. Pan,0.87,1881787,216050000
2018,0,27141,J.B. Holmes,0.86,1595942,185350000
2018,0,29484,Peter Uihlein,0.86,1797715,209350000
2018,0,23108,Matt Kuchar,0.84,1720097,204450000
2018,0,30944,Jason Kokrak,0.83,1794431,216300000
2018,0,32366,Kevin Chappell,0.82,1608338,195700000
2018,0,25686,Jason Dufner,0.82,1497655,182600000
2018,0,33293,Thomas Pieters,0.82,813227,99300000
2018,0,33227,Hyun-woo Ryu,0.82,79500,9750000
2018,0,34076,Joel Dahmen,0.81,1476838,181600000
2018,0,39546,Keith Mitchell,0.81,1641260,202000000
2018,0,45526,Abraham Ancer,0.79,1676695,212400000
2018,0,27214,Kevin Streelman,0.78,1523642,194500000
2018,0,34098,Russell Henley,0.77,1516438,196900000
2018,0,31420,Anirban Lahiri,0.75,1441205,192850000
2018,0,27095,Nick Watney,0.74,1402833,190500000
2018,0,20472,Alex Cejka,0.73,1198541,165100000
2018,0,36326,David Lipsky,0.73,194950,26750000
2018,0,28300,Joost Luiten,0.73,73000,10000000
2018,0,32640,Troy Merritt,0.73,1326989,181300000
2018,0,29268,Bronson Burgoon,0.72,1179616,162900000
2018,0,30736,Oscar Fraustro,0.72,50804,7100000
2018,0,46601,Trey Mullinax,0.72,1184245,165500000
2018,0,25562,Andres Romero,0.72,206764,28900000
2018,0,34021,Bud Cauley,0.71,900591,126050000
2018,0,39975,Michael Kim,0.71,1379736,194500000
2018,0,29461,Jamie Lovemark,0.71,1377286,195250000
2018,0,35225,Brandon Stone,0.71,364939,51250000
2018,0,32448,James Hahn,0.7,1386301,198150000
2018,0,24140,Sean O'Hair,0.7,1104865,157900000
2018,0,45478,Julian Suri,0.7,562166,80800000
2018,0,29535,Brice Garnett,0.69,1466224,212800000
2018,0,46567,Paul Dunne,0.68,468938,68650000
2018,0,28258,K.T. Kim,0.68,62900,9250000
2018,0,40098,Matt Fitzpatrick,0.67,830394,123350000
2018,0,21209,Sergio Garcia,0.67,878354,131900000
2018,0,12716,Charley Hoffman,0.67,1400637,210500000
2018,0,33122,Russell Knox,0.67,1424030,212700000
2018,0,27936,Martin Laird,0.66,1017580,155000000
2018,0,48153,Matthieu Pavon,0.66,79200,12000000
2018,0,35912,Haydn Porteous,0.66,64500,9750000
2018,0,49771,J.T. Poston,0.66,940661,142000000
2018,0,24459,Richard Sterne,0.66,64500,9750000
2018,0,35879,Kelly Kraft,0.65,1496253,228950000
2018,0,34213,Grayson Murray,0.65,1056628,161750000
2018,0,26341,Wade Ormsby,0.65,129750,20000000
2018,0,6527,Steve Stricker,0.65,582566,89700000
2018,0,51394,A.J. McInerney,0.64,164923,25700000
2018,0,46501,Ollie Schniederjans,0.64,1303610,203450000
2018,0,32333,Kevin Tway,0.64,1379544,217250000
2018,0,37189,Harold Varner III,0.64,1223064,191250000
2018,0,27324,Seungsu Han,0.63,132603,21000000
2018,0,35532,Tom Hoge,0.63,1358542,216500000
2018,0,37275,Sam Ryder,0.62,1046166,167500000
2018,0,55573,John VanDerLaan,0.62,21700,3500000
2018,0,54926,George Cunningham,0.61,37743,6200000
2018,0,10809,Jim Furyk,0.61,660010,108900000
2018,0,1666,Bernhard Langer,0.61,130200,21500000
2018,0,36699,Patrick Rodgers,0.61,1287040,212550000
2018,0,34541,Poom Saksansin,0.61,101900,16750000
2018,0,47504,Sam Burns,0.6,495916,82900000
2018,0,23621,Rory Sabbatini,0.6,1126057,187400000
2018,0,27974,Sung Kang,0.59,1243309,212350000
2018,0,29926,Danny Lee,0.59,1269386,213950000
2018,0,23325,Vaughn Taylor,0.57,965691,168500000
2018,0,25900,Lucas Glover,0.56,789382,141600000
2018,0,35421,Brandon Harkins,0.56,1148115,206700000
2018,0,29223,Sam Saunders,0.56,981936,176800000
2018,0,30692,Scott Stallings,0.54,1147573,212900000
2018,0,31202,William McGirt,0.53,933327,175900000
2018,0,27958,Ryan Blaum,0.52,980877,190100000
2018,0,25203,SSP Chawrasia,0.52,86280,16750000
2018,0,8075,Jerry Kelly,0.52,108500,20800000
2018,0,47239,Phachara Khongwatmai,0.51,86200,16750000
2018,0,52330,Dylan Meyer,0.51,275109,54000000
2018,0,26951,Johnson Wagner,0.51,656322,128700000
2018,0,29936,Ryan Fox,0.5,217903,43250000
2018,0,27064,Jhonattan Vegas,0.5,1137444,225600000
2018,0,47128,Richy Werenski,0.5,1081283,215300000
2018,0,33974,Dean Burmester,0.49,106854,22000000
2018,0,26758,David Hearn,0.49,622383,127500000
2018,0,34587,Chan Kim,0.49,48250,9750000
2018,0,31560,Brian Stuard,0.49,1089763,220300000
2018,0,33115,Jinho Choi,0.48,44516,9250000
2018,0,34174,John Huh,0.48,974538,202500000
2018,0,29289,S.Y. Noh,0.48,44516,9250000
2018,0,29334,Jaco Ahlers,0.47,46500,10000000
2018,0,29479,Scott Brown,0.47,1076678,229450000
2018,0,23541,Ben Crane,0.47,620646,131000000
2018,0,31670,Matthew Griffin,0.47,45625,9750000
2018,0,33204,Shane Lowry,0.47,696897,147900000
2018,0,28420,Ryan Brehm,0.46,13856,3000000
2018,0,29970,Dylan Frittelli,0.46,454677,98700000
2018,0,35296,Haotong Li,0.46,544006,118350000
2018,0,32876,Martin Piller,0.46,847304,183700000
2018,0,23969,Graeme Storm,0.46,44625,9750000
2018,0,28751,Andrew Dodt,0.45,43750,9750000
2018,0,45609,Tyler Duncan,0.45,944021,209500000
2018,0,37452,Ashley Hall,0.45,44000,9750000
2018,0,36528,Yanwei Liu,0.45,44250,9750000
2018,0,21498,Hideto Tanihara,0.45,90250,20250000
2018,0,32150,Michael Thompson,0.45,563972,125400000
2018,0,34697,Yi Cao,0.44,43250,9750000
2018,0,28252,Seamus Power,0.44,791018,177900000
2018,0,39327,Ben Silverman,0.44,793140,180000000
2018,0,12510,Chad Campbell,0.43,801960,187450000
2018,0,25493,Nick Taylor,0.43,899373,207550000
2018,0,1226,Fred Couples,0.42,46200,11000000
2018,0,20157,Retief Goosen,0.42,545364,129300000
2018,0,46550,Brandon Hagy,0.42,76817,18200000
2018,0,25572,Graeme McDowell,0.42,581024,139050000
2018,0,33486,Roger Sloan,0.42,26040,6200000
2018,0,22371,Aaron Baddeley,0.41,725928,178900000
2018,0,39997,Corey Conners,0.41,728296,175600000
2018,0,24358,Robert Garrigus,0.41,702030,172500000
2018,0,22056,Cameron Percy,0.41,387612,93800000
2018,0,35541,John Peterson,0.41,251925,60900000
2018,0,27330,Josh Teater,0.41,40040,9700000
2018,0,50526,Tom Lovelady,0.4,700783,175800000
2018,0,34099,Harris English,0.39,799450,203500000
2018,0,31416,Derek Fathauer,0.39,708712,181100000
2018,0,32815,Masahiro Kawamura,0.39,41375,10500000
2018,0,51766,Wyndham Clark,0.38,68800,18300000
2018,0,31273,Gavin Kyle Green,0.38,175285,46500000
2018,0,33413,Ben Martin,0.38,532936,139000000
2018,0,23797,Brett Rumford,0.38,77817,20500000
2018,0,46402,Talor Gooch,0.37,654200,178500000
2018,0,34264,Hudson Swafford,0.37,569391,154700000
2018,0,28132,Tyrone Van Aswegen,0.37,763584,206600000
2018,0,23063,Scott Hend,0.36,60400,16750000
2018,0,36852,Jim Knous,0.36,24480,6800000
2018,0,37278,Nicholas Lindheim,0.36,593842,166500000
2018,0,34409,David Lingmerth,0.36,616758,172800000
2018,0,47993,Denny McCarthy,0.36,498341,139400000
2018,0,39113,Shubhankar Sharma,0.36,370607,103700000
2018,0,24924,Bill Haas,0.35,638414,182650000
2018,0,26300,Matt Jones,0.35,538681,153800000
2018,0,24781,Hunter Mahan,0.35,457337,129000000
2018,0,48887,Matt Wallace,0.34,113125,33500000
2018,0,27896,Ross Fisher,0.33,412954,123350000
2018,0,47988,Nick Hardy,0.33,54120,16200000
2018,0,34554,Jung-gon Hwang,0.33,30525,9250000
2018,0,33418,Shawn Stefani,0.33,523204,160000000
2018,0,29772,Michael Lorenzo-Vera,0.32,65725,20750000
2018,0,22080,Prayad Marksaeng,0.32,22400,7000000
2018,0,35174,Matthew Southgate,0.32,103750,32250000
2018,0,48084,Wesley Bryan,0.3,498166,165600000
2018,0,39524,Sean Crocker,0.3,31000,10500000
2018,0,55752,Ben Kern,0.3,33281,11000000
2018,0,24748,WC Liang,0.3,64500,21750000
2018,0,27963,Chris Stroud,0.3,565466,188950000
2018,0,22000,Chris Wood,0.3,73953,24500000
2018,0,32367,Jorge Campillo,0.29,91000,31500000
2018,0,12782,Tim Herron,0.29,209216,72100000
2018,0,24449,Parker McLachlin,0.29,174039,61000000
2018,0,33667,Carlos Ortiz,0.29,20789,7100000
2018,0,34358,Jonathan Randolph,0.29,453328,158900000
2018,0,35237,Santiago Rivas,0.29,8784,3000000
2018,0,40009,Dominic Bozzelli,0.28,391634,139000000
2018,0,29531,Richie Ramsay,0.28,60500,21750000
2018,0,35545,Blayne Barber,0.27,398137,146500000
2018,0,40058,Zac Blair,0.27,330507,120800000
2018,0,23353,J.J. Henry,0.27,482052,180800000
2018,0,33461,Morgan Hoffmann,0.27,170673,63050000
2018,0,35506,Mackenzie Hughes,0.27,518476,194400000
2018,0,26908,Yuta Ikeda,0.27,208922,77300000
2018,0,28775,Nate Lashley,0.27,296650,109000000
2018,0,47347,Adam Schenk,0.27,474923,176100000
2018,0,36799,Stephan Jaeger,0.26,422260,162000000
2018,0,32791,K.H. Lee,0.26,23759,9250000
2018,0,47287,Ethan Tracy,0.26,364493,140400000
2018,0,25892,Steve Wheatcroft,0.26,309656,119700000
2018,0,20098,Stuart Appleby,0.25,175235,70100000
2018,0,24846,Ricky Barnes,0.25,340591,133900000
2018,0,28679,Fabián Gómez,0.25,437032,175700000
2018,0,51890,Greyson Sigg,0.25,15302,6200000
2018,0,26392,Chris Wilson,0.25,8733,3500000
2018,0,29939,Fabrizio Zanotti,0.25,59180,23250000
2018,0,28500,Martin Flores,0.24,449266,189800000
2018,0,46404,Marcus Kinhult,0.24,25317,10500000
2018,0,31109,Richard Lee,0.24,16847,7000000
2018,0,26328,Shaun Norris,0.24,25317,10500000
2018,0,50092,Zach Wright,0.24,14632,6200000
2018,0,24357,K.J. Choi,0.23,219405,95250000
2018,0,30907,Rhys Enoch,0.23,24250,10500000
2018,0,32698,Bobby Gates,0.23,16083,7000000
2018,0,29930,Mike Hendry,0.23,46125,20250000
2018,0,24321,Kodai Ichihara,0.23,47000,20500000
2018,0,37447,Zander Lombard,0.23,24250,10500000
2018,0,34466,Peter Malnati,0.23,420001,179600000
2018,0,23821,Yusaku Miyazato,0.23,156336,67600000
2018,0,30163,Henrik Norlander,0.23,14012,6200000
2018,0,25240,D.A. Points,0.23,377265,167500000
2018,0,29485,Brett Stegmaier,0.23,305607,130400000
2018,0,27770,Camilo Villegas,0.23,229439,98450000
2018,0,32254,Xinjun Zhang,0.23,420377,181550000
2018,0,1098,Jay Don Blake,0.22,7595,3500000
2018,0,27895,Jonas Blixt,0.22,368518,166150000
2018,0,1116,Michael Bradley,0.22,7595,3500000
2018,0,51567,Will Cannon,0.22,7840,3500000
2018,0,20593,Greg Chalmers,0.22,288023,129400000
2018,0,52375,Doug Ghim,0.22,116527,52300000
2018,0,54781,Grant Hirschman,0.22,14190,6600000
2018,0,35834,Hyungjoon Lee,0.22,20350,9250000
2018,0,37380,Curtis Luck,0.22,19491,8900000
2018,0,55421,Chip McDaniel,0.22,7595,3500000
2018,0,46442,Maverick McNealy,0.22,103624,48000000
2018,0,55420,Cooper Musselman,0.22,7840,3500000
2018,0,36724,Augusto Núñez,0.22,6480,3000000
2018,0,26444,Juvic Pagunsan,0.22,15540,7000000
2018,0,36521,Young-han Song,0.22,20628,9250000
2018,0,20396,Lee Westwood,0.22,37637,17500000
2018,0,54871,Grant Booth,0.21,7174,3400000
2018,0,1139,Olin Browne,0.21,7385,3500000
2018,0,23699,Danny Chia,0.21,14770,7000000
2018,0,39436,Joshua Creel,0.21,12958,6200000
2018,0,46458,Andrew Dorn,0.21,19046,8900000
2018,0,35310,Lanto Griffin,0.21,358380,167300000
2018,0,48126,Calum Hill,0.21,24692,12000000
2018,0,24155,Ryan Hogue,0.21,14348,6800000
2018,0,34579,Alexander Levy,0.21,137500,64250000
2018,0,39537,Chris Naegel,0.21,25426,12000000
2018,0,34431,Robert Streb,0.21,411606,197850000
2018,0,28780,Nicholas Thompson,0.21,8944,4300000
2018,0,37249,Ryuko Tokimatsu,0.21,66250,31500000
2018,0,23788,D.J. Trahan,0.21,85595,40200000
2018,0,49403,Grady Brame,0.2,8686,4300000
2018,0,6643,Paul Goydos,0.2,18067,8900000
2018,0,6332,Neal Lancaster,0.2,6930,3500000
2018,0,47443,Junghwan Lee,0.2,18038,9250000
2018,0,25834,Daniel Summerhays,0.2,234510,115700000
2018,0,28114,Dawie van der Walt,0.2,14210,7000000
2018,0,39480,T.J. Vogel,0.2,110021,54600000
2018,0,36685,Cameron Wilson,0.2,23959,12000000
2018,0,26497,Casey Wittenberg,0.2,13464,6600000
2018,0,34310,Alexander Björk,0.19,59250,31500000
2018,0,32105,Nicholas Fung,0.19,13160,7000000
2018,0,27933,John Merrick,0.19,119407,62000000
2018,0,33951,Julio Santos,0.19,5760,3000000
2018,0,22293,Heath Slocum,0.19,37814,20400000
2018,0,39958,Jeunghun Wang,0.19,17575,9250000
2018,0,25349,Tim Wilkinson,0.19,43927,22600000
2018,0,24925,Jonathan Byrd,0.18,267055,149200000
2018,0,39954,Cody Gribble,0.18,302593,169450000
2018,0,28158,Steve Marino,0.18,76616,42600000
2018,0,34575,Adrian Otaegui,0.18,20100,11000000
2018,0,45157,Cam Davis,0.17,56555,33700000
2018,0,24490,George McNeill,0.17,91100,55000000
2018,0,27942,Rob Oppenheim,0.17,279019,162500000
2018,0,28307,Matt Every,0.16,299162,191500000
2018,0,47238,Jazz Janewattananond,0.16,28700,17500000
2018,0,39328,Conrad Shindler,0.16,187399,120000000
2018,0,23048,Eric Axley,0.15,69125,47200000
2018,0,28259,Sangmoon Bae,0.15,184057,120250000
2018,0,35376,Roberto Díaz,0.15,235635,155300000
2018,0,46046,Scottie Scheffler,0.15,25080,17200000
2018,0,46464,Jordan L Smith,0.15,48250,31250000
2018,0,23638,Brendon de Jonge,0.14,110276,80800000
2018,0,55412,Mickey DeMorat,0.14,25426,18000000
2018,0,39971,Sungjae Im,0.14,33281,23000000
2018,0,46440,Smylie Kaufman,0.14,201136,146300000
2018,0,35104,Tom Lewis,0.14,31000,22500000
2018,0,39251,Ryan Ruffels,0.14,33394,24150000
2018,0,20645,John Senden,0.14,68604,48600000
2018,0,51600,Jimmy Stanger,0.14,24480,17600000
2018,0,23983,Luke Donald,0.13,81989,63200000
2018,0,34242,Andrew Johnston,0.13,24448,18200000
2018,0,27081,Seunghyuk Kim,0.13,20628,16450000
2018,0,1706,Davis Love III,0.13,97920,76600000
2018,0,20572,Rod Pampling,0.13,183806,141750000
2018,0,32139,Danny Willett,0.13,84000,64400000
2018,0,39058,Lucas Herbert,0.12,27161,22500000
2018,0,27408,Martin Kaymer,0.12,115379,96900000
2018,0,27466,Spencer Levin,0.12,9331,7800000
2018,0,51997,Andrew Novak,0.12,14850,12800000
2018,0,6567,Vijay Singh,0.12,95334,82400000
2018,0,23409,James Driscoll,0.11,14910,13000000
2018,0,28593,Jesse Mueller,0.11,15028,13700000
2018,0,48822,Sebastián Muñoz,0.11,17675,15500000
2018,0,33419,Cameron Tringale,0.11,179459,162300000
2018,0,21633,Steve Allan,0.1,12338,12400000
2018,0,37273,Derek Ernst,0.1,20353,19400000
2018,0,27120,Troy Matteson,0.1,39000,40900000
2018,0,51922,Sulman Raza,0.1,15300,15400000
2018,0,24507,Jason Bohn,0.09,43620,46700000
2018,0,21753,Brian Davis,0.09,60851,67700000
2018,0,20104,Ken Duke,0.09,82161,87700000
2018,0,6522,Ernie Els,0.09,102868,116100000
2018,0,49947,Taylor Moore,0.09,9861,11100000
2018,0,27139,David Skinns,0.09,9861,10500000
2018,0,20766,Padraig Harrington,0.08,93260,116100000
2018,0,29222,Billy Hurley III,0.08,145725,174600000
2018,0,35819,Vince India,0.08,7305,8800000
2018,0,22046,Geoff Ogilvy,0.08,93947,121400000
2018,0,53165,Doc Redman,0.08,36841,48600000
2018,0,47125,Matt Atkins,0.07,89104,126900000
2018,0,30750,Tommy Gainey,0.07,39508,53800000
2018,0,31557,Jim Herman,0.07,46962,63150000
2018,0,20094,Jonathan Kaye,0.07,7004,9900000
2018,0,39004,Dru Love,0.07,27305,37200000
2018,0,10213,Dicky Pride,0.07,42810,60000000
2018,0,20848,Ángel Cabrera,0.06,20353,33400000
2018,0,37338,Zecheng Dou,0.06,90993,146050000
2018,0,30711,Colt Knost,0.06,43134,66800000
2018,0,10375,Sean McCarty,0.06,10730,16800000
2018,0,48319,Tom Whitney,0.06,12095,20400000
2018,0,21878,Mark Wilson,0.06,33348,59700000
2018,0,10885,Robert Allenby,0.05,19970,41600000
2018,0,21407,Arjun Atwal,0.05,12006,26000000
2018,0,28087,Kris Blanks,0.05,18998,36100000
2018,0,32775,Shugo Imahira,0.05,14198,26950000
2018,0,12652,Cameron Beckman,0.04,12694,30000000
2018,0,32334,Charlie Beljan,0.04,21344,54400000
2018,0,11123,Chris Couch,0.04,13000,29800000
2018,0,1249,John Daly,0.04,18362,47200000
2018,0,22378,Trevor Immelman,0.04,5520,14000000
2018,0,8385,Omar Uresti,0.04,21278,58800000
2018,0,20160,Charlie Wi,0.04,10878,30400000
2018,0,52372,Cameron Champ,0.03,11966,39100000
2018,0,20850,Daniel Chopra,0.03,8784,30000000
2018,0,1320,Bob Estes,0.03,15431,55400000
2018,0,6515,Shaun Micheel,0.03,6930,21800000
2018,0,22913,John Rollins,0.03,15598,47700000
2018,0,35544,Andrew Yun,0.03,41566,134000000
2018,0,47483,Will Zalatoris,0.03,14874,48900000
2018,0,46732,Rick Lamb,0.02,14136,64300000
2018,0,22582,Kyle Thompson,0.02,24878,134600000
2018,0,10423,Mike Weir,0.02,5760,36900000
2017,0,30925,Dustin Johnson,5.03,8732193,173700000
2017,0,34046,Jordan Spieth,4.85,9433033,194500000
2017,0,33448,Justin Thomas,4.77,9921560,208200000
2017,0,32839,Hideki Matsuyama,4.39,8380569,191000000
2017,0,32102,Rickie Fowler,3.34,6083197,182050000
2017,0,46970,Jon Rahm,3.16,6123248,193600010
2017,0,26851,Marc Leishman,2.84,5866390,206750010
2017,0,36689,Brooks Koepka,2.74,5612397,205000000
2017,0,35174,Matthew Southgate,2.74,281000,10250000
2017,0,22405,Justin Rose,2.7,4245308,157450000
2017,0,46464,Jordan L Smith,2.38,250000,10500000
2017,0,21209,Sergio Garcia,2.3,3522476,153050000
2017,0,39546,Keith Mitchell,2.3,144900,6300000
2017,0,30911,Tommy Fleetwood,2.1,2094455,99900000
2017,0,48081,Xander Schauffele,2.1,4312674,205000010
2017,0,29478,Kevin Kisner,2.08,4766936,229300000
2017,0,21528,Henrik Stenson,2.06,2769771,134650000
2017,0,40026,Daniel Berger,2.02,4287161,212600000
2017,0,24361,Pat Perez,2.02,4361400,216100010
2017,0,30736,Oscar Fraustro,2.0,140000,7000010
2017,0,23108,Matt Kuchar,1.99,4282488,215000000
2017,0,35450,Patrick Cantlay,1.96,2049632,104800000
2017,0,25364,Paul Casey,1.94,3906974,201800000
2017,0,26329,Louis Oosthuizen,1.92,3105422,161350000
2017,0,27644,Brian Harman,1.91,4396470,230300010
2017,0,33293,Thomas Pieters,1.86,2058070,110700000
2017,0,28237,Rory McIlroy,1.82,2430182,133750000
2017,0,12716,Charley Hoffman,1.73,4161008,240400010
2017,0,28089,Jason Day,1.72,2978181,173550000
2017,0,25686,Jason Dufner,1.68,3310341,197600000
2017,0,34098,Russell Henley,1.63,3413876,209400000
2017,0,25198,Francesco Molinari,1.6,2875850,179850000
2017,0,30163,Henrik Norlander,1.57,498914,31700000
2017,0,30110,Kyle Stanley,1.57,3402106,217300010
2017,0,33399,Adam Hadwin,1.56,3455012,221200010
2017,0,35296,Haotong Li,1.56,751972,48050000
2017,0,21961,Charles Howell III,1.54,2606383,169550010
2017,0,1226,Fred Couples,1.49,148500,10000000
2017,0,32070,Rafael Campos,1.47,333979,22700000
2017,0,29221,Webb Simpson,1.45,3209646,220600010
2017,0,24138,Ian Poulter,1.44,2098346,145800010
2017,0,29518,Brendan Steele,1.43,2907095,202950000
2017,0,45157,Cam Davis,1.41,98467,7000010
2017,0,32366,Kevin Chappell,1.4,3149615,224800000
2017,0,24924,Bill Haas,1.39,2842173,204950000
2017,0,27649,Brandt Snedeker,1.39,1625806,116900000
2017,0,31323,Gary Woodland,1.38,2980225,216700010
2017,0,26331,Charl Schwartzel,1.32,2156036,162850000
2017,0,34709,Eddie Pepperell,1.31,156809,12000000
2017,0,29725,Tony Finau,1.3,2838629,217950010
2017,0,34360,Patrick Reed,1.28,3055111,238100000
2017,0,47906,Austin Connelly,1.26,128917,10250000
2017,0,27064,Jhonattan Vegas,1.26,2944738,233600010
2017,0,27896,Ross Fisher,1.25,1258083,100700000
2017,0,29420,Billy Horschel,1.25,2697960,215850010
2017,0,24024,Zach Johnson,1.24,2362968,190050000
2017,0,24502,Adam Scott,1.2,1695144,141000000
2017,0,48084,Wesley Bryan,1.19,2495751,208950010
2017,0,31420,Anirban Lahiri,1.17,1944289,165800010
2017,0,1810,Phil Mickelson,1.17,2102599,179750000
2017,0,26499,Rafa Cabrera Bello,1.15,1934675,167750000
2017,0,35891,Cameron Smith,1.12,2123216,189900010
2017,0,27349,Alex Noren,1.11,1205516,108200000
2017,0,37455,Si Woo Kim,1.1,2681177,243450010
2017,0,34264,Hudson Swafford,1.06,2246090,211100010
2017,0,25900,Lucas Glover,1.02,1955822,191650000
2017,0,35506,Mackenzie Hughes,1.02,2355553,231750010
2017,0,46501,Ollie Schniederjans,1.02,1935669,190250010
2017,0,27899,Rikard Karlberg,0.98,93000,9500000
2017,0,27408,Martin Kaymer,0.96,892353,93350000
2017,0,49773,Chase Koepka,0.96,140225,14600000
2017,0,27436,Graham DeLaet,0.93,1603666,172900000
2017,0,24140,Sean O'Hair,0.93,1873856,201250000
2017,0,20572,Rod Pampling,0.93,1539422,166250000
2017,0,32254,Xinjun Zhang,0.93,88000,9500000
2017,0,27963,Chris Stroud,0.92,1308445,142400010
2017,0,34363,Tyrrell Hatton,0.91,1103224,120700000
2017,0,27936,Martin Laird,0.91,1759706,193000010
2017,0,6527,Steve Stricker,0.91,1002036,110500000
