YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
2022,0,25818,Scott Piercy,"25' 9""",9724.25,378
2022,0,33399,Adam Hadwin,"25' 10""",8918.083,345
2022,0,52375,Doug Ghim,"26' 0""",7971.917,307
2022,0,32448,James Hahn,"26' 0""",7889.0,303
2022,0,51890,Greyson Sigg,"26' 4""",9674.583,367
2022,0,27770,Camilo Villegas,"26' 4""",7658.583,291
2022,0,47529,Mito Pereira,"26' 6""",9581.25,361
2022,0,30163,Henrik Norlander,"26' 8""",7807.5,293
2022,0,36884,Ben Kohles,"26' 9""",6198.5,232
2022,0,34431,Robert Streb,"26' 11""",10246.0,381
2022,0,29926,Danny Lee,"27' 0""",5913.083,219
2022,0,45486,Joaquin Niemann,"27' 0""",8211.917,304
2022,0,34610,Matthias Schwab,"27' 0""",8051.0,298
2022,0,50095,Austin Smotherman,"27' 0""",8010.0,297
2022,0,57366,Cameron Young,"27' 0""",9945.417,368
2022,0,48081,Xander Schauffele,"27' 1""",6688.667,247
2022,0,27649,Brandt Snedeker,"27' 1""",6391.25,236
2022,0,24980,Scott Gutschewski,"27' 2""",5843.5,215
2022,0,47988,Nick Hardy,"27' 2""",6138.5,226
2022,0,29725,Tony Finau,"27' 3""",10270.667,377
2022,0,28252,Seamus Power,"27' 4""",7207.167,264
2022,0,47856,Seth Reeves,"27' 4""",6741.833,247
2022,0,31646,Emiliano Grillo,"27' 5""",8955.5,327
2022,0,49964,Aaron Wise,"27' 5""",10507.5,383
2022,0,46435,Austin Cook,"27' 6""",6512.833,237
2022,0,35506,Mackenzie Hughes,"27' 6""",9508.917,346
2022,0,24361,Pat Perez,"27' 6""",7414.667,270
2022,0,47995,Davis Riley,"27' 6""",10468.0,381
2022,0,28089,Jason Day,"27' 7""",7138.167,259
2022,0,54628,Lee Hodges,"27' 7""",11589.583,420
2022,0,39546,Keith Mitchell,"27' 7""",9542.083,346
2022,0,27349,Alex Noren,"27' 7""",6984.667,253
2022,0,53165,Doc Redman,"27' 7""",8989.75,326
2022,0,46046,Scottie Scheffler,"27' 7""",9602.0,348
2022,0,25493,Nick Taylor,"27' 7""",10524.417,381
2022,0,51950,Max McGreevy,"27' 9""",7433.083,268
2022,0,33204,Shane Lowry,"27' 10""",6843.083,246
2022,0,23320,Ryan Palmer,"27' 10""",7478.417,269
2022,0,32662,Michael Gligic,"27' 11""",8426.25,302
2022,0,37189,Harold Varner III,"28' 0""",9376.25,335
2022,0,26300,Matt Jones,"28' 1""",8657.333,308
2022,0,40162,Justin Lower,"28' 2""",7920.75,281
2022,0,29221,Webb Simpson,"28' 2""",6668.417,237
2022,0,49960,Sepp Straka,"28' 2""",10289.417,365
2022,0,47504,Sam Burns,"28' 3""",10347.917,366
2022,0,34264,Hudson Swafford,"28' 3""",7225.417,256
2022,0,27974,Sung Kang,"28' 8""",8983.75,313
2022,0,49766,Hank Lebioda,"28' 9""",10000.25,348
2022,0,24502,Adam Scott,"28' 11""",10111.75,350
2022,0,27064,Jhonattan Vegas,"29' 0""",9530.333,329
2022,0,47347,Adam Schenk,"29' 4""",12219.667,416
2022,0,27895,Jonas Blixt,"29' 6""",6223.5,211
2022,0,48699,Callum Tarren,"29' 6""",9360.667,317
2022,0,54783,Dylan Wu,"29' 6""",8398.167,285
2022,0,40250,Taylor Pendrith,"29' 7""",9924.25,335
2022,0,47483,Will Zalatoris,"29' 7""",9650.917,326
2022,0,34563,Chesson Hadley,"29' 8""",10735.333,362
2022,0,35110,Brett Drewitt,"29' 10""",7076.25,237
2022,0,30911,Tommy Fleetwood,"29' 10""",5823.417,195
2022,0,33448,Justin Thomas,"29' 10""",9766.417,327
2022,0,12716,Charley Hoffman,"30' 1""",10849.25,361
2022,0,32102,Rickie Fowler,"30' 2""",9181.167,304
2022,0,34360,Patrick Reed,"30' 2""",7381.333,245
2022,0,22405,Justin Rose,"30' 2""",4671.583,155
2022,0,37212,Paul Barjon,"30' 3""",10176.667,336
2022,0,28114,Dawie van der Walt,"30' 3""",7597.167,251
2022,0,47128,Richy Werenski,"30' 3""",8571.25,283
2022,0,32139,Danny Willett,"30' 3""",6617.167,219
2022,0,52372,Cameron Champ,"30' 4""",8014.25,264
2022,0,33597,Harry Higgs,"30' 4""",12196.083,402
2022,0,26851,Marc Leishman,"30' 4""",10532.083,347
2022,0,28237,Rory McIlroy,"30' 4""",8016.833,264
2022,0,35891,Cameron Smith,"30' 4""",8375.083,276
2022,0,20229,Stewart Cink,"30' 6""",10306.583,338
2022,0,32757,Patton Kizzire,"30' 7""",14193.167,464
2022,0,24138,Ian Poulter,"30' 8""",5546.083,181
2022,0,34046,Jordan Spieth,"30' 8""",10069.167,328
2022,0,23983,Luke Donald,"30' 9""",9133.0,297
2022,0,33667,Carlos Ortiz,"31' 1""",8827.667,284
2022,0,51634,Sahith Theegala,"31' 1""",17924.75,576
2022,0,48887,Matt Wallace,"31' 2""",7699.583,247
2022,0,30944,Jason Kokrak,"31' 3""",7753.417,248
2022,0,34466,Peter Malnati,"31' 3""",15778.083,505
2022,0,36699,Patrick Rodgers,"31' 4""",13097.917,418
2022,0,31323,Gary Woodland,"31' 4""",9743.5,311
2022,0,45540,Jared Wolfe,"32' 1""",8843.833,276
2022,0,36799,Stephan Jaeger,"32' 2""",12901.333,401
2022,0,34363,Tyrrell Hatton,"32' 3""",8487.75,263
2022,0,35461,Beau Hossler,"32' 5""",12121.333,374
2022,0,27129,Luke List,"32' 6""",11844.0,364
2022,0,45157,Cam Davis,"32' 9""",14544.583,444
2022,0,36689,Brooks Koepka,"32' 9""",7009.0,214
2022,0,29970,Dylan Frittelli,"32' 10""",15319.583,466
2022,0,24925,Jonathan Byrd,"33' 0""",7134.5,216
2022,0,24924,Bill Haas,"33' 1""",13063.167,395
2022,0,51894,Vince Whaley,"33' 1""",14180.417,429
2022,0,27095,Nick Watney,"33' 8""",12603.083,374
2022,0,36852,Jim Knous,"33' 9""",6611.917,196
2022,0,33486,Roger Sloan,"33' 9""",10773.917,319
2022,0,35617,Martin Trainer,"33' 9""",12600.583,373
2022,0,27139,David Skinns,"33' 10""",11074.25,327
2022,0,32366,Kevin Chappell,"34' 2""",8984.75,263
2022,0,46601,Trey Mullinax,"34' 5""",13725.667,399
2022,0,30692,Scott Stallings,"34' 5""",16982.917,493
2022,0,34255,Joseph Bramlett,"35' 6""",13581.5,383
2022,0,48117,Kurt Kitayama,"35' 7""",8900.917,250
2022,0,32333,Kevin Tway,"35' 10""",15542.167,434
2022,0,10381,Curtis Thompson,"36' 3""",10069.75,278
2022,0,56278,Matthew Wolff,"37' 3""",9135.583,245
2022,0,54421,Garrick Higgo,"37' 4""",7350.083,197
2022,0,51766,Wyndham Clark,"37' 11""",16297.25,430
2022,0,39058,Lucas Herbert,"38' 0""",9270.25,244
2022,0,46550,Brandon Hagy,"38' 5""",15084.917,393
2022,0,29289,S.Y. Noh,"38' 10""",12315.917,317
2022,0,48084,Wesley Bryan,"41' 2""",10453.167,254
2021,0,45526,Abraham Ancer,"17' 5""",4275.0,246
2021,0,30927,Brendon Todd,"18' 3""",3864.0,212
2021,0,31560,Brian Stuard,"18' 7""",5639.167,303
2021,0,31557,Jim Herman,"18' 8""",4577.25,245
2021,0,19803,Ryan Armour,"19' 5""",4582.333,236
2021,0,45609,Tyler Duncan,"19' 7""",5822.75,297
2021,0,26476,Chez Reavie,"19' 7""",4178.417,213
2021,0,30110,Kyle Stanley,"19' 10""",6374.417,321
2021,0,40098,Matt Fitzpatrick,"19' 11""",3621.917,182
2021,0,29478,Kevin Kisner,"20' 4""",4893.917,241
2021,0,32816,Satoshi Kodaira,"21' 1""",5064.167,240
2021,0,33404,Chris Baker,"21' 2""",3022.25,143
2021,0,39997,Corey Conners,"21' 3""",6798.25,320
2021,0,40026,Daniel Berger,"21' 5""",5819.5,272
2021,0,39971,Sungjae Im,"21' 6""",8869.583,413
2021,0,50525,Collin Morikawa,"21' 8""",5122.75,236
2021,0,46717,Viktor Hovland,"21' 9""",6529.417,300
2021,0,34076,Joel Dahmen,"21' 10""",5774.833,264
2021,0,29535,Brice Garnett,"21' 10""",5882.25,269
2021,0,26758,David Hearn,"21' 10""",4107.667,188
2021,0,32150,Michael Thompson,"21' 11""",5698.167,260
2021,0,29420,Billy Horschel,"22' 0""",5733.833,261
2021,0,48822,Sebastián Muñoz,"22' 0""",8367.417,380
2021,0,34098,Russell Henley,"22' 3""",6820.583,307
2021,0,24024,Zach Johnson,"22' 4""",7758.833,348
2021,0,27214,Kevin Streelman,"22' 4""",7089.583,317
2021,0,49298,Kramer Hickok,"22' 5""",4976.083,222
2021,0,26499,Rafa Cabrera Bello,"22' 7""",5078.583,225
2021,0,48045,Michael Gellerman,"22' 7""",2979.25,132
2021,0,21961,Charles Howell III,"22' 8""",5641.25,249
2021,0,27936,Martin Laird,"22' 8""",6212.333,274
2021,0,46435,Austin Cook,"22' 10""",6894.583,302
2021,0,23108,Matt Kuchar,"23' 0""",5452.083,237
2021,0,26329,Louis Oosthuizen,"23' 0""",5467.75,238
2021,0,46970,Jon Rahm,"23' 0""",5835.167,254
2021,0,37455,Si Woo Kim,"23' 2""",8768.0,379
2021,0,25900,Lucas Glover,"23' 3""",8283.583,356
2021,0,36801,Mark Hubbard,"23' 3""",8416.583,362
2021,0,34099,Harris English,"23' 4""",7183.917,308
2021,0,52375,Doug Ghim,"23' 4""",6518.333,279
2021,0,25396,Kevin Na,"23' 4""",7377.167,316
2021,0,33122,Russell Knox,"23' 5""",8361.75,357
2021,0,25686,Jason Dufner,"23' 6""",8288.25,353
2021,0,33490,Bo Hoag,"23' 9""",8240.25,347
2021,0,23325,Vaughn Taylor,"23' 9""",6042.667,254
2021,0,35449,Adam Long,"23' 11""",6727.333,281
2021,0,30926,Chris Kirk,"24' 0""",8701.667,363
2021,0,30163,Henrik Norlander,"24' 0""",7803.917,325
2021,0,24138,Ian Poulter,"24' 1""",5229.417,217
2021,0,28679,Fabián Gómez,"24' 4""",3797.083,156
2021,0,33413,Ben Martin,"24' 4""",3555.333,146
2021,0,22056,Cameron Percy,"24' 4""",7193.833,296
2021,0,27644,Brian Harman,"24' 6""",7762.833,317
2021,0,30911,Tommy Fleetwood,"24' 7""",5146.333,209
2021,0,35450,Patrick Cantlay,"24' 8""",7151.833,290
2021,0,32791,K.H. Lee,"24' 8""",10485.417,425
2021,0,39324,J.J. Spaun,"24' 8""",5136.583,208
2021,0,34360,Patrick Reed,"24' 9""",6517.5,263
2021,0,25804,Bubba Watson,"24' 9""",6459.25,261
2021,0,33204,Shane Lowry,"24' 10""",7075.0,285
2021,0,28775,Nate Lashley,"24' 11""",7450.917,299
2021,0,23320,Ryan Palmer,"24' 11""",7612.083,306
2021,0,24357,K.J. Choi,"25' 0""",4856.083,194
2021,0,27942,Rob Oppenheim,"25' 0""",6897.417,276
2021,0,29908,C.T. Pan,"25' 0""",8612.583,344
2021,0,37275,Sam Ryder,"25' 0""",8205.333,328
2021,0,28252,Seamus Power,"25' 1""",5087.25,203
2021,0,39977,Max Homa,"25' 3""",8713.75,345
2021,0,33410,Andrew Landry,"25' 3""",6775.667,268
2021,0,25818,Scott Piercy,"25' 3""",8706.333,345
2021,0,23621,Rory Sabbatini,"25' 3""",7665.917,304
2021,0,33419,Cameron Tringale,"25' 3""",10714.917,424
2021,0,34256,Andrew Putnam,"25' 4""",9387.333,370
2021,0,46442,Maverick McNealy,"25' 6""",8387.833,329
2021,0,32640,Troy Merritt,"25' 7""",8769.917,343
2021,0,53165,Doc Redman,"25' 8""",8098.333,316
2021,0,28089,Jason Day,"25' 9""",6357.167,247
2021,0,40006,Erik van Rooyen,"25' 9""",7383.333,287
2021,0,31646,Emiliano Grillo,"25' 10""",8128.583,315
2021,0,27649,Brandt Snedeker,"25' 10""",8769.917,339
2021,0,34363,Tyrrell Hatton,"25' 11""",5051.667,195
2021,0,34174,John Huh,"25' 11""",5827.5,225
2021,0,27330,Josh Teater,"25' 11""",3858.25,149
2021,0,20396,Lee Westwood,"25' 11""",5448.5,210
2021,0,33399,Adam Hadwin,"26' 0""",8247.583,317
2021,0,23788,D.J. Trahan,"26' 1""",7184.167,275
2021,0,31420,Anirban Lahiri,"26' 2""",7828.917,299
2021,0,45486,Joaquin Niemann,"26' 2""",10844.5,414
2021,0,35532,Tom Hoge,"26' 4""",10623.583,404
2021,0,26851,Marc Leishman,"26' 4""",7611.917,289
2021,0,29221,Webb Simpson,"26' 4""",5768.5,219
2021,0,25493,Nick Taylor,"26' 5""",10454.417,396
2021,0,21209,Sergio Garcia,"26' 6""",7692.167,290
2021,0,46046,Scottie Scheffler,"26' 7""",10121.083,381
2021,0,23623,Bo Van Pelt,"26' 7""",7427.417,279
2021,0,34213,Grayson Murray,"26' 8""",6236.083,234
2021,0,35891,Cameron Smith,"26' 8""",8257.333,310
2021,0,32662,Michael Gligic,"26' 9""",8692.333,325
2021,0,22405,Justin Rose,"26' 9""",5021.333,188
2021,0,32839,Hideki Matsuyama,"26' 10""",9814.583,366
2021,0,39953,Chase Seiffert,"26' 10""",6789.75,253
2021,0,37189,Harold Varner III,"26' 10""",11038.667,411
2021,0,19846,Brian Gay,"26' 11""",8872.833,330
2021,0,29926,Danny Lee,"26' 11""",7316.667,272
2021,0,24140,Sean O'Hair,"27' 0""",6297.5,233
2021,0,29518,Brendan Steele,"27' 0""",8557.667,317
2021,0,51894,Vince Whaley,"27' 0""",9307.917,345
2021,0,35104,Tom Lewis,"27' 1""",10358.667,383
2021,0,33667,Carlos Ortiz,"27' 1""",11036.667,407
2021,0,29479,Scott Brown,"27' 2""",8726.5,321
2021,0,49771,J.T. Poston,"27' 2""",10874.667,400
2021,0,33448,Justin Thomas,"27' 3""",8957.583,329
2021,0,36871,Matthew NeSmith,"27' 4""",9974.667,365
2021,0,48081,Xander Schauffele,"27' 4""",7406.0,271
2021,0,34264,Hudson Swafford,"27' 4""",8580.5,314
2021,0,33141,Keegan Bradley,"27' 5""",9330.25,340
2021,0,32070,Rafael Campos,"27' 5""",6248.833,228
2021,0,24781,Hunter Mahan,"27' 6""",6482.167,236
2021,0,33120,Mark Anderson,"27' 7""",4443.25,161
2021,0,30944,Jason Kokrak,"27' 7""",9368.25,340
2021,0,35506,Mackenzie Hughes,"27' 8""",10312.25,373
2021,0,27556,Ted Potter Jr.,"27' 9""",9404.583,339
2021,0,46441,Robby Shelton,"27' 9""",11134.917,401
2021,0,29268,Bronson Burgoon,"27' 10""",8138.833,292
2021,0,32448,James Hahn,"27' 10""",7673.583,276
2021,0,49960,Sepp Straka,"27' 10""",12244.667,440
2021,0,47128,Richy Werenski,"27' 10""",11405.75,410
2021,0,49964,Aaron Wise,"27' 10""",10120.75,364
2021,0,46402,Talor Gooch,"28' 2""",11974.5,425
2021,0,34563,Chesson Hadley,"28' 3""",8157.417,289
2021,0,35310,Lanto Griffin,"28' 4""",11019.417,389
2021,0,35230,Nelson Ledesma,"28' 4""",5100.583,180
2021,0,30692,Scott Stallings,"28' 6""",10093.75,354
2021,0,36689,Brooks Koepka,"28' 7""",7784.5,272
2021,0,34431,Robert Streb,"28' 7""",11102.0,388
2021,0,24924,Bill Haas,"28' 8""",5132.0,179
2021,0,26300,Matt Jones,"28' 8""",12629.167,440
2021,0,22371,Aaron Baddeley,"28' 9""",5542.333,193
2021,0,24361,Pat Perez,"28' 9""",10736.417,373
2021,0,47347,Adam Schenk,"28' 9""",12140.917,422
2021,0,25364,Paul Casey,"28' 11""",6497.0,225
2021,0,47504,Sam Burns,"29' 0""",10773.0,371
2021,0,32102,Rickie Fowler,"29' 0""",8086.167,279
2021,0,29974,Branden Grace,"29' 2""",9711.667,333
2021,0,27349,Alex Noren,"29' 4""",10486.417,358
2021,0,34046,Jordan Spieth,"29' 4""",11904.333,406
2021,0,27770,Camilo Villegas,"29' 5""",11054.167,376
2021,0,34466,Peter Malnati,"29' 8""",11016.583,371
2021,0,30925,Dustin Johnson,"29' 9""",7998.25,269
2021,0,49766,Hank Lebioda,"29' 9""",8482.25,285
2021,0,33597,Harry Higgs,"29' 10""",12330.333,413
2021,0,12716,Charley Hoffman,"29' 10""",12242.5,410
2021,0,32757,Patton Kizzire,"30' 0""",15018.75,500
2021,0,47993,Denny McCarthy,"30' 1""",12218.417,406
2021,0,26331,Charl Schwartzel,"30' 2""",11877.25,394
2021,0,47483,Will Zalatoris,"30' 5""",10593.417,348
2021,0,32254,Xinjun Zhang,"30' 5""",8740.5,287
2021,0,52372,Cameron Champ,"30' 7""",9339.5,305
2021,0,29725,Tony Finau,"30' 8""",11210.75,366
2021,0,40042,Tyler McCumber,"30' 9""",9847.917,320
2021,0,36699,Patrick Rodgers,"31' 0""",13683.5,441
2021,0,39546,Keith Mitchell,"31' 2""",11718.833,376
2021,0,48887,Matt Wallace,"31' 2""",5013.417,161
2021,0,56278,Matthew Wolff,"31' 2""",7539.083,242
2021,0,28237,Rory McIlroy,"31' 4""",9252.0,295
2021,0,27129,Luke List,"31' 6""",13492.833,428
2021,0,27554,Scott Harrington,"31' 7""",10801.583,342
2021,0,35658,Kris Ventura,"31' 7""",9296.917,294
2021,0,27095,Nick Watney,"31' 7""",8249.167,261
2021,0,20229,Stewart Cink,"31' 11""",12901.667,404
2021,0,48119,Ben Taylor,"32' 0""",6013.583,188
2021,0,24502,Adam Scott,"32' 2""",8852.083,275
2021,0,31323,Gary Woodland,"32' 4""",9255.5,286
2021,0,23983,Luke Donald,"32' 6""",8018.333,247
2021,0,45157,Cam Davis,"32' 8""",16485.083,505
2021,0,27974,Sung Kang,"32' 8""",13472.333,412
2021,0,33486,Roger Sloan,"32' 9""",10049.917,307
2021,0,27064,Jhonattan Vegas,"33' 1""",11705.167,354
2021,0,56762,Will Gordon,"33' 3""",13335.417,401
2021,0,32333,Kevin Tway,"33' 5""",10628.333,318
2021,0,32139,Danny Willett,"33' 6""",4686.833,140
2021,0,33948,Byeong Hun An,"34' 6""",14473.25,420
2021,0,34255,Joseph Bramlett,"34' 7""",11197.25,324
2021,0,35461,Beau Hossler,"34' 9""",13178.417,379
2021,0,47959,Bryson DeChambeau,"34' 11""",11500.0,329
2021,0,29970,Dylan Frittelli,"35' 3""",11479.25,326
2021,0,25632,Jimmy Walker,"36' 0""",13778.0,383
2021,0,27141,J.B. Holmes,"36' 6""",11122.417,305
2021,0,35617,Martin Trainer,"36' 6""",11280.417,309
2021,0,46550,Brandon Hagy,"37' 3""",14068.417,378
2021,0,1810,Phil Mickelson,"37' 5""",11937.417,319
2021,0,28420,Ryan Brehm,"38' 3""",8576.833,224
2021,0,51766,Wyndham Clark,"38' 3""",17814.667,466
2021,0,32618,Rhein Gibson,"38' 5""",9021.583,235
2021,0,34314,Sebastian Cappelen,"39' 4""",9720.0,247
2021,0,39975,Michael Kim,"39' 8""",15038.667,379
2020,0,10809,Jim Furyk,"17' 9""",2255.833,127
2020,0,26596,Ryan Moore,"17' 10""",2675.25,150
2020,0,19803,Ryan Armour,"18' 2""",2857.75,157
2020,0,30927,Brendon Todd,"18' 9""",5343.0,285
2020,0,23325,Vaughn Taylor,"19' 4""",3853.833,199
2020,0,30110,Kyle Stanley,"19' 11""",3384.833,170
2020,0,45526,Abraham Ancer,"20' 2""",5448.583,270
2020,1,29478,Kevin Kisner,"20' 5""",5318.083,260
2020,-1,31560,Brian Stuard,"20' 7""",5299.583,257
2020,0,40098,Matt Fitzpatrick,"20' 10""",4163.083,200
2020,0,25900,Lucas Glover,"21' 2""",4803.083,227
2020,4,46717,Viktor Hovland,"21' 6""",6302.083,293
2020,-1,34098,Russell Henley,"21' 7""",5686.583,263
2020,-1,25572,Graeme McDowell,"21' 7""",3957.333,183
2020,-1,26476,Chez Reavie,"21' 9""",5004.167,230
2020,-1,25686,Jason Dufner,"21' 10""",5736.0,263
2020,0,31646,Emiliano Grillo,"22' 0""",4921.833,224
2020,0,26758,David Hearn,"22' 0""",3359.917,153
2020,0,30163,Henrik Norlander,"22' 0""",5112.917,232
2020,0,31557,Jim Herman,"22' 1""",4833.417,219
2020,0,45609,Tyler Duncan,"22' 2""",6433.333,290
2020,0,33404,Chris Baker,"22' 5""",2940.25,131
2020,0,34076,Joel Dahmen,"22' 6""",6640.75,295
2020,1,27330,Josh Teater,"22' 8""",2584.417,114
2020,2,27644,Brian Harman,"22' 10""",7574.0,332
2020,2,24024,Zach Johnson,"22' 10""",6115.25,268
2020,2,28775,Nate Lashley,"22' 10""",5296.667,232
2020,1,34360,Patrick Reed,"22' 10""",8508.167,372
2020,1,23108,Matt Kuchar,"23' 0""",5084.0,221
2020,1,29479,Scott Brown,"23' 2""",5067.333,219
2020,1,39997,Corey Conners,"23' 2""",6074.917,262
2020,1,49298,Kramer Hickok,"23' 2""",3499.833,151
2020,1,53165,Doc Redman,"23' 2""",6782.833,293
2020,1,21407,Arjun Atwal,"23' 4""",2194.417,94
2020,1,29535,Brice Garnett,"23' 4""",5242.583,225
2020,1,36801,Mark Hubbard,"23' 4""",8485.583,364
2020,4,40026,Daniel Berger,"23' 7""",6111.833,259
2020,1,33410,Andrew Landry,"23' 7""",6173.417,262
2020,0,26499,Rafa Cabrera Bello,"23' 8""",4759.583,201
2020,0,27649,Brandt Snedeker,"23' 8""",5963.667,252
2020,0,27214,Kevin Streelman,"23' 10""",6182.083,259
2020,1,27936,Martin Laird,"24' 1""",3202.417,133
2020,2,45486,Joaquin Niemann,"24' 1""",8636.0,359
2020,1,22371,Aaron Baddeley,"24' 3""",4987.75,206
2020,1,27942,Rob Oppenheim,"24' 3""",5580.5,230
2020,1,40058,Zac Blair,"24' 5""",6320.333,259
2020,2,29420,Billy Horschel,"24' 5""",7243.0,297
2020,0,46441,Robby Shelton,"24' 6""",7157.667,292
2020,2,32254,Xinjun Zhang,"24' 7""",7884.25,321
2020,2,28679,Fabián Gómez,"24' 9""",4481.417,181
2020,2,33413,Ben Martin,"24' 9""",2499.333,101
2020,2,29974,Branden Grace,"24' 10""",5143.5,207
2020,2,32150,Michael Thompson,"24' 10""",6291.833,253
2020,2,46435,Austin Cook,"24' 11""",5090.167,204
2020,-6,34099,Harris English,"24' 11""",8637.333,347
2020,2,35532,Tom Hoge,"24' 11""",8718.833,350
2020,2,35449,Adam Long,"24' 11""",9220.583,370
2020,2,47347,Adam Schenk,"24' 11""",6810.417,273
2020,1,29268,Bronson Burgoon,"25' 0""",6026.0,241
2020,1,33490,Bo Hoag,"25' 0""",6067.75,243
2020,1,25818,Scott Piercy,"25' 0""",6505.167,260
2020,2,32791,K.H. Lee,"25' 3""",6802.583,269
2020,5,48822,Sebastián Muñoz,"25' 3""",9929.833,393
2020,2,22056,Cameron Percy,"25' 3""",4714.167,187
2020,1,21209,Sergio Garcia,"25' 4""",4184.167,165
2020,3,25396,Kevin Na,"25' 4""",7257.167,286
2020,2,50525,Collin Morikawa,"25' 5""",8371.333,329
2020,20,34363,Tyrrell Hatton,"25' 6""",4621.417,181
2020,1,46970,Jon Rahm,"25' 6""",6965.25,273
2020,-10,39971,Sungjae Im,"25' 8""",9423.083,367
2020,-1,31420,Anirban Lahiri,"25' 8""",3159.667,123
2020,-1,26329,Louis Oosthuizen,"25' 8""",5364.833,209
2020,-1,35732,Wes Roach,"25' 8""",2665.667,104
2020,0,37455,Si Woo Kim,"25' 9""",8287.167,322
2020,0,29908,C.T. Pan,"25' 9""",5637.333,219
2020,2,46046,Scottie Scheffler,"25' 10""",9466.167,367
2020,1,25349,Tim Wilkinson,"25' 10""",3410.25,132
2020,0,34255,Joseph Bramlett,"25' 11""",5747.5,222
2020,0,48045,Michael Gellerman,"25' 11""",3917.333,151
2020,0,33597,Harry Higgs,"25' 11""",9004.25,347
2020,0,24138,Ian Poulter,"25' 11""",5465.333,211
2020,0,39324,J.J. Spaun,"25' 11""",6678.417,258
2020,0,25493,Nick Taylor,"25' 11""",6576.083,254
2020,2,23320,Ryan Palmer,"26' 0""",8223.667,316
2020,2,37275,Sam Ryder,"26' 0""",7211.333,277
2020,2,33122,Russell Knox,"26' 1""",6422.417,246
2020,3,19846,Brian Gay,"26' 2""",7319.083,280
2020,3,49766,Hank Lebioda,"26' 2""",5888.333,225
2020,3,37189,Harold Varner III,"26' 2""",7395.833,283
2020,3,33399,Adam Hadwin,"26' 3""",6567.167,250
2020,3,29926,Danny Lee,"26' 3""",8209.25,313
2020,-14,29221,Webb Simpson,"26' 4""",5607.333,213
2020,3,29970,Dylan Frittelli,"26' 5""",9238.167,350
2020,3,39953,Chase Seiffert,"26' 5""",4835.667,183
2020,3,49771,J.T. Poston,"26' 6""",8160.75,308
2020,-3,48081,Xander Schauffele,"26' 7""",8411.917,316
2020,2,34021,Bud Cauley,"26' 10""",8658.0,323
2020,5,32839,Hideki Matsuyama,"26' 10""",9305.333,347
2020,2,23621,Rory Sabbatini,"26' 10""",6875.5,256
2020,2,47128,Richy Werenski,"26' 10""",7550.167,281
2020,1,27974,Sung Kang,"27' 0""",9682.5,359
2020,1,27963,Chris Stroud,"27' 0""",5068.25,188
2020,2,47504,Sam Burns,"27' 2""",8959.333,330
2020,3,35310,Lanto Griffin,"27' 4""",12392.667,454
2020,2,32640,Troy Merritt,"27' 4""",7369.083,270
2020,1,25364,Paul Casey,"27' 6""",5553.167,202
2020,1,27554,Scott Harrington,"27' 6""",7672.583,279
2020,3,26300,Matt Jones,"27' 7""",9417.75,341
2020,3,32448,James Hahn,"27' 8""",3481.917,126
2020,3,35450,Patrick Cantlay,"27' 9""",6415.417,231
2020,3,33204,Shane Lowry,"27' 9""",4932.917,178
2020,3,36871,Matthew NeSmith,"27' 10""",7358.75,264
2020,-6,28237,Rory McIlroy,"27' 11""",7938.75,284
2020,2,33141,Keegan Bradley,"28' 0""",8464.417,302
2020,2,39546,Keith Mitchell,"28' 0""",7282.75,260
2020,9,52372,Cameron Champ,"28' 1""",9876.167,352
2020,2,30692,Scott Stallings,"28' 3""",8039.75,285
2020,2,49960,Sepp Straka,"28' 4""",9060.833,320
2020,2,56762,Will Gordon,"28' 5""",3354.917,118
2020,2,12716,Charley Hoffman,"28' 5""",8110.583,285
2020,2,47993,Denny McCarthy,"28' 5""",9125.75,321
2020,2,24361,Pat Perez,"28' 5""",5599.25,197
2020,2,34563,Chesson Hadley,"28' 6""",5749.75,202
2020,2,33667,Carlos Ortiz,"28' 6""",10822.083,380
2020,2,28252,Seamus Power,"28' 6""",3304.333,116
2020,3,34466,Peter Malnati,"28' 7""",8041.833,281
2020,3,46442,Maverick McNealy,"28' 7""",9934.667,348
2020,4,52375,Doug Ghim,"28' 8""",3870.667,135
2020,4,46402,Talor Gooch,"28' 8""",12096.25,422
2020,4,22405,Justin Rose,"28' 9""",5141.833,179
2020,4,29518,Brendan Steele,"28' 9""",8734.25,304
2020,4,32662,Michael Gligic,"28' 11""",5001.417,173
2020,4,21961,Charles Howell III,"28' 11""",9118.417,315
2020,18,30925,Dustin Johnson,"28' 11""",7380.833,255
2020,3,27556,Ted Potter Jr.,"29' 0""",5488.0,189
2020,4,32366,Kevin Chappell,"29' 1""",5121.833,176
2020,4,20229,Stewart Cink,"29' 1""",7533.75,259
2020,4,36689,Brooks Koepka,"29' 1""",6959.5,239
2020,4,34431,Robert Streb,"29' 3""",5117.833,175
2020,4,48887,Matt Wallace,"29' 4""",7308.5,249
2020,4,23788,D.J. Trahan,"29' 5""",4613.083,157
2020,4,31323,Gary Woodland,"29' 5""",8297.917,282
2020,5,25804,Bubba Watson,"29' 6""",9045.083,307
2020,5,23623,Bo Van Pelt,"29' 7""",4762.833,161
2020,-7,29725,Tony Finau,"29' 10""",11082.833,372
2020,7,27064,Jhonattan Vegas,"29' 10""",5691.75,191
