YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
2017,0,34409,David Lingmerth,1.567,2115,1350
2017,0,1810,Phil Mickelson,1.569,2260,1440
2017,0,28089,Jason Day,1.57,1865,1188
2017,0,33448,Justin Thomas,1.57,2232,1422
2017,0,37454,Whee Kim,1.571,2036,1296
2017,0,32102,Rickie Fowler,1.572,2151,1368
2017,0,19846,Brian Gay,1.573,2209,1404
2017,0,25572,Graeme McDowell,1.573,1586,1008
2017,0,34360,Patrick Reed,1.573,2832,1800
2017,0,27770,Camilo Villegas,1.573,2038,1296
2017,0,27644,Brian Harman,1.574,2833,1800
2017,0,25345,Carl Pettersson,1.574,1672,1062
2017,0,25191,Gonzalo Fernandez-Castaño,1.578,1591,1008
2017,0,34466,Peter Malnati,1.578,2414,1530
2017,0,36689,Brooks Koepka,1.58,2275,1440
2017,0,24138,Ian Poulter,1.58,1934,1224
2017,0,34046,Jordan Spieth,1.58,2219,1404
2017,0,28252,Seamus Power,1.581,2277,1440
2017,0,26331,Charl Schwartzel,1.581,1708,1080
2017,0,25720,Chad Collins,1.582,1765,1116
2017,0,22371,Aaron Baddeley,1.583,1624,1026
2017,0,25892,Steve Wheatcroft,1.584,1340,846
2017,0,39954,Cody Gribble,1.585,2197,1386
2017,0,35891,Cameron Smith,1.585,2339,1476
2017,0,23983,Luke Donald,1.587,1371,864
2017,0,33399,Adam Hadwin,1.587,2799,1764
2017,0,24024,Zach Johnson,1.587,2199,1386
2017,0,40009,Dominic Bozzelli,1.589,1859,1170
2017,0,6522,Ernie Els,1.589,1487,936
2017,0,31420,Anirban Lahiri,1.589,2059,1296
2017,0,29221,Webb Simpson,1.589,2831,1782
2017,0,24846,Ricky Barnes,1.59,2633,1656
2017,0,46443,Brian Campbell,1.59,1460,918
2017,0,29223,Sam Saunders,1.59,2004,1260
2017,0,27649,Brandt Snedeker,1.59,1431,900
2017,0,31416,Derek Fathauer,1.591,2148,1350
2017,0,23800,Bryce Molder,1.592,2121,1332
2017,0,34213,Grayson Murray,1.593,2581,1620
2017,0,25349,Tim Wilkinson,1.593,1663,1044
2017,0,29479,Scott Brown,1.594,2611,1638
2017,0,26300,Matt Jones,1.594,1607,1008
2017,0,24361,Pat Perez,1.594,2582,1620
2017,0,35532,Tom Hoge,1.595,1321,828
2017,0,23108,Matt Kuchar,1.595,2642,1656
2017,0,26476,Chez Reavie,1.595,2727,1710
2017,0,26851,Marc Leishman,1.596,2586,1620
2017,0,29289,S.Y. Noh,1.596,2500,1566
2017,0,28237,Rory McIlroy,1.597,1380,864
2017,0,29222,Billy Hurley III,1.598,2301,1440
2017,0,34099,Harris English,1.599,2187,1368
2017,0,25396,Kevin Na,1.599,2360,1476
2017,0,33461,Morgan Hoffmann,1.6,2535,1584
2017,0,29926,Danny Lee,1.6,2564,1602
2017,0,40026,Daniel Berger,1.601,2478,1548
2017,0,27958,Ryan Blaum,1.601,2767,1728
2017,0,48822,Sebastián Muñoz,1.602,1413,882
2017,0,49771,J.T. Poston,1.602,2509,1566
2017,0,26499,Rafa Cabrera Bello,1.603,1731,1080
2017,0,30852,Ryo Ishikawa,1.603,1616,1008
2017,0,32839,Hideki Matsuyama,1.603,2193,1368
2017,0,40058,Zac Blair,1.604,2858,1782
2017,0,46970,Jon Rahm,1.604,2397,1494
2017,0,32150,Michael Thompson,1.604,1617,1008
2017,0,32333,Kevin Tway,1.604,2540,1584
2017,0,27141,J.B. Holmes,1.605,2195,1368
2017,0,29478,Kevin Kisner,1.605,2831,1764
2017,0,29461,Jamie Lovemark,1.606,2776,1728
2017,0,33419,Cameron Tringale,1.606,2399,1494
2017,0,34358,Jonathan Randolph,1.607,1822,1134
2017,0,28307,Matt Every,1.608,2026,1260
2017,0,32640,Troy Merritt,1.608,2200,1368
2017,0,26329,Louis Oosthuizen,1.608,1794,1116
2017,0,24357,K.J. Choi,1.609,1912,1188
2017,0,39975,Michael Kim,1.609,2606,1620
2017,0,12716,Charley Hoffman,1.611,3132,1944
2017,0,34174,John Huh,1.611,2552,1584
2017,0,22986,Søren Kjeldsen,1.611,1421,882
2017,0,27936,Martin Laird,1.611,2407,1494
2017,0,25198,Francesco Molinari,1.611,2088,1296
2017,0,31560,Brian Stuard,1.611,2523,1566
2017,0,23325,Vaughn Taylor,1.611,2436,1512
2017,0,25364,Paul Casey,1.613,2613,1620
2017,0,26596,Ryan Moore,1.613,2294,1422
2017,0,27963,Chris Stroud,1.613,1713,1062
2017,0,29720,Andres Gonzales,1.614,2005,1242
2017,0,46550,Brandon Hagy,1.615,2238,1386
2017,0,26758,David Hearn,1.615,2471,1530
2017,0,34098,Russell Henley,1.615,2820,1746
2017,0,35506,Mackenzie Hughes,1.615,3023,1872
2017,0,27974,Sung Kang,1.615,2966,1836
2017,0,48081,Xander Schauffele,1.615,2674,1656
2017,0,35545,Blayne Barber,1.616,2065,1278
2017,0,20157,Retief Goosen,1.616,1338,828
2017,0,32757,Patton Kizzire,1.616,2211,1368
2017,0,21961,Charles Howell III,1.617,2387,1476
2017,0,30925,Dustin Johnson,1.617,2037,1260
2017,0,46601,Trey Mullinax,1.617,2386,1476
2017,0,23541,Ben Crane,1.618,2301,1422
2017,0,30191,Julián Etulain,1.618,1835,1134
2017,0,34431,Robert Streb,1.618,2738,1692
2017,0,25834,Daniel Summerhays,1.618,2738,1692
2017,0,20771,Steven Alker,1.619,1836,1134
2017,0,33948,Byeong Hun An,1.619,2098,1296
2017,0,33120,Mark Anderson,1.619,1515,936
2017,0,46501,Ollie Schniederjans,1.619,2536,1566
2017,0,47959,Bryson DeChambeau,1.62,2595,1602
2017,0,28679,Fabián Gómez,1.62,1720,1062
2017,0,24924,Bill Haas,1.62,2478,1530
2017,0,37455,Si Woo Kim,1.62,2187,1350
2017,0,22405,Justin Rose,1.62,1866,1152
2017,0,30926,Chris Kirk,1.621,2422,1494
2017,0,24140,Sean O'Hair,1.621,2451,1512
2017,0,23497,Tag Ridings,1.621,1722,1062
2017,0,25274,Steven Bowditch,1.622,1606,990
2017,0,35450,Patrick Cantlay,1.622,1401,864
2017,0,20229,Stewart Cink,1.622,2716,1674
2017,0,46440,Smylie Kaufman,1.624,2076,1278
2017,0,37278,Nicholas Lindheim,1.625,1638,1008
2017,0,33413,Ben Martin,1.625,2311,1422
2017,0,29725,Tony Finau,1.626,3043,1872
2017,0,22046,Geoff Ogilvy,1.627,2109,1296
2017,0,33418,Shawn Stefani,1.627,1991,1224
2017,0,25804,Bubba Watson,1.627,1845,1134
2017,0,34021,Bud Cauley,1.628,2578,1584
2017,0,25686,Jason Dufner,1.628,2403,1476
2017,0,29518,Brendan Steele,1.628,2461,1512
2017,0,47128,Richy Werenski,1.628,2169,1332
2017,0,35879,Kelly Kraft,1.629,2082,1278
2017,0,32366,Kevin Chappell,1.63,2641,1620
2017,0,31646,Emiliano Grillo,1.63,2552,1566
2017,0,23621,Rory Sabbatini,1.63,1907,1170
2017,0,39324,J.J. Spaun,1.63,2524,1548
2017,0,35110,Brett Drewitt,1.631,1556,954
2017,0,10809,Jim Furyk,1.631,1497,918
2017,0,32448,James Hahn,1.631,2819,1728
2017,0,24502,Adam Scott,1.631,1703,1044
2017,0,28132,Tyrone Van Aswegen,1.631,2848,1746
2017,0,20104,Ken Duke,1.632,2086,1278
2017,0,21209,Sergio Garcia,1.632,1821,1116
2017,0,27466,Spencer Levin,1.632,2497,1530
2017,0,25493,Nick Taylor,1.632,2791,1710
2017,0,24507,Jason Bohn,1.633,2087,1278
2017,0,33141,Keegan Bradley,1.633,2999,1836
2017,0,27436,Graham DeLaet,1.634,2235,1368
2017,0,33122,Russell Knox,1.634,2059,1260
2017,0,46732,Rick Lamb,1.636,1472,900
2017,0,27095,Nick Watney,1.636,2032,1242
2017,0,24358,Robert Garrigus,1.637,2121,1296
2017,0,25818,Scott Piercy,1.637,1974,1206
2017,0,27214,Kevin Streelman,1.637,2593,1584
2017,0,29974,Branden Grace,1.638,1858,1134
2017,0,34264,Hudson Swafford,1.638,2654,1620
2017,0,12510,Chad Campbell,1.639,2862,1746
2017,0,20472,Alex Cejka,1.639,2272,1386
2017,0,36801,Mark Hubbard,1.639,2183,1332
2017,0,27129,Luke List,1.64,2893,1764
2017,0,32200,Roberto Castro,1.641,2008,1224
2017,0,29740,Brad Fritsch,1.641,1536,936
2017,0,25900,Lucas Glover,1.641,2659,1620
2017,0,26951,Johnson Wagner,1.641,1861,1134
2017,0,25240,D.A. Points,1.642,2010,1224
2017,0,24781,Hunter Mahan,1.643,2100,1278
2017,0,28093,Miguel Angel Carballo,1.644,1687,1026
2017,0,33204,Shane Lowry,1.645,1451,882
2017,0,28420,Ryan Brehm,1.646,2282,1386
2017,0,35300,Andrew Loupe,1.646,1541,936
2017,0,30110,Kyle Stanley,1.646,2963,1800
2017,0,30692,Scott Stallings,1.647,2283,1386
2017,0,27064,Jhonattan Vegas,1.648,2670,1620
2017,0,31202,William McGirt,1.649,2463,1494
2017,0,37189,Harold Varner III,1.649,2939,1782
2017,0,29908,C.T. Pan,1.65,2554,1548
2017,0,29476,Kyle Reifers,1.652,2616,1584
2017,0,31557,Jim Herman,1.654,2233,1350
2017,0,22056,Cameron Percy,1.655,1936,1170
2017,0,36699,Patrick Rodgers,1.658,2209,1332
2017,0,28500,Martin Flores,1.659,2419,1458
2017,0,19803,Ryan Armour,1.66,1763,1062
2017,0,31323,Gary Woodland,1.66,2660,1602
2017,0,29420,Billy Horschel,1.662,2573,1548
2017,0,30944,Jason Kokrak,1.665,2847,1710
2017,0,20572,Rod Pampling,1.665,2128,1278
2017,0,29485,Brett Stegmaier,1.665,2278,1368
2017,0,23320,Ryan Palmer,1.678,1601,954
2017,0,26289,Boo Weekley,1.683,2211,1314
2017,0,23353,J.J. Henry,1.69,2616,1548
2016,0,34046,Jordan Spieth,1.545,2114,1368
2016,0,34360,Patrick Reed,1.547,2812,1818
2016,0,30927,Brendon Todd,1.548,1755,1134
2016,0,6527,Steve Stricker,1.553,1482,954
2016,0,27895,Jonas Blixt,1.555,2127,1368
2016,0,23800,Bryce Molder,1.556,2185,1404
2016,0,34409,David Lingmerth,1.558,2271,1458
2016,0,22371,Aaron Baddeley,1.559,2497,1602
2016,0,28089,Jason Day,1.559,1936,1242
2016,0,20098,Stuart Appleby,1.564,1942,1242
2016,0,1810,Phil Mickelson,1.567,2031,1296
2016,0,34262,Jon Curran,1.571,2800,1782
2016,0,24494,Erik Compton,1.572,1783,1134
2016,0,35539,Luke Guthrie,1.572,1556,990
2016,0,27747,Hiroshi Iwata,1.574,2352,1494
2016,0,34466,Peter Malnati,1.575,2409,1530
2016,0,29222,Billy Hurley III,1.576,1872,1188
2016,0,20157,Retief Goosen,1.58,1564,990
2016,0,21731,Freddie Jacobson,1.582,2449,1548
2016,0,31416,Derek Fathauer,1.583,2679,1692
2016,0,30925,Dustin Johnson,1.583,2336,1476
2016,0,24024,Zach Johnson,1.583,2450,1548
2016,0,24846,Ricky Barnes,1.584,2652,1674
2016,0,25834,Daniel Summerhays,1.585,2825,1782
2016,0,20472,Alex Cejka,1.586,1913,1206
2016,0,33399,Adam Hadwin,1.586,2655,1674
2016,0,39975,Michael Kim,1.586,2740,1728
2016,0,25349,Tim Wilkinson,1.586,1941,1224
2016,0,26596,Ryan Moore,1.588,2315,1458
2016,0,25274,Steven Bowditch,1.589,2031,1278
2016,0,23541,Ben Crane,1.589,2174,1368
2016,0,37455,Si Woo Kim,1.589,3117,1962
2016,0,32640,Troy Merritt,1.589,2203,1386
2016,0,35300,Andrew Loupe,1.59,2147,1350
2016,0,27644,Brian Harman,1.591,2979,1872
2016,0,29478,Kevin Kisner,1.591,2692,1692
2016,0,27649,Brandt Snedeker,1.592,2551,1602
2016,0,30926,Chris Kirk,1.593,2437,1530
2016,0,25892,Steve Wheatcroft,1.593,2322,1458
2016,0,40058,Zac Blair,1.594,2726,1710
2016,0,20766,Padraig Harrington,1.595,1550,972
2016,0,10213,Dicky Pride,1.596,1523,954
2016,0,36801,Mark Hubbard,1.597,2789,1746
2016,0,34265,Will Wilcox,1.597,1868,1170
2016,0,31560,Brian Stuard,1.598,1898,1188
2016,0,25632,Jimmy Walker,1.599,2360,1476
2016,0,24507,Jason Bohn,1.6,1929,1206
2016,0,25720,Chad Collins,1.6,2103,1314
2016,0,6522,Ernie Els,1.601,1902,1188
2016,0,30711,Colt Knost,1.601,2479,1548
2016,0,36689,Brooks Koepka,1.601,2017,1260
2016,0,32839,Hideki Matsuyama,1.601,2104,1314
2016,0,27770,Camilo Villegas,1.601,2276,1422
2016,0,24357,K.J. Choi,1.602,2105,1314
2016,0,35532,Tom Hoge,1.602,2220,1386
2016,0,27141,J.B. Holmes,1.602,2134,1332
2016,0,25396,Kevin Na,1.602,2682,1674
2016,0,32876,Martin Piller,1.602,1644,1026
2016,0,26851,Marc Leishman,1.603,2481,1548
2016,0,34099,Harris English,1.604,2801,1746
2016,0,32757,Patton Kizzire,1.604,2570,1602
2016,0,31420,Anirban Lahiri,1.605,1993,1242
2016,0,29461,Jamie Lovemark,1.606,2630,1638
2016,0,29289,S.Y. Noh,1.606,2341,1458
2016,0,23320,Ryan Palmer,1.607,2487,1548
2016,0,35732,Wes Roach,1.607,1591,990
2016,0,23983,Luke Donald,1.608,2345,1458
2016,0,20104,Ken Duke,1.608,1563,972
2016,0,33461,Morgan Hoffmann,1.608,1939,1206
2016,0,33410,Andrew Landry,1.609,1419,882
2016,0,28092,D.H. Lee,1.609,1651,1026
2016,0,23325,Vaughn Taylor,1.61,2087,1296
2016,0,27466,Spencer Levin,1.611,2900,1800
2016,0,25493,Nick Taylor,1.611,2291,1422
2016,0,23108,Matt Kuchar,1.612,2786,1728
2016,0,24140,Sean O'Hair,1.612,2583,1602
2016,0,6567,Vijay Singh,1.612,2089,1296
2016,0,32366,Kevin Chappell,1.614,2701,1674
2016,0,27974,Sung Kang,1.614,2528,1566
2016,0,28475,Jeff Overton,1.614,1888,1170
2016,0,26476,Chez Reavie,1.614,2498,1548
2016,0,45526,Abraham Ancer,1.615,1395,864
2016,0,40026,Daniel Berger,1.615,2588,1602
2016,0,28679,Fabián Gómez,1.615,2296,1422
2016,0,21961,Charles Howell III,1.615,2646,1638
2016,0,34174,John Huh,1.615,2471,1530
2016,0,26758,David Hearn,1.616,2763,1710
2016,0,31202,William McGirt,1.616,2850,1764
2016,0,20572,Rod Pampling,1.616,1454,900
2016,0,26300,Matt Jones,1.617,2329,1440
2016,0,30692,Scott Stallings,1.617,2038,1260
2016,0,29926,Danny Lee,1.618,2621,1620
2016,0,33419,Cameron Tringale,1.618,2243,1386
2016,0,34261,Scott Langley,1.619,1836,1134
2016,0,27129,Luke List,1.619,2244,1386
2016,0,27942,Rob Oppenheim,1.619,1836,1134
2016,0,28132,Tyrone Van Aswegen,1.619,2973,1836
2016,0,32102,Rickie Fowler,1.62,2245,1386
2016,0,24781,Hunter Mahan,1.62,1779,1098
2016,0,12716,Charley Hoffman,1.621,2567,1584
2016,0,46440,Smylie Kaufman,1.621,2568,1584
2016,0,8075,Jerry Kelly,1.621,2217,1368
2016,0,35879,Kelly Kraft,1.621,1721,1062
2016,0,28237,Rory McIlroy,1.621,1809,1116
2016,0,25198,Francesco Molinari,1.621,1867,1152
2016,0,25240,D.A. Points,1.621,1488,918
2016,0,29223,Sam Saunders,1.621,1897,1170
2016,0,29725,Tony Finau,1.622,2774,1710
2016,0,27963,Chris Stroud,1.622,2335,1440
2016,0,29479,Scott Brown,1.623,2571,1584
2016,0,25572,Graeme McDowell,1.623,1753,1080
2016,0,35891,Cameron Smith,1.623,2016,1242
2016,0,2206,David Toms,1.623,1811,1116
2016,0,22892,Jason Gore,1.624,2163,1332
2016,0,32200,Roberto Castro,1.625,2837,1746
2016,0,23638,Brendon de Jonge,1.625,2369,1458
2016,0,34563,Chesson Hadley,1.625,2311,1422
2016,0,33413,Ben Martin,1.626,2575,1584
2016,0,22046,Geoff Ogilvy,1.626,1727,1062
2016,0,31323,Gary Woodland,1.626,2663,1638
2016,0,29974,Branden Grace,1.627,1757,1080
2016,0,33448,Justin Thomas,1.627,2811,1728
2016,0,32150,Michael Thompson,1.627,1992,1224
2016,0,29268,Bronson Burgoon,1.628,2315,1422
2016,0,34098,Russell Henley,1.628,2227,1368
2016,0,27936,Martin Laird,1.628,2286,1404
2016,0,29476,Kyle Reifers,1.63,3257,1998
2016,0,26331,Charl Schwartzel,1.63,2054,1260
2016,0,35545,Blayne Barber,1.631,2349,1440
2016,0,29221,Webb Simpson,1.631,2055,1260
2016,0,28158,Steve Marino,1.632,1997,1224
2016,0,26951,Johnson Wagner,1.632,2526,1548
2016,0,12510,Chad Campbell,1.633,2645,1620
2016,0,29745,Tyler Aldridge,1.635,2325,1422
2016,0,31557,Jim Herman,1.635,2737,1674
2016,0,24490,George McNeill,1.635,1501,918
2016,0,26289,Boo Weekley,1.635,2442,1494
2016,0,24924,Bill Haas,1.636,2414,1476
2016,0,32448,James Hahn,1.637,2505,1530
2016,0,33667,Carlos Ortiz,1.637,2210,1350
2016,0,30110,Kyle Stanley,1.637,2623,1602
2016,0,30163,Henrik Norlander,1.638,1975,1206
2016,0,25818,Scott Piercy,1.638,2476,1512
2016,0,20645,John Senden,1.638,2535,1548
2016,0,34264,Hudson Swafford,1.638,3066,1872
2016,0,28114,Dawie van der Walt,1.638,2064,1260
2016,0,21878,Mark Wilson,1.638,1828,1116
2016,0,29720,Andres Gonzales,1.639,2301,1404
2016,0,29420,Billy Horschel,1.639,2065,1260
2016,0,24502,Adam Scott,1.639,2242,1368
2016,0,33122,Russell Knox,1.64,2627,1602
2016,0,29485,Brett Stegmaier,1.64,2509,1530
2016,0,37454,Whee Kim,1.642,2306,1404
2016,0,33204,Shane Lowry,1.642,1596,972
2016,0,24358,Robert Garrigus,1.643,1922,1170
2016,0,24912,Will MacKenzie,1.643,2366,1440
2016,0,22405,Justin Rose,1.643,1834,1116
2016,0,25686,Jason Dufner,1.644,3018,1836
2016,0,33418,Shawn Stefani,1.644,2574,1566
2016,0,37273,Derek Ernst,1.647,1690,1026
2016,0,30944,Jason Kokrak,1.647,2638,1602
2016,0,20848,Ángel Cabrera,1.648,1839,1116
2016,0,31646,Emiliano Grillo,1.648,2670,1620
2016,0,25364,Paul Casey,1.649,2197,1332
2016,0,27064,Jhonattan Vegas,1.649,2760,1674
2016,0,26329,Louis Oosthuizen,1.65,1663,1008
2016,0,10809,Jim Furyk,1.651,1545,936
2016,0,27436,Graham DeLaet,1.652,1963,1188
2016,0,37189,Harold Varner III,1.652,2735,1656
2016,0,21209,Sergio Garcia,1.653,1517,918
2016,0,36699,Patrick Rodgers,1.653,2529,1530
2016,0,23621,Rory Sabbatini,1.653,1607,972
2016,0,27214,Kevin Streelman,1.654,2441,1476
2016,0,29518,Brendan Steele,1.655,2503,1512
2016,0,25804,Bubba Watson,1.655,2055,1242
2016,0,25900,Lucas Glover,1.656,2235,1350
2016,0,34431,Robert Streb,1.661,2512,1512
2016,0,32618,Rhein Gibson,1.665,1618,972
2016,0,35451,Scott Pinckney,1.665,2547,1530
2016,0,24461,Thomas Aiken,1.671,1985,1188
2016,0,33141,Keegan Bradley,1.673,2469,1476
2016,0,20229,Stewart Cink,1.677,1841,1098
2016,0,20691,Greg Owen,1.685,2457,1458
2016,0,10885,Robert Allenby,1.69,1551,918
2016,0,23353,J.J. Henry,1.692,2010,1188
2015,0,34046,Jordan Spieth,1.545,2448,1584
2015,0,34360,Patrick Reed,1.549,2788,1800
2015,0,26300,Matt Jones,1.551,2401,1548
2015,0,32102,Rickie Fowler,1.558,2019,1296
2015,0,27895,Jonas Blixt,1.565,2085,1332
2015,0,25274,Steven Bowditch,1.567,2905,1854
2015,0,1810,Phil Mickelson,1.568,1976,1260
2015,0,29926,Danny Lee,1.57,3392,2160
2015,0,27649,Brandt Snedeker,1.57,2685,1710
2015,0,22371,Aaron Baddeley,1.571,2093,1332
2015,0,24781,Hunter Mahan,1.571,2376,1512
2015,0,33461,Morgan Hoffmann,1.572,2405,1530
2015,0,24846,Ricky Barnes,1.573,2208,1404
2015,0,27141,J.B. Holmes,1.573,2407,1530
2015,0,34256,Andrew Putnam,1.574,1813,1152
2015,0,25396,Kevin Na,1.575,2693,1710
2015,0,24138,Ian Poulter,1.576,1844,1170
2015,0,31416,Derek Fathauer,1.577,2186,1386
2015,0,23108,Matt Kuchar,1.577,2669,1692
2015,0,30927,Brendon Todd,1.577,2640,1674
2015,0,24140,Sean O'Hair,1.579,2444,1548
2015,0,24494,Erik Compton,1.58,2446,1548
2015,0,28089,Jason Day,1.58,2048,1296
2015,0,25345,Carl Pettersson,1.58,3015,1908
2015,0,8075,Jerry Kelly,1.581,2248,1422
2015,0,30925,Dustin Johnson,1.582,2050,1296
2015,0,32839,Hideki Matsuyama,1.582,2591,1638
2015,0,21753,Brian Davis,1.584,2338,1476
2015,0,26596,Ryan Moore,1.584,2224,1404
2015,0,24507,Jason Bohn,1.585,2711,1710
2015,0,25804,Bubba Watson,1.585,1940,1224
2015,0,23048,Eric Axley,1.586,1570,990
2015,0,28259,Sangmoon Bae,1.586,2798,1764
2015,0,29479,Scott Brown,1.586,2770,1746
2015,0,25720,Chad Collins,1.586,2256,1422
2015,0,25834,Daniel Summerhays,1.586,2883,1818
2015,0,26851,Marc Leishman,1.587,2000,1260
2015,0,31560,Brian Stuard,1.587,2657,1674
2015,0,20593,Greg Chalmers,1.588,1544,972
2015,0,25892,Steve Wheatcroft,1.588,2373,1494
2015,0,30926,Chris Kirk,1.589,2088,1314
2015,0,32640,Troy Merritt,1.589,2602,1638
2015,0,23320,Ryan Palmer,1.59,2204,1386
2015,0,25562,Andres Romero,1.591,1890,1188
2015,0,33448,Justin Thomas,1.591,3036,1908
2015,0,34409,David Lingmerth,1.592,2579,1620
2015,0,40058,Zac Blair,1.593,2983,1872
2015,0,28307,Matt Every,1.593,2007,1260
2015,0,23800,Bryce Molder,1.593,2495,1566
2015,0,35539,Luke Guthrie,1.594,2353,1476
2015,0,34563,Chesson Hadley,1.594,2897,1818
2015,0,25632,Jimmy Walker,1.594,2468,1548
2015,0,24357,K.J. Choi,1.595,1780,1116
2015,0,34174,John Huh,1.595,2900,1818
2015,0,24361,Pat Perez,1.595,2756,1728
2015,0,20771,Steven Alker,1.596,1724,1080
2015,0,28679,Fabián Gómez,1.596,2384,1494
2015,0,29478,Kevin Kisner,1.596,2987,1872
2015,0,26329,Louis Oosthuizen,1.596,1810,1134
2015,0,2206,David Toms,1.597,1667,1044
2015,0,24024,Zach Johnson,1.599,2504,1566
2015,0,28475,Jeff Overton,1.599,2648,1656
2015,0,25493,Nick Taylor,1.6,2621,1638
2015,0,30736,Oscar Fraustro,1.601,1556,972
2015,0,10860,Justin Leonard,1.601,1758,1098
2015,0,34099,Harris English,1.602,2941,1836
2015,0,12716,Charley Hoffman,1.602,2710,1692
2015,0,29222,Billy Hurley III,1.602,2278,1422
2015,0,39977,Max Homa,1.603,2135,1332
2015,0,25818,Scott Piercy,1.604,2599,1620
2015,0,35545,Blayne Barber,1.605,2138,1332
2015,0,35532,Tom Hoge,1.605,2283,1422
2015,0,25349,Tim Wilkinson,1.606,2053,1278
2015,0,20472,Alex Cejka,1.607,2662,1656
2015,0,26758,David Hearn,1.607,2806,1746
2015,0,27770,Camilo Villegas,1.607,2401,1494
2015,0,24925,Jonathan Byrd,1.608,1881,1170
2015,0,23541,Ben Crane,1.608,1679,1044
2015,0,23621,Rory Sabbatini,1.608,2344,1458
2015,0,27963,Chris Stroud,1.608,2432,1512
2015,0,32366,Kevin Chappell,1.609,2490,1548
2015,0,25369,Jamie Donaldson,1.609,1361,846
2015,0,21209,Sergio Garcia,1.609,1622,1008
2015,0,30852,Ryo Ishikawa,1.609,2548,1584
2015,0,31202,William McGirt,1.609,2983,1854
2015,0,29720,Andres Gonzales,1.61,2493,1548
2015,0,30711,Colt Knost,1.61,2492,1548
2015,0,30944,Jason Kokrak,1.61,2551,1584
2015,0,36699,Patrick Rodgers,1.61,1536,954
2015,0,32448,James Hahn,1.611,2726,1692
2015,0,34261,Scott Langley,1.611,2667,1656
2015,0,33419,Cameron Tringale,1.611,2784,1728
2015,0,20104,Ken Duke,1.612,2582,1602
2015,0,34098,Russell Henley,1.612,2437,1512
2015,0,24490,George McNeill,1.612,2698,1674
2015,0,33418,Shawn Stefani,1.612,2728,1692
2015,0,23638,Brendon de Jonge,1.613,3077,1908
2015,0,20157,Retief Goosen,1.613,2236,1386
2015,0,37454,Whee Kim,1.615,2006,1242
2015,0,27644,Brian Harman,1.616,2618,1620
2015,0,29420,Billy Horschel,1.616,2793,1728
2015,0,25191,Gonzalo Fernandez-Castaño,1.617,2241,1386
2015,0,29725,Tony Finau,1.617,3086,1908
2015,0,36689,Brooks Koepka,1.617,2357,1458
2015,0,34431,Robert Streb,1.617,3201,1980
2015,0,27936,Martin Laird,1.618,2242,1386
2015,0,29518,Brendan Steele,1.618,2447,1512
2015,0,33399,Adam Hadwin,1.619,2711,1674
2015,0,20766,Padraig Harrington,1.619,1749,1080
2015,0,29476,Kyle Reifers,1.62,2683,1656
2015,0,22405,Justin Rose,1.62,1925,1188
2015,0,6567,Vijay Singh,1.62,2274,1404
2015,0,23983,Luke Donald,1.621,2071,1278
2015,0,34358,Jonathan Randolph,1.622,2044,1260
2015,0,35541,John Peterson,1.623,2454,1512
2015,0,40026,Daniel Berger,1.624,2835,1746
2015,0,36801,Mark Hubbard,1.624,2251,1386
2015,0,34130,Sung Joon Park,1.624,2251,1386
2015,0,25240,D.A. Points,1.625,2047,1260
2015,0,22293,Heath Slocum,1.625,1550,954
2015,0,27436,Graham DeLaet,1.626,1902,1170
2015,0,33667,Carlos Ortiz,1.626,2809,1728
2015,0,30692,Scott Stallings,1.626,1756,1080
2015,0,26289,Boo Weekley,1.626,2312,1422
2015,0,34262,Jon Curran,1.627,2313,1422
2015,0,27064,Jhonattan Vegas,1.627,2519,1548
2015,0,20396,Lee Westwood,1.627,1523,936
2015,0,29289,S.Y. Noh,1.628,1905,1170
2015,0,22056,Cameron Percy,1.629,2052,1260
2015,0,33486,Roger Sloan,1.629,1525,936
2015,0,34264,Hudson Swafford,1.629,2785,1710
2015,0,27095,Nick Watney,1.629,2668,1638
2015,0,29221,Webb Simpson,1.63,2289,1404
2015,0,32150,Michael Thompson,1.63,2377,1458
2015,0,21878,Mark Wilson,1.631,2495,1530
2015,0,29223,Sam Saunders,1.632,2379,1458
2015,0,26951,Johnson Wagner,1.632,1997,1224
2015,0,10809,Jim Furyk,1.633,1881,1152
2015,0,22892,Jason Gore,1.633,2117,1296
2015,0,12510,Chad Campbell,1.634,2853,1746
2015,0,24358,Robert Garrigus,1.634,1941,1188
2015,0,34265,Will Wilcox,1.637,1591,972
2015,0,33141,Keegan Bradley,1.638,2477,1512
2015,0,35451,Scott Pinckney,1.638,2594,1584
2015,0,24502,Adam Scott,1.638,1415,864
2015,0,28132,Tyrone Van Aswegen,1.638,1592,972
2015,0,29425,Andrew Svoboda,1.64,2302,1404
2015,0,31323,Gary Woodland,1.64,2185,1332
2015,0,20645,John Senden,1.641,2215,1350
2015,0,23623,Bo Van Pelt,1.641,2334,1422
2015,0,33122,Russell Knox,1.642,2838,1728
2015,0,24924,Bill Haas,1.643,2544,1548
2015,0,26331,Charl Schwartzel,1.643,1863,1134
2015,0,27466,Spencer Levin,1.644,2871,1746
2015,0,25686,Jason Dufner,1.645,2161,1314
2015,0,28500,Martin Flores,1.645,2694,1638
2015,0,26476,Chez Reavie,1.646,1659,1008
2015,0,33413,Ben Martin,1.647,2668,1620
2015,0,27933,John Merrick,1.647,2194,1332
