YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
2022,0,28114,Dawie van der Walt,1.629,1818,1116
2022,0,27064,Jhonattan Vegas,1.629,2258,1386
2022,0,31323,Gary Woodland,1.629,2023,1242
2022,0,19803,Ryan Armour,1.63,1467,900
2022,0,35110,Brett Drewitt,1.63,1702,1044
2022,0,29974,Branden Grace,1.631,1527,936
2022,0,40250,Taylor Pendrith,1.631,2085,1278
2022,0,50095,Austin Smotherman,1.631,2261,1386
2022,0,40006,Erik van Rooyen,1.631,1409,864
2022,0,36326,David Lipsky,1.632,2585,1584
2022,0,53165,Doc Redman,1.632,2320,1422
2022,0,39953,Chase Seiffert,1.632,1498,918
2022,0,48887,Matt Wallace,1.632,1645,1008
2022,0,24980,Scott Gutschewski,1.634,1647,1008
2022,0,36699,Patrick Rodgers,1.634,2500,1530
2022,0,49298,Kramer Hickok,1.635,2678,1638
2022,0,27649,Brandt Snedeker,1.635,1736,1062
2022,0,27936,Martin Laird,1.636,1943,1188
2022,0,33490,Bo Hoag,1.637,1444,882
2022,0,23320,Ryan Palmer,1.639,1977,1206
2022,0,37212,Paul Barjon,1.64,2096,1278
2022,0,34076,Joel Dahmen,1.641,2510,1530
2022,0,52374,Brandon Wu,1.641,2186,1332
2022,0,20229,Stewart Cink,1.642,2276,1386
2022,0,52372,Cameron Champ,1.643,1656,1008
2022,0,54783,Dylan Wu,1.643,1982,1206
2022,0,46414,Aaron Rai,1.644,2634,1602
2022,0,54628,Lee Hodges,1.645,2753,1674
2022,0,30163,Henrik Norlander,1.645,2132,1296
2022,0,25686,Jason Dufner,1.646,1481,900
2022,0,55708,Hayden Buckley,1.648,2700,1638
2022,0,36871,Matthew NeSmith,1.648,2729,1656
2022,0,46970,Jon Rahm,1.648,2077,1260
2022,0,29518,Brendan Steele,1.651,2169,1314
2022,0,39997,Corey Conners,1.652,2587,1566
2022,0,54421,Garrick Higgo,1.654,1727,1044
2022,0,25900,Lucas Glover,1.657,2774,1674
2022,0,31557,Jim Herman,1.659,1523,918
2022,0,45540,Jared Wolfe,1.659,1762,1062
2022,0,27095,Nick Watney,1.661,2272,1368
2022,0,34255,Joseph Bramlett,1.667,2430,1458
2022,0,27129,Luke List,1.667,2400,1440
2022,0,33122,Russell Knox,1.675,2684,1602
2021,0,35891,Cameron Smith,1.542,2276,1476
2021,0,34360,Patrick Reed,1.545,2169,1404
2021,0,24138,Ian Poulter,1.548,2006,1296
2021,0,25396,Kevin Na,1.55,2428,1566
2021,0,34046,Jordan Spieth,1.558,2468,1584
2021,0,27644,Brian Harman,1.564,2816,1800
2021,0,33597,Harry Higgs,1.566,2255,1440
2021,0,35532,Tom Hoge,1.567,2707,1728
2021,0,32757,Patton Kizzire,1.567,2877,1836
2021,0,31420,Anirban Lahiri,1.569,1921,1224
2021,0,34466,Peter Malnati,1.569,2260,1440
2021,0,23325,Vaughn Taylor,1.57,2204,1404
2021,0,22371,Aaron Baddeley,1.571,1527,972
2021,0,34099,Harris English,1.572,2603,1656
2021,0,27349,Alex Noren,1.572,2320,1476
2021,0,34363,Tyrrell Hatton,1.573,1586,1008
2021,0,39977,Max Homa,1.578,2442,1548
2021,0,33419,Cameron Tringale,1.578,2613,1656
2021,0,29725,Tony Finau,1.581,2562,1620
2021,0,28237,Rory McIlroy,1.581,2106,1332
2021,0,46442,Maverick McNealy,1.581,2220,1404
2021,0,46441,Robby Shelton,1.581,2276,1440
2021,0,29221,Webb Simpson,1.582,2107,1332
2021,0,33448,Justin Thomas,1.582,2392,1512
2021,0,35617,Martin Trainer,1.582,1680,1062
2021,0,30925,Dustin Johnson,1.583,2052,1296
2021,0,47504,Sam Burns,1.584,2395,1512
2021,0,45157,Cam Davis,1.584,2680,1692
2021,0,23320,Ryan Palmer,1.584,2110,1332
2021,0,32618,Rhein Gibson,1.585,1598,1008
2021,0,30927,Brendon Todd,1.585,2454,1548
2021,0,25632,Jimmy Walker,1.585,2111,1332
2021,0,45526,Abraham Ancer,1.586,2797,1764
2021,0,19846,Brian Gay,1.586,1998,1260
2021,0,27942,Rob Oppenheim,1.586,2112,1332
2021,0,32139,Danny Willett,1.586,1342,846
2021,0,33399,Adam Hadwin,1.588,2515,1584
2021,0,46717,Viktor Hovland,1.588,2372,1494
2021,0,27649,Brandt Snedeker,1.588,2401,1512
2021,0,29974,Branden Grace,1.59,2318,1458
2021,0,51766,Wyndham Clark,1.591,2234,1404
2021,0,47959,Bryson DeChambeau,1.591,2291,1440
2021,0,35506,Mackenzie Hughes,1.592,2579,1620
2021,0,32791,K.H. Lee,1.592,3038,1908
2021,0,26329,Louis Oosthuizen,1.592,2121,1332
2021,0,28252,Seamus Power,1.592,1662,1044
2021,0,46046,Scottie Scheffler,1.592,2808,1764
2021,0,46402,Talor Gooch,1.593,2580,1620
2021,0,34431,Robert Streb,1.593,2352,1476
2021,0,12716,Charley Hoffman,1.594,2840,1782
2021,0,47993,Denny McCarthy,1.594,2697,1692
2021,0,48081,Xander Schauffele,1.594,2181,1368
2021,0,35310,Lanto Griffin,1.595,2584,1620
2021,0,37455,Si Woo Kim,1.595,2699,1692
2021,0,35449,Adam Long,1.595,2412,1512
2021,0,24781,Hunter Mahan,1.595,1636,1026
2021,0,51894,Vince Whaley,1.595,2297,1440
2021,0,25493,Nick Taylor,1.596,2586,1620
2021,0,34076,Joel Dahmen,1.597,2357,1476
2021,0,27141,J.B. Holmes,1.597,1380,864
2021,0,36801,Mark Hubbard,1.597,2760,1728
2021,0,39971,Sungjae Im,1.597,3507,2196
2021,0,30926,Chris Kirk,1.597,2472,1548
2021,0,32839,Hideki Matsuyama,1.597,2673,1674
2021,0,33667,Carlos Ortiz,1.597,2645,1656
2021,0,49771,J.T. Poston,1.597,2414,1512
2021,0,40006,Erik van Rooyen,1.597,2099,1314
2021,0,35450,Patrick Cantlay,1.598,2243,1404
2021,0,40098,Matt Fitzpatrick,1.598,1898,1188
2021,0,26300,Matt Jones,1.598,2934,1836
2021,0,29479,Scott Brown,1.599,2303,1440
2021,0,34314,Sebastian Cappelen,1.599,1554,972
2021,0,26758,David Hearn,1.599,1842,1152
2021,0,36689,Brooks Koepka,1.599,1900,1188
2021,0,27556,Ted Potter Jr.,1.599,1957,1224
2021,0,34563,Chesson Hadley,1.6,2073,1296
2021,0,29478,Kevin Kisner,1.6,2247,1404
2021,0,24361,Pat Perez,1.6,2764,1728
2021,0,31560,Brian Stuard,1.6,2996,1872
2021,0,48119,Ben Taylor,1.6,1440,900
2021,0,39546,Keith Mitchell,1.601,2420,1512
2021,0,25818,Scott Piercy,1.601,2276,1422
2021,0,47128,Richy Werenski,1.601,2479,1548
2021,0,32102,Rickie Fowler,1.602,2249,1404
2021,0,48822,Sebastián Muñoz,1.602,2942,1836
2021,0,28679,Fabián Gómez,1.603,1558,972
2021,0,29420,Billy Horschel,1.603,2482,1548
2021,0,35461,Beau Hossler,1.603,2539,1584
2021,0,22405,Justin Rose,1.603,1558,972
2021,0,40026,Daniel Berger,1.604,2426,1512
2021,0,32640,Troy Merritt,1.604,2829,1764
2021,0,23621,Rory Sabbatini,1.604,2166,1350
2021,0,32254,Xinjun Zhang,1.604,1963,1224
2021,0,46435,Austin Cook,1.605,2080,1296
2021,0,23108,Matt Kuchar,1.605,1907,1188
2021,0,49960,Sepp Straka,1.606,2776,1728
2021,0,35658,Kris Ventura,1.606,2023,1260
2021,0,19803,Ryan Armour,1.607,2256,1404
2021,0,27554,Scott Harrington,1.607,2285,1422
2021,0,45486,Joaquin Niemann,1.607,2950,1836
2021,0,32150,Michael Thompson,1.607,2140,1332
2021,0,24502,Adam Scott,1.608,2084,1296
2021,0,24924,Bill Haas,1.609,1274,792
2021,0,27770,Camilo Villegas,1.609,2230,1386
2021,0,29535,Brice Garnett,1.61,2666,1656
2021,0,46550,Brandon Hagy,1.61,2144,1332
2021,0,24024,Zach Johnson,1.61,2435,1512
2021,0,34256,Andrew Putnam,1.61,2580,1602
2021,0,46970,Jon Rahm,1.61,2231,1386
2021,0,53165,Doc Redman,1.61,2203,1368
2021,0,48887,Matt Wallace,1.61,1536,954
2021,0,33948,Byeong Hun An,1.611,2436,1512
2021,0,52375,Doug Ghim,1.611,2494,1548
2021,0,33410,Andrew Landry,1.611,1914,1188
2021,0,50525,Collin Morikawa,1.611,2262,1404
2021,0,31323,Gary Woodland,1.611,2030,1260
2021,0,30944,Jason Kokrak,1.612,2554,1584
2021,0,24357,K.J. Choi,1.613,1510,936
2021,0,32816,Satoshi Kodaira,1.613,2207,1368
2021,0,27330,Josh Teater,1.613,1394,864
2021,0,32448,James Hahn,1.614,2034,1260
2021,0,29518,Brendan Steele,1.615,2210,1368
2021,0,49766,Hank Lebioda,1.616,2094,1296
2021,0,26851,Marc Leishman,1.616,2211,1368
2021,0,56278,Matthew Wolff,1.616,1600,990
2021,0,33120,Mark Anderson,1.617,1630,1008
2021,0,25900,Lucas Glover,1.617,2794,1728
2021,0,47347,Adam Schenk,1.617,2969,1836
2021,0,28775,Nate Lashley,1.618,2214,1368
2021,0,39953,Chase Seiffert,1.618,2272,1404
2021,0,27214,Kevin Streelman,1.618,2796,1728
2021,0,32070,Rafael Campos,1.619,1748,1080
2021,0,35230,Nelson Ledesma,1.619,1399,864
2021,0,26499,Rafa Cabrera Bello,1.62,2158,1332
2021,0,34098,Russell Henley,1.62,2449,1512
2021,0,33413,Ben Martin,1.62,1458,900
2021,0,28089,Jason Day,1.621,1896,1170
2021,0,20396,Lee Westwood,1.621,1809,1116
2021,0,29908,C.T. Pan,1.622,2335,1440
2021,0,20229,Stewart Cink,1.623,2630,1620
2021,0,37275,Sam Ryder,1.623,2513,1548
2021,0,26331,Charl Schwartzel,1.623,2513,1548
2021,0,29970,Dylan Frittelli,1.624,2105,1296
2021,0,34174,John Huh,1.624,1695,1044
2021,0,1810,Phil Mickelson,1.624,2163,1332
2021,0,25364,Paul Casey,1.625,2106,1296
2021,0,21961,Charles Howell III,1.625,2048,1260
2021,0,32333,Kevin Tway,1.625,1814,1116
2021,0,37189,Harold Varner III,1.625,2632,1620
2021,0,39997,Corey Conners,1.626,3044,1872
2021,0,25686,Jason Dufner,1.626,2517,1548
2021,0,30911,Tommy Fleetwood,1.626,1756,1080
2021,0,33486,Roger Sloan,1.626,2400,1476
2021,0,30692,Scott Stallings,1.626,2224,1368
2021,0,23623,Bo Van Pelt,1.627,2109,1296
2021,0,31646,Emiliano Grillo,1.629,2815,1728
2021,0,39975,Michael Kim,1.629,2023,1242
2021,0,33204,Shane Lowry,1.63,2230,1368
2021,0,40042,Tyler McCumber,1.63,1995,1224
2021,0,45609,Tyler Duncan,1.631,2643,1620
2021,0,32662,Michael Gligic,1.631,2348,1440
2021,0,36699,Patrick Rodgers,1.631,2995,1836
2021,0,27064,Jhonattan Vegas,1.631,2584,1584
2021,0,21209,Sergio Garcia,1.632,2174,1332
2021,0,27974,Sung Kang,1.632,2526,1548
2021,0,35104,Tom Lewis,1.634,2353,1440
2021,0,49298,Kramer Hickok,1.635,2031,1242
2021,0,33490,Bo Hoag,1.636,2562,1566
2021,0,24140,Sean O'Hair,1.636,1502,918
2021,0,29926,Danny Lee,1.637,1739,1062
2021,0,47483,Will Zalatoris,1.637,2563,1566
2021,0,23983,Luke Donald,1.638,1651,1008
2021,0,26476,Chez Reavie,1.638,2476,1512
2021,0,27129,Luke List,1.64,2628,1602
2021,0,34264,Hudson Swafford,1.641,2422,1476
2021,0,33141,Keegan Bradley,1.642,2542,1548
2021,0,23788,D.J. Trahan,1.642,1951,1188
2021,0,29268,Bronson Burgoon,1.643,2129,1296
2021,0,33404,Chris Baker,1.644,1598,972
2021,0,56762,Will Gordon,1.645,2606,1584
2021,0,33122,Russell Knox,1.646,2725,1656
2021,0,39324,J.J. Spaun,1.646,2133,1296
2021,0,52372,Cameron Champ,1.647,2223,1350
2021,0,49964,Aaron Wise,1.647,2372,1440
2021,0,28420,Ryan Brehm,1.649,1722,1044
2021,0,22056,Cameron Percy,1.649,2286,1386
2021,0,34213,Grayson Murray,1.651,1456,882
2021,0,30110,Kyle Stanley,1.651,2675,1620
2021,0,27095,Nick Watney,1.652,1606,972
2021,0,34255,Joseph Bramlett,1.655,2324,1404
2021,0,31557,Jim Herman,1.655,1966,1188
2021,0,30163,Henrik Norlander,1.657,2506,1512
2021,0,25804,Bubba Watson,1.659,2061,1242
2021,0,27936,Martin Laird,1.664,2396,1440
2021,0,36871,Matthew NeSmith,1.664,2635,1584
2021,0,48045,Michael Gellerman,1.687,1427,846
2020,1,24138,Ian Poulter,1.549,1338,864
2020,-1,34360,Patrick Reed,1.55,2064,1332
2020,1,27644,Brian Harman,1.558,2187,1404
2020,2,30927,Brendon Todd,1.559,2414,1548
2020,2,25396,Kevin Na,1.56,1994,1278
2020,1,34466,Peter Malnati,1.561,1602,1026
2020,3,23325,Vaughn Taylor,1.562,1715,1098
2020,3,40026,Daniel Berger,1.563,1801,1152
2020,7,35506,Mackenzie Hughes,1.566,1973,1260
2020,2,49771,J.T. Poston,1.567,2200,1404
2020,2,34046,Jordan Spieth,1.567,1749,1116
2020,-5,47959,Bryson DeChambeau,1.57,1752,1116
2020,2,29221,Webb Simpson,1.571,1470,936
2020,3,40009,Dominic Bozzelli,1.573,1019,648
2020,3,27349,Alex Noren,1.573,1586,1008
2020,4,46442,Maverick McNealy,1.574,2153,1368
2020,5,29478,Kevin Kisner,1.575,2069,1314
2020,-1,39971,Sungjae Im,1.576,2666,1692
2020,3,1810,Phil Mickelson,1.576,1447,918
2020,2,34076,Joel Dahmen,1.577,2242,1422
2020,2,40098,Matt Fitzpatrick,1.577,1533,972
2020,3,22371,Aaron Baddeley,1.578,1335,846
2020,3,31560,Brian Stuard,1.578,2301,1458
2020,4,29268,Bronson Burgoon,1.579,1506,954
2020,4,23108,Matt Kuchar,1.579,1592,1008
2020,4,51766,Wyndham Clark,1.581,1736,1098
2020,4,28089,Jason Day,1.581,1508,954
2020,8,46970,Jon Rahm,1.581,1651,1044
2020,1,35891,Cameron Smith,1.582,1823,1152
2020,4,27963,Chris Stroud,1.582,1310,828
2020,3,27649,Brandt Snedeker,1.583,1510,954
2020,4,34363,Tyrrell Hatton,1.585,1198,756
2020,4,32102,Rickie Fowler,1.586,1256,792
2020,4,19846,Brian Gay,1.586,1798,1134
2020,11,30925,Dustin Johnson,1.586,1399,882
2020,4,47128,Richy Werenski,1.586,1599,1008
2020,5,29725,Tony Finau,1.587,2057,1296
2020,3,32757,Patton Kizzire,1.587,1571,990
2020,5,28237,Rory McIlroy,1.587,1714,1080
2020,7,48822,Sebastián Muñoz,1.587,2400,1512
2020,13,23320,Ryan Palmer,1.587,1943,1224
2020,12,35310,Lanto Griffin,1.588,2629,1656
2020,1,40058,Zac Blair,1.589,1888,1188
2020,1,35450,Patrick Cantlay,1.589,1316,828
2020,1,47993,Denny McCarthy,1.589,2203,1386
2020,4,33597,Harry Higgs,1.59,2376,1494
2020,6,33448,Justin Thomas,1.59,1889,1188
2020,4,22405,Justin Rose,1.591,1088,684
2020,-5,45526,Abraham Ancer,1.592,2120,1332
2020,5,39977,Max Homa,1.592,2006,1260
2020,5,36801,Mark Hubbard,1.592,2465,1548
2020,5,35230,Nelson Ledesma,1.592,1146,720
2020,5,33948,Byeong Hun An,1.594,2152,1350
2020,27,34099,Harris English,1.594,2181,1368
2020,9,29420,Billy Horschel,1.594,2267,1422
2020,3,34021,Bud Cauley,1.595,1751,1098
2020,3,46046,Scottie Scheffler,1.595,2354,1476
2020,4,26499,Rafa Cabrera Bello,1.596,1523,954
2020,4,33667,Carlos Ortiz,1.596,2069,1296
2020,4,48887,Matt Wallace,1.596,1264,792
2020,5,35461,Beau Hossler,1.597,1926,1206
2020,5,28252,Seamus Power,1.597,920,576
2020,27,48081,Xander Schauffele,1.597,2012,1260
2020,4,32366,Kevin Chappell,1.598,1179,738
2020,4,29970,Dylan Frittelli,1.598,2359,1476
2020,4,37455,Si Woo Kim,1.598,2129,1332
2020,4,33410,Andrew Landry,1.598,1812,1134
2020,4,29926,Danny Lee,1.598,1985,1242
2020,4,32839,Hideki Matsuyama,1.598,2129,1332
2020,4,23621,Rory Sabbatini,1.598,1898,1188
2020,4,32254,Xinjun Zhang,1.598,2215,1386
2020,4,35532,Tom Hoge,1.599,2130,1332
2020,4,37275,Sam Ryder,1.599,2015,1260
2020,4,35617,Martin Trainer,1.599,1324,828
2020,4,32139,Danny Willett,1.599,1151,720
2020,-17,46717,Viktor Hovland,1.6,2131,1332
2020,4,24024,Zach Johnson,1.6,1757,1098
2020,4,32791,K.H. Lee,1.6,2074,1296
2020,4,34256,Andrew Putnam,1.6,1325,828
2020,4,26596,Ryan Moore,1.601,1268,792
2020,4,24502,Adam Scott,1.601,1095,684
2020,4,35449,Adam Long,1.602,2538,1584
2020,4,26329,Louis Oosthuizen,1.603,1385,864
2020,4,46402,Talor Gooch,1.604,2396,1494
2020,4,27942,Rob Oppenheim,1.604,1761,1098
2020,4,32150,Michael Thompson,1.604,1790,1116
2020,5,47504,Sam Burns,1.606,1677,1044
2020,5,32618,Rhein Gibson,1.606,1445,900
2020,5,33399,Adam Hadwin,1.606,1879,1170
2020,5,33413,Ben Martin,1.606,1041,648
2020,5,32640,Troy Merritt,1.606,1966,1224
2020,5,28679,Fabián Gómez,1.607,1591,990
2020,5,12716,Charley Hoffman,1.607,1707,1062
2020,5,36699,Patrick Rodgers,1.607,2632,1638
2020,5,33486,Roger Sloan,1.607,1475,918
2020,18,26851,Marc Leishman,1.608,1766,1098
2020,5,31323,Gary Woodland,1.608,1795,1116
2020,4,34314,Sebastian Cappelen,1.609,1535,954
2020,4,28775,Nate Lashley,1.609,1506,936
2020,4,26476,Chez Reavie,1.609,2230,1386
2020,4,25349,Tim Wilkinson,1.609,1332,828
2020,4,39546,Keith Mitchell,1.61,1855,1152
2020,8,50525,Collin Morikawa,1.61,2319,1440
2020,4,47347,Adam Schenk,1.61,2144,1332
2020,3,26758,David Hearn,1.612,1480,918
2020,3,33419,Cameron Tringale,1.612,1828,1134
2020,3,30692,Scott Stallings,1.613,1945,1206
2020,3,51894,Vince Whaley,1.613,1103,684
2020,4,25818,Scott Piercy,1.614,1917,1188
2020,4,29535,Brice Garnett,1.615,1686,1044
2020,4,25572,Graeme McDowell,1.615,1395,864
2020,4,25493,Nick Taylor,1.615,1715,1062
2020,5,46550,Brandon Hagy,1.616,1338,828
2020,5,45609,Tyler Duncan,1.617,2416,1494
2020,5,30911,Tommy Fleetwood,1.617,1164,720
2020,5,45157,Cam Davis,1.618,1689,1044
2020,5,26300,Matt Jones,1.618,2214,1368
2020,5,29518,Brendan Steele,1.618,1864,1152
2020,5,31420,Anirban Lahiri,1.619,1020,630
2020,5,25804,Bubba Watson,1.619,1923,1188
2020,5,56278,Matthew Wolff,1.619,2157,1332
2020,5,34213,Grayson Murray,1.62,1050,648
2020,5,29484,Peter Uihlein,1.62,1254,774
2020,5,29479,Scott Brown,1.621,1867,1152
2020,5,36689,Brooks Koepka,1.621,1167,720
2020,5,39324,J.J. Spaun,1.621,1692,1044
2020,5,49960,Sepp Straka,1.621,2042,1260
2020,5,35658,Kris Ventura,1.624,1286,792
2020,5,27214,Kevin Streelman,1.625,2135,1314
2020,5,19803,Ryan Armour,1.626,1698,1044
2020,5,20229,Stewart Cink,1.626,1493,918
2020,5,27974,Sung Kang,1.626,2137,1314
2020,5,39953,Chase Seiffert,1.626,1580,972
2020,5,46435,Austin Cook,1.627,1757,1080
2020,5,34563,Chesson Hadley,1.627,1699,1044
2020,5,25632,Jimmy Walker,1.627,1347,828
2020,5,27554,Scott Harrington,1.628,1993,1224
2020,5,37189,Harold Varner III,1.628,2168,1332
2020,5,33120,Mark Anderson,1.629,1378,846
2020,5,36871,Matthew NeSmith,1.629,1994,1224
2020,5,52372,Cameron Champ,1.63,2054,1260
2020,5,21209,Sergio Garcia,1.63,1291,792
2020,5,21961,Charles Howell III,1.63,2024,1242
2020,5,27095,Nick Watney,1.63,1291,792
2020,5,34098,Russell Henley,1.631,1849,1134
2020,5,35732,Wes Roach,1.631,1174,720
2020,5,32333,Kevin Tway,1.631,1409,864
2020,5,49298,Kramer Hickok,1.633,1440,882
2020,5,53165,Doc Redman,1.633,2410,1476
2020,5,33141,Keegan Bradley,1.634,2000,1224
2020,5,29974,Branden Grace,1.634,1206,738
2020,5,48045,Michael Gellerman,1.635,1236,756
2020,16,45486,Joaquin Niemann,1.635,2237,1368
2020,4,30163,Henrik Norlander,1.636,2179,1332
2020,4,46441,Robby Shelton,1.636,2091,1278
2020,4,33449,Zack Sucher,1.636,1060,648
2020,4,25900,Lucas Glover,1.637,1974,1206
2020,4,24361,Pat Perez,1.637,1621,990
2020,4,21407,Arjun Atwal,1.638,914,558
2020,4,32662,Michael Gligic,1.638,1415,864
2020,4,33122,Russell Knox,1.638,1858,1134
2020,4,22056,Cameron Percy,1.638,1327,810
2020,4,23788,D.J. Trahan,1.638,1386,846
2020,5,40042,Tyler McCumber,1.64,1565,954
2020,5,30944,Jason Kokrak,1.642,1833,1116
2020,5,34431,Robert Streb,1.644,1480,900
2020,5,25364,Paul Casey,1.645,1658,1008
2020,5,25686,Jason Dufner,1.645,1836,1116
2020,5,32448,James Hahn,1.645,1066,648
2020,6,27556,Ted Potter Jr.,1.646,1304,792
2020,6,49766,Hank Lebioda,1.647,1631,990
2020,6,56762,Will Gordon,1.649,950,576
2020,6,27064,Jhonattan Vegas,1.649,1484,900
2020,6,27330,Josh Teater,1.65,1218,738
2020,6,28307,Matt Every,1.651,1337,810
2020,6,33490,Bo Hoag,1.652,1992,1206
2020,7,33204,Shane Lowry,1.653,1309,792
2020,7,48119,Ben Taylor,1.653,1250,756
2020,7,27129,Luke List,1.654,2054,1242
2020,7,30110,Kyle Stanley,1.654,1578,954
2020,7,29908,C.T. Pan,1.657,1670,1008
2020,7,27936,Martin Laird,1.658,1164,702
2020,8,31557,Jim Herman,1.661,1794,1080
2020,8,24924,Bill Haas,1.664,1318,792
2020,8,34255,Joseph Bramlett,1.665,1588,954
2020,8,52375,Doug Ghim,1.667,1200,720
2020,8,39997,Corey Conners,1.668,2222,1332
2020,8,49964,Aaron Wise,1.669,1352,810
2020,8,33404,Chris Baker,1.671,1474,882
2020,8,28420,Ryan Brehm,1.673,1506,900
2020,8,31646,Emiliano Grillo,1.679,1965,1170
2020,8,10809,Jim Furyk,1.682,1181,702
2020,8,23623,Bo Van Pelt,1.682,1302,774
2019,0,34046,Jordan Spieth,1.539,2189,1422
2019,0,22371,Aaron Baddeley,1.544,1529,990
2019,0,22405,Justin Rose,1.552,1732,1116
2019,0,34466,Peter Malnati,1.556,2325,1494
2019,0,51766,Wyndham Clark,1.561,2388,1530
2019,0,29221,Webb Simpson,1.561,2191,1404
2019,0,37455,Si Woo Kim,1.564,2309,1476
2019,0,35450,Patrick Cantlay,1.569,2034,1296
2019,0,47993,Denny McCarthy,1.571,2290,1458
2019,0,23325,Vaughn Taylor,1.571,2573,1638
2019,0,34256,Andrew Putnam,1.572,2151,1368
2019,0,40009,Dominic Bozzelli,1.574,1898,1206
2019,0,27649,Brandt Snedeker,1.574,2805,1782
2019,0,30978,Kiradech Aphibarnrat,1.577,1760,1116
2019,0,24024,Zach Johnson,1.577,1817,1152
2019,0,28237,Rory McIlroy,1.577,1930,1224
2019,0,31560,Brian Stuard,1.578,2670,1692
2019,0,34261,Scott Langley,1.58,2104,1332
2019,0,34360,Patrick Reed,1.581,2505,1584
2019,0,46501,Ollie Schniederjans,1.581,2135,1350
2019,0,37380,Curtis Luck,1.582,1680,1062
2019,0,23621,Rory Sabbatini,1.582,2648,1674
2019,0,47504,Sam Burns,1.583,2222,1404
2019,0,35891,Cameron Smith,1.583,2108,1332
2019,0,47959,Bryson DeChambeau,1.584,2053,1296
2019,0,34021,Bud Cauley,1.585,2339,1476
2019,0,32102,Rickie Fowler,1.585,2168,1368
2019,0,35879,Kelly Kraft,1.585,2311,1458
2019,0,25572,Graeme McDowell,1.585,2025,1278
2019,0,39971,Sungjae Im,1.586,3369,2124
2019,0,24361,Pat Perez,1.586,1770,1116
2019,0,33486,Roger Sloan,1.586,2398,1512
2019,0,49771,J.T. Poston,1.587,2742,1728
2019,0,32058,José de Jesús Rodríguez,1.587,1857,1170
2019,0,26499,Rafa Cabrera Bello,1.588,1944,1224
2019,0,32757,Patton Kizzire,1.588,2115,1332
2019,0,24138,Ian Poulter,1.588,1658,1044
2019,0,32150,Michael Thompson,1.588,2029,1278
2019,0,35617,Martin Trainer,1.588,1744,1098
2019,0,26300,Matt Jones,1.59,2404,1512
2019,0,31420,Anirban Lahiri,1.591,1976,1242
2019,0,28775,Nate Lashley,1.591,1947,1224
2019,0,37275,Sam Ryder,1.591,2062,1296
2019,0,27958,Ryan Blaum,1.592,2350,1476
2019,0,19846,Brian Gay,1.592,2550,1602
2019,0,29478,Kevin Kisner,1.592,2465,1548
2019,0,33399,Adam Hadwin,1.593,2352,1476
2019,0,33448,Justin Thomas,1.593,2065,1296
2019,0,32640,Troy Merritt,1.594,1750,1098
2019,0,24925,Jonathan Byrd,1.595,1407,882
2019,0,34099,Harris English,1.595,2612,1638
2019,0,36799,Stephan Jaeger,1.595,2038,1278
2019,0,30925,Dustin Johnson,1.595,2010,1260
2019,0,25198,Francesco Molinari,1.595,1550,972
2019,0,29908,C.T. Pan,1.595,2354,1476
2019,0,48081,Xander Schauffele,1.595,2125,1332
2019,0,30191,Julián Etulain,1.596,1867,1170
2019,0,26851,Marc Leishman,1.596,2069,1296
2019,0,26476,Chez Reavie,1.596,2643,1656
2019,0,40026,Daniel Berger,1.597,1897,1188
2019,0,27895,Jonas Blixt,1.597,2185,1368
2019,0,27963,Chris Stroud,1.597,1782,1116
2019,0,46435,Austin Cook,1.598,1841,1152
2019,0,25818,Scott Piercy,1.598,2473,1548
2019,0,29223,Sam Saunders,1.598,2128,1332
2019,0,46970,Jon Rahm,1.599,1957,1224
2019,0,36699,Patrick Rodgers,1.599,1468,918
2019,0,45526,Abraham Ancer,1.6,2535,1584
2019,0,35506,Mackenzie Hughes,1.6,2189,1368
2019,0,26329,Louis Oosthuizen,1.6,1843,1152
2019,0,30786,Brady Schnell,1.6,1469,918
2019,0,47128,Richy Werenski,1.6,2391,1494
2019,0,29725,Tony Finau,1.601,2421,1512
2019,0,39954,Cody Gribble,1.601,1902,1188
2019,0,26596,Ryan Moore,1.601,2133,1332
2019,0,40098,Matt Fitzpatrick,1.602,1471,918
2019,0,27644,Brian Harman,1.602,2566,1602
2019,0,25493,Nick Taylor,1.602,2682,1674
2019,0,21731,Freddie Jacobson,1.603,1472,918
2019,0,29484,Peter Uihlein,1.603,2250,1404
2019,0,36689,Brooks Koepka,1.604,2136,1332
2019,0,25632,Jimmy Walker,1.604,2136,1332
2019,0,24924,Bill Haas,1.605,1994,1242
2019,0,33410,Andrew Landry,1.605,2138,1332
2019,0,32839,Hideki Matsuyama,1.605,2542,1584
2019,0,23320,Ryan Palmer,1.605,1907,1188
2019,0,19803,Ryan Armour,1.606,2660,1656
2019,0,35461,Beau Hossler,1.606,2399,1494
2019,0,29926,Danny Lee,1.606,2342,1458
2019,0,1810,Phil Mickelson,1.606,1735,1080
2019,0,25396,Kevin Na,1.606,1735,1080
2019,0,35732,Wes Roach,1.606,1821,1134
2019,0,33419,Cameron Tringale,1.606,1879,1170
2019,0,35376,Roberto Díaz,1.607,1880,1170
2019,0,25900,Lucas Glover,1.607,2603,1620
2019,0,37189,Harold Varner III,1.607,2372,1476
2019,0,28252,Seamus Power,1.608,2084,1296
2019,0,28089,Jason Day,1.609,1854,1152
2019,0,30911,Tommy Fleetwood,1.609,1854,1152
