YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
2022,25,0,25198,Francesco Molinari,"111' 7""","43061' 2""",386
2022,26,0,34363,Tyrrell Hatton,"111' 4""","44189' 2""",397
2022,27,0,47995,Davis Riley,"111' 0""","81569' 2""",735
2022,28,0,46970,Jon Rahm,"110' 11""","50909' 3""",459
2022,29,0,27064,Jhonattan Vegas,"110' 10""","57518' 1""",519
2022,30,0,47504,Sam Burns,"110' 7""","64233' 9""",581
2022,31,0,39058,Lucas Herbert,"110' 2""","33924' 1""",308
2022,32,0,46601,Trey Mullinax,"109' 2""","70616' 10""",647
2022,33,0,48084,Wesley Bryan,"108' 10""","34402' 5""",316
2022,34,0,32640,Troy Merritt,"108' 5""","79581' 5""",734
2022,34,0,22056,Cameron Percy,"108' 5""","33707' 10""",311
2022,36,0,54421,Garrick Higgo,"108' 4""","34988' 9""",323
2022,37,0,31323,Gary Woodland,"108' 3""","49597' 0""",458
2022,38,0,29289,S.Y. Noh,"108' 0""","52711' 0""",488
2022,38,0,49960,Sepp Straka,"108' 0""","69110' 11""",640
2022,40,0,22405,Justin Rose,"107' 11""","34428' 1""",319
2022,41,0,28089,Jason Day,"107' 10""","51636' 6""",479
2022,41,0,45540,Jared Wolfe,"107' 10""","44208' 11""",410
2022,43,0,36852,Jim Knous,"107' 9""","37077' 4""",344
2022,44,0,35449,Adam Long,"107' 6""","79743' 6""",742
2022,45,0,30692,Scott Stallings,"107' 4""","80525' 9""",750
2022,46,0,26851,Marc Leishman,"107' 3""","55772' 11""",520
2022,46,0,32839,Hideki Matsuyama,"107' 3""","51177' 0""",477
2022,46,0,36871,Matt NeSmith,"107' 3""","67454' 10""",629
2022,46,0,23320,Ryan Palmer,"107' 3""","52558' 10""",490
2022,50,0,35891,Cameron Smith,"107' 1""","44005' 3""",411
2022,50,0,49964,Aaron Wise,"107' 1""","72830' 2""",680
2022,52,0,47988,Nick Hardy,"106' 11""","42763' 9""",400
2022,53,0,29221,Webb Simpson,"106' 10""","39742' 8""",372
2022,54,0,49771,J.T. Poston,"106' 6""","79461' 3""",746
2022,55,0,24925,Jonathan Byrd,"105' 10""","43059' 0""",407
2022,56,0,33667,Carlos Ortiz,"105' 9""","56373' 1""",533
2022,57,0,20229,Stewart Cink,"105' 7""","51414' 0""",487
2022,58,0,50095,Austin Smotherman,"105' 5""","64077' 8""",608
2022,59,0,29926,Danny Lee,"105' 3""","36928' 9""",351
2022,59,0,47128,Richy Werenski,"105' 3""","48423' 7""",460
2022,61,0,29518,Brendan Steele,"105' 2""","63197' 11""",601
2022,62,0,47983,Chad Ramey,"105' 1""","55372' 5""",527
2022,63,0,34264,Hudson Swafford,"105' 0""","37057' 2""",353
2022,64,0,46046,Scottie Scheffler,"104' 11""","68200' 0""",650
2022,65,0,33448,Justin Thomas,"104' 9""","53196' 4""",508
2022,66,0,35506,Mackenzie Hughes,"104' 8""","63843' 4""",610
2022,66,0,23325,Vaughn Taylor,"104' 8""","40074' 5""",383
2022,68,0,31646,Emiliano Grillo,"104' 7""","65181' 1""",623
2022,68,0,50525,Collin Morikawa,"104' 7""","35668' 8""",341
2022,70,0,39971,Sungjae Im,"104' 6""","72007' 11""",689
2022,71,0,32757,Patton Kizzire,"104' 5""","75103' 6""",719
2022,72,0,29478,Kevin Kisner,"104' 1""","51201' 5""",492
2022,72,0,29908,C.T. Pan,"104' 1""","71297' 7""",685
2022,72,0,39324,J.J. Spaun,"104' 1""","72945' 9""",701
2022,75,0,54783,Dylan Wu,"104' 0""","48684' 4""",468
2022,76,0,35532,Tom Hoge,"103' 9""","72733' 9""",701
2022,76,0,48081,Xander Schauffele,"103' 9""","45233' 4""",436
2022,78,0,27895,Jonas Blixt,"103' 8""","41886' 7""",404
2022,78,0,30926,Chris Kirk,"103' 8""","63029' 11""",608
2022,80,0,29725,Tony Finau,"103' 7""","64848' 8""",626
2022,81,0,48887,Matt Wallace,"103' 5""","51194' 8""",495
2022,82,0,27129,Luke List,"103' 3""","65573' 4""",635
2022,83,0,12716,Charley Hoffman,"103' 1""","61654' 11""",598
2022,84,0,45609,Tyler Duncan,"102' 11""","64096' 1""",623
2022,85,0,32150,Michael Thompson,"102' 10""","75695' 5""",736
2022,86,0,31420,Anirban Lahiri,"102' 8""","64268' 3""",626
2022,87,0,55708,Hayden Buckley,"102' 5""","69842' 8""",682
2022,87,0,40162,Justin Lower,"102' 5""","52631' 11""",514
2022,89,0,46550,Brandon Hagy,"102' 0""","57750' 1""",566
2022,90,0,27974,Sung Kang,"101' 7""","57901' 9""",570
2022,91,0,54628,Lee Hodges,"101' 6""","82341' 10""",811
2022,92,0,35110,Brett Drewitt,"101' 2""","39164' 8""",387
2022,92,0,51950,Max McGreevy,"101' 2""","53734' 11""",531
2022,94,0,35617,Martin Trainer,"100' 11""","57722' 2""",572
2022,95,0,46717,Viktor Hovland,"100' 9""","48356' 1""",480
2022,96,0,27214,Kevin Streelman,"100' 8""","79953' 7""",794
2022,97,0,46442,Maverick McNealy,"100' 0""","67000' 7""",670
2022,98,0,33399,Adam Hadwin,"99' 8""","67860' 6""",681
2022,99,0,23108,Matt Kuchar,"99' 7""","58858' 10""",591
2022,100,0,33204,Shane Lowry,"99' 6""","37598' 6""",378
2022,101,0,48822,Sebastián Muñoz,"99' 4""","70113' 5""",706
2022,101,0,40006,Erik van Rooyen,"99' 4""","26513' 1""",267
2022,103,0,27349,Alex Noren,"98' 11""","42344' 4""",428
2022,104,0,32139,Danny Willett,"98' 8""","37505' 11""",380
2022,105,0,46402,Talor Gooch,"98' 7""","37661' 11""",382
2022,106,0,34046,Jordan Spieth,"98' 5""","54206' 7""",551
2022,106,0,37189,Harold Varner III,"98' 5""","48626' 7""",494
2022,108,0,25493,Nick Taylor,"98' 4""","64293' 4""",654
2022,109,0,52375,Doug Ghim,"98' 3""","63966' 1""",651
2022,110,0,49766,Hank Lebioda,"98' 1""","65248' 9""",665
2022,111,0,27644,Brian Harman,"98' 0""","74459' 11""",760
2022,111,0,36326,David Lipsky,"98' 0""","71437' 3""",729
2022,113,0,30978,Kiradech Aphibarnrat,"97' 11""","37786' 10""",386
2022,113,0,47856,Seth Reeves,"97' 11""","48062' 7""",491
2022,115,0,24361,Pat Perez,"97' 10""","46549' 8""",476
2022,116,0,37212,Paul Barjon,"97' 8""","52170' 2""",534
2022,117,0,34098,Russell Henley,"97' 1""","56605' 3""",583
2022,118,0,39977,Max Homa,"96' 11""","63888' 6""",659
2022,118,0,32791,K.H. Lee,"96' 11""","71121' 2""",734
2022,120,0,29535,Brice Garnett,"96' 10""","57912' 3""",598
2022,120,0,27936,Martin Laird,"96' 10""","58497' 3""",604
2022,122,0,39436,Joshua Creel,"96' 9""","40066' 1""",414
2022,122,0,26476,Chez Reavie,"96' 9""","77226' 10""",798
2022,124,0,24138,Ian Poulter,"96' 8""","31313' 5""",324
2022,125,0,29970,Dylan Frittelli,"96' 7""","65287' 1""",676
2022,126,0,29420,Billy Horschel,"96' 3""","45129' 5""",469
2022,126,0,24024,Zach Johnson,"96' 3""","53415' 11""",555
2022,128,0,39997,Corey Conners,"96' 2""","68211' 8""",709
2022,129,0,30927,Brendon Todd,"95' 9""","63960' 1""",668
2022,130,0,32662,Michael Gligic,"95' 8""","49825' 2""",521
2022,130,0,33419,Cameron Tringale,"95' 8""","58829' 3""",615
2022,132,0,25818,Scott Piercy,"95' 4""","62513' 0""",656
2022,133,0,40098,Matt Fitzpatrick,"95' 0""","41045' 1""",432
2022,134,0,23983,Luke Donald,"94' 9""","39318' 11""",415
2022,134,0,28775,Nate Lashley,"94' 9""","58341' 2""",616
2022,136,0,47347,Adam Schenk,"94' 8""","64539' 0""",682
2022,137,0,23621,Rory Sabbatini,"94' 6""","50831' 9""",538
2022,137,0,24502,Adam Scott,"94' 6""","53470' 11""",566
2022,139,0,32333,Kevin Tway,"94' 1""","55246' 1""",587
2022,140,0,34174,John Huh,"93' 9""","57747' 6""",616
2022,141,0,47993,Denny McCarthy,"93' 8""","62087' 3""",663
2022,141,0,45486,Joaquin Niemann,"93' 8""","48253' 4""",515
2022,143,0,34563,Chesson Hadley,"93' 5""","50427' 10""",540
2022,144,0,37275,Sam Ryder,"93' 0""","69399' 6""",746
2022,145,0,45522,Christiaan Bezuidenhout,"92' 11""","47661' 3""",513
2022,146,0,53165,Doc Redman,"92' 9""","54273' 11""",585
2022,147,0,51997,Andrew Novak,"92' 7""","47386' 5""",512
2022,148,0,34076,Joel Dahmen,"92' 4""","64063' 6""",694
2022,148,0,47529,Mito Pereira,"92' 4""","70241' 6""",761
2022,150,0,45526,Abraham Ancer,"92' 3""","40671' 6""",441
2022,150,0,35310,Lanto Griffin,"92' 3""","56743' 6""",615
2022,152,0,36801,Mark Hubbard,"92' 2""","49386' 2""",536
2022,153,0,37455,Si Woo Kim,"92' 1""","74888' 9""",813
2022,154,0,52372,Cameron Champ,"92' 0""","37251' 8""",405
2022,155,0,33597,Harry Higgs,"91' 11""","59643' 6""",649
2022,156,0,34466,Peter Malnati,"91' 10""","86489' 0""",942
2022,157,0,48699,Callum Tarren,"91' 9""","45139' 1""",492
2022,158,0,52374,Brandon Wu,"91' 7""","41489' 2""",453
2022,159,0,27139,David Skinns,"91' 6""","42175' 8""",461
2022,160,0,27649,Brandt Snedeker,"90' 6""","45685' 2""",505
2022,161,0,30163,Henrik Norlander,"90' 5""","46118' 8""",510
2022,162,0,40115,Adam Svensson,"90' 2""","71580' 2""",794
2022,163,0,46435,Austin Cook,"90' 0""","48490' 5""",539
2022,163,0,51894,Vince Whaley,"90' 0""","61007' 9""",678
2022,165,0,36699,Patrick Rodgers,"89' 9""","61136' 2""",681
2022,166,0,27095,Nick Watney,"89' 6""","47689' 3""",533
2022,167,0,33122,Russell Knox,"89' 5""","64632' 5""",723
2022,168,0,51634,Sahith Theegala,"88' 11""","83034' 8""",934
2022,169,0,25900,Lucas Glover,"88' 10""","60243' 0""",678
2022,170,0,25686,Jason Dufner,"88' 5""","34224' 6""",387
2022,171,0,28114,Dawie van der Walt,"88' 2""","43010' 4""",488
2022,172,0,26300,Matt Jones,"88' 0""","43217' 7""",491
2022,173,0,34610,Matthias Schwab,"87' 10""","44713' 1""",509
2022,174,0,34256,Andrew Putnam,"86' 11""","63772' 6""",734
2022,175,0,32816,Satoshi Kodaira,"86' 9""","31562' 4""",364
2022,176,0,31557,Jim Herman,"86' 7""","31257' 5""",361
2022,177,0,39953,Chase Seiffert,"86' 6""","30373' 3""",351
2022,178,0,34431,Robert Streb,"86' 4""","59400' 7""",688
2022,179,0,28252,Seamus Power,"86' 2""","39213' 8""",455
2022,180,0,49298,Kramer Hickok,"85' 11""","59960' 1""",698
2022,181,0,29974,Branden Grace,"85' 8""","31255' 2""",365
2022,182,0,49947,Taylor Moore,"85' 5""","69930' 3""",819
2022,183,0,31560,Brian Stuard,"84' 7""","57034' 10""",674
2022,184,0,24980,Scott Gutschewski,"84' 5""","29877' 0""",354
2022,185,0,34360,Patrick Reed,"84' 0""","38306' 11""",456
2022,186,0,21961,Charles Howell III,"82' 8""","37034' 6""",448
2022,187,0,19803,Ryan Armour,"82' 3""","28466' 11""",346
2022,188,0,46340,Alex Smalley,"81' 8""","55045' 5""",674
2022,189,0,33490,Bo Hoag,"80' 8""","26606' 8""",330
2022,189,0,46414,Aaron Rai,"80' 8""","52848' 7""",655
2022,189,0,27770,Camilo Villegas,"80' 8""","36376' 4""",451
2022,192,0,35879,Kelly Kraft,"80' 4""","45066' 8""",561
2022,193,0,36884,Ben Kohles,"71' 11""","30004' 6""",417
2021,1,0,1810,Phil Mickelson,"135' 2""","4597' 6""",182
2021,2,0,28237,Rory McIlroy,"134' 5""","8904' 4""",215
2021,3,0,33141,Keegan Bradley,"130' 8""","8276' 5""",293
2021,4,0,47959,Bryson DeChambeau,"126' 1""","803' 6""",165
2021,5,0,45157,Cam Davis,"125' 11""","5584' 4""",362
2021,6,0,32102,Rickie Fowler,"125' 10""","1327' 8""",249
2021,7,0,35461,Beau Hossler,"125' 7""","9818' 2""",317
2021,8,0,33948,Byeong Hun An,"124' 10""",6198',290
2021,8,0,32448,James Hahn,"124' 10""","2695' 6""",262
2021,10,0,30944,Jason Kokrak,"124' 7""","5390' 2""",284
2021,11,0,33486,Roger Sloan,"123' 5""",6288',618
2021,12,0,29926,Danny Lee,"121' 11""","4384' 9""",200
2021,13,0,21209,Sergio Garcia,"118' 9""","2764' 4""",276
2021,14,0,35617,Martin Trainer,"118' 3""","2465' 6""",190
2021,15,0,28089,Jason Day,"117' 9""","4020' 6""",204
2021,16,0,56278,Matthew Wolff,"117' 7""","7400' 8""",148
2021,17,0,51766,Wyndham Clark,"116' 3""","1044' 6""",95
2021,18,0,47504,Sam Burns,"116' 1""","4948' 9""",301
2021,19,0,36689,Brooks Koepka,"115' 4""","9950' 0""",173
2021,19,0,35449,Adam Long,"115' 4""","2629' 2""",283
2021,21,0,47483,Will Zalatoris,"115' 3""",7542',239
2021,22,0,30911,Tommy Fleetwood,"115' 1""","6455' 9""",143
2021,23,0,39546,Keith Mitchell,"114' 9""","9029' 2""",253
2021,24,0,30925,Dustin Johnson,"114' 8""","3396' 2""",204
2021,25,0,48887,Matt Wallace,"114' 5""","3844' 8""",121
2021,26,0,20229,Stewart Cink,"114' 4""","4866' 2""",305
2021,27,0,24924,Bill Haas,"114' 1""","7227' 4""",151
2021,28,0,29221,Webb Simpson,"113' 9""","1610' 6""",190
2021,29,0,27141,J.B. Holmes,"113' 2""","7432' 3""",419
2021,30,0,22405,Justin Rose,"112' 10""","6131' 6""",143
2021,31,0,27974,Sung Kang,"112' 9""","2461' 8""",288
2021,32,0,46435,Austin Cook,"112' 5""","594' 5""",361
2021,33,0,32640,Troy Merritt,"112' 0""",4270',306
2021,34,0,34255,Joseph Bramlett,"111' 3""","6137' 3""",235
2021,34,0,28420,Ryan Brehm,"111' 3""","6356' 6""",147
2021,36,0,31323,Gary Woodland,"110' 10""","7730' 5""",160
2021,37,0,39975,Michael Kim,"110' 0""","3102' 4""",210
2021,38,0,29268,Bronson Burgoon,"109' 8""","7533' 3""",251
2021,39,0,32139,Danny Willett,"109' 7""",1173',102
2021,40,0,34363,Tyrrell Hatton,"109' 2""","8127' 6""",166
2021,41,0,23320,Ryan Palmer,"108' 11""","3408' 6""",215
2021,42,0,32757,Patton Kizzire,"108' 9""","449' 5""",372
2021,42,0,46970,Jon Rahm,"108' 9""","2627' 4""",208
2021,44,0,34314,Sebastian Cappelen,"108' 5""",6909',156
2021,45,0,35230,Nelson Ledesma,"108' 1""",7178',159
2021,46,0,29970,Dylan Frittelli,"107' 11""","4808' 1""",508
2021,47,0,25632,Jimmy Walker,"107' 9""","5104' 3""",233
2021,48,0,46402,Talor Gooch,"107' 7""",4742',323
2021,49,0,33399,Adam Hadwin,"107' 5""","2122' 2""",299
2021,49,0,32839,Hideki Matsuyama,"107' 5""","9963' 3""",279
2021,51,0,34563,Chesson Hadley,"107' 0""","4292' 2""",227
2021,51,0,46550,Brandon Hagy,"107' 0""","4607' 9""",230
2021,53,0,37189,Harold Varner III,"106' 11""","6883' 6""",345
2021,54,0,49960,Sepp Straka,"106' 10""","2260' 3""",302
2021,55,0,56762,Will Gordon,"106' 9""","8294' 9""",265
2021,56,0,35658,Kris Ventura,"106' 5""","2235' 5""",209
2021,57,0,39971,Sungjae Im,"106' 4""",8706',458
2021,58,0,26758,David Hearn,"106' 3""","4232' 8""",228
2021,58,0,30692,Scott Stallings,"106' 3""",5505',240
2021,58,0,27064,Jhonattan Vegas,"106' 3""",9103',274
2021,61,0,29725,Tony Finau,"106' 2""","9827' 5""",281
2021,61,0,49771,J.T. Poston,"106' 2""","3537' 7""",316
2021,63,0,33204,Shane Lowry,"105' 11""",4669',233
2021,64,0,24361,Pat Perez,"105' 10""","1437' 6""",297
2021,65,0,35506,Mackenzie Hughes,"105' 5""","8253' 0""",268
2021,66,0,12716,Charley Hoffman,"105' 1""","9639' 4""",282
2021,67,0,47993,Denny McCarthy,"105' 0""","2959' 9""",314
2021,68,0,52372,Cameron Champ,"104' 11""","9521' 2""",186
2021,69,0,19846,Brian Gay,"104' 2""","9276' 6""",281
2021,70,0,46717,Viktor Hovland,"103' 11""","3563' 9""",323
2021,70,0,33448,Justin Thomas,"103' 11""",4515',236
2021,72,0,24140,Sean O'Hair,"103' 7""","2685' 1""",219
2021,73,0,32070,Rafael Campos,"103' 5""","7479' 3""",169
2021,74,0,33667,Carlos Ortiz,"103' 3""","4908' 4""",338
2021,75,0,29420,Billy Horschel,"103' 2""","4456' 4""",237
2021,76,0,24781,Hunter Mahan,"103' 0""","8947' 5""",184
2021,77,0,31420,Anirban Lahiri,"102' 11""","5310' 8""",246
2021,77,0,26851,Marc Leishman,"102' 11""","784' 3""",202
2021,79,0,31646,Emiliano Grillo,"102' 10""","121' 5""",293
2021,80,0,23623,Bo Van Pelt,"102' 9""","658' 1""",201
2021,81,0,24502,Adam Scott,"102' 7""","7026' 4""",166
2021,82,0,27649,Brandt Snedeker,"102' 5""","2062' 3""",313
2021,82,0,25493,Nick Taylor,"102' 5""","5117' 6""",343
2021,84,0,32662,Michael Gligic,"102' 4""","8039' 8""",274
2021,85,0,26329,Louis Oosthuizen,"102' 2""",1458',210
2021,86,0,29478,Kevin Kisner,"101' 11""",5179',247
2021,87,0,48081,Xander Schauffele,"101' 10""","9346' 6""",190
2021,87,0,32254,Xinjun Zhang,"101' 10""","9760' 4""",194
2021,89,0,39324,J.J. Spaun,"101' 9""","2482' 0""",221
2021,90,0,27936,Martin Laird,"101' 8""","5216' 3""",248
2021,90,0,47128,Richy Werenski,"101' 8""","7202' 8""",366
2021,92,0,25804,Bubba Watson,"101' 7""",7871',176
2021,93,0,27349,Alex Noren,"101' 6""","8532' 6""",281
2021,93,0,27330,Josh Teater,"101' 6""","6132' 4""",159
2021,95,0,32618,Rhein Gibson,"101' 5""","6223' 5""",160
2021,96,0,27129,Luke List,"101' 4""","1705' 4""",313
2021,97,0,33404,Chris Baker,"101' 1""","5670' 6""",155
2021,98,0,35450,Patrick Cantlay,"100' 11""","7947' 5""",277
2021,99,0,36871,Matt NeSmith,"100' 10""","6016' 7""",258
2021,99,0,35891,Cameron Smith,"100' 10""",5306',251
2021,99,0,30110,Kyle Stanley,"100' 10""",1568',313
2021,102,0,35532,Tom Hoge,"100' 9""","4952' 2""",347
2021,103,0,49964,Aaron Wise,"100' 8""",8594',284
2021,104,0,23983,Luke Donald,"100' 6""","8891' 8""",188
2021,104,0,27644,Brian Harman,"100' 6""","604' 11""",404
2021,106,0,36699,Patrick Rodgers,"100' 2""","1764' 6""",317
2021,107,0,34174,John Huh,"100' 1""","1422' 2""",214
2021,107,0,34264,Hudson Swafford,"100' 1""","5010' 8""",250
2021,109,0,23621,Rory Sabbatini,"99' 11""","7987' 7""",280
2021,110,0,27554,Scott Harrington,"99' 10""","4068' 2""",241
2021,110,0,30926,Chris Kirk,"99' 10""",3141',332
2021,110,0,46046,Scottie Scheffler,"99' 10""",2454',325
2021,110,0,27214,Kevin Streelman,"99' 10""","2544' 7""",326
2021,114,0,40042,Tyler McCumber,"99' 4""","964' 1""",211
2021,115,0,50525,Collin Morikawa,"99' 0""","1887' 2""",221
2021,116,0,48119,Ben Taylor,"98' 11""","3549' 5""",137
2021,117,0,29518,Brendan Steele,"98' 8""","5054' 3""",254
2021,118,0,33120,Mark Anderson,"98' 7""",5866',161
2021,118,0,33410,Andrew Landry,"98' 7""","5924' 6""",263
2021,118,0,46441,Robby Shelton,"98' 7""",8297',287
2021,121,0,32150,Michael Thompson,"98' 6""","7390' 3""",278
2021,122,0,34098,Russell Henley,"98' 4""","9699' 4""",302
2021,123,0,40006,Erik van Rooyen,"98' 3""","4949' 4""",254
2021,124,0,33597,Harry Higgs,"98' 1""","1083' 1""",317
2021,125,0,29479,Scott Brown,"97' 11""","5745' 8""",263
2021,126,0,24024,Zach Johnson,"97' 9""","9712' 2""",304
2021,127,0,32791,K.H. Lee,"97' 7""","8258' 7""",392
2021,127,0,32333,Kevin Tway,"97' 7""","9508' 7""",200
2021,129,0,52375,Doug Ghim,"97' 5""","8338' 8""",291
2021,130,0,25818,Scott Piercy,"97' 4""","3926' 7""",657
2021,131,0,39977,Max Homa,"97' 0""","4632' 7""",254
2021,131,0,34046,Jordan Spieth,"97' 0""","9300' 1""",302
2021,133,0,40098,Matt Fitzpatrick,"96' 11""","252' 0""",209
2021,134,0,25364,Paul Casey,"96' 10""","3047' 7""",238
2021,135,0,22056,Cameron Percy,"96' 8""","8622' 8""",296
2021,136,0,33419,Cameron Tringale,"96' 7""",7707',287
2021,137,0,23325,Vaughn Taylor,"96' 6""","5572' 2""",265
2021,138,0,34256,Andrew Putnam,"96' 3""","211' 10""",314
2021,139,0,29535,Brice Garnett,"96' 1""",7870',290
2021,139,0,34466,Peter Malnati,"96' 1""","7856' 9""",290
2021,141,0,26331,Charl Schwartzel,"95' 10""","7977' 9""",292
2021,142,0,45486,Joaquin Niemann,"95' 7""","497' 10""",319
2021,143,0,49766,Hank Lebioda,"95' 4""","2979' 8""",241
2021,144,0,34076,Joel Dahmen,"95' 1""","5766' 1""",271
2021,145,0,34099,Harris English,"94' 6""","3143' 7""",245
2021,145,0,32816,Satoshi Kodaira,"94' 6""","5510' 1""",270
2021,147,0,53165,Doc Redman,"94' 5""","7566' 2""",292
2021,148,0,28775,Nate Lashley,"94' 3""","3374' 4""",248
2021,148,0,48822,Sebastián Muñoz,"94' 3""","524' 9""",324
2021,150,0,29908,C.T. Pan,"93' 9""","7373' 5""",292
2021,151,0,46442,Maverick McNealy,"93' 6""",8713',307
2021,151,0,26476,Chez Reavie,"93' 6""","8988' 5""",310
2021,153,0,45609,Tyler Duncan,"93' 1""","8756' 3""",309
2021,153,0,37455,Si Woo Kim,"93' 1""","2105' 7""",345
2021,155,0,35104,Tom Lewis,"92' 8""","7702' 7""",299
2021,156,0,22371,Aaron Baddeley,"92' 6""","3139' 1""",142
2021,156,0,28679,Fabián Gómez,"92' 6""","3694' 7""",148
2021,158,0,25396,Kevin Na,"92' 4""",7432',297
2021,159,0,39997,Corey Conners,"91' 11""","2725' 2""",356
2021,159,0,49298,Kramer Hickok,"91' 11""","3893' 0""",260
2021,161,0,30163,Henrik Norlander,"91' 7""",8575',312
2021,162,0,23108,Matt Kuchar,"91' 6""","6474' 5""",180
2021,163,0,26499,Rafa Cabrera Bello,"91' 5""","114' 1""",220
2021,164,0,37275,Sam Ryder,"91' 1""",3042',253
2021,165,0,39953,Chase Seiffert,"91' 0""","2927' 1""",252
2021,166,0,24138,Ian Poulter,"90' 10""","524' 6""",226
2021,167,0,35310,Lanto Griffin,"90' 4""","2851' 2""",253
2021,168,0,30927,Brendon Todd,"90' 2""","2639' 8""",251
2021,169,0,34360,Patrick Reed,"89' 11""",1668',241
2021,170,0,33413,Ben Martin,"89' 3""",3654',153
2021,171,0,47347,Adam Schenk,"89' 0""","9822' 0""",335
2021,172,0,45526,Abraham Ancer,"88' 8""","9246' 6""",330
2021,173,0,26300,Matt Jones,"88' 7""",4204',386
2021,174,0,31560,Brian Stuard,"87' 11""",4468',392
2021,175,0,20396,Lee Westwood,"87' 9""",7280',197
2021,176,0,23788,D.J. Trahan,"87' 5""",7039',195
2021,177,0,24357,K.J. Choi,"87' 0""","5488' 6""",408
2021,178,0,36801,Mark Hubbard,"86' 5""","4145' 8""",395
2021,178,0,51894,Vince Whaley,"86' 5""","9877' 7""",230
2021,180,0,27770,Camilo Villegas,"86' 0""","1163' 1""",246
2021,181,0,27095,Nick Watney,"85' 11""","5116' 2""",176
2021,182,0,34431,Robert Streb,"84' 9""","5601' 5""",302
2021,183,0,25686,Jason Dufner,"84' 8""","9213' 6""",345
2021,184,0,33490,Bo Hoag,"84' 7""","6982' 9""",319
2021,185,0,27556,Ted Potter Jr.,"84' 4""","921' 8""",248
2021,186,0,48045,Michael Gellerman,"83' 11""","1410' 2""",136
2021,187,0,28252,Seamus Power,"83' 9""","6664' 9""",199
2021,188,0,40026,Daniel Berger,"83' 8""","1755' 6""",260
2021,189,0,34213,Grayson Murray,"82' 9""",1661',141
2021,190,0,19803,Ryan Armour,"82' 8""",5459',308
2021,191,0,25900,Lucas Glover,"82' 4""","4945' 6""",303
2021,192,0,27942,Rob Oppenheim,"80' 7""","1031' 6""",261
2021,193,0,31557,Jim Herman,"80' 2""","8603' 4""",232
2021,194,0,33122,Russell Knox,"79' 1""",8376',359
2021,195,0,29974,Branden Grace,"78' 1""","531' 7""",519
2021,196,0,21961,Charles Howell III,"77' 10""","5568' 6""",200
2020,1,0,47959,Bryson DeChambeau,"140' 4""","391' 6""",359
2020,2,0,33141,Keegan Bradley,"126' 10""","2955' 3""",181
2020,3,0,28237,Rory McIlroy,"126' 3""","6260' 0""",208
2020,4,0,32448,James Hahn,"125' 3""","1421' 1""",171
2020,5,0,30944,Jason Kokrak,"125' 0""","241' 7""",402
2020,6,0,29926,Danny Lee,"124' 7""",6665',214
2020,7,0,45157,Cam Davis,"123' 2""","8601' 2""",151
2020,8,0,46970,Jon Rahm,"123' 1""","6467' 4""",215
2020,9,0,1810,Phil Mickelson,"120' 7""","5676' 4""",130
2020,10,0,35449,Adam Long,"120' 5""","1189' 9""",259
2020,11,0,30911,Tommy Fleetwood,"119' 9""","4129' 5""",118
2020,12,0,24361,Pat Perez,"118' 5""","6126' 2""",305
2020,13,0,27974,Sung Kang,"118' 1""","3255' 7""",197
2020,14,0,56278,Matthew Wolff,"117' 6""","6564' 3""",226
2020,15,0,35230,Nelson Ledesma,"117' 3""","9850' 5""",84
2020,16,0,36689,Brooks Koepka,"117' 1""","5458' 9""",132
2020,17,0,32366,Kevin Chappell,"116' 8""","5751' 9""",135
2020,18,0,32102,Rickie Fowler,"116' 6""","8202' 6""",328
2020,19,0,51766,Wyndham Clark,"116' 1""",8798',162
2020,20,0,33486,Roger Sloan,"115' 8""",5850',310
2020,21,1,32139,Danny Willett,"115' 4""","3612' 0""",118
