YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
2020,41,5,29221,Webb Simpson,"110' 1""","3049' 4""",391
2020,42,-1,27214,Kevin Streelman,"109' 5""","1189' 5""",468
2020,43,-1,35617,Martin Trainer,"109' 4""","3227' 5""",121
2020,44,-1,28420,Ryan Brehm,"109' 3""","9229' 5""",176
2020,45,-1,23623,Bo Van Pelt,"109' 2""",8924',265
2020,46,1,25493,Nick Taylor,"108' 5""","8608' 6""",356
2020,47,2,28089,Jason Day,"108' 3""","5474' 9""",143
2020,48,-4,29420,Billy Horschel,"108' 1""","5839' 8""",239
2020,49,1,39977,Max Homa,"108' 0""","2782' 6""",211
2020,50,3,34363,Tyrrell Hatton,"107' 11""","6297' 3""",151
2020,51,-4,46046,Scottie Scheffler,"107' 10""","8894' 5""",268
2020,52,-1,29970,Dylan Frittelli,"107' 9""","5544' 6""",237
2020,53,-1,46435,Austin Cook,"107' 7""","767' 9""",379
2020,54,-1,40009,Dominic Bozzelli,"107' 6""","5805' 6""",147
2020,55,1,49771,J.T. Poston,"107' 3""","742' 1""",473
2020,55,1,35732,Wes Roach,"107' 3""","4477' 5""",135
2020,55,1,29518,Brendan Steele,"107' 3""",6239',338
2020,58,1,39546,Keith Mitchell,"107' 1""","7242' 1""",161
2020,59,1,33449,Zack Sucher,"106' 10""",8902',177
2020,60,1,27554,Scott Harrington,"106' 5""","8087' 6""",170
2020,61,3,29725,Tony Finau,"106' 2""","3149' 6""",218
2020,61,2,23320,Ryan Palmer,"106' 2""","3360' 5""",220
2020,63,-1,23325,Vaughn Taylor,"106' 0""","1477' 9""",297
2020,64,0,39997,Corey Conners,"105' 10""",1703',205
2020,65,1,32839,Hideki Matsuyama,"105' 9""","5901' 7""",245
2020,65,1,37189,Harold Varner III,"105' 9""","7257' 2""",447
2020,67,1,35658,Kris Ventura,"105' 6""","4555' 3""",138
2020,68,1,29268,Bronson Burgoon,"105' 5""","8470' 2""",270
2020,68,1,31323,Gary Woodland,"105' 5""","6128' 7""",153
2020,70,2,35450,Patrick Cantlay,"104' 9""","6979' 5""",353
2020,70,2,21209,Sergio Garcia,"104' 9""","1630' 7""",111
2020,72,2,34255,Joseph Bramlett,"104' 8""","568' 3""",101
2020,73,2,34563,Chesson Hadley,"104' 6""","4624' 6""",140
2020,74,2,49960,Sepp Straka,"104' 5""","1713' 2""",208
2020,75,2,34021,Bud Cauley,"104' 3""","5862' 6""",440
2020,76,2,32618,Rhein Gibson,"104' 2""","1357' 6""",109
2020,77,2,52375,Doug Ghim,"103' 4""","9608' 7""",93
2020,77,2,33597,Harry Higgs,"103' 4""","7796' 9""",269
2020,79,2,34046,Jordan Spieth,"103' 3""","2644' 4""",413
2020,80,2,48119,Ben Taylor,"103' 2""","9491' 0""",92
2020,81,3,28307,Matt Every,"102' 11""","4203' 2""",138
2020,82,3,27129,Luke List,"102' 5""","75' 1""",196
2020,83,0,33448,Justin Thomas,"102' 3""",7689',173
2020,84,2,32150,Michael Thompson,"102' 0""","3457' 4""",230
2020,85,2,47993,Denny McCarthy,"101' 11""","4136' 0""",433
2020,86,2,24024,Zach Johnson,"101' 10""","7155' 4""",365
2020,86,2,53165,Doc Redman,"101' 10""","5857' 8""",254
2020,88,2,34466,Peter Malnati,"101' 9""",9467',388
2020,88,2,37275,Sam Ryder,"101' 9""","650' 0""",203
2020,88,2,25804,Bubba Watson,"101' 9""","455' 2""",496
2020,91,2,27936,Martin Laird,"101' 8""","369' 10""",102
2020,92,2,26329,Louis Oosthuizen,"101' 4""","7086' 9""",366
2020,92,2,27064,Jhonattan Vegas,"101' 4""","1789' 9""",215
2020,94,2,34314,Sebastian Cappelen,"101' 1""","3340' 6""",132
2020,94,2,47128,Richy Werenski,"101' 1""","8599' 8""",184
2020,96,2,33120,Mark Anderson,"100' 10""","889' 4""",108
2020,97,2,47504,Sam Burns,"100' 9""",2116',418
2020,98,2,25364,Paul Casey,"100' 6""","6075' 0""",160
2020,99,2,36699,Patrick Rodgers,"100' 3""",6566',265
2020,99,2,24502,Adam Scott,"100' 3""","1933' 7""",119
2020,101,2,33404,Chris Baker,"100' 1""",2808',128
2020,101,2,36871,Matt NeSmith,"100' 1""","7008' 6""",170
2020,103,3,35891,Cameron Smith,"99' 11""","1680' 1""",417
2020,104,3,12716,Charley Hoffman,"99' 10""","243' 11""",403
2020,105,-2,39971,Sungjae Im,"99' 9""","5310' 2""",655
2020,105,3,27963,Chris Stroud,"99' 9""","814' 6""",309
2020,107,2,56762,Will Gordon,"99' 8""","7178' 7""",72
2020,107,2,46550,Brandon Hagy,"99' 8""",2856',129
2020,109,2,27649,Brandt Snedeker,"99' 6""",1105',413
2020,110,2,29535,Brice Garnett,"99' 3""","5776' 1""",159
2020,111,2,19846,Brian Gay,"99' 1""","1012' 5""",212
2020,112,2,32662,Michael Gligic,"99' 0""","3764' 5""",139
2020,113,3,35532,Tom Hoge,"98' 9""","2907' 5""",232
2020,114,3,33204,Shane Lowry,"98' 5""","9807' 9""",303
2020,115,0,52372,Cameron Champ,"98' 4""","450' 4""",208
2020,116,2,31646,Emiliano Grillo,"98' 3""","6402' 7""",167
2020,116,2,33667,Carlos Ortiz,"98' 3""","3704' 8""",445
2020,118,2,27644,Brian Harman,"98' 2""","8887' 9""",600
2020,119,3,26758,David Hearn,"97' 10""",3300',136
2020,120,6,23621,Rory Sabbatini,"97' 3""","4816' 2""",461
2020,121,6,33410,Andrew Landry,"97' 2""","4616' 7""",459
2020,122,7,34099,Harris English,"97' 0""","5124' 7""",259
2020,122,2,48822,Sebastián Muñoz,"97' 0""",6582',377
2020,122,6,46441,Robby Shelton,"97' 0""","1246' 7""",219
2020,125,5,25396,Kevin Na,"96' 10""","5552' 4""",367
2020,126,5,48081,Xander Schauffele,"96' 8""","2420' 7""",232
2020,127,5,29479,Scott Brown,"96' 5""","7357' 9""",180
2020,127,5,23108,Matt Kuchar,"96' 5""","92' 11""",416
2020,127,5,22056,Cameron Percy,"96' 5""","736' 5""",215
2020,130,5,25818,Scott Piercy,"96' 4""",8242',397
2020,131,5,49766,Hank Lebioda,"96' 3""",3665',142
2020,132,5,49298,Kramer Hickok,"96' 2""","284' 11""",211
2020,132,5,28775,Nate Lashley,"96' 2""",8842',300
2020,134,5,40058,Zac Blair,"95' 9""",9268',410
2020,135,5,20229,Stewart Cink,"95' 8""","7406' 2""",182
2020,136,5,34076,Joel Dahmen,"95' 7""","2166' 3""",546
2020,137,5,51894,Vince Whaley,"95' 6""","4324' 7""",150
2020,138,5,27095,Nick Watney,"95' 5""","2495' 0""",131
2020,139,5,45609,Tyler Duncan,"94' 10""","8642' 4""",513
2020,139,5,46402,Talor Gooch,"94' 10""","672' 9""",218
2020,141,5,31420,Anirban Lahiri,"94' 8""","6814' 6""",72
2020,141,5,26476,Chez Reavie,"94' 8""",3533',460
2020,143,6,25349,Tim Wilkinson,"94' 6""","2779' 0""",241
2020,143,6,32254,Xinjun Zhang,"94' 6""","971' 8""",222
2020,145,1,29478,Kevin Kisner,"94' 5""","979' 1""",434
2020,146,6,21407,Arjun Atwal,"93' 9""",7969',85
2020,146,6,34098,Russell Henley,"93' 9""","814' 7""",222
2020,148,6,28679,Fabián Gómez,"93' 6""","2718' 9""",136
2020,148,6,32791,K.H. Lee,"93' 6""","5' 5""",214
2020,150,7,26851,Marc Leishman,"93' 3""","3703' 6""",147
2020,151,5,27556,Ted Potter Jr.,"93' 1""","2844' 1""",138
2020,152,6,23788,D.J. Trahan,"92' 9""","9556' 0""",103
2020,153,6,34431,Robert Streb,"92' 5""",7737',192
2020,154,6,26300,Matt Jones,"92' 3""","7983' 4""",520
2020,155,6,40098,Matt Fitzpatrick,"92' 1""","8399' 4""",417
2020,156,6,45526,Abraham Ancer,"91' 10""","3448' 7""",473
2020,157,5,39953,Chase Seiffert,"91' 9""","1471' 0""",234
2020,157,5,32333,Kevin Tway,"91' 9""","9356' 9""",211
2020,159,7,30927,Brendon Todd,"91' 6""","4369' 9""",485
2020,160,5,29908,C.T. Pan,"91' 5""","6662' 4""",401
2020,161,6,47347,Adam Schenk,"91' 1""","7305' 4""",190
2020,162,6,34213,Grayson Murray,"90' 11""",8722',206
2020,163,6,30163,Henrik Norlander,"90' 9""","5876' 8""",175
2020,164,6,26499,Rafa Cabrera Bello,"90' 8""","1810' 7""",351
2020,165,6,31560,Brian Stuard,"90' 4""","4985' 9""",498
2020,166,6,37455,Si Woo Kim,"90' 0""","1605' 4""",240
2020,167,6,30692,Scott Stallings,"89' 11""",3851',154
2020,168,6,33122,Russell Knox,"89' 3""","6325' 8""",183
2020,169,6,33413,Ben Martin,"88' 7""","453' 10""",118
2020,170,7,48045,Michael Gellerman,"88' 3""",8294',94
2020,171,11,35310,Lanto Griffin,"88' 2""","8400' 4""",322
2020,172,4,40026,Daniel Berger,"88' 1""","9200' 8""",445
2020,173,5,22371,Aaron Baddeley,"88' 0""",4430',164
2020,174,5,25686,Jason Dufner,"87' 10""","918' 0""",466
2020,174,5,21961,Charles Howell III,"87' 10""","1612' 2""",360
2020,176,5,29484,Peter Uihlein,"87' 7""","4540' 6""",166
2020,177,6,33490,Bo Hoag,"86' 9""","4366' 5""",281
2020,178,6,34256,Andrew Putnam,"86' 7""","9260' 5""",107
2020,179,6,25572,Graeme McDowell,"86' 5""","2639' 8""",262
2020,180,6,36801,Mark Hubbard,"86' 0""","665' 8""",473
2020,180,8,45486,Joaquin Niemann,"86' 0""","7716' 6""",206
2020,182,5,30110,Kyle Stanley,"85' 9""","4233' 3""",166
2020,183,6,24138,Ian Poulter,"84' 5""","3504' 5""",160
2020,184,6,31557,Jim Herman,"84' 0""","3776' 0""",283
2020,185,6,34360,Patrick Reed,"83' 11""","397' 11""",243
2020,186,6,46442,Maverick McNealy,"83' 9""","9137' 3""",348
2020,187,6,25900,Lucas Glover,"82' 8""","9677' 4""",359
2020,188,6,29974,Branden Grace,"82' 2""",4246',295
2020,189,7,19803,Ryan Armour,"79' 3""","9871' 7""",377
2020,189,7,10809,Jim Furyk,"79' 3""","1953' 3""",277
2020,191,7,26596,Ryan Moore,"78' 8""","1246' 1""",143
2020,191,7,28252,Seamus Power,"78' 8""","7077' 7""",90
2020,193,7,27942,Rob Oppenheim,"78' 2""","3050' 4""",167
2019,1,0,1810,Phil Mickelson,"140' 2""","3083' 8""",22
2019,2,0,47959,Bryson DeChambeau,"135' 10""","8015' 4""",59
2019,3,0,45157,Cam Davis,"128' 10""","2752' 5""",99
2019,4,0,33141,Keegan Bradley,"126' 6""",7716',61
2019,5,0,46601,Trey Mullinax,"121' 8""","5577' 1""",128
2019,6,0,29926,Danny Lee,"119' 2""","3947' 1""",117
2019,7,0,30925,Dustin Johnson,"118' 11""","4993' 6""",42
2019,8,0,33948,Byeong Hun An,"118' 9""","8551' 5""",72
2019,9,0,28237,Rory McIlroy,"117' 8""","5294' 3""",45
2019,10,0,36689,Brooks Koepka,"117' 2""","9723' 7""",83
2019,11,0,32102,Rickie Fowler,"117' 1""","7144' 3""",61
2019,12,0,33486,Roger Sloan,"116' 11""","5081' 3""",129
2019,13,0,46523,Joey Garber,"116' 5""","1993' 9""",103
2019,14,0,32640,Troy Merritt,"116' 2""","222' 2""",88
2019,15,0,32839,Hideki Matsuyama,"115' 8""","9947' 1""",86
2019,16,0,51766,Wyndham Clark,"115' 4""","1991' 9""",104
2019,17,0,30944,Jason Kokrak,"115' 0""","122' 11""",88
2019,18,0,30946,Alex Prugh,"113' 7""","1473' 1""",101
2019,19,0,19846,Brian Gay,"113' 6""","9650' 6""",85
2019,20,0,35449,Adam Long,"113' 4""","1443' 1""",101
2019,20,0,33419,Cameron Tringale,"113' 4""","4162' 9""",125
2019,22,0,47504,Sam Burns,"113' 3""","4491' 4""",128
2019,23,0,27349,Alex Noren,"113' 2""","6902' 4""",61
2019,24,0,25572,Graeme McDowell,"112' 6""","6638' 6""",59
2019,24,0,46970,Jon Rahm,"112' 6""","3150' 8""",28
2019,26,0,30191,Julián Etulain,"112' 4""","7416' 1""",66
2019,27,0,39324,J.J. Spaun,"111' 11""","2085' 2""",108
2019,28,0,36799,Stephan Jaeger,"111' 9""","165' 6""",91
2019,29,0,27141,J.B. Holmes,"111' 7""","7028' 2""",63
2019,29,0,29223,Sam Saunders,"111' 7""","2052' 6""",108
2019,31,0,23325,Vaughn Taylor,"111' 1""","1777' 5""",106
2019,32,0,28089,Jason Day,"111' 0""","4330' 2""",39
2019,33,0,27974,Sung Kang,"110' 8""",7857',71
2019,34,0,24925,Jonathan Byrd,"110' 2""","6720' 5""",61
2019,35,0,32757,Patton Kizzire,"110' 0""","8250' 4""",75
2019,36,0,25198,Francesco Molinari,"109' 11""","5604' 6""",51
2019,37,0,48081,Xander Schauffele,"109' 8""",3179',29
2019,38,0,27129,Luke List,"109' 3""","8851' 9""",81
2019,39,0,12716,Charley Hoffman,"108' 6""",8134',75
2019,39,0,49960,Sepp Straka,"108' 6""","1611' 7""",107
2019,41,0,34264,Hudson Swafford,"108' 3""","8227' 4""",76
2019,42,0,40009,Dominic Bozzelli,"108' 0""","9073' 9""",84
2019,43,0,39546,Keith Mitchell,"107' 11""","9931' 1""",92
2019,44,0,24361,Pat Perez,"107' 9""","6035' 1""",56
2019,45,0,39954,Cody Gribble,"107' 6""","646' 4""",99
2019,46,0,22405,Justin Rose,"107' 4""","3862' 6""",36
2019,47,0,21209,Sergio Garcia,"107' 3""","4717' 6""",44
2019,47,0,29420,Billy Horschel,"107' 3""","8365' 9""",78
2019,47,0,32139,Danny Willett,"107' 3""","3432' 6""",32
2019,50,0,27330,Josh Teater,"106' 10""",2820',120
2019,51,0,24924,Bill Haas,"106' 6""",1286',106
2019,52,0,34363,Tyrrell Hatton,"106' 4""","3614' 9""",34
2019,53,0,29518,Brendan Steele,"106' 3""","4236' 2""",134
2019,54,0,34563,Chesson Hadley,"106' 1""",8166',77
2019,54,0,37189,Harold Varner III,"106' 1""","8489' 0""",80
2019,54,0,37340,Chase Wright,"106' 1""","1878' 4""",112
2019,57,0,34099,Harris English,"105' 11""",3234',125
2019,58,0,35732,Wes Roach,"105' 8""","885' 2""",103
2019,58,0,25804,Bubba Watson,"105' 8""","3697' 4""",35
2019,60,0,29725,Tony Finau,"105' 3""",9158',87
2019,61,0,31323,Gary Woodland,"105' 1""",6516',62
2019,62,0,29970,Dylan Frittelli,"104' 11""","3949' 4""",133
2019,63,0,39975,Michael Kim,"104' 6""","6899' 8""",66
2019,64,0,35461,Beau Hossler,"104' 1""","4156' 7""",136
2019,64,0,35617,Martin Trainer,"104' 1""","202' 11""",98
2019,66,0,24781,Hunter Mahan,"104' 0""","7696' 9""",74
2019,67,0,35506,Mackenzie Hughes,"103' 10""","5469' 3""",149
2019,68,0,47993,Denny McCarthy,"103' 9""","892' 6""",105
2019,69,0,49964,Aaron Wise,"102' 9""","6576' 0""",64
2019,70,0,31560,Brian Stuard,"102' 8""","8416' 5""",82
2019,71,0,34021,Bud Cauley,"102' 6""","3422' 8""",131
2019,72,0,46501,Ollie Schniederjans,"102' 4""","8906' 5""",87
2019,73,0,37454,Whee Kim,"102' 3""","9308' 0""",91
2019,74,0,26758,David Hearn,"102' 1""",6228',61
2019,74,0,23320,Ryan Palmer,"102' 1""",8981',88
2019,76,0,30978,Kiradech Aphibarnrat,"101' 7""","4369' 7""",43
2019,76,0,33667,Carlos Ortiz,"101' 7""","2185' 0""",120
2019,76,0,25818,Scott Piercy,"101' 7""","7312' 8""",72
2019,76,0,33448,Justin Thomas,"101' 7""","5893' 2""",58
2019,80,0,34466,Peter Malnati,"101' 6""","7052' 3""",168
2019,81,0,27214,Kevin Streelman,"101' 5""","1362' 3""",112
2019,82,0,46402,Talor Gooch,"101' 4""",8813',87
2019,82,0,47128,Richy Werenski,"101' 4""","5297' 5""",151
2019,84,0,27958,Ryan Blaum,"101' 3""","3061' 3""",129
2019,85,0,29268,Bronson Burgoon,"101' 0""","8987' 0""",89
2019,86,0,32150,Michael Thompson,"100' 11""","493' 3""",104
2019,87,0,29478,Kevin Kisner,"100' 10""","8573' 7""",85
2019,88,0,39997,Corey Conners,"100' 9""","9570' 2""",95
2019,89,0,34076,Joel Dahmen,"100' 7""","9452' 7""",94
2019,90,0,35450,Patrick Cantlay,"100' 5""","4922' 3""",49
2019,90,0,47347,Adam Schenk,"100' 5""","4055' 3""",140
2019,92,0,49766,Hank Lebioda,"100' 2""","9918' 0""",99
2019,92,0,29221,Webb Simpson,"100' 2""","6009' 7""",60
2019,94,0,52372,Cameron Champ,"100' 1""","8008' 0""",80
2019,94,0,46435,Austin Cook,"100' 1""","9504' 4""",95
2019,94,0,30911,Tommy Fleetwood,"100' 1""","4203' 9""",42
2019,97,0,35532,Tom Hoge,"99' 11""","4988' 3""",150
2019,97,0,26851,Marc Leishman,"99' 11""",4896',49
2019,99,0,20472,Alex Cejka,"99' 5""","6263' 3""",63
2019,99,0,27649,Brandt Snedeker,"99' 5""","238' 0""",103
2019,101,0,30692,Scott Stallings,"99' 4""","923' 4""",110
2019,102,0,29479,Scott Brown,"98' 11""",4348',145
2019,102,0,27936,Martin Laird,"98' 11""","4340' 4""",145
2019,102,0,25632,Jimmy Walker,"98' 11""","188' 11""",103
2019,105,0,36852,Jim Knous,"98' 10""","6816' 9""",69
2019,106,0,37455,Si Woo Kim,"98' 9""","7502' 4""",76
2019,107,0,49298,Kramer Hickok,"98' 8""","1548' 0""",117
2019,108,0,34046,Jordan Spieth,"98' 7""","5816' 1""",59
2019,108,0,21528,Henrik Stenson,"98' 7""",1872',19
2019,110,0,33399,Adam Hadwin,"98' 6""","7387' 1""",75
2019,111,0,27963,Chris Stroud,"98' 3""","17' 4""",102
2019,112,0,27895,Jonas Blixt,"98' 2""","2661' 7""",129
2019,112,0,27064,Jhonattan Vegas,"98' 2""","6280' 7""",64
2019,114,0,49771,J.T. Poston,"97' 11""","2146' 1""",124
2019,115,0,28259,Sangmoon Bae,"97' 8""","8787' 9""",90
2019,115,0,36699,Patrick Rodgers,"97' 8""",3711',38
2019,117,0,26476,Chez Reavie,"97' 0""","7176' 9""",74
2019,118,0,25686,Jason Dufner,"96' 11""","8527' 3""",88
2019,119,0,26499,Rafa Cabrera Bello,"96' 9""","3870' 0""",40
2019,120,0,28775,Nate Lashley,"96' 8""","9954' 9""",103
2019,121,0,48822,Sebastián Muñoz,"96' 6""","612' 8""",110
2019,122,0,31646,Emiliano Grillo,"96' 5""",7035',73
2019,122,0,35421,Brandon Harkins,"96' 5""",2247',127
2019,124,0,29908,C.T. Pan,"96' 1""","5474' 8""",57
2019,124,0,25493,Nick Taylor,"96' 1""","4030' 2""",146
2019,126,0,45609,Tyler Duncan,"95' 8""","3008' 7""",136
2019,127,0,27644,Brian Harman,"95' 6""","220' 9""",107
2019,128,0,32816,Satoshi Kodaira,"95' 3""","5903' 5""",62
2019,129,0,34306,John Chin,"94' 7""",5392',57
2019,130,0,6522,Ernie Els,"94' 5""","3681' 2""",39
2019,131,0,23353,J.J. Henry,"94' 0""","8369' 4""",89
2019,131,0,32333,Kevin Tway,"94' 0""","7803' 7""",83
2019,133,0,39971,Sungjae Im,"93' 11""","8226' 5""",194
2019,134,0,29535,Brice Garnett,"93' 10""","2294' 2""",131
2019,134,0,33410,Andrew Landry,"93' 10""","415' 5""",111
2019,136,0,24024,Zach Johnson,"93' 8""","6836' 1""",73
2019,137,0,39977,Max Homa,"93' 7""",8980',96
2019,138,0,27095,Nick Watney,"93' 0""","976' 6""",118
2019,139,0,39327,Ben Silverman,"92' 9""","2248' 0""",132
2019,140,0,45526,Abraham Ancer,"92' 7""","8243' 6""",89
2019,140,0,35891,Cameron Smith,"92' 7""","4720' 7""",51
2019,142,0,24502,Adam Scott,"92' 6""","2034' 7""",22
2019,143,0,26300,Matt Jones,"92' 4""","8677' 0""",94
2019,143,0,23108,Matt Kuchar,"92' 4""","5722' 3""",62
2019,145,0,25364,Paul Casey,"92' 0""","4323' 8""",47
2019,146,0,33418,Shawn Stefani,"91' 11""","7630' 2""",83
2019,147,0,26329,Louis Oosthuizen,"91' 8""","3117' 9""",34
2019,147,0,29484,Peter Uihlein,"91' 8""","7971' 5""",87
2019,149,0,40026,Daniel Berger,"91' 7""","811' 7""",118
2019,150,0,32200,Roberto Castro,"91' 1""","1746' 8""",129
2019,151,0,29974,Branden Grace,"91' 0""","4275' 2""",47
2019,151,0,47990,Kyle Jones,"91' 0""","1561' 6""",127
2019,153,0,30786,Brady Schnell,"90' 11""","6998' 9""",77
2019,154,0,34256,Andrew Putnam,"90' 9""",4627',51
2019,155,0,33122,Russell Knox,"90' 6""","7873' 9""",87
2019,156,0,31420,Anirban Lahiri,"90' 4""","207' 9""",113
2019,156,0,37380,Curtis Luck,"90' 4""","8760' 9""",97
2019,158,0,28679,Fabián Gómez,"90' 3""","288' 9""",114
2019,159,0,23621,Rory Sabbatini,"90' 2""","996' 0""",122
2019,160,0,45486,Joaquin Niemann,"89' 6""","3695' 9""",153
2019,161,0,35879,Kelly Kraft,"89' 2""","9629' 3""",108
2019,162,0,32791,K.H. Lee,"88' 11""",2273',138
2019,163,0,27556,Ted Potter Jr.,"88' 9""","9762' 3""",110
2019,164,0,22371,Aaron Baddeley,"87' 10""","5182' 3""",59
2019,165,0,35376,Roberto Díaz,"87' 4""","134' 6""",116
2019,166,0,25396,Kevin Na,"86' 8""","3466' 6""",40
2019,167,0,28252,Seamus Power,"86' 7""","217' 11""",118
2019,168,0,21961,Charles Howell III,"86' 6""","7788' 2""",90
2019,169,0,37275,Sam Ryder,"86' 5""","28' 3""",116
2019,170,0,25900,Lucas Glover,"86' 4""","9066' 1""",105
2019,170,0,40115,Adam Svensson,"86' 4""",8550',99
2019,172,0,34360,Patrick Reed,"85' 8""","8738' 5""",102
2019,173,0,40098,Matt Fitzpatrick,"84' 8""","3808' 7""",45
2019,174,0,34431,Robert Streb,"84' 1""",8493',101
2019,175,0,26951,Johnson Wagner,"84' 0""","6215' 7""",74
2019,176,0,47856,Seth Reeves,"83' 5""","7090' 6""",85
2019,177,0,31557,Jim Herman,"83' 3""","5825' 0""",70
2019,178,0,32058,José de Jesús Rodríguez,"82' 10""","7041' 8""",85
2019,179,0,49303,Anders Albertson,"82' 8""","9337' 9""",113
2019,180,0,10809,Jim Furyk,"79' 10""","5586' 9""",70
2019,181,0,34098,Russell Henley,"79' 7""",8752',110
2019,182,0,24138,Ian Poulter,"78' 4""","3212' 4""",41
2019,183,0,21731,Freddie Jacobson,"77' 11""",7326',94
2019,184,0,20572,Rod Pampling,"77' 0""","7241' 3""",94
2019,185,0,26596,Ryan Moore,"76' 9""","9751' 2""",127
2019,186,0,30110,Kyle Stanley,"76' 0""",7449',98
2019,187,0,19803,Ryan Armour,"75' 5""","8748' 7""",116
2019,188,0,34261,Scott Langley,"74' 7""","7979' 4""",107
2018,1,0,50526,Tom Lovelady,"137' 10""","8546' 9""",62
2018,2,0,32366,Kevin Chappell,"127' 7""","6379' 9""",50
2018,3,0,27129,Luke List,"127' 3""","8526' 6""",67
2018,4,0,30925,Dustin Johnson,"125' 8""","5402' 4""",43
2018,4,0,29223,Sam Saunders,"125' 8""",6912',55
2018,6,0,33948,Byeong Hun An,"125' 7""","7031' 9""",56
2018,7,0,31323,Gary Woodland,"125' 6""","6776' 3""",54
2018,8,0,1810,Phil Mickelson,"125' 0""","6000' 8""",48
2018,9,0,28237,Rory McIlroy,"124' 0""","4712' 0""",38
2018,10,0,34363,Tyrrell Hatton,"123' 11""","3593' 1""",29
2018,11,0,47959,Bryson DeChambeau,"123' 4""","7276' 1""",59
2018,12,0,47125,Matt Atkins,"122' 9""","4420' 2""",36
2018,12,0,27141,J.B. Holmes,"122' 9""","6995' 0""",57
2018,12,0,46970,Jon Rahm,"122' 9""","4908' 6""",40
2018,15,0,32448,James Hahn,"121' 11""","7438' 8""",61
2018,16,0,37189,Harold Varner III,"121' 9""","8159' 1""",67
2018,17,0,27958,Ryan Blaum,"121' 2""","7510' 4""",62
2018,18,0,36799,Stephan Jaeger,"120' 10""","6644' 4""",55
2018,19,0,29926,Danny Lee,"120' 6""","7711' 4""",64
2018,20,0,33141,Keegan Bradley,"120' 3""",8537',71
2018,21,0,46601,Trey Mullinax,"120' 2""","5889' 1""",49
2018,22,0,24361,Pat Perez,"120' 1""",4801',40
2018,23,0,36689,Brooks Koepka,"119' 10""","5152' 9""",43
2018,24,0,20157,Retief Goosen,"119' 9""","4429' 4""",37
2018,24,0,25198,Francesco Molinari,"119' 9""",5270',44
2018,26,0,32102,Rickie Fowler,"119' 6""","4900' 5""",41
2018,27,0,48081,Xander Schauffele,"119' 4""","7042' 1""",59
2018,28,0,34076,Joel Dahmen,"119' 1""","8098' 6""",68
2018,29,0,30944,Jason Kokrak,"119' 0""","9402' 9""",79
2018,30,0,24140,Sean O'Hair,"118' 6""","5805' 4""",49
2018,31,0,20472,Alex Cejka,"118' 1""","6492' 5""",55
2018,32,0,33419,Cameron Tringale,"117' 6""","5406' 8""",46
2018,33,0,47993,Denny McCarthy,"117' 3""",4805',41
2018,34,0,34021,Bud Cauley,"116' 8""",4316',37
2018,34,0,36699,Patrick Rodgers,"116' 8""",6416',55
2018,36,0,35461,Beau Hossler,"115' 10""","9036' 8""",78
2018,37,0,39954,Cody Gribble,"115' 1""","5063' 6""",44
2018,38,0,26758,David Hearn,"114' 7""",5155',45
2018,38,0,27974,Sung Kang,"114' 7""","5958' 5""",52
2018,40,0,27895,Jonas Blixt,"113' 11""","5240' 2""",46
2018,40,0,26329,Louis Oosthuizen,"113' 11""","4672' 2""",41
2018,42,0,27936,Martin Laird,"113' 9""","6030' 6""",53
2018,42,0,27349,Alex Noren,"113' 9""","4096' 2""",36
2018,44,0,39546,Keith Mitchell,"113' 7""","7837' 8""",69
2018,45,0,30911,Tommy Fleetwood,"113' 4""","4873' 5""",43
2018,46,0,35891,Cameron Smith,"113' 2""","5092' 5""",45
2018,47,0,40009,Dominic Bozzelli,"113' 1""","5994' 7""",53
2018,47,0,21528,Henrik Stenson,"113' 1""","1808' 9""",16
2018,47,0,25804,Bubba Watson,"113' 1""","5993' 8""",53
2018,50,0,35421,Brandon Harkins,"112' 7""","7657' 3""",68
2018,51,0,33204,Shane Lowry,"112' 6""","4723' 7""",42
2018,52,0,24358,Robert Garrigus,"112' 4""","6513' 2""",58
2018,52,0,32839,Hideki Matsuyama,"112' 4""",4604',41
2018,54,0,35450,Patrick Cantlay,"112' 0""","6273' 0""",56
2018,54,0,29725,Tony Finau,"112' 0""","7503' 7""",67
2018,56,0,28089,Jason Day,"111' 10""","4474' 1""",40
2018,57,0,32816,Satoshi Kodaira,"111' 9""","2906' 1""",26
2018,58,0,22405,Justin Rose,"111' 7""",4350',39
2018,59,0,33399,Adam Hadwin,"111' 5""","5791' 6""",52
2018,59,0,32640,Troy Merritt,"111' 5""","7466' 3""",67
2018,59,0,33448,Justin Thomas,"111' 5""","5792' 7""",52
2018,62,0,29420,Billy Horschel,"111' 3""","7789' 3""",70
2018,62,0,24781,Hunter Mahan,"111' 3""","5450' 6""",49
2018,62,0,29908,C.T. Pan,"111' 3""",7455',67
2018,65,0,26851,Marc Leishman,"110' 10""","6318' 3""",57
2018,66,0,34046,Jordan Spieth,"110' 9""",6312',57
2018,67,0,31420,Anirban Lahiri,"110' 5""","6848' 2""",62
2018,68,0,34213,Grayson Murray,"110' 2""",5839',53
2018,69,0,29461,Jamie Lovemark,"109' 11""","7362' 7""",67
2018,70,0,24925,Jonathan Byrd,"109' 7""",4711',43
2018,70,0,46435,Austin Cook,"109' 7""","8769' 1""",80
2018,70,0,39975,Michael Kim,"109' 7""","5042' 7""",46
