YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
2022,116,0,57366,Cameron Young,81.37,939,1154
2022,117,0,34255,Joseph Bramlett,81.3,913,1123
2022,118,0,49771,J.T. Poston,81.27,998,1228
2022,119,0,39436,Joshua Creel,81.11,528,651
2022,120,0,31420,Anirban Lahiri,81.1,811,1000
2022,121,0,27649,Brandt Snedeker,81.07,664,819
2022,122,0,22405,Justin Rose,80.99,605,747
2022,123,0,24138,Ian Poulter,80.97,502,620
2022,124,0,32791,K.H. Lee,80.93,1112,1374
2022,125,0,49766,Hank Lebioda,80.92,895,1106
2022,126,0,28089,Jason Day,80.91,640,791
2022,127,0,27349,Alex Noren,80.88,715,884
2022,128,0,37275,Sam Ryder,80.85,988,1222
2022,128,0,49960,Sepp Straka,80.85,1106,1368
2022,130,0,34431,Robert Streb,80.82,923,1142
2022,131,0,32757,Patton Kizzire,80.81,1015,1256
2022,132,0,46442,Maverick McNealy,80.8,985,1219
2022,133,0,28114,Dawie van der Walt,80.79,694,859
2022,134,0,30911,Tommy Fleetwood,80.77,630,780
2022,134,0,24361,Pat Perez,80.77,689,853
2022,136,0,33490,Bo Hoag,80.76,550,681
2022,137,0,23621,Rory Sabbatini,80.73,620,768
2022,138,0,26300,Matt Jones,80.68,685,849
2022,139,0,48887,Matt Wallace,80.6,619,768
2022,140,0,51634,Sahith Theegala,80.55,1267,1573
2022,141,0,32366,Kevin Chappell,80.49,619,769
2022,142,0,47347,Adam Schenk,80.45,1004,1248
2022,143,0,35891,Cameron Smith,80.41,698,868
2022,144,0,45540,Jared Wolfe,80.39,660,821
2022,145,0,48699,Callum Tarren,80.31,767,955
2022,146,0,23983,Luke Donald,80.26,744,927
2022,147,0,32139,Danny Willett,80.25,695,866
2022,148,0,27095,Nick Watney,80.23,848,1057
2022,149,0,35110,Brett Drewitt,80.2,644,803
2022,149,0,26851,Marc Leishman,80.2,810,1010
2022,151,0,40006,Erik van Rooyen,80.18,534,666
2022,152,0,24924,Bill Haas,80.13,996,1243
2022,153,0,24024,Zach Johnson,79.98,715,894
2022,154,0,29289,S.Y. Noh,79.91,696,871
2022,155,0,33486,Roger Sloan,79.9,807,1010
2022,156,0,37189,Harold Varner III,79.79,770,965
2022,157,0,46601,Trey Mullinax,79.7,911,1143
2022,158,0,36699,Patrick Rodgers,79.64,939,1179
2022,159,0,34563,Chesson Hadley,79.57,884,1111
2022,160,0,29926,Danny Lee,79.53,571,718
2022,161,0,34363,Tyrrell Hatton,79.48,709,892
2022,162,0,34360,Patrick Reed,79.47,782,984
2022,163,0,25198,Francesco Molinari,79.33,591,745
2022,164,0,36799,Stephan Jaeger,79.23,931,1175
2022,165,0,33667,Carlos Ortiz,79.22,667,842
2022,166,0,25493,Nick Taylor,79.14,960,1213
2022,167,0,51766,Wyndham Clark,79.08,1062,1343
2022,168,0,30692,Scott Stallings,79.07,1054,1333
2022,169,0,47128,Richy Werenski,78.99,688,871
2022,170,0,47504,Sam Burns,78.94,881,1116
2022,171,0,35461,Beau Hossler,78.86,772,979
2022,172,0,35506,Mackenzie Hughes,78.85,895,1135
2022,173,0,33597,Harry Higgs,78.75,871,1106
2022,174,0,48117,Kurt Kitayama,78.61,768,977
2022,175,0,27895,Jonas Blixt,78.58,543,691
2022,176,0,36689,Brooks Koepka,78.48,507,646
2022,177,0,45157,Cam Davis,78.43,902,1150
2022,178,0,34466,Peter Malnati,78.35,1118,1427
2022,179,0,25818,Scott Piercy,78.27,832,1063
2022,180,0,32333,Kevin Tway,77.96,835,1071
2022,181,0,27139,David Skinns,77.81,712,915
2022,182,0,36852,Jim Knous,77.79,550,707
2022,183,0,10381,Curtis Thompson,77.68,689,887
2022,184,0,35617,Martin Trainer,77.66,838,1079
2022,185,0,51894,Vince Whaley,77.57,913,1177
2022,186,0,29970,Dylan Frittelli,77.33,1003,1297
2022,187,0,46550,Brandon Hagy,76.79,824,1073
2022,188,0,12716,Charley Hoffman,76.58,729,952
2022,189,0,32102,Rickie Fowler,76.47,754,986
2022,190,0,54421,Garrick Higgo,76.16,623,818
2022,191,0,48084,Wesley Bryan,75.89,510,672
2022,192,0,56278,Matthew Wolff,74.92,490,654
2022,193,0,39058,Lucas Herbert,74.02,567,766
2021,1,0,31560,Brian Stuard,88.14,1278,1450
2021,2,0,26476,Chez Reavie,87.82,1031,1174
2021,3,0,45526,Abraham Ancer,87.57,1198,1368
2021,4,0,29535,Brice Garnett,87.31,1121,1284
2021,5,0,39997,Corey Conners,87.05,1257,1444
2021,6,0,19803,Ryan Armour,87.04,947,1088
2021,7,0,48045,Michael Gellerman,86.93,572,658
2021,8,0,50525,Collin Morikawa,86.81,948,1092
2021,9,0,30927,Brendon Todd,86.79,1045,1204
2021,10,0,33490,Bo Hoag,86.57,1051,1214
2021,11,0,27330,Josh Teater,86.46,581,672
2021,12,0,32448,James Hahn,86.45,842,974
2021,13,0,39971,Sungjae Im,86.35,1468,1700
2021,14,0,26758,David Hearn,86.32,770,892
2021,15,0,31646,Emiliano Grillo,86.27,1156,1340
2021,16,0,22056,Cameron Percy,86.25,928,1076
2021,17,0,30163,Henrik Norlander,86.15,1008,1170
2021,18,0,33413,Ben Martin,86.0,602,700
2021,19,0,27936,Martin Laird,85.98,963,1120
2021,20,0,34098,Russell Henley,85.85,1001,1166
2021,21,0,52375,Doug Ghim,85.77,1031,1202
2021,22,0,29221,Webb Simpson,85.62,887,1036
2021,23,0,33404,Chris Baker,85.58,647,756
2021,23,0,47347,Adam Schenk,85.58,1217,1422
2021,25,0,36871,Matthew NeSmith,85.4,1047,1226
2021,26,0,39953,Chase Seiffert,85.32,930,1090
2021,27,0,32816,Satoshi Kodaira,85.2,898,1054
2021,28,0,39324,J.J. Spaun,85.19,857,1006
2021,29,0,33486,Roger Sloan,85.17,976,1146
2021,29,0,23325,Vaughn Taylor,85.17,925,1086
2021,31,0,40026,Daniel Berger,85.12,1001,1176
2021,32,0,33122,Russell Knox,85.08,1089,1280
2021,33,0,30110,Kyle Stanley,84.95,1067,1256
2021,34,0,40098,Matt Fitzpatrick,84.78,780,920
2021,35,0,25804,Bubba Watson,84.76,812,958
2021,36,0,33120,Mark Anderson,84.69,664,784
2021,36,0,46970,Jon Rahm,84.69,913,1078
2021,38,0,49298,Kramer Hickok,84.66,811,958
2021,39,0,34174,John Huh,84.62,682,806
2021,40,0,32150,Michael Thompson,84.59,873,1032
2021,41,0,33141,Keegan Bradley,84.47,1012,1198
2021,42,0,23623,Bo Van Pelt,84.43,846,1002
2021,43,0,31557,Jim Herman,84.31,774,918
2021,43,0,30926,Chris Kirk,84.31,1010,1198
2021,45,0,35450,Patrick Cantlay,84.25,920,1092
2021,46,0,46435,Austin Cook,84.13,843,1002
2021,47,0,21209,Sergio Garcia,84.1,873,1038
2021,48,0,29420,Billy Horschel,84.05,1012,1204
2021,49,0,46046,Scottie Scheffler,84.02,1146,1364
2021,50,0,25364,Paul Casey,84.0,840,1000
2021,51,0,49766,Hank Lebioda,83.96,843,1004
2021,52,0,34076,Joel Dahmen,83.92,960,1144
2021,53,0,27649,Brandt Snedeker,83.9,980,1168
2021,54,0,24140,Sean O'Hair,83.76,593,708
2021,54,0,27214,Kevin Streelman,83.76,1119,1336
2021,56,0,28252,Seamus Power,83.74,680,812
2021,57,0,29268,Bronson Burgoon,83.73,839,1002
2021,58,0,34264,Hudson Swafford,83.62,960,1148
2021,59,0,46717,Viktor Hovland,83.54,964,1154
2021,60,0,27942,Rob Oppenheim,83.46,863,1034
2021,61,0,37455,Si Woo Kim,83.33,1095,1314
2021,61,0,48822,Sebastián Muñoz,83.33,1190,1428
2021,63,0,32839,Hideki Matsuyama,83.28,1081,1298
2021,64,0,25818,Scott Piercy,83.27,916,1100
2021,65,0,49964,Aaron Wise,83.24,929,1116
2021,66,0,24357,K.J. Choi,83.2,604,726
2021,67,0,23108,Matt Kuchar,83.15,765,920
2021,68,0,27644,Brian Harman,83.05,1156,1392
2021,69,0,45609,Tyler Duncan,83.04,1038,1250
2021,70,0,25900,Lucas Glover,83.03,1111,1338
2021,71,0,21961,Charles Howell III,82.99,810,976
2021,72,0,25686,Jason Dufner,82.97,994,1198
2021,73,0,29478,Kevin Kisner,82.94,904,1090
2021,74,0,33410,Andrew Landry,82.93,763,920
2021,75,0,25493,Nick Taylor,82.83,1042,1258
2021,76,0,32662,Michael Gligic,82.8,924,1116
2021,76,0,30692,Scott Stallings,82.8,876,1058
2021,78,0,34255,Joseph Bramlett,82.72,900,1088
2021,79,0,31420,Anirban Lahiri,82.67,787,952
2021,80,0,36801,Mark Hubbard,82.61,1102,1334
2021,81,0,52372,Cameron Champ,82.57,867,1050
2021,82,0,34099,Harris English,82.53,1063,1288
2021,83,0,24361,Pat Perez,82.51,1104,1338
2021,84,0,37189,Harold Varner III,82.48,1036,1256
2021,85,0,47993,Denny McCarthy,82.42,1078,1308
2021,85,0,37275,Sam Ryder,82.42,989,1200
2021,87,0,20229,Stewart Cink,82.41,1040,1262
2021,88,0,29479,Scott Brown,82.37,916,1112
2021,88,0,34256,Andrew Putnam,82.37,1023,1242
2021,90,0,23320,Ryan Palmer,82.36,850,1032
2021,91,0,24024,Zach Johnson,82.28,961,1168
2021,92,0,32791,K.H. Lee,82.27,1216,1478
2021,93,0,35532,Tom Hoge,82.26,1099,1336
2021,93,0,46442,Maverick McNealy,82.26,895,1088
2021,95,0,47504,Sam Burns,82.19,960,1168
2021,96,0,36689,Brooks Koepka,82.17,756,920
2021,97,0,25396,Kevin Na,82.13,997,1214
2021,98,0,32757,Patton Kizzire,82.11,1166,1420
2021,99,0,53165,Doc Redman,82.1,867,1056
2021,99,0,47483,Will Zalatoris,82.1,1000,1218
2021,101,0,35449,Adam Long,82.08,957,1166
2021,101,0,33204,Shane Lowry,82.08,870,1060
2021,103,0,28089,Jason Day,82.04,740,902
2021,104,0,26499,Rafa Cabrera Bello,82.01,848,1034
2021,105,0,29908,C.T. Pan,81.99,915,1116
2021,106,0,28775,Nate Lashley,81.98,869,1060
2021,106,0,26329,Louis Oosthuizen,81.98,846,1032
2021,108,0,26331,Charl Schwartzel,81.97,982,1198
2021,109,0,45486,Joaquin Niemann,81.88,1166,1424
2021,110,0,24138,Ian Poulter,81.87,822,1004
2021,111,0,12716,Charley Hoffman,81.86,1128,1378
2021,112,0,27770,Camilo Villegas,81.81,877,1072
2021,113,0,32070,Rafael Campos,81.74,685,838
2021,114,0,33667,Carlos Ortiz,81.7,1049,1284
2021,114,0,27064,Jhonattan Vegas,81.7,1000,1224
2021,116,0,33419,Cameron Tringale,81.64,1045,1280
2021,117,0,46402,Talor Gooch,81.6,1020,1250
2021,118,0,23621,Rory Sabbatini,81.57,854,1047
2021,119,0,23788,D.J. Trahan,81.56,752,922
2021,120,0,51894,Vince Whaley,81.45,909,1116
2021,121,0,30944,Jason Kokrak,81.43,1000,1228
2021,122,0,27129,Luke List,81.4,1011,1242
2021,123,0,32102,Rickie Fowler,81.34,885,1088
2021,123,0,35230,Nelson Ledesma,81.34,545,670
2021,125,0,34563,Chesson Hadley,81.21,817,1006
2021,126,0,27554,Scott Harrington,81.2,894,1101
2021,126,0,48081,Xander Schauffele,81.2,864,1064
2021,128,0,34363,Tyrrell Hatton,81.19,630,776
2021,129,0,32640,Troy Merritt,81.09,1106,1364
2021,130,0,47128,Richy Werenski,81.03,974,1202
2021,131,0,28420,Ryan Brehm,80.99,656,810
2021,132,0,23983,Luke Donald,80.98,630,778
2021,133,0,30925,Dustin Johnson,80.88,812,1004
2021,134,0,48887,Matt Wallace,80.86,600,742
2021,135,0,39977,Max Homa,80.85,967,1196
2021,136,0,35891,Cameron Smith,80.84,928,1148
2021,137,0,34360,Patrick Reed,80.83,881,1090
2021,138,0,29518,Brendan Steele,80.75,856,1060
2021,139,0,28237,Rory McIlroy,80.72,833,1032
2021,139,0,20396,Lee Westwood,80.72,699,866
2021,141,0,40006,Erik van Rooyen,80.71,820,1016
2021,142,0,22405,Justin Rose,80.67,605,750
2021,142,0,32333,Kevin Tway,80.67,697,864
2021,144,0,22371,Aaron Baddeley,80.64,608,754
2021,145,0,19846,Brian Gay,80.55,791,982
2021,146,0,26300,Matt Jones,80.48,1146,1424
2021,147,0,33597,Harry Higgs,80.47,898,1116
2021,148,0,26851,Marc Leishman,80.45,856,1064
2021,149,0,35461,Beau Hossler,80.42,986,1226
2021,150,0,35104,Tom Lewis,80.25,894,1114
2021,151,0,35658,Kris Ventura,80.08,780,974
2021,152,0,34431,Robert Streb,80.03,922,1152
2021,153,0,29725,Tony Finau,80.02,1005,1256
2021,154,0,28679,Fabián Gómez,79.92,601,752
2021,154,0,36699,Patrick Rodgers,79.92,1138,1424
2021,156,0,35310,Lanto Griffin,79.9,1002,1254
2021,157,0,24924,Bill Haas,79.87,492,616
2021,158,0,33399,Adam Hadwin,79.85,979,1226
2021,159,0,27095,Nick Watney,79.84,602,754
2021,160,0,47959,Bryson DeChambeau,79.8,897,1124
2021,161,0,29926,Danny Lee,79.78,651,816
2021,162,0,40042,Tyler McCumber,79.73,759,952
2021,163,0,56762,Will Gordon,79.64,978,1228
2021,163,0,32254,Xinjun Zhang,79.64,755,948
2021,165,0,33448,Justin Thomas,79.61,933,1172
2021,166,0,35506,Mackenzie Hughes,79.59,998,1254
2021,167,0,48119,Ben Taylor,79.43,556,700
2021,168,0,32618,Rhein Gibson,79.28,620,782
2021,169,0,34466,Peter Malnati,79.25,886,1118
2021,170,0,39546,Keith Mitchell,79.23,927,1170
2021,171,0,27349,Alex Noren,79.0,899,1138
2021,172,0,1810,Phil Mickelson,78.99,812,1028
2021,173,0,27556,Ted Potter Jr.,78.96,747,946
2021,174,0,45157,Cam Davis,78.93,1034,1310
2021,174,0,32139,Danny Willett,78.93,517,655
2021,176,0,49960,Sepp Straka,78.88,1057,1340
2021,177,0,30911,Tommy Fleetwood,78.83,659,836
2021,178,0,34046,Jordan Spieth,78.79,966,1226
2021,179,0,29974,Branden Grace,78.37,884,1128
2021,180,0,34213,Grayson Murray,78.3,534,682
2021,181,0,24781,Hunter Mahan,78.21,621,794
2021,182,0,46441,Robby Shelton,77.87,869,1116
2021,183,0,29970,Dylan Frittelli,77.84,780,1002
2021,184,0,33948,Byeong Hun An,77.83,909,1168
2021,185,0,49771,J.T. Poston,77.74,908,1168
2021,186,0,46550,Brandon Hagy,77.62,801,1032
2021,187,0,56278,Matthew Wolff,77.55,594,766
2021,188,0,27974,Sung Kang,77.5,930,1200
2021,189,0,34314,Sebastian Cappelen,77.19,582,754
2021,190,0,51766,Wyndham Clark,77.07,837,1086
2021,191,0,24502,Adam Scott,76.49,771,1008
2021,192,0,31323,Gary Woodland,76.38,747,978
2021,193,0,27141,J.B. Holmes,75.6,505,668
2021,194,0,35617,Martin Trainer,73.97,608,822
2021,195,0,39975,Michael Kim,73.39,706,962
2021,196,0,25632,Jimmy Walker,72.52,747,1030
2020,1,0,10809,Jim Furyk,89.72,489,545
2020,2,0,30110,Kyle Stanley,88.68,658,742
2020,3,0,26476,Chez Reavie,86.72,934,1077
2020,4,0,30163,Henrik Norlander,86.67,897,1035
2020,5,0,31646,Emiliano Grillo,86.64,785,906
2020,6,0,27330,Josh Teater,86.56,496,573
2020,7,0,34098,Russell Henley,86.51,763,882
2020,8,0,26596,Ryan Moore,86.44,529,612
2020,9,0,33404,Chris Baker,86.42,592,685
2020,10,0,26758,David Hearn,86.4,616,713
2020,10,0,53165,Doc Redman,86.4,991,1147
2020,12,1,25364,Paul Casey,86.33,676,783
2020,13,-1,30927,Brendon Todd,86.26,1042,1208
2020,14,1,34563,Chesson Hadley,86.19,699,811
2020,15,1,21407,Arjun Atwal,86.14,373,433
2020,16,1,19803,Ryan Armour,86.07,698,811
2020,17,1,32448,James Hahn,85.88,432,503
2020,18,-4,29221,Webb Simpson,85.85,625,728
2020,19,0,39997,Corey Conners,85.81,889,1036
2020,20,1,21209,Sergio Garcia,85.78,525,612
2020,21,1,29535,Brice Garnett,85.7,695,811
2020,22,1,23788,D.J. Trahan,85.69,563,657
2020,23,1,27214,Kevin Streelman,85.64,871,1017
2020,24,3,27064,Jhonattan Vegas,85.57,599,700
2020,25,3,31560,Brian Stuard,85.53,969,1133
2020,26,3,36871,Matthew NeSmith,85.38,812,951
2020,27,-8,50525,Collin Morikawa,85.36,956,1120
2020,27,3,24361,Pat Perez,85.36,653,765
2020,29,3,49298,Kramer Hickok,85.11,583,685
2020,30,-4,34099,Harris English,85.06,905,1064
2020,31,2,23325,Vaughn Taylor,85.04,722,849
2020,32,2,27556,Ted Potter Jr.,84.88,522,615
2020,33,3,31557,Jim Herman,84.82,715,843
2020,34,4,25900,Lucas Glover,84.78,791,933
2020,35,4,25818,Scott Piercy,84.77,779,919
2020,36,5,22056,Cameron Percy,84.76,534,630
2020,37,5,28679,Fabián Gómez,84.66,651,769
2020,38,5,33490,Bo Hoag,84.63,793,937
2020,39,5,46435,Austin Cook,84.62,710,839
2020,39,5,52375,Doug Ghim,84.62,473,559
2020,41,5,25349,Tim Wilkinson,84.6,544,643
2020,42,5,33410,Andrew Landry,84.56,745,881
2020,43,-4,34363,Tyrrell Hatton,84.52,497,588
2020,44,-19,40026,Daniel Berger,84.51,753,891
2020,45,-10,48081,Xander Schauffele,84.49,828,980
2020,46,2,25686,Jason Dufner,84.43,732,867
2020,46,-15,29478,Kevin Kisner,84.43,862,1021
2020,48,1,24924,Bill Haas,84.39,519,615
2020,49,1,32662,Michael Gligic,84.35,566,671
2020,50,1,45609,Tyler Duncan,84.29,982,1165
2020,51,1,39953,Chase Seiffert,84.24,636,755
2020,52,1,32640,Troy Merritt,84.16,797,947
2020,53,1,28252,Seamus Power,84.12,376,447
2020,54,1,46441,Robby Shelton,84.0,835,994
2020,55,1,35658,Kris Ventura,83.9,516,615
2020,56,2,32150,Michael Thompson,83.85,727,867
2020,57,2,29479,Scott Brown,83.8,750,895
2020,58,-1,33448,Justin Thomas,83.77,774,924
2020,59,2,46717,Viktor Hovland,83.71,863,1031
2020,59,1,47347,Adam Schenk,83.71,863,1031
2020,61,2,27649,Brandt Snedeker,83.67,620,741
2020,62,2,40098,Matt Fitzpatrick,83.62,628,751
2020,63,2,23108,Matt Kuchar,83.61,658,787
2020,64,2,39971,Sungjae Im,83.54,1096,1312
2020,65,3,24024,Zach Johnson,83.49,713,854
2020,66,3,32791,K.H. Lee,83.43,841,1008
2020,67,-1,46046,Scottie Scheffler,83.36,957,1148
2020,68,2,27936,Martin Laird,83.33,455,546
2020,69,2,30911,Tommy Fleetwood,83.27,463,556
2020,70,2,56762,Will Gordon,83.26,373,448
2020,71,3,33122,Russell Knox,83.2,733,881
2020,72,3,35732,Wes Roach,83.18,465,559
2020,73,3,35449,Adam Long,83.1,1023,1231
2020,74,-12,46970,Jon Rahm,83.09,678,816
2020,75,2,27349,Alex Noren,83.01,650,783
2020,76,2,40058,Zac Blair,82.99,766,923
2020,77,2,46442,Maverick McNealy,82.97,882,1063
2020,78,2,33597,Harry Higgs,82.95,963,1161
2020,79,2,27129,Luke List,82.92,801,966
2020,80,2,33413,Ben Martin,82.9,417,503
2020,80,2,33449,Zack Sucher,82.9,417,503
2020,82,2,33419,Cameron Tringale,82.86,730,881
2020,83,2,49964,Aaron Wise,82.83,521,629
2020,84,2,36801,Mark Hubbard,82.79,996,1203
2020,85,2,49771,J.T. Poston,82.78,904,1092
2020,86,2,30944,Jason Kokrak,82.75,715,864
2020,87,2,34255,Joseph Bramlett,82.73,613,741
2020,88,3,29970,Dylan Frittelli,82.67,949,1148
2020,89,1,45526,Abraham Ancer,82.66,853,1032
2020,90,3,37189,Harold Varner III,82.64,852,1031
2020,91,1,48822,Sebastián Muñoz,82.63,975,1180
2020,92,2,48045,Michael Gellerman,82.62,485,587
2020,93,2,12716,Charley Hoffman,82.55,681,825
2020,94,2,33204,Shane Lowry,82.52,505,612
2020,95,2,27644,Brian Harman,82.51,901,1092
2020,96,2,31323,Gary Woodland,82.49,716,868
2020,97,-25,23320,Ryan Palmer,82.46,785,952
2020,98,3,27942,Rob Oppenheim,82.42,703,853
2020,99,3,31420,Anirban Lahiri,82.41,403,489
2020,100,3,30692,Scott Stallings,82.39,772,937
2020,101,3,29268,Bronson Burgoon,82.35,611,742
2020,102,4,49766,Hank Lebioda,82.31,633,769
2020,103,5,29974,Branden Grace,82.2,471,573
2020,104,-4,45486,Joaquin Niemann,82.14,874,1064
2020,105,4,35532,Tom Hoge,82.13,850,1035
2020,106,4,26499,Rafa Cabrera Bello,82.09,605,737
2020,107,4,33486,Roger Sloan,82.07,586,714
2020,108,4,49960,Sepp Straka,82.04,804,980
2020,109,4,26300,Matt Jones,82.03,872,1063
2020,110,4,34076,Joel Dahmen,82.02,903,1101
2020,111,-12,30925,Dustin Johnson,82.0,565,689
2020,112,3,33399,Adam Hadwin,81.99,742,905
2020,113,5,32254,Xinjun Zhang,81.89,882,1077
2020,114,5,29908,C.T. Pan,81.79,638,780
2020,115,5,45157,Cam Davis,81.75,663,811
2020,116,5,29926,Danny Lee,81.7,786,962
2020,116,5,25493,Nick Taylor,81.7,674,825
2020,118,5,33141,Keegan Bradley,81.65,774,948
2020,118,5,47504,Sam Burns,81.65,663,812
2020,120,5,37275,Sam Ryder,81.63,800,980
2020,121,5,35450,Patrick Cantlay,81.61,528,647
2020,122,5,48119,Ben Taylor,81.6,479,587
2020,123,6,33667,Carlos Ortiz,81.55,822,1008
2020,123,6,34431,Robert Streb,81.55,570,699
2020,125,6,51894,Vince Whaley,81.54,433,531
2020,126,6,23621,Rory Sabbatini,81.52,750,920
2020,127,6,40042,Tyler McCumber,81.51,604,741
2020,128,6,19846,Brian Gay,81.5,718,881
2020,129,6,27963,Chris Stroud,81.49,524,643
2020,130,-13,29725,Tony Finau,81.47,818,1004
2020,131,5,27095,Nick Watney,81.46,501,615
2020,132,5,25804,Bubba Watson,81.41,749,920
2020,133,-5,32839,Hideki Matsuyama,81.4,840,1032
2020,134,5,20229,Stewart Cink,81.35,580,713
2020,135,5,29518,Brendan Steele,81.25,728,896
2020,136,-29,29420,Billy Horschel,81.22,895,1102
2020,137,4,27974,Sung Kang,81.19,829,1021
2020,138,4,34021,Bud Cauley,81.15,693,854
2020,139,-1,47959,Bryson DeChambeau,81.11,704,868
2020,140,3,56278,Matthew Wolff,81.08,840,1036
2020,141,3,23623,Bo Van Pelt,81.03,487,601
2020,142,3,26329,Louis Oosthuizen,80.99,541,668
2020,143,3,47993,Denny McCarthy,80.98,873,1078
2020,144,3,32102,Rickie Fowler,80.97,502,620
2020,145,3,46402,Talor Gooch,80.9,940,1162
2020,146,4,22371,Aaron Baddeley,80.82,531,657
2020,146,4,28775,Nate Lashley,80.82,590,730
2020,148,7,34360,Patrick Reed,80.79,837,1036
2020,149,4,33120,Mark Anderson,80.67,530,657
2020,150,4,22405,Justin Rose,80.64,429,532
2020,151,5,28307,Matt Every,80.6,507,629
2020,152,0,35310,Lanto Griffin,80.56,1040,1291
2020,152,5,46550,Brandon Hagy,80.56,518,643
2020,154,4,39324,J.J. Spaun,80.52,653,811
2020,155,7,52372,Cameron Champ,80.47,791,983
2020,156,3,27554,Scott Harrington,80.44,765,951
2020,157,3,25572,Graeme McDowell,80.42,542,674
2020,158,3,24138,Ian Poulter,80.39,537,668
2020,159,4,47128,Richy Werenski,80.33,629,783
2020,160,4,35461,Beau Hossler,80.15,751,937
2020,161,-13,28237,Rory McIlroy,80.14,670,836
2020,162,3,33948,Byeong Hun An,80.11,838,1046
2020,162,3,24502,Adam Scott,80.11,423,528
2020,164,4,39977,Max Homa,79.88,782,979
2020,165,2,25396,Kevin Na,79.86,793,993
2020,166,3,34256,Andrew Putnam,79.84,511,640
2020,167,3,37455,Si Woo Kim,79.83,823,1031
2020,168,4,36689,Brooks Koepka,79.82,447,560
2020,169,5,36699,Patrick Rodgers,79.42,1011,1273
2020,170,6,48887,Matt Wallace,79.38,489,616
2020,171,7,39546,Keith Mitchell,79.33,710,895
2020,172,7,28420,Ryan Brehm,79.11,553,699
2020,173,7,32757,Patton Kizzire,79.09,609,770
2020,174,12,35891,Cameron Smith,78.91,707,896
2020,175,6,34314,Sebastian Cappelen,78.81,584,741
2020,176,6,34466,Peter Malnati,78.8,628,797
2020,177,6,21961,Charles Howell III,78.79,758,962
2020,178,7,32366,Kevin Chappell,78.71,451,573
2020,179,8,32618,Rhein Gibson,78.54,549,699
2020,180,8,1810,Phil Mickelson,78.4,559,713
2020,181,8,34213,Grayson Murray,78.17,394,504
2020,182,9,51766,Wyndham Clark,77.97,662,849
2020,183,9,28089,Jason Day,77.75,573,737
2020,184,9,29484,Peter Uihlein,77.54,466,601
2020,185,9,32139,Danny Willett,77.5,434,560
2020,186,9,35230,Nelson Ledesma,77.46,433,559
2020,187,3,26851,Marc Leishman,77.18,656,850
2020,188,9,34046,Jordan Spieth,76.94,664,863
2020,189,7,35506,Mackenzie Hughes,76.61,750,979
2020,190,8,40009,Dominic Bozzelli,75.35,379,503
2020,191,8,32333,Kevin Tway,75.15,502,668
2020,192,8,25632,Jimmy Walker,74.96,482,643
2020,193,8,35617,Martin Trainer,71.41,462,647
2019,1,0,26596,Ryan Moore,88.97,920,1034
2019,2,0,26476,Chez Reavie,88.33,1135,1285
2019,3,0,25364,Paul Casey,87.99,923,1049
2019,4,0,29535,Brice Garnett,87.91,1047,1191
2019,5,0,26951,Johnson Wagner,87.55,710,811
2019,6,0,10809,Jim Furyk,87.22,826,947
2019,7,0,25686,Jason Dufner,87.08,876,1006
2019,8,0,45526,Abraham Ancer,87.01,1072,1232
2019,9,0,39997,Corey Conners,86.78,1044,1203
2019,9,0,33410,Andrew Landry,86.78,899,1036
2019,11,0,27214,Kevin Streelman,86.74,981,1131
2019,12,0,26758,David Hearn,86.56,567,655
2019,13,0,29518,Brendan Steele,86.49,749,866
2019,14,0,19803,Ryan Armour,86.36,1108,1283
2019,14,0,40026,Daniel Berger,86.36,798,924
2019,16,0,31557,Jim Herman,86.12,577,670
2019,16,0,23621,Rory Sabbatini,86.12,1117,1297
2019,18,0,30946,Alex Prugh,86.07,853,991
2019,19,0,25818,Scott Piercy,85.92,1037,1207
2019,20,0,39971,Sungjae Im,85.73,1412,1647
2019,21,0,47990,Kyle Jones,85.67,789,921
2019,22,0,49298,Kramer Hickok,85.65,919,1073
2019,23,0,21528,Henrik Stenson,85.63,596,696
2019,24,0,27330,Josh Teater,85.59,802,937
2019,25,0,29478,Kevin Kisner,85.57,1026,1199
2019,26,0,19846,Brian Gay,85.5,1061,1241
2019,27,0,39327,Ben Silverman,85.35,810,949
2019,27,0,40115,Adam Svensson,85.35,798,935
2019,29,0,25900,Lucas Glover,85.34,1071,1255
2019,30,0,32640,Troy Merritt,85.2,731,858
2019,31,0,45609,Tyler Duncan,85.16,987,1159
2019,32,0,34076,Joel Dahmen,85.15,1141,1340
2019,33,0,31560,Brian Stuard,85.13,1116,1311
2019,34,0,34099,Harris English,85.12,1081,1270
2019,35,0,32150,Michael Thompson,85.07,843,991
2019,36,0,20472,Alex Cejka,85.04,591,695
2019,37,0,27556,Ted Potter Jr.,85.03,846,995
2019,38,0,33418,Shawn Stefani,85.0,901,1060
2019,39,0,33399,Adam Hadwin,84.98,973,1145
2019,40,0,33122,Russell Knox,84.95,852,1003
2019,40,0,23325,Vaughn Taylor,84.95,1078,1269
