YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
2022,0,53165,Doc Redman,-0.114,-7.168,63
2022,0,35461,Beau Hossler,-0.121,-7.855,65
2022,0,35891,Cameron Smith,-0.125,-6.142,49
2022,0,54421,Garrick Higgo,-0.128,-4.853,38
2022,0,36801,Mark Hubbard,-0.13,-7.141,55
2022,0,33419,Cameron Tringale,-0.135,-9.863,73
2022,0,46402,Talor Gooch,-0.138,-7.574,55
2022,0,23325,Vaughn Taylor,-0.15,-6.016,40
2022,0,37275,Sam Ryder,-0.153,-11.919,78
2022,0,32757,Patton Kizzire,-0.16,-13.09,82
2022,0,39436,Joshua Creel,-0.163,-6.02,37
2022,0,24980,Scott Gutschewski,-0.164,-6.219,38
2022,0,47993,Denny McCarthy,-0.183,-15.927,87
2022,0,29970,Dylan Frittelli,-0.192,-14.008,73
2022,0,47983,Chad Ramey,-0.192,-10.572,55
2022,0,26476,Chez Reavie,-0.209,-15.652,75
2022,0,24138,Ian Poulter,-0.219,-7.88,36
2022,0,30163,Henrik Norlander,-0.222,-13.301,60
2022,0,33486,Roger Sloan,-0.232,-14.354,62
2022,0,56278,Matthew Wolff,-0.234,-8.899,38
2022,0,49766,Hank Lebioda,-0.235,-15.947,68
2022,0,33490,Bo Hoag,-0.237,-8.755,37
2022,0,34256,Andrew Putnam,-0.238,-19.247,81
2022,0,54783,Dylan Wu,-0.239,-12.201,51
2022,0,34610,Matthias Schwab,-0.241,-13.24,55
2022,0,39058,Lucas Herbert,-0.247,-9.882,40
2022,0,32150,Michael Thompson,-0.255,-18.889,74
2022,0,25198,Francesco Molinari,-0.267,-10.694,40
2022,0,34466,Peter Malnati,-0.268,-23.283,87
2022,0,23108,Matt Kuchar,-0.272,-16.319,60
2022,0,24924,Bill Haas,-0.276,-18.737,68
2022,0,25686,Jason Dufner,-0.287,-11.194,39
2022,0,35506,Mackenzie Hughes,-0.289,-19.075,66
2022,0,36852,Jim Knous,-0.29,-10.433,36
2022,0,51950,Max McGreevy,-0.316,-17.69,56
2022,0,29478,Kevin Kisner,-0.317,-17.439,55
2022,0,27770,Camilo Villegas,-0.331,-16.882,51
2022,0,40162,Justin Lower,-0.334,-18.022,54
2022,0,24024,Zach Johnson,-0.338,-18.567,55
2022,0,30927,Brendon Todd,-0.34,-23.82,70
2022,0,35617,Martin Trainer,-0.34,-21.101,62
2022,0,46435,Austin Cook,-0.348,-18.453,53
2022,0,33597,Harry Higgs,-0.35,-23.785,68
2022,0,27649,Brandt Snedeker,-0.355,-17.38,49
2022,0,27974,Sung Kang,-0.386,-23.905,62
2022,0,24361,Pat Perez,-0.402,-20.509,51
2022,0,34563,Chesson Hadley,-0.433,-27.684,64
2022,0,48887,Matt Wallace,-0.45,-22.043,49
2022,0,31560,Brian Stuard,-0.475,-32.762,69
2022,0,34360,Patrick Reed,-0.503,-25.641,51
2022,0,36799,Stephan Jaeger,-0.506,-36.929,73
2022,0,36884,Ben Kohles,-0.546,-24.586,45
2022,0,27095,Nick Watney,-0.553,-34.292,62
2022,0,24925,Jonathan Byrd,-0.591,-25.393,43
2022,0,47128,Richy Werenski,-0.689,-35.144,51
2022,0,35110,Brett Drewitt,-0.726,-30.5,42
2022,0,27139,David Skinns,-0.819,-42.58,52
2022,0,23983,Luke Donald,-0.84,-43.705,52
2022,0,29289,S.Y. Noh,-1.137,-52.297,46
2022,0,48084,Wesley Bryan,-1.574,-61.38,39
2021,0,47959,Bryson DeChambeau,1.162,78.987,68
2021,0,46970,Jon Rahm,0.834,53.366,64
2021,0,21209,Sergio Garcia,0.796,54.102,68
2021,0,28237,Rory McIlroy,0.66,41.575,63
2021,0,46717,Viktor Hovland,0.656,45.929,70
2021,0,27064,Jhonattan Vegas,0.647,43.372,67
2021,0,36689,Brooks Koepka,0.631,32.811,52
2021,0,39997,Corey Conners,0.625,52.463,84
2021,0,25804,Bubba Watson,0.613,36.782,60
2021,0,52372,Cameron Champ,0.593,38.56,65
2021,0,39546,Keith Mitchell,0.57,38.192,67
2021,0,35450,Patrick Cantlay,0.569,38.689,68
2021,0,27129,Luke List,0.557,41.781,75
2021,0,45486,Joaquin Niemann,0.556,49.477,89
2021,0,40098,Matt Fitzpatrick,0.539,28.575,53
2021,0,39971,Sungjae Im,0.526,59.481,113
2021,0,46046,Scottie Scheffler,0.515,43.256,84
2021,0,21961,Charles Howell III,0.505,26.78,53
2021,0,28089,Jason Day,0.442,24.769,56
2021,0,31646,Emiliano Grillo,0.368,25.391,69
2021,0,30925,Dustin Johnson,0.361,22.379,62
2021,0,35104,Tom Lewis,0.358,25.07,70
2021,0,30944,Jason Kokrak,0.352,26.782,76
2021,0,45526,Abraham Ancer,0.35,28.361,81
2021,0,12716,Charley Hoffman,0.341,26.919,79
2021,0,31557,Jim Herman,0.336,19.804,59
2021,0,46550,Brandon Hagy,0.33,19.135,58
2021,0,33141,Keegan Bradley,0.327,25.519,78
2021,0,33404,Chris Baker,0.322,12.229,38
2021,0,34363,Tyrrell Hatton,0.322,15.145,47
2021,0,47483,Will Zalatoris,0.319,21.686,68
2021,0,45157,Cam Davis,0.312,28.036,90
2021,0,36699,Patrick Rodgers,0.305,23.778,78
2021,0,40042,Tyler McCumber,0.29,15.662,54
2021,0,29420,Billy Horschel,0.289,19.956,69
2021,0,29725,Tony Finau,0.281,20.208,72
2021,0,50525,Collin Morikawa,0.281,18.534,66
2021,0,31420,Anirban Lahiri,0.28,15.128,54
2021,0,46442,Maverick McNealy,0.271,17.874,66
2021,0,56762,Will Gordon,0.268,18.203,68
2021,0,48081,Xander Schauffele,0.266,16.787,63
2021,0,40026,Daniel Berger,0.264,19.245,73
2021,0,25364,Paul Casey,0.258,14.95,58
2021,0,47504,Sam Burns,0.257,18.794,73
2021,0,52375,Doug Ghim,0.252,18.177,72
2021,0,49964,Aaron Wise,0.249,17.406,70
2021,0,33667,Carlos Ortiz,0.246,20.449,83
2021,0,30110,Kyle Stanley,0.244,18.091,74
2021,0,23320,Ryan Palmer,0.242,16.209,67
2021,0,32839,Hideki Matsuyama,0.24,20.189,84
2021,0,28420,Ryan Brehm,0.237,8.291,35
2021,0,33448,Justin Thomas,0.235,15.961,68
2021,0,34255,Joseph Bramlett,0.224,12.568,56
2021,0,37455,Si Woo Kim,0.223,18.522,83
2021,0,34076,Joel Dahmen,0.214,14.109,66
2021,0,32070,Rafael Campos,0.21,8.606,41
2021,0,27214,Kevin Streelman,0.196,16.443,84
2021,0,25900,Lucas Glover,0.185,14.993,81
2021,0,39324,J.J. Spaun,0.178,9.253,52
2021,0,32791,K.H. Lee,0.172,15.978,93
2021,0,51894,Vince Whaley,0.168,9.722,58
2021,0,33486,Roger Sloan,0.166,10.313,62
2021,0,25686,Jason Dufner,0.165,12.222,74
2021,0,29535,Brice Garnett,0.161,11.137,69
2021,0,47347,Adam Schenk,0.159,12.743,80
2021,0,26476,Chez Reavie,0.155,10.97,71
2021,0,29926,Danny Lee,0.154,8.792,57
2021,0,30163,Henrik Norlander,0.152,11.424,75
2021,0,34174,John Huh,0.147,7.475,51
2021,0,33490,Bo Hoag,0.141,10.594,75
2021,0,33413,Ben Martin,0.138,4.679,34
2021,0,45609,Tyler Duncan,0.136,10.3,76
2021,0,27644,Brian Harman,0.133,11.294,85
2021,0,48822,Sebastián Muñoz,0.13,11.577,89
2021,0,29518,Brendan Steele,0.126,8.429,67
2021,0,40006,Erik van Rooyen,0.126,8.594,68
2021,0,26300,Matt Jones,0.124,10.43,84
2021,0,39977,Max Homa,0.122,8.171,67
2021,0,30926,Chris Kirk,0.119,8.913,75
2021,0,49298,Kramer Hickok,0.117,6.566,56
2021,0,27936,Martin Laird,0.117,8.074,69
2021,0,33204,Shane Lowry,0.112,7.034,63
2021,0,35449,Adam Long,0.109,7.765,71
2021,0,48887,Matt Wallace,0.106,4.021,38
2021,0,24781,Hunter Mahan,0.105,4.303,41
2021,0,37189,Harold Varner III,0.104,8.252,79
2021,0,32816,Satoshi Kodaira,0.101,6.249,62
2021,0,32102,Rickie Fowler,0.096,6.245,65
2021,0,25818,Scott Piercy,0.09,6.136,68
2021,0,32448,James Hahn,0.079,4.917,62
2021,0,34099,Harris English,0.076,5.935,78
2021,0,49960,Sepp Straka,0.073,5.645,77
2021,0,34098,Russell Henley,0.071,5.542,78
2021,0,29221,Webb Simpson,0.071,4.337,61
2021,0,35461,Beau Hossler,0.059,4.095,70
2021,0,27554,Scott Harrington,0.057,3.622,63
2021,0,20396,Lee Westwood,0.055,2.8,51
2021,0,34264,Hudson Swafford,0.052,3.441,66
2021,0,29970,Dylan Frittelli,0.029,1.726,60
2021,0,30692,Scott Stallings,0.024,1.615,68
2021,0,26329,Louis Oosthuizen,0.023,1.368,60
2021,0,39953,Chase Seiffert,0.021,1.165,56
2021,0,35310,Lanto Griffin,0.019,1.542,80
2021,0,33122,Russell Knox,0.018,1.424,80
2021,0,29268,Bronson Burgoon,0.015,0.841,56
2021,0,25493,Nick Taylor,0.015,1.232,83
2021,0,19803,Ryan Armour,0.013,0.878,67
2021,0,48045,Michael Gellerman,0.012,0.38,31
2021,0,36871,Matthew NeSmith,0.012,0.928,80
2021,0,28252,Seamus Power,0.012,0.501,42
2021,0,33948,Byeong Hun An,0.008,0.592,70
2021,0,23621,Rory Sabbatini,-0.001,-0.039,67
2021,0,29908,C.T. Pan,-0.002,-0.139,65
2021,0,34360,Patrick Reed,-0.003,-0.182,66
2021,0,27330,Josh Teater,-0.006,-0.203,33
2021,0,33419,Cameron Tringale,-0.006,-0.533,82
2021,0,51766,Wyndham Clark,-0.015,-1.038,71
2021,0,37275,Sam Ryder,-0.019,-1.3,68
2021,0,35891,Cameron Smith,-0.02,-1.362,69
2021,0,26331,Charl Schwartzel,-0.027,-1.999,75
2021,0,33120,Mark Anderson,-0.035,-1.205,34
2021,0,53165,Doc Redman,-0.035,-2.399,69
2021,0,33399,Adam Hadwin,-0.042,-3.331,79
2021,0,27349,Alex Noren,-0.045,-3.338,74
2021,0,46435,Austin Cook,-0.046,-3.004,65
2021,0,35532,Tom Hoge,-0.05,-4.421,88
2021,0,32139,Danny Willett,-0.056,-1.572,28
2021,0,34213,Grayson Murray,-0.063,-2.286,36
2021,0,20229,Stewart Cink,-0.064,-5.018,78
2021,0,33597,Harry Higgs,-0.064,-4.816,75
2021,0,35658,Kris Ventura,-0.07,-3.632,52
2021,0,46402,Talor Gooch,-0.071,-5.899,83
2021,0,24138,Ian Poulter,-0.079,-4.35,55
2021,0,32757,Patton Kizzire,-0.083,-7.554,91
2021,0,34046,Jordan Spieth,-0.091,-6.763,74
2021,0,24502,Adam Scott,-0.101,-5.931,59
2021,0,32662,Michael Gligic,-0.104,-6.236,60
2021,0,32150,Michael Thompson,-0.104,-7.063,68
2021,0,24140,Sean O'Hair,-0.109,-4.812,44
2021,0,22056,Cameron Percy,-0.115,-6.917,60
2021,0,24361,Pat Perez,-0.12,-9.354,78
2021,0,34314,Sebastian Cappelen,-0.125,-4.766,38
2021,0,33410,Andrew Landry,-0.131,-8.013,61
2021,0,49771,J.T. Poston,-0.131,-10.311,79
2021,0,30911,Tommy Fleetwood,-0.134,-6.298,47
2021,0,49766,Hank Lebioda,-0.134,-7.214,54
2021,0,32333,Kevin Tway,-0.139,-7.082,51
2021,0,22405,Justin Rose,-0.142,-5.813,41
2021,0,27770,Camilo Villegas,-0.145,-9.453,65
2021,0,31560,Brian Stuard,-0.147,-12.917,88
2021,0,29479,Scott Brown,-0.148,-9.45,64
2021,0,1810,Phil Mickelson,-0.161,-9.845,61
2021,0,29974,Branden Grace,-0.162,-10.209,63
2021,0,26851,Marc Leishman,-0.165,-10.374,63
2021,0,23788,D.J. Trahan,-0.171,-7.872,46
2021,0,23623,Bo Van Pelt,-0.177,-9.737,55
2021,0,31323,Gary Woodland,-0.19,-11.006,58
2021,0,47993,Denny McCarthy,-0.207,-16.522,80
2021,0,32640,Troy Merritt,-0.207,-16.556,80
2021,0,47128,Richy Werenski,-0.214,-17.731,83
2021,0,24024,Zach Johnson,-0.215,-16.322,76
2021,0,29478,Kevin Kisner,-0.215,-14.866,69
2021,0,32254,Xinjun Zhang,-0.217,-10.852,50
2021,0,34431,Robert Streb,-0.232,-16.267,70
2021,0,30927,Brendon Todd,-0.234,-16.626,71
2021,0,36801,Mark Hubbard,-0.251,-22.346,89
2021,0,25396,Kevin Na,-0.253,-19.752,78
2021,0,27649,Brandt Snedeker,-0.255,-18.369,72
2021,0,34466,Peter Malnati,-0.278,-18.365,66
2021,0,34563,Chesson Hadley,-0.289,-16.747,58
2021,0,26499,Rafa Cabrera Bello,-0.295,-17.72,60
2021,0,24924,Bill Haas,-0.309,-9.575,31
2021,0,56278,Matthew Wolff,-0.333,-16.992,51
2021,0,35506,Mackenzie Hughes,-0.34,-25.863,76
2021,0,28775,Nate Lashley,-0.348,-20.529,59
2021,0,23108,Matt Kuchar,-0.371,-21.873,59
2021,0,46441,Robby Shelton,-0.385,-27.333,71
2021,0,48119,Ben Taylor,-0.416,-12.886,31
2021,0,35230,Nelson Ledesma,-0.491,-17.188,35
2021,0,23325,Vaughn Taylor,-0.501,-31.092,62
2021,0,26758,David Hearn,-0.507,-23.337,46
2021,0,27141,J.B. Holmes,-0.515,-22.654,44
2021,0,27556,Ted Potter Jr.,-0.517,-29.973,58
2021,0,34256,Andrew Putnam,-0.519,-38.413,74
2021,0,27942,Rob Oppenheim,-0.557,-31.201,56
2021,0,27974,Sung Kang,-0.575,-43.107,75
2021,0,35617,Martin Trainer,-0.597,-28.672,48
2021,0,22371,Aaron Baddeley,-0.627,-22.565,36
2021,0,19846,Brian Gay,-0.656,-40.7,62
2021,0,25632,Jimmy Walker,-0.661,-41.627,63
2021,0,27095,Nick Watney,-0.689,-28.923,42
2021,0,28679,Fabián Gómez,-0.706,-23.998,34
2021,0,23983,Luke Donald,-0.805,-36.231,45
2021,0,32618,Rhein Gibson,-0.891,-33.861,38
2021,0,24357,K.J. Choi,-0.977,-41.997,43
2021,0,39975,Michael Kim,-1.247,-67.323,54
2020,0,47959,Bryson DeChambeau,1.039,64.417,62
2020,0,52372,Cameron Champ,0.999,60.921,61
2020,0,21209,Sergio Garcia,0.848,27.129,32
2020,0,46970,Jon Rahm,0.756,43.109,57
2020,0,27064,Jhonattan Vegas,0.721,26.66,37
2020,0,28237,Rory McIlroy,0.702,35.796,51
2020,1,25804,Bubba Watson,0.649,37.01,57
2020,-1,48081,Xander Schauffele,0.648,39.524,61
2020,1,30944,Jason Kokrak,0.633,32.273,51
2020,-1,46046,Scottie Scheffler,0.618,43.277,70
2020,0,30925,Dustin Johnson,0.612,28.768,47
2020,0,56278,Matthew Wolff,0.607,38.212,63
2020,0,39997,Corey Conners,0.6,37.211,62
2020,0,56762,Will Gordon,0.564,12.414,22
2020,0,25364,Paul Casey,0.546,24.025,44
2020,0,47504,Sam Burns,0.493,27.103,55
2020,1,37189,Harold Varner III,0.458,26.105,57
2020,2,46717,Viktor Hovland,0.447,25.903,58
2020,2,50525,Collin Morikawa,0.44,31.247,71
2020,-1,39971,Sungjae Im,0.437,34.555,79
2020,1,39546,Keith Mitchell,0.412,20.595,50
2020,3,33448,Justin Thomas,0.405,23.502,58
2020,0,35450,Patrick Cantlay,0.404,17.782,44
2020,2,30911,Tommy Fleetwood,0.389,10.894,28
2020,2,27129,Luke List,0.387,22.84,59
2020,5,45486,Joaquin Niemann,0.37,24.059,65
2020,-10,40026,Daniel Berger,0.366,20.522,56
2020,0,36689,Brooks Koepka,0.362,13.742,38
2020,0,34076,Joel Dahmen,0.356,22.401,63
2020,2,28420,Ryan Brehm,0.346,11.079,32
2020,2,53165,Doc Redman,0.346,24.209,70
2020,-8,29725,Tony Finau,0.341,20.092,59
2020,-3,45526,Abraham Ancer,0.328,18.359,56
2020,2,25900,Lucas Glover,0.327,16.34,50
2020,3,33597,Harry Higgs,0.307,21.215,69
2020,6,26596,Ryan Moore,0.291,9.907,34
2020,-3,29420,Billy Horschel,0.286,16.86,59
2020,-1,32839,Hideki Matsuyama,0.285,17.364,61
2020,5,49960,Sepp Straka,0.285,17.657,62
2020,-1,23320,Ryan Palmer,0.28,16.53,59
2020,3,47347,Adam Schenk,0.279,15.356,55
2020,8,34360,Patrick Reed,0.278,18.042,65
2020,2,46435,Austin Cook,0.276,13.229,48
2020,2,39977,Max Homa,0.272,15.481,57
2020,2,25818,Scott Piercy,0.263,13.168,50
2020,2,27936,Martin Laird,0.251,7.269,29
2020,2,31646,Emiliano Grillo,0.25,12.009,48
2020,3,27214,Kevin Streelman,0.246,14.012,57
2020,3,27554,Scott Harrington,0.234,12.646,54
2020,4,48822,Sebastián Muñoz,0.218,16.98,78
2020,3,22405,Justin Rose,0.218,7.186,33
2020,3,29479,Scott Brown,0.215,10.772,50
2020,-12,34099,Harris English,0.215,14.618,68
2020,3,40042,Tyler McCumber,0.215,8.174,38
2020,2,33404,Chris Baker,0.211,6.955,33
2020,2,45157,Cam Davis,0.211,9.727,46
2020,2,36699,Patrick Rodgers,0.211,15.835,75
2020,2,31557,Jim Herman,0.21,10.899,52
2020,2,40098,Matt Fitzpatrick,0.206,9.068,44
2020,2,33204,Shane Lowry,0.203,7.299,36
2020,2,49298,Kramer Hickok,0.195,7.007,36
2020,2,29535,Brice Garnett,0.193,8.674,45
2020,2,33410,Andrew Landry,0.189,10.585,56
2020,10,34363,Tyrrell Hatton,0.188,6.402,34
2020,1,33141,Keegan Bradley,0.175,9.991,57
2020,1,32102,Rickie Fowler,0.172,7.056,41
2020,1,35658,Kris Ventura,0.172,4.806,28
2020,1,29926,Danny Lee,0.165,9.054,55
2020,1,34213,Grayson Murray,0.164,5.07,31
2020,1,26300,Matt Jones,0.159,10.16,64
2020,1,48887,Matt Wallace,0.158,6.309,40
2020,3,28089,Jason Day,0.146,5.859,40
2020,3,32448,James Hahn,0.143,3.865,27
2020,3,32662,Michael Gligic,0.136,4.628,34
2020,4,49771,J.T. Poston,0.13,8.192,63
2020,4,33449,Zack Sucher,0.127,3.048,24
2020,4,30163,Henrik Norlander,0.125,7.02,56
2020,4,28252,Seamus Power,0.124,2.604,21
2020,5,29221,Webb Simpson,0.123,6.266,51
2020,3,27644,Brian Harman,0.115,8.179,71
2020,4,32254,Xinjun Zhang,0.104,6.162,59
2020,4,34563,Chesson Hadley,0.099,4.539,46
2020,4,25493,Nick Taylor,0.094,4.686,50
2020,4,39953,Chase Seiffert,0.087,3.134,36
2020,4,29518,Brendan Steele,0.081,4.533,56
2020,8,35310,Lanto Griffin,0.076,6.053,80
2020,3,45609,Tyler Duncan,0.075,5.271,70
2020,3,26329,Louis Oosthuizen,0.075,3.015,40
2020,3,32791,K.H. Lee,0.066,3.542,54
2020,3,35532,Tom Hoge,0.062,4.086,66
2020,-13,29478,Kevin Kisner,0.058,3.237,56
2020,3,46441,Robby Shelton,0.057,3.234,57
2020,3,31323,Gary Woodland,0.052,2.777,53
2020,3,31420,Anirban Lahiri,0.05,1.15,23
2020,3,30110,Kyle Stanley,0.048,2.075,43
2020,3,25686,Jason Dufner,0.047,2.619,56
2020,3,29970,Dylan Frittelli,0.046,3.118,68
2020,3,46442,Maverick McNealy,0.025,1.437,58
2020,3,19803,Ryan Armour,0.02,0.893,45
2020,3,49964,Aaron Wise,0.016,0.56,34
2020,3,27974,Sung Kang,0.006,0.38,62
2020,3,23621,Rory Sabbatini,0.005,0.251,50
2020,3,35449,Adam Long,0.004,0.289,71
2020,3,51894,Vince Whaley,-0.002,-0.06,28
2020,3,33399,Adam Hadwin,-0.004,-0.209,54
2020,3,32139,Danny Willett,-0.004,-0.131,32
2020,3,46402,Talor Gooch,-0.019,-1.403,75
2020,3,1810,Phil Mickelson,-0.02,-0.763,38
2020,3,23788,D.J. Trahan,-0.027,-0.897,33
2020,3,33413,Ben Martin,-0.029,-0.646,22
2020,3,12716,Charley Hoffman,-0.032,-1.516,48
2020,3,37275,Sam Ryder,-0.033,-1.846,56
2020,3,23108,Matt Kuchar,-0.039,-1.899,49
2020,3,23325,Vaughn Taylor,-0.043,-1.879,44
2020,3,36801,Mark Hubbard,-0.044,-3.214,73
2020,3,34098,Russell Henley,-0.049,-2.87,58
2020,3,33948,Byeong Hun An,-0.05,-2.97,60
2020,3,24502,Adam Scott,-0.056,-1.666,30
2020,3,39324,J.J. Spaun,-0.057,-2.716,48
2020,3,46550,Brandon Hagy,-0.059,-2.136,36
2020,3,49766,Hank Lebioda,-0.062,-2.562,41
2020,3,29268,Bronson Burgoon,-0.067,-3.015,45
2020,3,34255,Joseph Bramlett,-0.072,-2.827,39
2020,5,30927,Brendon Todd,-0.073,-5.494,75
2020,2,52375,Doug Ghim,-0.074,-2.084,28
2020,2,32640,Troy Merritt,-0.074,-4.088,55
2020,2,37455,Si Woo Kim,-0.075,-4.482,60
2020,3,22056,Cameron Percy,-0.078,-2.579,33
2020,3,27330,Josh Teater,-0.08,-2.149,27
2020,3,33667,Carlos Ortiz,-0.087,-5.638,65
2020,3,24024,Zach Johnson,-0.092,-4.961,54
2020,3,26499,Rafa Cabrera Bello,-0.096,-3.75,39
2020,3,32366,Kevin Chappell,-0.099,-3.162,32
2020,3,10809,Jim Furyk,-0.099,-3.55,36
2020,3,26476,Chez Reavie,-0.107,-6.109,57
2020,3,25349,Tim Wilkinson,-0.112,-3.589,32
2020,3,34021,Bud Cauley,-0.116,-6.754,58
2020,3,34431,Robert Streb,-0.117,-3.742,32
2020,3,20229,Stewart Cink,-0.118,-5.313,45
2020,3,33120,Mark Anderson,-0.123,-4.56,37
2020,3,33419,Cameron Tringale,-0.125,-6.639,53
2020,3,47128,Richy Werenski,-0.13,-6.386,49
2020,3,21961,Charles Howell III,-0.132,-6.604,50
2020,4,24924,Bill Haas,-0.133,-4.517,34
2020,4,47993,Denny McCarthy,-0.139,-9.034,65
2020,4,33490,Bo Hoag,-0.143,-7.026,49
2020,4,33122,Russell Knox,-0.145,-7.106,49
2020,4,36871,Matthew NeSmith,-0.156,-8.405,54
2020,4,35461,Beau Hossler,-0.16,-7.839,49
2020,4,24361,Pat Perez,-0.163,-6.538,40
2020,5,35732,Wes Roach,-0.175,-3.859,22
2020,5,29974,Branden Grace,-0.181,-5.971,33
2020,5,32150,Michael Thompson,-0.187,-10.49,56
2020,5,24138,Ian Poulter,-0.188,-7.132,38
2020,5,30692,Scott Stallings,-0.191,-10.148,53
2020,5,33486,Roger Sloan,-0.198,-7.526,38
2020,-11,26851,Marc Leishman,-0.202,-10.519,52
2020,4,26758,David Hearn,-0.22,-7.912,36
2020,4,27349,Alex Noren,-0.231,-10.386,45
2020,-5,35891,Cameron Smith,-0.245,-13.475,55
2020,4,31560,Brian Stuard,-0.245,-15.695,64
2020,3,28679,Fabián Gómez,-0.251,-9.779,39
2020,4,29908,C.T. Pan,-0.258,-11.091,43
2020,4,28775,Nate Lashley,-0.276,-12.411,45
2020,4,34046,Jordan Spieth,-0.279,-13.107,47
2020,4,27942,Rob Oppenheim,-0.282,-12.699,45
2020,4,34314,Sebastian Cappelen,-0.293,-10.26,35
2020,4,21407,Arjun Atwal,-0.315,-6.302,20
2020,5,27649,Brandt Snedeker,-0.333,-16.656,50
2020,5,28307,Matt Every,-0.335,-13.723,41
2020,5,48119,Ben Taylor,-0.337,-9.425,28
2020,1,35506,Mackenzie Hughes,-0.352,-21.852,62
2020,4,19846,Brian Gay,-0.353,-17.675,50
2020,4,27556,Ted Potter Jr.,-0.378,-12.838,34
2020,5,27963,Chris Stroud,-0.39,-14.039,36
2020,5,51766,Wyndham Clark,-0.398,-18.313,46
2020,5,48045,Michael Gellerman,-0.404,-12.126,30
2020,5,40058,Zac Blair,-0.405,-20.24,50
2020,0,25396,Kevin Na,-0.41,-24.17,59
2020,4,32333,Kevin Tway,-0.422,-14.758,35
2020,4,27095,Nick Watney,-0.433,-15.601,36
2020,4,34466,Peter Malnati,-0.461,-21.67,47
2020,5,23623,Bo Van Pelt,-0.568,-17.6,31
2020,5,25572,Graeme McDowell,-0.586,-21.672,37
2020,5,32757,Patton Kizzire,-0.661,-31.057,47
2020,5,35230,Nelson Ledesma,-0.704,-16.898,24
2020,5,29484,Peter Uihlein,-0.724,-23.88,33
2020,5,22371,Aaron Baddeley,-0.736,-27.23,37
2020,5,35617,Martin Trainer,-0.76,-29.645,39
2020,5,40009,Dominic Bozzelli,-0.839,-20.133,24
2020,6,32618,Rhein Gibson,-0.888,-30.195,34
2020,6,25632,Jimmy Walker,-0.909,-37.288,41
2020,8,34256,Andrew Putnam,-1.121,-35.858,32
2019,0,28237,Rory McIlroy,1.195,68.124,57
2019,0,27064,Jhonattan Vegas,0.753,45.956,61
2019,0,25804,Bubba Watson,0.743,37.171,50
2019,0,30925,Dustin Johnson,0.703,39.36,56
2019,0,46970,Jon Rahm,0.692,36.684,53
2019,0,52372,Cameron Champ,0.657,44.682,68
2019,0,39546,Keith Mitchell,0.657,40.068,61
2019,0,39997,Corey Conners,0.653,45.081,69
2019,0,25364,Paul Casey,0.614,33.761,55
2019,0,45526,Abraham Ancer,0.575,40.83,71
2019,0,30944,Jason Kokrak,0.55,41.269,75
2019,0,30911,Tommy Fleetwood,0.545,27.235,50
2019,0,28089,Jason Day,0.535,25.143,47
2019,0,49964,Aaron Wise,0.533,28.799,54
2019,0,29518,Brendan Steele,0.518,26.393,51
2019,0,27129,Luke List,0.481,26.461,55
2019,0,33448,Justin Thomas,0.479,26.831,56
2019,0,35450,Patrick Cantlay,0.475,27.052,57
2019,0,31323,Gary Woodland,0.472,30.689,65
2019,0,31646,Emiliano Grillo,0.47,25.847,55
2019,0,36689,Brooks Koepka,0.468,27.146,58
2019,0,48081,Xander Schauffele,0.456,24.184,53
2019,0,29725,Tony Finau,0.439,28.547,65
2019,0,47959,Bryson DeChambeau,0.421,27.76,66
2019,0,27214,Kevin Streelman,0.383,26.403,69
2019,0,32839,Hideki Matsuyama,0.381,27.796,73
2019,0,30946,Alex Prugh,0.379,21.625,57
2019,0,49960,Sepp Straka,0.378,21.948,58
2019,0,33948,Byeong Hun An,0.351,21.391,61
2019,0,21209,Sergio Garcia,0.35,13.284,38
2019,0,40026,Daniel Berger,0.344,20.28,59
2019,0,47856,Seth Reeves,0.343,18.158,53
2019,0,39971,Sungjae Im,0.341,34.064,100
2019,0,46601,Trey Mullinax,0.341,21.463,63
2019,0,40098,Matt Fitzpatrick,0.338,12.492,37
2019,0,45486,Joaquin Niemann,0.338,27.054,80
2019,0,25900,Lucas Glover,0.337,27.274,81
2019,0,49298,Kramer Hickok,0.336,19.812,59
2019,0,27644,Brian Harman,0.312,22.147,71
2019,0,33399,Adam Hadwin,0.31,19.224,62
2019,0,26300,Matt Jones,0.304,20.06,66
2019,0,23621,Rory Sabbatini,0.3,22.833,76
2019,0,24502,Adam Scott,0.285,12.557,44
2019,0,29535,Brice Garnett,0.281,18.285,65
2019,0,47504,Sam Burns,0.277,18.832,68
2019,0,29970,Dylan Frittelli,0.272,18.522,68
2019,0,25818,Scott Piercy,0.27,18.927,70
2019,0,25686,Jason Dufner,0.264,15.03,57
2019,0,21961,Charles Howell III,0.262,19.126,73
2019,0,24781,Hunter Mahan,0.262,12.326,47
2019,0,37189,Harold Varner III,0.26,19.227,74
2019,0,23320,Ryan Palmer,0.255,13.022,51
2019,0,26476,Chez Reavie,0.254,17.799,70
2019,0,34076,Joel Dahmen,0.249,18.945,76
2019,0,32102,Rickie Fowler,0.247,15.541,63
2019,0,33141,Keegan Bradley,0.238,15.976,67
2019,0,46435,Austin Cook,0.236,12.51,53
2019,0,39977,Max Homa,0.213,14.714,69
2019,0,40115,Adam Svensson,0.213,11.74,55
2019,0,27141,J.B. Holmes,0.21,10.097,48
