YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
2020,119,3,23788,D.J. Trahan,28.57,132,462,-0.083
2020,119,3,33419,Cameron Tringale,28.57,212,742,-0.118
2020,121,4,31557,Jim Herman,28.55,209,732,-0.033
2020,122,4,34255,Joseph Bramlett,28.39,155,546,-0.045
2020,123,4,34314,Sebastian Cappelen,28.37,139,490,E
2020,123,4,26758,David Hearn,28.37,143,504,-0.035
2020,125,5,46046,Scottie Scheffler,28.16,276,980,-0.112
2020,126,6,29974,Branden Grace,28.14,130,462,-0.177
2020,127,6,27942,Rob Oppenheim,28.1,177,630,-0.141
2020,128,6,33141,Keegan Bradley,28.07,224,798,+0.094
2020,129,6,51894,Vince Whaley,28.06,110,392,+0.100
2020,130,6,36871,Matthew NeSmith,28.04,212,756,-0.066
2020,131,6,33948,Byeong Hun An,27.98,235,840,E
2020,131,6,39997,Corey Conners,27.98,244,872,-0.111
2020,133,6,32662,Michael Gligic,27.94,133,476,-0.075
2020,133,8,34363,Tyrrell Hatton,27.94,133,476,-0.060
2020,135,7,46402,Talor Gooch,27.33,287,1050,-0.038
2020,136,7,25572,Graeme McDowell,27.2,142,522,+0.021
2020,137,7,48822,Sebastián Muñoz,27.19,298,1096,-0.067
2020,138,7,32839,Hideki Matsuyama,26.93,230,854,-0.113
2020,139,7,31323,Gary Woodland,26.68,199,746,-0.055
2020,140,11,40026,Daniel Berger,26.66,209,784,-0.177
2020,141,7,1810,Phil Mickelson,26.5,141,532,+0.043
2020,142,5,29725,Tony Finau,26.39,218,826,-0.005
2020,143,6,32139,Danny Willett,26.34,118,448,+0.017
2020,144,6,49960,Sepp Straka,26.27,228,868,E
2020,145,9,48081,Xander Schauffele,26.22,225,858,-0.133
2020,146,12,26851,Marc Leishman,26.1,190,728,+0.021
2020,147,5,39977,Max Homa,26.06,209,802,-0.067
2020,148,5,45486,Joaquin Niemann,26.04,238,914,-0.063
2020,149,6,48887,Matt Wallace,25.89,145,560,-0.021
2020,150,6,47347,Adam Schenk,25.84,199,770,-0.035
2020,151,6,29518,Brendan Steele,25.77,202,784,-0.020
2020,152,11,33448,Justin Thomas,25.61,209,816,-0.091
2020,153,5,33667,Carlos Ortiz,25.6,233,910,-0.069
2020,154,6,21209,Sergio Garcia,25.45,114,448,-0.088
2020,155,6,35461,Beau Hossler,25.22,173,686,+0.046
2020,156,6,27974,Sung Kang,25.0,218,872,+0.096
2020,157,8,30911,Tommy Fleetwood,24.49,96,392,E
2020,158,8,21961,Charles Howell III,24.29,170,700,+0.035
2020,159,8,35658,Kris Ventura,24.23,95,392,+0.053
2020,160,8,25632,Jimmy Walker,24.22,139,574,+0.058
2020,161,8,32366,Kevin Chappell,23.88,107,448,-0.009
2020,162,8,35310,Lanto Griffin,23.84,268,1124,-0.015
2020,163,9,35450,Patrick Cantlay,23.39,145,620,-0.090
2020,164,9,27095,Nick Watney,23.21,117,504,-0.043
2020,165,6,46970,Jon Rahm,23.19,186,802,-0.156
2020,166,8,37189,Harold Varner III,23.18,185,798,-0.049
2020,167,8,29484,Peter Uihlein,22.94,106,462,-0.009
2020,168,8,39546,Keith Mitchell,22.87,161,704,+0.037
2020,169,8,46550,Brandon Hagy,22.62,114,504,+0.044
2020,170,8,30944,Jason Kokrak,22.55,161,714,+0.006
2020,171,8,27129,Luke List,22.4,185,826,-0.011
2020,172,8,27064,Jhonattan Vegas,22.2,115,518,+0.043
2020,173,8,45157,Cam Davis,22.05,142,644,-0.042
2020,174,8,36689,Brooks Koepka,21.8,116,532,+0.060
2020,175,8,56278,Matthew Wolff,21.67,192,886,+0.073
2020,176,9,36699,Patrick Rodgers,21.24,223,1050,-0.036
2020,177,7,30925,Dustin Johnson,21.0,139,662,-0.043
2020,178,8,24502,Adam Scott,20.95,88,420,+0.011
2020,179,8,32333,Kevin Tway,20.82,102,490,+0.147
2020,180,8,35617,Martin Trainer,20.73,114,550,+0.202
2020,181,8,25364,Paul Casey,20.65,128,620,+0.031
2020,182,8,51766,Wyndham Clark,20.5,132,644,-0.061
2020,183,8,27554,Scott Harrington,20.37,154,756,-0.019
2020,184,8,25804,Bubba Watson,19.92,159,798,-0.082
2020,185,8,28237,Rory McIlroy,19.75,141,714,+0.043
2020,186,8,28252,Seamus Power,19.73,58,294,+0.052
2020,187,8,47504,Sam Burns,19.22,148,770,-0.014
2020,188,8,40042,Tyler McCumber,19.17,102,532,+0.157
2020,189,8,56762,Will Gordon,18.18,56,308,+0.036
2020,190,8,34213,Grayson Murray,16.13,70,434,+0.029
2020,191,8,28420,Ryan Brehm,15.18,68,448,+0.059
2020,192,8,47959,Bryson DeChambeau,13.82,120,868,-0.150
2020,193,8,52372,Cameron Champ,12.0,103,858,+0.097
2019,1,0,37455,Si Woo Kim,38.14,315,826,-0.140
2019,2,0,34076,Joel Dahmen,37.92,402,1060,-0.087
2019,3,0,27644,Brian Harman,36.9,366,992,-0.071
2019,4,0,20572,Rod Pampling,36.71,210,572,-0.024
2019,5,0,29970,Dylan Frittelli,36.5,346,948,-0.098
2019,6,0,40115,Adam Svensson,36.33,279,768,-0.086
2019,7,0,33486,Roger Sloan,36.17,353,976,-0.054
2019,8,0,39971,Sungjae Im,36.03,503,1396,-0.103
2019,9,0,34466,Peter Malnati,35.85,380,1060,-0.113
2019,10,0,33399,Adam Hadwin,35.8,310,866,-0.077
2019,11,0,27649,Brandt Snedeker,35.71,400,1120,-0.155
2019,12,0,34363,Tyrrell Hatton,35.67,209,586,-0.053
2019,13,0,39324,J.J. Spaun,35.6,319,896,-0.041
2019,14,0,32640,Troy Merritt,35.53,280,788,-0.082
2019,15,0,25493,Nick Taylor,35.33,424,1200,-0.078
2019,16,0,39327,Ben Silverman,35.29,276,782,-0.080
2019,17,0,49298,Kramer Hickok,35.28,290,822,-0.048
2019,18,0,24024,Zach Johnson,35.09,259,738,-0.127
2019,19,0,27958,Ryan Blaum,35.06,352,1004,-0.065
2019,20,0,49771,J.T. Poston,35.04,431,1230,-0.084
2019,21,0,30191,Julián Etulain,34.93,248,710,-0.028
2019,22,0,33122,Russell Knox,34.91,287,822,-0.125
2019,23,0,35449,Adam Long,34.87,332,952,-0.045
2019,24,0,23108,Matt Kuchar,34.81,323,928,-0.158
2019,25,0,29479,Scott Brown,34.63,329,950,-0.088
2019,26,0,24924,Bill Haas,34.59,294,850,-0.065
2019,27,0,32150,Michael Thompson,34.58,314,908,-0.121
2019,28,0,36799,Stephan Jaeger,34.55,275,796,-0.040
2019,29,0,23325,Vaughn Taylor,34.27,392,1144,-0.194
2019,30,0,32058,José de Jesús Rodríguez,34.21,234,684,-0.068
2019,31,0,28775,Nate Lashley,34.16,263,770,-0.129
2019,32,0,34098,Russell Henley,34.12,290,850,-0.086
2019,33,0,46523,Joey Garber,34.0,204,600,-0.025
2019,34,0,34264,Hudson Swafford,33.84,222,656,+0.045
2019,35,0,30978,Kiradech Aphibarnrat,33.81,213,630,-0.056
2019,36,0,35376,Roberto Díaz,33.8,240,710,-0.150
2019,37,0,35461,Beau Hossler,33.79,321,950,+0.003
2019,38,0,26758,David Hearn,33.76,160,474,-0.125
2019,39,0,29478,Kevin Kisner,33.74,334,990,-0.114
2019,40,0,29908,C.T. Pan,33.73,282,836,-0.039
2019,41,0,30911,Tommy Fleetwood,33.71,236,700,-0.068
2019,42,0,28259,Sangmoon Bae,33.69,188,558,-0.032
2019,43,0,34046,Jordan Spieth,33.66,311,924,-0.077
2019,44,0,31646,Emiliano Grillo,33.64,259,770,-0.054
2019,45,0,24361,Pat Perez,33.62,193,574,-0.036
2019,46,0,40098,Matt Fitzpatrick,33.59,174,518,-0.121
2019,47,0,24138,Ian Poulter,33.55,208,620,-0.077
2019,48,0,22405,Justin Rose,33.53,230,686,-0.030
2019,49,0,29420,Billy Horschel,33.51,325,970,-0.102
2019,49,0,27214,Kevin Streelman,33.51,323,964,-0.043
2019,51,0,45526,Abraham Ancer,33.5,333,994,-0.093
2019,51,0,22371,Aaron Baddeley,33.5,197,588,-0.081
2019,53,0,35879,Kelly Kraft,33.44,303,906,-0.056
2019,54,0,27895,Jonas Blixt,33.41,298,892,-0.084
2019,55,0,47128,Richy Werenski,33.33,340,1020,-0.082
2019,56,0,34360,Patrick Reed,33.3,341,1024,-0.082
2019,57,0,49766,Hank Lebioda,33.29,269,808,-0.123
2019,58,0,29221,Webb Simpson,33.26,322,968,-0.165
2019,59,0,47990,Kyle Jones,33.16,250,754,-0.104
2019,60,0,21209,Sergio Garcia,33.14,175,528,-0.046
2019,61,0,26476,Chez Reavie,33.13,324,978,-0.133
2019,62,0,30110,Kyle Stanley,32.99,254,770,-0.035
2019,63,0,26300,Matt Jones,32.93,303,920,-0.086
2019,64,0,34021,Bud Cauley,32.79,339,1034,-0.074
2019,65,0,32791,K.H. Lee,32.64,283,867,-0.035
2019,66,0,12716,Charley Hoffman,32.57,213,654,-0.009
2019,67,0,23621,Rory Sabbatini,32.55,345,1060,-0.116
2019,68,0,32139,Danny Willett,32.47,226,696,-0.027
2019,69,0,25686,Jason Dufner,32.41,258,796,-0.078
2019,69,0,35532,Tom Hoge,32.41,326,1006,-0.046
2019,71,0,47993,Denny McCarthy,32.33,311,962,-0.174
2019,71,0,25572,Graeme McDowell,32.33,225,696,-0.089
2019,73,0,39997,Corey Conners,32.3,312,966,-0.038
2019,74,0,26329,Louis Oosthuizen,32.19,215,668,-0.047
2019,75,0,24781,Hunter Mahan,32.16,211,656,-0.052
2019,76,0,6522,Ernie Els,32.14,135,420,-0.044
2019,77,0,25900,Lucas Glover,32.12,363,1130,-0.118
2019,78,0,35891,Cameron Smith,32.08,238,742,-0.029
2019,79,0,33141,Keegan Bradley,32.02,301,940,-0.073
2019,80,0,33410,Andrew Landry,31.98,291,910,-0.103
2019,81,0,29518,Brendan Steele,31.88,227,712,-0.022
2019,82,0,37380,Curtis Luck,31.86,195,612,-0.056
2019,83,0,24502,Adam Scott,31.82,196,616,-0.117
2019,84,0,29926,Danny Lee,31.77,319,1004,-0.019
2019,84,0,27963,Chris Stroud,31.77,230,724,+0.096
2019,86,0,37454,Whee Kim,31.76,209,658,-0.019
2019,87,0,24925,Jonathan Byrd,31.75,160,504,-0.044
2019,88,0,26499,Rafa Cabrera Bello,31.74,212,668,-0.108
2019,88,0,34431,Robert Streb,31.74,266,838,-0.056
2019,90,0,45609,Tyler Duncan,31.72,288,908,-0.063
2019,91,0,49303,Anders Albertson,31.59,230,728,-0.022
2019,92,0,23320,Ryan Palmer,31.51,225,714,+0.009
2019,93,0,36852,Jim Knous,31.43,171,544,-0.035
2019,94,0,25198,Francesco Molinari,31.42,186,592,-0.027
2019,95,0,27330,Josh Teater,31.4,233,742,-0.017
2019,96,0,48081,Xander Schauffele,31.37,234,746,-0.085
2019,97,0,27974,Sung Kang,31.35,306,976,+0.007
2019,98,0,37340,Chase Wright,31.28,249,796,-0.056
2019,99,0,31420,Anirban Lahiri,31.27,257,822,+0.008
2019,100,0,29268,Bronson Burgoon,31.16,205,658,+0.034
2019,101,0,37275,Sam Ryder,31.15,261,838,-0.119
2019,102,0,34563,Chesson Hadley,31.1,260,836,+0.050
2019,103,0,45486,Joaquin Niemann,31.09,347,1116,-0.017
2019,104,0,23353,J.J. Henry,31.01,178,574,+0.006
2019,105,0,27556,Ted Potter Jr.,31.0,261,842,-0.061
2019,106,0,28679,Fabián Gómez,30.95,208,672,-0.125
2019,107,0,36699,Patrick Rodgers,30.89,194,628,-0.046
2019,108,0,25396,Kevin Na,30.84,190,616,-0.047
2019,108,0,33448,Justin Thomas,30.84,243,788,-0.091
2019,110,0,30786,Brady Schnell,30.77,168,546,-0.077
2019,111,0,31557,Jim Herman,30.75,163,530,-0.031
2019,112,0,40026,Daniel Berger,30.63,253,826,-0.059
2019,113,0,26851,Marc Leishman,30.55,245,802,-0.086
2019,114,0,32757,Patton Kizzire,30.46,226,742,+0.009
2019,115,0,33667,Carlos Ortiz,30.42,306,1006,-0.062
2019,116,0,34306,John Chin,30.26,161,532,+0.056
2019,117,0,29223,Sam Saunders,30.19,282,934,+0.028
2019,118,0,25818,Scott Piercy,30.18,297,984,-0.131
2019,119,0,29974,Branden Grace,30.1,189,628,-0.011
2019,120,0,29535,Brice Garnett,29.93,273,912,-0.121
2019,121,0,46402,Talor Gooch,29.91,201,672,-0.030
2019,122,0,49964,Aaron Wise,29.87,227,760,-0.048
2019,123,0,32816,Satoshi Kodaira,29.83,213,714,-0.047
2019,124,0,33418,Shawn Stefani,29.75,257,864,-0.039
2019,125,0,35450,Patrick Cantlay,29.7,237,798,-0.063
2019,126,0,46435,Austin Cook,29.67,219,738,-0.005
2019,127,0,32839,Hideki Matsuyama,29.65,303,1022,-0.076
2019,128,0,48822,Sebastián Muñoz,29.64,265,894,-0.087
2019,129,0,32200,Roberto Castro,29.63,256,864,-0.055
2019,130,0,47959,Bryson DeChambeau,29.53,274,928,-0.120
2019,131,0,30692,Scott Stallings,29.22,277,948,-0.032
2019,132,0,33419,Cameron Tringale,29.21,208,712,-0.149
2019,133,0,30946,Alex Prugh,29.15,232,796,-0.052
2019,133,0,35732,Wes Roach,29.15,200,686,-0.045
2019,135,0,40009,Dominic Bozzelli,28.86,198,686,-0.056
2019,136,0,19803,Ryan Armour,28.59,299,1046,-0.084
2019,136,0,19846,Brian Gay,28.59,287,1004,-0.070
2019,136,0,37189,Harold Varner III,28.59,295,1032,-0.031
2019,139,0,21961,Charles Howell III,28.56,293,1026,-0.041
2019,140,0,34256,Andrew Putnam,28.43,224,788,-0.116
2019,141,0,20472,Alex Cejka,28.42,158,556,-0.019
2019,142,0,25632,Jimmy Walker,28.32,226,798,-0.018
2019,143,0,10809,Jim Furyk,28.21,224,794,-0.147
2019,144,0,47347,Adam Schenk,28.18,323,1146,-0.022
2019,145,0,39977,Max Homa,28.11,271,964,+0.052
2019,146,0,25364,Paul Casey,28.05,216,770,-0.111
2019,147,0,26951,Johnson Wagner,27.81,183,658,-0.109
2019,148,0,21731,Freddie Jacobson,27.78,155,558,+0.006
2019,149,0,27349,Alex Noren,27.74,167,602,-0.078
2019,150,0,26596,Ryan Moore,27.73,244,880,-0.148
2019,151,0,28089,Jason Day,27.42,181,660,-0.105
2019,152,0,39975,Michael Kim,27.22,172,632,+0.035
2019,152,0,46970,Jon Rahm,27.22,202,742,-0.059
2019,154,0,21528,Henrik Stenson,27.05,158,584,-0.108
2019,155,0,35421,Brandon Harkins,26.82,258,962,-0.047
2019,156,0,35506,Mackenzie Hughes,26.74,246,920,+0.016
2019,157,0,39954,Cody Gribble,26.67,216,810,-0.019
2019,158,0,1810,Phil Mickelson,26.57,186,700,-0.022
2019,159,0,31323,Gary Woodland,26.43,241,912,-0.062
2019,160,0,30944,Jason Kokrak,26.2,274,1046,-0.040
2019,160,0,27095,Nick Watney,26.2,252,962,+0.016
2019,162,0,27936,Martin Laird,26.13,267,1022,-0.037
2019,163,0,28252,Seamus Power,26.1,226,866,+0.009
2019,164,0,47504,Sam Burns,25.95,246,948,+0.085
2019,165,0,45157,Cam Davis,25.88,206,796,-0.058
2019,165,0,39546,Keith Mitchell,25.88,221,854,+0.009
2019,167,0,49960,Sepp Straka,25.87,209,808,-0.053
2019,168,0,34099,Harris English,25.77,284,1102,-0.046
2019,169,0,33948,Byeong Hun An,25.64,219,854,-0.068
2019,170,0,32102,Rickie Fowler,25.62,226,882,+0.004
2019,171,0,27064,Jhonattan Vegas,25.41,217,854,+0.041
2019,172,0,32333,Kevin Tway,25.11,236,940,+0.038
2019,173,0,29725,Tony Finau,24.95,227,910,-0.035
2019,174,0,35617,Martin Trainer,24.79,173,698,+0.064
2019,175,0,46501,Ollie Schniederjans,24.77,211,852,+0.071
2019,176,0,36689,Brooks Koepka,24.39,199,816,-0.055
2019,177,0,27141,J.B. Holmes,23.96,161,672,+0.056
2019,178,0,29484,Peter Uihlein,23.89,193,808,-0.016
2019,179,0,30925,Dustin Johnson,23.6,185,784,+0.005
2019,180,0,31560,Brian Stuard,22.91,246,1074,-0.207
2019,181,0,25804,Bubba Watson,22.29,156,700,-0.032
2019,182,0,27129,Luke List,22.08,170,770,-0.012
2019,183,0,28237,Rory McIlroy,21.82,175,802,-0.109
2019,184,0,34261,Scott Langley,21.36,191,894,-0.073
2019,185,0,51766,Wyndham Clark,20.43,208,1018,-0.010
2019,186,0,46601,Trey Mullinax,19.82,174,878,E
2019,187,0,47856,Seth Reeves,18.92,140,740,+0.057
2019,188,0,52372,Cameron Champ,15.79,151,956,+0.026
2018,1,0,34409,David Lingmerth,39.19,377,962,-0.066
2018,2,0,21528,Henrik Stenson,38.27,235,614,-0.089
2018,3,0,25493,Nick Taylor,37.62,389,1034,-0.049
2018,4,0,39975,Michael Kim,36.6,276,754,-0.051
2018,5,0,24024,Zach Johnson,36.35,365,1004,-0.129
2018,6,0,46435,Austin Cook,36.34,468,1288,-0.077
2018,7,0,27958,Ryan Blaum,36.25,364,1004,-0.113
2018,8,0,33399,Adam Hadwin,35.93,332,924,-0.081
2018,9,0,39324,J.J. Spaun,35.51,353,994,-0.139
2018,10,0,37338,Zecheng Dou,35.26,177,502,+0.079
2018,11,0,34021,Bud Cauley,35.14,201,572,-0.060
2018,12,0,35532,Tom Hoge,34.91,405,1160,-0.069
2018,13,0,34256,Andrew Putnam,34.76,374,1076,-0.080
2018,14,0,34360,Patrick Reed,34.74,305,878,-0.052
2018,15,0,27644,Brian Harman,34.68,351,1012,-0.085
2018,16,0,33410,Andrew Landry,34.64,354,1022,-0.042
2018,16,0,27214,Kevin Streelman,34.64,397,1146,-0.103
2018,18,0,29926,Danny Lee,34.36,336,978,-0.089
2018,19,0,26596,Ryan Moore,34.27,316,922,-0.152
2018,20,0,28307,Matt Every,34.12,290,850,-0.031
2018,21,0,24138,Ian Poulter,34.1,238,698,-0.134
2018,22,0,27349,Alex Noren,33.97,233,686,-0.047
2018,23,0,47128,Richy Werenski,33.85,350,1034,-0.100
2018,24,0,29535,Brice Garnett,33.81,382,1130,-0.042
2018,25,0,32448,James Hahn,33.64,325,966,-0.055
2018,26,0,37455,Si Woo Kim,33.52,366,1092,-0.003
2018,27,0,27556,Ted Potter Jr.,33.46,360,1076,-0.131
2018,27,0,23621,Rory Sabbatini,33.46,350,1046,-0.111
2018,29,0,35544,Andrew Yun,33.4,159,476,+0.050
2018,30,0,31416,Derek Fathauer,33.26,316,950,+0.019
2018,31,0,31420,Anirban Lahiri,33.16,311,938,-0.010
2018,32,0,31646,Emiliano Grillo,33.07,338,1022,-0.098
2018,33,0,28775,Nate Lashley,33.06,162,490,-0.049
2018,34,0,39327,Ben Silverman,33.05,351,1062,-0.111
2018,35,0,23325,Vaughn Taylor,32.96,323,980,-0.102
2018,36,0,32150,Michael Thompson,32.91,258,784,-0.089
2018,37,0,20229,Stewart Cink,32.87,307,934,-0.042
2018,37,0,28500,Martin Flores,32.87,330,1004,-0.015
2018,39,0,26476,Chez Reavie,32.82,275,838,-0.142
2018,40,0,23353,J.J. Henry,32.8,288,878,-0.069
2018,40,0,27942,Rob Oppenheim,32.8,248,756,-0.020
2018,42,0,39328,Conrad Shindler,32.79,202,616,-0.084
2018,43,0,35545,Blayne Barber,32.78,274,836,-0.018
2018,43,0,23108,Matt Kuchar,32.78,297,906,-0.145
2018,45,0,25892,Steve Wheatcroft,32.76,211,644,-0.019
2018,46,0,32640,Troy Merritt,32.75,334,1020,-0.102
2018,46,0,27649,Brandt Snedeker,32.75,338,1032,-0.086
2018,48,0,34076,Joel Dahmen,32.7,325,994,-0.040
2018,49,0,30926,Chris Kirk,32.69,438,1340,-0.139
2018,50,0,22371,Aaron Baddeley,32.68,319,976,-0.053
2018,51,0,35506,Mackenzie Hughes,32.63,310,950,-0.029
2018,52,0,27895,Jonas Blixt,32.54,220,676,-0.091
2018,53,0,32876,Martin Piller,32.48,304,936,-0.043
2018,54,0,25396,Kevin Na,32.45,318,980,-0.135
2018,55,0,28679,Fabián Gómez,32.32,320,990,-0.072
2018,56,0,20572,Rod Pampling,32.27,202,626,+0.054
2018,57,0,22056,Cameron Percy,32.23,185,574,-0.146
2018,58,0,32757,Patton Kizzire,32.12,352,1096,-0.051
2018,59,0,37275,Sam Ryder,32.07,313,976,-0.045
2018,60,0,34466,Peter Malnati,31.87,334,1048,-0.036
2018,61,0,29420,Billy Horschel,31.85,344,1080,-0.169
2018,62,0,29479,Scott Brown,31.77,359,1130,+0.019
2018,63,0,45609,Tyler Duncan,31.71,359,1132,-0.047
2018,64,0,26499,Rafa Cabrera Bello,31.7,213,672,-0.052
2018,64,0,25198,Francesco Molinari,31.7,253,798,-0.051
2018,66,0,24781,Hunter Mahan,31.65,226,714,-0.080
2018,67,0,49964,Aaron Wise,31.63,353,1116,-0.028
2018,68,0,33122,Russell Knox,31.59,326,1032,-0.049
2018,69,0,27974,Sung Kang,31.58,295,934,+0.017
2018,70,0,40009,Dominic Bozzelli,31.41,267,850,-0.030
2018,70,0,29908,C.T. Pan,31.41,360,1146,-0.131
2018,72,0,29478,Kevin Kisner,31.4,287,914,-0.045
2018,73,0,32816,Satoshi Kodaira,31.25,175,560,+0.051
2018,73,0,25572,Graeme McDowell,31.25,200,640,-0.140
2018,75,0,47993,Denny McCarthy,31.2,214,686,-0.051
2018,76,0,35891,Cameron Smith,31.15,266,854,-0.064
2018,77,0,33413,Ben Martin,31.11,247,794,-0.053
2018,77,0,24140,Sean O'Hair,31.11,247,794,-0.016
2018,79,0,30110,Kyle Stanley,31.1,293,942,-0.133
2018,80,0,36799,Stephan Jaeger,31.09,273,878,-0.132
2018,81,0,29221,Webb Simpson,31.06,351,1130,-0.085
2018,82,0,34098,Russell Henley,31.0,253,816,-0.103
2018,83,0,31202,William McGirt,30.98,324,1046,-0.080
2018,84,0,22582,Kyle Thompson,30.95,156,504,-0.006
2018,85,0,49771,J.T. Poston,30.83,246,798,-0.016
2018,86,0,40058,Zac Blair,30.75,198,644,-0.126
2018,87,0,39954,Cody Gribble,30.69,232,756,+0.022
2018,88,0,33419,Cameron Tringale,30.53,218,714,+0.023
2018,89,0,34046,Jordan Spieth,30.45,282,926,-0.099
2018,90,0,25900,Lucas Glover,30.31,194,640,-0.036
2018,91,0,33204,Shane Lowry,30.28,215,710,+0.028
2018,92,0,30978,Kiradech Aphibarnrat,30.25,144,476,-0.076
2018,93,0,34563,Chesson Hadley,30.23,376,1244,-0.053
2018,94,0,45526,Abraham Ancer,30.22,350,1158,-0.080
2018,95,0,12510,Chad Campbell,30.19,282,934,-0.113
2018,96,0,20472,Alex Cejka,30.14,252,836,-0.163
2018,97,0,25834,Daniel Summerhays,30.08,160,532,-0.025
2018,98,0,29222,Billy Hurley III,30.03,239,796,-0.084
2018,99,0,35376,Roberto Díaz,29.97,235,784,+0.004
2018,100,0,29485,Brett Stegmaier,29.94,197,658,-0.025
2018,101,0,46402,Talor Gooch,29.91,259,866,+0.023
2018,102,0,34431,Robert Streb,29.83,250,838,-0.056
2018,103,0,12716,Charley Hoffman,29.79,283,950,-0.078
2018,104,0,37454,Whee Kim,29.76,303,1018,-0.007
2018,105,0,20157,Retief Goosen,29.75,166,558,E
2018,106,0,20593,Greg Chalmers,29.72,170,572,+0.012
2018,107,0,26758,David Hearn,29.71,208,700,-0.106
2018,108,0,34174,John Huh,29.67,340,1146,-0.109
2018,109,0,25818,Scott Piercy,29.62,282,952,-0.057
2018,110,0,24925,Jonathan Byrd,29.61,199,672,-0.111
2018,111,0,31560,Brian Stuard,29.59,364,1230,-0.099
2018,112,0,19846,Brian Gay,29.55,380,1286,-0.113
2018,113,0,26951,Johnson Wagner,29.48,227,770,-0.141
2018,114,0,24924,Bill Haas,29.46,271,920,-0.070
2018,115,0,29223,Sam Saunders,29.34,274,934,+0.026
2018,116,0,30692,Scott Stallings,29.3,327,1116,-0.009
2018,117,0,29268,Bronson Burgoon,29.2,233,798,E
2018,118,0,35450,Patrick Cantlay,29.19,275,942,-0.116
2018,119,0,35461,Beau Hossler,29.17,367,1258,-0.079
2018,120,0,47287,Ethan Tracy,28.97,219,756,+0.068
2018,121,0,27963,Chris Stroud,28.8,235,816,+0.013
2018,122,0,25686,Jason Dufner,28.77,210,730,-0.024
2018,122,0,32254,Xinjun Zhang,28.77,229,796,E
2018,124,0,33141,Keegan Bradley,28.76,321,1116,-0.062
2018,125,0,24846,Ricky Barnes,28.73,181,630,-0.116
2018,126,0,29461,Jamie Lovemark,28.58,311,1088,-0.100
2018,127,0,26300,Matt Jones,28.42,187,658,+0.005
2018,128,0,24361,Pat Perez,28.41,204,718,-0.074
2018,129,0,34358,Jonathan Randolph,28.28,237,838,-0.013
2018,130,0,34264,Hudson Swafford,28.22,206,730,-0.117
2018,131,0,21961,Charles Howell III,28.13,306,1088,-0.052
2018,132,0,28252,Seamus Power,27.98,258,922,-0.101
2018,133,0,26331,Charl Schwartzel,27.91,163,584,+0.012
2018,134,0,27936,Martin Laird,27.82,237,852,-0.089
2018,135,0,35879,Kelly Kraft,27.71,286,1032,-0.042
2018,136,0,26851,Marc Leishman,27.68,284,1026,-0.046
2018,137,0,30911,Tommy Fleetwood,27.65,209,756,-0.115
2018,138,0,29974,Branden Grace,27.61,169,612,-0.083
2018,139,0,22405,Justin Rose,27.51,203,738,-0.099
2018,140,0,47125,Matt Atkins,27.32,153,560,+0.052
2018,141,0,34363,Tyrrell Hatton,27.21,160,588,-0.119
2018,142,0,40026,Daniel Berger,27.18,237,872,-0.055
2018,143,0,19803,Ryan Armour,27.16,365,1344,-0.104
2018,144,0,39997,Corey Conners,27.13,299,1102,-0.003
2018,145,0,23320,Ryan Palmer,27.03,226,836,-0.066
2018,146,0,33418,Shawn Stefani,27.02,227,840,-0.009
2018,147,0,1810,Phil Mickelson,26.94,264,980,-0.083
2018,147,0,28132,Tyrone Van Aswegen,26.94,312,1158,-0.042
2018,149,0,8793,Tiger Woods,26.64,219,822,-0.123
2018,150,0,35421,Brandon Harkins,26.52,315,1188,+0.016
2018,151,0,32839,Hideki Matsuyama,26.31,211,802,-0.066
2018,152,0,25632,Jimmy Walker,26.2,241,920,+0.017
2018,153,0,37278,Nicholas Lindheim,26.09,215,824,-0.102
2018,154,0,47347,Adam Schenk,25.98,239,920,+0.046
2018,155,0,25240,D.A. Points,25.96,175,674,-0.103
2018,156,0,35310,Lanto Griffin,25.95,218,840,+0.009
2018,157,0,27095,Nick Watney,25.81,288,1116,-0.035
2018,158,0,24502,Adam Scott,25.72,215,836,-0.065
2018,159,0,25364,Paul Casey,25.66,175,682,-0.023
2018,160,0,32102,Rickie Fowler,25.41,218,858,-0.055
2018,161,0,26329,Louis Oosthuizen,25.31,162,640,-0.043
2018,162,0,23541,Ben Crane,25.16,162,644,-0.056
2018,163,0,33948,Byeong Hun An,24.51,250,1020,-0.092
2018,163,0,48084,Wesley Bryan,24.51,176,718,-0.091
2018,165,0,34099,Harris English,24.42,232,950,+0.056
2018,166,0,27141,J.B. Holmes,24.16,229,948,-0.061
2018,167,0,29484,Peter Uihlein,23.85,217,910,+0.023
2018,168,0,37189,Harold Varner III,23.74,245,1032,+0.078
2018,169,0,32333,Kevin Tway,23.53,296,1258,E
2018,170,0,32366,Kevin Chappell,23.17,202,872,-0.025
2018,171,0,39546,Keith Mitchell,23.06,268,1162,+0.007
2018,172,0,31323,Gary Woodland,23.01,225,978,+0.004
2018,173,0,34213,Grayson Murray,22.95,190,828,-0.011
2018,174,0,46501,Ollie Schniederjans,22.91,246,1074,-0.033
2018,175,0,33448,Justin Thomas,22.8,218,956,-0.087
2018,176,0,36699,Patrick Rodgers,22.59,230,1018,+0.057
2018,177,0,24358,Robert Garrigus,22.47,213,948,-0.005
