YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
2017,0,24358,Robert Garrigus,"44' 4""",116074,218,9672.833,29.0
2017,0,39954,Cody Gribble,"44' 4""",143042,269,11920.167,29.0
2017,0,27141,J.B. Holmes,"44' 4""",148371,279,12364.25,20.0
2017,0,32757,Patton Kizzire,"44' 4""",157895,297,13157.917,44.0
2017,0,27895,Jonas Blixt,"44' 5""",117816,221,9818.0,52.0
2017,0,35450,Patrick Cantlay,"44' 5""",84716,159,7059.667,7.0
2017,0,28089,Jason Day,"44' 5""",123189,231,10265.75,30.0
2017,0,30852,Ryo Ishikawa,"44' 5""",104987,197,8748.917,39.0
2017,0,46440,Smylie Kaufman,"44' 5""",151230,284,12602.5,43.0
2017,0,30110,Kyle Stanley,"44' 5""",137065,257,11422.083,36.0
2017,0,25274,Steven Bowditch,"44' 6""",119707,224,9975.583,59.0
2017,0,28420,Ryan Brehm,"44' 6""",162257,304,13521.417,22.0
2017,0,34431,Robert Streb,"44' 6""",164009,307,13667.417,33.0
2017,0,27963,Chris Stroud,"44' 6""",92398,173,7699.833,26.0
2017,0,23497,Tag Ridings,"44' 7""",113395,212,9449.583,13.0
2017,0,12510,Chad Campbell,"44' 8""",153318,286,12776.5,37.0
2017,0,25191,Gonzalo Fernandez-Castaño,"44' 8""",112054,209,9337.833,16.0
2017,0,27936,Martin Laird,"44' 8""",115766,216,9647.167,27.0
2017,0,31560,Brian Stuard,"44' 8""",106642,199,8886.833,37.0
2017,0,46732,Rick Lamb,"44' 9""",74595,139,6216.25,27.0
2017,0,24140,Sean O'Hair,"44' 9""",132036,246,11003.0,21.0
2017,0,34264,Hudson Swafford,"44' 9""",147227,274,12268.917,32.0
2017,0,40058,Zac Blair,"44' 10""",134592,250,11216.0,21.0
2017,0,32366,Kevin Chappell,"44' 10""",140879,262,11739.917,34.0
2017,0,20229,Stewart Cink,"44' 10""",171753,319,14312.75,36.0
2017,0,31646,Emiliano Grillo,"44' 10""",109187,203,9098.917,30.0
2017,0,35891,Cameron Smith,"44' 10""",148896,277,12408.0,28.0
2017,0,25834,Daniel Summerhays,"44' 10""",149697,278,12474.75,40.0
2017,0,25493,Nick Taylor,"44' 10""",159746,297,13312.167,36.0
2017,0,28679,Fabián Gómez,"44' 11""",95455,177,7954.583,13.0
2017,0,35506,Mackenzie Hughes,"44' 11""",199598,370,16633.167,46.0
2017,0,47959,Bryson DeChambeau,"45' 0""",143056,265,11921.333,47.0
2017,0,27974,Sung Kang,"45' 0""",175449,325,14620.75,31.0
2017,0,25364,Paul Casey,"45' 1""",120117,222,10009.75,17.0
2017,0,23325,Vaughn Taylor,"45' 2""",107791,199,8982.583,18.0
2017,0,35545,Blayne Barber,"45' 3""",124270,229,10355.833,41.0
2017,0,21961,Charles Howell III,"45' 3""",147575,272,12297.917,25.0
2017,0,19846,Brian Gay,"45' 4""",125104,230,10425.333,33.0
2017,0,37454,Whee Kim,"45' 4""",143059,263,11921.583,30.0
2017,0,26499,Rafa Cabrera Bello,"45' 5""",86155,158,7179.583,19.0
2017,0,23800,Bryce Molder,"45' 5""",137978,253,11498.167,41.0
2017,0,32150,Michael Thompson,"45' 5""",93186,171,7765.5,29.0
2017,0,24846,Ricky Barnes,"45' 6""",178483,327,14873.583,19.0
2017,0,27958,Ryan Blaum,"45' 6""",180753,331,15062.75,46.0
2017,0,29479,Scott Brown,"45' 6""",143107,262,11925.583,28.0
2017,0,30944,Jason Kokrak,"45' 6""",157778,289,13148.167,30.0
2017,0,29725,Tony Finau,"45' 7""",190748,349,15895.667,20.0
2017,0,36699,Patrick Rodgers,"45' 7""",160315,293,13359.583,40.0
2017,0,33948,Byeong Hun An,"45' 8""",112819,206,9401.583,39.0
2017,0,20472,Alex Cejka,"45' 8""",112893,206,9407.75,30.0
2017,0,29974,Branden Grace,"45' 8""",98690,180,8224.167,13.0
2017,0,39975,Michael Kim,"45' 8""",155710,284,12975.833,22.0
2017,0,30191,Julián Etulain,"45' 9""",100473,183,8372.75,21.0
2017,0,29476,Kyle Reifers,"45' 9""",123445,225,10287.083,34.0
2017,0,46443,Brian Campbell,"45' 10""",85217,155,7101.417,19.0
2017,0,6522,Ernie Els,"45' 10""",75943,138,6328.583,28.0
2017,0,33141,Keegan Bradley,"45' 11""",149898,272,12491.5,54.0
2017,0,33399,Adam Hadwin,"45' 11""",132899,241,11074.917,29.0
2017,0,33204,Shane Lowry,"45' 11""",59557,108,4963.083,11.0
2017,0,48822,Sebastián Muñoz,"46' 0""",96069,174,8005.75,23.0
2017,0,40009,Dominic Bozzelli,"46' 1""",124522,225,10376.833,31.0
2017,0,48084,Wesley Bryan,"46' 1""",153625,278,12802.083,54.0
2017,0,24138,Ian Poulter,"46' 1""",105596,191,8799.667,26.0
2017,0,24502,Adam Scott,"46' 1""",87909,159,7325.75,16.0
2017,0,34174,John Huh,"46' 2""",150107,271,12508.917,27.0
2017,0,31416,Derek Fathauer,"46' 3""",150934,272,12577.833,60.0
2017,0,34360,Patrick Reed,"46' 3""",178596,322,14883.0,35.0
2017,0,22056,Cameron Percy,"46' 4""",117885,212,9823.75,36.0
2017,0,23353,J.J. Henry,"46' 5""",146376,263,12198.0,52.0
2017,0,26851,Marc Leishman,"46' 5""",158116,284,13176.333,29.0
2017,0,24781,Hunter Mahan,"46' 5""",115831,208,9652.583,21.0
2017,0,39324,J.J. Spaun,"46' 5""",130435,234,10869.583,27.0
2017,0,27466,Spencer Levin,"46' 6""",112084,201,9340.333,37.0
2017,0,34213,Grayson Murray,"46' 7""",184910,331,15409.167,49.0
2017,0,28252,Seamus Power,"46' 7""",176122,315,14676.833,16.0
2017,0,34098,Russell Henley,"46' 8""",163481,292,13623.417,44.0
2017,0,29223,Sam Saunders,"46' 8""",111534,199,9294.5,25.0
2017,0,35879,Kelly Kraft,"46' 10""",138844,247,11570.333,67.0
2017,0,29461,Jamie Lovemark,"46' 10""",174217,310,14518.083,9.0
2017,0,27770,Camilo Villegas,"46' 10""",150529,268,12544.083,29.0
2017,0,31323,Gary Woodland,"46' 11""",145810,259,12150.833,26.0
2017,0,26300,Matt Jones,"47' 1""",117986,209,9832.167,21.0
2017,0,29908,C.T. Pan,"47' 2""",153370,271,12780.833,34.0
2017,0,28307,Matt Every,"47' 4""",150431,265,12535.917,66.0
2017,0,37278,Nicholas Lindheim,"47' 4""",106235,187,8852.917,30.0
2017,0,40026,Daniel Berger,"47' 5""",133080,234,11090.0,20.0
2017,0,37189,Harold Varner III,"47' 6""",172716,303,14393.0,41.0
2017,0,32102,Rickie Fowler,"47' 7""",105713,185,8809.417,26.0
2017,0,27214,Kevin Streelman,"47' 7""",134108,235,11175.667,28.0
2017,0,29720,Andres Gonzales,"47' 8""",142439,249,11869.917,12.0
2017,0,31202,William McGirt,"47' 9""",104246,182,8687.167,38.0
2017,0,33418,Shawn Stefani,"47' 10""",129162,225,10763.5,40.0
2017,0,29485,Brett Stegmaier,"47' 10""",110853,193,9237.75,42.0
2017,0,25345,Carl Pettersson,"47' 11""",126517,220,10543.083,56.0
2017,0,32640,Troy Merritt,"48' 0""",143409,249,11950.75,32.0
2017,0,36689,Brooks Koepka,"48' 3""",145396,251,12116.333,32.0
2017,0,33122,Russell Knox,"48' 4""",93954,162,7829.5,29.0
2017,0,47128,Richy Werenski,"48' 7""",117143,201,9761.917,46.0
2017,0,37455,Si Woo Kim,"48' 8""",130827,224,10902.25,51.0
2017,0,33419,Cameron Tringale,"48' 8""",148242,254,12353.5,38.0
2017,0,27644,Brian Harman,"48' 10""",162374,277,13531.167,46.0
2017,0,29289,S.Y. Noh,"48' 10""",192287,328,16023.917,41.0
2017,0,26758,David Hearn,"48' 11""",122588,209,10215.667,37.0
2017,0,10809,Jim Furyk,"49' 2""",68414,116,5701.167,19.0
2017,0,23541,Ben Crane,"49' 4""",133705,226,11142.083,47.0
2017,0,25572,Graeme McDowell,"49' 7""",83889,141,6990.75,31.0
2017,0,25892,Steve Wheatcroft,"49' 7""",73822,124,6151.833,16.0
2017,0,22986,Søren Kjeldsen,"50' 0""",61798,103,5149.833,23.0
2017,0,29478,Kevin Kisner,"51' 0""",137184,224,11432.0,23.0
2017,0,20572,Rod Pampling,"51' 0""",141444,231,11787.0,25.0
2016,0,33410,Andrew Landry,"37' 8""",53298,118,4441.5,+6.00
2016,0,12716,Charley Hoffman,"38' 0""",128088,281,10674.0,+25.00
2016,0,29221,Webb Simpson,"38' 0""",94799,208,7899.917,+7.00
2016,0,22892,Jason Gore,"39' 2""",103507,220,8625.583,+27.00
2016,0,10213,Dicky Pride,"39' 9""",65874,138,5489.5,+18.00
2016,0,29974,Branden Grace,"40' 2""",88139,183,7344.917,+2.00
2016,0,27649,Brandt Snedeker,"40' 2""",140237,291,11686.417,+10.00
2016,0,25900,Lucas Glover,"40' 3""",102315,212,8526.25,+13.00
2016,0,25240,D.A. Points,"40' 5""",74654,154,6221.167,+12.00
2016,0,25804,Bubba Watson,"40' 5""",110991,229,9249.25,+3.00
2016,0,30925,Dustin Johnson,"40' 6""",130316,268,10859.667,+5.00
2016,0,29745,Tyler Aldridge,"40' 9""",142426,291,11868.833,+30.00
2016,0,34098,Russell Henley,"40' 9""",120871,247,10072.583,+25.00
2016,0,30944,Jason Kokrak,"40' 9""",152080,311,12673.333,+18.00
2016,0,26329,Louis Oosthuizen,"40' 11""",77536,158,6461.333,+14.00
2016,0,26289,Boo Weekley,"40' 11""",109468,223,9122.333,+21.00
2016,0,20472,Alex Cejka,"41' 1""",83743,170,6978.583,+22.00
2016,0,8075,Jerry Kelly,"41' 1""",84738,172,7061.5,+16.00
2016,0,28114,Dawie van der Walt,"41' 3""",114737,232,9561.417,+50.00
2016,0,23983,Luke Donald,"41' 4""",121966,246,10163.833,+22.00
2016,0,20104,Ken Duke,"41' 5""",86468,174,7205.667,+23.00
2016,0,27214,Kevin Streelman,"41' 5""",114279,230,9523.25,+16.00
2016,0,28237,Rory McIlroy,"41' 6""",85600,172,7133.333,-18.00
2016,0,23320,Ryan Palmer,"41' 6""",143356,288,11946.333,+13.00
2016,0,26476,Chez Reavie,"41' 7""",117249,235,9770.75,+30.00
2016,0,26758,David Hearn,"41' 8""",126405,253,10533.75,+46.00
2016,0,33204,Shane Lowry,"41' 8""",66955,134,5579.583,+21.00
2016,0,31560,Brian Stuard,"41' 8""",88420,177,7368.333,+22.00
2016,0,25632,Jimmy Walker,"41' 8""",178621,357,14885.083,+3.00
2016,0,27129,Luke List,"41' 9""",160911,321,13409.25,-9.00
2016,0,24846,Ricky Barnes,"41' 10""",174290,347,14524.167,+28.00
2016,0,23325,Vaughn Taylor,"41' 10""",117450,234,9787.5,+14.00
2016,0,31416,Derek Fathauer,"42' 0""",188504,374,15708.667,+43.00
2016,0,25396,Kevin Na,"42' 0""",132486,263,11040.5,+19.00
2016,0,35300,Andrew Loupe,"42' 1""",169662,336,14138.5,+28.00
2016,0,35451,Scott Pinckney,"42' 1""",132393,262,11032.75,+25.00
2016,0,45526,Abraham Ancer,"42' 2""",67335,133,5611.25,+22.00
2016,0,35532,Tom Hoge,"42' 3""",140487,277,11707.25,+31.00
2016,0,29461,Jamie Lovemark,"42' 3""",168161,332,14013.417,+9.00
2016,0,32839,Hideki Matsuyama,"42' 3""",108422,214,9035.167,+17.00
2016,0,26331,Charl Schwartzel,"42' 3""",120149,237,10012.417,+20.00
2016,0,30692,Scott Stallings,"42' 3""",143435,283,11952.917,+21.00
2016,0,25493,Nick Taylor,"42' 4""",135727,267,11310.583,+40.00
2016,0,25686,Jason Dufner,"42' 6""",146378,287,12198.167,+18.00
2016,0,32102,Rickie Fowler,"42' 6""",125942,247,10495.167,+1.00
2016,0,36699,Patrick Rodgers,"42' 6""",152586,299,12715.5,+27.00
2016,0,32200,Roberto Castro,"42' 7""",133423,261,11118.583,+25.00
2016,0,46440,Smylie Kaufman,"42' 7""",172306,337,14358.833,+23.00
2016,0,24502,Adam Scott,"42' 7""",112841,221,9403.417,+7.00
2016,0,2206,David Toms,"42' 8""",84494,165,7041.167,+14.00
2016,0,24358,Robert Garrigus,"42' 9""",122712,239,10226.0,+21.00
2016,0,22046,Geoff Ogilvy,"42' 9""",95857,187,7988.083,+13.00
2016,0,29476,Kyle Reifers,"42' 9""",163661,319,13638.417,+43.00
2016,0,29725,Tony Finau,"42' 10""",190326,370,15860.5,+18.00
2016,0,20691,Greg Owen,"43' 0""",147472,286,12289.333,+41.00
2016,0,40058,Zac Blair,"43' 2""",120752,233,10062.667,+44.00
2016,0,32448,James Hahn,"43' 2""",136162,263,11346.833,+29.00
2016,0,27942,Rob Oppenheim,"43' 2""",116957,226,9746.417,+28.00
2016,0,20229,Stewart Cink,"43' 3""",103708,200,8642.333,+16.00
2016,0,23541,Ben Crane,"43' 3""",122454,236,10204.5,+15.00
2016,0,34099,Harris English,"43' 3""",166236,320,13853.0,+16.00
2016,0,30711,Colt Knost,"43' 3""",97999,189,8166.583,+18.00
2016,0,36689,Brooks Koepka,"43' 3""",127660,246,10638.333,+16.00
2016,0,20572,Rod Pampling,"43' 4""",64486,124,5373.833,+19.00
2016,0,34264,Hudson Swafford,"43' 4""",173263,333,14438.583,+34.00
2016,0,34360,Patrick Reed,"43' 5""",185006,355,15417.167,+19.00
2016,0,31323,Gary Woodland,"43' 5""",155767,299,12980.583,-2.00
2016,0,24461,Thomas Aiken,"43' 6""",74655,143,6221.25,+11.00
2016,0,27936,Martin Laird,"43' 6""",156475,300,13039.583,+22.00
2016,0,1810,Phil Mickelson,"43' 6""",142938,274,11911.5,+9.00
2016,0,24507,Jason Bohn,"43' 7""",92059,176,7671.583,+22.00
2016,0,34046,Jordan Spieth,"43' 7""",115531,221,9627.583,E
2016,0,33418,Shawn Stefani,"43' 7""",163052,312,13587.667,+27.00
2016,0,34431,Robert Streb,"43' 7""",131881,252,10990.083,+19.00
2016,0,27963,Chris Stroud,"43' 7""",140273,268,11689.417,+36.00
2016,0,32366,Kevin Chappell,"43' 8""",154027,294,12835.583,+17.00
2016,0,29926,Danny Lee,"43' 9""",125540,239,10461.667,+41.00
2016,0,32618,Rhein Gibson,"43' 10""",114770,218,9564.167,+25.00
2016,0,34466,Peter Malnati,"43' 10""",151351,288,12612.583,+43.00
2016,0,21961,Charles Howell III,"43' 11""",195618,371,16301.5,+21.00
2016,0,32150,Michael Thompson,"43' 11""",106533,202,8877.75,+39.00
2016,0,33413,Ben Martin,"44' 0""",146886,278,12240.5,+38.00
2016,0,30163,Henrik Norlander,"44' 0""",94040,178,7836.667,+29.00
2016,0,35891,Cameron Smith,"44' 0""",98764,187,8230.333,+36.00
2016,0,31557,Jim Herman,"44' 1""",133946,253,11162.167,+43.00
2016,0,30926,Chris Kirk,"44' 1""",144873,274,12072.75,+24.00
2016,0,34563,Chesson Hadley,"44' 2""",144609,273,12050.75,+52.00
2016,0,29222,Billy Hurley III,"44' 2""",103782,196,8648.5,+23.00
2016,0,23108,Matt Kuchar,"44' 2""",135126,255,11260.5,+16.00
2016,0,27466,Spencer Levin,"44' 2""",132454,250,11037.833,+32.00
2016,0,24140,Sean O'Hair,"44' 2""",170703,322,14225.25,+23.00
2016,0,33141,Keegan Bradley,"44' 3""",108821,205,9068.417,+27.00
2016,0,35539,Luke Guthrie,"44' 3""",106128,200,8844.0,+29.00
2016,0,34174,John Huh,"44' 4""",132574,249,11047.833,+25.00
2016,0,23638,Brendon de Jonge,"44' 5""",135422,254,11285.167,+36.00
2016,0,26851,Marc Leishman,"44' 5""",133230,250,11102.5,+13.00
2016,0,34409,David Lingmerth,"44' 5""",97028,182,8085.667,+34.00
2016,0,23621,Rory Sabbatini,"44' 5""",68781,129,5731.75,+23.00
2016,0,34261,Scott Langley,"44' 6""",106803,200,8900.25,+18.00
2016,0,21878,Mark Wilson,"44' 6""",98870,185,8239.167,+22.00
2016,0,24494,Erik Compton,"44' 7""",112347,210,9362.25,+33.00
2016,0,28092,D.H. Lee,"44' 7""",93712,175,7809.333,+37.00
2016,0,32876,Martin Piller,"44' 7""",89879,168,7489.917,+17.00
2016,0,23800,Bryce Molder,"44' 8""",130867,244,10905.583,+32.00
2016,0,29223,Sam Saunders,"44' 8""",102904,192,8575.333,+28.00
2016,0,24924,Bill Haas,"44' 9""",125670,234,10472.5,+15.00
2016,0,39975,Michael Kim,"44' 9""",169810,316,14150.833,+49.00
2016,0,24912,Will MacKenzie,"44' 9""",133663,249,11138.583,+28.00
2016,0,29485,Brett Stegmaier,"44' 9""",154679,288,12889.917,+31.00
2016,0,29720,Andres Gonzales,"44' 10""",145146,270,12095.5,+33.00
2016,0,33399,Adam Hadwin,"44' 10""",166192,309,13849.333,+56.00
2016,0,28475,Jeff Overton,"44' 11""",123970,230,10330.833,+30.00
2016,0,26951,Johnson Wagner,"44' 11""",154806,287,12900.5,+21.00
2016,0,29518,Brendan Steele,"45' 0""",123052,228,10254.333,+24.00
2016,0,27770,Camilo Villegas,"45' 0""",169158,313,14096.5,+55.00
2016,0,12510,Chad Campbell,"45' 1""",148198,274,12349.833,+35.00
2016,0,27436,Graham DeLaet,"45' 1""",123261,228,10271.75,+28.00
2016,0,28132,Tyrone Van Aswegen,"45' 1""",195829,362,16319.083,+39.00
2016,0,36801,Mark Hubbard,"45' 2""",164141,303,13678.417,+48.00
2016,0,29268,Bronson Burgoon,"45' 3""",144376,266,12031.333,+34.00
2016,0,30110,Kyle Stanley,"45' 3""",141654,261,11804.5,+51.00
2016,0,33461,Morgan Hoffmann,"45' 4""",125585,231,10465.417,+21.00
2016,0,25818,Scott Piercy,"45' 4""",139786,257,11648.833,+32.00
2016,0,33667,Carlos Ortiz,"45' 5""",148227,272,12352.25,+28.00
2016,0,28089,Jason Day,"45' 6""",133872,245,11156.0,E
2016,0,21731,Freddie Jacobson,"45' 6""",154098,282,12841.5,+30.00
2016,0,25349,Tim Wilkinson,"45' 6""",103178,189,8598.167,+17.00
2016,0,23353,J.J. Henry,"45' 7""",117130,214,9760.833,+43.00
2016,0,33122,Russell Knox,"45' 7""",102896,188,8574.667,+33.00
2016,0,32757,Patton Kizzire,"45' 8""",169892,310,14157.667,+42.00
2016,0,25572,Graeme McDowell,"45' 8""",75054,137,6254.5,+33.00
2016,0,6527,Steve Stricker,"45' 8""",85447,156,7120.583,+14.00
2016,0,31646,Emiliano Grillo,"45' 9""",122378,223,10198.167,+39.00
2016,0,27644,Brian Harman,"45' 9""",177775,324,14814.583,+24.00
2016,0,28158,Steve Marino,"45' 9""",129040,235,10753.333,+42.00
2016,0,22371,Aaron Baddeley,"45' 10""",173237,315,14436.417,+35.00
2016,0,35545,Blayne Barber,"45' 10""",140783,256,11731.917,+48.00
2016,0,27747,Hiroshi Iwata,"45' 10""",155575,283,12964.583,+39.00
2016,0,31202,William McGirt,"45' 10""",167689,305,13974.083,+31.00
2016,0,29289,S.Y. Noh,"45' 10""",177097,322,14758.083,+26.00
2016,0,21209,Sergio Garcia,"45' 11""",59010,107,4917.5,+9.00
2016,0,35732,Wes Roach,"45' 11""",88734,161,7394.5,+24.00
2016,0,29479,Scott Brown,"46' 0""",128030,232,10669.167,+25.00
2016,0,25364,Paul Casey,"46' 0""",101013,183,8417.75,+22.00
2016,0,6567,Vijay Singh,"46' 0""",144584,262,12048.667,+12.00
2016,0,33448,Justin Thomas,"46' 0""",181044,328,15087.0,+36.00
2016,0,10809,Jim Furyk,"46' 1""",71839,130,5986.583,+26.00
2016,0,28679,Fabián Gómez,"46' 1""",147783,267,12315.25,+44.00
2016,0,10885,Robert Allenby,"46' 2""",90858,164,7571.5,+40.00
2016,0,34262,Jon Curran,"46' 2""",146685,265,12223.75,+61.00
2016,0,24024,Zach Johnson,"46' 3""",127675,230,10639.583,+26.00
2016,0,33419,Cameron Tringale,"46' 3""",159182,287,13265.167,+45.00
2016,0,20848,Ángel Cabrera,"46' 4""",116728,210,9727.333,+34.00
2016,0,24781,Hunter Mahan,"46' 4""",114008,205,9500.667,+26.00
2016,0,37189,Harold Varner III,"46' 4""",176833,318,14736.083,+41.00
2016,0,37273,Derek Ernst,"46' 6""",87601,157,7300.083,+19.00
2016,0,26596,Ryan Moore,"46' 6""",116026,208,9668.833,+27.00
2016,0,37455,Si Woo Kim,"46' 7""",192984,345,16082.0,+54.00
2016,0,20098,Stuart Appleby,"46' 8""",140459,251,11704.917,+42.00
2016,0,25720,Chad Collins,"46' 9""",153184,273,12765.333,+36.00
2016,0,35879,Kelly Kraft,"46' 9""",97130,173,8094.167,+27.00
2016,0,34265,Will Wilcox,"46' 9""",121123,216,10093.583,+28.00
2016,0,20766,Padraig Harrington,"46' 10""",93230,166,7769.167,+15.00
2016,0,25198,Francesco Molinari,"46' 10""",99439,177,8286.583,+9.00
2016,0,22405,Justin Rose,"46' 10""",119219,212,9934.917,+20.00
2016,0,40026,Daniel Berger,"46' 11""",167294,297,13941.167,+28.00
2016,0,6522,Ernie Els,"47' 0""",141578,251,11798.167,+44.00
2016,0,37454,Whee Kim,"47' 0""",138275,245,11522.917,+37.00
2016,0,25892,Steve Wheatcroft,"47' 0""",153471,272,12789.25,+26.00
2016,0,27895,Jonas Blixt,"47' 3""",158267,279,13188.917,+37.00
2016,0,25274,Steven Bowditch,"47' 3""",161539,285,13461.583,+91.00
2016,0,25834,Daniel Summerhays,"47' 3""",177586,313,14798.833,+37.00
2016,0,27141,J.B. Holmes,"47' 7""",161527,283,13460.583,+28.00
2016,0,29420,Billy Horschel,"47' 7""",115950,203,9662.5,+15.00
2016,0,31420,Anirban Lahiri,"47' 8""",118991,208,9915.917,+27.00
2016,0,20645,John Senden,"47' 8""",179147,313,14928.917,+29.00
2016,0,27064,Jhonattan Vegas,"47' 8""",191032,334,15919.333,+22.00
2016,0,20157,Retief Goosen,"47' 9""",107734,188,8977.833,+28.00
2016,0,27974,Sung Kang,"47' 11""",169093,294,14091.083,+35.00
2016,0,24357,K.J. Choi,"48' 1""",113692,197,9474.333,+34.00
2016,0,30927,Brendon Todd,"48' 4""",121862,210,10155.167,+46.00
2016,0,26300,Matt Jones,"49' 0""",152797,260,12733.083,+26.00
2016,0,32640,Troy Merritt,"49' 1""",150129,255,12510.75,+46.00
2016,0,24490,George McNeill,"49' 3""",100484,170,8373.667,+41.00
2016,0,29478,Kevin Kisner,"51' 3""",158073,257,13172.75,+46.00
2015,0,34046,Jordan Spieth,"37' 7""",100614,223,8384.5,E
2015,0,28780,Nicholas Thompson,"37' 11""",93197,205,7766.417,+43.00
2015,0,10809,Jim Furyk,"38' 3""",68826,150,5735.5,+3.00
2015,0,35545,Blayne Barber,"39' 4""",108021,229,9001.75,+24.00
2015,0,23048,Eric Axley,"39' 6""",82897,175,6908.083,+20.00
2015,0,25804,Bubba Watson,"39' 10""",117147,245,9762.25,-8.00
2015,0,26329,Louis Oosthuizen,"40' 1""",83222,173,6935.167,+6.00
2015,0,25345,Carl Pettersson,"40' 2""",165167,343,13763.917,+35.00
2015,0,22405,Justin Rose,"40' 8""",70225,144,5852.083,+26.00
2015,0,28500,Martin Flores,"41' 0""",166408,338,13867.333,+4.00
2015,0,33418,Shawn Stefani,"41' 0""",145018,295,12084.833,+31.00
2015,0,24507,Jason Bohn,"41' 2""",103819,210,8651.583,+26.00
2015,0,23541,Ben Crane,"41' 3""",82247,166,6853.917,+20.00
2015,0,20691,Greg Owen,"41' 3""",78654,159,6554.5,+23.00
2015,0,29518,Brendan Steele,"41' 4""",126472,255,10539.333,+13.00
2015,0,25364,Paul Casey,"41' 6""",119936,241,9994.667,+9.00
2015,0,26476,Chez Reavie,"41' 7""",58833,118,4902.75,+21.00
2015,0,20848,Ángel Cabrera,"41' 8""",84446,169,7037.167,+27.00
2015,0,28089,Jason Day,"41' 8""",127426,255,10618.833,+1.00
2015,0,30925,Dustin Johnson,"41' 8""",113466,227,9455.5,+18.00
2015,0,36699,Patrick Rodgers,"41' 8""",94441,189,7870.083,+24.00
2015,0,29222,Billy Hurley III,"41' 9""",115253,230,9604.417,+38.00
2015,0,34261,Scott Langley,"41' 9""",138850,277,11570.833,+30.00
2015,0,22892,Jason Gore,"41' 10""",91943,183,7661.917,+26.00
2015,0,24924,Bill Haas,"41' 11""",117787,234,9815.583,+3.00
2015,0,27141,J.B. Holmes,"41' 11""",137243,273,11436.917,+26.00
2015,0,31202,William McGirt,"41' 11""",148344,295,12362.0,+40.00
2015,0,20229,Stewart Cink,"42' 0""",122010,242,10167.5,+19.00
2015,0,23320,Ryan Palmer,"42' 0""",108775,216,9064.583,+2.00
2015,0,23638,Brendon de Jonge,"42' 1""",154509,306,12875.75,+25.00
2015,0,12716,Charley Hoffman,"42' 1""",143283,284,11940.25,+24.00
2015,0,30944,Jason Kokrak,"42' 1""",167243,331,13936.917,+9.00
2015,0,29926,Danny Lee,"42' 1""",156606,310,13050.5,+32.00
2015,0,25274,Steven Bowditch,"42' 2""",192356,380,16029.667,+22.00
2015,0,32839,Hideki Matsuyama,"42' 3""",119247,235,9937.25,+20.00
2015,0,26331,Charl Schwartzel,"42' 3""",73461,145,6121.75,+14.00
2015,0,25493,Nick Taylor,"42' 3""",167467,330,13955.583,+57.00
2015,0,30927,Brendon Todd,"42' 3""",115143,227,9595.25,+17.00
2015,0,34130,Sung Joon Park,"42' 5""",95727,188,7977.25,+18.00
2015,0,32334,Charlie Beljan,"42' 6""",114224,224,9518.667,+31.00
2015,0,34262,Jon Curran,"42' 6""",105997,208,8833.083,+41.00
2015,0,27936,Martin Laird,"42' 6""",128945,253,10745.417,+28.00
2015,0,34360,Patrick Reed,"42' 6""",160197,314,13349.75,+7.00
2015,0,31560,Brian Stuard,"42' 6""",110666,217,9222.167,+36.00
2015,0,27963,Chris Stroud,"42' 7""",111851,219,9320.917,+47.00
2015,0,20396,Lee Westwood,"42' 7""",61861,121,5155.083,+27.00
2015,0,10885,Robert Allenby,"42' 8""",83440,163,6953.333,+30.00
2015,0,24490,George McNeill,"42' 8""",141852,277,11821.0,+21.00
2015,0,20472,Alex Cejka,"42' 9""",143617,280,11968.083,+24.00
2015,0,29476,Kyle Reifers,"42' 9""",142502,278,11875.167,+35.00
2015,0,31193,Jim Renner,"42' 9""",110745,216,9228.75,+43.00
2015,0,25834,Daniel Summerhays,"42' 9""",177991,347,14832.583,+27.00
2015,0,30736,Oscar Fraustro,"42' 10""",80667,157,6722.25,+18.00
2015,0,29478,Kevin Kisner,"42' 10""",156873,305,13072.75,+38.00
2015,0,34264,Hudson Swafford,"42' 10""",140898,274,11741.5,+25.00
2015,0,33461,Morgan Hoffmann,"42' 11""",142036,276,11836.333,+12.00
2015,0,33448,Justin Thomas,"42' 11""",178350,346,14862.5,+25.00
2015,0,32102,Rickie Fowler,"43' 0""",101177,196,8431.417,+25.00
2015,0,30852,Ryo Ishikawa,"43' 0""",141893,275,11824.417,+20.00
