YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
2014,0,20229,Stewart Cink,"42' 0""",137542,273,11461.833,30.0
2014,0,29222,Billy Hurley III,"42' 0""",102226,203,8518.833,23.0
2014,0,24490,George McNeill,"42' 0""",119041,236,9920.083,22.0
2014,0,32839,Hideki Matsuyama,"42' 1""",121317,240,10109.75,21.0
2014,0,20848,Ángel Cabrera,"42' 2""",126577,250,10548.083,13.0
2014,0,12716,Charley Hoffman,"42' 2""",143223,283,11935.25,13.0
2014,0,24502,Adam Scott,"42' 2""",96102,190,8008.5,1.0
2014,0,34264,Hudson Swafford,"42' 3""",103854,205,8654.5,25.0
2014,0,24663,Y.E. Yang,"42' 5""",110914,218,9242.833,34.0
2014,0,33461,Morgan Hoffmann,"42' 6""",200887,394,16740.583,82.0
2014,0,33418,Shawn Stefani,"42' 6""",104576,205,8714.667,30.0
2014,0,27330,Josh Teater,"42' 6""",138330,271,11527.5,28.0
2014,0,23623,Bo Van Pelt,"42' 6""",108133,212,9011.083,29.0
2014,0,32366,Kevin Chappell,"42' 7""",127121,249,10593.417,32.0
2014,0,34099,Harris English,"42' 7""",140580,275,11715.0,29.0
2014,0,27933,John Merrick,"42' 7""",99107,194,8258.917,15.0
2014,0,25396,Kevin Na,"42' 7""",143584,281,11965.333,19.0
2014,0,31202,William McGirt,"42' 8""",152441,298,12703.417,33.0
2014,0,35300,Andrew Loupe,"42' 9""",119036,232,9919.667,27.0
2014,0,25562,Andres Romero,"42' 9""",154360,301,12863.333,28.0
2014,0,28780,Nicholas Thompson,"42' 9""",113399,221,9449.917,48.0
2014,0,24024,Zach Johnson,"42' 10""",128086,249,10673.833,28.0
2014,0,32333,Kevin Tway,"42' 10""",95600,186,7966.667,32.0
2014,0,23135,Tim Clark,"43' 0""",86738,168,7228.167,34.0
2014,0,26679,Kevin Stadler,"43' 0""",112035,217,9336.25,39.0
2014,0,20593,Greg Chalmers,"43' 1""",153027,296,12752.25,29.0
2014,0,34563,Chesson Hadley,"43' 1""",139680,270,11640.0,47.0
2014,0,30692,Scott Stallings,"43' 1""",134028,259,11169.0,56.0
2014,0,35539,Luke Guthrie,"43' 3""",146472,282,12206.0,25.0
2014,0,24140,Sean O'Hair,"43' 3""",148046,285,12337.167,49.0
2014,0,27214,Kevin Streelman,"43' 3""",90372,174,7531.0,40.0
2014,0,24924,Bill Haas,"43' 4""",145514,280,12126.167,30.0
2014,0,20160,Charlie Wi,"43' 4""",134075,258,11172.917,15.0
2014,0,21753,Brian Davis,"43' 5""",143892,276,11991.0,36.0
2014,0,1706,Davis Love III,"43' 5""",121288,233,10107.333,28.0
2014,0,20645,John Senden,"43' 5""",138105,265,11508.75,32.0
2014,0,27649,Brandt Snedeker,"43' 5""",109887,211,9157.25,19.0
2014,0,25274,Steven Bowditch,"43' 6""",169227,324,14102.25,61.0
2014,0,28089,Jason Day,"43' 6""",71466,137,5955.5,16.0
2014,0,27556,Ted Potter Jr.,"43' 6""",98126,188,8177.167,26.0
2014,0,26331,Charl Schwartzel,"43' 6""",113819,218,9484.917,10.0
2014,0,10885,Robert Allenby,"43' 7""",132887,254,11073.917,32.0
2014,0,29926,Danny Lee,"43' 7""",116738,223,9728.167,24.0
2014,0,25686,Jason Dufner,"43' 8""",76962,147,6413.5,23.0
2014,0,26300,Matt Jones,"43' 8""",120965,231,10080.417,37.0
2014,0,25572,Graeme McDowell,"43' 8""",67055,128,5587.917,19.0
2014,0,27895,Jonas Blixt,"43' 9""",93996,179,7833.0,29.0
2014,0,23108,Matt Kuchar,"43' 9""",122845,234,10237.083,20.0
2014,0,31560,Brian Stuard,"43' 9""",118163,225,9846.917,26.0
2014,0,33122,Russell Knox,"43' 10""",131019,249,10918.25,42.0
2014,0,30944,Jason Kokrak,"43' 10""",135186,257,11265.5,9.0
2014,0,24138,Ian Poulter,"43' 10""",85260,162,7105.0,26.0
2014,0,27770,Camilo Villegas,"43' 10""",152153,289,12679.417,51.0
2014,0,25900,Lucas Glover,"43' 11""",74901,142,6241.75,31.0
2014,0,34261,Scott Langley,"43' 11""",159799,303,13316.583,30.0
2014,0,23800,Bryce Molder,"43' 11""",122309,232,10192.417,37.0
2014,0,20498,Briny Baird,"44' 1""",84129,159,7010.75,33.0
2014,0,26596,Ryan Moore,"44' 1""",83570,158,6964.167,26.0
2014,0,22913,John Rollins,"44' 1""",134300,254,11191.667,29.0
2014,0,32102,Rickie Fowler,"44' 2""",118185,223,9848.75,41.0
2014,0,30927,Brendon Todd,"44' 2""",163648,309,13637.333,29.0
2014,0,29479,Scott Brown,"44' 3""",140191,264,11682.583,40.0
2014,0,32448,James Hahn,"44' 3""",145019,273,12084.917,34.0
2014,0,23621,Rory Sabbatini,"44' 3""",143314,270,11942.833,39.0
2014,0,34021,Bud Cauley,"44' 4""",94096,177,7841.333,36.0
2014,0,26956,Bronson La'Cassie,"44' 4""",76635,144,6386.25,13.0
2014,0,12510,Chad Campbell,"44' 5""",83729,157,6977.417,26.0
2014,0,30750,Tommy Gainey,"44' 5""",126326,237,10527.167,30.0
2014,0,31557,Jim Herman,"44' 5""",95863,180,7988.583,32.0
2014,0,24925,Jonathan Byrd,"44' 6""",122737,230,10228.083,23.0
2014,0,28486,Michael Putnam,"44' 6""",179511,336,14959.25,59.0
2014,0,22293,Heath Slocum,"44' 6""",87639,164,7303.25,20.0
2014,0,27963,Chris Stroud,"44' 6""",125045,234,10420.417,41.0
2014,0,34431,Robert Streb,"44' 7""",131555,246,10962.917,19.0
2014,0,34098,Russell Henley,"44' 8""",141478,264,11789.833,44.0
2014,0,31193,Jim Renner,"44' 8""",110925,207,9243.75,54.0
2014,0,23541,Ben Crane,"44' 9""",128386,239,10698.833,48.0
2014,0,23638,Brendon de Jonge,"44' 9""",153039,285,12753.25,24.0
2014,0,27141,J.B. Holmes,"44' 9""",167697,312,13974.75,38.0
2014,0,34174,John Huh,"44' 9""",124610,232,10384.167,49.0
2014,0,28237,Rory McIlroy,"44' 9""",99412,185,8284.333,-6.0
2014,0,27436,Graham DeLaet,"44' 10""",115564,215,9630.333,20.0
2014,0,23409,James Driscoll,"44' 10""",154351,287,12862.583,70.0
2014,0,35732,Wes Roach,"44' 11""",101283,188,8440.25,43.0
2014,0,7867,Woody Austin,"45' 0""",123619,229,10301.583,52.0
2014,0,33141,Keegan Bradley,"45' 0""",126346,234,10528.833,33.0
2014,0,30926,Chris Kirk,"45' 0""",151851,281,12654.25,15.0
2014,0,30852,Ryo Ishikawa,"45' 1""",151611,280,12634.25,46.0
2014,0,26329,Louis Oosthuizen,"45' 1""",62730,116,5227.5,27.0
2014,0,34046,Jordan Spieth,"45' 1""",168828,312,14069.0,45.0
2014,0,20098,Stuart Appleby,"45' 2""",159415,294,13284.583,37.0
2014,0,25349,Tim Wilkinson,"45' 2""",162505,300,13542.083,37.0
2014,0,23353,J.J. Henry,"45' 3""",138029,254,11502.417,22.0
2014,0,29478,Kevin Kisner,"45' 3""",135125,249,11260.417,38.0
2014,0,34409,David Lingmerth,"45' 3""",138013,254,11501.083,46.0
2014,0,34360,Patrick Reed,"45' 3""",177162,326,14763.5,35.0
2014,0,27408,Martin Kaymer,"45' 4""",92956,171,7746.333,31.0
2014,0,8075,Jerry Kelly,"45' 4""",122315,225,10192.917,22.0
2014,0,33419,Cameron Tringale,"45' 4""",173077,318,14423.083,44.0
2014,0,24494,Erik Compton,"45' 5""",160893,295,13407.75,57.0
2014,0,27936,Martin Laird,"45' 5""",105677,194,8806.417,29.0
2014,0,25834,Daniel Summerhays,"45' 6""",149564,274,12463.667,18.0
2014,0,24846,Ricky Barnes,"45' 7""",177174,324,14764.5,28.0
2014,0,19846,Brian Gay,"45' 8""",127103,232,10591.917,23.0
2014,0,24912,Will MacKenzie,"45' 8""",141468,258,11789.0,51.0
2014,0,28475,Jeff Overton,"45' 8""",152374,278,12697.833,41.0
2014,0,32150,Michael Thompson,"45' 8""",112391,205,9365.917,35.0
2014,0,24361,Pat Perez,"45' 9""",146148,266,12179.0,35.0
2014,0,32200,Roberto Castro,"45' 10""",109378,199,9114.833,33.0
2014,0,35139,Richard Lee,"45' 10""",125451,228,10454.25,33.0
2014,0,27064,Jhonattan Vegas,"45' 10""",131415,239,10951.25,24.0
2014,0,24358,Robert Garrigus,"45' 11""",159301,289,13275.083,54.0
2014,0,26951,Johnson Wagner,"45' 11""",121222,220,10101.833,55.0
2014,0,26758,David Hearn,"46' 0""",124281,225,10356.75,56.0
2014,0,25444,Justin Hicks,"46' 0""",125280,227,10440.0,34.0
2014,0,22378,Trevor Immelman,"46' 1""",138714,251,11559.5,32.0
2014,0,25240,D.A. Points,"46' 1""",104996,190,8749.667,46.0
2014,0,37273,Derek Ernst,"46' 2""",119574,216,9964.5,48.0
2014,0,29221,Webb Simpson,"46' 2""",148427,268,12368.917,29.0
2014,0,28259,Sangmoon Bae,"46' 3""",134966,243,11247.167,20.0
2014,0,6522,Ernie Els,"46' 4""",152839,275,12736.583,38.0
2014,0,31323,Gary Woodland,"46' 4""",150628,271,12552.333,28.0
2014,0,22371,Aaron Baddeley,"46' 5""",134272,241,11189.333,27.0
2014,0,28307,Matt Every,"46' 5""",139901,251,11658.417,18.0
2014,0,33413,Ben Martin,"46' 5""",109799,197,9149.917,29.0
2014,0,29740,Brad Fritsch,"46' 6""",88103,158,7341.917,16.0
2014,0,34265,Will Wilcox,"46' 7""",87834,157,7319.5,21.0
2014,0,25191,Gonzalo Fernandez-Castaño,"46' 9""",136212,243,11351.0,42.0
2014,0,29420,Billy Horschel,"46' 10""",113458,202,9454.833,38.0
2014,0,24357,K.J. Choi,"47' 2""",112042,198,9336.833,36.0
2014,0,27466,Spencer Levin,"47' 4""",101623,179,8468.583,39.0
2014,0,29535,Brice Garnett,"47' 5""",160570,282,13380.833,38.0
2014,0,21878,Mark Wilson,"47' 6""",99104,174,8258.667,35.0
2014,0,10423,Mike Weir,"47' 8""",134444,235,11203.667,25.0
2014,0,21528,Henrik Stenson,"47' 9""",57301,100,4775.083,9.0
2014,0,20396,Lee Westwood,"47' 9""",88800,155,7400.0,23.0
2014,0,23983,Luke Donald,"47' 11""",80453,140,6704.417,23.0
2014,0,29425,Andrew Svoboda,"48' 2""",116810,202,9734.167,33.0
2014,0,25720,Chad Collins,"49' 8""",143754,241,11979.5,42.0
2014,0,28092,D.H. Lee,"49' 9""",89560,150,7463.333,30.0
2014,0,22621,Ben Curtis,"50' 0""",124262,207,10355.167,37.0
2014,0,10860,Justin Leonard,"51' 4""",132381,215,11031.75,64.0
2013,0,34046,Jordan Spieth,"37' 11""",92836,204,7736.333,6.0
2013,0,32102,Rickie Fowler,"38' 10""",100630,216,8385.833,22.0
2013,0,25818,Scott Piercy,"38' 10""",114531,246,9544.25,18.0
2013,0,28780,Nicholas Thompson,"38' 11""",138739,297,11561.583,29.0
2013,0,23452,Nicolas Colsaerts,"39' 1""",75498,161,6291.5,25.0
2013,0,32200,Roberto Castro,"39' 6""",112742,238,9395.167,29.0
2013,0,26679,Kevin Stadler,"39' 7""",114859,242,9571.583,12.0
2013,0,1810,Phil Mickelson,"39' 8""",113736,239,9478.0,10.0
2013,0,28307,Matt Every,"39' 9""",145360,305,12113.333,26.0
2013,0,24138,Ian Poulter,"39' 9""",56312,118,4692.667,10.0
2013,0,6567,Vijay Singh,"39' 10""",86119,180,7176.583,35.0
2013,0,27214,Kevin Streelman,"39' 10""",102868,215,8572.333,15.0
2013,0,23135,Tim Clark,"39' 11""",61308,128,5109.0,18.0
2013,0,28500,Martin Flores,"39' 11""",155613,325,12967.75,18.0
2013,0,25345,Carl Pettersson,"39' 11""",105749,221,8812.417,36.0
2013,0,23621,Rory Sabbatini,"39' 11""",137980,288,11498.333,30.0
2013,0,29221,Webb Simpson,"39' 11""",113077,236,9423.083,5.0
2013,0,27770,Camilo Villegas,"40' 1""",116988,243,9749.0,35.0
2013,0,25804,Bubba Watson,"40' 2""",108865,226,9072.083,6.0
2013,0,21099,David Lynn,"40' 5""",107760,222,8980.0,35.0
2013,0,35539,Luke Guthrie,"40' 6""",121519,250,10126.583,28.0
2013,0,21731,Freddie Jacobson,"40' 6""",90416,186,7534.667,3.0
2013,0,34409,David Lingmerth,"40' 6""",99241,204,8270.083,21.0
2013,0,21209,Sergio Garcia,"40' 7""",83821,172,6985.083,-6.0
2013,0,27649,Brandt Snedeker,"40' 7""",95544,196,7962.0,17.0
2013,0,27095,Nick Watney,"40' 7""",114553,235,9546.083,43.0
2013,0,23623,Bo Van Pelt,"40' 9""",72906,149,6075.5,15.0
2013,0,20229,Stewart Cink,"40' 11""",104999,214,8749.917,24.0
2013,0,27129,Luke List,"41' 0""",131259,267,10938.25,11.0
2013,0,23788,D.J. Trahan,"41' 0""",70843,144,5903.583,20.0
2013,0,25632,Jimmy Walker,"41' 0""",149619,304,12468.25,-1.0
2013,0,27644,Brian Harman,"41' 1""",149372,303,12447.667,53.0
2013,0,27120,Troy Matteson,"41' 1""",105966,215,8830.5,20.0
2013,0,24502,Adam Scott,"41' 1""",73906,150,6158.833,4.0
2013,0,25834,Daniel Summerhays,"41' 1""",140416,285,11701.333,27.0
2013,0,25686,Jason Dufner,"41' 3""",107847,218,8987.25,16.0
2013,0,21961,Charles Howell III,"41' 3""",159959,323,13329.917,4.0
2013,0,30944,Jason Kokrak,"41' 3""",145523,294,12126.917,24.0
2013,0,22405,Justin Rose,"41' 3""",74279,150,6189.917,3.0
2013,0,25240,D.A. Points,"41' 4""",108718,219,9059.833,15.0
2013,0,24358,Robert Garrigus,"41' 6""",104996,211,8749.667,9.0
2013,0,28259,Sangmoon Bae,"41' 7""",147687,296,12307.25,34.0
2013,0,33418,Shawn Stefani,"41' 7""",103245,207,8603.75,13.0
2013,0,30925,Dustin Johnson,"41' 8""",119984,240,9998.667,11.0
2013,0,25336,Alistair Presnell,"41' 9""",92255,184,7687.917,38.0
2013,0,34360,Patrick Reed,"41' 9""",156801,313,13066.75,13.0
2013,0,30750,Tommy Gainey,"41' 10""",157706,314,13142.167,49.0
2013,0,20766,Padraig Harrington,"41' 10""",62738,125,5228.167,21.0
2013,0,31557,Jim Herman,"41' 11""",86973,173,7247.75,17.0
2013,0,12716,Charley Hoffman,"41' 11""",120819,240,10068.25,9.0
2013,0,27408,Martin Kaymer,"41' 11""",66880,133,5573.333,12.0
2013,0,8075,Jerry Kelly,"41' 11""",95597,190,7966.417,22.0
2013,0,28237,Rory McIlroy,"41' 11""",72977,145,6081.417,4.0
2013,0,22056,Cameron Percy,"41' 11""",109198,217,9099.833,17.0
2013,0,24846,Ricky Barnes,"42' 0""",122855,244,10237.917,33.0
2013,0,29740,Brad Fritsch,"42' 0""",135129,268,11260.75,47.0
2013,0,33461,Morgan Hoffmann,"42' 0""",111857,222,9321.417,20.0
2013,0,33141,Keegan Bradley,"42' 2""",126614,250,10551.167,22.0
2013,0,25572,Graeme McDowell,"42' 3""",48137,95,4011.417,13.0
2013,0,26289,Boo Weekley,"42' 3""",126855,250,10571.25,43.0
2013,0,24924,Bill Haas,"42' 5""",127658,251,10638.167,6.0
2013,0,20593,Greg Chalmers,"42' 6""",120245,236,10020.417,35.0
2013,0,28455,Will Claxton,"42' 6""",108684,213,9057.0,49.0
2013,0,28089,Jason Day,"42' 6""",117715,231,9809.583,8.0
2013,0,24361,Pat Perez,"42' 6""",111678,219,9306.5,24.0
2013,0,24399,Scott Gardiner,"42' 7""",112528,220,9377.333,29.0
2013,0,27936,Martin Laird,"42' 7""",90523,177,7543.583,23.0
2013,0,6522,Ernie Els,"42' 8""",81480,159,6790.0,6.0
2013,0,28679,Fabián Gómez,"42' 8""",100775,197,8397.917,28.0
2013,0,30110,Kyle Stanley,"42' 8""",111017,217,9251.417,30.0
2013,0,20098,Stuart Appleby,"42' 9""",128283,250,10690.25,32.0
2013,0,23638,Brendon de Jonge,"42' 9""",150819,294,12568.25,32.0
2013,0,20104,Ken Duke,"42' 9""",118931,232,9910.917,55.0
2013,0,22961,David Mathis,"42' 9""",116975,228,9747.917,49.0
2013,0,21878,Mark Wilson,"42' 9""",67196,131,5599.667,9.0
2013,0,31323,Gary Woodland,"42' 9""",161990,316,13499.167,26.0
2013,0,1724,Jeff Maggert,"42' 10""",93073,181,7756.083,31.0
2013,0,32150,Michael Thompson,"42' 10""",95096,185,7924.667,39.0
2013,0,21753,Brian Davis,"42' 11""",121643,236,10136.917,35.0
2013,0,27436,Graham DeLaet,"42' 11""",124109,241,10342.417,13.0
2013,0,24781,Hunter Mahan,"42' 11""",113274,220,9439.5,24.0
2013,0,20572,Rod Pampling,"42' 11""",66983,130,5581.917,26.0
2013,0,20443,Jin Park,"42' 11""",72101,140,6008.417,20.0
2013,0,24494,Erik Compton,"43' 0""",130048,252,10837.333,36.0
2013,0,28092,D.H. Lee,"43' 0""",94371,183,7864.25,18.0
2013,0,20396,Lee Westwood,"43' 0""",80477,156,6706.417,13.0
2013,0,20848,Ángel Cabrera,"43' 1""",124167,240,10347.25,28.0
2013,0,1320,Bob Estes,"43' 1""",101836,197,8486.333,32.0
2013,0,19846,Brian Gay,"43' 1""",110675,214,9222.917,28.0
2013,0,35139,Richard Lee,"43' 1""",110730,214,9227.5,23.0
2013,0,22046,Geoff Ogilvy,"43' 1""",80618,156,6718.167,20.0
2013,0,28475,Jeff Overton,"43' 1""",157654,305,13137.833,33.0
2013,0,10213,Dicky Pride,"43' 1""",103404,200,8617.0,29.0
2013,0,24357,K.J. Choi,"43' 3""",91923,177,7660.25,9.0
2013,0,23108,Matt Kuchar,"43' 3""",136531,263,11377.583,20.0
2013,0,29289,S.Y. Noh,"43' 3""",148562,286,12380.167,33.0
2013,0,30692,Scott Stallings,"43' 3""",119284,230,9940.333,36.0
2013,0,27330,Josh Teater,"43' 4""",112782,217,9398.5,12.0
2013,0,32448,James Hahn,"43' 5""",130827,251,10902.25,33.0
2013,0,22792,Peter Hanson,"43' 5""",80183,154,6681.917,13.0
2013,0,25274,Steven Bowditch,"43' 6""",118408,227,9867.333,33.0
2013,0,1116,Michael Bradley,"43' 6""",89305,171,7442.083,30.0
2013,0,21528,Henrik Stenson,"43' 6""",63731,122,5310.917,16.0
2013,0,27895,Jonas Blixt,"43' 7""",133403,255,11116.917,42.0
2013,0,10809,Jim Furyk,"43' 7""",91002,174,7583.5,33.0
2013,0,34174,John Huh,"43' 7""",121308,232,10109.0,30.0
2013,0,30926,Chris Kirk,"43' 7""",140605,269,11717.083,11.0
2013,0,24140,Sean O'Hair,"43' 7""",114566,219,9547.167,49.0
2013,0,23320,Ryan Palmer,"43' 7""",138593,265,11549.417,27.0
2013,0,2206,David Toms,"43' 8""",50308,96,4192.333,16.0
2013,0,24663,Y.E. Yang,"43' 8""",72865,139,6072.083,33.0
2013,0,31560,Brian Stuard,"43' 9""",107032,204,8919.333,25.0
2013,0,34099,Harris English,"43' 10""",151562,288,12630.167,18.0
2013,0,26476,Chez Reavie,"43' 10""",100429,191,8369.083,18.0
2013,0,34098,Russell Henley,"43' 11""",112337,213,9361.417,11.0
2013,0,30852,Ryo Ishikawa,"43' 11""",117997,224,9833.083,36.0
2013,0,29518,Brendan Steele,"43' 11""",142842,271,11903.5,32.0
2013,0,27933,John Merrick,"44' 1""",128091,242,10674.25,21.0
2013,0,12510,Chad Campbell,"44' 2""",128379,242,10698.25,46.0
2013,0,32366,Kevin Chappell,"44' 2""",118754,224,9896.167,28.0
2013,0,37273,Derek Ernst,"44' 2""",100175,189,8347.917,36.0
2013,0,25900,Lucas Glover,"44' 2""",97461,184,8121.75,32.0
2013,0,19970,Robert Karlsson,"44' 2""",70987,134,5915.583,26.0
2013,0,34261,Scott Langley,"44' 2""",111806,211,9317.167,31.0
2013,0,32334,Charlie Beljan,"44' 3""",107213,202,8934.417,19.0
2013,0,27963,Chris Stroud,"44' 3""",133715,252,11142.917,5.0
2013,0,10860,Justin Leonard,"44' 4""",128796,242,10733.0,25.0
2013,0,27503,Steve LeBrun,"44' 5""",109191,205,9099.25,31.0
2013,0,33869,Eric Meierdierks,"44' 5""",88025,165,7335.417,28.0
2013,0,30163,Henrik Norlander,"44' 5""",124305,233,10358.75,32.0
2013,0,20691,Greg Owen,"44' 6""",135727,254,11310.583,55.0
2013,0,26851,Marc Leishman,"44' 7""",135472,253,11289.333,26.0
2013,0,8725,Tom Gillis,"44' 9""",106278,198,8856.5,43.0
2013,0,22913,John Rollins,"44' 9""",136433,254,11369.417,28.0
2013,0,10885,Robert Allenby,"44' 10""",102186,190,8515.5,57.0
2013,0,12782,Tim Herron,"44' 10""",95791,178,7982.583,23.0
2013,0,33419,Cameron Tringale,"44' 10""",144833,269,12069.417,14.0
2013,0,34021,Bud Cauley,"44' 11""",108877,202,9073.083,47.0
2013,0,26758,David Hearn,"44' 11""",131097,243,10924.75,44.0
2013,0,36884,Ben Kohles,"45' 0""",104208,193,8684.0,37.0
2013,0,29420,Billy Horschel,"45' 2""",142604,263,11883.667,30.0
2013,0,30711,Colt Knost,"45' 2""",96011,177,8000.917,45.0
2013,0,24490,George McNeill,"45' 2""",105745,195,8812.083,29.0
2013,0,27556,Ted Potter Jr.,"45' 2""",103543,191,8628.583,23.0
2013,0,26951,Johnson Wagner,"45' 2""",110049,203,9170.75,23.0
2013,0,23983,Luke Donald,"45' 3""",79832,147,6652.667,13.0
2013,0,20645,John Senden,"45' 3""",129816,239,10818.0,29.0
2013,0,6527,Steve Stricker,"45' 3""",53246,98,4437.167,-5.0
2013,0,26300,Matt Jones,"45' 4""",125762,231,10480.167,19.0
2013,0,24507,Jason Bohn,"45' 5""",112729,207,9394.083,38.0
2013,0,23800,Bryce Molder,"45' 5""",123077,226,10256.417,28.0
2013,0,26331,Charl Schwartzel,"45' 5""",101362,186,8446.833,14.0
2013,0,24024,Zach Johnson,"45' 6""",108158,198,9013.167,15.0
2013,0,22371,Aaron Baddeley,"45' 7""",137840,252,11486.667,20.0
2013,0,23497,Tag Ridings,"45' 10""",138588,252,11549.0,38.0
2013,0,24227,Justin Bolli,"45' 11""",93049,169,7754.083,45.0
2013,0,23409,James Driscoll,"45' 11""",136681,248,11390.083,25.0
2013,0,23541,Ben Crane,"46' 1""",105651,191,8804.25,27.0
2013,0,26596,Ryan Moore,"46' 2""",98585,178,8215.417,29.0
2013,0,6573,Brandt Jobe,"46' 4""",83990,151,6999.167,30.0
2013,0,25444,Justin Hicks,"46' 5""",108633,195,9052.75,31.0
2013,0,31202,William McGirt,"46' 9""",134029,239,11169.083,35.0
2013,0,22295,Darron Stiles,"46' 10""",70847,126,5903.917,31.0
2013,0,23325,Vaughn Taylor,"47' 0""",78425,139,6535.417,26.0
2013,0,28310,Lee Williams,"47' 4""",98805,174,8233.75,28.0
2013,0,22621,Ben Curtis,"47' 6""",94674,166,7889.5,39.0
2013,0,8793,Tiger Woods,"47' 6""",73566,129,6130.5,15.0
2013,0,29479,Scott Brown,"47' 8""",106476,186,8873.0,39.0
2013,0,20160,Charlie Wi,"47' 8""",131515,230,10959.583,24.0
2013,0,10423,Mike Weir,"47' 10""",120066,209,10005.5,40.0
2013,0,22378,Trevor Immelman,"47' 11""",129930,226,10827.5,34.0
2013,0,32698,Bobby Gates,"48' 1""",109659,190,9138.25,43.0
2013,0,34431,Robert Streb,"48' 3""",129682,224,10806.833,49.0
2013,0,22806,Doug LaBelle II,"48' 8""",112071,192,9339.25,43.0
2013,0,29425,Andrew Svoboda,"48' 8""",75980,130,6331.667,23.0
2013,0,23353,J.J. Henry,"48' 10""",136588,233,11382.333,43.0
2013,0,25562,Andres Romero,"49' 2""",117347,199,9778.917,14.0
2013,0,28135,Aaron Watkins,"49' 3""",76846,130,6403.833,29.0
2013,0,26497,Casey Wittenberg,"49' 4""",152042,257,12670.167,42.0
2013,0,6004,Stephen Ames,"50' 10""",100081,164,8340.083,16.0
2012,0,32334,Charlie Beljan,"35' 11""",77162,179,6430.167,+4.00
2012,0,30925,Dustin Johnson,"37' 11""",105451,232,8787.583,+3.00
2012,0,20848,Ángel Cabrera,"38' 9""",66078,142,5506.5,+9.00
2012,0,27302,Garth Mulroy,"39' 3""",78739,167,6561.583,+10.00
2012,0,28308,Troy Kelly,"39' 4""",104722,222,8726.833,+27.00
2012,0,26289,Boo Weekley,"39' 7""",87420,184,7285.0,+15.00
2012,0,26329,Louis Oosthuizen,"39' 8""",82330,173,6860.833,+9.00
2012,0,25804,Bubba Watson,"39' 8""",105175,221,8764.583,-8.00
2012,0,24925,Jonathan Byrd,"39' 9""",110081,231,9173.417,+22.00
2012,0,26287,Roland Thatcher,"39' 9""",67741,142,5645.083,+26.00
2012,0,29221,Webb Simpson,"40' 3""",125118,259,10426.5,-10.00
2012,0,27330,Josh Teater,"40' 3""",148308,307,12359.0,+37.00
2012,0,23623,Bo Van Pelt,"40' 3""",103899,215,8658.25,+12.00
2012,0,27895,Jonas Blixt,"40' 4""",127846,264,10653.833,+20.00
2012,0,30110,Kyle Stanley,"40' 6""",139425,287,11618.75,+9.00
2012,0,26331,Charl Schwartzel,"40' 8""",66418,136,5534.833,+5.00
2012,0,22582,Kyle Thompson,"40' 8""",67305,138,5608.75,+21.00
2012,0,25686,Jason Dufner,"40' 11""",101556,207,8463.0,+25.00
2012,0,20691,Greg Owen,"40' 11""",147226,300,12268.833,+37.00
2012,0,6567,Vijay Singh,"41' 0""",147987,301,12332.25,+33.00
2012,0,20850,Daniel Chopra,"41' 2""",104656,212,8721.333,+22.00
2012,0,20623,Gavin Coles,"41' 5""",98358,198,8196.5,+26.00
2012,0,25345,Carl Pettersson,"41' 5""",145651,293,12137.583,+42.00
2012,0,6527,Steve Stricker,"41' 5""",87408,176,7284.0,E
2012,0,10885,Robert Allenby,"41' 6""",121111,243,10092.583,+67.00
2012,0,22621,Ben Curtis,"41' 7""",79857,160,6654.75,+21.00
2012,0,25572,Graeme McDowell,"41' 7""",52870,106,4405.833,+19.00
2012,0,34021,Bud Cauley,"41' 8""",159055,318,13254.583,+25.00
2012,0,28237,Rory McIlroy,"41' 9""",95725,191,7977.083,+4.00
2012,0,29476,Kyle Reifers,"41' 10""",126891,253,10574.25,+28.00
2012,0,22293,Heath Slocum,"41' 10""",97322,194,8110.167,+46.00
2012,0,22046,Geoff Ogilvy,"41' 11""",105115,209,8759.583,+35.00
2012,0,2206,David Toms,"41' 11""",63358,126,5279.833,+6.00
2012,0,33141,Keegan Bradley,"42' 0""",128030,254,10669.167,+21.00
2012,0,6251,Chris DiMarco,"42' 0""",113305,225,9442.083,+44.00
2012,0,12782,Tim Herron,"42' 0""",144596,287,12049.667,+38.00
2012,0,23548,Bill Lunde,"42' 0""",129055,256,10754.583,+25.00
2012,0,24846,Ricky Barnes,"42' 1""",165796,328,13816.333,+61.00
2012,0,11123,Chris Couch,"42' 1""",86859,172,7238.25,+9.00
2012,0,27060,John Mallinger,"42' 1""",99900,198,8325.0,+47.00
2012,0,24781,Hunter Mahan,"42' 2""",105254,208,8771.167,+26.00
2012,0,28093,Miguel Angel Carballo,"42' 3""",114683,226,9556.917,+46.00
2012,0,1249,John Daly,"42' 3""",83119,164,6926.583,+27.00
2012,0,22378,Trevor Immelman,"42' 3""",113585,224,9465.417,+29.00
2012,0,23541,Ben Crane,"42' 5""",106445,209,8870.417,-12.00
2012,0,25834,Daniel Summerhays,"42' 5""",125677,247,10473.083,+47.00
2012,0,12716,Charley Hoffman,"42' 6""",135688,266,11307.333,+48.00
2012,0,29518,Brendan Steele,"42' 6""",113766,223,9480.5,+31.00
2012,0,20160,Charlie Wi,"42' 6""",137567,270,11463.917,+43.00
2012,0,29926,Danny Lee,"42' 7""",116058,227,9671.5,+10.00
