YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
2015,62,0,10809,Jim Furyk,0.76,1,131,99.24
2015,62,0,26951,Johnson Wagner,0.76,1,132,99.24
2015,64,0,20229,Stewart Cink,0.81,1,123,99.19
2015,64,0,34409,David Lingmerth,0.81,1,124,99.19
2015,66,0,29221,Webb Simpson,0.83,1,121,99.17
2015,67,0,24846,Ricky Barnes,0.84,1,119,99.16
2015,68,0,34358,Jonathan Randolph,0.85,1,117,99.15
2015,69,0,27141,J.B. Holmes,0.88,1,113,99.12
2015,69,0,26289,Boo Weekley,0.88,1,114,99.12
2015,71,0,33461,Morgan Hoffmann,0.93,1,108,99.07
2015,71,0,23320,Ryan Palmer,0.93,1,108,99.07
2015,73,0,30925,Dustin Johnson,0.95,1,105,99.05
2015,73,0,26476,Chez Reavie,0.95,1,105,99.05
2015,75,0,27933,John Merrick,0.96,1,104,99.04
2015,76,0,25349,Tim Wilkinson,0.97,1,103,99.03
2015,77,0,23983,Luke Donald,0.98,1,102,99.02
2015,78,0,28307,Matt Every,0.99,1,101,99.01
2015,79,0,24925,Jonathan Byrd,1.02,1,98,98.98
2015,79,0,21961,Charles Howell III,1.02,2,197,98.98
2015,81,0,12510,Chad Campbell,1.03,2,195,98.97
2015,82,0,26851,Marc Leishman,1.04,1,96,98.96
2015,83,0,30926,Chris Kirk,1.05,1,95,98.95
2015,83,0,31202,William McGirt,1.05,2,191,98.95
2015,83,0,30692,Scott Stallings,1.05,1,95,98.95
2015,86,0,32334,Charlie Beljan,1.06,1,94,98.94
2015,87,0,34431,Robert Streb,1.07,2,187,98.93
2015,88,0,34256,Andrew Putnam,1.08,1,93,98.92
2015,89,0,1706,Davis Love III,1.1,1,91,98.9
2015,90,0,24507,Jason Bohn,1.12,2,179,98.88
2015,91,0,24490,George McNeill,1.13,2,177,98.87
2015,92,0,26758,David Hearn,1.2,2,167,98.8
2015,92,0,25818,Scott Piercy,1.2,2,166,98.8
2015,94,0,20766,Padraig Harrington,1.23,1,81,98.77
2015,94,0,21528,Henrik Stenson,1.23,1,81,98.77
2015,96,0,33667,Carlos Ortiz,1.27,2,158,98.73
2015,96,0,28475,Jeff Overton,1.27,2,158,98.73
2015,96,0,20691,Greg Owen,1.27,1,79,98.73
2015,96,0,34265,Will Wilcox,1.27,1,79,98.73
2015,100,0,34563,Chesson Hadley,1.28,2,156,98.72
2015,101,0,30711,Colt Knost,1.29,2,155,98.71
2015,102,0,25493,Nick Taylor,1.32,2,152,98.68
2015,103,0,22371,Aaron Baddeley,1.41,2,142,98.59
2015,104,0,35539,Luke Guthrie,1.43,2,140,98.57
2015,105,0,23623,Bo Van Pelt,1.45,2,138,98.55
2015,106,0,29420,Billy Horschel,1.46,2,137,98.54
2015,107,0,27770,Camilo Villegas,1.47,2,136,98.53
2015,108,0,30944,Jason Kokrak,1.5,2,133,98.5
2015,109,0,31416,Derek Fathauer,1.53,2,131,98.47
2015,109,0,22892,Jason Gore,1.53,2,131,98.47
2015,111,0,34262,Jon Curran,1.55,2,129,98.45
2015,111,0,25345,Carl Pettersson,1.55,3,193,98.45
2015,111,0,27963,Chris Stroud,1.55,2,129,98.45
2015,114,0,25191,Gonzalo Fernandez-Castaño,1.56,2,128,98.44
2015,115,0,25396,Kevin Na,1.57,2,127,98.43
2015,116,0,24494,Erik Compton,1.59,2,126,98.41
2015,116,0,29535,Brice Garnett,1.59,2,126,98.41
2015,118,0,26596,Ryan Moore,1.6,2,125,98.4
2015,119,0,27064,Jhonattan Vegas,1.61,2,124,98.39
2015,120,0,26300,Matt Jones,1.64,2,122,98.36
2015,121,0,40026,Daniel Berger,1.67,3,180,98.33
2015,122,0,35532,Tom Hoge,1.71,2,117,98.29
2015,123,0,34264,Hudson Swafford,1.72,3,174,98.28
2015,124,0,32102,Rickie Fowler,1.75,2,114,98.25
2015,125,0,25369,Jamie Donaldson,1.79,1,56,98.21
2015,126,0,35541,John Peterson,1.8,3,167,98.2
2015,127,0,28089,Jason Day,1.9,2,105,98.1
2015,127,0,27644,Brian Harman,1.9,3,158,98.1
2015,129,0,29289,S.Y. Noh,1.92,2,104,98.08
2015,130,0,20771,Steven Alker,1.94,2,103,98.06
2015,131,0,25892,Steve Wheatcroft,1.96,3,153,98.04
2015,132,0,33122,Russell Knox,1.99,3,151,98.01
2015,133,0,32366,Kevin Chappell,2.0,3,150,98.0
2015,134,0,23048,Eric Axley,2.02,2,99,97.98
2015,135,0,29518,Brendan Steele,2.04,3,147,97.96
2015,136,0,27466,Spencer Levin,2.09,4,191,97.91
2015,137,0,31193,Jim Renner,2.11,2,95,97.89
2015,138,0,29926,Danny Lee,2.16,4,185,97.84
2015,139,0,29425,Andrew Svoboda,2.22,3,135,97.78
2015,140,0,31557,Jim Herman,2.25,4,178,97.75
2015,140,0,25562,Andres Romero,2.25,2,89,97.75
2015,142,0,29223,Sam Saunders,2.26,3,133,97.74
2015,143,0,39977,Max Homa,2.27,3,132,97.73
2015,144,0,32150,Michael Thompson,2.29,3,131,97.71
2015,145,0,29725,Tony Finau,2.3,4,174,97.7
2015,146,0,34130,Sung Joon Park,2.34,3,128,97.66
2015,147,0,33141,Keegan Bradley,2.4,3,125,97.6
2015,148,0,28132,Tyrone Van Aswegen,2.41,2,83,97.59
2015,149,0,37273,Derek Ernst,2.52,3,119,97.48
2015,150,0,27214,Kevin Streelman,2.63,4,152,97.37
2015,151,0,34098,Russell Henley,2.67,4,150,97.33
2015,152,0,36801,Mark Hubbard,2.7,3,111,97.3
2015,153,0,29479,Scott Brown,2.74,4,146,97.26
2015,154,0,28486,Michael Putnam,2.76,4,145,97.24
2015,155,0,28259,Sangmoon Bae,2.79,5,179,97.21
2015,156,0,28023,Byron Smith,2.88,3,104,97.12
2015,157,0,25274,Steven Bowditch,2.92,5,171,97.08
2015,158,0,10860,Justin Leonard,3.0,3,100,97.0
2015,159,0,6567,Vijay Singh,3.2,4,125,96.8
2015,160,0,24138,Ian Poulter,3.26,3,92,96.74
2015,161,0,12716,Charley Hoffman,3.36,5,149,96.64
2015,161,0,25240,D.A. Points,3.36,4,119,96.64
2015,163,0,24358,Robert Garrigus,3.42,4,117,96.58
2015,164,0,24357,K.J. Choi,3.45,4,116,96.55
2015,165,0,27436,Graham DeLaet,3.48,4,115,96.52
2015,166,0,8075,Jerry Kelly,3.54,4,113,96.46
2015,167,0,21753,Brian Davis,3.55,5,141,96.45
2015,168,0,23548,Bill Lunde,3.61,3,83,96.39
2015,169,0,25686,Jason Dufner,3.66,3,82,96.34
2015,169,0,22293,Heath Slocum,3.66,3,82,96.34
2015,171,0,28679,Fabián Gómez,3.68,5,136,96.32
2015,172,0,23621,Rory Sabbatini,3.88,5,129,96.12
2015,173,0,33419,Cameron Tringale,3.9,6,154,96.1
2015,174,0,28780,Nicholas Thompson,3.91,5,128,96.09
2015,175,0,26331,Charl Schwartzel,3.95,3,76,96.05
2015,176,0,20593,Greg Chalmers,4.35,3,69,95.65
2015,176,0,22046,Geoff Ogilvy,4.35,3,69,95.65
2015,178,0,22405,Justin Rose,4.44,4,90,95.56
2015,179,0,26329,Louis Oosthuizen,4.55,4,88,95.45
2015,180,0,20104,Ken Duke,4.58,7,153,95.42
2015,181,0,27095,Nick Watney,4.91,8,163,95.09
2015,182,0,33486,Roger Sloan,5.13,4,78,94.87
2015,183,0,30852,Ryo Ishikawa,5.15,7,136,94.85
2015,184,0,25900,Lucas Glover,6.71,10,149,93.29
2012,1,0,33141,Keegan Bradley,0.0,0,138,100.0
2012,1,0,1116,Michael Bradley,0.0,0,94,100.0
2012,1,0,24357,K.J. Choi,0.0,0,113,100.0
2012,1,0,22621,Ben Curtis,0.0,0,111,100.0
2012,1,0,23983,Luke Donald,0.0,0,99,100.0
2012,1,0,21805,Harrison Frazar,0.0,0,96,100.0
2012,1,0,10809,Jim Furyk,0.0,0,133,100.0
2012,1,0,24924,Bill Haas,0.0,0,116,100.0
2012,1,0,20766,Padraig Harrington,0.0,0,82,100.0
2012,1,0,30925,Dustin Johnson,0.0,0,93,100.0
2012,1,0,24024,Zach Johnson,0.0,0,138,100.0
2012,1,0,26300,Matt Jones,0.0,0,77,100.0
2012,1,0,19970,Robert Karlsson,0.0,0,84,100.0
2012,1,0,28308,Troy Kelly,0.0,0,100,100.0
2012,1,0,29478,Kevin Kisner,0.0,0,103,100.0
2012,1,0,33122,Russell Knox,0.0,0,114,100.0
2012,1,0,35139,Richard Lee,0.0,0,107,100.0
2012,1,0,10860,Justin Leonard,0.0,0,124,100.0
2012,1,0,27466,Spencer Levin,0.0,0,110,100.0
2012,1,0,24940,Edward Loar,0.0,0,71,100.0
2012,1,0,1706,Davis Love III,0.0,0,91,100.0
2012,1,0,1724,Jeff Maggert,0.0,0,147,100.0
2012,1,0,25572,Graeme McDowell,0.0,0,79,100.0
2012,1,0,24490,George McNeill,0.0,0,119,100.0
2012,1,0,1797,Rocco Mediate,0.0,0,117,100.0
2012,1,0,27302,Garth Mulroy,0.0,0,93,100.0
2012,1,0,26329,Louis Oosthuizen,0.0,0,109,100.0
2012,1,0,23320,Ryan Palmer,0.0,0,135,100.0
2012,1,0,29518,Brendan Steele,0.0,0,133,100.0
2012,1,0,21528,Henrik Stenson,0.0,0,85,100.0
2012,1,0,6527,Steve Stricker,0.0,0,96,100.0
2012,1,0,2206,David Toms,0.0,0,73,100.0
2012,1,0,23623,Bo Van Pelt,0.0,0,148,100.0
2012,1,0,26951,Johnson Wagner,0.0,0,139,100.0
2012,1,0,20396,Lee Westwood,0.0,0,75,100.0
2012,36,0,27644,Brian Harman,0.64,1,157,99.3
2012,36,0,27095,Nick Watney,0.64,1,156,99.3
2012,38,0,28455,Will Claxton,0.65,1,153,99.3
2012,38,0,34099,Harris English,0.65,1,153,99.3
2012,40,0,25345,Carl Pettersson,0.66,1,152,99.3
2012,41,0,32200,Roberto Castro,0.67,1,150,99.3
2012,42,0,30110,Kyle Stanley,0.68,1,146,99.3
2012,43,0,19846,Brian Gay,0.7,1,143,99.3
2012,44,0,12782,Tim Herron,0.71,1,141,99.2
2012,44,0,29221,Webb Simpson,0.71,1,141,99.2
2012,46,0,21753,Brian Davis,0.74,1,135,99.2
2012,47,0,27963,Chris Stroud,0.75,1,133,99.2
2012,48,0,30711,Colt Knost,0.78,1,129,99.2
2012,49,0,22913,John Rollins,0.79,1,127,99.2
2012,50,0,22348,Nick O'Hern,0.81,1,124,99.1
2012,51,0,24507,Jason Bohn,0.82,1,122,99.1
2012,52,0,24781,Hunter Mahan,0.83,1,121,99.1
2012,53,0,24494,Erik Compton,0.84,1,119,99.1
2012,54,0,23718,Nathan Green,0.88,1,114,99.1
2012,55,0,22378,Trevor Immelman,0.95,1,105,99.0
2012,56,0,1810,Phil Mickelson,0.98,1,102,99.0
2012,56,0,25892,Steve Wheatcroft,0.98,1,102,99.0
2012,58,0,25632,Jimmy Walker,1.02,2,196,98.9
2012,59,0,27895,Jonas Blixt,1.05,1,95,98.9
2012,60,0,22371,Aaron Baddeley,1.08,1,93,98.9
2012,61,0,28500,Martin Flores,1.1,2,181,98.9
2012,61,0,24663,Y.E. Yang,1.1,1,91,98.9
2012,63,0,25818,Scott Piercy,1.14,2,175,98.8
2012,63,0,24502,Adam Scott,1.14,1,88,98.8
2012,65,0,24604,Hunter Haas,1.15,1,87,98.8
2012,66,0,26331,Charl Schwartzel,1.19,1,84,98.8
2012,67,0,28089,Jason Day,1.23,1,81,98.7
2012,67,0,30750,Tommy Gainey,1.23,2,162,98.7
2012,69,0,6573,Brandt Jobe,1.27,1,79,98.7
2012,70,0,22293,Heath Slocum,1.28,2,156,98.7
2012,71,0,30926,Chris Kirk,1.3,2,154,98.7
2012,72,0,26851,Marc Leishman,1.33,2,150,98.6
2012,73,0,26679,Kevin Stadler,1.34,2,149,98.6
2012,74,0,20850,Daniel Chopra,1.35,1,74,98.6
2012,74,0,24140,Sean O'Hair,1.35,2,148,98.6
2012,74,0,26476,Chez Reavie,1.35,2,148,98.6
2012,77,0,23621,Rory Sabbatini,1.37,2,146,98.6
2012,78,0,21961,Charles Howell III,1.39,2,144,98.6
2012,79,0,30852,Ryo Ishikawa,1.41,1,71,98.5
2012,80,0,23800,Bryce Molder,1.44,2,139,98.5
2012,81,0,24138,Ian Poulter,1.45,1,69,98.5
2012,82,0,6522,Ernie Els,1.46,2,137,98.5
2012,82,0,31558,J.J. Killeen,1.46,2,137,98.5
2012,84,0,20593,Greg Chalmers,1.47,2,136,98.5
2012,84,0,1320,Bob Estes,1.47,2,136,98.5
2012,86,0,23108,Matt Kuchar,1.48,2,135,98.5
2012,87,0,27436,Graham DeLaet,1.5,2,133,98.5
2012,87,0,25396,Kevin Na,1.5,2,133,98.5
2012,89,0,21878,Mark Wilson,1.52,2,132,98.4
2012,90,0,20848,Ángel Cabrera,1.54,1,65,98.4
2012,91,0,20572,Rod Pampling,1.55,2,129,98.4
2012,92,0,22046,Geoff Ogilvy,1.57,2,127,98.4
2012,93,0,28307,Matt Every,1.6,2,125,98.4
2012,94,0,20098,Stuart Appleby,1.65,2,121,98.3
2012,94,0,26758,David Hearn,1.65,3,182,98.3
2012,94,0,21350,Ryuji Imada,1.65,2,121,98.3
2012,97,0,25804,Bubba Watson,1.67,2,120,98.3
2012,98,0,29910,Blake Adams,1.69,3,177,98.3
2012,98,0,11123,Chris Couch,1.69,2,118,98.3
2012,100,0,31202,William McGirt,1.7,3,176,98.3
2012,101,0,27120,Troy Matteson,1.73,3,173,98.2
2012,102,0,23541,Ben Crane,1.75,2,114,98.2
2012,103,0,25457,Alexandre Rocha,1.82,2,110,98.1
2012,104,0,28093,Miguel Angel Carballo,1.83,2,109,98.1
2012,104,0,29289,S.Y. Noh,1.83,3,164,98.1
2012,104,0,27770,Camilo Villegas,1.83,3,164,98.1
2012,107,0,29476,Kyle Reifers,1.84,3,163,98.1
2012,108,0,23353,J.J. Henry,1.88,3,160,98.1
2012,108,0,27214,Kevin Streelman,1.88,3,160,98.1
2012,110,0,26596,Ryan Moore,1.89,3,159,98.1
2012,111,0,20691,Greg Owen,1.9,3,158,98.1
2012,112,0,34021,Bud Cauley,1.91,3,157,98.0
2012,113,0,32698,Bobby Gates,1.97,3,152,98.0
2012,114,0,24925,Jonathan Byrd,1.98,2,101,98.0
2012,115,0,23542,Tommy Biershenk,2.0,2,100,98.0
2012,115,0,27797,Derek Lamely,2.0,2,100,98.0
2012,117,0,27936,Martin Laird,2.02,2,99,97.9
2012,117,0,22405,Justin Rose,2.02,2,99,97.9
2012,119,0,25834,Daniel Summerhays,2.03,3,148,97.9
2012,120,0,27933,John Merrick,2.05,3,146,97.9
2012,121,0,6034,Marco Dawson,2.06,2,97,97.9
2012,122,0,25686,Jason Dufner,2.11,3,142,97.8
2012,122,0,33419,Cameron Tringale,2.11,3,142,97.8
2012,122,0,31323,Gary Woodland,2.11,2,95,97.8
2012,125,0,12652,Cameron Beckman,2.14,3,140,97.8
2012,126,0,8725,Tom Gillis,2.16,3,139,97.8
2012,127,0,32366,Kevin Chappell,2.22,3,135,97.7
2012,127,0,23135,Tim Clark,2.22,2,90,97.7
2012,127,0,8075,Jerry Kelly,2.22,3,135,97.7
2012,130,0,20104,Ken Duke,2.26,4,177,97.7
2012,131,0,12510,Chad Campbell,2.33,3,129,97.6
2012,131,0,21209,Sergio Garcia,2.33,2,86,97.6
2012,131,0,30944,Jason Kokrak,2.33,3,129,97.6
2012,134,0,20645,John Senden,2.34,3,128,97.6
2012,135,0,21731,Freddie Jacobson,2.35,2,85,97.6
2012,136,0,23409,James Driscoll,2.36,3,127,97.6
2012,136,0,22961,David Mathis,2.36,3,127,97.6
2012,138,0,25240,D.A. Points,2.37,4,169,97.6
2012,139,0,28475,Jeff Overton,2.38,4,168,97.6
2012,139,0,24361,Pat Perez,2.38,3,126,97.6
2012,141,0,27064,Jhonattan Vegas,2.4,3,125,97.6
2012,142,0,27974,Sung Kang,2.48,3,121,97.5
2012,142,0,32150,Michael Thompson,2.48,3,121,97.5
2012,144,0,27649,Brandt Snedeker,2.5,3,120,97.5
2012,145,0,24358,Robert Garrigus,2.53,4,158,97.4
2012,146,0,23638,Brendon de Jonge,2.55,5,196,97.4
2012,147,0,29479,Scott Brown,2.63,3,114,97.3
2012,148,0,12716,Charley Hoffman,2.7,4,148,97.3
2012,149,0,10213,Dicky Pride,2.73,3,110,97.2
2012,150,0,29222,Billy Hurley III,2.75,3,109,97.2
2012,151,0,27060,John Mallinger,2.78,3,108,97.2
2012,151,0,6567,Vijay Singh,2.78,4,144,97.2
2012,153,0,23204,Gary Christian,2.88,4,139,97.1
2012,154,0,6251,Chris DiMarco,2.92,4,137,97.0
2012,154,0,27141,J.B. Holmes,2.92,4,137,97.0
2012,156,0,26289,Boo Weekley,2.96,4,135,97.0
2012,157,0,1941,Tom Pernice Jr.,2.97,3,101,97.0
2012,158,0,20574,Mathew Goggin,3.0,3,100,97.0
2012,159,0,28087,Kris Blanks,3.03,4,132,96.9
2012,159,0,1766,Billy Mayfair,3.03,4,132,96.9
2012,161,0,30927,Brendon Todd,3.2,4,125,96.8
2012,162,0,24846,Ricky Barnes,3.21,5,156,96.7
2012,162,0,27330,Josh Teater,3.21,5,156,96.7
2012,164,0,22548,Patrick Sheehan,3.26,3,92,96.7
2012,165,0,20160,Charlie Wi,3.28,4,122,96.7
2012,166,0,23903,Stephen Gangluff,3.3,3,91,96.7
2012,167,0,21407,Arjun Atwal,3.31,4,121,96.6
2012,168,0,20070,Matt Bettencourt,3.36,4,119,96.6
2012,169,0,30692,Scott Stallings,3.52,5,142,96.4
2012,170,0,10885,Robert Allenby,3.6,5,139,96.4
2012,170,0,20229,Stewart Cink,3.6,4,111,96.4
2012,172,0,20623,Gavin Coles,3.77,4,106,96.2
2012,173,0,23325,Vaughn Taylor,3.87,6,155,96.1
2012,174,0,32102,Rickie Fowler,3.91,5,128,96.0
2012,174,0,34174,John Huh,3.91,7,179,96.0
2012,176,0,1249,John Daly,4.05,3,74,95.9
2012,177,0,28259,Sangmoon Bae,4.17,5,120,95.8
2012,177,0,29420,Billy Horschel,4.17,4,96,95.8
2012,179,0,23548,Bill Lunde,4.29,6,140,95.7
2012,180,0,23788,D.J. Trahan,4.46,5,112,95.5
2012,181,0,29926,Danny Lee,4.67,5,107,95.3
2012,182,0,33120,Mark Anderson,4.71,4,85,95.2
2012,183,0,6036,Scott Dunlap,4.76,5,105,95.2
2012,184,0,22582,Kyle Thompson,4.84,3,62,95.1
2012,185,0,32334,Charlie Beljan,5.0,4,80,95.0
2012,186,0,8793,Tiger Woods,5.26,5,95,94.7
2012,187,0,25562,Andres Romero,5.32,5,94,94.6
2012,188,0,28237,Rory McIlroy,5.41,4,74,94.5
2012,189,0,26287,Roland Thatcher,5.88,5,85,94.1
2012,190,0,27556,Ted Potter Jr.,6.31,7,111,93.6
2012,191,0,6004,Stephen Ames,8.0,6,75,92.0
2008,1,0,6197,Michael Allen,0.0,0,147,100.0
2008,1,0,1035,Tommy Armour III,0.0,0,144,100.0
2008,1,0,22371,Aaron Baddeley,0.0,0,111,100.0
2008,1,0,1142,Bart Bryant,0.0,0,127,100.0
2008,1,0,20848,Ángel Cabrera,0.0,0,79,100.0
2008,1,0,1226,Fred Couples,0.0,0,94,100.0
2008,1,0,22621,Ben Curtis,0.0,0,116,100.0
2008,1,0,9011,David Duval,0.0,0,72,100.0
2008,1,0,23125,Brad Elder,0.0,0,125,100.0
2008,1,0,6522,Ernie Els,0.0,0,55,100.0
2008,1,0,23353,J.J. Henry,0.0,0,197,100.0
2008,1,0,21731,Freddie Jacobson,0.0,0,131,100.0
2008,1,0,6573,Brandt Jobe,0.0,0,109,100.0
2008,1,0,26420,Richard Johnson,0.0,0,101,100.0
2008,1,0,24024,Zach Johnson,0.0,0,149,100.0
2008,1,0,6012,Greg Kraft,0.0,0,104,100.0
2008,1,0,22806,Doug LaBelle II,0.0,0,101,100.0
2008,1,0,20382,Stephen Leaney,0.0,0,82,100.0
2008,1,0,12680,Shigeki Maruyama,0.0,0,86,100.0
2008,1,0,24449,Parker McLachlin,0.0,0,141,100.0
2008,1,0,22046,Geoff Ogilvy,0.0,0,98,100.0
2008,1,0,7749,Brett Quigley,0.0,0,150,100.0
2008,1,0,2002,John Riegger,0.0,0,123,100.0
2008,1,0,20127,Chris Riley,0.0,0,68,100.0
2008,1,0,10649,Tom Scherrer,0.0,0,87,100.0
2008,1,0,2223,Bob Tway,0.0,0,122,100.0
2008,1,0,10423,Mike Weir,0.0,0,131,100.0
2008,28,0,20498,Briny Baird,0.5,1,201,99.5
2008,29,0,7867,Woody Austin,0.54,1,186,99.4
2008,30,0,10505,Shane Bertsch,0.56,1,178,99.4
2008,31,0,26476,Chez Reavie,0.58,1,171,99.4
2008,32,0,23048,Eric Axley,0.59,1,170,99.4
2008,33,0,10860,Justin Leonard,0.61,1,164,99.3
2008,34,0,25349,Tim Wilkinson,0.62,1,161,99.3
2008,35,0,23718,Nathan Green,0.63,1,159,99.3
2008,35,0,10425,Jay Williamson,0.63,1,160,99.3
2008,37,0,27060,John Mallinger,0.64,1,156,99.3
2008,38,0,22913,John Rollins,0.65,1,155,99.3
2008,39,0,23778,Brad Adamonis,0.67,1,149,99.3
2008,40,0,23409,James Driscoll,0.68,1,146,99.3
2008,41,0,27936,Martin Laird,0.69,1,145,99.3
2008,41,0,24781,Hunter Mahan,0.69,1,144,99.3
2008,43,0,1473,Todd Hamilton,0.71,1,141,99.2
2008,43,0,8845,Scott Sterling,0.71,1,140,99.2
2008,45,0,21350,Ryuji Imada,0.74,1,136,99.2
2008,46,0,25190,Jeff Quinney,0.75,1,133,99.2
2008,47,0,25632,Jimmy Walker,0.76,1,131,99.2
2008,48,0,26951,Johnson Wagner,0.78,1,129,99.2
2008,49,0,23320,Ryan Palmer,0.79,1,127,99.2
2008,50,0,27770,Camilo Villegas,0.86,1,116,99.1
2008,51,0,25720,Chad Collins,0.87,1,115,99.1
2008,52,0,20098,Stuart Appleby,0.91,1,110,99.0
2008,53,0,2206,David Toms,0.92,1,109,99.0
2008,54,0,20623,Gavin Coles,0.94,1,106,99.0
2008,54,0,6034,Marco Dawson,0.94,1,106,99.0
2008,54,0,21209,Sergio Garcia,0.94,1,106,99.0
2008,57,0,23797,Brett Rumford,0.96,1,104,99.0
2008,58,0,20104,Ken Duke,0.98,2,205,99.0
2008,58,0,1810,Phil Mickelson,0.98,1,102,99.0
2008,60,0,1553,John Huston,1.01,1,99,98.9
2008,61,0,1941,Tom Pernice Jr.,1.08,2,186,98.9
2008,61,0,12309,Bob Sowards,1.08,1,93,98.9
2008,63,0,26500,Alejandro Cañizares,1.11,1,90,98.8
2008,64,0,23325,Vaughn Taylor,1.12,2,178,98.8
2008,65,0,23788,D.J. Trahan,1.14,2,175,98.8
2008,66,0,28475,Jeff Overton,1.16,2,173,98.8
2008,66,0,21878,Mark Wilson,1.16,2,172,98.8
2008,68,0,25345,Carl Pettersson,1.18,2,169,98.8
2008,69,0,26300,Matt Jones,1.23,2,163,98.7
2008,69,0,25804,Bubba Watson,1.23,2,162,98.7
2008,71,0,20645,John Senden,1.25,2,160,98.7
2008,72,0,1677,Tom Lehman,1.27,1,79,98.7
2008,72,0,25396,Kevin Na,1.27,2,158,98.7
2008,74,0,23497,Tag Ridings,1.28,2,156,98.7
2008,75,0,6595,Kevin Sutherland,1.3,2,154,98.7
2008,76,0,12705,Cliff Kresge,1.32,2,152,98.6
2008,77,0,23135,Tim Clark,1.34,2,149,98.6
2008,77,0,24924,Bill Haas,1.34,2,149,98.6
2008,79,0,25364,Paul Casey,1.37,1,73,98.6
2008,80,0,24227,Justin Bolli,1.38,2,145,98.6
2008,80,0,28158,Steve Marino,1.38,3,217,98.6
2008,82,0,1948,Tim Petrovic,1.41,2,142,98.5
2008,83,0,26668,Marc Turnesa,1.42,2,141,98.5
2008,84,0,20572,Rod Pampling,1.45,2,138,98.5
2008,85,0,1766,Billy Mayfair,1.49,3,202,98.5
2008,86,0,23157,Richard Johnson,1.55,2,129,98.4
2008,87,0,23108,Matt Kuchar,1.6,2,125,98.4
2008,88,0,2239,Scott Verplank,1.63,2,123,98.3
2008,89,0,6567,Vijay Singh,1.64,2,122,98.3
2008,90,0,1706,Davis Love III,1.67,2,120,98.3
2008,91,0,6527,Steve Stricker,1.74,2,115,98.2
2008,92,0,12716,Charley Hoffman,1.76,3,170,98.2
2008,93,0,10733,Kent Jones,1.77,2,113,98.2
2008,94,0,1707,Steve Lowery,1.79,2,112,98.2
2008,94,0,8385,Omar Uresti,1.79,2,112,98.2
2008,96,0,6251,Chris DiMarco,1.8,3,167,98.2
2008,96,0,19846,Brian Gay,1.8,3,167,98.2
2008,96,0,20634,Peter Lonard,1.8,3,167,98.2
2008,99,0,30925,Dustin Johnson,1.81,3,166,98.1
2008,100,0,12826,Paul Claxton,1.82,2,110,98.1
2008,101,0,7547,Craig Kanada,1.83,2,109,98.1
2008,101,0,24912,Will MacKenzie,1.83,2,109,98.1
2008,103,0,21949,Joe Ogilvie,1.84,3,163,98.1
2008,104,0,12510,Chad Campbell,1.85,3,162,98.1
2008,104,0,20574,Mathew Goggin,1.85,3,162,98.1
2008,106,0,21461,Kenneth Ferrie,1.87,2,107,98.1
2008,106,0,22548,Patrick Sheehan,1.87,4,214,98.1
2008,108,0,27933,John Merrick,1.9,3,158,98.1
2008,109,0,19803,Ryan Armour,1.91,3,157,98.0
2008,109,0,20378,Mathias Grönberg,1.91,3,157,98.0
2008,111,0,10585,Scott McCarron,1.92,2,104,98.0
2008,111,0,20160,Charlie Wi,1.92,3,156,98.0
2008,113,0,11032,Frank Lickliter II,1.97,4,203,98.0
2008,114,0,1313,Steve Elkington,1.99,3,151,98.0
2008,114,0,12782,Tim Herron,1.99,3,151,98.0
2008,114,0,26695,Michael Letzig,1.99,3,151,98.0
2008,117,0,1928,Corey Pavin,2.0,2,100,98.0
2008,117,0,22293,Heath Slocum,2.0,4,200,98.0
2008,119,0,1945,Kenny Perry,2.01,4,199,97.9
2008,120,0,28089,Jason Day,2.03,3,148,97.9
2008,121,0,24357,K.J. Choi,2.06,2,97,97.9
2008,122,0,1724,Jeff Maggert,2.1,3,143,97.9
2008,122,0,6090,Jim McGovern,2.1,3,143,97.9
2008,124,0,6004,Stephen Ames,2.11,3,142,97.8
2008,124,0,30750,Tommy Gainey,2.11,2,95,97.8
2008,126,0,27214,Kevin Streelman,2.14,4,187,97.8
2008,126,0,27963,Chris Stroud,2.14,3,140,97.8
2008,128,0,27120,Troy Matteson,2.19,4,183,97.8
2008,129,0,20105,Jeff Gove,2.2,2,91,97.8
2008,130,0,20850,Daniel Chopra,2.26,3,133,97.7
2008,131,0,1797,Rocco Mediate,2.27,3,132,97.7
2008,132,0,25900,Lucas Glover,2.31,4,173,97.6
2008,133,0,12823,Carlos Franco,2.33,3,129,97.6
2008,134,0,20443,Jin Park,2.34,3,128,97.6
2008,135,0,12652,Cameron Beckman,2.4,3,125,97.6
2008,136,0,8537,J.P. Hayes,2.42,3,124,97.5
2008,136,0,27141,J.B. Holmes,2.42,3,124,97.5
2008,136,0,12602,Dean Wilson,2.42,5,207,97.5
2008,139,0,19913,Ron Whittaker,2.47,2,81,97.5
2008,140,0,21961,Charles Howell III,2.52,4,159,97.4
2008,140,0,26289,Boo Weekley,2.52,3,119,97.4
2008,142,0,6575,Dudley Hart,2.54,3,118,97.4
2008,143,0,20157,Retief Goosen,2.56,2,78,97.4
2008,144,0,24490,George McNeill,2.59,5,193,97.4
2008,145,0,27095,Nick Watney,2.61,4,153,97.3
2008,146,0,8075,Jerry Kelly,2.67,4,150,97.3
