YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
2012,82,0,10860,Justin Leonard,"35' 8""",43562.75,1220,Over
2012,82,0,27302,Garth Mulroy,"35' 8""",29168.917,817,Under
2012,82,0,24138,Ian Poulter,"35' 8""",24147.0,677,Under
2012,82,0,27214,Kevin Streelman,"35' 8""",49056.833,1377,Under
2012,82,0,21878,Mark Wilson,"35' 8""",43334.917,1215,Over
2012,90,0,27895,Jonas Blixt,"35' 9""",40870.833,1144,Under
2012,90,0,26758,David Hearn,"35' 9""",56417.083,1579,Under
2012,90,0,35139,Richard Lee,"35' 9""",36537.0,1022,Under
2012,90,0,25240,D.A. Points,"35' 9""",51078.417,1430,Under
2012,94,0,28087,Kris Blanks,"35' 10""",38572.75,1077,Over
2012,94,0,32200,Roberto Castro,"35' 10""",48149.083,1343,Under
2012,94,0,6251,Chris DiMarco,"35' 10""",46285.25,1292,Over
2012,97,0,24357,K.J. Choi,"35' 11""",35840.083,999,Under
2012,97,0,11123,Chris Couch,"35' 11""",34352.333,957,Under
2012,97,0,22548,Patrick Sheehan,"35' 11""",28189.5,785,Over
2012,100,0,29479,Scott Brown,"36' 0""",32776.5,910,Over
2012,100,0,12782,Tim Herron,"36' 0""",49097.583,1365,Under
2012,100,0,30852,Ryo Ishikawa,"36' 0""",23890.75,664,Over
2012,100,0,23621,Rory Sabbatini,"36' 0""",46433.417,1289,Under
2012,100,0,30692,Scott Stallings,"36' 0""",43700.75,1215,Under
2012,100,0,23788,D.J. Trahan,"36' 0""",39946.083,1109,Over
2012,100,0,25804,Bubba Watson,"36' 0""",32779.917,910,Under
2012,107,0,1797,Rocco Mediate,"36' 1""",37516.75,1039,Under
2012,107,0,24361,Pat Perez,"36' 1""",44580.75,1235,Under
2012,107,0,20160,Charlie Wi,"36' 1""",47259.083,1310,Over
2012,110,0,20098,Stuart Appleby,"36' 2""",41990.25,1162,Under
2012,110,0,25396,Kevin Na,"36' 2""",41988.5,1161,Under
2012,110,0,20572,Rod Pampling,"36' 2""",44709.167,1235,Over
2012,110,0,27330,Josh Teater,"36' 2""",53690.0,1485,Under
2012,114,0,29926,Danny Lee,"36' 3""",38209.0,1053,Under
2012,115,0,28475,Jeff Overton,"36' 4""",59846.5,1649,Under
2012,116,0,21407,Arjun Atwal,"36' 5""",43227.5,1186,Over
2012,116,0,1116,Michael Bradley,"36' 5""",35972.917,987,Over
2012,116,0,34174,John Huh,"36' 5""",55447.0,1522,Under
2012,116,0,22378,Trevor Immelman,"36' 5""",37208.833,1022,Under
2012,116,0,6573,Brandt Jobe,"36' 5""",29290.0,804,Over
2012,116,0,22961,David Mathis,"36' 5""",45022.833,1237,Over
2012,116,0,25834,Daniel Summerhays,"36' 5""",44361.75,1219,Under
2012,116,0,26951,Johnson Wagner,"36' 5""",49638.417,1364,Under
2012,124,0,1249,John Daly,"36' 6""",24747.0,678,Over
2012,124,0,12716,Charley Hoffman,"36' 6""",49665.75,1360,Under
2012,124,0,8075,Jerry Kelly,"36' 6""",47897.333,1312,Under
2012,124,0,24140,Sean O'Hair,"36' 6""",49734.0,1363,Under
2012,128,0,29910,Blake Adams,"36' 7""",57644.5,1576,Under
2012,128,0,30711,Colt Knost,"36' 7""",43959.0,1202,Over
2012,130,0,29478,Kevin Kisner,"36' 8""",34755.583,947,Under
2012,130,0,30944,Jason Kokrak,"36' 8""",45254.75,1234,Over
2012,130,0,27556,Ted Potter Jr.,"36' 8""",40108.917,1094,Over
2012,130,0,25892,Steve Wheatcroft,"36' 8""",27574.75,752,Over
2012,134,0,21209,Sergio Garcia,"36' 9""",28998.75,789,Under
2012,135,0,23542,Tommy Biershenk,"36' 10""",37969.833,1030,Over
2012,135,0,20229,Stewart Cink,"36' 10""",35672.083,969,Over
2012,135,0,28089,Jason Day,"36' 10""",30908.833,840,Under
2012,138,0,20848,Ángel Cabrera,"36' 11""",24412.333,661,Over
2012,138,0,34099,Harris English,"36' 11""",57406.0,1555,Under
2012,138,0,32698,Bobby Gates,"36' 11""",50284.5,1361,Over
2012,138,0,19970,Robert Karlsson,"36' 11""",26901.25,729,Over
2012,142,0,24925,Jonathan Byrd,"37' 0""",37233.333,1006,Under
2012,142,0,23541,Ben Crane,"37' 0""",40886.167,1105,Under
2012,142,0,27141,J.B. Holmes,"37' 0""",51663.25,1397,Under
2012,142,0,29222,Billy Hurley III,"37' 0""",37628.083,1018,Over
2012,142,0,28308,Troy Kelly,"37' 0""",33763.0,912,Over
2012,142,0,29289,S.Y. Noh,"37' 0""",56182.833,1519,Under
2012,148,0,28500,Martin Flores,"37' 1""",54342.75,1467,Under
2012,148,0,8725,Tom Gillis,"37' 1""",45670.75,1232,Under
2012,148,0,1941,Tom Pernice Jr.,"37' 1""",34510.667,931,Over
2012,148,0,22913,John Rollins,"37' 1""",47143.5,1271,Under
2012,152,0,28093,Miguel Angel Carballo,"37' 2""",37831.75,1019,Over
2012,152,0,21805,Harrison Frazar,"37' 2""",31818.667,857,Over
2012,152,0,21961,Charles Howell III,"37' 2""",51368.167,1381,Under
2012,152,0,24490,George McNeill,"37' 2""",47093.25,1266,Over
2012,152,0,30927,Brendon Todd,"37' 2""",41702.417,1122,Over
2012,152,0,33419,Cameron Tringale,"37' 2""",51422.5,1383,Under
2012,158,0,24604,Hunter Haas,"37' 3""",34569.333,928,Over
2012,158,0,20645,John Senden,"37' 3""",41355.917,1110,Under
2012,158,0,29518,Brendan Steele,"37' 3""",42612.667,1143,Over
2012,161,0,26851,Marc Leishman,"37' 5""",50996.417,1362,Over
2012,162,0,20070,Matt Bettencourt,"37' 6""",40190.5,1071,Over
2012,162,0,32366,Kevin Chappell,"37' 6""",48338.25,1290,Over
2012,162,0,20574,Mathew Goggin,"37' 6""",36862.667,982,Under
2012,162,0,1810,Phil Mickelson,"37' 6""",40196.167,1073,Under
2012,166,0,20593,Greg Chalmers,"37' 7""",50501.0,1343,Under
2012,166,0,31323,Gary Woodland,"37' 7""",35572.25,947,Over
2012,168,0,28259,Sangmoon Bae,"37' 9""",38501.0,1019,Over
2012,169,0,1766,Billy Mayfair,"37' 10""",52938.75,1398,Over
2012,170,0,27120,Troy Matteson,"37' 11""",56552.167,1490,Over
2012,170,0,25632,Jimmy Walker,"37' 11""",61701.167,1626,Under
2012,172,0,20850,Daniel Chopra,"38' 0""",29190.167,768,Over
2012,172,0,24494,Erik Compton,"38' 0""",43284.417,1138,Over
2012,172,0,24663,Y.E. Yang,"38' 0""",32573.0,858,Over
2012,175,0,33120,Mark Anderson,"38' 1""",41634.917,1094,Over
2012,175,0,21350,Ryuji Imada,"38' 1""",46996.667,1233,Over
2012,175,0,24940,Edward Loar,"38' 1""",29317.75,770,Over
2012,178,0,23718,Nathan Green,"38' 2""",38971.083,1020,Under
2012,178,0,25562,Andres Romero,"38' 2""",36798.833,965,Over
2012,180,0,22371,Aaron Baddeley,"38' 3""",37531.667,981,Under
2012,181,0,31558,J.J. Killeen,"38' 4""",57670.333,1503,Over
2012,182,0,27466,Spencer Levin,"38' 5""",45425.917,1182,Over
2012,183,0,23903,Stephen Gangluff,"38' 6""",29665.167,770,Over
2012,184,0,24924,Bill Haas,"38' 7""",42193.583,1093,Under
2012,184,0,26300,Matt Jones,"38' 7""",30483.0,790,Over
2012,186,0,27974,Sung Kang,"38' 10""",43101.083,1111,1 Over
2012,186,0,27936,Martin Laird,"38' 10""",37541.333,967,Under
2012,188,0,23409,James Driscoll,"39' 4""",49492.0,1257,Over
2012,188,0,21528,Henrik Stenson,"39' 4""",29558.75,751,Under
2012,190,0,27064,Jhonattan Vegas,"39' 6""",48753.333,1234,Over
2012,191,0,27797,Derek Lamely,"39' 11""",39746.833,995,Over
2008,1,0,22293,Heath Slocum,"31' 2""",47946.0,1540,Under
2008,2,0,20623,Gavin Coles,"31' 7""",24904.25,788,Under
2008,3,0,23135,Tim Clark,"32' 2""",42054.25,1307,Under
2008,4,0,12510,Chad Campbell,"32' 8""",49898.917,1526,Under
2008,4,0,10860,Justin Leonard,"32' 8""",42628.917,1304,Under
2008,6,0,6004,Stephen Ames,"32' 9""",38688.083,1182,Under
2008,6,0,2239,Scott Verplank,"32' 9""",38138.5,1164,Under
2008,8,0,22348,Nick O'Hern,"32' 10""",41768.583,1272,Under
2008,9,0,1553,John Huston,"32' 11""",28866.417,878,Under
2008,10,0,19846,Brian Gay,"33' 1""",51016.667,1543,Under
2008,10,0,26476,Chez Reavie,"33' 1""",53284.167,1609,Under
2008,12,0,10505,Shane Bertsch,"33' 2""",53463.5,1611,Under
2008,12,0,1142,Bart Bryant,"33' 2""",39837.833,1201,Under
2008,14,0,6522,Ernie Els,"33' 3""",21488.583,646,Even
2008,15,0,1035,Tommy Armour III,"33' 5""",39533.75,1183,Over
2008,15,0,10425,Jay Williamson,"33' 5""",47841.667,1432,Over
2008,17,0,20498,Briny Baird,"33' 6""",57690.667,1723,Under
2008,17,0,1139,Olin Browne,"33' 6""",41854.333,1249,Over
2008,17,0,1945,Kenny Perry,"33' 6""",55281.0,1649,Under
2008,20,0,24024,Zach Johnson,"33' 7""",42665.5,1271,Under
2008,20,0,22548,Patrick Sheehan,"33' 7""",63135.5,1879,Under
2008,20,0,8845,Scott Sterling,"33' 7""",44647.833,1329,Under
2008,23,0,1388,Robert Gamez,"33' 8""",42891.917,1275,Over
2008,24,0,25190,Jeff Quinney,"33' 9""",44059.667,1307,Under
2008,24,0,10649,Tom Scherrer,"33' 9""",26622.75,788,Over
2008,26,0,6197,Michael Allen,"33' 10""",47221.667,1394,Under
2008,26,0,6090,Jim McGovern,"33' 10""",38160.417,1127,Over
2008,26,0,22046,Geoff Ogilvy,"33' 10""",29680.25,877,Under
2008,26,0,23320,Ryan Palmer,"33' 10""",36399.167,1076,Under
2008,30,0,1161,Mark Calcavecchia,"33' 11""",32751.667,966,Over
2008,31,0,12652,Cameron Beckman,"34' 0""",45087.5,1327,Under
2008,31,0,12602,Dean Wilson,"34' 0""",56733.083,1667,Under
2008,33,0,7457,Steve Flesch,"34' 1""",49301.917,1447,Under
2008,34,0,20472,Alex Cejka,"34' 2""",36727.083,1074,Over
2008,34,0,10733,Kent Jones,"34' 2""",33789.833,988,Under
2008,34,0,22806,Doug LaBelle II,"34' 2""",31142.75,912,Even
2008,34,0,2002,John Riegger,"34' 2""",39087.333,1144,Under
2008,34,0,23325,Vaughn Taylor,"34' 2""",57454.167,1680,Under
2008,34,0,10423,Mike Weir,"34' 2""",40524.333,1186,Under
2008,34,0,19913,Ron Whittaker,"34' 2""",25181.25,737,Over
2008,41,0,25364,Paul Casey,"34' 3""",22082.25,645,Over
2008,41,0,6012,Greg Kraft,"34' 3""",30696.667,896,Over
2008,41,0,6567,Vijay Singh,"34' 3""",38718.0,1131,Under
2008,41,0,2206,David Toms,"34' 3""",34315.417,1003,Under
2008,41,0,2223,Bob Tway,"34' 3""",34949.25,1021,Under
2008,46,0,10809,Jim Furyk,"34' 4""",46276.417,1349,Under
2008,46,0,23108,Matt Kuchar,"34' 4""",43138.5,1256,Under
2008,48,0,22621,Ben Curtis,"34' 5""",38670.25,1124,Under
2008,48,0,8931,Glen Day,"34' 5""",34587.25,1005,Under
2008,48,0,20105,Jeff Gove,"34' 5""",27073.417,787,Under
2008,48,0,22378,Trevor Immelman,"34' 5""",33310.667,968,Over
2008,48,0,1577,Lee Janzen,"34' 5""",46098.833,1341,Over
2008,48,0,24781,Hunter Mahan,"34' 5""",44429.833,1291,Under
2008,48,0,24140,Sean O'Hair,"34' 5""",41861.417,1215,Under
2008,55,0,20443,Jin Park,"34' 6""",43327.583,1255,Over
2008,56,0,19803,Ryan Armour,"34' 7""",47013.667,1360,Over
2008,56,0,7547,Craig Kanada,"34' 7""",34182.25,989,Over
2008,56,0,1941,Tom Pernice Jr.,"34' 7""",60756.583,1757,Under
2008,59,0,7867,Woody Austin,"34' 8""",54689.583,1578,Under
2008,59,0,6621,Joe Durant,"34' 8""",49167.25,1417,Over
2008,59,0,1320,Bob Estes,"34' 8""",53497.333,1543,Under
2008,59,0,25900,Lucas Glover,"34' 8""",51603.333,1489,Under
2008,59,0,20645,John Senden,"34' 8""",50821.167,1467,Under
2008,59,0,23788,D.J. Trahan,"34' 8""",48397.333,1396,Under
2008,59,0,26289,Boo Weekley,"34' 8""",39740.667,1146,Under
2008,66,0,10885,Robert Allenby,"34' 9""",53563.417,1541,Under
2008,66,0,24227,Justin Bolli,"34' 9""",45512.0,1309,Over
2008,66,0,24663,Y.E. Yang,"34' 9""",49524.75,1425,Over
2008,69,0,6034,Marco Dawson,"34' 10""",33542.5,963,Over
2008,69,0,22892,Jason Gore,"34' 10""",53077.417,1523,Under
2008,69,0,27060,John Mallinger,"34' 10""",52370.75,1502,Under
2008,69,0,1928,Corey Pavin,"34' 10""",34988.5,1004,Under
2008,69,0,23621,Rory Sabbatini,"34' 10""",39402.833,1131,Under
2008,69,0,27963,Chris Stroud,"34' 10""",41102.333,1180,Over
2008,69,0,8385,Omar Uresti,"34' 10""",39248.917,1128,Under
2008,76,0,20766,Padraig Harrington,"34' 11""",19904.833,570,Under
2008,76,0,6573,Brandt Jobe,"34' 11""",29395.167,842,Over
2008,76,0,8075,Jerry Kelly,"34' 11""",46377.75,1327,Under
2008,76,0,27770,Camilo Villegas,"34' 11""",39271.75,1126,Under
2008,80,0,1024,Billy Andrade,"35' 0""",38743.667,1108,Over
2008,80,0,23541,Ben Crane,"35' 0""",46922.583,1342,Under
2008,80,0,1313,Steve Elkington,"35' 0""",45856.833,1310,Under
2008,80,0,21731,Freddie Jacobson,"35' 0""",40124.75,1146,Under
2008,80,0,6527,Steve Stricker,"35' 0""",36296.75,1036,Under
2008,85,0,21805,Harrison Frazar,"35' 1""",38832.333,1106,Over
2008,85,0,6643,Paul Goydos,"35' 1""",42176.5,1202,Over
2008,85,0,28158,Steve Marino,"35' 1""",65479.583,1865,Under
2008,88,0,20229,Stewart Cink,"35' 2""",40375.5,1148,Under
2008,88,0,12716,Charley Hoffman,"35' 2""",54048.083,1537,Under
2008,88,0,27649,Brandt Snedeker,"35' 2""",42258.5,1203,Under
2008,91,0,23614,Rich Beem,"35' 3""",49992.333,1417,Under
2008,91,0,1226,Fred Couples,"35' 3""",32245.75,915,Under
2008,91,0,24912,Will MacKenzie,"35' 3""",36013.75,1021,Over
2008,91,0,20160,Charlie Wi,"35' 3""",55611.833,1576,Under
2008,95,0,20382,Stephen Leaney,"35' 4""",28313.667,802,Over
2008,95,0,11032,Frank Lickliter II,"35' 4""",63158.25,1786,Over
2008,95,0,1797,Rocco Mediate,"35' 4""",43666.833,1235,Over
2008,95,0,21878,Mark Wilson,"35' 4""",65895.917,1863,Under
2008,99,0,21209,Sergio Garcia,"35' 5""",35624.25,1005,Under
2008,99,0,12705,Cliff Kresge,"35' 5""",46192.917,1304,Over
2008,99,0,25804,Bubba Watson,"35' 5""",50532.417,1426,Under
2008,102,0,6251,Chris DiMarco,"35' 6""",48290.833,1361,Over
2008,102,0,20157,Retief Goosen,"35' 6""",26736.75,754,Over
2008,102,0,1766,Billy Mayfair,"35' 6""",60524.833,1705,Under
2008,102,0,24490,George McNeill,"35' 6""",57207.25,1611,Under
2008,102,0,24361,Pat Perez,"35' 6""",50229.333,1415,Under
2008,102,0,25345,Carl Pettersson,"35' 6""",61517.333,1734,Under
2008,102,0,26679,Kevin Stadler,"35' 6""",46180.75,1302,Over
2008,109,0,21753,Brian Davis,"35' 7""",64819.667,1822,Under
2008,109,0,20104,Ken Duke,"35' 7""",66830.5,1879,Under
2008,109,0,30750,Tommy Gainey,"35' 7""",29131.167,819,Over
2008,109,0,29718,Anthony Kim,"35' 7""",41563.083,1168,Under
2008,109,0,27214,Kevin Streelman,"35' 7""",61685.667,1733,Under
2008,114,0,26695,Michael Letzig,"35' 8""",47304.083,1327,Under
2008,114,0,25562,Andres Romero,"35' 8""",31147.083,874,Over
2008,114,0,25349,Tim Wilkinson,"35' 8""",51022.667,1432,Under
2008,117,0,26631,Cody Freeman,"35' 9""",35172.25,984,Over
2008,117,0,26420,Richard Johnson,"35' 9""",31370.583,877,Over
2008,119,0,1706,Davis Love III,"35' 10""",41740.5,1165,Under
2008,119,0,25842,Jon Mills,"35' 10""",50208.333,1400,Over
2008,119,0,24138,Ian Poulter,"35' 10""",23065.167,644,Over
2008,122,0,20433,Mark Hensby,"35' 11""",41204.167,1146,Over
2008,122,0,20634,Peter Lonard,"35' 11""",51731.583,1439,Under
2008,122,0,27933,John Merrick,"35' 11""",49467.333,1377,Under
2008,122,0,1948,Tim Petrovic,"35' 11""",51949.667,1445,Under
2008,122,0,22582,Kyle Thompson,"35' 11""",36772.167,1023,Over
2008,127,0,20098,Stuart Appleby,"36' 0""",43347.667,1203,Under
2008,127,0,1473,Todd Hamilton,"36' 0""",47898.667,1329,Over
2008,127,0,25396,Kevin Na,"36' 0""",58729.417,1632,Under
2008,130,0,1810,Phil Mickelson,"36' 1""",38042.167,1055,Under
2008,130,0,24502,Adam Scott,"36' 1""",22614.083,626,Under
2008,132,0,23353,J.J. Henry,"36' 2""",64200.75,1775,Under
2008,132,0,1724,Jeff Maggert,"36' 2""",51123.667,1412,Over
2008,132,0,22913,John Rollins,"36' 2""",51124.417,1415,Under
2008,132,0,23623,Bo Van Pelt,"36' 2""",60351.667,1667,Under
2008,132,0,23349,Charles Warren,"36' 2""",47826.417,1322,Over
2008,137,0,6575,Dudley Hart,"36' 3""",43617.417,1204,Under
2008,137,0,27936,Martin Laird,"36' 3""",55195.917,1522,Under
2008,137,0,21949,Joe Ogilvie,"36' 3""",56501.167,1557,Under
2008,137,0,20663,Brenden Pappas,"36' 3""",36174.5,999,Under
2008,137,0,6595,Kevin Sutherland,"36' 3""",57256.667,1580,Under
2008,142,0,24357,K.J. Choi,"36' 4""",37022.083,1019,Under
2008,142,0,1677,Tom Lehman,"36' 4""",24704.5,680,Over
2008,142,0,10585,Scott McCarron,"36' 4""",34810.333,959,Under
2008,142,0,21959,Ted Purdy,"36' 4""",38380.833,1057,Over
2008,146,0,25594,Travis Perkins,"36' 5""",25870.083,710,Over
2008,147,0,26500,Alejandro Cañizares,"36' 6""",26706.0,732,Over
2008,147,0,24924,Bill Haas,"36' 6""",58862.25,1613,Under
2008,147,0,26668,Marc Turnesa,"36' 6""",49657.0,1360,Under
2008,150,0,21961,Charles Howell III,"36' 7""",56947.25,1557,Under
2008,151,0,21350,Ryuji Imada,"36' 8""",44810.833,1221,Under
2008,151,0,23797,Brett Rumford,"36' 8""",39885.583,1087,Over
2008,153,0,20572,Rod Pampling,"36' 9""",44807.083,1219,Under
2008,154,0,24925,Jonathan Byrd,"36' 10""",50649.167,1374,Under
2008,154,0,27561,Nick Flanagan,"36' 10""",52593.75,1428,Over
2008,154,0,27120,Troy Matteson,"36' 10""",58694.0,1593,Over
2008,154,0,24449,Parker McLachlin,"36' 10""",52040.0,1413,Under
2008,158,0,12823,Carlos Franco,"36' 11""",41506.583,1125,Under
2008,158,0,20127,Chris Riley,"36' 11""",26445.5,716,Under
2008,160,0,12826,Paul Claxton,"37' 0""",33076.0,894,Over
2008,160,0,27613,David Lutterus,"37' 0""",33046.917,893,Over
2008,162,0,7749,Brett Quigley,"37' 1""",48490.25,1309,Under
2008,162,0,12309,Bob Sowards,"37' 1""",34458.833,930,Over
2008,164,0,20848,Ángel Cabrera,"37' 3""",25971.917,697,Under
2008,164,0,9011,David Duval,"37' 3""",27024.083,726,Over
2008,164,0,24358,Robert Garrigus,"37' 3""",57423.833,1541,Under
2008,167,0,23048,Eric Axley,"37' 4""",65252.25,1746,Over
2008,167,0,27141,J.B. Holmes,"37' 4""",45932.417,1231,Under
2008,167,0,30925,Dustin Johnson,"37' 4""",54073.167,1449,Over
2008,170,0,23778,Brad Adamonis,"37' 6""",50991.667,1360,Over
2008,170,0,12782,Tim Herron,"37' 6""",58290.5,1556,Under
2008,170,0,28780,Nicholas Thompson,"37' 6""",64241.833,1714,Over
2008,173,0,20574,Mathew Goggin,"37' 7""",55077.333,1465,Under
2008,173,0,28475,Jeff Overton,"37' 7""",61233.417,1629,Under
2008,175,0,23497,Tag Ridings,"37' 9""",54433.167,1443,Under
2008,175,0,27095,Nick Watney,"37' 9""",56637.917,1501,Under
2008,177,0,23125,Brad Elder,"37' 10""",36613.75,968,Over
2008,177,0,25632,Jimmy Walker,"37' 10""",41931.417,1108,Over
2008,179,0,12680,Shigeki Maruyama,"37' 11""",28570.0,753,Over
2008,180,0,1707,Steve Lowery,"38' 0""",45600.167,1201,Over
2008,181,0,22371,Aaron Baddeley,"38' 2""",40871.5,1070,Under
2008,181,0,8537,J.P. Hayes,"38' 2""",43132.333,1129,Over
2008,181,0,26951,Johnson Wagner,"38' 2""",46400.5,1217,Over
2008,184,0,25720,Chad Collins,"38' 3""",43176.417,1128,Over
2008,184,0,21461,Kenneth Ferrie,"38' 3""",40892.917,1070,Over
2008,186,0,21633,Steve Allan,"38' 5""",32757.417,853,Over
2008,187,0,20850,Daniel Chopra,"38' 6""",47353.167,1230,Under
2008,188,0,26596,Ryan Moore,"38' 8""",43642.333,1128,Over
2008,189,0,28089,Jason Day,"38' 9""",53493.583,1381,Under
2008,189,0,10875,Todd Demsey,"38' 9""",49162.75,1269,Under
2008,191,0,23409,James Driscoll,"38' 10""",52847.833,1361,Over
2008,191,0,23718,Nathan Green,"38' 10""",63155.333,1626,Over
2008,193,0,20378,Mathias Grönberg,"38' 11""",55194.667,1418,Over
2008,194,0,23540,Jason Allred,"39' 3""",35124.917,894,Over
2008,194,0,23157,Richard Johnson,"39' 3""",47509.833,1210,Over
2008,196,0,26300,Matt Jones,"39' 6""",59208.083,1498,Over
2008,197,0,12660,Jesper Parnevik,"39' 7""",53231.083,1345,Over
2001,1,0,6140,Sean Murphy,"10""",0.833,1,Even
2001,2,0,23614,Rich Beem,"11""",2.667,3,Even
2001,3,0,12782,Tim Herron,"1' 0""",1.0,1,Over
2001,4,0,21633,Steve Allan,"1' 5""",5.5,4,Over
2001,5,0,8075,Jerry Kelly,"1' 7""",17.75,11,Over
2001,6,0,1378,David Frost,"1' 8""",34.667,21,Over
2001,7,0,1928,Corey Pavin,"1' 9""",17.25,10,Over
2001,8,0,24604,Hunter Haas,"1' 11""",5.75,3,Over
2001,9,0,8063,Kelly Grunewald,"2' 0""",9.833,5,Over
2001,10,0,12680,Shigeki Maruyama,"2' 2""",46.0,21,Over
2001,11,0,20094,Jonathan Kaye,"2' 3""",40.667,18,Over
2001,11,0,2010,Loren Roberts,"2' 3""",42.917,19,Over
2001,13,0,21806,Paul Gow,"2' 4""",16.333,7,Over
2001,13,0,20566,Kaname Yokoo,"2' 4""",40.083,17,Over
2001,15,0,1219,John Cook,"2' 5""",63.833,26,Over
2001,15,0,6036,Scott Dunlap,"2' 5""",21.75,9,Over
2001,15,0,2279,Mark Wiebe,"2' 5""",4.75,2,Even
2001,18,0,19881,Robert Damron,"2' 6""",50.083,20,Over
2001,18,0,12760,Danny Ellis,"2' 6""",76.583,31,Over
2001,18,0,21805,Harrison Frazar,"2' 6""",40.417,16,Over
2001,18,0,10963,Jimmy Green,"2' 6""",60.917,24,Over
2001,18,0,1706,Davis Love III,"2' 6""",132.75,54,Over
2001,18,0,1927,Dennis Paulson,"2' 6""",4.917,2,Even
2001,18,0,2214,Kirk Triplett,"2' 6""",44.417,18,Over
2001,25,0,2218,Ted Tryba,"2' 7""",70.833,27,Over
2001,26,0,1307,Joel Edwards,"2' 8""",68.333,26,Over
2001,26,0,12645,Brent Geiberger,"2' 8""",53.083,20,Over
2001,26,0,22122,Andrew McLardy,"2' 8""",32.167,12,Over
2001,26,0,8535,Gary Nicklaus,"2' 8""",34.583,13,Over
2001,26,0,8375,Paul Stankowski,"2' 8""",40.417,15,Over
2001,31,0,6350,Bob May,"2' 9""",36.0,13,Under
2001,31,0,1945,Kenny Perry,"2' 9""",125.5,46,Over
2001,31,0,2099,Scott Simpson,"2' 9""",49.333,18,Over
2001,34,0,1014,Fulton Allem,"2' 10""",56.917,20,Over
2001,34,0,7003,David Berganio Jr.,"2' 10""",51.583,18,Over
2001,34,0,1139,Olin Browne,"2' 10""",61.833,22,Over
2001,34,0,1249,John Daly,"2' 10""",48.833,17,Over
2001,34,0,22892,Jason Gore,"2' 10""",30.833,11,Over
2001,34,0,21007,Gabriel Hjertstedt,"2' 10""",34.25,12,Over
2001,34,0,6332,Neal Lancaster,"2' 10""",57.167,20,Even
2001,34,0,1926,Steve Pate,"2' 10""",20.083,7,Even
2001,42,0,6522,Ernie Els,"2' 11""",77.917,27,Over
2001,42,0,10962,Bradley Hughes,"2' 11""",66.667,23,Over
2001,42,0,1685,J.L. Lewis,"2' 11""",77.917,27,Over
2001,42,0,1938,David Peoples,"2' 11""",122.25,42,Over
2001,42,0,6078,Esteban Toledo,"2' 11""",63.667,22,Over
2001,47,0,6034,Marco Dawson,"3' 0""",29.833,10,Even
2001,47,0,10201,Matt Gogel,"3' 0""",39.5,13,Over
2001,47,0,6527,Steve Stricker,"3' 0""",59.5,20,Over
2001,50,0,24357,K.J. Choi,"3' 1""",30.917,10,Over
2001,50,0,12823,Carlos Franco,"3' 1""",37.333,12,Over
2001,50,0,20574,Mathew Goggin,"3' 1""",99.333,32,Over
2001,50,0,23353,J.J. Henry,"3' 1""",88.75,29,Over
2001,50,0,1797,Rocco Mediate,"3' 1""",46.75,15,Over
2001,50,0,1943,Chris Perry,"3' 1""",9.333,3,Over
2001,50,0,2246,Duffy Waldorf,"3' 1""",18.667,6,Over
2001,57,0,20043,Edward Fryatt,"3' 2""",34.667,11,Over
2001,57,0,19846,Brian Gay,"3' 2""",60.25,19,Over
2001,57,0,8881,Tripp Isenhour,"3' 2""",28.833,9,Over
2001,57,0,1677,Tom Lehman,"3' 2""",112.167,35,Even
2001,57,0,2002,John Riegger,"3' 2""",90.75,29,Over
2001,57,0,2170,Hal Sutton,"3' 2""",111.0,35,Over
2001,63,0,1042,Paul Azinger,"3' 3""",71.417,22,Over
2001,63,0,20099,Doug Barron,"3' 3""",39.25,12,Over
2001,63,0,1418,Bill Glasson,"3' 3""",62.333,19,Even
2001,63,0,12753,David Morland IV,"3' 3""",54.75,17,Over
2001,67,0,1374,Robin Freeman,"3' 4""",39.667,12,Over
2001,68,0,2104,Jeff Sluman,"3' 5""",156.667,46,Over
2001,68,0,2245,Grant Waite,"3' 5""",68.75,20,Over
2001,70,0,1226,Fred Couples,"3' 6""",66.917,19,Over
2001,70,0,1887,Mark O'Meara,"3' 6""",77.25,22,Over
2001,72,0,25083,Jeremy Anderson,"3' 7""",14.167,4,Even
2001,72,0,20229,Stewart Cink,"3' 7""",193.333,54,Over
2001,72,0,8633,Per-Ulrik Johansson,"3' 7""",63.75,18,Under
2001,72,0,1724,Jeff Maggert,"3' 7""",67.917,19,Even
2001,72,0,21949,Joe Ogilvie,"3' 7""",60.75,17,Over
2001,77,0,12652,Cameron Beckman,"3' 9""",104.417,28,Over
2001,77,0,1329,Brad Faxon,"3' 9""",163.75,44,Over
2001,77,0,8553,Lee Porter,"3' 9""",37.417,10,Over
2001,80,0,1024,Billy Andrade,"3' 10""",53.75,14,Over
2001,81,0,10809,Jim Furyk,"3' 11""",114.0,29,Over
2001,81,0,1553,John Huston,"3' 11""",46.75,12,Over
2001,81,0,1920,Craig Parry,"3' 11""",27.333,7,Even
2001,81,0,2239,Scott Verplank,"3' 11""",134.083,34,Even
2001,85,0,1203,Russ Cochran,"4' 0""",84.083,21,Over
2001,85,0,9011,David Duval,"4' 0""",131.083,33,Over
2001,85,0,7457,Steve Flesch,"4' 0""",128.0,32,Over
