YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
2015,33,0,33122,Russell Knox,11.41,138,1209,+0.12
2015,34,0,27214,Kevin Streelman,11.42,116,1016,-0.01
2015,35,0,30927,Brendon Todd,11.5,122,1061,+0.07
2015,36,0,26596,Ryan Moore,11.53,98,850,+0.14
2015,37,0,24925,Jonathan Byrd,11.6,82,707,+0.09
2015,38,0,36801,Mark Hubbard,11.65,99,850,+0.24
2015,39,0,21961,Charles Howell III,11.74,160,1363,-0.07
2015,40,0,32200,Roberto Castro,11.78,59,501,+0.15
2015,41,0,29535,Brice Garnett,11.82,105,888,+0.14
2015,42,0,22371,Aaron Baddeley,11.84,107,904,-0.03
2015,42,0,27936,Martin Laird,11.84,119,1005,-0.07
2015,44,0,31557,Jim Herman,11.86,127,1071,+0.14
2015,45,0,25720,Chad Collins,11.89,104,875,+0.21
2015,46,0,32102,Rickie Fowler,11.91,94,789,-0.04
2015,46,0,34130,Sung Joon Park,11.91,104,873,+0.03
2015,48,0,27644,Brian Harman,11.93,130,1090,+0.12
2015,48,0,24138,Ian Poulter,11.93,79,662,+0.05
2015,50,0,27963,Chris Stroud,12.0,113,942,+0.12
2015,51,0,32839,Hideki Matsuyama,12.04,118,980,+0.03
2015,52,0,26758,David Hearn,12.05,142,1178,+0.05
2015,53,0,31323,Gary Woodland,12.18,91,747,-0.01
2015,54,0,29476,Kyle Reifers,12.24,136,1111,+0.01
2015,55,0,27466,Spencer Levin,12.29,142,1155,+0.13
2015,56,0,21753,Brian Davis,12.3,121,984,+0.16
2015,56,0,12716,Charley Hoffman,12.3,130,1057,+0.04
2015,58,0,22892,Jason Gore,12.35,100,810,+0.12
2015,59,0,32448,James Hahn,12.38,134,1082,-0.03
2015,60,0,10809,Jim Furyk,12.48,90,721,+0.01
2015,60,0,25892,Steve Wheatcroft,12.48,125,1002,+0.11
2015,62,0,29221,Webb Simpson,12.49,111,889,+0.13
2015,63,0,34046,Jordan Spieth,12.57,114,907,+0.06
2015,64,0,24024,Zach Johnson,12.59,123,977,+0.09
2015,65,0,35532,Tom Hoge,12.61,114,904,-0.03
2015,66,0,25369,Jamie Donaldson,12.64,56,443,+0.05
2015,67,0,30736,Oscar Fraustro,12.66,70,553,+0.13
2015,68,0,26289,Boo Weekley,12.67,118,931,+0.08
2015,69,0,28486,Michael Putnam,12.71,119,936,+0.13
2015,70,0,30692,Scott Stallings,12.72,86,676,+0.09
2015,71,0,37273,Derek Ernst,12.73,111,872,+0.02
2015,72,0,33141,Keegan Bradley,12.75,113,886,+0.06
2015,73,0,33399,Adam Hadwin,12.78,143,1119,+0.06
2015,74,0,29479,Scott Brown,12.82,144,1123,+0.17
2015,75,0,30926,Chris Kirk,12.92,101,782,+0.10
2015,76,0,37454,Whee Kim,12.94,100,773,+0.06
2015,77,0,20691,Greg Owen,12.95,72,556,+0.04
2015,78,0,20645,John Senden,13.03,93,714,+0.18
2015,79,0,25686,Jason Dufner,13.06,87,666,+0.02
2015,80,0,33413,Ben Martin,13.12,141,1075,+0.18
2015,81,0,24924,Bill Haas,13.18,130,986,+0.08
2015,82,0,29478,Kevin Kisner,13.19,172,1304,+0.13
2015,83,0,32334,Charlie Beljan,13.2,104,788,+0.17
2015,84,0,28679,Fabián Gómez,13.22,127,961,+0.24
2015,85,0,28023,Byron Smith,13.23,79,597,+0.08
2015,86,0,31202,William McGirt,13.24,179,1352,+0.07
2015,87,0,29518,Brendan Steele,13.25,139,1049,+0.06
2015,88,0,30946,Alex Prugh,13.28,132,994,+0.08
2015,89,0,23638,Brendon de Jonge,13.29,170,1279,+0.02
2015,90,0,10860,Justin Leonard,13.32,100,751,+0.20
2015,91,0,34431,Robert Streb,13.35,179,1341,+0.07
2015,91,0,27095,Nick Watney,13.35,150,1124,+0.03
2015,93,0,20593,Greg Chalmers,13.39,66,493,+0.12
2015,94,0,32366,Kevin Chappell,13.45,140,1041,+0.06
2015,95,0,34264,Hudson Swafford,13.47,155,1151,+0.08
2015,96,0,21209,Sergio Garcia,13.54,67,495,+0.13
2015,97,0,34409,David Lingmerth,13.59,140,1030,+0.11
2015,98,0,20396,Lee Westwood,13.64,60,440,+0.13
2015,99,0,34262,Jon Curran,13.65,123,901,+0.20
2015,100,0,36699,Patrick Rodgers,13.72,87,634,+0.15
2015,101,0,29926,Danny Lee,13.79,191,1385,+0.01
2015,102,0,33418,Shawn Stefani,13.93,169,1213,+0.01
2015,103,0,30852,Ryo Ishikawa,13.97,144,1031,+0.02
2015,104,0,27436,Graham DeLaet,14.08,105,746,+0.12
2015,105,0,23541,Ben Crane,14.15,102,721,+0.05
2015,106,0,27895,Jonas Blixt,14.19,101,712,+0.16
2015,107,0,26951,Johnson Wagner,14.25,113,793,+0.18
2015,108,0,25900,Lucas Glover,14.3,143,1000,+0.12
2015,109,0,28259,Sangmoon Bae,14.32,176,1229,+0.04
2015,109,0,12510,Chad Campbell,14.32,181,1264,+0.09
2015,109,0,26300,Matt Jones,14.32,133,929,+0.02
2015,109,0,24140,Sean O'Hair,14.32,160,1117,+0.09
2015,113,0,33448,Justin Thomas,14.33,189,1319,-0.03
2015,114,0,28132,Tyrone Van Aswegen,14.36,83,578,+0.07
2015,115,0,22056,Cameron Percy,14.5,116,800,+0.10
2015,116,0,25834,Daniel Summerhays,14.56,180,1236,+0.04
2015,117,0,34099,Harris English,14.69,177,1205,+0.01
2015,118,0,24494,Erik Compton,14.75,142,963,+0.08
2015,119,0,29420,Billy Horschel,14.86,151,1016,+0.03
2015,120,0,33461,Morgan Hoffmann,14.97,143,955,+0.03
2015,121,0,29725,Tony Finau,14.98,190,1268,E
2015,122,0,28475,Jeff Overton,15.02,155,1032,+0.04
2015,123,0,39977,Max Homa,15.03,129,858,+0.06
2015,124,0,20157,Retief Goosen,15.04,123,818,+0.02
2015,125,0,21528,Henrik Stenson,15.11,92,609,+0.02
2015,126,0,25349,Tim Wilkinson,15.17,122,804,+0.15
2015,127,0,24846,Ricky Barnes,15.18,131,863,+0.02
2015,128,0,36689,Brooks Koepka,15.21,136,894,-0.06
2015,129,0,26331,Charl Schwartzel,15.26,87,570,+0.07
2015,130,0,31193,Jim Renner,15.3,118,771,+0.23
2015,131,0,22046,Geoff Ogilvy,15.31,75,490,+0.11
2015,132,0,35539,Luke Guthrie,15.35,144,938,+0.10
2015,133,0,1706,Davis Love III,15.38,90,585,+0.13
2015,133,0,23621,Rory Sabbatini,15.38,140,910,+0.06
2015,135,0,27770,Camilo Villegas,15.46,158,1022,-0.03
2015,136,0,23623,Bo Van Pelt,15.61,140,897,+0.24
2015,137,0,27064,Jhonattan Vegas,15.63,155,992,+0.03
2015,138,0,20472,Alex Cejka,15.65,171,1093,+0.06
2015,139,0,26329,Louis Oosthuizen,15.67,102,651,-0.01
2015,140,0,20229,Stewart Cink,15.69,142,905,+0.11
2015,141,0,34256,Andrew Putnam,15.74,116,737,+0.09
2015,142,0,25345,Carl Pettersson,15.75,209,1327,+0.06
2015,143,0,34098,Russell Henley,15.76,147,933,+0.20
2015,144,0,25493,Nick Taylor,15.77,181,1148,+0.09
2015,145,0,35545,Blayne Barber,15.81,138,873,+0.12
2015,146,0,29222,Billy Hurley III,15.84,138,871,+0.17
2015,147,0,29720,Andres Gonzales,15.85,165,1041,+0.09
2015,147,0,33667,Carlos Ortiz,15.85,182,1148,+0.05
2015,149,0,34360,Patrick Reed,15.98,168,1051,+0.08
2015,150,0,23108,Matt Kuchar,16.09,172,1069,+0.03
2015,151,0,25396,Kevin Na,16.11,158,981,E
2015,152,0,10885,Robert Allenby,16.12,114,707,+0.24
2015,153,0,24781,Hunter Mahan,16.19,146,902,E
2015,154,0,28500,Martin Flores,16.22,177,1091,-0.05
2015,155,0,1810,Phil Mickelson,16.23,123,758,-0.06
2015,156,0,24502,Adam Scott,16.29,72,442,+0.19
2015,157,0,32150,Michael Thompson,16.38,171,1044,+0.07
2015,158,0,31416,Derek Fathauer,16.48,149,904,+0.05
2015,159,0,23320,Ryan Palmer,16.51,123,745,-0.06
2015,160,0,27141,J.B. Holmes,16.61,149,897,+0.01
2015,161,0,6567,Vijay Singh,16.65,159,955,-0.03
2015,162,0,24358,Robert Garrigus,16.71,126,754,+0.10
2015,163,0,30925,Dustin Johnson,16.73,125,747,+0.09
2015,164,0,30944,Jason Kokrak,16.82,185,1100,-0.01
2015,165,0,26851,Marc Leishman,16.84,126,748,+0.02
2015,166,0,20848,Ángel Cabrera,16.89,99,586,+0.08
2015,167,0,25240,D.A. Points,16.94,135,797,+0.10
2015,168,0,6522,Ernie Els,16.95,91,537,+0.07
2015,169,0,25562,Andres Romero,17.05,127,745,E
2015,170,0,29425,Andrew Svoboda,17.08,166,972,+0.21
2015,171,0,23983,Luke Donald,17.14,127,741,+0.01
2015,172,0,27649,Brandt Snedeker,17.18,179,1042,+0.07
2015,173,0,34563,Chesson Hadley,17.33,214,1235,+0.14
2015,174,0,20766,Padraig Harrington,17.34,116,669,+0.09
2015,175,0,25632,Jimmy Walker,17.65,155,878,+0.06
2015,176,0,25364,Paul Casey,17.71,155,875,+0.02
2015,177,0,29289,S.Y. Noh,17.83,133,746,+0.07
2015,178,0,25804,Bubba Watson,17.91,139,776,-0.05
2015,179,0,23048,Eric Axley,18.15,108,595,-0.05
2015,180,0,23353,J.J. Henry,18.35,193,1052,+0.15
2015,181,0,28089,Jason Day,18.56,147,792,+0.01
2015,182,0,28307,Matt Every,18.69,143,765,E
2015,183,0,34358,Jonathan Randolph,19.02,148,778,+0.05
2015,184,0,25274,Steven Bowditch,19.85,242,1219,+0.04
2012,1,0,22293,Heath Slocum,8.25,86,1043,+0.30
2012,2,0,21878,Mark Wilson,8.71,82,941,+0.10
2012,3,0,6251,Chris DiMarco,9.71,97,999,+0.27
2012,4,0,8075,Jerry Kelly,9.97,101,1013,+0.08
2012,5,0,11123,Chris Couch,10.2,76,745,+0.07
2012,6,0,6036,Scott Dunlap,10.45,67,641,+0.19
2012,6,0,27060,John Mallinger,10.45,91,871,+0.09
2012,8,0,23204,Gary Christian,10.54,110,1044,+0.32
2012,9,0,25572,Graeme McDowell,10.73,57,531,+0.11
2012,10,0,23135,Tim Clark,10.79,75,695,+0.20
2012,11,0,24924,Bill Haas,10.84,92,849,+0.13
2012,12,0,24138,Ian Poulter,10.96,58,529,+0.16
2012,13,0,20104,Ken Duke,11.04,138,1250,+0.04
2012,13,0,26289,Boo Weekley,11.04,89,806,+0.13
2012,15,0,33122,Russell Knox,11.05,86,778,-0.03
2012,16,0,22378,Trevor Immelman,11.1,88,793,+0.07
2012,17,0,26476,Chez Reavie,11.11,102,918,+0.17
2012,18,0,2206,David Toms,11.13,68,611,+0.22
2012,19,0,28087,Kris Blanks,11.16,93,833,+0.09
2012,19,0,23800,Bryce Molder,11.16,110,986,+0.05
2012,21,0,29910,Blake Adams,11.21,137,1222,+0.10
2012,21,0,24781,Hunter Mahan,11.21,100,892,+0.16
2012,23,0,27330,Josh Teater,11.26,129,1146,-0.05
2012,24,0,34174,John Huh,11.31,134,1185,+0.05
2012,25,0,25686,Jason Dufner,11.4,101,886,+0.08
2012,26,0,21753,Brian Davis,11.42,125,1095,+0.15
2012,27,0,25457,Alexandre Rocha,11.46,80,698,+0.29
2012,27,0,22405,Justin Rose,11.46,84,733,-0.06
2012,29,0,30711,Colt Knost,11.63,108,929,+0.22
2012,30,0,26758,David Hearn,11.65,142,1219,+0.12
2012,31,0,34099,Harris English,11.68,141,1207,+0.06
2012,32,0,1724,Jeff Maggert,11.75,127,1081,+0.21
2012,33,0,23621,Rory Sabbatini,11.76,118,1003,+0.07
2012,34,0,20645,John Senden,11.81,101,855,+0.05
2012,35,0,24024,Zach Johnson,11.87,122,1028,+0.20
2012,36,0,33419,Cameron Tringale,11.88,126,1061,+0.18
2012,36,0,27095,Nick Watney,11.88,125,1052,+0.10
2012,38,0,26596,Ryan Moore,11.9,134,1126,+0.13
2012,39,0,10809,Jim Furyk,11.93,108,905,+0.03
2012,40,0,35139,Richard Lee,11.95,95,795,+0.13
2012,40,0,25396,Kevin Na,11.95,108,904,+0.06
2012,40,0,20160,Charlie Wi,11.95,120,1004,+0.14
2012,43,0,27644,Brian Harman,11.98,146,1219,+0.14
2012,44,0,26287,Roland Thatcher,12.01,73,608,+0.01
2012,45,0,28475,Jeff Overton,12.09,154,1274,+0.02
2012,45,0,6567,Vijay Singh,12.09,136,1125,+0.08
2012,47,0,20098,Stuart Appleby,12.17,110,904,+0.09
2012,48,0,23903,Stephen Gangluff,12.29,72,586,+0.21
2012,49,0,26851,Marc Leishman,12.34,129,1045,+0.09
2012,50,0,6573,Brandt Jobe,12.36,77,623,+0.10
2012,50,0,29518,Brendan Steele,12.36,111,898,+0.12
2012,52,0,26331,Charl Schwartzel,12.5,69,552,-0.10
2012,53,0,30926,Chris Kirk,12.56,148,1178,+0.03
2012,53,0,24490,George McNeill,12.56,123,979,+0.15
2012,55,0,29420,Billy Horschel,12.59,84,667,-0.04
2012,56,0,22913,John Rollins,12.6,124,984,+0.09
2012,57,0,1766,Billy Mayfair,12.65,136,1075,+0.10
2012,58,0,27933,John Merrick,12.66,126,995,+0.09
2012,59,0,27649,Brandt Snedeker,12.67,114,900,+0.04
2012,60,0,20572,Rod Pampling,12.73,122,958,+0.17
2012,61,0,24502,Adam Scott,12.77,72,564,+0.07
2012,62,0,12716,Charley Hoffman,12.83,135,1052,+0.06
2012,63,0,20593,Greg Chalmers,12.89,133,1032,+0.08
2012,64,0,28307,Matt Every,12.91,114,883,+0.04
2012,64,0,19846,Brian Gay,12.91,139,1077,+0.12
2012,66,0,1320,Bob Estes,12.93,116,897,+0.22
2012,67,0,23541,Ben Crane,13.01,112,861,-0.05
2012,67,0,27936,Martin Laird,13.01,98,753,+0.09
2012,67,0,20691,Greg Owen,13.01,138,1061,+0.08
2012,70,0,21961,Charles Howell III,13.04,138,1058,+0.03
2012,71,0,29478,Kevin Kisner,13.06,96,735,+0.08
2012,72,0,25240,D.A. Points,13.08,146,1116,+0.04
2012,73,0,12652,Cameron Beckman,13.1,125,954,+0.20
2012,74,0,32102,Rickie Fowler,13.13,120,914,+0.18
2012,74,0,22961,David Mathis,13.13,126,960,+0.13
2012,76,0,27963,Chris Stroud,13.16,137,1041,+0.16
2012,77,0,32200,Roberto Castro,13.31,139,1044,+0.06
2012,78,0,32366,Kevin Chappell,13.33,133,998,+0.20
2012,79,0,21528,Henrik Stenson,13.38,78,583,+0.12
2012,80,0,24357,K.J. Choi,13.39,105,784,+0.25
2012,81,0,27214,Kevin Streelman,13.41,143,1066,+0.07
2012,82,0,29926,Danny Lee,13.43,108,804,-0.05
2012,83,0,24140,Sean O'Hair,13.45,142,1056,+0.15
2012,84,0,20848,Ángel Cabrera,13.5,69,511,+0.03
2012,85,0,12782,Tim Herron,13.52,143,1058,+0.15
2012,86,0,24507,Jason Bohn,13.57,124,914,+0.09
2012,87,0,34021,Bud Cauley,13.58,170,1252,+0.08
2012,88,0,22621,Ben Curtis,13.6,91,669,+0.11
2012,89,0,1941,Tom Pernice Jr.,13.71,98,715,+0.10
2012,90,0,20766,Padraig Harrington,13.73,85,619,+0.09
2012,91,0,28455,Will Claxton,13.76,164,1192,+0.04
2012,92,0,29479,Scott Brown,13.78,97,704,+0.11
2012,93,0,23108,Matt Kuchar,13.82,126,912,+0.09
2012,94,0,23983,Luke Donald,13.88,92,663,-0.03
2012,95,0,23548,Bill Lunde,13.92,129,927,E
2012,96,0,12510,Chad Campbell,14.0,141,1007,+0.14
2012,96,0,32698,Bobby Gates,14.0,146,1043,+0.12
2012,96,0,32150,Michael Thompson,14.0,125,893,+0.25
2012,99,0,26329,Louis Oosthuizen,14.03,94,670,-0.05
2012,100,0,1797,Rocco Mediate,14.04,113,805,+0.05
2012,101,0,23638,Brendon de Jonge,14.08,199,1413,+0.01
2012,102,0,31558,J.J. Killeen,14.09,163,1157,+0.07
2012,103,0,6004,Stephen Ames,14.15,76,537,+0.11
2012,103,0,24846,Ricky Barnes,14.15,161,1138,+0.07
2012,103,0,22548,Patrick Sheehan,14.15,87,615,+0.14
2012,106,0,31202,William McGirt,14.19,155,1092,+0.08
2012,107,0,22582,Kyle Thompson,14.26,73,512,+0.15
2012,108,0,23542,Tommy Biershenk,14.27,114,799,+0.06
2012,109,0,33120,Mark Anderson,14.29,119,833,+0.08
2012,110,0,25562,Andres Romero,14.3,106,741,+0.04
2012,111,0,24604,Hunter Haas,14.42,104,721,+0.07
2012,112,0,8725,Tom Gillis,14.44,138,956,+0.09
2012,113,0,27436,Graham DeLaet,14.45,142,983,+0.06
2012,114,0,33141,Keegan Bradley,14.52,143,985,+0.03
2012,114,0,25818,Scott Piercy,14.52,171,1178,+0.08
2012,116,0,27974,Sung Kang,14.59,124,850,+0.11
2012,116,0,25834,Daniel Summerhays,14.59,138,946,+0.20
2012,118,0,23788,D.J. Trahan,14.62,125,855,+0.14
2012,119,0,22348,Nick O'Hern,14.65,137,935,+0.16
2012,120,0,28093,Miguel Angel Carballo,14.66,116,791,+0.15
2012,121,0,26679,Kevin Stadler,14.71,143,972,+0.15
2012,122,0,6527,Steve Stricker,14.72,111,754,+0.03
2012,123,0,30750,Tommy Gainey,14.77,184,1246,+0.17
2012,124,0,23325,Vaughn Taylor,14.8,131,885,+0.11
2012,125,0,21407,Arjun Atwal,14.88,136,914,+0.29
2012,126,0,21731,Freddie Jacobson,14.89,91,611,+0.18
2012,127,0,29289,S.Y. Noh,14.91,175,1174,+0.06
2012,128,0,24361,Pat Perez,14.93,142,951,+0.08
2012,129,0,24663,Y.E. Yang,14.97,100,668,+0.14
2012,130,0,24494,Erik Compton,14.99,133,887,+0.23
2012,131,0,10213,Dicky Pride,15.0,102,680,+0.24
2012,132,0,32334,Charlie Beljan,15.01,89,593,+0.03
2012,132,0,30110,Kyle Stanley,15.01,146,973,E
2012,134,0,27770,Camilo Villegas,15.08,152,1008,+0.16
2012,135,0,19970,Robert Karlsson,15.14,86,568,+0.17
2012,136,0,1706,Davis Love III,15.16,109,719,+0.01
2012,136,0,27556,Ted Potter Jr.,15.16,129,851,+0.11
2012,138,0,27302,Garth Mulroy,15.25,97,636,+0.01
2012,139,0,30692,Scott Stallings,15.37,144,937,-0.01
2012,139,0,25804,Bubba Watson,15.37,109,709,-0.05
2012,141,0,23353,J.J. Henry,15.42,152,986,+0.18
2012,142,0,21209,Sergio Garcia,15.44,94,609,-0.05
2012,143,0,10885,Robert Allenby,15.51,141,909,+0.19
2012,144,0,25632,Jimmy Walker,15.53,194,1249,-0.01
2012,144,0,25892,Steve Wheatcroft,15.53,91,586,+0.09
2012,146,0,23320,Ryan Palmer,15.56,153,983,+0.04
2012,146,0,23623,Bo Van Pelt,15.56,140,900,+0.06
2012,148,0,27141,J.B. Holmes,15.63,166,1062,+0.03
2012,149,0,23409,James Driscoll,15.76,150,952,+0.14
2012,150,0,27895,Jonas Blixt,15.88,141,888,+0.05
2012,151,0,20574,Mathew Goggin,15.99,122,763,+0.03
2012,152,0,10860,Justin Leonard,16.0,151,944,+0.14
2012,153,0,29476,Kyle Reifers,16.03,164,1023,+0.02
2012,154,0,30852,Ryo Ishikawa,16.14,82,508,+0.12
2012,155,0,28259,Sangmoon Bae,16.2,128,790,+0.16
2012,156,0,22371,Aaron Baddeley,16.21,123,759,+0.02
2012,157,0,23718,Nathan Green,16.27,129,793,+0.15
2012,158,0,26300,Matt Jones,16.36,99,605,+0.13
2012,159,0,30927,Brendon Todd,16.44,142,864,+0.08
2012,160,0,20850,Daniel Chopra,16.46,95,577,-0.02
2012,161,0,26951,Johnson Wagner,16.49,175,1061,+0.05
2012,162,0,30944,Jason Kokrak,16.51,156,945,+0.08
2012,163,0,22046,Geoff Ogilvy,16.58,126,760,+0.15
2012,164,0,27797,Derek Lamely,16.6,127,765,+0.09
2012,165,0,6522,Ernie Els,16.76,150,895,+0.06
2012,166,0,20623,Gavin Coles,16.77,133,793,+0.12
2012,167,0,20229,Stewart Cink,16.8,124,738,+0.06
2012,168,0,29221,Webb Simpson,17.12,157,917,-0.03
2012,169,0,28089,Jason Day,17.26,111,643,+0.01
2012,170,0,8793,Tiger Woods,17.27,115,666,-0.03
2012,171,0,27120,Troy Matteson,17.3,196,1133,-0.03
2012,171,0,20396,Lee Westwood,17.3,96,555,+0.04
2012,173,0,1249,John Daly,17.31,90,520,+0.12
2012,174,0,25345,Carl Pettersson,17.39,193,1110,+0.05
2012,175,0,20070,Matt Bettencourt,17.45,144,825,+0.22
2012,176,0,28308,Troy Kelly,17.65,123,697,+0.13
2012,177,0,24925,Jonathan Byrd,17.68,137,775,+0.07
2012,178,0,24358,Robert Garrigus,17.71,181,1022,+0.06
2012,179,0,29222,Billy Hurley III,17.92,141,787,+0.13
2012,180,0,28237,Rory McIlroy,17.99,100,556,-0.09
2012,181,0,30925,Dustin Johnson,18.34,133,725,-0.01
2012,182,0,27064,Jhonattan Vegas,18.4,175,951,+0.10
2012,183,0,21350,Ryuji Imada,18.46,175,948,+0.07
2012,184,0,27466,Spencer Levin,18.5,170,919,+0.12
2012,185,0,28500,Martin Flores,18.62,211,1133,+0.10
2012,186,0,21805,Harrison Frazar,18.65,124,665,+0.06
2012,187,0,6034,Marco Dawson,18.96,120,633,+0.14
2012,188,0,1116,Michael Bradley,19.17,144,751,+0.11
2012,189,0,1810,Phil Mickelson,19.63,161,820,-0.07
2012,190,0,24940,Edward Loar,20.0,119,595,+0.19
2012,190,0,31323,Gary Woodland,20.0,145,725,+0.06
2008,1,0,2239,Scott Verplank,7.52,68,904,+0.09
2008,2,0,1766,Billy Mayfair,7.59,100,1317,+0.13
2008,3,0,1677,Tom Lehman,8.54,45,527,+0.07
2008,4,0,27963,Chris Stroud,8.55,78,912,+0.26
2008,5,0,20105,Jeff Gove,8.7,53,609,+0.23
2008,6,0,1928,Corey Pavin,8.91,69,774,+0.26
2008,7,0,21753,Brian Davis,9.1,129,1417,+0.13
2008,8,0,8385,Omar Uresti,9.27,81,874,+0.02
2008,9,0,1142,Bart Bryant,9.33,87,932,+0.20
2008,10,0,24449,Parker McLachlin,9.41,102,1084,+0.02
2008,10,0,21878,Mark Wilson,9.41,136,1446,+0.14
2008,12,0,19803,Ryan Armour,9.56,100,1046,+0.25
2008,12,0,24024,Zach Johnson,9.56,95,994,+0.07
2008,14,0,1388,Robert Gamez,9.62,94,977,+0.22
2008,15,0,26476,Chez Reavie,9.66,120,1242,+0.20
2008,16,0,10809,Jim Furyk,9.69,102,1053,+0.13
2008,17,0,19913,Ron Whittaker,9.77,55,563,+0.15
2008,18,0,22293,Heath Slocum,9.92,119,1199,+0.13
2008,19,0,6012,Greg Kraft,10.09,70,694,+0.30
2008,20,0,1139,Olin Browne,10.11,98,969,+0.29
2008,21,0,10425,Jay Williamson,10.17,113,1111,+0.31
2008,22,0,1797,Rocco Mediate,10.33,99,958,+0.16
2008,23,0,10733,Kent Jones,10.37,79,762,+0.06
2008,23,0,27933,John Merrick,10.37,110,1061,+0.13
2008,25,0,6621,Joe Durant,10.41,114,1095,+0.21
2008,26,0,22371,Aaron Baddeley,10.42,87,835,+0.03
2008,27,0,12826,Paul Claxton,10.45,72,689,+0.38
2008,28,0,12309,Bob Sowards,10.52,75,713,+0.24
2008,29,0,1473,Todd Hamilton,10.57,108,1022,+0.19
2008,30,0,22621,Ben Curtis,10.59,93,878,+0.18
2008,31,0,22913,John Rollins,10.67,117,1097,+0.06
2008,32,0,23614,Rich Beem,10.95,120,1096,+0.06
2008,33,0,6643,Paul Goydos,11.03,103,934,+0.27
2008,34,0,7867,Woody Austin,11.09,136,1226,+0.02
2008,35,0,8537,J.P. Hayes,11.16,97,869,+0.09
2008,36,0,23621,Rory Sabbatini,11.19,98,876,+0.08
2008,37,0,6197,Michael Allen,11.21,121,1079,+0.18
2008,38,0,25190,Jeff Quinney,11.22,113,1007,+0.15
2008,39,0,23541,Ben Crane,11.29,117,1036,+0.09
2008,40,0,21633,Steve Allan,11.31,74,654,+0.14
2008,41,0,1320,Bob Estes,11.37,135,1187,+0.04
2008,42,0,23788,D.J. Trahan,11.38,122,1072,+0.11
2008,43,0,28089,Jason Day,11.45,120,1048,+0.19
2008,44,0,20160,Charlie Wi,11.48,140,1219,+0.10
2008,45,0,27060,John Mallinger,11.53,134,1162,+0.16
2008,46,0,24925,Jonathan Byrd,11.55,123,1065,+0.19
2008,47,0,22892,Jason Gore,11.56,136,1176,+0.09
2008,48,0,2206,David Toms,11.6,90,776,+0.08
2008,49,0,27095,Nick Watney,11.62,135,1162,+0.21
2008,50,0,7547,Craig Kanada,11.68,89,762,+0.24
2008,50,0,10423,Mike Weir,11.68,108,925,+0.10
2008,52,0,25396,Kevin Na,11.8,149,1263,+0.09
2008,53,0,20127,Chris Riley,11.82,65,550,+0.14
2008,54,0,26668,Marc Turnesa,11.84,124,1047,+0.13
2008,55,0,27936,Martin Laird,11.86,138,1164,+0.20
2008,56,0,20498,Briny Baird,11.88,157,1322,+0.08
2008,56,0,22548,Patrick Sheehan,11.88,171,1440,+0.18
2008,58,0,11032,Frank Lickliter II,11.94,165,1382,+0.08
2008,59,0,10885,Robert Allenby,11.96,142,1187,+0.06
2008,60,0,8845,Scott Sterling,11.97,122,1019,+0.10
2008,61,0,1313,Steve Elkington,12.04,122,1013,-0.02
2008,62,0,22348,Nick O'Hern,12.07,119,986,+0.16
2008,63,0,28780,Nicholas Thompson,12.11,161,1330,+0.19
2008,63,0,24663,Y.E. Yang,12.11,133,1098,+0.18
2008,65,0,1553,John Huston,12.15,82,675,+0.21
2008,65,0,2002,John Riegger,12.15,108,889,+0.15
2008,67,0,27613,David Lutterus,12.16,84,691,+0.25
2008,68,0,10505,Shane Bertsch,12.18,152,1248,+0.20
2008,69,0,20443,Jin Park,12.19,117,960,+0.12
2008,70,0,27120,Troy Matteson,12.23,149,1218,+0.12
2008,71,0,1948,Tim Petrovic,12.32,138,1120,+0.16
2008,72,0,12652,Cameron Beckman,12.35,126,1020,+0.21
2008,72,0,19846,Brian Gay,12.35,148,1198,+0.18
2008,74,0,24138,Ian Poulter,12.38,62,501,+0.11
2008,75,0,26289,Boo Weekley,12.39,110,888,+0.23
2008,76,0,10585,Scott McCarron,12.4,93,750,+0.14
2008,77,0,20645,John Senden,12.44,140,1125,+0.25
2008,78,0,24227,Justin Bolli,12.45,126,1012,+0.17
2008,79,0,12510,Chad Campbell,12.47,146,1171,+0.15
2008,80,0,6573,Brandt Jobe,12.52,81,647,+0.05
2008,81,0,1941,Tom Pernice Jr.,12.56,170,1353,+0.20
2008,82,0,20104,Ken Duke,12.6,183,1452,+0.06
2008,82,0,24361,Pat Perez,12.6,138,1095,+0.12
2008,84,0,21461,Kenneth Ferrie,12.61,104,825,+0.20
2008,85,0,21731,Freddie Jacobson,12.67,112,884,+0.10
2008,85,0,26596,Ryan Moore,12.67,110,868,+0.10
2008,87,0,24781,Hunter Mahan,12.75,127,996,+0.08
2008,88,0,1161,Mark Calcavecchia,12.77,96,752,+0.04
2008,88,0,22378,Trevor Immelman,12.77,95,744,+0.26
2008,90,0,1035,Tommy Armour III,12.79,116,907,+0.14
2008,91,0,12716,Charley Hoffman,12.86,153,1190,+0.12
2008,92,0,26679,Kevin Stadler,12.89,129,1001,+0.09
2008,93,0,20623,Gavin Coles,12.95,79,610,+0.06
2008,94,0,21805,Harrison Frazar,13.0,110,846,-0.05
2008,94,0,20382,Stephen Leaney,13.0,81,623,+0.28
2008,96,0,1226,Fred Couples,13.07,91,696,+0.04
2008,97,0,12782,Tim Herron,13.09,156,1192,+0.13
2008,98,0,22046,Geoff Ogilvy,13.11,88,671,+0.18
