YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
2017,60,0,22046,Geoff Ogilvy,6.2,58,936,+0.207
2017,61,0,34099,Harris English,6.18,62,1004,+0.290
2017,62,0,31646,Emiliano Grillo,6.17,57,924,+0.018
2017,62,0,27095,Nick Watney,6.17,55,892,+0.255
2017,64,0,29479,Scott Brown,6.15,67,1090,+0.164
2017,65,0,29221,Webb Simpson,6.14,72,1172,-0.125
2017,66,0,20472,Alex Cejka,6.13,53,864,+0.094
2017,66,0,24140,Sean O'Hair,6.13,60,978,+0.033
2017,68,0,35545,Blayne Barber,6.1,57,934,+0.018
2017,69,0,35450,Patrick Cantlay,6.09,39,640,-0.026
2017,70,0,32200,Roberto Castro,6.08,46,756,+0.174
2017,71,0,27436,Graham DeLaet,6.06,60,990,-0.033
2017,72,0,28307,Matt Every,5.99,51,852,+0.588
2017,72,0,33399,Adam Hadwin,5.99,66,1102,E
2017,72,0,25818,Scott Piercy,5.99,41,684,+0.024
2017,75,0,36699,Patrick Rodgers,5.97,55,922,+0.236
2017,76,0,35879,Kelly Kraft,5.96,54,906,+0.037
2017,77,0,29461,Jamie Lovemark,5.91,66,1116,+0.030
2017,77,0,29518,Brendan Steele,5.91,59,998,E
2017,77,0,25892,Steve Wheatcroft,5.91,33,558,+0.091
2017,80,0,32102,Rickie Fowler,5.9,52,882,-0.173
2017,81,0,27936,Martin Laird,5.86,59,1006,+0.051
2017,82,0,27895,Jonas Blixt,5.84,48,822,+0.271
2017,82,0,33413,Ben Martin,5.84,57,976,+0.123
2017,84,0,6522,Ernie Els,5.81,30,516,+0.333
2017,85,0,37454,Whee Kim,5.77,50,867,+0.260
2017,86,0,30926,Chris Kirk,5.73,56,978,+0.321
2017,87,0,28679,Fabián Gómez,5.71,41,718,+0.195
2017,88,0,40026,Daniel Berger,5.68,55,968,+0.236
2017,88,0,25191,Gonzalo Fernandez-Castaño,5.68,35,616,+0.143
2017,90,0,27466,Spencer Levin,5.66,53,936,+0.189
2017,91,0,29908,C.T. Pan,5.65,60,1062,+0.033
2017,92,0,31202,William McGirt,5.63,57,1012,+0.175
2017,93,0,34431,Robert Streb,5.62,66,1174,+0.273
2017,94,0,26476,Chez Reavie,5.61,65,1158,+0.015
2017,95,0,24357,K.J. Choi,5.57,42,754,+0.190
2017,95,0,25198,Francesco Molinari,5.57,46,826,-0.174
2017,97,0,25686,Jason Dufner,5.56,56,1008,-0.089
2017,98,0,33122,Russell Knox,5.54,42,758,+0.405
2017,99,0,27770,Camilo Villegas,5.53,48,868,+0.208
2017,100,0,25900,Lucas Glover,5.5,66,1200,+0.030
2017,101,0,23353,J.J. Henry,5.45,57,1046,+0.175
2017,102,0,26289,Boo Weekley,5.4,46,852,+0.152
2017,103,0,34264,Hudson Swafford,5.38,57,1060,+0.035
2017,103,0,31323,Gary Woodland,5.38,51,948,+0.020
2017,105,0,30852,Ryo Ishikawa,5.35,32,598,+0.094
2017,105,0,24781,Hunter Mahan,5.35,44,822,+0.250
2017,107,0,29485,Brett Stegmaier,5.31,43,810,+0.093
2017,108,0,49771,J.T. Poston,5.3,54,1018,+0.352
2017,109,0,39975,Michael Kim,5.29,62,1172,+0.048
2017,110,0,36801,Mark Hubbard,5.28,45,852,+0.156
2017,110,0,26951,Johnson Wagner,5.28,42,796,+0.190
2017,112,0,46732,Rick Lamb,5.26,28,532,+0.143
2017,113,0,26331,Charl Schwartzel,5.24,35,668,+0.143
2017,113,0,25834,Daniel Summerhays,5.24,60,1146,E
2017,115,0,20229,Stewart Cink,5.22,59,1130,-0.186
2017,116,0,37189,Harold Varner III,5.16,62,1202,+0.145
2017,117,0,35110,Brett Drewitt,5.15,31,602,+0.258
2017,118,0,48081,Xander Schauffele,5.12,53,1036,+0.075
2017,119,0,30110,Kyle Stanley,5.11,67,1312,E
2017,120,0,34466,Peter Malnati,5.1,52,1020,+0.077
2017,121,0,26329,Louis Oosthuizen,5.04,36,714,-0.028
2017,122,0,25364,Paul Casey,5.03,50,994,+0.040
2017,123,0,29420,Billy Horschel,5.01,56,1118,+0.089
2017,124,0,19846,Brian Gay,4.98,48,964,+0.146
2017,125,0,46550,Brandon Hagy,4.97,48,966,-0.042
2017,126,0,27214,Kevin Streelman,4.96,54,1088,+0.074
2017,127,0,35532,Tom Hoge,4.95,27,546,+0.259
2017,127,0,35891,Cameron Smith,4.95,49,990,+0.204
2017,129,0,46601,Trey Mullinax,4.91,48,978,+0.104
2017,130,0,30191,Julián Etulain,4.9,35,714,+0.057
2017,131,0,34409,David Lingmerth,4.89,47,962,E
2017,132,0,35300,Andrew Loupe,4.88,32,656,+0.125
2017,133,0,31557,Jim Herman,4.87,45,924,+0.067
2017,133,0,39324,J.J. Spaun,4.87,49,1006,+0.204
2017,135,0,23497,Tag Ridings,4.86,34,700,E
2017,136,0,20157,Retief Goosen,4.72,27,572,E
2017,136,0,23621,Rory Sabbatini,4.72,35,742,+0.029
2017,138,0,29926,Danny Lee,4.62,49,1060,+0.122
2017,139,0,28500,Martin Flores,4.59,43,936,+0.326
2017,140,0,27644,Brian Harman,4.58,55,1202,+0.036
2017,141,0,46440,Smylie Kaufman,4.55,40,880,+0.350
2017,142,0,29974,Branden Grace,4.53,30,662,+0.133
2017,143,0,47959,Bryson DeChambeau,4.52,46,1018,-0.043
2017,144,0,28420,Ryan Brehm,4.51,41,910,+0.220
2017,145,0,23325,Vaughn Taylor,4.49,48,1068,+0.042
2017,146,0,30944,Jason Kokrak,4.4,51,1158,+0.020
2017,146,0,26851,Marc Leishman,4.4,45,1022,+0.067
2017,148,0,33448,Justin Thomas,4.39,40,912,+0.125
2017,149,0,25349,Tim Wilkinson,4.38,28,640,+0.179
2017,150,0,27958,Ryan Blaum,4.37,50,1144,+0.120
2017,151,0,37455,Si Woo Kim,4.27,36,843,+0.194
2017,152,0,34021,Bud Cauley,4.2,48,1144,E
2017,152,0,33461,Morgan Hoffmann,4.2,48,1144,+0.167
2017,152,0,26300,Matt Jones,4.2,30,714,+0.233
2017,152,0,34358,Jonathan Randolph,4.2,30,714,+0.133
2017,156,0,23108,Matt Kuchar,4.19,45,1074,+0.044
2017,157,0,22056,Cameron Percy,4.16,32,770,+0.156
2017,158,0,21961,Charles Howell III,4.11,39,948,+0.179
2017,159,0,27974,Sung Kang,4.1,47,1146,+0.149
2017,160,0,33141,Keegan Bradley,4.09,52,1270,-0.077
2017,161,0,24502,Adam Scott,4.08,24,588,+0.167
2017,162,0,25493,Nick Taylor,4.06,47,1158,+0.213
2017,163,0,32333,Kevin Tway,4.05,42,1036,+0.429
2017,164,0,21209,Sergio Garcia,4.04,26,644,+0.115
2017,165,0,33948,Byeong Hun An,4.03,32,794,+0.156
2017,166,0,29725,Tony Finau,4.0,51,1274,+0.137
2017,166,0,31420,Anirban Lahiri,4.0,33,826,+0.242
2017,168,0,24024,Zach Johnson,3.99,38,952,-0.026
2017,169,0,27064,Jhonattan Vegas,3.91,39,998,E
2017,170,0,36689,Brooks Koepka,3.84,36,938,+0.083
2017,171,0,23320,Ryan Palmer,3.79,26,686,+0.269
2017,172,0,28089,Jason Day,3.75,29,774,-0.103
2017,173,0,32839,Hideki Matsuyama,3.73,31,830,-0.161
2017,174,0,22405,Justin Rose,3.64,27,742,-0.185
2017,175,0,25804,Bubba Watson,3.63,27,744,+0.222
2017,176,0,12716,Charley Hoffman,3.6,47,1304,-0.064
2017,177,0,33204,Shane Lowry,3.57,19,532,+0.211
2017,178,0,1810,Phil Mickelson,3.52,34,966,E
2017,179,0,34360,Patrick Reed,3.49,41,1176,+0.195
2017,180,0,28093,Miguel Angel Carballo,3.32,20,602,+0.200
2017,181,0,27129,Luke List,3.25,39,1200,+0.154
2017,181,0,46970,Jon Rahm,3.25,30,924,-0.233
2017,183,0,46443,Brian Campbell,3.14,18,574,+0.444
2017,183,0,34046,Jordan Spieth,3.14,30,956,-0.267
2017,185,0,34213,Grayson Murray,2.95,35,1188,+0.086
2017,186,0,48822,Sebastián Muñoz,2.93,16,546,+0.063
2017,187,0,32366,Kevin Chappell,2.88,29,1008,+0.276
2017,188,0,28237,Rory McIlroy,2.58,13,504,E
2017,189,0,27141,J.B. Holmes,2.11,18,854,-0.056
2017,190,0,30925,Dustin Johnson,1.81,15,830,-0.067
2010,1,0,1329,Brad Faxon,13.34,89,667,+0.315
2010,2,0,10423,Mike Weir,12.23,68,556,+0.235
2010,3,0,22378,Trevor Immelman,11.6,69,595,+0.246
2010,4,0,1116,Michael Bradley,11.55,110,952,+0.073
2010,5,0,19846,Brian Gay,10.03,115,1146,+0.113
2010,6,0,10809,Jim Furyk,9.81,82,836,+0.049
2010,7,0,6515,Shaun Micheel,9.3,69,742,+0.101
2010,8,0,6514,Kevin Johnson,9.08,62,683,+0.226
2010,9,0,7457,Steve Flesch,8.77,79,901,+0.127
2010,10,0,20472,Alex Cejka,8.68,82,945,+0.268
2010,11,0,23718,Nathan Green,8.58,97,1130,+0.165
2010,12,0,20160,Charlie Wi,8.48,105,1238,+0.048
2010,13,0,23800,Bryce Molder,8.46,86,1016,-0.012
2010,14,0,7363,Craig Bowden,8.36,56,670,+0.107
2010,15,0,8537,J.P. Hayes,8.25,78,946,+0.064
2010,16,0,26420,Richard Johnson,8.15,83,1018,+0.193
2010,17,0,1320,Bob Estes,8.12,80,985,+0.063
2010,18,0,25396,Kevin Na,7.87,83,1055,+0.048
2010,19,0,23983,Luke Donald,7.77,57,734,+0.105
2010,20,0,25190,Jeff Quinney,7.66,85,1110,+0.259
2010,21,0,23135,Tim Clark,7.61,72,946,-0.083
2010,22,0,6012,Greg Kraft,7.55,41,543,+0.293
2010,23,0,9011,David Duval,7.48,58,775,+0.172
2010,24,0,21209,Sergio Garcia,7.4,37,500,+0.189
2010,24,0,1577,Lee Janzen,7.4,72,973,+0.139
2010,26,0,20572,Rod Pampling,7.39,72,974,+0.139
2010,27,0,20593,Greg Chalmers,7.28,88,1208,+0.193
2010,27,0,25720,Chad Collins,7.28,76,1044,+0.158
2010,29,0,8075,Jerry Kelly,7.24,83,1146,+0.036
2010,30,0,1313,Steve Elkington,6.99,57,816,+0.105
2010,31,0,28087,Kris Blanks,6.89,71,1031,+0.225
2010,31,0,26951,Johnson Wagner,6.89,71,1031,+0.197
2010,33,0,6643,Paul Goydos,6.85,63,920,+0.032
2010,34,0,32617,Jerod Turner,6.83,38,556,+0.289
2010,35,0,25364,Paul Casey,6.8,42,618,-0.095
2010,36,0,6527,Steve Stricker,6.76,53,784,+0.057
2010,37,0,6004,Stephen Ames,6.65,64,962,+0.094
2010,38,0,20645,John Senden,6.6,80,1212,+0.063
2010,39,0,29285,Brent Delahoussaye,6.57,43,654,+0.186
2010,40,0,10585,Scott McCarron,6.5,75,1153,+0.120
2010,41,0,24361,Pat Perez,6.47,75,1160,+0.067
2010,42,0,20498,Briny Baird,6.46,71,1099,+0.169
2010,42,0,28089,Jason Day,6.46,64,990,+0.172
2010,44,0,21753,Brian Davis,6.38,79,1239,+0.114
2010,45,0,24507,Jason Bohn,6.34,65,1026,-0.077
2010,46,0,21961,Charles Howell III,6.32,79,1250,+0.076
2010,46,0,21731,Freddie Jacobson,6.32,68,1076,+0.103
2010,48,0,2239,Scott Verplank,6.27,49,781,+0.122
2010,49,0,1707,Steve Lowery,6.18,48,777,+0.417
2010,50,0,27060,John Mallinger,6.17,56,907,+0.250
2010,51,0,22405,Justin Rose,6.15,60,975,+0.017
2010,52,0,29910,Blake Adams,6.14,64,1043,+0.250
2010,53,0,12652,Cameron Beckman,6.08,50,823,+0.180
2010,54,0,27649,Brandt Snedeker,6.05,63,1042,+0.190
2010,55,0,12755,Vance Veazey,5.99,40,668,+0.275
2010,56,0,21350,Ryuji Imada,5.97,70,1172,-0.014
2010,57,0,7867,Woody Austin,5.89,68,1155,+0.279
2010,58,0,24924,Bill Haas,5.85,61,1042,-0.033
2010,58,0,1619,Skip Kendall,5.85,40,684,+0.225
2010,60,0,24227,Justin Bolli,5.81,34,585,+0.235
2010,61,0,1941,Tom Pernice Jr.,5.8,47,810,-0.043
2010,62,0,29221,Webb Simpson,5.79,74,1278,+0.162
2010,63,0,10860,Justin Leonard,5.78,58,1003,+0.276
2010,64,0,6251,Chris DiMarco,5.73,62,1082,+0.065
2010,65,0,22046,Geoff Ogilvy,5.71,40,700,+0.100
2010,66,0,22293,Heath Slocum,5.68,58,1022,-0.052
2010,67,0,24357,K.J. Choi,5.65,48,850,+0.396
2010,68,0,23353,J.J. Henry,5.64,62,1099,+0.194
2010,68,0,27770,Camilo Villegas,5.64,44,780,+0.227
2010,70,0,1706,Davis Love III,5.63,52,924,+0.269
2010,71,0,22946,Henrik Bjornstad,5.6,46,822,+0.152
2010,71,0,26287,Roland Thatcher,5.6,53,946,+0.434
2010,73,0,25900,Lucas Glover,5.57,46,826,+0.087
2010,74,0,26851,Marc Leishman,5.56,56,1008,+0.054
2010,75,0,20098,Stuart Appleby,5.55,68,1226,+0.132
2010,76,0,32640,Troy Merritt,5.5,59,1072,+0.305
2010,77,0,12510,Chad Campbell,5.49,62,1129,+0.194
2010,78,0,24846,Ricky Barnes,5.47,63,1152,+0.222
2010,78,0,7749,Brett Quigley,5.47,67,1224,+0.209
2010,78,0,31560,Brian Stuard,5.47,54,988,+0.130
2010,81,0,25632,Jimmy Walker,5.46,53,971,+0.226
2010,81,0,20436,Garrett Willis,5.46,54,989,+0.296
2010,83,0,6595,Kevin Sutherland,5.45,59,1082,-0.034
2010,84,0,24490,George McNeill,5.43,53,976,+0.226
2010,85,0,20157,Retief Goosen,5.42,40,738,-0.025
2010,85,0,26301,James Nitties,5.42,61,1125,+0.475
2010,87,0,27466,Spencer Levin,5.35,73,1364,+0.082
2010,87,0,28475,Jeff Overton,5.35,53,991,+0.283
2010,89,0,20691,Greg Owen,5.33,46,863,+0.196
2010,90,0,8385,Omar Uresti,5.31,45,848,-0.044
2010,91,0,25240,D.A. Points,5.28,58,1099,+0.276
2010,92,0,24663,Y.E. Yang,5.27,43,816,+0.116
2010,93,0,25804,Bubba Watson,5.26,49,932,+0.163
2010,94,0,20663,Brenden Pappas,5.24,40,764,+0.275
2010,95,0,20766,Padraig Harrington,5.23,32,612,+0.188
2010,96,0,25686,Jason Dufner,5.21,50,960,+0.220
2010,97,0,22621,Ben Curtis,5.19,48,924,+0.104
2010,97,0,1766,Billy Mayfair,5.19,47,906,+0.191
2010,99,0,23673,Michael Connell,5.11,55,1076,-0.036
2010,99,0,12705,Cliff Kresge,5.11,32,626,+0.313
2010,101,0,32102,Rickie Fowler,5.1,59,1157,+0.153
2010,102,0,1948,Tim Petrovic,5.03,66,1311,+0.030
2010,102,0,25345,Carl Pettersson,5.03,58,1152,+0.138
2010,104,0,23621,Rory Sabbatini,5.0,47,940,+0.149
2010,105,0,27613,David Lutterus,4.99,39,781,+0.333
2010,105,0,23307,Roger Tambellini,4.99,43,862,+0.326
2010,107,0,27936,Martin Laird,4.98,55,1105,+0.273
2010,108,0,1797,Rocco Mediate,4.96,42,847,+0.214
2010,109,0,26300,Matt Jones,4.95,55,1112,+0.127
2010,110,0,23613,Rich Barcelo,4.94,40,809,+0.425
2010,111,0,26596,Ryan Moore,4.92,42,853,+0.143
2010,112,0,20127,Chris Riley,4.9,43,878,+0.093
2010,113,0,20105,Jeff Gove,4.89,30,613,+0.200
2010,114,0,24024,Zach Johnson,4.85,51,1051,+0.059
2010,115,0,12714,Chris Tidland,4.84,46,951,+0.304
2010,116,0,27797,Derek Lamely,4.83,43,890,+0.186
2010,116,0,26881,Jarrod Lyle,4.83,31,642,+0.161
2010,118,0,27120,Troy Matteson,4.75,52,1094,+0.135
2010,119,0,12602,Dean Wilson,4.74,31,654,+0.290
2010,120,0,28620,Aron Price,4.73,41,866,+0.122
2010,120,0,26882,Michael Sim,4.73,35,740,+0.171
2010,122,0,1945,Kenny Perry,4.72,37,784,-0.027
2010,123,0,24502,Adam Scott,4.7,34,724,+0.206
2010,124,0,26695,Michael Letzig,4.67,52,1114,+0.115
2010,125,0,24912,Will MacKenzie,4.64,44,949,+0.068
2010,126,0,11123,Chris Couch,4.62,38,823,+0.289
2010,127,0,23638,Brendon de Jonge,4.59,58,1264,+0.086
2010,128,0,23409,James Driscoll,4.56,47,1030,+0.298
2010,129,0,28307,Matt Every,4.53,32,707,+0.188
2010,130,0,20229,Stewart Cink,4.5,41,912,E
2010,131,0,24925,Jonathan Byrd,4.47,51,1142,+0.196
2010,132,0,20070,Matt Bettencourt,4.42,43,972,+0.442
2010,133,0,21959,Ted Purdy,4.41,46,1043,+0.370
2010,134,0,22913,John Rollins,4.38,46,1051,+0.239
2010,135,0,27436,Graham DeLaet,4.34,46,1060,+0.196
2010,136,0,8375,Paul Stankowski,4.32,32,740,+0.063
2010,137,0,1249,John Daly,4.3,28,651,+0.179
2010,137,0,27330,Josh Teater,4.3,55,1280,+0.236
2010,139,0,23108,Matt Kuchar,4.29,45,1048,+0.133
2010,139,0,20686,Jeev Milkha Singh,4.29,31,722,+0.258
2010,141,0,27933,John Merrick,4.28,55,1286,+0.164
2010,142,0,21878,Mark Wilson,4.26,47,1104,+0.149
2010,143,0,10885,Robert Allenby,4.22,36,854,+0.028
2010,143,0,24138,Ian Poulter,4.22,20,474,+0.350
2010,145,0,20850,Daniel Chopra,4.2,39,929,+0.436
2010,145,0,28158,Steve Marino,4.2,37,882,-0.027
2010,147,0,23623,Bo Van Pelt,4.11,50,1216,-0.040
2010,148,0,1724,Jeff Maggert,4.1,36,877,+0.056
2010,149,0,25892,Steve Wheatcroft,4.09,33,806,+0.455
2010,150,0,20574,Mathew Goggin,4.06,43,1059,+0.349
2010,151,0,20378,Mathias Grönberg,4.01,28,698,+0.179
2010,152,0,22371,Aaron Baddeley,4.0,49,1225,+0.224
2010,152,0,10425,Jay Williamson,4.0,34,849,+0.235
2010,154,0,24358,Robert Garrigus,3.99,34,853,+0.529
2010,155,0,23548,Bill Lunde,3.98,37,930,+0.351
2010,155,0,25818,Scott Piercy,3.98,45,1131,+0.333
2010,157,0,20848,Ángel Cabrera,3.9,28,718,+0.214
2010,157,0,23325,Vaughn Taylor,3.9,43,1102,+0.326
2010,157,0,2206,David Toms,3.9,38,974,+0.079
2010,160,0,26679,Kevin Stadler,3.78,38,1004,+0.132
2010,160,0,26289,Boo Weekley,3.78,39,1033,+0.103
2010,162,0,21949,Joe Ogilvie,3.76,45,1196,+0.178
2010,163,0,8725,Tom Gillis,3.75,47,1254,+0.106
2010,164,0,24140,Sean O'Hair,3.74,34,910,+0.176
2010,165,0,28780,Nicholas Thompson,3.73,40,1071,+0.325
2010,165,0,27095,Nick Watney,3.73,36,966,+0.028
2010,167,0,27963,Chris Stroud,3.7,37,1001,+0.351
2010,168,0,1161,Mark Calcavecchia,3.69,17,461,+0.235
2010,169,0,30946,Alex Prugh,3.59,40,1114,+0.075
2010,170,0,27214,Kevin Streelman,3.58,40,1116,+0.225
2010,171,0,6621,Joe Durant,3.54,28,792,+0.071
2010,172,0,6522,Ernie Els,3.51,27,770,+0.222
2010,172,0,6567,Vijay Singh,3.51,28,798,+0.143
2010,174,0,27302,Garth Mulroy,3.42,20,585,+0.300
2010,175,0,33419,Cameron Tringale,3.34,21,628,+0.143
2010,176,0,25562,Andres Romero,3.28,33,1005,+0.030
2010,177,0,27141,J.B. Holmes,3.18,39,1228,+0.051
2010,177,0,26392,Chris Wilson,3.18,23,724,+0.522
2010,179,0,23541,Ben Crane,3.15,29,922,+0.034
2010,180,0,28500,Martin Flores,3.14,28,892,+0.714
2010,181,0,24781,Hunter Mahan,3.1,29,934,+0.172
2010,182,0,12782,Tim Herron,3.01,29,962,+0.379
2010,183,0,23322,Brett Wetterich,2.84,21,740,+0.048
2010,184,0,30925,Dustin Johnson,2.83,25,884,+0.120
2010,185,0,12716,Charley Hoffman,2.8,30,1073,+0.067
2010,186,0,22122,Andrew McLardy,2.77,17,614,+0.118
2010,187,0,23349,Charles Warren,2.6,20,768,+0.050
2010,188,0,23320,Ryan Palmer,2.53,25,988,+0.200
2010,189,0,1810,Phil Mickelson,2.51,20,798,E
2010,190,0,22056,Cameron Percy,2.43,20,823,+0.150
2010,191,0,23788,D.J. Trahan,2.36,27,1146,E
2010,192,0,28237,Rory McIlroy,2.14,12,560,-0.167
2019,1,0,10809,Jim Furyk,12.97,103,794,+0.019
2019,2,0,34261,Scott Langley,11.3,101,894,+0.079
2019,3,0,25572,Graeme McDowell,11.21,78,696,+0.077
2019,4,0,6522,Ernie Els,11.19,47,420,+0.191
2019,5,0,32757,Patton Kizzire,10.65,79,742,+0.038
2019,6,0,31560,Brian Stuard,10.24,110,1074,+0.036
2019,7,0,21528,Henrik Stenson,10.1,59,584,-0.068
2019,8,0,47347,Adam Schenk,10.03,115,1146,-0.043
2019,9,0,34256,Andrew Putnam,9.77,77,788,+0.039
2019,10,0,32200,Roberto Castro,9.72,84,864,-0.024
2019,11,0,37454,Whee Kim,9.27,61,658,+0.066
2019,12,0,39975,Michael Kim,9.02,57,632,+0.333
2019,13,0,40098,Matt Fitzpatrick,8.88,46,518,+0.022
2019,14,0,26851,Marc Leishman,8.85,71,802,+0.085
2019,15,0,22371,Aaron Baddeley,8.84,52,588,+0.231
2019,16,0,26596,Ryan Moore,8.75,77,880,-0.091
2019,17,0,25818,Scott Piercy,8.74,86,984,+0.058
2019,18,0,26951,Johnson Wagner,8.66,57,658,-0.018
2019,19,0,33419,Cameron Tringale,8.57,61,712,+0.098
2019,20,0,34099,Harris English,8.44,93,1102,+0.022
2019,21,0,27556,Ted Potter Jr.,8.43,71,842,+0.352
2019,22,0,19803,Ryan Armour,8.41,88,1046,+0.034
2019,23,0,34563,Chesson Hadley,8.25,69,836,+0.072
2019,24,0,26499,Rafa Cabrera Bello,8.08,54,668,E
2019,25,0,32150,Michael Thompson,8.04,73,908,+0.068
2019,26,0,28252,Seamus Power,7.97,69,866,+0.290
2019,27,0,25364,Paul Casey,7.92,61,770,-0.049
2019,28,0,39954,Cody Gribble,7.9,64,810,+0.141
2019,28,0,27095,Nick Watney,7.9,76,962,+0.079
2019,30,0,23353,J.J. Henry,7.84,45,574,+0.089
2019,31,0,29974,Branden Grace,7.8,49,628,+0.245
2019,32,0,28775,Nate Lashley,7.79,60,770,+0.100
2019,32,0,25396,Kevin Na,7.79,48,616,+0.292
2019,34,0,21961,Charles Howell III,7.5,77,1026,+0.026
2019,35,0,26329,Louis Oosthuizen,7.49,50,668,-0.100
2019,36,0,24024,Zach Johnson,7.45,55,738,+0.091
2019,37,0,35891,Cameron Smith,7.41,55,742,+0.236
2019,38,0,26758,David Hearn,7.38,35,474,+0.086
2019,39,0,49766,Hank Lebioda,7.3,59,808,+0.169
2019,39,0,29908,C.T. Pan,7.3,61,836,+0.098
2019,41,0,31646,Emiliano Grillo,7.27,56,770,+0.071
2019,42,0,36699,Patrick Rodgers,7.17,45,628,+0.089
2019,43,0,26476,Chez Reavie,7.16,70,978,+0.200
2019,44,0,40026,Daniel Berger,7.14,59,826,+0.034
2019,45,0,35506,Mackenzie Hughes,7.07,65,920,+0.200
2019,46,0,33418,Shawn Stefani,7.06,61,864,+0.115
2019,47,0,27936,Martin Laird,7.05,72,1022,+0.236
2019,48,0,30191,Julián Etulain,7.04,50,710,+0.020
2019,49,0,34264,Hudson Swafford,7.01,46,656,+0.043
2019,50,0,32816,Satoshi Kodaira,7.0,50,714,+0.320
2019,51,0,24361,Pat Perez,6.97,40,574,+0.100
2019,52,0,33667,Carlos Ortiz,6.96,70,1006,+0.086
2019,52,0,30786,Brady Schnell,6.96,38,546,+0.211
2019,54,0,25198,Francesco Molinari,6.93,41,592,+0.122
2019,55,0,29221,Webb Simpson,6.92,67,968,E
2019,56,0,29535,Brice Garnett,6.91,63,912,+0.079
2019,57,0,25900,Lucas Glover,6.9,78,1130,E
2019,58,0,51766,Wyndham Clark,6.88,70,1018,+0.057
2019,59,0,49303,Anders Albertson,6.87,50,728,+0.220
2019,60,0,35879,Kelly Kraft,6.84,62,906,+0.242
2019,61,0,24924,Bill Haas,6.82,58,850,+0.172
2019,61,0,20572,Rod Pampling,6.82,39,572,+0.359
2019,63,0,29484,Peter Uihlein,6.81,55,808,+0.200
2019,64,0,29420,Billy Horschel,6.8,66,970,+0.076
2019,65,0,31557,Jim Herman,6.79,36,530,+0.028
2019,66,0,37380,Curtis Luck,6.7,41,612,+0.195
2019,66,0,23621,Rory Sabbatini,6.7,71,1060,+0.085
2019,66,0,27649,Brandt Snedeker,6.7,75,1120,+0.067
2019,69,0,33122,Russell Knox,6.69,55,822,+0.018
2019,69,0,31323,Gary Woodland,6.69,61,912,-0.082
2019,71,0,29478,Kevin Kisner,6.67,66,990,+0.106
2019,72,0,34363,Tyrrell Hatton,6.66,39,586,+0.077
2019,72,0,35532,Tom Hoge,6.66,67,1006,+0.134
2019,74,0,24138,Ian Poulter,6.61,41,620,+0.171
2019,75,0,48822,Sebastián Muñoz,6.6,59,894,+0.085
2019,76,0,24781,Hunter Mahan,6.55,43,656,+0.163
2019,77,0,29479,Scott Brown,6.53,62,950,+0.065
2019,78,0,26300,Matt Jones,6.52,60,920,+0.083
2019,79,0,21731,Freddie Jacobson,6.45,36,558,+0.417
2019,80,0,21209,Sergio Garcia,6.44,34,528,+0.088
2019,80,0,49960,Sepp Straka,6.44,52,808,+0.077
2019,82,0,32102,Rickie Fowler,6.35,56,882,-0.054
2019,83,0,39977,Max Homa,6.33,61,964,E
2019,83,0,24502,Adam Scott,6.33,39,616,E
2019,85,0,25686,Jason Dufner,6.28,50,796,-0.140
2019,86,0,40009,Dominic Bozzelli,6.27,43,686,-0.023
2019,86,0,12716,Charley Hoffman,6.27,41,654,+0.195
2019,88,0,31420,Anirban Lahiri,6.2,51,822,+0.255
2019,88,0,27330,Josh Teater,6.2,46,742,-0.022
2019,90,0,29518,Brendan Steele,6.18,44,712,+0.114
2019,90,0,32139,Danny Willett,6.18,43,696,+0.047
2019,92,0,33141,Keegan Bradley,6.17,58,940,+0.310
2019,92,0,45609,Tyler Duncan,6.17,56,908,+0.179
2019,94,0,22405,Justin Rose,6.12,42,686,-0.167
2019,95,0,34431,Robert Streb,6.09,51,838,+0.235
2019,96,0,27963,Chris Stroud,5.94,43,724,+0.186
2019,97,0,47959,Bryson DeChambeau,5.93,55,928,+0.091
2019,97,0,47993,Denny McCarthy,5.93,57,962,+0.088
2019,99,0,30946,Alex Prugh,5.9,47,796,+0.213
2019,100,0,34466,Peter Malnati,5.85,62,1060,+0.226
2019,101,0,33486,Roger Sloan,5.84,57,976,+0.228
2019,102,0,46435,Austin Cook,5.83,43,738,+0.186
2019,103,0,30692,Scott Stallings,5.8,55,948,-0.018
2019,104,0,25632,Jimmy Walker,5.76,46,798,+0.130
2019,105,0,27895,Jonas Blixt,5.72,51,892,+0.118
2019,106,0,27349,Alex Noren,5.65,34,602,+0.029
2019,107,0,39327,Ben Silverman,5.63,44,782,+0.023
2019,108,0,28089,Jason Day,5.61,37,660,+0.189
2019,109,0,33410,Andrew Landry,5.6,51,910,+0.098
2019,109,0,27214,Kevin Streelman,5.6,54,964,+0.037
2019,111,0,20472,Alex Cejka,5.58,31,556,+0.323
2019,112,0,32791,K.H. Lee,5.54,48,867,+0.167
2019,112,0,35732,Wes Roach,5.54,38,686,+0.211
2019,114,0,34021,Bud Cauley,5.51,57,1034,-0.105
2019,115,0,49298,Kramer Hickok,5.47,45,822,+0.156
2019,116,0,32640,Troy Merritt,5.46,43,788,+0.093
2019,117,0,24925,Jonathan Byrd,5.36,27,504,-0.148
2019,118,0,29223,Sam Saunders,5.35,50,934,+0.220
