YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
2023,186,0,51491,Brandon Matthews,-1.131,-0.029,-0.209,-0.893,42
2023,187,0,51950,Max McGreevy,-1.203,-0.439,-0.79,0.025,64
2023,188,0,29970,Dylan Frittelli,-1.299,-0.695,-0.62,0.016,59
2023,189,0,31560,Brian Stuard,-1.32,-1.077,-0.352,0.109,50
2023,190,0,28420,Ryan Brehm,-1.37,-0.376,-0.554,-0.44,67
2023,191,0,33410,Andrew Landry,-1.39,-0.208,-0.911,-0.271,63
2023,192,0,33597,Harry Higgs,-1.443,-0.487,-0.844,-0.113,59
2023,193,0,27095,Nick Watney,-1.715,-1.343,-0.191,-0.181,55
2015,1,0,25804,Bubba Watson,1.876,1.194,0.684,-0.002,56
2015,2,0,21528,Henrik Stenson,1.774,0.448,1.244,0.082,44
2015,3,0,10809,Jim Furyk,1.658,0.064,1.081,0.513,52
2015,4,0,34046,Jordan Spieth,1.583,0.494,0.618,0.471,66
2015,5,0,28089,Jason Day,1.52,0.772,0.461,0.287,57
2015,6,0,22405,Justin Rose,1.471,0.55,0.692,0.228,49
2015,7,0,32839,Hideki Matsuyama,1.388,0.496,0.637,0.254,70
2015,8,0,29221,Webb Simpson,1.346,0.225,0.582,0.539,64
2015,9,0,30925,Dustin Johnson,1.326,0.96,0.579,-0.212,54
2015,10,0,25364,Paul Casey,1.202,0.392,0.991,-0.182,63
2015,11,0,25900,Lucas Glover,1.17,0.591,0.691,-0.111,72
2015,12,0,33141,Keegan Bradley,1.088,0.436,0.389,0.263,64
2015,13,0,24024,Zach Johnson,1.081,0.24,0.605,0.236,70
2015,14,0,21209,Sergio Garcia,1.067,0.442,0.468,0.157,36
2015,15,0,29518,Brendan Steele,1.005,0.363,0.6,0.041,76
2015,16,0,27141,J.B. Holmes,0.949,0.427,0.253,0.268,66
2015,17,0,33448,Justin Thomas,0.926,0.352,0.385,0.188,96
2015,18,0,25686,Jason Dufner,0.922,0.242,0.399,0.281,48
2015,19,0,34265,Will Wilcox,0.863,0.662,0.144,0.058,41
2015,20,0,25198,Francesco Molinari,0.859,0.324,0.572,-0.037,43
2015,21,0,33122,Russell Knox,0.827,0.098,0.622,0.107,87
2015,22,0,26329,Louis Oosthuizen,0.825,0.339,0.397,0.088,47
2015,23,0,23108,Matt Kuchar,0.817,0.136,0.202,0.479,77
2015,24,0,23320,Ryan Palmer,0.813,0.356,0.529,-0.072,54
2015,25,0,6567,Vijay Singh,0.812,0.152,0.42,0.241,69
2015,26,0,32102,Rickie Fowler,0.779,0.123,0.59,0.066,57
2015,27,0,34431,Robert Streb,0.712,0.309,0.175,0.228,96
2015,28,0,25396,Kevin Na,0.711,-0.329,0.381,0.66,71
2015,29,0,24924,Bill Haas,0.689,0.14,0.422,0.126,71
2015,30,0,40026,Daniel Berger,0.682,0.372,0.526,-0.217,83
2015,31,0,26289,Boo Weekley,0.671,0.548,0.108,0.015,67
2015,32,0,27095,Nick Watney,0.661,0.31,0.238,0.112,81
2015,33,0,36689,Brooks Koepka,0.66,0.407,0.2,0.052,65
2015,34,0,29725,Tony Finau,0.634,0.383,0.224,0.027,92
2015,35,0,26331,Charl Schwartzel,0.629,0.669,-0.132,0.092,41
2015,36,0,32200,Roberto Castro,0.612,0.079,0.347,0.187,36
2015,37,0,24502,Adam Scott,0.601,0.682,0.114,-0.195,32
2015,38,0,21961,Charles Howell III,0.599,0.34,0.199,0.059,99
2015,39,0,20691,Greg Owen,0.572,0.036,0.407,0.129,40
2015,40,0,23621,Rory Sabbatini,0.567,0.094,0.375,0.097,66
2015,41,0,24507,Jason Bohn,0.538,0.019,0.561,-0.042,87
2015,42,0,12510,Chad Campbell,0.482,0.13,0.192,0.159,91
2015,43,0,34360,Patrick Reed,0.465,-0.071,0.263,0.273,76
2015,44,0,35541,John Peterson,0.435,0.333,0.276,-0.175,77
2015,45,0,33418,Shawn Stefani,0.423,0.332,0.283,-0.192,88
2015,46,0,27933,John Merrick,0.42,0.056,0.358,0.006,58
2015,47,0,26596,Ryan Moore,0.418,0.071,0.246,0.102,61
2015,48,0,35532,Tom Hoge,0.41,0.035,0.456,-0.08,65
2015,49,0,31557,Jim Herman,0.407,0.467,0.285,-0.345,77
2015,50,0,31202,William McGirt,0.395,0.087,0.06,0.248,97
2015,51,0,29478,Kevin Kisner,0.389,0.316,0.141,-0.068,94
2015,52,0,28486,Michael Putnam,0.373,-0.025,0.42,-0.022,68
2015,53,0,20229,Stewart Cink,0.367,0.087,0.561,-0.282,66
2015,54,0,34409,David Lingmerth,0.366,0.379,0.013,-0.025,74
2015,55,0,29926,Danny Lee,0.354,-0.301,0.718,-0.062,100
2015,56,0,27214,Kevin Streelman,0.352,0.563,0.005,-0.216,73
2015,57,0,24490,George McNeill,0.351,-0.223,0.645,-0.071,89
2015,58,0,30926,Chris Kirk,0.35,-0.15,0.302,0.198,56
2015,59,0,26476,Chez Reavie,0.342,0.384,0.298,-0.34,50
2015,60,0,24138,Ian Poulter,0.329,-0.054,0.235,0.147,48
2015,61,0,26851,Marc Leishman,0.322,0.021,0.199,0.102,54
2015,61,0,25818,Scott Piercy,0.322,0.27,0.224,-0.172,83
2015,63,0,23638,Brendon de Jonge,0.32,0.276,0.196,-0.152,92
2015,64,0,1810,Phil Mickelson,0.319,0.072,0.022,0.225,55
2015,65,0,32448,James Hahn,0.307,0.106,0.135,0.065,78
2015,66,0,30944,Jason Kokrak,0.306,0.464,-0.014,-0.144,80
2015,67,0,27436,Graham DeLaet,0.299,0.027,0.328,-0.056,54
2015,68,0,23983,Luke Donald,0.295,-0.793,0.573,0.514,54
2015,69,0,20396,Lee Westwood,0.283,0.094,0.292,-0.102,32
2015,70,0,12716,Charley Hoffman,0.269,0.47,0.137,-0.338,76
2015,71,0,26300,Matt Jones,0.263,0.249,-0.319,0.333,67
2015,72,0,22046,Geoff Ogilvy,0.26,0.138,0.082,0.039,35
2015,73,0,25274,Steven Bowditch,0.256,-0.053,0.056,0.253,88
2015,74,0,28500,Martin Flores,0.255,0.349,-0.142,0.047,79
2015,75,0,30927,Brendon Todd,0.248,-0.168,0.136,0.28,76
2015,76,0,33419,Cameron Tringale,0.244,-0.074,-0.054,0.373,79
2015,77,0,25632,Jimmy Walker,0.241,-0.161,0.334,0.068,64
2015,78,0,24361,Pat Perez,0.222,-0.01,0.187,0.045,83
2015,79,0,34099,Harris English,0.217,0.009,0.207,0.0,88
2015,80,0,29479,Scott Brown,0.216,0.296,0.031,-0.111,81
2015,81,0,27936,Martin Laird,0.206,-0.078,0.302,-0.019,73
2015,82,0,32366,Kevin Chappell,0.202,0.16,-0.105,0.148,75
2015,82,0,29420,Billy Horschel,0.202,0.366,0.137,-0.301,73
2015,84,0,25720,Chad Collins,0.201,-0.25,0.246,0.205,63
2015,85,0,8075,Jerry Kelly,0.186,0.073,-0.052,0.166,66
2015,86,0,27963,Chris Stroud,0.178,-0.249,0.132,0.295,68
2015,86,0,2206,David Toms,0.178,-0.041,-0.028,0.248,55
2015,88,0,27644,Brian Harman,0.177,0.322,-0.176,0.03,78
2015,89,0,20771,Steven Alker,0.163,-0.129,-0.114,0.406,50
2015,89,0,22056,Cameron Percy,0.163,0.128,-0.002,0.037,58
2015,91,0,22892,Jason Gore,0.157,0.284,0.266,-0.393,58
2015,92,0,33413,Ben Martin,0.153,-0.016,0.268,-0.1,77
2015,93,0,24925,Jonathan Byrd,0.148,-0.145,-0.303,0.596,51
2015,94,0,20645,John Senden,0.142,0.331,-0.171,-0.017,51
2015,95,0,27466,Spencer Levin,0.135,0.204,0.181,-0.25,83
2015,96,0,36699,Patrick Rodgers,0.133,0.68,-0.456,-0.09,46
2015,97,0,31323,Gary Woodland,0.121,0.177,0.227,-0.284,54
2015,98,0,34261,Scott Langley,0.108,-0.128,0.056,0.18,79
2015,99,0,23353,J.J. Henry,0.105,0.066,-0.088,0.127,76
2015,100,0,29476,Kyle Reifers,0.101,0.108,-0.084,0.076,80
2015,101,0,21878,Mark Wilson,0.092,-0.299,0.013,0.377,81
2015,102,0,37454,Whee Kim,0.081,-0.201,0.324,-0.043,56
2015,103,0,30852,Ryo Ishikawa,0.052,-0.408,0.436,0.025,75
2015,104,0,30946,Alex Prugh,0.051,0.319,-0.085,-0.183,72
2015,105,0,27649,Brandt Snedeker,0.02,-0.126,-0.199,0.344,75
2015,106,0,20472,Alex Cejka,0.015,-0.233,0.113,0.135,79
2015,107,0,24140,Sean O'Hair,0.012,0.153,-0.284,0.142,81
2015,108,0,6522,Ernie Els,0.009,-0.285,0.192,0.102,39
2015,109,0,26758,David Hearn,-0.002,-0.216,0.243,-0.029,85
2015,110,0,25369,Jamie Donaldson,-0.008,0.095,-0.15,0.046,32
2015,111,0,28475,Jeff Overton,-0.014,-0.036,0.041,-0.018,75
2015,112,0,37273,Derek Ernst,-0.015,0.676,-0.547,-0.144,63
2015,113,0,27770,Camilo Villegas,-0.019,-0.296,0.133,0.143,74
2015,114,0,34264,Hudson Swafford,-0.022,0.273,0.109,-0.404,83
2015,115,0,1706,Davis Love III,-0.031,0.189,-0.335,0.116,42
2015,116,0,20848,Ángel Cabrera,-0.032,0.06,0.336,-0.428,42
2015,117,0,33461,Morgan Hoffmann,-0.035,-0.032,-0.347,0.343,69
2015,118,0,33667,Carlos Ortiz,-0.048,0.355,-0.238,-0.166,83
2015,119,0,33399,Adam Hadwin,-0.051,0.088,-0.183,0.044,81
2015,120,0,34262,Jon Curran,-0.059,-0.406,0.077,0.27,65
2015,121,0,25345,Carl Pettersson,-0.099,-0.038,0.035,-0.097,96
2015,122,0,25834,Daniel Summerhays,-0.103,-0.111,0.194,-0.186,89
2015,123,0,26951,Johnson Wagner,-0.108,-0.013,0.106,-0.201,57
2015,124,0,34098,Russell Henley,-0.116,0.343,-0.269,-0.191,67
2015,125,0,25191,Gonzalo Fernandez-Castaño,-0.125,0.187,-0.495,0.183,63
2015,126,0,32334,Charlie Beljan,-0.134,0.583,-0.293,-0.424,57
2015,127,0,35539,Luke Guthrie,-0.147,-0.314,0.02,0.147,68
2015,128,0,30711,Colt Knost,-0.152,-0.084,0.017,-0.085,74
2015,129,0,20104,Ken Duke,-0.156,0.067,0.025,-0.248,78
2015,130,0,24357,K.J. Choi,-0.159,-0.522,0.153,0.21,57
2015,131,0,30692,Scott Stallings,-0.166,-0.061,-0.053,-0.052,49
2015,132,0,34130,Sung Joon Park,-0.167,0.104,-0.326,0.055,63
2015,133,0,24358,Robert Garrigus,-0.189,0.345,-0.318,-0.217,55
2015,134,0,34174,John Huh,-0.191,-0.041,-0.12,-0.03,89
2015,135,0,28259,Sangmoon Bae,-0.201,0.251,-0.276,-0.176,88
2015,136,0,10885,Robert Allenby,-0.215,-0.262,0.26,-0.213,51
2015,137,0,28780,Nicholas Thompson,-0.219,0.37,-0.139,-0.45,70
2015,138,0,29289,S.Y. Noh,-0.22,-0.555,0.147,0.188,54
2015,139,0,20766,Padraig Harrington,-0.263,-0.434,-0.165,0.336,49
2015,140,0,24781,Hunter Mahan,-0.27,-0.023,-0.249,0.003,65
2015,141,0,28023,Byron Smith,-0.276,-0.085,-0.149,-0.042,43
2015,142,0,36801,Mark Hubbard,-0.281,-0.06,-0.35,0.128,61
2015,143,0,35545,Blayne Barber,-0.297,0.208,-0.352,-0.154,63
2015,144,0,23800,Bryce Molder,-0.319,-0.294,-0.181,0.156,77
2015,145,0,32150,Michael Thompson,-0.349,-0.089,-0.301,0.041,75
2015,146,0,27064,Jhonattan Vegas,-0.353,0.173,-0.314,-0.212,72
2015,147,0,40058,Zac Blair,-0.356,-0.299,-0.188,0.131,88
2015,147,0,31560,Brian Stuard,-0.356,-0.103,-0.2,-0.052,79
2015,149,0,29223,Sam Saunders,-0.36,0.307,-0.294,-0.372,63
2015,150,0,20157,Retief Goosen,-0.365,-0.271,-0.056,-0.039,60
2015,151,0,23623,Bo Van Pelt,-0.368,-0.296,0.054,-0.126,65
2015,152,0,25892,Steve Wheatcroft,-0.383,0.148,-0.45,-0.082,72
2015,153,0,24494,Erik Compton,-0.385,-0.216,-0.217,0.047,70
2015,154,0,28679,Fabián Gómez,-0.386,-0.216,-0.057,-0.113,69
2015,155,0,25240,D.A. Points,-0.396,-0.82,0.224,0.199,58
2015,156,0,29222,Billy Hurley III,-0.423,-0.635,0.114,0.098,63
2015,157,0,35451,Scott Pinckney,-0.426,0.123,-0.409,-0.14,74
2015,158,0,28132,Tyrone Van Aswegen,-0.428,-1.081,0.471,0.181,42
2015,159,0,29535,Brice Garnett,-0.443,-0.198,-0.327,0.082,64
2015,160,0,31193,Jim Renner,-0.454,-0.501,0.085,-0.038,56
2015,161,0,31416,Derek Fathauer,-0.474,-0.455,-0.198,0.179,66
2015,162,0,25493,Nick Taylor,-0.489,-0.08,-0.224,-0.185,83
2015,163,0,34563,Chesson Hadley,-0.525,-0.08,-0.218,-0.227,89
2015,164,0,10860,Justin Leonard,-0.544,-0.486,-0.224,0.166,54
2015,165,0,24846,Ricky Barnes,-0.555,-0.819,-0.072,0.336,63
2015,166,0,27895,Jonas Blixt,-0.562,-0.115,-0.655,0.209,52
2015,167,0,25562,Andres Romero,-0.563,-0.269,-0.221,-0.073,54
2015,168,0,25349,Tim Wilkinson,-0.569,-0.326,-0.523,0.28,58
2015,169,0,32640,Troy Merritt,-0.579,-0.326,-0.199,-0.054,82
2015,170,0,21753,Brian Davis,-0.593,-0.119,-0.503,0.029,71
2015,171,0,39977,Max Homa,-0.619,0.066,-0.467,-0.218,62
2015,172,0,29720,Andres Gonzales,-0.714,-0.386,-0.349,0.022,76
2015,173,0,23548,Bill Lunde,-0.724,0.11,-0.592,-0.242,36
2015,174,0,23541,Ben Crane,-0.759,-0.303,-0.486,0.03,52
2015,175,0,34358,Jonathan Randolph,-0.85,-0.408,-0.234,-0.208,56
2015,176,0,22371,Aaron Baddeley,-0.945,-0.596,-0.719,0.37,66
2015,177,0,22293,Heath Slocum,-0.97,-0.229,-0.759,0.018,39
2015,178,0,30736,Oscar Fraustro,-1.034,0.259,-0.637,-0.655,40
2015,179,0,29425,Andrew Svoboda,-1.041,-0.171,-0.41,-0.46,70
2015,180,0,28307,Matt Every,-1.043,-0.925,-0.074,-0.044,56
2015,181,0,23048,Eric Axley,-1.101,-0.541,-0.372,-0.189,43
2015,182,0,33486,Roger Sloan,-1.103,-0.168,-0.746,-0.19,40
2015,183,0,20593,Greg Chalmers,-1.133,-0.323,-0.782,-0.028,36
2015,184,0,34256,Andrew Putnam,-1.43,-1.411,-0.132,0.113,54
2012,1,0,28237,Rory McIlroy,2.347,1.072,1.002,0.273,40
2012,2,0,8793,Tiger Woods,1.971,0.553,1.224,0.194,48
2012,3,0,25804,Bubba Watson,1.809,1.485,0.265,0.059,51
2012,4,0,22405,Justin Rose,1.762,0.355,0.84,0.567,53
2012,5,0,10809,Jim Furyk,1.329,0.225,0.83,0.275,65
2012,6,0,30925,Dustin Johnson,1.324,0.72,0.638,-0.035,53
2012,7,0,24502,Adam Scott,1.302,0.605,0.494,0.203,41
2012,8,0,25686,Jason Dufner,1.293,0.553,0.519,0.222,64
2012,9,0,24358,Robert Garrigus,1.212,0.797,0.68,-0.264,74
2012,10,0,30110,Kyle Stanley,1.181,0.786,0.439,-0.043,70
2012,11,0,6567,Vijay Singh,1.167,0.435,0.52,0.212,81
2012,12,0,6527,Steve Stricker,1.161,0.116,0.898,0.147,54
2012,13,0,20396,Lee Westwood,1.143,0.628,0.681,-0.166,40
2012,14,0,26329,Louis Oosthuizen,0.98,0.496,0.478,0.006,49
2012,15,0,26289,Boo Weekley,0.973,0.668,0.466,-0.162,58
2012,16,0,20645,John Senden,0.96,0.503,0.473,-0.016,62
2012,17,0,23638,Brendon de Jonge,0.939,0.185,0.754,0.0,102
2012,18,0,29221,Webb Simpson,0.912,0.222,0.319,0.371,66
2012,19,0,23108,Matt Kuchar,0.91,0.11,0.49,0.309,66
2012,20,0,20766,Padraig Harrington,0.908,0.193,0.331,0.384,45
2012,21,0,23623,Bo Van Pelt,0.895,0.45,0.665,-0.22,65
2012,22,0,1810,Phil Mickelson,0.86,-0.103,0.566,0.398,60
2012,23,0,26331,Charl Schwartzel,0.84,0.356,0.445,0.039,40
2012,24,0,23983,Luke Donald,0.824,-0.188,0.582,0.43,48
2012,25,0,21528,Henrik Stenson,0.809,0.343,0.297,0.169,42
2012,26,0,1706,Davis Love III,0.803,0.206,0.635,-0.038,52
2012,27,0,33141,Keegan Bradley,0.791,0.68,0.238,-0.127,71
2012,28,0,6522,Ernie Els,0.727,0.272,0.462,-0.006,65
2012,29,0,32102,Rickie Fowler,0.72,0.458,0.228,0.034,66
2012,30,0,20691,Greg Owen,0.714,0.336,0.367,0.012,77
2012,31,0,12510,Chad Campbell,0.708,-0.04,0.751,-0.004,73
2012,32,0,21209,Sergio Garcia,0.704,0.346,0.075,0.283,44
2012,33,0,26679,Kevin Stadler,0.702,0.351,0.711,-0.359,70
2012,34,0,28455,Will Claxton,0.679,0.524,0.318,-0.163,86
2012,35,0,34021,Bud Cauley,0.655,0.065,0.201,0.388,91
2012,36,0,25572,Graeme McDowell,0.654,0.49,0.641,-0.478,38
2012,36,0,24140,Sean O'Hair,0.654,0.255,0.25,0.149,76
2012,38,0,24781,Hunter Mahan,0.65,0.4,0.372,-0.122,64
2012,39,0,25818,Scott Piercy,0.635,0.476,0.202,-0.042,86
2012,40,0,24024,Zach Johnson,0.629,0.112,0.342,0.176,74
2012,41,0,21961,Charles Howell III,0.625,0.098,0.257,0.27,77
2012,42,0,24361,Pat Perez,0.603,0.099,0.272,0.232,69
2012,43,0,27436,Graham DeLaet,0.6,0.5,0.334,-0.234,71
2012,44,0,24357,K.J. Choi,0.599,0.064,0.153,0.382,56
2012,45,0,28475,Jeff Overton,0.59,0.434,0.236,-0.08,92
2012,46,0,29289,S.Y. Noh,0.579,0.355,0.102,0.122,85
2012,47,0,12716,Charley Hoffman,0.567,0.334,0.356,-0.123,76
2012,48,0,24924,Bill Haas,0.564,0.472,-0.18,0.273,61
2012,49,0,27095,Nick Watney,0.563,-0.016,0.586,-0.007,76
2012,50,0,27141,J.B. Holmes,0.553,0.585,-0.219,0.186,78
2012,51,0,23320,Ryan Palmer,0.55,0.485,0.258,-0.193,71
2012,52,0,28087,Kris Blanks,0.547,0.192,0.558,-0.203,60
2012,53,0,23548,Bill Lunde,0.546,0.052,0.449,0.044,67
2012,54,0,32200,Roberto Castro,0.543,0.244,0.03,0.269,75
2012,54,0,26851,Marc Leishman,0.543,-0.209,0.559,0.193,76
2012,56,0,22293,Heath Slocum,0.518,0.248,0.427,-0.158,75
2012,57,0,28307,Matt Every,0.516,-0.051,0.377,0.191,64
2012,58,0,12782,Tim Herron,0.508,0.152,0.193,0.163,76
2012,59,0,28089,Jason Day,0.498,0.121,0.102,0.275,47
2012,60,0,22378,Trevor Immelman,0.487,-0.14,0.242,0.384,57
2012,61,0,22913,John Rollins,0.465,0.627,-0.269,0.107,71
2012,62,0,24138,Ian Poulter,0.461,0.186,0.068,0.207,38
2012,63,0,29420,Billy Horschel,0.459,0.546,0.028,-0.116,48
2012,64,0,22046,Geoff Ogilvy,0.453,0.158,0.168,0.127,55
2012,65,0,27936,Martin Laird,0.449,0.374,0.175,-0.099,54
2012,66,0,30926,Chris Kirk,0.439,0.032,0.444,-0.037,85
2012,67,0,26596,Ryan Moore,0.424,0.163,0.27,-0.009,81
2012,67,0,25345,Carl Pettersson,0.424,0.041,0.334,0.049,80
2012,69,0,23135,Tim Clark,0.422,0.285,0.151,-0.014,50
2012,70,0,22621,Ben Curtis,0.401,-0.044,0.408,0.036,48
2012,71,0,34174,John Huh,0.397,0.391,0.031,-0.025,85
2012,72,0,25240,D.A. Points,0.394,0.067,0.329,-0.003,80
2012,73,0,27933,John Merrick,0.385,0.202,0.23,-0.047,72
2012,74,0,23621,Rory Sabbatini,0.356,0.247,-0.021,0.129,72
2012,75,0,27330,Josh Teater,0.338,0.57,-0.231,-0.001,83
2012,76,0,2206,David Toms,0.331,0.131,0.012,0.189,44
2012,77,0,27214,Kevin Streelman,0.322,0.11,0.184,0.028,77
2012,78,0,23353,J.J. Henry,0.309,0.051,0.126,0.133,71
2012,79,0,20104,Ken Duke,0.305,0.019,0.309,-0.023,90
2012,79,0,27060,John Mallinger,0.305,-0.086,0.184,0.206,63
2012,81,0,1320,Bob Estes,0.288,-0.454,0.396,0.347,65
2012,82,0,24846,Ricky Barnes,0.285,-0.29,0.499,0.075,82
2012,83,0,27895,Jonas Blixt,0.257,-0.1,-0.01,0.367,64
2012,84,0,21731,Freddie Jacobson,0.254,-0.071,0.306,0.02,44
2012,84,0,33419,Cameron Tringale,0.254,0.195,0.056,0.003,77
2012,86,0,25396,Kevin Na,0.252,-0.255,0.301,0.206,65
2012,87,0,24925,Jonathan Byrd,0.244,-0.22,0.406,0.058,56
2012,88,0,23204,Gary Christian,0.226,0.17,0.124,-0.067,75
2012,89,0,21753,Brian Davis,0.224,-0.012,0.146,0.09,79
2012,90,0,31323,Gary Woodland,0.204,0.32,0.153,-0.269,53
2012,91,0,32366,Kevin Chappell,0.181,0.228,-0.186,0.138,72
2012,92,0,33122,Russell Knox,0.179,0.049,0.025,0.105,56
2012,93,0,25834,Daniel Summerhays,0.178,0.2,-0.066,0.045,68
2012,94,0,27770,Camilo Villegas,0.17,0.08,0.208,-0.117,73
2012,95,0,23541,Ben Crane,0.16,0.102,-0.138,0.195,62
2012,95,0,26476,Chez Reavie,0.16,0.125,0.136,-0.101,66
2012,97,0,1724,Jeff Maggert,0.158,0.287,0.084,-0.214,78
2012,98,0,27649,Brandt Snedeker,0.15,-0.276,0.11,0.316,65
2012,99,0,20593,Greg Chalmers,0.136,-0.335,0.012,0.459,75
2012,100,0,20572,Rod Pampling,0.133,0.061,-0.131,0.203,69
2012,101,0,1766,Billy Mayfair,0.128,0.08,-0.083,0.131,78
2012,102,0,29910,Blake Adams,0.124,0.237,-0.055,-0.057,88
2012,103,0,34099,Harris English,0.123,0.286,-0.038,-0.124,87
2012,104,0,8725,Tom Gillis,0.122,0.207,-0.274,0.189,69
2012,105,0,25632,Jimmy Walker,0.12,-0.243,0.105,0.258,91
2012,106,0,6036,Scott Dunlap,0.089,0.062,0.252,-0.226,46
2012,107,0,30692,Scott Stallings,0.081,0.393,-0.113,-0.198,68
2012,108,0,27644,Brian Harman,0.068,0.337,-0.37,0.101,88
2012,109,0,19970,Robert Karlsson,0.062,-0.04,0.072,0.03,41
2012,110,0,11123,Chris Couch,0.041,0.377,-0.131,-0.205,54
2012,111,0,27963,Chris Stroud,0.04,-0.236,-0.049,0.325,75
2012,112,0,26951,Johnson Wagner,0.039,-0.027,0.376,-0.31,76
2012,113,0,29476,Kyle Reifers,0.038,0.056,0.056,-0.074,74
2012,114,0,8075,Jerry Kelly,0.01,-0.018,-0.218,0.245,73
2012,115,0,20160,Charlie Wi,0.004,-0.197,-0.229,0.43,73
2012,116,0,26758,David Hearn,-0.001,-0.022,-0.21,0.231,88
2012,116,0,23325,Vaughn Taylor,-0.001,-0.327,0.165,0.16,64
2012,118,0,32698,Bobby Gates,-0.003,0.331,-0.016,-0.318,76
2012,118,0,29926,Danny Lee,-0.003,-0.202,-0.031,0.23,59
2012,120,0,35139,Richard Lee,-0.01,0.106,-0.187,0.071,57
2012,121,0,31202,William McGirt,-0.029,-0.092,0.11,-0.047,79
2012,122,0,27302,Garth Mulroy,-0.041,-0.004,0.143,-0.179,46
2012,123,0,32334,Charlie Beljan,-0.064,0.797,-0.226,-0.635,43
2012,124,0,27466,Spencer Levin,-0.069,-0.207,-0.041,0.18,66
2012,125,0,20574,Mathew Goggin,-0.084,0.108,-0.292,0.099,55
2012,126,0,1797,Rocco Mediate,-0.096,-0.106,-0.09,0.1,58
2012,126,0,22348,Nick O'Hern,-0.096,-0.86,0.34,0.424,68
2012,128,0,24604,Hunter Haas,-0.12,0.123,-0.02,-0.223,52
2012,129,0,21878,Mark Wilson,-0.143,-0.255,0.043,0.069,68
2012,130,0,24507,Jason Bohn,-0.144,-0.11,0.128,-0.162,66
2012,131,0,23788,D.J. Trahan,-0.147,0.088,-0.085,-0.15,62
2012,132,0,27120,Troy Matteson,-0.187,-0.066,0.075,-0.196,83
2012,132,0,25562,Andres Romero,-0.187,-0.216,0.078,-0.049,54
2012,134,0,22582,Kyle Thompson,-0.189,-0.204,0.204,-0.189,37
2012,135,0,10885,Robert Allenby,-0.198,-0.449,0.537,-0.286,66
2012,136,0,6573,Brandt Jobe,-0.204,0.198,-0.222,-0.18,45
2012,137,0,10213,Dicky Pride,-0.221,-0.287,0.002,0.064,49
2012,138,0,24490,George McNeill,-0.226,-0.149,-0.023,-0.053,71
2012,139,0,20848,Ángel Cabrera,-0.234,0.198,-0.306,-0.126,37
2012,139,0,30852,Ryo Ishikawa,-0.234,-0.199,0.069,-0.104,37
2012,141,0,28500,Martin Flores,-0.238,0.077,-0.507,0.192,82
2012,142,0,32150,Michael Thompson,-0.25,-0.375,0.317,-0.192,65
2012,143,0,30944,Jason Kokrak,-0.263,-0.044,-0.173,-0.045,69
2012,144,0,20098,Stuart Appleby,-0.282,-0.003,-0.437,0.158,65
2012,145,0,10860,Justin Leonard,-0.29,-0.401,-0.117,0.227,68
2012,146,0,29479,Scott Brown,-0.303,0.17,-0.255,-0.219,51
2012,147,0,12652,Cameron Beckman,-0.336,-0.226,0.058,-0.167,69
2012,148,0,31558,J.J. Killeen,-0.342,-0.063,-0.492,0.213,84
2012,149,0,23800,Bryce Molder,-0.345,-0.632,0.1,0.188,71
2012,150,0,23718,Nathan Green,-0.348,-0.479,0.048,0.083,57
2012,151,0,27064,Jhonattan Vegas,-0.352,-0.012,-0.206,-0.135,69
2012,152,0,6251,Chris DiMarco,-0.364,-0.371,-0.073,0.079,72
2012,153,0,29518,Brendan Steele,-0.405,0.084,-0.376,-0.112,64
2012,154,0,29478,Kevin Kisner,-0.442,0.106,-0.651,0.103,53
2012,155,0,21407,Arjun Atwal,-0.443,-0.132,-0.227,-0.084,66
2012,155,0,22961,David Mathis,-0.443,-0.203,-0.239,-0.002,69
2012,157,0,22371,Aaron Baddeley,-0.461,-0.108,-0.504,0.152,55
2012,158,0,26300,Matt Jones,-0.467,-0.192,-0.387,0.112,44
2012,159,0,23409,James Driscoll,-0.493,-0.525,0.032,0.0,70
2012,160,0,20229,Stewart Cink,-0.529,-0.485,0.195,-0.239,54
2012,161,0,25892,Steve Wheatcroft,-0.546,0.001,-0.294,-0.253,42
2012,162,0,19846,Brian Gay,-0.556,-0.364,-0.486,0.293,78
2012,163,0,21805,Harrison Frazar,-0.575,0.108,-0.358,-0.325,48
2012,164,0,1249,John Daly,-0.598,0.272,-0.267,-0.604,38
2012,165,0,24494,Erik Compton,-0.609,0.215,-0.668,-0.155,64
2012,166,0,25457,Alexandre Rocha,-0.624,-0.083,-0.221,-0.32,50
2012,167,0,30750,Tommy Gainey,-0.63,-0.108,-0.26,-0.262,90
2012,168,0,26287,Roland Thatcher,-0.644,-0.156,0.01,-0.498,44
2012,169,0,6004,Stephen Ames,-0.651,-0.277,-0.277,-0.097,39
2012,170,0,24663,Y.E. Yang,-0.663,-0.118,-0.352,-0.192,48
2012,171,0,33120,Mark Anderson,-0.742,-0.217,-0.542,0.017,61
2012,171,0,28308,Troy Kelly,-0.742,-0.211,-0.53,-0.001,51
2012,173,0,1116,Michael Bradley,-0.765,-1.146,0.391,-0.01,55
2012,174,0,1941,Tom Pernice Jr.,-0.809,-0.921,-0.097,0.209,52
2012,175,0,28093,Miguel Angel Carballo,-0.876,-0.042,-0.728,-0.106,57
