YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
2023,192,0,34409,David Lingmerth,187.1,5427787.0,806
2023,193,0,31560,Brian Stuard,189.1,4691094.0,689
2015,1,0,25804,Bubba Watson,149.8,4202084.0,779
2015,2,0,30925,Dustin Johnson,156.6,4198689.0,745
2015,3,0,36699,Patrick Rodgers,157.5,3571867.0,630
2015,4,0,28089,Jason Day,157.7,4472917.0,788
2015,5,0,27141,J.B. Holmes,161.4,5293645.0,911
2015,6,0,36689,Brooks Koepka,163.3,5255622.0,894
2015,7,0,30944,Jason Kokrak,164.2,6490053.0,1098
2015,7,0,23320,Ryan Palmer,164.2,4397996.0,744
2015,9,0,29725,Tony Finau,164.3,7439317.0,1258
2015,10,0,24502,Adam Scott,165.2,2605589.0,438
2015,11,0,32334,Charlie Beljan,165.6,4661481.0,782
2015,12,0,33448,Justin Thomas,165.7,7772158.0,1303
2015,13,0,25274,Steven Bowditch,166.4,7230261.0,1207
2015,14,0,12716,Charley Hoffman,166.7,6300746.0,1050
2015,15,0,37273,Derek Ernst,167.8,5261312.0,871
2015,15,0,25632,Jimmy Walker,167.8,5333949.0,883
2015,17,0,24358,Robert Garrigus,167.9,4527513.0,749
2015,17,0,21961,Charles Howell III,167.9,8263523.0,1367
2015,19,0,34098,Russell Henley,168.9,5637137.0,927
2015,20,0,28500,Martin Flores,169.1,6653250.0,1093
2015,21,0,33461,Morgan Hoffmann,169.4,5787028.0,949
2015,21,0,33667,Carlos Ortiz,169.4,6946413.0,1139
2015,21,0,34431,Robert Streb,169.4,8155469.0,1337
2015,24,0,21209,Sergio Garcia,169.7,3042124.0,498
2015,25,0,22056,Cameron Percy,169.8,4860503.0,795
2015,25,0,25818,Scott Piercy,169.8,7022395.0,1149
2015,27,0,29420,Billy Horschel,170.0,6200722.0,1013
2015,27,0,31323,Gary Woodland,170.0,4523364.0,739
2015,29,0,27644,Brian Harman,170.1,6626842.0,1082
2015,30,0,40026,Daniel Berger,170.3,7002531.0,1142
2015,30,0,20848,Ángel Cabrera,170.3,3561613.0,581
2015,32,0,34265,Will Wilcox,170.4,3485357.0,568
2015,33,0,25364,Paul Casey,170.7,5370219.0,874
2015,34,0,35532,Tom Hoge,170.8,5516670.0,897
2015,34,0,27936,Martin Laird,170.8,6129759.0,997
2015,36,0,25900,Lucas Glover,170.9,6086412.0,989
2015,36,0,23548,Bill Lunde,170.9,3070091.0,499
2015,36,0,24781,Hunter Mahan,170.9,5536296.0,900
2015,36,0,26289,Boo Weekley,170.9,5677824.0,923
2015,40,0,39977,Max Homa,171.0,5232131.0,850
2015,40,0,22405,Justin Rose,171.0,4142031.0,673
2015,42,0,1706,Davis Love III,171.1,3609352.0,586
2015,42,0,26331,Charl Schwartzel,171.1,3492597.0,567
2015,44,0,26300,Matt Jones,171.2,5726672.0,929
2015,45,0,33486,Roger Sloan,171.3,3366569.0,546
2015,46,0,33141,Keegan Bradley,171.4,5447757.0,883
2015,46,0,28023,Byron Smith,171.4,3664297.0,594
2015,48,0,26329,Louis Oosthuizen,171.5,4000041.0,648
2015,48,0,27064,Jhonattan Vegas,171.5,6101076.0,988
2015,50,0,25493,Nick Taylor,171.6,7037050.0,1139
2015,51,0,34099,Harris English,171.7,7483629.0,1211
2015,52,0,33418,Shawn Stefani,171.9,7474837.0,1208
2015,53,0,34264,Hudson Swafford,172.0,7078124.0,1143
2015,54,0,27436,Graham DeLaet,172.2,4612380.0,744
2015,54,0,32839,Hideki Matsuyama,172.2,6050076.0,976
2015,54,0,29518,Brendan Steele,172.2,6476307.0,1045
2015,57,0,30736,Oscar Fraustro,172.3,3405885.0,549
2015,58,0,29289,S.Y. Noh,172.5,4558016.0,734
2015,59,0,1810,Phil Mickelson,172.7,4699329.0,756
2015,60,0,22892,Jason Gore,172.8,4969123.0,799
2015,60,0,25345,Carl Pettersson,172.8,8135563.0,1308
2015,60,0,34360,Patrick Reed,172.8,6512719.0,1047
2015,60,0,27095,Nick Watney,172.8,6942828.0,1116
2015,64,0,23048,Eric Axley,172.9,3641911.0,585
2015,65,0,34409,David Lingmerth,173.0,6378461.0,1024
2015,65,0,24140,Sean O'Hair,173.0,6930035.0,1113
2015,67,0,27214,Kevin Streelman,173.1,6329494.0,1016
2015,68,0,32448,James Hahn,173.2,6738882.0,1081
2015,69,0,23621,Rory Sabbatini,173.3,5689839.0,912
2015,70,0,26951,Johnson Wagner,173.4,4923876.0,789
2015,71,0,26851,Marc Leishman,173.5,4652737.0,745
2015,71,0,30946,Alex Prugh,173.5,6226775.0,997
2015,73,0,35451,Scott Pinckney,173.7,6360339.0,1017
2015,74,0,32366,Kevin Chappell,173.8,6469593.0,1034
2015,74,0,20691,Greg Owen,173.8,3440277.0,550
2015,74,0,29221,Webb Simpson,173.8,5543584.0,886
2015,77,0,22371,Aaron Baddeley,173.9,5645728.0,902
2015,77,0,34046,Jordan Spieth,173.9,5698331.0,910
2015,79,0,28475,Jeff Overton,174.1,6481880.0,1034
2015,80,0,29720,Andres Gonzales,174.2,6486029.0,1034
2015,80,0,29223,Sam Saunders,174.2,5400780.0,861
2015,82,0,29479,Scott Brown,174.3,7046095.0,1123
2015,82,0,20229,Stewart Cink,174.3,5684970.0,906
2015,82,0,23108,Matt Kuchar,174.3,6677906.0,1064
2015,85,0,31557,Jim Herman,174.4,6704561.0,1068
2015,85,0,6567,Vijay Singh,174.4,5984826.0,953
2015,87,0,6522,Ernie Els,174.6,3350815.0,533
2015,88,0,34563,Chesson Hadley,174.8,7703329.0,1224
2015,88,0,26476,Chez Reavie,174.8,4341415.0,690
2015,90,0,28259,Sangmoon Bae,175.0,7702973.0,1223
2015,90,0,23353,J.J. Henry,175.0,6621398.0,1051
2015,90,0,33413,Ben Martin,175.0,6753995.0,1072
2015,93,0,29476,Kyle Reifers,175.1,6977705.0,1107
2015,94,0,27770,Camilo Villegas,175.3,6486673.0,1028
2015,95,0,32102,Rickie Fowler,175.4,4912625.0,778
2015,96,0,20396,Lee Westwood,175.7,2790143.0,441
2015,97,0,22046,Geoff Ogilvy,175.8,3107141.0,491
2015,97,0,30692,Scott Stallings,175.8,4235131.0,669
2015,97,0,25892,Steve Wheatcroft,175.8,6276508.0,992
2015,100,0,28307,Matt Every,175.9,4787906.0,756
2015,101,0,32200,Roberto Castro,176.1,3170191.0,500
2015,101,0,31416,Derek Fathauer,176.1,5711067.0,901
2015,101,0,30852,Ryo Ishikawa,176.1,6486329.0,1023
2015,101,0,27649,Brandt Snedeker,176.1,6529070.0,1030
2015,105,0,25191,Gonzalo Fernandez-Castaño,176.4,5505743.0,867
2015,105,0,23623,Bo Van Pelt,176.4,5652121.0,890
2015,107,0,20645,John Senden,176.5,4516561.0,711
2015,107,0,32150,Michael Thompson,176.5,6539821.0,1029
2015,109,0,24924,Bill Haas,176.6,6260491.0,985
2015,109,0,25562,Andres Romero,176.6,4684955.0,737
2015,111,0,30926,Chris Kirk,176.8,4907850.0,771
2015,112,0,29535,Brice Garnett,177.1,5609326.0,880
2015,112,0,24024,Zach Johnson,177.1,6234417.0,978
2015,114,0,29478,Kevin Kisner,177.2,8311928.0,1303
2015,115,0,35545,Blayne Barber,177.3,5559294.0,871
2015,116,0,33399,Adam Hadwin,177.4,7106825.0,1113
2015,117,0,34358,Jonathan Randolph,177.6,4916679.0,769
2015,118,0,28132,Tyrone Van Aswegen,177.7,3640426.0,569
2015,119,0,28679,Fabián Gómez,177.9,6076779.0,949
2015,119,0,25834,Daniel Summerhays,177.9,7909224.0,1235
2015,119,0,28780,Nicholas Thompson,177.9,6191635.0,967
2015,122,0,10885,Robert Allenby,178.0,4452406.0,695
2015,122,0,27895,Jonas Blixt,178.0,4575204.0,714
2015,122,0,35541,John Peterson,178.0,6811979.0,1063
2015,125,0,27466,Spencer Levin,178.1,7367470.0,1149
2015,125,0,29425,Andrew Svoboda,178.1,6214506.0,969
2015,127,0,34130,Sung Joon Park,178.3,5553093.0,865
2015,128,0,24494,Erik Compton,178.5,6180900.0,962
2015,128,0,25686,Jason Dufner,178.5,4248716.0,661
2015,130,0,23638,Brendon de Jonge,178.7,8213631.0,1277
2015,131,0,20766,Padraig Harrington,178.8,4318635.0,671
2015,132,0,31193,Jim Renner,179.1,4989065.0,774
2015,133,0,33122,Russell Knox,179.5,7753586.0,1200
2015,134,0,20157,Retief Goosen,179.7,5303626.0,820
2015,134,0,28486,Michael Putnam,179.7,6034226.0,933
2015,136,0,27933,John Merrick,179.9,5174936.0,799
2015,136,0,21528,Henrik Stenson,179.9,3943588.0,609
2015,138,0,31202,William McGirt,180.2,8745048.0,1348
2015,139,0,20771,Steven Alker,180.3,4479386.0,690
2015,139,0,24925,Jonathan Byrd,180.3,4562348.0,703
2015,139,0,12510,Chad Campbell,180.3,8172818.0,1259
2015,139,0,37454,Whee Kim,180.3,5042469.0,777
2015,143,0,29926,Danny Lee,180.5,8910474.0,1371
2015,144,0,8075,Jerry Kelly,180.6,5974521.0,919
2015,145,0,20104,Ken Duke,180.9,7025588.0,1079
2015,145,0,24490,George McNeill,180.9,7996523.0,1228
2015,147,0,35539,Luke Guthrie,181.0,6099083.0,936
2015,148,0,36801,Mark Hubbard,181.1,5517065.0,846
2015,148,0,34261,Scott Langley,181.1,7086361.0,1087
2015,148,0,27963,Chris Stroud,181.1,6088921.0,934
2015,151,0,24361,Pat Perez,181.2,7510242.0,1151
2015,152,0,32640,Troy Merritt,181.3,7364218.0,1128
2015,152,0,30927,Brendon Todd,181.3,6905907.0,1058
2015,154,0,20472,Alex Cejka,181.5,7097257.0,1086
2015,155,0,24846,Ricky Barnes,181.7,5578407.0,853
2015,155,0,24138,Ian Poulter,181.7,4317571.0,660
2015,157,0,24507,Jason Bohn,182.2,7885453.0,1202
2015,158,0,21878,Mark Wilson,182.3,7339056.0,1118
2015,159,0,20593,Greg Chalmers,182.5,3239616.0,493
2015,160,0,25349,Tim Wilkinson,182.6,5226926.0,795
2015,161,0,25369,Jamie Donaldson,182.7,2900583.0,441
2015,162,0,22293,Heath Slocum,182.8,3567155.0,542
2015,163,0,26758,David Hearn,183.6,7780867.0,1177
2015,164,0,25720,Chad Collins,184.0,5770855.0,871
2015,165,0,31560,Brian Stuard,184.2,7261672.0,1095
2015,166,0,30711,Colt Knost,184.3,6813132.0,1027
2015,167,0,23800,Bryce Molder,184.4,7077692.0,1066
2015,168,0,26596,Ryan Moore,184.5,5605638.0,844
2015,168,0,33419,Cameron Tringale,184.5,7213262.0,1086
2015,170,0,25396,Kevin Na,184.7,6503224.0,978
2015,171,0,23983,Luke Donald,184.8,4909952.0,738
2015,172,0,21753,Brian Davis,185.5,6550102.0,981
2015,172,0,10809,Jim Furyk,185.5,4814441.0,721
2015,174,0,40058,Zac Blair,185.6,8179106.0,1224
2015,175,0,25198,Francesco Molinari,185.8,3973331.0,594
2015,175,0,34256,Andrew Putnam,185.8,4861890.0,727
2015,177,0,34174,John Huh,186.1,8262293.0,1233
2015,178,0,25240,D.A. Points,186.7,5377113.0,800
2015,179,0,23541,Ben Crane,187.3,4874096.0,723
2015,180,0,34262,Jon Curran,187.4,6065044.0,899
2015,181,0,29222,Billy Hurley III,188.6,5866708.0,864
2015,182,0,2206,David Toms,188.9,5189225.0,763
2015,183,0,10860,Justin Leonard,189.2,5066928.0,744
2015,184,0,24357,K.J. Choi,190.1,5378950.0,786
2012,1,0,25804,Bubba Watson,152.2,3885791.0,709
2012,2,0,1249,John Daly,154.5,2886568.0,519
2012,3,0,32334,Charlie Beljan,155.3,3316190.0,593
2012,4,0,27141,J.B. Holmes,158.0,6070610.0,1067
2012,5,0,30692,Scott Stallings,161.2,5436851.0,937
2012,6,0,30925,Dustin Johnson,161.3,4232966.0,729
2012,7,0,24940,Edward Loar,161.8,3430532.0,589
2012,8,0,24358,Robert Garrigus,161.9,5944747.0,1020
2012,9,0,30110,Kyle Stanley,163.1,5695790.0,970
2012,10,0,21805,Harrison Frazar,163.2,3883788.0,661
2012,11,0,28237,Rory McIlroy,163.3,3273939.0,557
2012,12,0,30944,Jason Kokrak,163.5,5516299.0,937
2012,12,0,31323,Gary Woodland,163.5,4244625.0,721
2012,14,0,33141,Keegan Bradley,164.9,5829569.0,982
2012,15,0,27064,Jhonattan Vegas,165.1,5592410.0,941
2012,16,0,24140,Sean O'Hair,165.2,6227452.0,1047
2012,17,0,23320,Ryan Palmer,165.3,5784312.0,972
2012,17,0,25818,Scott Piercy,165.3,7049766.0,1185
2012,19,0,27330,Josh Teater,165.5,6796602.0,1141
2012,20,0,27436,Graham DeLaet,165.6,5811062.0,975
2012,21,0,20850,Daniel Chopra,165.8,3498719.0,586
2012,21,0,29420,Billy Horschel,165.8,3962135.0,664
2012,23,0,19970,Robert Karlsson,166.6,3375722.0,563
2012,24,0,23621,Rory Sabbatini,167.2,5953088.0,989
2012,25,0,28308,Troy Kelly,167.5,4203669.0,697
2012,26,0,20848,Ángel Cabrera,167.8,3038178.0,503
2012,27,0,27302,Garth Mulroy,168.3,3829406.0,632
2012,28,0,29479,Scott Brown,168.5,4247240.0,700
2012,28,0,28500,Martin Flores,168.5,6828292.0,1126
2012,28,0,26289,Boo Weekley,168.5,4865125.0,802
2012,31,0,34099,Harris English,168.6,7271360.0,1198
2012,31,0,30750,Tommy Gainey,168.6,7479890.0,1232
2012,31,0,32698,Bobby Gates,168.6,6354531.0,1047
2012,31,0,27936,Martin Laird,168.6,4509220.0,743
2012,31,0,27120,Troy Matteson,168.6,6893949.0,1136
2012,36,0,1706,Davis Love III,168.7,4365461.0,719
2012,37,0,26300,Matt Jones,168.8,3608813.0,594
2012,38,0,33120,Mark Anderson,168.9,5089164.0,837
2012,38,0,28089,Jason Day,168.9,3920923.0,645
2012,40,0,29289,S.Y. Noh,169.2,7127856.0,1170
2012,40,0,26329,Louis Oosthuizen,169.2,4086544.0,671
2012,42,0,29478,Kevin Kisner,169.3,4425189.0,726
2012,42,0,6567,Vijay Singh,169.3,6787629.0,1114
2012,44,0,22371,Aaron Baddeley,169.4,4629758.0,759
2012,44,0,24502,Adam Scott,169.4,3463436.0,568
2012,44,0,26287,Roland Thatcher,169.4,3652133.0,599
2012,47,0,22913,John Rollins,169.9,5956230.0,974
2012,48,0,24494,Erik Compton,170.3,5414494.0,883
2012,48,0,28475,Jeff Overton,170.3,7784110.0,1270
2012,50,0,12716,Charley Hoffman,170.4,6393126.0,1042
2012,50,0,23788,D.J. Trahan,170.4,5201003.0,848
2012,52,0,11123,Chris Couch,170.6,4490219.0,731
2012,53,0,23548,Bill Lunde,170.7,5627717.0,916
2012,54,0,21961,Charles Howell III,170.9,6540754.0,1063
2012,54,0,25345,Carl Pettersson,170.9,6711083.0,1091
2012,56,0,28455,Will Claxton,171.0,7318814.0,1189
2012,57,0,23903,Stephen Gangluff,171.1,3572345.0,580
2012,58,0,23623,Bo Van Pelt,171.4,5547401.0,899
2012,59,0,29221,Webb Simpson,171.6,5634808.0,912
2012,60,0,24924,Bill Haas,171.7,5272597.0,853
2012,60,0,27644,Brian Harman,171.7,7484955.0,1211
2012,62,0,32366,Kevin Chappell,171.8,6116348.0,989
2012,62,0,25686,Jason Dufner,171.8,5416600.0,876
2012,62,0,30926,Chris Kirk,171.8,7278481.0,1177
2012,62,0,20691,Greg Owen,171.8,6586968.0,1065
2012,66,0,28093,Miguel Angel Carballo,172.2,4860575.0,784
2012,66,0,32200,Roberto Castro,172.2,6433509.0,1038
2012,68,0,20574,Mathew Goggin,172.3,4694262.0,757
2012,69,0,34021,Bud Cauley,172.4,7715194.0,1243
2012,69,0,29926,Danny Lee,172.4,5014038.0,808
2012,71,0,27214,Kevin Streelman,172.5,6568375.0,1058
2012,71,0,27095,Nick Watney,172.5,6488144.0,1045
2012,73,0,26331,Charl Schwartzel,172.7,3462062.0,557
2012,73,0,27770,Camilo Villegas,172.7,6216897.0,1000
2012,75,0,12782,Tim Herron,172.9,6543687.0,1051
2012,75,0,26679,Kevin Stadler,172.9,6006448.0,965
2012,77,0,20396,Lee Westwood,173.0,3456279.0,555
2012,78,0,21731,Freddie Jacobson,173.5,3821599.0,612
2012,79,0,30852,Ryo Ishikawa,173.7,3182055.0,509
2012,79,0,25892,Steve Wheatcroft,173.7,3614057.0,578
2012,81,0,22582,Kyle Thompson,173.8,3178783.0,508
2012,82,0,25834,Daniel Summerhays,173.9,5903966.0,943
2012,83,0,1810,Phil Mickelson,174.0,5130415.0,819
2012,84,0,24925,Jonathan Byrd,174.1,4843751.0,773
2012,84,0,35139,Richard Lee,174.1,4919546.0,785
2012,86,0,28307,Matt Every,174.4,5513224.0,878
2012,86,0,31558,J.J. Killeen,174.4,7287684.0,1161
2012,88,0,1724,Jeff Maggert,174.6,6790068.0,1080
2012,88,0,27933,John Merrick,174.6,6240609.0,993
2012,88,0,8793,Tiger Woods,174.6,4204705.0,669
2012,91,0,32102,Rickie Fowler,174.8,5733010.0,911
2012,91,0,27797,Derek Lamely,174.8,4787753.0,761
2012,93,0,12510,Chad Campbell,175.0,6349883.0,1008
2012,94,0,29476,Kyle Reifers,175.1,6435633.0,1021
2012,94,0,29518,Brendan Steele,175.1,5572951.0,884
2012,96,0,25632,Jimmy Walker,175.2,7878236.0,1249
2012,97,0,21209,Sergio Garcia,175.3,3810952.0,604
2012,97,0,20766,Padraig Harrington,175.3,3906438.0,619
2012,99,0,20070,Matt Bettencourt,175.4,5165693.0,818
2012,99,0,24604,Hunter Haas,175.4,4547404.0,720
2012,101,0,20098,Stuart Appleby,175.5,5630910.0,891
2012,101,0,23542,Tommy Biershenk,175.5,4991044.0,790
2012,101,0,25562,Andres Romero,175.5,4644012.0,735
2012,104,0,29910,Blake Adams,175.6,7688676.0,1216
2012,104,0,27963,Chris Stroud,175.6,6522689.0,1032
2012,104,0,23325,Vaughn Taylor,175.6,5519138.0,873
2012,107,0,21407,Arjun Atwal,175.7,5731889.0,906
2012,108,0,6036,Scott Dunlap,175.8,4056464.0,641
2012,108,0,6573,Brandt Jobe,175.8,3929354.0,621
2012,108,0,24781,Hunter Mahan,175.8,5652361.0,893
2012,108,0,1766,Billy Mayfair,175.8,6785481.0,1072
2012,108,0,20645,John Senden,175.8,5431119.0,858
2012,113,0,6527,Steve Stricker,176.0,4765233.0,752
2012,114,0,6522,Ernie Els,176.1,5692619.0,898
2012,114,0,25240,D.A. Points,176.1,6999710.0,1104
2012,114,0,25457,Alexandre Rocha,176.1,4405271.0,695
2012,114,0,33419,Cameron Tringale,176.1,6733693.0,1062
2012,118,0,8725,Tom Gillis,176.2,6006041.0,947
2012,118,0,21528,Henrik Stenson,176.2,3690744.0,582
2012,120,0,33122,Russell Knox,176.3,4930281.0,777
2012,121,0,23353,J.J. Henry,176.4,6237363.0,982
2012,122,0,6034,Marco Dawson,176.6,3973718.0,625
2012,123,0,23409,James Driscoll,176.8,6080048.0,955
2012,123,0,34174,John Huh,176.8,7517615.0,1181
2012,125,0,23108,Matt Kuchar,176.9,5802585.0,911
2012,126,0,24846,Ricky Barnes,177.0,7193077.0,1129
2012,126,0,23541,Ben Crane,177.0,5442005.0,854
2012,126,0,20572,Rod Pampling,177.0,6065226.0,952
2012,126,0,22293,Heath Slocum,177.0,6647603.0,1043
2012,130,0,1797,Rocco Mediate,177.1,5113084.0,802
2012,131,0,27895,Jonas Blixt,177.3,5628974.0,882
2012,132,0,28259,Sangmoon Bae,177.4,5026814.0,787
2012,133,0,20104,Ken Duke,177.6,7927414.0,1240
2012,134,0,23204,Gary Christian,177.7,6660831.0,1041
2012,134,0,22548,Patrick Sheehan,177.7,3876323.0,606
2012,136,0,23135,Tim Clark,177.8,4454021.0,696
2012,136,0,27556,Ted Potter Jr.,177.8,5390466.0,842
2012,138,0,1116,Michael Bradley,177.9,4770262.0,745
2012,138,0,23638,Brendon de Jonge,177.9,9041448.0,1412
2012,140,0,27466,Spencer Levin,178.1,5885037.0,918
2012,141,0,23718,Nathan Green,178.2,5042032.0,786
2012,141,0,26476,Chez Reavie,178.2,5823874.0,908
2012,143,0,24490,George McNeill,178.3,6263634.0,976
2012,144,0,26951,Johnson Wagner,178.5,6800132.0,1058
2012,145,0,27649,Brandt Snedeker,178.7,5724576.0,890
2012,145,0,24663,Y.E. Yang,178.7,4289960.0,667
2012,147,0,26758,David Hearn,178.8,7826167.0,1216
2012,147,0,22378,Trevor Immelman,178.8,5111232.0,794
2012,147,0,24138,Ian Poulter,178.8,3378491.0,525
2012,147,0,30927,Brendon Todd,178.8,5555993.0,863
2012,151,0,20229,Stewart Cink,178.9,4721109.0,733
2012,152,0,26851,Marc Leishman,179.0,6741606.0,1046
2012,152,0,31202,William McGirt,179.0,7005327.0,1087
2012,154,0,22046,Geoff Ogilvy,179.1,4861992.0,754
2012,154,0,24361,Pat Perez,179.1,6099186.0,946
2012,156,0,12652,Cameron Beckman,179.2,6069043.0,941
2012,157,0,24507,Jason Bohn,179.4,5844070.0,905
2012,157,0,26596,Ryan Moore,179.4,7239484.0,1121
2012,159,0,10885,Robert Allenby,179.6,5826206.0,901
2012,160,0,28087,Kris Blanks,179.8,5345933.0,826
2012,161,0,32150,Michael Thompson,180.0,5774790.0,891
2012,162,0,24024,Zach Johnson,180.2,6624070.0,1021
2012,162,0,22961,David Mathis,180.2,6182431.0,953
2012,164,0,6004,Stephen Ames,180.3,3473211.0,535
2012,165,0,27974,Sung Kang,180.4,5486559.0,845
2012,165,0,22405,Justin Rose,180.4,4766967.0,734
2012,167,0,24357,K.J. Choi,180.8,5057093.0,777
2012,167,0,20160,Charlie Wi,180.8,6526718.0,1003
2012,169,0,21753,Brian Davis,180.9,7099717.0,1090
2012,170,0,19846,Brian Gay,181.0,6997675.0,1074
2012,171,0,25396,Kevin Na,181.6,5858830.0,896
2012,172,0,8075,Jerry Kelly,181.9,6607038.0,1009
2012,172,0,25572,Graeme McDowell,181.9,3470764.0,530
2012,174,0,1320,Bob Estes,182.0,5877604.0,897
2012,175,0,2206,David Toms,182.3,4016077.0,612
2012,176,0,10213,Dicky Pride,182.4,4465636.0,680
2012,177,0,10809,Jim Furyk,183.0,5943371.0,902
2012,178,0,10860,Justin Leonard,183.4,6147176.0,931
2012,179,0,27060,John Mallinger,183.6,5717104.0,865
2012,180,0,20623,Gavin Coles,183.8,5221475.0,789
2012,181,0,21878,Mark Wilson,184.2,6246852.0,942
2012,182,0,21350,Ryuji Imada,184.5,6297591.0,948
2012,183,0,29222,Billy Hurley III,184.9,5145137.0,773
2012,184,0,20593,Greg Chalmers,185.3,6903022.0,1035
2012,185,0,30711,Colt Knost,185.9,6191343.0,925
2012,186,0,22621,Ben Curtis,186.0,4471846.0,668
2012,187,0,23800,Bryce Molder,186.1,6552996.0,978
2012,188,0,23983,Luke Donald,186.9,4455127.0,662
2012,189,0,1941,Tom Pernice Jr.,187.0,4760036.0,707
2012,190,0,6251,Chris DiMarco,187.1,6655662.0,988
2012,191,0,22348,Nick O'Hern,189.7,6364701.0,932
2008,1,0,27141,J.B. Holmes,157.8,5412920.0,953
2008,2,0,30925,Dustin Johnson,159.1,6277644.0,1096
2008,3,0,24358,Robert Garrigus,162.2,6828010.0,1169
2008,4,0,25804,Bubba Watson,162.5,6424087.0,1098
2008,5,0,6567,Vijay Singh,163.3,5155177.0,877
2008,6,0,21633,Steve Allan,164.1,3882416.0,657
2008,7,0,30750,Tommy Gainey,164.7,3742388.0,631
2008,8,0,27095,Nick Watney,165.3,6873999.0,1155
2008,9,0,12716,Charley Hoffman,165.4,7067889.0,1187
2008,10,0,21805,Harrison Frazar,165.6,5050581.0,847
2008,11,0,23540,Jason Allred,166.3,4089373.0,683
2008,12,0,29718,Anthony Kim,166.7,5394412.0,899
2008,13,0,20850,Daniel Chopra,167.0,5687671.0,946
2008,14,0,25562,Andres Romero,167.4,4079817.0,677
2008,15,0,20848,Ángel Cabrera,167.9,3263103.0,540
2008,15,0,24502,Adam Scott,167.9,2925992.0,484
2008,17,0,23157,Richard Johnson,168.1,5580781.0,922
2008,18,0,23497,Tag Ridings,168.2,6673805.0,1102
2008,19,0,1706,Davis Love III,168.5,5447333.0,898
2008,20,0,23349,Charles Warren,168.7,6211366.0,1023
2008,21,0,24924,Bill Haas,169.5,7554398.0,1238
2008,22,0,28089,Jason Day,169.6,6471726.0,1060
2008,23,0,27936,Martin Laird,169.7,7148012.0,1170
2008,23,0,1810,Phil Mickelson,169.7,4986407.0,816
2008,25,0,27214,Kevin Streelman,169.8,8211740.0,1343
2008,26,0,25594,Travis Perkins,170.0,3293349.0,538
2008,27,0,23621,Rory Sabbatini,170.1,5383235.0,879
2008,28,0,1226,Fred Couples,170.3,4273950.0,697
2008,29,0,25900,Lucas Glover,170.4,7028406.0,1146
2008,29,0,24140,Sean O'Hair,170.4,5759528.0,939
2008,31,0,12782,Tim Herron,170.5,7353864.0,1198
2008,31,0,28475,Jeff Overton,170.5,7684997.0,1252
2008,33,0,1945,Kenny Perry,170.7,7817498.0,1272
2008,33,0,28780,Nicholas Thompson,170.7,8104228.0,1319
2008,35,0,1553,John Huston,170.8,4124983.0,671
2008,35,0,20663,Brenden Pappas,170.8,4709197.0,766
2008,37,0,26289,Boo Weekley,171.0,5478422.0,890
2008,38,0,6573,Brandt Jobe,171.2,3949687.0,641
2008,39,0,21949,Joe Ogilvie,171.3,7439124.0,1206
2008,40,0,24361,Pat Perez,171.4,6720646.0,1089
2008,41,0,26695,Michael Letzig,171.5,6317189.0,1023
2008,41,0,23788,D.J. Trahan,171.5,6598570.0,1069
2008,43,0,20378,Mathias Grönberg,171.7,6687336.0,1082
2008,43,0,23623,Bo Van Pelt,171.7,7918153.0,1281
2008,45,0,24490,George McNeill,172.0,7678514.0,1240
2008,46,0,28158,Steve Marino,172.1,8885201.0,1434
2008,47,0,20574,Mathew Goggin,172.2,7011377.0,1131
2008,48,0,23320,Ryan Palmer,172.3,5123503.0,826
2008,49,0,21209,Sergio Garcia,172.4,4811199.0,775
2008,49,0,22892,Jason Gore,172.4,7281935.0,1173
2008,49,0,20433,Mark Hensby,172.4,5388213.0,868
2008,49,0,2002,John Riegger,172.4,5506036.0,887
2008,53,0,21959,Ted Purdy,172.6,5020108.0,808
2008,54,0,27120,Troy Matteson,172.8,7590265.0,1220
2008,54,0,12309,Bob Sowards,172.8,4442591.0,714
2008,56,0,20229,Stewart Cink,173.0,5461814.0,877
2008,56,0,23409,James Driscoll,173.0,6501432.0,1044
2008,56,0,25842,Jon Mills,173.0,6658194.0,1069
2008,59,0,1707,Steve Lowery,173.1,5789492.0,929
2008,60,0,26679,Kevin Stadler,173.2,6278686.0,1007
2008,61,0,21961,Charles Howell III,173.3,7478535.0,1199
2008,62,0,27561,Nick Flanagan,173.4,6854207.0,1098
2008,62,0,27770,Camilo Villegas,173.4,5438579.0,871
2008,64,0,26300,Matt Jones,173.6,7238548.0,1158
2008,65,0,23778,Brad Adamonis,173.9,6524133.0,1042
2008,65,0,27933,John Merrick,173.9,6662646.0,1064
2008,65,0,2206,David Toms,173.9,4856774.0,776
2008,68,0,10875,Todd Demsey,174.3,6149645.0,980
2008,68,0,25632,Jimmy Walker,174.3,5307515.0,846
2008,70,0,1035,Tommy Armour III,174.5,5685247.0,905
2008,71,0,24781,Hunter Mahan,174.6,6293673.0,1001
2008,72,0,20766,Padraig Harrington,174.7,2773574.0,441
2008,73,0,12510,Chad Campbell,175.2,7434702.0,1179
2008,73,0,22582,Kyle Thompson,175.2,4905997.0,778
2008,75,0,25364,Paul Casey,175.3,3129954.0,496
2008,75,0,6522,Ernie Els,175.3,3135596.0,497
2008,77,0,1161,Mark Calcavecchia,175.7,4732127.0,748
2008,77,0,23353,J.J. Henry,175.7,8677046.0,1372
