YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
2008,143,0,6251,Chris DiMarco,92310,0,32791,
2008,144,0,26287,Roland Thatcher,92230,0,32871,
2007,1,0,8793,Tiger Woods,123033,2,3,0.0
2007,2,0,6527,Steve Stricker,110455,1,3,12578.0
2007,3,0,1810,Phil Mickelson,109358,1,2,13675.0
2007,4,0,23621,Rory Sabbatini,105193,0,4,17840.0
2007,5,0,24357,K.J. Choi,103765,0,1,19268.0
2007,6,0,22371,Aaron Baddeley,103350,0,2,19683.0
2007,7,0,24024,Zach Johnson,102873,0,1,20160.0
2007,8,0,1161,Mark Calcavecchia,102069,0,2,20964.0
2007,9,0,21209,Sergio Garcia,101077,0,2,21956.0
2007,10,0,6567,Vijay Singh,101064,0,1,21969.0
2007,11,0,10809,Jim Furyk,101022,0,22011,
2007,12,0,24502,Adam Scott,100684,0,1,22349.0
2007,13,0,22046,Geoff Ogilvy,98918,0,2,24115.0
2007,14,0,2239,Scott Verplank,98812,0,1,24221.0
2007,15,0,24781,Hunter Mahan,98696,0,1,24337.0
2007,16,0,22405,Justin Rose,98434,0,1,24599.0
2007,17,0,7867,Woody Austin,98407,0,24626,
2007,18,0,21961,Charles Howell III,98051,0,24982,
2007,19,0,6522,Ernie Els,98033,0,1,25000.0
2007,20,0,27649,Brandt Snedeker,97907,0,25126,
2007,21,0,23135,Tim Clark,97275,0,2,25758.0
2007,22,0,20229,Stewart Cink,96697,0,1,26336.0
2007,23,0,10885,Robert Allenby,96634,0,1,26399.0
2007,24,0,27770,Camilo Villegas,96608,0,3,26425.0
2007,25,0,26289,Boo Weekley,96399,0,26634,
2007,26,0,22913,John Rollins,96220,0,26813,
2007,27,0,23322,Brett Wetterich,96174,0,1,26859.0
2007,28,0,24925,Jonathan Byrd,96061,0,1,26972.0
2007,29,0,20766,Padraig Harrington,96025,0,27008,
2007,30,0,22293,Heath Slocum,95731,0,27302,
2007,31,0,23983,Luke Donald,94699,0,28334,
2007,32,0,8075,Jerry Kelly,94680,0,1,28353.0
2007,33,0,2206,David Toms,94609,0,28424,
2007,34,0,20628,Arron Oberholser,94373,0,1,28660.0
2007,35,0,25900,Lucas Glover,93900,0,29133,
2007,36,0,20098,Stuart Appleby,93640,0,29393,
2007,37,0,25804,Bubba Watson,93634,0,29399,
2007,38,0,25345,Carl Pettersson,93572,0,1,29461.0
2007,39,0,21528,Henrik Stenson,93405,0,29628,
2007,40,0,22378,Trevor Immelman,93346,0,29687,
2007,41,0,27095,Nick Watney,93336,0,29697,
2007,42,0,21878,Mark Wilson,93313,0,29720,
2007,43,0,29718,Anthony Kim,93192,0,29841,
2007,44,0,24361,Pat Perez,93184,0,29849,
2007,45,0,20104,Ken Duke,93171,0,29862,
2007,46,0,23718,Nathan Green,93102,0,29931,
2007,47,0,20848,Ángel Cabrera,92912,0,30121,
2007,48,0,27120,Troy Matteson,92817,0,1,30216.0
2007,49,0,1766,Billy Mayfair,92700,0,30333,
2007,50,0,12716,Charley Hoffman,92566,0,30467,
2007,51,0,25190,Jeff Quinney,92532,0,30501,
2007,52,0,26596,Ryan Moore,92464,0,30569,
2007,53,0,20572,Rod Pampling,92446,0,30587,
2007,54,0,21350,Ryuji Imada,92442,0,30591,
2007,55,0,20645,John Senden,92439,0,30594,
2007,56,0,6595,Kevin Sutherland,92365,0,30668,
2007,57,0,24138,Ian Poulter,92275,0,2,30758.0
2007,58,0,24140,Sean O'Hair,91963,0,1,31070.0
2007,59,0,6643,Paul Goydos,91923,0,31110,
2007,60,0,1945,Kenny Perry,91773,0,31260,
2007,61,0,27060,John Mallinger,91688,0,31345,
2007,62,0,22348,Nick O'Hern,91575,0,31458,
2007,63,0,23325,Vaughn Taylor,91504,0,31529,
2007,64,0,23623,Bo Van Pelt,91356,0,31677,
2007,65,0,1797,Rocco Mediate,91129,0,31904,
2007,66,0,19972,José Coceres,91111,0,31922,
2007,67,0,7223,Brian Bateman,91109,0,31924,
2007,68,0,1666,Bernhard Langer,91075,0,31958,
2007,69,0,6004,Stephen Ames,91013,0,32020,
2007,70,0,28158,Steve Marino,91002,0,32031,
2007,71,0,7457,Steve Flesch,90620,0,32413,
2007,72,0,20634,Peter Lonard,90550,0,32483,
2007,73,0,24912,Will MacKenzie,90448,0,32585,
2007,74,0,20382,Stephen Leaney,90325,0,32708,
2007,75,0,12602,Dean Wilson,90256,0,32777,
2007,76,0,21753,Brian Davis,90161,0,32872,
2007,77,0,1381,Fred Funk,90151,0,32882,
2007,78,0,19846,Brian Gay,90075,0,32958,
2007,79,0,1142,Bart Bryant,89934,0,33099,
2007,80,0,1948,Tim Petrovic,89890,0,33143,
2007,81,0,22892,Jason Gore,89795,0,33238,
2007,82,0,21949,Joe Ogilvie,89693,0,33340,
2007,83,0,1706,Davis Love III,89675,0,33358,
2007,84,0,21731,Freddie Jacobson,89589,0,1,33444.0
2007,85,0,23349,Charles Warren,89297,0,33736,
2007,86,0,10860,Justin Leonard,89238,0,33795,
2007,87,0,10423,Mike Weir,89198,0,33835,
2007,88,0,1313,Steve Elkington,89096,0,33937,
2007,89,0,20157,Retief Goosen,89083,0,33950,
2007,90,0,1677,Tom Lehman,89050,0,33983,
2007,90,0,20160,Charlie Wi,89050,0,33983,
2007,92,0,23108,Matt Kuchar,89021,0,34012,
2007,93,0,1941,Tom Pernice Jr.,88943,0,34090,
2007,94,0,23353,J.J. Henry,88900,0,34133,
2007,95,0,12705,Cliff Kresge,88865,0,34168,
2007,96,0,24358,Robert Garrigus,88854,0,1,34179.0
2007,97,0,6251,Chris DiMarco,88525,0,34508,
2007,98,0,25396,Kevin Na,88476,0,34557,
2007,99,0,6515,Shaun Micheel,88450,0,34583,
2007,100,0,6373,José María Olazábal,88300,0,34733,
2007,101,0,20498,Briny Baird,88298,0,34735,
2007,102,0,1724,Jeff Maggert,88201,0,34832,
2007,103,0,7547,Craig Kanada,88038,0,34995,
2007,104,0,12782,Tim Herron,87934,0,35099,
2007,105,0,21959,Ted Purdy,87775,0,35258,
2007,106,0,24490,George McNeill,87702,0,35331,
2007,107,0,12510,Chad Campbell,87658,0,35375,
2007,108,0,26679,Kevin Stadler,87625,0,35408,
2007,109,0,1320,Bob Estes,87579,0,35454,
2007,110,0,23614,Rich Beem,87335,0,1,35698.0
2007,111,0,28475,Jeff Overton,87325,0,35708,
2007,112,0,1035,Tommy Armour III,87283,0,35750,
2007,113,0,27141,J.B. Holmes,87275,0,35758,
2007,114,0,22621,Ben Curtis,87250,0,35783,
2007,115,0,20850,Daniel Chopra,87050,0,35983,
2007,116,0,7749,Brett Quigley,87000,0,36033,
2007,117,0,23788,D.J. Trahan,86983,0,36050,
2007,118,0,8537,J.P. Hayes,86839,0,36194,
2007,119,0,21805,Harrison Frazar,86800,0,36233,
2007,120,0,22806,Doug LaBelle II,86732,0,36301,
2007,121,0,21633,Steve Allan,86575,0,36458,
2007,122,0,20574,Mathew Goggin,86500,0,36533,
2007,123,0,6621,Joe Durant,86383,0,36650,
2007,124,0,20472,Alex Cejka,86350,0,36683,
2007,125,0,10117,Bob Heintz,86325,0,36708,
2007,126,0,24924,Bill Haas,86251,0,36782,
2007,127,0,25686,Jason Dufner,86250,0,36783,
2007,128,0,19803,Ryan Armour,86215,0,36818,
2007,129,0,27933,John Merrick,86200,0,36833,
2007,130,0,26951,Johnson Wagner,86079,0,36954,
2007,131,0,24507,Jason Bohn,86050,0,36983,
2007,132,0,11032,Frank Lickliter II,86000,0,37033,
2007,133,0,20623,Gavin Coles,85750,0,37283,
2007,134,0,23320,Ryan Palmer,85525,0,37508,
2007,135,0,8881,Tripp Isenhour,85375,0,37658,
2007,136,0,1024,Billy Andrade,85300,0,37733,
2007,137,0,20859,Anders Hansen,85225,0,37808,
2007,138,0,1928,Corey Pavin,85189,0,37844,
2007,139,0,12660,Jesper Parnevik,85150,0,37883,
2007,140,0,12680,Shigeki Maruyama,85000,0,38033,
2007,141,0,28486,Michael Putnam,84925,0,38108,
2007,142,0,25273,Andrew Buckle,84879,0,38154,
2007,143,0,2223,Bob Tway,84850,0,38183,
2007,144,0,20105,Jeff Gove,84700,0,38333,
2009,1,0,8793,Tiger Woods,4000,6,14,
2009,78,0,27120,Troy Matteson,754,0,6442,
2009,100,0,21350,Ryuji Imada,504,0,6692,
2009,104,0,21805,Harrison Frazar,483,0,6713,
2009,114,0,12782,Tim Herron,421,0,6775,
2009,118,0,6251,Chris DiMarco,391,0,6805,
2009,122,0,22961,David Mathis,377,0,6819,
2009,127,0,20104,Ken Duke,352,0,6844,
2009,129,0,1928,Corey Pavin,334,0,6862,
2009,131,0,23349,Charles Warren,330,0,6866,
2009,138,0,28780,Nicholas Thompson,315,0,6881,
2009,145,0,12602,Dean Wilson,291,0,6905,
2009,150,0,8931,Glen Day,273,0,6923,
2017,1,0,33448,Justin Thomas,3000,5,12,
2017,114,0,23325,Vaughn Taylor,413,0,5008,
2017,136,0,25572,Graeme McDowell,331,0,5090,
2017,139,0,24846,Ricky Barnes,324,0,5097,
2017,145,0,31560,Brian Stuard,285,0,5136,
2010,1,0,10809,Jim Furyk,2980,3,7,
2010,145,0,1116,Michael Bradley,306,0,4629,
2019,1,0,28237,Rory McIlroy,-18,3,14,0.0
2019,2,0,48081,Xander Schauffele,-14,2,6,0.0
2019,3,0,36689,Brooks Koepka,-13,3,9,0.0
2019,3,0,33448,Justin Thomas,-13,1,7,0.0
2019,5,0,25364,Paul Casey,-9,1,7,0.0
2019,6,0,24502,Adam Scott,-8,0,9,0.0
2019,7,0,29725,Tony Finau,-7,0,6,0.0
2019,8,0,26476,Chez Reavie,-6,1,6,0.0
2019,9,0,29478,Kevin Kisner,-5,1,5,0.0
2019,9,0,32839,Hideki Matsuyama,-5,0,7,0.0
2019,9,0,34360,Patrick Reed,-5,1,5,0.0
2019,12,0,47959,Bryson DeChambeau,-4,1,5,0.0
2019,12,0,46970,Jon Rahm,-4,1,12,0.0
2019,14,0,30944,Jason Kokrak,-3,0,5,0.0
2019,15,0,31323,Gary Woodland,-2,1,8,0.0
2019,16,0,30911,Tommy Fleetwood,-1,0,6,0.0
2019,16,0,23108,Matt Kuchar,-1,2,8,0.0
2019,16,0,29221,Webb Simpson,-1,0,6,0.0
2019,19,0,32102,Rickie Fowler,E,1,6,0.0
2019,19,0,39971,Sungjae Im,E,0,7,0.0
2019,21,0,45526,Abraham Ancer,+1,0,4,0.0
2019,21,0,35450,Patrick Cantlay,+1,1,9,0.0
2019,21,0,26329,Louis Oosthuizen,+1,0,5,0.0
2019,24,0,26851,Marc Leishman,+2,1,7,0.0
2019,24,0,27649,Brandt Snedeker,+2,0,6,0.0
2019,26,0,39997,Corey Conners,+3,1,4,0.0
2019,26,0,22405,Justin Rose,+3,1,7,0.0
2019,28,0,21961,Charles Howell III,+4,1,5,0.0
2019,29,0,25900,Lucas Glover,+10,0,7,0.0
2019,29,0,30925,Dustin Johnson,+10,1,7,0.0
2019,31,0,32333,Kevin Tway,1242,1,2,0.0
2019,32,0,49771,J.T. Poston,1238,1,3,0.0
2019,33,0,33204,Shane Lowry,1197,1,4,0.0
2019,34,0,34256,Andrew Putnam,1145,0,3,0.0
2019,35,0,23320,Ryan Palmer,1141,1,6,0.0
2019,36,0,23621,Rory Sabbatini,1140,0,6,0.0
2019,37,0,29908,C.T. Pan,1125,1,2,0.0
2019,38,0,37189,Harold Varner III,1122,0,3,0.0
2019,39,0,25818,Scott Piercy,1104,0,6,0.0
2019,40,0,25198,Francesco Molinari,1080,1,3,0.0
2019,41,0,24138,Ian Poulter,1072,0,6,0.0
2019,42,0,8793,Tiger Woods,1069,1,4,0.0
2019,43,0,29420,Billy Horschel,1065,0,4,0.0
2019,44,0,34046,Jordan Spieth,1026,0,4,0.0
2019,45,0,27974,Sung Kang,1003,1,4,0.0
2019,46,0,37455,Si Woo Kim,956,0,5,0.0
2019,47,0,1810,Phil Mickelson,948,1,2,0.0
2019,48,0,26596,Ryan Moore,944,0,2,0.0
2019,49,0,23325,Vaughn Taylor,937,0,4,0.0
2019,50,0,39546,Keith Mitchell,926,1,3,0.0
2019,51,0,10809,Jim Furyk,911,0,3,0.0
2019,52,0,33399,Adam Hadwin,904,0,5,0.0
2019,53,0,33948,Byeong Hun An,892,0,3,0.0
2019,54,0,28089,Jason Day,891,0,6,0.0
2019,55,0,34076,Joel Dahmen,868,0,2,0.0
2019,56,0,27141,J.B. Holmes,856,1,2,0.0
2019,57,0,28775,Nate Lashley,849,1,2,0.0
2019,58,0,32640,Troy Merritt,842,0,4,0.0
2019,59,0,50525,Collin Morikawa,840,1,3,0.0
2019,60,0,39977,Max Homa,825,1,2,0.0
2019,61,0,25396,Kevin Na,823,1,3,0.0
2019,62,0,52372,Cameron Champ,819,1,3,0.0
2019,63,0,29970,Dylan Frittelli,802,1,1,0.0
2019,64,0,51766,Wyndham Clark,771,0,3,0.0
2019,65,0,31646,Emiliano Grillo,765,0,2,0.0
2019,66,0,33141,Keegan Bradley,761,0,3,0.0
2019,67,0,45486,Joaquin Niemann,751,0,4,0.0
2019,68,0,25572,Graeme McDowell,750,1,3,0.0
2019,69,0,35449,Adam Long,734,1,2,0.0
2019,70,0,26499,Rafa Cabrera Bello,713,0,2,0.0
2019,71,0,47347,Adam Schenk,657,0,3,0.0
2019,72,0,21209,Sergio Garcia,637,0,5,0.0
2019,73,0,29926,Danny Lee,633,0,3,0.0
2019,74,0,56278,Matthew Wolff,613,1,1,0.0
2019,75,0,27214,Kevin Streelman,609,0,4,0.0
2019,76,0,27064,Jhonattan Vegas,602,0,3,0.0
2019,77,0,29974,Branden Grace,588,0,2,0.0
2019,78,0,12716,Charley Hoffman,576,0,2,0.0
2019,79,0,34363,Tyrrell Hatton,574,0,3,0.0
2019,80,0,34563,Chesson Hadley,573,0,3,0.0
2019,81,0,25804,Bubba Watson,572,0,3,0.0
2019,82,0,31560,Brian Stuard,572,0,3,0.0
2019,83,0,30978,Kiradech Aphibarnrat,568,0,3,0.0
2019,84,0,35891,Cameron Smith,566,0,3,0.0
2019,85,0,32139,Danny Willett,565,0,2,0.0
2019,86,0,28307,Matt Every,561,0,2,0.0
2019,87,0,34098,Russell Henley,553,0,1,0.0
2019,88,0,27644,Brian Harman,534,0,4,0.0
2019,89,0,32150,Michael Thompson,527,0,4,0.0
2019,90,0,21528,Henrik Stenson,523,0,3,0.0
2019,91,0,26300,Matt Jones,515,0,2,0.0
2019,92,0,27129,Luke List,506,0,4,0.0
2019,93,0,33486,Roger Sloan,505,0,3,0.0
2019,94,0,47504,Sam Burns,493,0,3,0.0
2019,95,0,34021,Bud Cauley,482,0,2,0.0
2019,96,0,33410,Andrew Landry,481,0,1,0.0
2019,97,0,27095,Nick Watney,480,0,3,0.0
2019,98,0,35506,Mackenzie Hughes,479,0,2,0.0
2019,99,0,39324,J.J. Spaun,479,0,2,0.0
2019,100,0,19803,Ryan Armour,475,0,1,0.0
2019,101,0,46402,Talor Gooch,474,0,2,0.0
2019,102,0,27963,Chris Stroud,473,0,4,0.0
2019,103,0,30110,Kyle Stanley,471,0,1,0.0
2019,104,0,29535,Brice Garnett,466,0,2,0.0
2019,105,0,36699,Patrick Rodgers,459,0,1,0.0
2019,106,0,33419,Cameron Tringale,459,0,2,0.0
2019,107,0,37275,Sam Ryder,458,0,2,0.0
2019,108,0,32791,K.H. Lee,453,0,2,0.0
2019,109,0,30692,Scott Stallings,452,0,2,0.0
2019,110,0,33122,Russell Knox,452,0,2,0.0
2019,111,0,47993,Denny McCarthy,443,0,2,0.0
2019,112,0,29479,Scott Brown,442,0,4,0.0
2019,113,0,33667,Carlos Ortiz,441,0,3,0.0
2019,114,0,49964,Aaron Wise,441,0,1,0.0
2019,115,0,49960,Sepp Straka,432,0,1,0.0
2019,116,0,22371,Aaron Baddeley,428,0,3,0.0
2019,117,0,48822,Sebastián Muñoz,423,0,3,0.0
2019,118,0,34466,Peter Malnati,423,0,1,0.0
2019,119,0,19846,Brian Gay,415,0,2,0.0
2019,120,0,25493,Nick Taylor,408,0,1,0.0
2019,121,0,27936,Martin Laird,408,0,4,0.0
2019,122,0,32757,Patton Kizzire,406,0,1,0.0
2019,123,0,35879,Kelly Kraft,399,0,3,0.0
2019,124,0,27895,Jonas Blixt,392,0,1,0.0
2019,125,0,24361,Pat Perez,376,0,3,0.0
2019,126,0,47128,Richy Werenski,374,0,1,0.0
2019,127,0,33418,Shawn Stefani,374,0,2,0.0
2019,128,0,34431,Robert Streb,372,0,2,0.0
2019,129,0,27349,Alex Noren,367,0,0,
2019,130,0,46435,Austin Cook,364,0,2,0.0
2019,131,0,40026,Daniel Berger,361,0,1,0.0
2019,132,0,35617,Martin Trainer,354,1,1,0.0
2019,133,0,29484,Peter Uihlein,353,0,2,0.0
2019,134,0,35732,Wes Roach,345,0,2,0.0
2019,135,0,29268,Bronson Burgoon,343,0,2,0.0
2019,136,0,25686,Jason Dufner,327,0,2,0.0
2019,137,0,27958,Ryan Blaum,323,0,1,0.0
2019,138,0,31557,Jim Herman,321,1,1,0.0
2019,139,0,40009,Dominic Bozzelli,316,0,2,0.0
2019,140,0,24924,Bill Haas,312,0,2,0.0
2019,141,0,26951,Johnson Wagner,312,0,1,0.0
2019,142,0,32200,Roberto Castro,312,0,2,0.0
2019,143,0,28252,Seamus Power,308,0,2,0.0
2019,144,0,33449,Zack Sucher,305,0,1,0.0
2019,145,0,35461,Beau Hossler,304,0,0,
2019,146,0,27330,Josh Teater,296,0,2,0.0
2019,147,0,27556,Ted Potter Jr.,291,0,1,0.0
2019,148,0,49766,Hank Lebioda,291,0,1,0.0
2019,149,0,34099,Harris English,289,0,0,
2019,150,0,27408,Martin Kaymer,288,0,1,0.0
2021,1,0,35450,Patrick Cantlay,-21,4,7,0.0
2021,2,0,46970,Jon Rahm,-20,1,15,0.0
2021,3,0,25396,Kevin Na,-16,1,5,0.0
2021,4,0,33448,Justin Thomas,-15,1,7,0.0
2021,5,0,46717,Viktor Hovland,-14,1,7,0.0
2021,5,0,48081,Xander Schauffele,-14,0,8,0.0
2021,7,0,47959,Bryson DeChambeau,-13,2,9,0.0
2021,8,0,30925,Dustin Johnson,-11,1,9,0.0
2021,9,0,45526,Abraham Ancer,-10,1,9,0.0
2021,9,0,29420,Billy Horschel,-10,1,6,0.0
2021,11,0,40026,Daniel Berger,-8,1,8,0.0
2021,11,0,29725,Tony Finau,-8,1,8,0.0
2021,11,0,30944,Jason Kokrak,-8,2,5,0.0
2021,14,0,21209,Sergio Garcia,-7,1,4,0.0
2021,14,0,28237,Rory McIlroy,-7,1,7,0.0
2021,14,0,26329,Louis Oosthuizen,-7,0,8,0.0
2021,14,0,35891,Cameron Smith,-7,1,8,0.0
2021,18,0,47504,Sam Burns,-6,1,8,0.0
2021,18,0,34099,Harris English,-6,2,8,0.0
2021,20,0,39971,Sungjae Im,-4,0,5,0.0
2021,20,0,34046,Jordan Spieth,-4,1,9,0.0
2021,22,0,39997,Corey Conners,-3,0,8,0.0
2021,22,0,46046,Scottie Scheffler,-3,0,8,0.0
2021,22,0,40006,Erik van Rooyen,-3,1,5,0.0
2021,25,0,34360,Patrick Reed,-2,1,6,0.0
2021,26,0,20229,Stewart Cink,E,2,3,0.0
2021,26,0,32839,Hideki Matsuyama,E,1,3,0.0
2021,26,0,50525,Collin Morikawa,E,2,8,0.0
2021,29,0,45486,Joaquin Niemann,+4,0,5,0.0
2021,30,0,36689,Brooks Koepka,1,8,0,
2021,31,0,32791,K.H. Lee,1339,1,3,0.0
2021,32,0,12716,Charley Hoffman,1338,0,5,0.0
2021,33,0,27349,Alex Noren,1327,0,3,0.0
2021,34,0,37455,Si Woo Kim,1293,1,5,0.0
2021,35,0,39977,Max Homa,1269,1,5,0.0
2021,36,0,34264,Hudson Swafford,1237,1,3,0.0
2021,37,0,45157,Cam Davis,1237,1,3,0.0
2021,38,0,29478,Kevin Kisner,1214,1,4,0.0
2021,39,0,33141,Keegan Bradley,1206,0,4,0.0
2021,40,0,29221,Webb Simpson,1195,0,6,0.0
2021,41,0,27644,Brian Harman,1168,0,5,0.0
2021,42,0,26851,Marc Leishman,1167,1,4,0.0
2021,43,0,33419,Cameron Tringale,1165,0,4,0.0
2021,44,0,37189,Harold Varner III,1162,0,1,0.0
2021,45,0,33204,Shane Lowry,1103,0,4,0.0
2021,46,0,25900,Lucas Glover,1102,1,4,0.0
2021,47,0,26300,Matt Jones,1091,1,3,0.0
2021,48,0,33667,Carlos Ortiz,1090,1,3,0.0
2021,49,0,49964,Aaron Wise,1082,0,3,0.0
2021,50,0,20396,Lee Westwood,1070,0,2,0.0
2021,51,0,26331,Charl Schwartzel,1045,0,3,0.0
2021,52,0,25364,Paul Casey,1005,0,7,0.0
2021,53,0,48822,Sebastián Muñoz,999,0,4,0.0
2021,54,0,35532,Tom Hoge,997,0,2,0.0
2021,55,0,29974,Branden Grace,981,1,4,0.0
2021,56,0,34098,Russell Henley,978,0,5,0.0
2021,57,0,52372,Cameron Champ,974,1,2,0.0
2021,58,0,46442,Maverick McNealy,967,0,2,0.0
2021,59,0,31646,Emiliano Grillo,961,0,4,0.0
2021,60,0,34431,Robert Streb,925,1,1,0.0
2021,61,0,27064,Jhonattan Vegas,924,0,4,0.0
2021,62,0,30926,Chris Kirk,912,0,4,0.0
2021,63,0,32757,Patton Kizzire,904,0,5,0.0
2021,64,0,27214,Kevin Streelman,878,0,4,0.0
2021,65,0,39546,Keith Mitchell,874,0,4,0.0
2021,66,0,33597,Harry Higgs,868,0,2,0.0
2021,67,0,35506,Mackenzie Hughes,867,0,4,0.0
2021,68,0,46402,Talor Gooch,840,0,3,0.0
2021,69,0,23320,Ryan Palmer,834,0,4,0.0
2021,70,0,1810,Phil Mickelson,805,1,1,0.0
2021,71,0,56278,Matthew Wolff,772,0,2,0.0
2021,72,0,28252,Seamus Power,749,1,4,0.0
2021,73,0,40098,Matt Fitzpatrick,748,0,5,0.0
2021,74,0,34363,Tyrrell Hatton,739,0,4,0.0
2021,75,0,27936,Martin Laird,734,1,1,0.0
2021,76,0,34076,Joel Dahmen,725,1,3,0.0
2021,77,0,24138,Ian Poulter,707,0,3,0.0
2021,78,0,32640,Troy Merritt,700,0,4,0.0
2021,79,0,49771,J.T. Poston,697,0,2,0.0
2021,80,0,24361,Pat Perez,685,0,2,0.0
2021,81,0,25804,Bubba Watson,685,0,5,0.0
2021,82,0,34256,Andrew Putnam,669,0,4,0.0
2021,83,0,52375,Doug Ghim,666,0,1,0.0
2021,84,0,46550,Brandon Hagy,660,0,3,0.0
2021,85,0,35449,Adam Long,636,0,2,0.0
2021,86,0,34466,Peter Malnati,634,0,3,0.0
2021,87,0,51766,Wyndham Clark,609,0,2,0.0
2021,88,0,47347,Adam Schenk,609,0,2,0.0
2021,89,0,35310,Lanto Griffin,607,0,2,0.0
2021,90,0,24502,Adam Scott,604,0,2,0.0
2021,91,0,49298,Kramer Hickok,595,0,2,0.0
2021,92,0,31560,Brian Stuard,592,0,3,0.0
2021,93,0,30163,Henrik Norlander,586,0,3,0.0
2021,94,0,53165,Doc Redman,580,0,4,0.0
2021,95,0,19846,Brian Gay,579,1,1,0.0
2021,96,0,33486,Roger Sloan,565,0,2,0.0
2021,97,0,27649,Brandt Snedeker,565,0,2,0.0
2021,98,0,49766,Hank Lebioda,564,0,3,0.0
2021,99,0,40042,Tyler McCumber,551,0,2,0.0
2021,100,0,47993,Denny McCarthy,549,0,3,0.0
2021,101,0,30927,Brendon Todd,544,0,3,0.0
2021,102,0,27129,Luke List,543,0,5,0.0
2021,103,0,33399,Adam Hadwin,540,0,4,0.0
2021,104,0,26476,Chez Reavie,536,0,1,0.0
2021,105,0,29518,Brendan Steele,536,0,3,0.0
2021,106,0,49960,Sepp Straka,533,0,3,0.0
2021,107,0,54421,Garrick Higgo,530,1,1,0.0
2021,108,0,32448,James Hahn,519,0,5,0.0
2021,109,0,24024,Zach Johnson,517,0,3,0.0
2021,110,0,33122,Russell Knox,507,0,2,0.0
2021,111,0,48887,Matt Wallace,502,0,2,0.0
2021,112,0,37275,Sam Ryder,499,0,4,0.0
2021,113,0,31323,Gary Woodland,494,0,3,0.0
2021,114,0,28089,Jason Day,489,0,3,0.0
2021,115,0,36871,Matthew NeSmith,485,0,2,0.0
2021,116,0,25818,Scott Piercy,485,0,1,0.0
2021,117,0,30110,Kyle Stanley,477,0,2,0.0
2021,118,0,31420,Anirban Lahiri,475,0,3,0.0
2021,119,0,29970,Dylan Frittelli,473,0,3,0.0
2021,120,0,47128,Richy Werenski,467,0,2,0.0
2021,121,0,29908,C.T. Pan,466,0,2,0.0
2021,122,0,23108,Matt Kuchar,456,0,1,0.0
2021,123,0,29535,Brice Garnett,452,0,3,0.0
2021,124,0,30692,Scott Stallings,447,0,2,0.0
2021,125,0,34563,Chesson Hadley,440,0,1,0.0
2021,126,0,22405,Justin Rose,439,0,3,0.0
2021,127,0,19803,Ryan Armour,434,0,4,0.0
2021,128,0,36699,Patrick Rodgers,433,0,1,0.0
2021,129,0,33490,Bo Hoag,428,0,0,
2021,130,0,27770,Camilo Villegas,412,0,2,0.0
2021,131,0,28775,Nate Lashley,410,0,2,0.0
2021,132,0,32150,Michael Thompson,403,0,1,0.0
2021,133,0,23621,Rory Sabbatini,403,0,2,0.0
2021,134,0,32102,Rickie Fowler,402,0,1,0.0
2021,135,0,22056,Cameron Percy,400,0,2,0.0
2021,136,0,46435,Austin Cook,383,0,1,0.0
2021,137,0,30911,Tommy Fleetwood,382,0,2,0.0
2021,138,0,39953,Chase Seiffert,380,0,1,0.0
2021,139,0,21961,Charles Howell III,378,0,1,0.0
2021,140,0,51894,Vince Whaley,373,0,1,0.0
2021,141,0,25493,Nick Taylor,370,0,1,0.0
2021,142,0,25198,Francesco Molinari,353,0,3,0.0
2021,143,0,36801,Mark Hubbard,337,0,0,
2021,144,0,26596,Ryan Moore,332,0,1,0.0
2021,145,0,32662,Michael Gligic,330,0,1,0.0
2021,146,0,34255,Joseph Bramlett,328,0,1,0.0
2021,147,0,23623,Bo Van Pelt,326,0,1,0.0
2021,148,0,35461,Beau Hossler,316,0,1,0.0
2021,149,0,23325,Vaughn Taylor,306,0,1,0.0
2021,150,0,32816,Satoshi Kodaira,287,0,0,
2020,1,0,30925,Dustin Johnson,-21,3,7,0.0
2020,2,12,48081,Xander Schauffele,-18,0,7,0.0
2020,2,1,33448,Justin Thomas,-18,3,10,0.0
2020,4,-2,46970,Jon Rahm,-17,2,8,0.0
2020,5,12,46046,Scottie Scheffler,-14,0,7,0.0
2020,6,-1,50525,Collin Morikawa,-13,2,7,0.0
2020,7,12,34363,Tyrrell Hatton,-12,1,6,0.0
2020,8,4,28237,Rory McIlroy,-11,1,7,0.0
2020,8,7,48822,Sebastián Muñoz,-11,1,5,0.0
2020,8,5,34360,Patrick Reed,-11,1,8,0.0
2020,11,-2,39971,Sungjae Im,-10,1,7,0.0
2020,12,-5,34099,Harris English,-9,0,6,0.0
2020,12,-8,29221,Webb Simpson,-9,2,8,0.0
2020,14,14,35506,Mackenzie Hughes,-8,0,4,0.0
2020,15,-9,40026,Daniel Berger,-7,1,7,0.0
2020,15,-5,32839,Hideki Matsuyama,-7,0,5,0.0
2020,17,3,29725,Tony Finau,-6,0,7,0.0
2020,18,4,45526,Abraham Ancer,-5,0,4,0.0
2020,18,-2,35310,Lanto Griffin,-5,1,4,0.0
2020,20,7,46717,Viktor Hovland,-4,1,3,0.0
2020,20,-9,30927,Brendon Todd,-4,2,4,0.0
2020,22,-14,47959,Bryson DeChambeau,-3,1,9,0.0
2020,23,-2,29478,Kevin Kisner,-1,0,4,0.0
2020,24,5,52372,Cameron Champ,E,1,2,0.0
