YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
2012,149,0,22548,Patrick Sheehan,44.44,40,90,43.0
2012,150,0,26329,Louis Oosthuizen,44.23,46,104,46.0
2012,151,0,27770,Camilo Villegas,44.12,45,102,41.0
2012,152,0,33419,Cameron Tringale,44.08,67,152,61.0
2012,153,0,24846,Ricky Barnes,43.8,60,137,57.0
2012,154,0,27060,John Mallinger,43.64,48,110,53.0
2012,155,0,30944,Jason Kokrak,43.55,54,124,51.0
2012,156,0,22293,Heath Slocum,43.31,55,127,48.0
2012,157,0,27936,Martin Laird,43.24,48,111,47.0
2012,158,0,35139,Richard Lee,43.18,38,88,35.0
2012,159,0,21407,Arjun Atwal,43.08,56,130,54.0
2012,160,0,12716,Charley Hoffman,43.06,62,144,57.0
2012,161,0,26289,Boo Weekley,43.01,40,93,37.0
2012,162,0,10885,Robert Allenby,42.98,49,114,54.0
2012,163,0,29518,Brendan Steele,42.74,50,117,59.0
2012,164,0,25892,Steve Wheatcroft,42.68,35,82,31.0
2012,165,0,22961,David Mathis,42.57,63,148,70.0
2012,166,0,22913,John Rollins,42.45,59,139,57.0
2012,167,0,24604,Hunter Haas,42.4,53,125,55.0
2012,168,0,28455,Will Claxton,42.31,55,130,60.0
2012,169,0,22582,Kyle Thompson,42.11,32,76,35.0
2012,170,0,27556,Ted Potter Jr.,41.8,51,122,66.0
2012,171,0,1724,Jeff Maggert,41.73,58,139,65.0
2012,172,0,28308,Troy Kelly,41.35,43,104,53.0
2012,173,0,26679,Kevin Stadler,40.87,47,115,46.0
2012,174,0,29479,Scott Brown,40.45,36,89,39.0
2012,175,0,20070,Matt Bettencourt,40.0,50,125,61.0
2012,175,0,27933,John Merrick,40.0,40,100,46.0
2012,175,0,27302,Garth Mulroy,40.0,32,80,39.0
2012,178,0,21731,Freddie Jacobson,39.42,41,104,55.0
2012,179,0,26951,Johnson Wagner,39.39,52,132,63.0
2012,180,0,32334,Charlie Beljan,39.34,24,61,33.0
2012,181,0,25804,Bubba Watson,39.33,35,89,20.0
2012,182,0,30692,Scott Stallings,38.94,44,113,52.0
2012,183,0,23542,Tommy Biershenk,38.53,42,109,63.0
2012,184,0,22621,Ben Curtis,38.36,28,73,40.0
2012,185,0,31323,Gary Woodland,38.24,39,102,53.0
2012,186,0,23204,Gary Christian,37.98,49,129,57.0
2012,187,0,11123,Chris Couch,37.89,36,95,37.0
2012,188,0,27064,Jhonattan Vegas,37.7,46,122,52.0
2012,189,0,25572,Graeme McDowell,33.33,25,75,33.0
2012,190,0,26287,Roland Thatcher,32.43,24,74,38.0
2012,191,0,25457,Alexandre Rocha,29.73,22,74,44.0
1988,1,0,1964,Greg Powers,63.54,61,96,+7.00
1988,2,0,2104,Jeff Sluman,60.99,111,182,-17.00
1988,3,0,2267,D.A. Weibring,59.6,59,99,-5.00
1988,4,0,1378,David Frost,59.35,73,123,-8.00
1988,5,0,2007,Larry Rinker,58.9,86,146,-7.00
1988,6,0,1557,John Inman,58.74,121,206,+10.00
1988,7,0,1495,Morris Hatalsky,57.48,73,127,-18.00
1988,8,0,1129,Bill Britton,56.52,78,138,-14.00
1988,9,0,1633,Tom Kite,56.25,63,112,-15.00
1988,10,0,2322,Richard Zokol,56.15,73,130,-3.00
1988,11,0,1414,Bob Gilder,56.02,93,166,-13.00
1988,12,0,1971,Dillard Pruitt,55.86,62,111,+11.00
1988,13,0,1175,Jim Carter,55.84,86,154,-15.00
1988,14,0,1161,Mark Calcavecchia,55.83,115,206,-12.00
1988,15,0,1559,Hale Irwin,55.81,72,129,+3.00
1988,16,0,1390,Buddy Gardner,55.79,106,190,-2.00
1988,17,0,1444,Ken Green,55.77,87,156,-21.00
1988,18,0,2049,Gene Sauers,55.56,75,135,-17.00
1988,19,0,1876,Greg Norman,55.32,52,94,-3.00
1988,20,0,1931,Rick Pearson,55.12,70,127,+12.00
1988,21,0,1006,John Adams,54.79,40,73,-1.00
1988,22,0,1042,Paul Azinger,54.68,76,139,-2.00
1988,23,0,1185,Brandel Chamblee,54.63,59,108,+6.00
1988,24,0,2090,Tom Sieckmann,54.46,61,112,+6.00
1988,25,0,1975,Tom Purtzer,54.39,62,114,-5.00
1988,26,0,1072,Chip Beck,54.36,81,149,-4.00
1988,27,0,1226,Fred Couples,54.2,71,131,-27.00
1988,28,0,1061,Ray Barr Jr.,54.12,46,85,E
1988,29,0,1303,Bob Eastwood,54.05,80,148,-9.00
1988,30,0,2180,Harry Taylor,54.0,27,50,+3.00
1988,31,0,2279,Mark Wiebe,53.54,106,198,+4.00
1988,32,0,1571,Barry Jaeckel,53.51,61,114,-3.00
1988,33,0,1986,Joey Rassett,53.33,48,90,+6.00
1988,34,0,2256,Tom Watson,53.26,49,92,-10.00
1988,35,0,1033,George Archer,53.23,66,124,-6.00
1988,36,0,1143,Brad Bryant,52.83,56,106,-2.00
1988,37,0,1179,Antonio Cerda,52.73,58,110,+8.00
1988,38,0,1132,Mark Brooks,52.63,70,133,-19.00
1988,39,0,1960,Don Pooley,52.38,77,147,-1.00
1988,40,0,2242,Lanny Wadkins,52.32,79,151,-17.00
1988,41,0,1306,David Edwards,52.21,59,113,-2.00
1988,42,0,2146,Payne Stewart,52.0,65,125,-13.00
1988,43,0,1715,Mark Lye,51.97,66,127,-7.00
1988,44,0,1938,David Peoples,51.88,69,133,+7.00
1988,45,0,2159,Curtis Strange,51.85,56,108,+7.00
1988,46,0,1837,Gil Morgan,51.79,58,112,-13.00
1988,47,0,1236,Richard Cromwell,51.61,64,124,+5.00
1988,47,0,1346,Ed Fiori,51.61,96,186,-9.00
1988,49,0,1790,Pat McGowan,51.45,71,138,+8.00
1988,49,0,1998,Jack Renner,51.45,71,138,+1.00
1988,51,0,1284,Mike Donald,51.4,92,179,-1.00
1988,52,0,1527,Scott Hoch,51.38,93,181,-12.00
1988,53,0,1892,Aki Ohmachi,51.32,78,152,+13.00
1988,54,0,2033,Dave Rummells,51.16,88,172,-11.00
1988,55,0,1168,David Canipe,51.09,70,137,-3.00
1988,56,0,1706,Davis Love III,51.03,74,145,-4.00
1988,57,0,1662,Greg Ladehoff,51.01,76,149,+7.00
1988,58,0,1797,Rocco Mediate,50.97,79,155,-11.00
1988,59,0,2195,Leonard Thompson,50.94,81,159,-10.00
1988,60,0,1094,Mike Blackburn,50.88,58,114,+16.00
1988,61,0,2041,Bill Sander,50.81,63,124,+4.00
1988,62,0,1093,Ronnie Black,50.69,73,144,+20.00
1988,63,0,1725,John Mahaffey,50.67,76,150,-17.00
1988,64,0,1435,Wayne Grady,50.56,45,89,-3.00
1988,65,0,1926,Steve Pate,50.55,92,182,-8.00
1988,66,0,1639,Kenny Knox,50.5,102,202,-19.00
1988,67,0,1197,Bobby Clampett,50.38,66,131,+3.00
1988,67,0,1313,Steve Elkington,50.38,67,133,-9.00
1988,69,0,2100,Tim Simpson,50.34,74,147,-6.00
1988,69,0,2255,Denis Watson,50.34,74,147,+12.00
1988,71,0,1701,Bob Lohr,50.32,79,157,-7.00
1988,72,0,1846,Jodie Mudd,50.3,84,167,-2.00
1988,73,0,1157,Tom Byrum,50.0,82,164,E
1988,73,0,1755,Dick Mast,50.0,88,176,-9.00
1988,73,0,1928,Corey Pavin,50.0,65,130,-8.00
1988,73,0,2023,Clarence Rose,50.0,88,176,-5.00
1988,73,0,2126,Bruce Soulsby,50.0,42,84,E
1988,78,0,2094,Tony Sills,49.71,86,173,-9.00
1988,79,0,2244,Fred Wadsworth,49.66,72,145,+17.00
1988,80,0,1707,Steve Lowery,49.33,74,150,+14.00
1988,81,0,1968,Nick Price,49.22,63,128,-8.00
1988,82,0,1641,Gary Koch,49.18,60,122,-3.00
1988,83,0,2133,Craig Stadler,49.07,53,108,-8.00
1988,84,0,1154,Bill Buttner,48.95,70,143,+2.00
1988,84,0,2294,Willie Wood,48.95,70,143,+25.00
1988,86,0,1782,Mike McCullough,48.91,67,137,+9.00
1988,87,0,2229,Brett Upper,48.87,65,133,+12.00
1988,88,0,1200,Keith Clearwater,48.85,64,131,-2.00
1988,89,0,2099,Scott Simpson,48.78,60,123,-3.00
1988,90,0,1877,Tim Norris,48.76,59,121,-10.00
1988,91,0,1323,Brad Fabel,48.75,78,160,-5.00
1988,92,0,1826,Brian Mogg,48.72,57,117,+23.00
1988,93,0,1156,Curt Byrum,48.63,71,146,-14.00
1988,93,0,1771,Blaine McCallister,48.63,71,146,+3.00
1988,95,0,2167,Mike Sullivan,48.61,70,144,+16.00
1988,96,0,1024,Billy Andrade,48.59,69,142,-7.00
1988,97,0,1858,Tommy Nakajima,48.28,42,87,+1.00
1988,98,0,2225,Howard Twitty,48.26,97,201,+4.00
1988,99,0,1150,George Burns,48.15,39,81,-6.00
1988,99,0,1941,Tom Pernice Jr.,48.15,65,135,+6.00
1988,99,0,2010,Loren Roberts,48.15,65,135,-20.00
1988,102,0,1425,Ernie Gonzalez,48.12,64,133,+1.00
1988,103,0,1553,John Huston,48.1,76,158,+3.00
1988,104,0,1310,Dave Eichelberger,47.74,74,155,-20.00
1988,105,0,1385,Jim Gallagher Jr.,47.54,29,61,-2.00
1988,106,0,1214,Frank Conner,47.52,48,101,+13.00
1988,107,0,1068,Andy Bean,47.5,38,80,+3.00
1988,108,0,1288,Ed Dougherty,47.48,66,139,E
1988,109,0,1261,Jay Delsing,47.33,62,131,+9.00
1988,110,0,1355,Raymond Floyd,47.17,50,106,+4.00
1988,111,0,1682,Wayne Levi,47.15,58,123,-8.00
1988,112,0,2101,Joey Sindelar,47.02,79,168,-7.00
1988,113,0,2190,Doug Tewell,46.94,46,98,-10.00
1988,114,0,1970,Bob Proben,46.72,64,137,+16.00
1988,115,0,1331,Rick Fehr,46.67,63,135,+6.00
1988,116,0,2246,Duffy Waldorf,46.62,62,133,E
1988,117,0,1014,Fulton Allem,46.6,48,103,-3.00
1988,118,0,2148,Ray Stewart,46.58,68,146,+5.00
1988,119,0,1569,Peter Jacobsen,46.56,61,131,+5.00
1988,120,0,1984,Sam Randolph,46.51,60,129,-2.00
1988,121,0,1499,Mark Hayes,46.47,79,170,-6.00
1988,122,0,1418,Bill Glasson,46.4,58,125,-8.00
1988,123,0,1783,Mark McCumber,46.36,51,110,-4.00
1988,124,0,1191,Barry Cheesman,46.23,49,106,+25.00
1988,125,0,1035,Tommy Armour III,46.22,55,119,-8.00
1988,126,0,1077,Mike Bender,46.09,59,128,+8.00
1988,127,0,2241,Bobby Wadkins,46.07,88,191,-10.00
1988,128,0,1887,Mark O'Meara,46.04,64,139,-11.00
1988,129,0,1823,Larry Mize,45.89,67,146,-10.00
1988,130,0,1361,Dan Forsman,45.83,77,168,-17.00
1988,131,0,2311,Kim Young,45.74,59,129,-7.00
1988,132,0,1235,Ben Crenshaw,45.64,68,149,-23.00
1988,133,0,1060,Dave Barr,45.6,57,125,-7.00
1988,134,0,2313,Bruce Zabriski,45.38,54,119,+5.00
1988,135,0,1958,Dan Pohl,45.32,63,139,-1.00
1988,136,0,2196,Robert Thompson,45.24,57,126,+12.00
1988,137,0,1864,Larry Nelson,45.1,46,102,-4.00
1988,138,0,1443,Hubert Green,45.05,50,111,+4.00
1988,139,0,2303,Robert Wrenn,45.03,68,151,E
1988,140,0,1736,Roger Maltbie,44.96,58,129,+7.00
1988,141,0,1549,Mike Hulbert,44.67,67,150,-6.00
1988,142,0,1457,Jay Haas,44.59,70,157,-23.00
1988,142,0,2186,Brian Tennyson,44.59,70,157,-6.00
1988,144,0,1861,Jim Nelford,44.37,67,151,+15.00
1988,145,0,1469,Dan Halldorson,44.3,70,158,E
1988,145,0,2160,Ron Streck,44.3,35,79,-3.00
1988,147,0,2321,Fuzzy Zoeller,44.25,50,113,+6.00
1988,148,0,1476,Mike Hammond,44.07,52,118,+15.00
1988,149,0,1943,Chris Perry,43.98,73,166,-5.00
1988,150,0,2223,Bob Tway,43.83,71,162,-5.00
1988,151,0,1224,Jeff Coston,43.75,35,80,+4.00
1988,152,0,1135,Ken Brown,43.59,51,117,+3.00
1988,153,0,1329,Brad Faxon,43.57,61,140,-11.00
1988,154,0,1203,Russ Cochran,43.36,62,143,+1.00
1988,154,0,1996,Mike Reid,43.36,49,113,-13.00
1988,156,0,2118,J.C. Snead,43.31,55,127,E
1988,157,0,1086,Roy Biancalana,43.09,53,123,+3.00
1988,158,0,1219,John Cook,42.96,61,142,-9.00
1988,159,0,1648,Billy Kratzert,42.86,63,147,+14.00
1988,160,0,1151,Clark Burroughs,42.74,50,117,+8.00
1988,161,0,1098,Jay Don Blake,42.66,61,143,E
1988,162,0,2185,Lance Ten Broeck,42.4,53,125,E
1988,163,0,1723,Andrew Magee,42.25,60,142,-6.00
1988,164,0,2192,Steve Thomas,42.11,48,114,-1.00
1988,165,0,1201,Lennie Clements,42.03,58,138,-5.00
1988,166,0,1096,Phil Blackmar,42.02,50,119,+5.00
1988,167,0,2239,Scott Verplank,41.82,69,165,-26.00
1988,168,0,1475,Donnie Hammond,40.6,54,133,-14.00
1988,169,0,1891,David Ogrin,40.46,53,131,-2.00
1988,170,0,1945,Kenny Perry,40.43,57,141,E
1988,171,0,1127,Danny Briggs,40.4,40,99,+16.00
1988,172,0,6284,Jim Hallet,40.15,55,137,-6.00
1988,173,0,1690,Bruce Lietzke,40.0,44,110,-11.00
1988,174,0,1935,Calvin Peete,39.78,37,93,E
1988,175,0,1133,Billy Ray Brown,39.26,53,135,+8.00
1988,176,0,1599,Steve Jones,38.96,60,154,-1.00
1988,177,0,1884,Mac O'Grady,38.85,54,139,-2.00
1988,178,0,1106,Jim Booros,38.64,34,88,+9.00
1988,179,0,1468,Gary Hallberg,38.46,50,130,+3.00
1988,179,0,1851,Bob Murphy,38.46,45,117,+14.00
1988,181,0,2170,Hal Sutton,37.3,47,126,E
1988,182,0,2215,Paul Trittler,37.11,36,97,+39.00
1988,183,0,1305,Danny Edwards,37.0,37,100,+1.00
1988,184,0,1737,Mark Maness,35.87,33,92,+19.00
1988,185,0,1717,Sandy Lyle,32.63,31,95,-9.00
1987,1,0,1042,Paul Azinger,63.16,72,114,-23.00
1987,2,0,2196,Robert Thompson,61.36,54,88,+8.00
1987,3,0,2321,Fuzzy Zoeller,61.0,61,100,-11.00
1987,4,0,1960,Don Pooley,60.58,83,137,-13.00
1987,5,0,1197,Bobby Clampett,60.0,63,105,+12.00
1987,6,0,2099,Scott Simpson,59.84,76,127,-11.00
1987,7,0,1161,Mark Calcavecchia,59.4,79,133,-17.00
1987,8,0,1072,Chip Beck,59.32,70,118,+1.00
1987,9,0,1559,Hale Irwin,58.88,63,107,-6.00
1987,10,0,1378,David Frost,58.09,79,136,-19.00
1987,11,0,2229,Brett Upper,57.69,75,130,-1.00
1987,12,0,1495,Morris Hatalsky,57.45,54,94,E
1987,13,0,1790,Pat McGowan,57.43,85,148,+3.00
1987,14,0,2256,Tom Watson,56.86,58,102,-17.00
1987,15,0,1823,Larry Mize,56.76,63,111,-17.00
1987,16,0,2244,Fred Wadsworth,56.52,91,161,-1.00
1987,17,0,1877,Tim Norris,56.12,55,98,E
1987,18,0,1968,Nick Price,55.46,66,119,-18.00
1987,19,0,2098,Jim Simons,55.32,52,94,E
1987,20,0,1846,Jodie Mudd,55.22,74,134,-19.00
1987,21,0,1444,Ken Green,55.0,88,160,-10.00
1987,22,0,1958,Dan Pohl,54.69,70,128,-17.00
1987,23,0,1871,Mike Nicolette,54.55,36,66,-5.00
1987,24,0,1061,Ray Barr Jr.,54.08,53,98,+5.00
1987,25,0,1305,Danny Edwards,53.85,63,117,-4.00
1987,25,0,2041,Bill Sander,53.85,70,130,-5.00
1987,27,0,1162,Rex Caldwell,53.66,44,82,+1.00
1987,27,0,1303,Bob Eastwood,53.66,66,123,E
1987,29,0,1639,Kenny Knox,53.63,96,179,+2.00
1987,30,0,1475,Donnie Hammond,53.45,62,116,-2.00
1987,31,0,1135,Ken Brown,53.41,47,88,-5.00
1987,32,0,1278,Andy Dillard,53.39,63,118,-5.00
1987,33,0,1996,Mike Reid,53.21,58,109,-6.00
1987,34,0,1313,Steve Elkington,53.06,78,147,-9.00
1987,35,0,1214,Frank Conner,52.94,36,68,+5.00
1987,35,0,1864,Larry Nelson,52.94,72,136,-10.00
1987,37,0,1414,Bob Gilder,52.9,82,155,-1.00
1987,38,0,2146,Payne Stewart,52.83,84,159,-20.00
1987,39,0,1648,Billy Kratzert,52.82,75,142,+12.00
1987,40,0,1736,Roger Maltbie,52.78,57,108,-11.00
1987,41,0,1557,John Inman,52.5,63,120,+10.00
1987,42,0,1633,Tom Kite,52.41,76,145,-7.00
1987,42,0,2104,Jeff Sluman,52.41,76,145,-12.00
1987,44,0,1469,Dan Halldorson,51.85,70,135,-3.00
1987,45,0,2322,Richard Zokol,51.81,43,83,+1.00
1987,46,0,1329,Brad Faxon,51.72,75,145,+2.00
1987,47,0,1783,Mark McCumber,51.41,73,142,+6.00
1987,48,0,1928,Corey Pavin,51.37,75,146,-2.00
1987,49,0,1039,Perry Arthur,51.35,57,111,+6.00
1987,50,0,1876,Greg Norman,51.32,39,76,-5.00
1987,51,0,1706,Davis Love III,51.18,65,127,-2.00
1987,52,0,1701,Bob Lohr,50.66,77,152,+1.00
1987,53,0,1203,Russ Cochran,50.64,79,156,-13.00
1987,54,0,2049,Gene Sauers,50.61,83,164,-6.00
1987,55,0,1878,Andy North,50.49,52,103,-6.00
1987,56,0,1725,John Mahaffey,50.41,62,123,-7.00
1987,57,0,1884,Mac O'Grady,50.38,67,133,-7.00
1987,58,0,2160,Ron Streck,50.36,70,139,+3.00
1987,59,0,1468,Gary Hallberg,50.34,75,149,+8.00
1987,60,0,1306,David Edwards,50.0,42,84,-4.00
1987,60,0,1418,Bill Glasson,50.0,68,136,-9.00
1987,60,0,1425,Ernie Gonzalez,50.0,88,176,+6.00
1987,60,0,1861,Jim Nelford,50.0,55,110,+6.00
1987,60,0,1975,Tom Purtzer,50.0,69,138,-8.00
1987,60,0,2242,Lanny Wadkins,50.0,68,136,-5.00
1987,66,0,1723,Andrew Magee,49.66,74,149,-6.00
1987,67,0,2225,Howard Twitty,49.62,66,133,+2.00
1987,68,0,1457,Jay Haas,49.61,63,127,+4.00
1987,69,0,1129,Bill Britton,49.5,50,101,+4.00
1987,70,0,1150,George Burns,49.4,82,166,+1.00
1987,71,0,2159,Curtis Strange,49.26,67,136,-9.00
1987,72,0,1201,Lennie Clements,48.89,44,90,+1.00
1987,73,0,1192,T.C. Chen,48.81,41,84,+4.00
1987,74,0,1288,Ed Dougherty,48.74,58,119,E
1987,75,0,1346,Ed Fiori,48.61,70,144,-2.00
1987,75,0,1952,Billy Pierot,48.61,35,72,+8.00
1987,77,0,1132,Mark Brooks,48.51,65,134,-1.00
1987,78,0,1390,Buddy Gardner,48.48,80,165,-1.00
1987,79,0,1571,Barry Jaeckel,48.32,72,149,+3.00
1987,80,0,1690,Bruce Lietzke,48.19,40,83,-4.00
1987,81,0,2148,Ray Stewart,48.15,65,135,+18.00
1987,82,0,1666,Bernhard Langer,48.05,37,77,-13.00
1987,83,0,1998,Jack Renner,47.93,58,121,+2.00
1987,84,0,1060,Dave Barr,47.83,66,138,-5.00
1987,84,0,1200,Keith Clearwater,47.83,88,184,+2.00
1987,84,0,1593,Philip Jonas,47.83,44,92,+8.00
1987,87,0,1219,John Cook,47.79,65,136,-6.00
1987,88,0,2223,Bob Tway,47.76,64,134,-10.00
1987,89,0,2007,Larry Rinker,47.75,53,111,-1.00
1987,90,0,1156,Curt Byrum,47.74,74,155,-25.00
1987,91,0,1093,Ronnie Black,47.69,62,130,-13.00
1987,92,0,2195,Leonard Thompson,47.66,61,128,+4.00
1987,93,0,2294,Willie Wood,47.52,67,141,-8.00
1987,94,0,1641,Gary Koch,47.37,54,114,+2.00
1987,95,0,1175,Jim Carter,47.33,62,131,+12.00
1987,96,0,1355,Raymond Floyd,47.31,44,93,E
1987,97,0,1926,Steve Pate,47.27,78,165,-13.00
1987,98,0,1527,Scott Hoch,47.18,67,142,-11.00
1987,99,0,2033,Dave Rummells,47.14,66,140,+4.00
1987,100,0,1077,Mike Bender,47.06,56,119,+20.00
1987,101,0,1098,Jay Don Blake,47.02,71,151,-5.00
1987,102,0,2152,Dave Stockton,46.91,38,81,+1.00
1987,103,0,1103,Charles Bolling,46.88,75,160,+5.00
1987,104,0,1599,Steve Jones,46.76,65,139,-11.00
1987,105,0,1168,David Canipe,46.67,49,105,+7.00
1987,106,0,2241,Bobby Wadkins,46.58,68,146,-8.00
1987,107,0,2090,Tom Sieckmann,46.51,60,129,+20.00
1987,108,0,1226,Fred Couples,46.49,53,114,-5.00
1987,109,0,2303,Robert Wrenn,46.46,46,99,-1.00
1987,110,0,1310,Dave Eichelberger,46.41,71,153,+12.00
1987,111,0,1323,Brad Fabel,46.4,58,125,+13.00
1987,112,0,2002,John Riegger,46.38,32,69,+6.00
1987,113,0,1284,Mike Donald,46.37,83,179,-1.00
1987,114,0,1196,Brian Claar,46.24,80,173,+2.00
1987,115,0,1282,Trevor Dodds,46.23,49,106,+2.00
1987,116,0,1891,David Ogrin,46.1,65,141,-3.00
1987,117,0,1715,Mark Lye,46.05,70,152,-10.00
1987,118,0,2067,Ted Schulz,45.92,45,98,-5.00
1987,119,0,1095,Woody Blackburn,45.78,38,83,+20.00
1987,120,0,2167,Mike Sullivan,45.69,53,116,+6.00
1987,121,0,1006,John Adams,45.67,58,127,-5.00
1987,122,0,2087,Don Shirey Jr.,45.54,46,101,-1.00
1987,123,0,2100,Tim Simpson,45.32,63,139,-5.00
1987,124,0,1096,Phil Blackmar,45.19,61,135,-1.00
1987,125,0,1235,Ben Crenshaw,45.16,56,124,-5.00
1987,126,0,1157,Tom Byrum,45.14,65,144,-2.00
1987,127,0,2201,Jim Thorpe,45.0,36,80,+6.00
1987,128,0,1501,Vance Heafner,44.95,49,109,-1.00
1987,129,0,1499,Mark Hayes,44.85,61,136,+2.00
1987,129,0,2118,J.C. Snead,44.85,61,136,E
1987,131,0,1443,Hubert Green,44.44,48,108,+4.00
1987,131,0,1837,Gil Morgan,44.44,24,54,+3.00
1987,133,0,1037,Dewey Arnette,44.33,43,97,+5.00
1987,134,0,1687,Jeff Lewis,44.23,46,104,+12.00
1987,135,0,1771,Blaine McCallister,44.22,65,147,+8.00
1987,136,0,2101,Joey Sindelar,44.19,57,129,-5.00
1987,137,0,1984,Sam Randolph,44.03,59,134,+1.00
1987,138,0,1935,Calvin Peete,43.96,40,91,-1.00
1987,139,0,2170,Hal Sutton,43.86,50,114,-3.00
1987,140,0,2267,D.A. Weibring,43.7,52,119,-3.00
1987,141,0,2010,Loren Roberts,43.43,43,99,+7.00
1987,142,0,1331,Rick Fehr,43.4,46,106,E
1987,143,0,1797,Rocco Mediate,43.28,58,134,-5.00
1987,144,0,1676,Ted Lehmann,43.24,48,111,+7.00
1987,144,0,2180,Harry Taylor,43.24,32,74,+5.00
1987,146,0,1943,Chris Perry,43.06,62,144,-3.00
1987,147,0,1777,John McComish,42.86,33,77,+10.00
1987,147,0,1782,Mike McCullough,42.86,36,84,+5.00
1987,149,0,2094,Tony Sills,42.74,50,117,+6.00
1987,150,0,1949,Mark Pfeil,42.7,38,89,E
1987,151,0,1887,Mark O'Meara,42.11,48,114,-10.00
1987,152,0,1584,Doug Johnson,41.96,47,112,+19.00
1987,153,0,1248,Rick Dalpos,41.9,44,105,+9.00
1987,153,0,2239,Scott Verplank,41.9,44,105,+3.00
1987,155,0,1892,Aki Ohmachi,41.84,41,98,+1.00
1987,156,0,2126,Bruce Soulsby,41.79,56,134,E
1987,157,0,1526,David Hobby,41.76,38,91,+20.00
1987,158,0,1206,Bobby Cole,41.67,50,120,+8.00
1987,158,0,1755,Dick Mast,41.67,65,156,-3.00
1987,160,0,1654,Gary Krueger,41.38,48,116,+3.00
1987,161,0,2111,Mike Smith,41.33,31,75,+3.00
1987,162,0,2190,Doug Tewell,41.3,38,92,-7.00
1987,163,0,2279,Mark Wiebe,41.23,87,211,+10.00
1987,164,0,1448,Tony Grimes,41.18,35,85,+8.00
1987,164,0,1851,Bob Murphy,41.18,56,136,+18.00
1987,166,0,1569,Peter Jacobsen,40.95,43,105,E
1987,167,0,2246,Duffy Waldorf,40.87,47,115,+6.00
1987,168,0,1179,Antonio Cerda,40.71,57,140,+7.00
1987,169,0,1534,John Horne,40.48,34,84,+8.00
1987,170,0,1385,Jim Gallagher Jr.,40.44,55,136,+6.00
1987,171,0,1436,David Graham,40.43,38,94,+5.00
1987,172,0,1392,Tom Garner,40.18,45,112,+10.00
1987,173,0,1549,Mike Hulbert,39.87,61,153,-8.00
1987,174,0,2255,Denis Watson,39.82,45,113,-8.00
1987,175,0,1261,Jay Delsing,39.31,57,145,-6.00
1987,176,0,1361,Dan Forsman,39.24,62,158,-6.00
1987,177,0,2016,Bill Rogers,39.09,43,110,+12.00
1987,178,0,1717,Sandy Lyle,38.46,25,65,-7.00
1987,179,0,2023,Clarence Rose,38.18,63,165,-17.00
1987,180,0,1945,Kenny Perry,37.5,39,104,+5.00
1987,181,0,2133,Craig Stadler,36.84,35,95,-18.00
1987,182,0,1446,Brad Greer,36.63,37,101,+18.00
1987,183,0,1068,Andy Bean,36.49,27,74,+6.00
1987,184,0,1522,Lon Hinkle,35.87,33,92,+4.00
1987,185,0,1682,Wayne Levi,35.71,40,112,-5.00
1987,186,0,1938,David Peoples,34.44,31,90,+13.00
1987,187,0,1513,Denny Hepler,33.73,28,83,+12.00
1987,188,0,2287,Jim Wilson,32.18,28,87,+22.00
1989,1,64,2167,Mike Sullivan,66.01,101,153,E
1989,2,64,2049,Gene Sauers,65.81,77,117,+6.00
1989,3,68,2100,Tim Simpson,63.19,91,144,-18.00
1989,4,69,1941,Tom Pernice Jr.,62.5,50,80,-6.00
1989,5,74,1306,David Edwards,62.34,96,154,-9.00
1989,6,74,2104,Jeff Sluman,61.49,91,148,+6.00
1989,7,74,1968,Nick Price,61.45,102,166,-5.00
1989,8,76,1725,John Mahaffey,60.76,96,158,-6.00
1989,9,76,1033,George Archer,60.67,54,89,+10.00
1989,10,77,1766,Billy Mayfair,60.12,101,168,-3.00
1989,11,88,1030,Isao Aoki,59.81,64,107,+9.00
1989,12,88,1175,Jim Carter,59.68,111,186,-9.00
1989,13,88,1390,Buddy Gardner,59.15,97,164,-11.00
1989,14,88,1599,Steve Jones,59.04,98,166,-1.00
1989,15,88,1952,Billy Pierot,58.77,67,114,+5.00
1989,16,88,1925,Jerry Pate,58.76,57,97,-7.00
1989,17,88,1666,Bernhard Langer,58.75,47,80,+3.00
1989,18,88,2146,Payne Stewart,58.65,78,133,-20.00
1989,19,88,1489,Steve Hart,58.47,69,118,+8.00
1989,20,88,1042,Paul Azinger,58.45,83,142,-16.00
1989,21,92,1378,David Frost,58.19,103,177,-8.00
1989,22,92,1284,Mike Donald,58.05,119,205,-6.00
1989,23,92,1662,Greg Ladehoff,57.98,69,119,+3.00
1989,24,92,1557,John Inman,57.69,75,130,-4.00
1989,24,92,2222,Billy Tuten,57.69,60,104,+8.00
1989,26,92,2099,Scott Simpson,57.5,69,120,-5.00
1989,27,92,1706,Davis Love III,57.49,96,167,-8.00
1989,28,92,1823,Larry Mize,57.33,86,150,-5.00
1989,29,107,1414,Bob Gilder,56.86,87,153,+3.00
1989,30,107,1553,John Huston,56.79,92,162,-2.00
1989,31,107,1161,Mark Calcavecchia,56.59,73,129,-9.00
1989,31,107,1197,Bobby Clampett,56.59,73,129,+8.00
1989,33,107,2185,Lance Ten Broeck,56.48,61,108,-3.00
1989,34,107,1226,Fred Couples,56.16,82,146,-20.00
1989,35,108,2242,Lanny Wadkins,55.92,85,152,-15.00
