YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
2023,192,0,27095,Nick Watney,-1.908,-104.964,-94.329,-10.633,55
2023,193,0,51491,Brandon Matthews,-2.202,-92.495,-47.485,-45.008,42
2015,1,0,21528,Henrik Stenson,2.21,97.245,78.041,19.205,44
2015,2,0,34046,Jordan Spieth,2.154,142.131,104.47,37.666,66
2015,3,0,28089,Jason Day,2.106,120.054,86.649,33.407,57
2015,4,0,25804,Bubba Watson,2.088,116.927,105.053,11.876,56
2015,5,0,10809,Jim Furyk,1.634,84.986,86.239,-1.252,52
2015,6,0,22405,Justin Rose,1.493,73.18,72.06,1.123,49
2015,7,0,32839,Hideki Matsuyama,1.464,102.473,97.135,5.34,70
2015,8,0,30925,Dustin Johnson,1.455,78.552,71.623,6.933,54
2015,9,0,25364,Paul Casey,1.216,76.616,75.709,0.912,63
2015,10,0,34265,Will Wilcox,1.186,48.615,35.396,13.221,41
2015,11,0,23108,Matt Kuchar,1.133,87.212,62.892,24.323,77
2015,12,0,24024,Zach Johnson,1.12,78.417,75.643,2.779,70
2015,13,0,34431,Robert Streb,1.093,104.938,68.382,36.561,96
2015,14,0,32102,Rickie Fowler,1.088,62.024,44.412,17.616,57
2015,15,0,36689,Brooks Koepka,1.081,70.245,42.877,27.372,65
2015,16,0,21209,Sergio Garcia,1.045,37.624,38.412,-0.785,36
2015,17,0,33141,Keegan Bradley,1.018,65.156,69.635,-4.474,64
2015,18,0,33448,Justin Thomas,0.968,92.893,88.883,4.012,96
2015,19,0,23320,Ryan Palmer,0.96,51.852,43.921,7.937,54
2015,20,0,29518,Brendan Steele,0.958,72.798,76.351,-3.548,76
2015,21,0,27141,J.B. Holmes,0.944,62.313,62.613,-0.297,66
2015,21,0,25396,Kevin Na,0.944,67.027,50.485,16.545,71
2015,23,0,25632,Jimmy Walker,0.933,59.711,15.449,44.265,64
2015,24,0,20396,Lee Westwood,0.879,28.112,9.067,19.047,32
2015,25,0,34360,Patrick Reed,0.859,65.248,35.333,29.919,76
2015,26,0,30927,Brendon Todd,0.83,63.067,18.851,44.219,76
2015,27,0,33122,Russell Knox,0.806,70.153,71.984,-1.827,87
2015,28,0,24507,Jason Bohn,0.777,67.614,46.844,20.776,87
2015,28,0,34099,Harris English,0.777,68.373,19.079,49.298,88
2015,30,0,29926,Danny Lee,0.729,72.89,35.448,37.447,100
2015,31,0,29221,Webb Simpson,0.7,44.777,86.154,-41.375,64
2015,32,0,26300,Matt Jones,0.664,44.474,17.609,26.87,67
2015,33,0,29725,Tony Finau,0.628,57.797,58.336,-0.534,92
2015,33,0,29478,Kevin Kisner,0.628,59.06,36.548,22.517,94
2015,35,0,27649,Brandt Snedeker,0.607,45.544,1.471,44.075,75
2015,36,0,26329,Louis Oosthuizen,0.605,28.413,38.757,-10.342,47
2015,37,0,25198,Francesco Molinari,0.604,25.981,36.93,-10.949,43
2015,38,0,24361,Pat Perez,0.586,48.638,18.418,30.224,83
2015,39,0,23983,Luke Donald,0.584,31.525,15.948,15.579,54
2015,40,0,1810,Phil Mickelson,0.581,31.955,17.541,14.421,55
2015,41,0,26596,Ryan Moore,0.578,35.241,25.501,9.742,61
2015,42,0,24490,George McNeill,0.563,50.107,31.233,18.88,89
2015,43,0,24138,Ian Poulter,0.554,26.602,15.785,10.821,48
2015,44,0,25834,Daniel Summerhays,0.541,48.137,-9.194,57.334,89
2015,45,0,33418,Shawn Stefani,0.497,43.779,37.244,6.539,88
2015,46,0,40026,Daniel Berger,0.489,40.57,56.604,-16.031,83
2015,47,0,20229,Stewart Cink,0.468,30.9,24.191,6.713,66
2015,48,0,34098,Russell Henley,0.462,30.964,-7.805,38.773,67
2015,49,0,23621,Rory Sabbatini,0.461,30.396,37.393,-6.994,66
2015,50,0,24924,Bill Haas,0.46,32.67,48.916,-16.244,71
2015,51,0,31202,William McGirt,0.455,44.167,38.354,5.817,97
2015,52,0,29420,Billy Horschel,0.446,32.594,14.757,17.842,73
2015,53,0,12510,Chad Campbell,0.437,39.742,43.819,-4.074,91
2015,54,0,8075,Jerry Kelly,0.436,28.793,12.305,16.491,66
2015,55,0,26289,Boo Weekley,0.425,28.496,44.965,-16.467,67
2015,56,0,35532,Tom Hoge,0.415,26.965,26.671,0.297,65
2015,57,0,30926,Chris Kirk,0.414,23.201,19.572,3.633,56
2015,58,0,27644,Brian Harman,0.413,32.185,13.799,18.39,78
2015,59,0,34409,David Lingmerth,0.405,29.985,27.089,2.9,74
2015,60,0,25274,Steven Bowditch,0.4,35.219,22.536,12.688,88
2015,61,0,21961,Charles Howell III,0.383,37.878,59.277,-21.395,99
2015,62,0,31557,Jim Herman,0.376,28.983,31.329,-2.342,77
2015,63,0,32366,Kevin Chappell,0.37,27.785,15.162,12.629,75
2015,64,0,33419,Cameron Tringale,0.369,29.152,19.283,9.874,79
2015,65,0,26758,David Hearn,0.356,30.278,-0.159,30.442,85
2015,66,0,32448,James Hahn,0.355,27.682,23.949,3.736,78
2015,67,0,25369,Jamie Donaldson,0.341,10.915,-0.263,11.182,32
2015,68,0,34264,Hudson Swafford,0.338,28.065,-1.829,29.897,83
2015,69,0,12716,Charley Hoffman,0.335,25.442,20.473,4.973,76
2015,70,0,25818,Scott Piercy,0.329,27.272,26.744,0.535,83
2015,71,0,23638,Brendon de Jonge,0.312,28.734,29.421,-0.684,92
2015,72,0,27936,Martin Laird,0.306,22.332,15.017,7.32,73
2015,73,0,26851,Marc Leishman,0.302,16.304,17.4,-1.093,54
2015,73,0,6567,Vijay Singh,0.302,20.808,56.047,-35.238,69
2015,75,0,30944,Jason Kokrak,0.293,23.479,24.475,-0.993,80
2015,76,0,27436,Graham DeLaet,0.287,15.487,16.126,-0.636,54
2015,77,0,33413,Ben Martin,0.28,21.53,11.785,9.749,77
2015,78,0,27095,Nick Watney,0.258,20.876,53.541,-32.658,81
2015,79,0,24357,K.J. Choi,0.256,14.595,-9.082,23.678,57
2015,80,0,35541,John Peterson,0.251,19.311,33.475,-14.163,77
2015,81,0,25345,Carl Pettersson,0.236,22.652,-9.549,32.205,96
2015,82,0,24925,Jonathan Byrd,0.232,11.854,7.559,4.296,51
2015,83,0,25686,Jason Dufner,0.222,10.634,44.236,-33.599,48
2015,84,0,25720,Chad Collins,0.214,13.454,12.679,0.778,63
2015,85,0,24502,Adam Scott,0.206,6.577,19.24,-12.662,32
2015,86,0,31323,Gary Woodland,0.198,10.685,6.514,4.173,54
2015,87,0,33461,Morgan Hoffmann,0.196,13.547,-2.432,15.981,69
2015,87,0,30711,Colt Knost,0.196,14.488,-11.244,25.734,74
2015,89,0,23800,Bryce Molder,0.189,14.528,-24.572,39.105,77
2015,90,0,29479,Scott Brown,0.185,14.987,17.487,-2.495,81
2015,91,0,33399,Adam Hadwin,0.183,14.861,-4.165,19.029,81
2015,92,0,24140,Sean O'Hair,0.18,14.606,0.953,13.657,81
2015,93,0,27770,Camilo Villegas,0.176,13.034,-1.409,14.447,74
2015,94,0,40058,Zac Blair,0.171,15.011,-31.344,46.359,88
2015,95,0,29476,Kyle Reifers,0.136,10.903,8.05,2.855,80
2015,96,0,27214,Kevin Streelman,0.133,9.713,25.694,-15.978,73
2015,97,0,36699,Patrick Rodgers,0.129,5.956,6.113,-0.153,46
2015,98,0,34261,Scott Langley,0.126,9.981,8.559,1.424,79
2015,99,0,33667,Carlos Ortiz,0.124,10.287,-4.006,14.294,83
2015,100,0,24781,Hunter Mahan,0.12,7.805,-17.541,25.349,65
2015,101,0,26951,Johnson Wagner,0.095,5.419,-6.15,11.571,57
2015,102,0,28475,Jeff Overton,0.091,6.825,-1.024,7.852,75
2015,103,0,22892,Jason Gore,0.089,5.189,9.104,-3.911,58
2015,104,0,34174,John Huh,0.088,7.865,-17.001,24.869,89
2015,105,0,24494,Erik Compton,0.084,5.892,-26.969,32.863,70
2015,106,0,20645,John Senden,0.082,4.159,7.265,-3.103,51
2015,107,0,26476,Chez Reavie,0.08,4.021,17.114,-13.091,50
2015,108,0,2206,David Toms,0.076,4.198,9.806,-5.604,55
2015,109,0,26331,Charl Schwartzel,0.073,3.011,25.782,-22.769,41
2015,110,0,27466,Spencer Levin,0.07,5.794,11.205,-5.409,83
2015,111,0,28259,Sangmoon Bae,0.059,5.186,-17.677,22.865,88
2015,112,0,28500,Martin Flores,0.038,3.038,20.111,-17.069,79
2015,113,0,21878,Mark Wilson,0.026,2.118,7.415,-5.295,81
2015,114,0,22056,Cameron Percy,0.02,1.179,9.445,-8.263,58
2015,115,0,20771,Steven Alker,0.017,0.838,8.136,-7.295,50
2015,116,0,35545,Blayne Barber,0.015,0.97,-18.726,19.697,63
2015,117,0,27963,Chris Stroud,0.002,0.154,12.108,-11.951,68
2015,118,0,30946,Alex Prugh,-0.004,-0.254,3.675,-3.926,72
2015,119,0,37454,Whee Kim,-0.013,-0.726,4.513,-5.235,56
2015,120,0,35539,Luke Guthrie,-0.037,-2.504,-9.973,7.472,68
2015,121,0,25892,Steve Wheatcroft,-0.038,-2.754,-27.601,24.85,72
2015,122,0,30852,Ryo Ishikawa,-0.051,-3.848,3.914,-7.76,75
2015,123,0,34262,Jon Curran,-0.088,-5.705,-3.852,-1.849,65
2015,124,0,29222,Billy Hurley III,-0.112,-7.083,-26.677,19.597,63
2015,125,0,32200,Roberto Castro,-0.12,-4.304,22.045,-26.349,36
2015,126,0,35451,Scott Pinckney,-0.131,-9.729,-31.491,21.766,74
2015,127,0,28486,Michael Putnam,-0.153,-10.399,25.384,-35.781,68
2015,128,0,29289,S.Y. Noh,-0.154,-8.337,-11.887,3.553,54
2015,129,0,31416,Derek Fathauer,-0.173,-11.438,-31.27,19.834,66
2015,130,0,25900,Lucas Glover,-0.181,-13.006,84.256,-97.259,72
2015,131,0,32640,Troy Merritt,-0.195,-15.992,-47.448,31.459,82
2015,131,0,32150,Michael Thompson,-0.195,-14.651,-26.155,11.507,75
2015,133,0,20472,Alex Cejka,-0.217,-17.158,1.178,-18.332,79
2015,134,0,22371,Aaron Baddeley,-0.223,-14.727,-62.372,47.65,66
2015,135,0,20691,Greg Owen,-0.226,-9.025,22.895,-31.918,40
2015,136,0,31560,Brian Stuard,-0.24,-18.951,-28.093,9.144,79
2015,137,0,23623,Bo Van Pelt,-0.25,-16.265,-23.949,7.687,65
2015,138,0,27064,Jhonattan Vegas,-0.267,-19.223,-25.387,6.166,72
2015,139,0,23353,J.J. Henry,-0.308,-23.433,8.003,-31.433,76
2015,140,0,10860,Justin Leonard,-0.313,-16.906,-29.381,12.476,54
2015,141,0,28679,Fabián Gómez,-0.324,-22.352,-26.634,4.289,69
2015,142,0,20157,Retief Goosen,-0.338,-20.298,-21.898,1.602,60
2015,143,0,27933,John Merrick,-0.356,-20.64,24.333,-44.971,58
2015,144,0,34563,Chesson Hadley,-0.357,-31.793,-46.743,14.951,89
2015,145,0,25562,Andres Romero,-0.374,-20.181,-30.424,10.244,54
2015,146,0,1706,Davis Love III,-0.377,-15.839,-1.283,-14.556,42
2015,146,0,25493,Nick Taylor,-0.377,-31.251,-40.581,9.329,83
2015,148,0,20104,Ken Duke,-0.378,-29.466,-12.169,-17.294,78
2015,149,0,36801,Mark Hubbard,-0.383,-23.343,-17.116,-6.226,61
2015,150,0,24846,Ricky Barnes,-0.396,-24.932,-34.98,10.048,63
2015,151,0,22046,Geoff Ogilvy,-0.432,-15.134,9.09,-24.222,35
2015,152,0,27895,Jonas Blixt,-0.44,-22.867,-29.21,6.346,52
2015,153,0,25240,D.A. Points,-0.451,-26.143,-22.987,-3.155,58
2015,154,0,29223,Sam Saunders,-0.496,-31.279,-22.686,-8.589,63
2015,155,0,21753,Brian Davis,-0.512,-36.35,-42.073,5.725,71
2015,156,0,37273,Derek Ernst,-0.531,-33.479,-0.944,-32.531,63
2015,157,0,29535,Brice Garnett,-0.532,-34.055,-28.324,-5.727,64
2015,158,0,29720,Andres Gonzales,-0.537,-40.779,-54.259,13.481,76
2015,159,0,23541,Ben Crane,-0.558,-29.034,-39.482,10.452,52
2015,159,0,30692,Scott Stallings,-0.558,-27.329,-8.117,-19.209,49
2015,161,0,28132,Tyrone Van Aswegen,-0.58,-24.374,-17.992,-6.379,42
2015,162,0,34130,Sung Joon Park,-0.588,-37.05,-10.507,-26.54,63
2015,163,0,6522,Ernie Els,-0.6,-23.4,0.364,-23.765,39
2015,164,0,20848,Ángel Cabrera,-0.604,-25.347,-1.324,-24.021,42
2015,165,0,20593,Greg Chalmers,-0.605,-21.766,-40.792,19.029,36
2015,166,0,25191,Gonzalo Fernandez-Castaño,-0.646,-40.728,-7.858,-32.867,63
2015,167,0,28780,Nicholas Thompson,-0.712,-49.836,-15.321,-34.514,70
2015,168,0,34358,Jonathan Randolph,-0.718,-40.193,-47.6,7.409,56
2015,169,0,39977,Max Homa,-0.729,-45.187,-38.369,-6.817,62
2015,170,0,20766,Padraig Harrington,-0.756,-37.055,-12.904,-24.149,49
2015,171,0,25349,Tim Wilkinson,-0.847,-49.127,-33.003,-16.124,58
2015,172,0,28023,Byron Smith,-0.873,-37.525,-11.862,-25.66,43
2015,173,0,24358,Robert Garrigus,-0.887,-48.76,-10.416,-38.341,55
2015,174,0,34256,Andrew Putnam,-0.905,-48.867,-77.222,28.358,54
2015,175,0,32334,Charlie Beljan,-0.933,-53.197,-7.658,-45.536,57
2015,176,0,23048,Eric Axley,-0.952,-40.927,-47.362,6.439,43
2015,177,0,28307,Matt Every,-0.968,-54.219,-58.416,4.199,56
2015,178,0,10885,Robert Allenby,-0.97,-49.452,-10.985,-38.466,51
2015,179,0,29425,Andrew Svoboda,-1.067,-74.68,-72.885,-1.793,70
2015,180,0,23548,Bill Lunde,-1.244,-44.788,-26.055,-18.731,36
2015,181,0,30736,Oscar Fraustro,-1.316,-52.656,-41.345,-11.308,40
2015,182,0,31193,Jim Renner,-1.449,-81.13,-25.428,-55.698,56
2015,183,0,22293,Heath Slocum,-1.564,-61.0,-37.813,-23.185,39
2015,184,0,33486,Roger Sloan,-1.605,-64.21,-44.137,-20.071,40
2012,1,0,28237,Rory McIlroy,2.406,96.228,93.891,2.336,40
2012,2,0,8793,Tiger Woods,2.31,110.894,94.61,16.282,48
2012,3,0,10809,Jim Furyk,1.752,113.906,86.407,27.493,65
2012,4,0,23983,Luke Donald,1.641,78.789,39.53,39.258,48
2012,5,0,22405,Justin Rose,1.64,86.909,93.376,-6.468,53
2012,6,0,25804,Bubba Watson,1.529,77.959,92.258,-14.301,51
2012,7,0,30925,Dustin Johnson,1.509,79.962,70.16,9.8,53
2012,8,0,25686,Jason Dufner,1.446,92.549,82.772,9.777,64
2012,9,0,23623,Bo Van Pelt,1.437,93.403,58.193,35.208,65
2012,10,0,1810,Phil Mickelson,1.422,85.332,51.623,33.707,60
2012,11,0,23108,Matt Kuchar,1.382,91.204,60.052,31.151,66
2012,12,0,6527,Steve Stricker,1.295,69.922,62.681,7.24,54
2012,13,0,24024,Zach Johnson,1.197,88.562,46.559,42.0,74
2012,14,0,24502,Adam Scott,1.164,47.709,53.368,-5.66,41
2012,15,0,29221,Webb Simpson,1.123,74.11,60.197,13.911,66
2012,16,0,33141,Keegan Bradley,1.122,79.633,56.183,23.445,71
2012,17,0,21209,Sergio Garcia,1.104,48.594,30.99,17.601,44
2012,18,0,23638,Brendon de Jonge,1.083,110.451,95.757,14.688,102
2012,19,0,27895,Jonas Blixt,1.062,67.956,16.477,51.477,64
2012,20,0,28089,Jason Day,1.024,48.135,23.389,24.741,47
2012,21,0,27649,Brandt Snedeker,1.01,65.682,9.779,55.901,65
2012,22,0,23320,Ryan Palmer,1.003,71.208,39.039,32.168,71
2012,23,0,20645,John Senden,1.0,61.972,59.534,2.436,62
2012,24,0,24358,Robert Garrigus,0.988,73.107,89.72,-16.613,74
2012,25,0,26329,Louis Oosthuizen,0.976,47.814,48.024,-0.212,49
2012,26,0,26331,Charl Schwartzel,0.925,36.981,33.617,3.365,40
2012,27,0,21528,Henrik Stenson,0.915,38.409,33.989,4.416,42
2012,28,0,22621,Ben Curtis,0.906,43.485,19.244,24.238,48
2012,29,0,20766,Padraig Harrington,0.888,39.939,40.853,-0.913,45
2012,30,0,28475,Jeff Overton,0.883,81.271,54.307,26.961,92
2012,31,0,1706,Davis Love III,0.867,45.075,41.771,3.299,52
2012,31,0,25345,Carl Pettersson,0.867,69.395,33.897,35.496,80
2012,33,0,25818,Scott Piercy,0.857,73.686,54.649,19.034,86
2012,34,0,26596,Ryan Moore,0.847,68.627,34.309,34.312,81
2012,35,0,20396,Lee Westwood,0.784,31.351,45.725,-14.374,40
2012,36,0,24361,Pat Perez,0.763,52.638,41.627,11.008,69
2012,36,0,6567,Vijay Singh,0.763,61.778,94.513,-32.738,81
2012,38,0,34021,Bud Cauley,0.721,65.568,59.608,5.957,91
2012,38,0,29289,S.Y. Noh,0.721,61.308,49.22,12.086,85
2012,40,0,22046,Geoff Ogilvy,0.691,37.991,24.927,13.063,55
2012,41,0,21961,Charles Howell III,0.679,52.307,48.131,4.174,77
2012,42,0,6522,Ernie Els,0.677,44.004,47.284,-3.28,65
2012,43,0,24924,Bill Haas,0.668,40.74,34.43,6.304,61
2012,44,0,20104,Ken Duke,0.654,58.877,27.423,31.447,90
2012,45,0,20593,Greg Chalmers,0.642,48.159,10.222,37.934,75
2012,46,0,28307,Matt Every,0.613,39.221,33.045,6.173,64
2012,47,0,21753,Brian Davis,0.594,46.908,17.691,29.211,79
2012,48,0,32200,Roberto Castro,0.591,44.316,40.729,3.583,75
2012,48,0,23541,Ben Crane,0.591,36.661,9.893,26.762,62
2012,50,0,34174,John Huh,0.564,47.964,33.735,14.226,85
2012,50,0,24138,Ian Poulter,0.564,21.445,17.513,3.932,38
2012,52,0,27936,Martin Laird,0.549,29.624,24.266,5.356,54
2012,53,0,25632,Jimmy Walker,0.547,49.758,10.927,38.829,91
2012,54,0,24781,Hunter Mahan,0.541,34.632,41.629,-7.0,64
2012,55,0,27095,Nick Watney,0.536,40.721,42.819,-2.103,76
2012,56,0,32102,Rickie Fowler,0.518,34.166,47.503,-13.34,66
2012,57,0,28455,Will Claxton,0.512,44.053,58.4,-14.351,86
2012,58,0,24925,Jonathan Byrd,0.506,28.341,13.648,14.686,56
2012,59,0,27141,J.B. Holmes,0.496,38.651,43.104,-4.454,78
2012,60,0,25396,Kevin Na,0.445,28.944,16.365,12.574,65
2012,61,0,26679,Kevin Stadler,0.439,30.744,49.169,-18.428,70
2012,62,0,22913,John Rollins,0.431,30.634,33.035,-2.404,71
2012,63,0,28500,Martin Flores,0.419,34.325,-19.508,53.826,82
2012,64,0,29420,Billy Horschel,0.391,18.772,22.03,-3.258,48
2012,65,0,26951,Johnson Wagner,0.385,29.258,2.967,26.284,76
2012,66,0,30110,Kyle Stanley,0.384,26.907,82.676,-55.77,70
2012,67,0,25572,Graeme McDowell,0.372,14.135,24.838,-10.701,38
2012,68,0,24140,Sean O'Hair,0.368,27.946,49.679,-21.736,76
2012,69,0,22378,Trevor Immelman,0.365,20.8,27.741,-6.943,57
2012,70,0,1320,Bob Estes,0.362,23.521,18.739,4.782,65
2012,71,0,29910,Blake Adams,0.356,31.339,10.927,20.406,88
2012,71,0,33419,Cameron Tringale,0.356,27.393,19.531,7.855,77
2012,73,0,8725,Tom Gillis,0.339,23.374,8.431,14.94,69
2012,74,0,12782,Tim Herron,0.334,25.398,38.584,-13.188,76
2012,75,0,27436,Graham DeLaet,0.322,22.88,42.586,-19.707,71
2012,76,0,23800,Bryce Molder,0.321,22.821,-24.475,47.29,71
2012,77,0,23548,Bill Lunde,0.305,20.424,36.553,-16.132,67
2012,78,0,23135,Tim Clark,0.301,15.048,21.097,-6.049,50
2012,79,0,34099,Harris English,0.299,25.984,10.744,15.234,87
2012,80,0,20691,Greg Owen,0.298,22.947,55.009,-32.064,77
2012,81,0,25240,D.A. Points,0.284,22.74,31.498,-8.759,80
2012,82,0,12510,Chad Campbell,0.283,20.641,51.651,-31.015,73
2012,82,0,20160,Charlie Wi,0.283,20.681,0.279,20.398,73
2012,84,0,27214,Kevin Streelman,0.268,20.641,24.779,-4.144,77
2012,85,0,27466,Spencer Levin,0.262,17.262,-4.532,21.79,66
2012,86,0,26758,David Hearn,0.261,22.951,-0.057,23.003,88
2012,87,0,24357,K.J. Choi,0.255,14.262,33.538,-19.278,56
2012,87,0,23353,J.J. Henry,0.255,18.105,21.962,-3.859,71
2012,89,0,31202,William McGirt,0.253,19.983,-2.306,22.289,79
2012,90,0,30926,Chris Kirk,0.244,20.737,37.345,-16.611,85
2012,91,0,27060,John Mallinger,0.218,13.763,19.197,-5.437,63
2012,92,0,26851,Marc Leishman,0.212,16.087,41.25,-25.169,76
2012,93,0,27644,Brian Harman,0.199,17.538,5.952,11.582,88
2012,94,0,27933,John Merrick,0.191,13.784,27.705,-13.925,72
2012,94,0,2206,David Toms,0.191,8.397,14.579,-6.185,44
2012,96,0,33122,Russell Knox,0.179,10.011,9.998,0.011,56
2012,96,0,35139,Richard Lee,0.179,10.206,-0.573,10.775,57
2012,98,0,23204,Gary Christian,0.149,11.173,16.949,-5.779,75
2012,99,0,19846,Brian Gay,0.148,11.513,-43.379,54.888,78
2012,100,0,22371,Aaron Baddeley,0.143,7.865,-25.339,33.197,55
2012,101,0,27330,Josh Teater,0.128,10.635,28.02,-17.388,83
2012,102,0,25834,Daniel Summerhays,0.126,8.534,12.133,-3.6,68
2012,103,0,11123,Chris Couch,0.125,6.734,2.236,4.491,54
2012,104,0,27963,Chris Stroud,0.121,9.106,2.984,6.117,75
2012,105,0,21731,Freddie Jacobson,0.109,4.812,11.194,-6.384,44
2012,106,0,32150,Michael Thompson,0.106,6.88,-16.223,23.097,65
2012,107,0,12716,Charley Hoffman,0.087,6.606,43.107,-36.504,76
2012,108,0,29476,Kyle Reifers,0.058,4.325,2.777,1.544,74
2012,109,0,6573,Brandt Jobe,0.053,2.391,-9.167,11.553,45
2012,110,0,29926,Danny Lee,0.037,2.188,-0.181,2.366,59
2012,111,0,1724,Jeff Maggert,0.03,2.37,12.299,-9.933,78
2012,111,0,23325,Vaughn Taylor,0.03,1.888,-0.076,1.961,64
2012,113,0,24490,George McNeill,0.013,0.89,-16.014,16.899,71
2012,114,0,23621,Rory Sabbatini,-0.014,-0.998,25.6,-26.604,72
2012,115,0,20572,Rod Pampling,-0.02,-1.375,9.189,-10.57,69
2012,116,0,27302,Garth Mulroy,-0.031,-1.42,-1.873,0.45,46
2012,117,0,22293,Heath Slocum,-0.035,-2.654,38.877,-41.536,75
2012,118,0,30852,Ryo Ishikawa,-0.038,-1.403,-8.655,7.249,37
2012,119,0,26476,Chez Reavie,-0.045,-2.981,10.587,-13.57,66
2012,120,0,27120,Troy Matteson,-0.051,-4.211,-15.519,11.303,83
2012,121,0,23409,James Driscoll,-0.059,-4.132,-34.501,30.362,70
2012,122,0,28087,Kris Blanks,-0.061,-3.669,32.797,-36.469,60
2012,123,0,8075,Jerry Kelly,-0.067,-4.88,0.711,-5.595,73
2012,124,0,1766,Billy Mayfair,-0.077,-5.985,10.001,-15.991,78
2012,125,0,32366,Kevin Chappell,-0.081,-5.828,13.021,-18.857,72
2012,126,0,26289,Boo Weekley,-0.082,-4.76,56.419,-61.185,58
2012,127,0,10213,Dicky Pride,-0.09,-4.433,-10.824,6.391,49
2012,128,0,23718,Nathan Green,-0.1,-5.689,-19.855,14.162,57
2012,129,0,22961,David Mathis,-0.105,-7.266,-30.597,23.324,69
2012,130,0,1797,Rocco Mediate,-0.108,-6.276,-5.575,-0.702,58
2012,131,0,24604,Hunter Haas,-0.109,-5.654,-6.229,0.571,52
2012,132,0,20098,Stuart Appleby,-0.128,-8.352,-18.346,9.991,65
2012,133,0,29478,Kevin Kisner,-0.139,-7.371,-23.426,16.053,53
2012,134,0,24663,Y.E. Yang,-0.146,-7.021,-31.807,24.781,48
2012,135,0,27770,Camilo Villegas,-0.174,-12.666,12.397,-25.07,73
2012,136,0,24507,Jason Bohn,-0.18,-11.912,-9.481,-2.434,66
2012,137,0,24846,Ricky Barnes,-0.203,-16.636,23.366,-40.006,82
2012,138,0,20229,Stewart Cink,-0.228,-12.296,-28.542,16.239,54
2012,139,0,21878,Mark Wilson,-0.245,-16.693,-9.746,-6.952,68
2012,140,0,32698,Bobby Gates,-0.265,-20.153,-0.229,-19.929,76
2012,141,0,20623,Gavin Coles,-0.289,-16.496,-50.169,33.67,57
2012,142,0,31323,Gary Woodland,-0.293,-15.54,10.809,-26.356,53
2012,143,0,30692,Scott Stallings,-0.323,-21.982,5.537,-27.522,68
2012,144,0,20574,Mathew Goggin,-0.327,-17.965,-4.644,-13.322,55
2012,145,0,27064,Jhonattan Vegas,-0.387,-26.7,-24.28,-2.424,69
2012,146,0,1249,John Daly,-0.406,-15.444,-22.74,7.294,38
2012,147,0,25562,Andres Romero,-0.409,-22.102,-10.086,-12.024,54
2012,148,0,30944,Jason Kokrak,-0.447,-30.828,-18.119,-12.709,69
2012,149,0,31558,J.J. Killeen,-0.449,-37.702,-28.697,-9.012,84
2012,150,0,20848,Ángel Cabrera,-0.451,-16.681,-8.651,-8.033,37
2012,151,0,19970,Robert Karlsson,-0.469,-19.23,2.532,-21.765,41
2012,152,0,6251,Chris DiMarco,-0.477,-34.338,-26.234,-8.109,72
2012,153,0,32334,Charlie Beljan,-0.485,-20.87,-2.77,-18.102,43
2012,154,0,22348,Nick O'Hern,-0.489,-33.225,-6.56,-26.669,68
2012,155,0,25892,Steve Wheatcroft,-0.506,-21.26,-22.938,1.675,42
2012,156,0,24494,Erik Compton,-0.517,-33.105,-38.972,5.862,64
2012,156,0,30750,Tommy Gainey,-0.517,-46.535,-56.723,10.183,90
2012,156,0,29518,Brendan Steele,-0.517,-33.082,-25.893,-7.199,64
2012,159,0,21805,Harrison Frazar,-0.551,-26.471,-27.599,1.124,48
2012,160,0,26300,Matt Jones,-0.557,-24.507,-20.528,-3.98,44
2012,161,0,6036,Scott Dunlap,-0.6,-27.58,4.073,-31.655,46
2012,162,0,10860,Justin Leonard,-0.615,-41.831,-19.736,-22.1,68
2012,163,0,10885,Robert Allenby,-0.626,-41.341,-13.091,-28.255,66
2012,164,0,21407,Arjun Atwal,-0.66,-43.529,-29.209,-14.324,66
2012,165,0,20850,Daniel Chopra,-0.679,-29.196,-43.429,14.231,43
2012,166,0,12652,Cameron Beckman,-0.689,-47.529,-23.179,-24.355,69
2012,167,0,28308,Troy Kelly,-0.692,-35.291,-37.822,2.529,51
2012,168,0,23788,D.J. Trahan,-0.726,-44.986,-9.09,-35.901,62
2012,169,0,29479,Scott Brown,-0.771,-39.312,-15.463,-23.853,51
2012,170,0,27556,Ted Potter Jr.,-0.823,-50.226,-54.654,4.427,61
2012,171,0,25457,Alexandre Rocha,-0.856,-42.782,-31.202,-11.584,50
2012,172,0,33120,Mark Anderson,-0.875,-53.355,-45.263,-8.095,61
2012,173,0,6004,Stephen Ames,-0.906,-35.337,-25.404,-9.934,39
2012,174,0,21350,Ryuji Imada,-0.91,-62.814,-87.062,24.242,69
2012,175,0,1116,Michael Bradley,-0.954,-52.465,-42.095,-10.374,55
2012,176,0,30711,Colt Knost,-0.981,-65.752,-78.062,12.305,67
2012,177,0,27797,Derek Lamely,-1.035,-57.966,-93.591,35.62,56
2012,178,0,28259,Sangmoon Bae,-1.053,-60.02,-67.312,7.288,57
2012,179,0,24940,Edward Loar,-1.118,-48.07,-54.291,6.217,43
2012,180,0,1941,Tom Pernice Jr.,-1.127,-58.579,-42.068,-16.513,52
2012,181,0,26287,Roland Thatcher,-1.158,-50.947,-28.328,-22.622,44
