YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
2015,40,0,25632,Jimmy Walker,60.87,84,138,-86,-16.00
2015,42,0,27644,Brian Harman,60.78,93,153,-97,-14.00
2015,42,0,30926,Chris Kirk,60.78,62,102,-64,-10.00
2015,44,0,25720,Chad Collins,60.71,51,84,-54,-17.00
2015,45,0,31416,Derek Fathauer,60.68,71,117,-79,-2.00
2015,46,0,26289,Boo Weekley,60.58,83,137,-87,-12.00
2015,47,0,27895,Jonas Blixt,60.56,43,71,-46,-11.00
2015,48,0,26300,Matt Jones,60.34,105,174,-113,-15.00
2015,49,0,34046,Jordan Spieth,60.29,82,136,-89,-18.00
2015,50,0,25900,Lucas Glover,60.28,85,141,-91,E
2015,51,0,27141,J.B. Holmes,60.23,103,171,-111,E
2015,52,0,24846,Ricky Barnes,60.0,63,105,-66,-1.00
2015,52,0,36699,Patrick Rodgers,60.0,63,105,-66,+4.00
2015,52,0,30692,Scott Stallings,60.0,66,110,-70,+14.00
2015,52,0,26951,Johnson Wagner,60.0,51,85,-55,-5.00
2015,56,0,26851,Marc Leishman,59.82,67,112,-69,E
2015,57,0,34360,Patrick Reed,59.73,89,149,-91,-18.00
2015,58,0,29479,Scott Brown,59.72,86,144,-91,-13.00
2015,59,0,40026,Daniel Berger,59.69,114,191,-120,-11.00
2015,60,0,34431,Robert Streb,59.59,115,193,-120,-19.00
2015,61,0,25493,Nick Taylor,59.54,103,173,-107,-16.00
2015,62,0,10809,Jim Furyk,59.42,41,69,-41,-13.00
2015,63,0,34130,Sung Joon Park,59.34,54,91,-57,-8.00
2015,64,0,33667,Carlos Ortiz,59.22,122,206,-133,-13.00
2015,65,0,34265,Will Wilcox,59.21,45,76,-50,-7.00
2015,66,0,29425,Andrew Svoboda,59.13,68,115,-74,+10.00
2015,67,0,24361,Pat Perez,59.12,81,137,-86,-24.00
2015,68,0,30711,Colt Knost,59.09,52,88,-55,-31.00
2015,69,0,32334,Charlie Beljan,59.06,75,127,-79,-2.00
2015,70,0,35451,Scott Pinckney,58.91,76,129,-86,-3.00
2015,71,0,22056,Cameron Percy,58.88,63,107,-70,-3.00
2015,72,0,20771,Steven Alker,58.82,40,68,-45,-15.00
2015,72,0,24357,K.J. Choi,58.82,40,68,-43,-19.00
2015,72,0,20645,John Senden,58.82,70,119,-74,+5.00
2015,75,0,34409,David Lingmerth,58.68,71,121,-75,-19.00
2015,76,0,28475,Jeff Overton,58.46,76,130,-81,-14.00
2015,77,0,6522,Ernie Els,58.43,52,89,-54,E
2015,78,0,26596,Ryan Moore,58.42,59,101,-65,-37.00
2015,79,0,23983,Luke Donald,58.33,42,72,-44,-15.00
2015,80,0,31560,Brian Stuard,58.06,54,93,-55,-21.00
2015,81,0,20766,Padraig Harrington,57.95,51,88,-52,+8.00
2015,82,0,29535,Brice Garnett,57.84,59,102,-61,-10.00
2015,82,0,26329,Louis Oosthuizen,57.84,59,102,-65,-12.00
2015,84,0,30944,Jason Kokrak,57.79,115,199,-120,-1.00
2015,85,0,24507,Jason Bohn,57.76,67,116,-71,-35.00
2015,86,0,1810,Phil Mickelson,57.69,75,130,-79,-15.00
2015,87,0,33418,Shawn Stefani,57.67,109,189,-117,-2.00
2015,88,0,32448,James Hahn,57.48,73,127,-79,-27.00
2015,88,0,23621,Rory Sabbatini,57.48,73,127,-79,-10.00
2015,90,0,23623,Bo Van Pelt,57.43,58,101,-60,-14.00
2015,91,0,27064,Jhonattan Vegas,57.4,97,169,-106,+15.00
2015,92,0,20229,Stewart Cink,57.29,55,96,-56,-32.00
2015,92,0,34099,Harris English,57.29,110,192,-118,-15.00
2015,94,0,24490,George McNeill,57.24,83,145,-89,-24.00
2015,95,0,25345,Carl Pettersson,57.22,103,180,-111,-5.00
2015,96,0,26331,Charl Schwartzel,57.0,57,100,-59,+3.00
2015,97,0,40058,Zac Blair,56.86,58,102,-60,-42.00
2015,98,0,29926,Danny Lee,56.79,92,162,-100,-3.00
2015,99,0,1706,Davis Love III,56.72,38,67,-40,-2.00
2015,100,0,34563,Chesson Hadley,56.67,102,180,-109,-8.00
2015,101,0,35539,Luke Guthrie,56.6,60,106,-66,+2.00
2015,102,0,20472,Alex Cejka,56.56,69,122,-76,-15.00
2015,103,0,32366,Kevin Chappell,56.52,78,138,-86,-28.00
2015,104,0,29518,Brendan Steele,56.5,113,200,-119,-6.00
2015,105,0,27936,Martin Laird,56.49,87,154,-94,-2.00
2015,106,0,26476,Chez Reavie,56.47,48,85,-52,-8.00
2015,107,0,32102,Rickie Fowler,56.2,68,121,-73,-14.00
2015,108,0,34256,Andrew Putnam,55.95,47,84,-49,+7.00
2015,109,0,37454,Whee Kim,55.84,43,77,-44,-9.00
2015,109,0,28023,Byron Smith,55.84,43,77,-44,E
2015,111,0,25892,Steve Wheatcroft,55.81,72,129,-80,-14.00
2015,112,0,24924,Bill Haas,55.64,74,133,-80,-25.00
2015,113,0,23541,Ben Crane,55.56,25,45,-26,-23.00
2015,113,0,28679,Fabián Gómez,55.56,55,99,-55,-10.00
2015,115,0,33399,Adam Hadwin,55.41,82,148,-89,-5.00
2015,116,0,24925,Jonathan Byrd,55.29,47,85,-47,-8.00
2015,116,0,25240,D.A. Points,55.29,47,85,-51,-22.00
2015,118,0,20593,Greg Chalmers,55.1,27,49,-29,-8.00
2015,119,0,24358,Robert Garrigus,55.0,66,120,-71,+2.00
2015,120,0,21961,Charles Howell III,54.98,127,231,-137,-7.00
2015,121,0,12716,Charley Hoffman,54.95,100,182,-104,-19.00
2015,122,0,30736,Oscar Fraustro,54.67,41,75,-41,+5.00
2015,122,0,24781,Hunter Mahan,54.67,82,150,-86,-4.00
2015,124,0,27095,Nick Watney,54.61,83,152,-87,-14.00
2015,125,0,27649,Brandt Snedeker,54.55,66,121,-74,-25.00
2015,126,0,23800,Bryce Molder,54.43,43,79,-46,-18.00
2015,127,0,29420,Billy Horschel,54.34,94,173,-100,-15.00
2015,128,0,23320,Ryan Palmer,54.29,57,105,-62,+4.00
2015,129,0,35532,Tom Hoge,54.24,64,118,-68,-13.00
2015,130,0,27214,Kevin Streelman,54.22,90,166,-96,-15.00
2015,131,0,31323,Gary Woodland,54.2,71,131,-77,E
2015,132,0,21878,Mark Wilson,54.17,52,96,-55,-26.00
2015,133,0,6567,Vijay Singh,54.01,74,137,-79,-17.00
2015,134,0,22892,Jason Gore,53.92,55,102,-61,E
2015,135,0,33419,Cameron Tringale,53.91,69,128,-74,-30.00
2015,136,0,29720,Andres Gonzales,53.68,73,136,-79,+2.00
2015,137,0,29476,Kyle Reifers,53.62,74,138,-77,-13.00
2015,138,0,24138,Ian Poulter,53.52,38,71,-40,-10.00
2015,139,0,8075,Jerry Kelly,53.19,50,94,-52,-32.00
2015,140,0,29478,Kevin Kisner,52.94,90,170,-95,-34.00
2015,141,0,22046,Geoff Ogilvy,52.87,46,87,-48,+4.00
2015,142,0,35545,Blayne Barber,52.83,56,106,-60,-12.00
2015,142,0,21528,Henrik Stenson,52.83,56,106,-62,-13.00
2015,144,0,25274,Steven Bowditch,52.76,105,199,-116,+2.00
2015,145,0,23353,J.J. Henry,52.68,59,112,-66,-15.00
2015,145,0,27963,Chris Stroud,52.68,59,112,-59,-5.00
2015,147,0,39977,Max Homa,52.67,69,131,-70,-1.00
2015,148,0,34098,Russell Henley,52.59,71,135,-75,-20.00
2015,149,0,23638,Brendon de Jonge,52.41,87,166,-90,-18.00
2015,150,0,26758,David Hearn,52.38,55,105,-57,-35.00
2015,150,0,20396,Lee Westwood,52.38,33,63,-34,+10.00
2015,152,0,28307,Matt Every,52.34,56,107,-61,+13.00
2015,153,0,23048,Eric Axley,52.31,34,65,-36,+5.00
2015,154,0,20848,Ángel Cabrera,52.25,58,111,-62,+1.00
2015,155,0,28259,Sangmoon Bae,52.07,88,169,-95,-16.00
2015,155,0,31202,William McGirt,52.07,63,121,-67,-38.00
2015,157,0,34174,John Huh,51.92,81,156,-89,-15.00
2015,158,0,21753,Brian Davis,51.69,46,89,-49,-25.00
2015,159,0,20157,Retief Goosen,51.16,66,129,-68,-5.00
2015,160,0,25834,Daniel Summerhays,51.01,76,149,-83,-24.00
2015,161,0,27933,John Merrick,51.0,51,100,-54,-14.00
2015,162,0,35541,John Peterson,50.97,79,155,-85,-8.00
2015,163,0,25198,Francesco Molinari,50.79,32,63,-34,-28.00
2015,164,0,10885,Robert Allenby,50.0,37,74,-38,+10.00
2015,164,0,25369,Jamie Donaldson,50.0,27,54,-30,-8.00
2015,166,0,20104,Ken Duke,49.09,54,110,-60,-28.00
2015,167,0,21209,Sergio Garcia,48.94,46,94,-50,-8.00
2015,167,0,2206,David Toms,48.94,23,47,-24,-23.00
2015,169,0,30852,Ryo Ishikawa,48.91,67,137,-73,-17.00
2015,170,0,28486,Michael Putnam,48.85,64,131,-68,-16.00
2015,171,0,25686,Jason Dufner,48.78,40,82,-46,-12.00
2015,172,0,27466,Spencer Levin,48.53,66,136,-70,-5.00
2015,173,0,25191,Gonzalo Fernandez-Castaño,48.48,64,132,-66,+1.00
2015,173,0,28500,Martin Flores,48.48,80,165,-87,-10.00
2015,175,0,25562,Andres Romero,48.36,59,122,-63,-2.00
2015,176,0,28780,Nicholas Thompson,48.31,43,89,-48,-20.00
2015,177,0,23548,Bill Lunde,47.54,29,61,-30,+4.00
2015,178,0,31193,Jim Renner,47.25,43,91,-47,+6.00
2015,179,0,24140,Sean O'Hair,45.93,79,172,-87,-7.00
2015,180,0,20691,Greg Owen,45.45,30,66,-32,-8.00
2015,181,0,32640,Troy Merritt,45.0,54,120,-55,-8.00
2015,181,0,28132,Tyrone Van Aswegen,45.0,27,60,-29,E
2015,183,0,25818,Scott Piercy,43.9,72,164,-81,-22.00
2015,184,0,29222,Billy Hurley III,40.0,26,65,-27,-13.00
2012,1,0,26329,Louis Oosthuizen,68.63,70,102,-75,+2.00
2012,2,0,24361,Pat Perez,68.38,93,136,-95,-16.00
2012,3,0,8793,Tiger Woods,67.96,70,103,-74,-8.00
2012,4,0,21961,Charles Howell III,66.21,96,145,-108,-8.00
2012,5,0,23983,Luke Donald,65.75,48,73,-52,-25.00
2012,6,0,24502,Adam Scott,65.17,58,89,-63,+3.00
2012,7,0,6527,Steve Stricker,64.95,63,97,-65,-19.00
2012,8,0,30925,Dustin Johnson,64.57,82,127,-88,+1.00
2012,9,0,27895,Jonas Blixt,64.46,78,121,-89,-4.00
2012,10,0,33122,Russell Knox,64.44,58,90,-67,-11.00
2012,11,0,34021,Bud Cauley,64.0,112,175,-119,-3.00
2012,12,0,32150,Michael Thompson,63.95,55,86,-62,-19.00
2012,13,0,23623,Bo Van Pelt,63.91,85,133,-91,-8.00
2012,14,0,28237,Rory McIlroy,63.64,63,99,-72,-6.00
2012,14,0,27649,Brandt Snedeker,63.64,70,110,-74,-17.00
2012,16,0,6004,Stephen Ames,63.27,31,49,-31,-4.00
2012,17,0,23800,Bryce Molder,62.82,49,78,-51,-41.00
2012,18,0,22621,Ben Curtis,62.69,42,67,-44,-20.00
2012,19,0,23542,Tommy Biershenk,62.63,62,99,-66,+2.00
2012,20,0,27141,J.B. Holmes,62.5,120,192,-128,+7.00
2012,21,0,28089,Jason Day,62.38,63,101,-68,+5.00
2012,22,0,12782,Tim Herron,62.3,76,122,-79,-13.00
2012,23,0,32366,Kevin Chappell,62.16,92,148,-100,-8.00
2012,24,0,25632,Jimmy Walker,62.0,124,200,-137,+4.00
2012,25,0,1810,Phil Mickelson,61.97,88,142,-91,-11.00
2012,26,0,22046,Geoff Ogilvy,61.95,70,113,-74,-7.00
2012,27,0,20593,Greg Chalmers,61.9,78,126,-83,-13.00
2012,28,0,20766,Padraig Harrington,61.8,55,89,-59,-5.00
2012,29,0,23638,Brendon de Jonge,61.39,124,202,-138,-23.00
2012,30,0,29420,Billy Horschel,61.29,57,93,-62,E
2012,31,0,25686,Jason Dufner,61.11,77,126,-81,-12.00
2012,32,0,26758,David Hearn,61.07,80,131,-82,-13.00
2012,33,0,21209,Sergio Garcia,61.0,61,100,-66,-7.00
2012,34,0,8725,Tom Gillis,60.99,86,141,-90,+10.00
2012,35,0,32102,Rickie Fowler,60.93,92,151,-99,-1.00
2012,36,0,6567,Vijay Singh,60.89,109,179,-118,+2.00
2012,37,0,20098,Stuart Appleby,60.82,59,97,-62,-14.00
2012,38,0,27330,Josh Teater,60.71,119,196,-126,E
2012,39,0,26289,Boo Weekley,60.38,64,106,-68,+7.00
2012,40,0,19970,Robert Karlsson,60.2,59,98,-60,-4.00
2012,41,0,28087,Kris Blanks,60.18,68,113,-74,-5.00
2012,42,0,24507,Jason Bohn,60.0,57,95,-60,-15.00
2012,42,0,28500,Martin Flores,60.0,90,150,-94,-17.00
2012,44,0,23541,Ben Crane,59.85,79,132,-88,-15.00
2012,45,0,27060,John Mallinger,59.76,49,82,-53,-10.00
2012,46,0,30110,Kyle Stanley,59.67,108,181,-116,-3.00
2012,47,0,24140,Sean O'Hair,59.66,105,176,-113,-4.00
2012,48,0,27095,Nick Watney,59.62,93,156,-105,-8.00
2012,49,0,26300,Matt Jones,59.09,52,88,-55,+4.00
2012,50,0,23548,Bill Lunde,59.02,72,122,-76,-6.00
2012,51,0,34174,John Huh,58.96,102,173,-105,-10.00
2012,52,0,24357,K.J. Choi,58.82,60,102,-63,-15.00
2012,53,0,25804,Bubba Watson,58.68,98,167,-110,-4.00
2012,54,0,33141,Keegan Bradley,58.56,106,181,-115,-8.00
2012,55,0,20848,Ángel Cabrera,58.54,48,82,-54,+1.00
2012,56,0,24024,Zach Johnson,58.27,74,127,-81,-31.00
2012,57,0,20574,Mathew Goggin,58.12,68,117,-72,-9.00
2012,58,0,32334,Charlie Beljan,58.06,54,93,-58,+1.00
2012,58,0,6522,Ernie Els,58.06,72,124,-76,-2.00
2012,60,0,6251,Chris DiMarco,57.89,55,95,-60,-22.00
2012,60,0,28307,Matt Every,57.89,66,114,-66,-10.00
2012,60,0,30852,Ryo Ishikawa,57.89,33,57,-39,-8.00
2012,63,0,22371,Aaron Baddeley,57.76,67,116,-69,-10.00
2012,64,0,6034,Marco Dawson,57.75,41,71,-44,-1.00
2012,64,0,10213,Dicky Pride,57.75,41,71,-43,-11.00
2012,66,0,27436,Graham DeLaet,57.72,86,149,-93,+6.00
2012,67,0,23409,James Driscoll,57.69,90,156,-100,-1.00
2012,68,0,10809,Jim Furyk,57.65,49,85,-52,-32.00
2012,69,0,27936,Martin Laird,57.64,83,144,-85,E
2012,70,0,33120,Mark Anderson,57.63,68,118,-69,+10.00
2012,71,0,29478,Kevin Kisner,57.61,53,92,-57,+1.00
2012,72,0,20691,Greg Owen,57.43,85,148,-87,-17.00
2012,72,0,20396,Lee Westwood,57.43,58,101,-62,+4.00
2012,74,0,28259,Sangmoon Bae,57.41,62,108,-63,+2.00
2012,75,0,27770,Camilo Villegas,57.34,82,143,-85,-13.00
2012,76,0,1941,Tom Pernice Jr.,57.33,43,75,-47,-3.00
2012,77,0,11123,Chris Couch,57.25,75,131,-81,+11.00
2012,78,0,31323,Gary Woodland,57.24,83,145,-93,+14.00
2012,79,0,23108,Matt Kuchar,57.14,60,105,-64,-10.00
2012,80,0,25818,Scott Piercy,57.0,118,207,-129,-2.00
2012,81,0,21350,Ryuji Imada,56.99,53,93,-54,-9.00
2012,82,0,30927,Brendon Todd,56.96,45,79,-49,-5.00
2012,83,0,25345,Carl Pettersson,56.95,86,151,-92,+3.00
2012,84,0,20623,Gavin Coles,56.9,33,58,-33,-28.00
2012,85,0,30692,Scott Stallings,56.89,95,167,-104,-1.00
2012,86,0,21878,Mark Wilson,56.86,58,102,-63,-18.00
2012,87,0,33419,Cameron Tringale,56.8,96,169,-99,-7.00
2012,88,0,6573,Brandt Jobe,56.76,42,74,-44,+5.00
2012,89,0,27963,Chris Stroud,56.56,69,122,-72,-1.00
2012,90,0,20645,John Senden,56.46,83,147,-87,-6.00
2012,91,0,29289,S.Y. Noh,56.45,105,186,-115,-4.00
2012,92,0,23621,Rory Sabbatini,56.44,92,163,-95,-5.00
2012,93,0,31202,William McGirt,56.41,66,117,-70,-31.00
2012,94,0,24138,Ian Poulter,56.34,40,71,-41,-5.00
2012,95,0,20229,Stewart Cink,56.25,54,96,-58,-7.00
2012,96,0,26331,Charl Schwartzel,56.1,46,82,-48,-6.00
2012,97,0,20160,Charlie Wi,56.0,70,125,-74,-18.00
2012,98,0,20572,Rod Pampling,55.93,66,118,-70,-12.00
2012,99,0,27302,Garth Mulroy,55.91,52,93,-57,+4.00
2012,100,0,1706,Davis Love III,55.79,53,95,-54,E
2012,101,0,27933,John Merrick,55.73,73,131,-78,-6.00
2012,102,0,26596,Ryan Moore,55.63,79,142,-85,-9.00
2012,103,0,21731,Freddie Jacobson,55.56,40,72,-41,+2.00
2012,104,0,29926,Danny Lee,55.45,61,110,-65,+8.00
2012,105,0,20850,Daniel Chopra,55.26,42,76,-44,-3.00
2012,105,0,19846,Brian Gay,55.26,42,76,-42,-43.00
2012,107,0,27214,Kevin Streelman,55.19,85,154,-88,+1.00
2012,108,0,29221,Webb Simpson,55.13,86,156,-92,-20.00
2012,109,0,1320,Bob Estes,55.06,49,89,-50,-13.00
2012,110,0,29910,Blake Adams,54.97,94,171,-99,-4.00
2012,110,0,30750,Tommy Gainey,54.97,94,171,-99,E
2012,112,0,28475,Jeff Overton,54.95,111,202,-117,-26.00
2012,113,0,28093,Miguel Angel Carballo,54.9,56,102,-59,-5.00
2012,114,0,24490,George McNeill,54.79,80,146,-86,-3.00
2012,115,0,12716,Charley Hoffman,54.7,99,181,-107,E
2012,116,0,22913,John Rollins,54.67,82,150,-86,-10.00
2012,117,0,22378,Trevor Immelman,54.64,53,97,-55,+3.00
2012,118,0,32200,Roberto Castro,54.55,78,143,-83,-16.00
2012,119,0,23788,D.J. Trahan,54.4,68,125,-69,-3.00
2012,120,0,22405,Justin Rose,54.37,56,103,-60,-10.00
2012,121,0,24925,Jonathan Byrd,54.33,69,127,-73,-17.00
2012,122,0,26951,Johnson Wagner,54.29,76,140,-84,-15.00
2012,123,0,34099,Harris English,54.21,103,190,-109,-1.00
2012,124,0,23718,Nathan Green,54.17,65,120,-68,-4.00
2012,125,0,23320,Ryan Palmer,54.04,87,161,-88,-11.00
2012,126,0,21753,Brian Davis,53.91,62,115,-68,-10.00
2012,127,0,27644,Brian Harman,53.75,86,160,-98,-23.00
2012,128,0,24846,Ricky Barnes,53.52,76,142,-80,-11.00
2012,129,0,32698,Bobby Gates,53.49,92,172,-100,E
2012,130,0,1249,John Daly,53.41,47,88,-50,-6.00
2012,131,0,28455,Will Claxton,53.33,88,165,-93,-22.00
2012,131,0,24940,Edward Loar,53.33,48,90,-54,+5.00
2012,131,0,27120,Troy Matteson,53.33,96,180,-102,+6.00
2012,134,0,26851,Marc Leishman,53.15,76,143,-79,-20.00
2012,135,0,25240,D.A. Points,53.01,88,166,-93,-11.00
2012,136,0,30711,Colt Knost,52.94,36,68,-39,-14.00
2012,136,0,22961,David Mathis,52.94,45,85,-49,-1.00
2012,138,0,30944,Jason Kokrak,52.78,76,144,-83,+5.00
2012,139,0,29476,Kyle Reifers,52.63,60,114,-69,-11.00
2012,140,0,25562,Andres Romero,52.46,64,122,-69,-4.00
2012,141,0,2206,David Toms,52.38,33,63,-36,-10.00
2012,142,0,1724,Jeff Maggert,52.24,70,134,-77,-14.00
2012,143,0,23325,Vaughn Taylor,52.17,48,92,-51,-16.00
2012,144,0,21528,Henrik Stenson,52.04,51,98,-53,-7.00
2012,145,0,35139,Richard Lee,52.0,52,100,-53,-14.00
2012,146,0,27466,Spencer Levin,51.91,68,131,-75,-13.00
2012,147,0,27064,Jhonattan Vegas,51.81,86,166,-90,+1.00
2012,148,0,24358,Robert Garrigus,51.71,106,205,-118,E
2012,149,0,23204,Gary Christian,51.67,62,120,-67,-11.00
2012,150,0,22548,Patrick Sheehan,51.56,33,64,-35,-1.00
2012,151,0,20070,Matt Bettencourt,51.4,55,107,-58,E
2012,152,0,10860,Justin Leonard,51.28,40,78,-40,-27.00
2012,153,0,24494,Erik Compton,51.11,69,135,-76,-5.00
2012,154,0,12652,Cameron Beckman,50.98,52,102,-56,-17.00
2012,154,0,1766,Billy Mayfair,50.98,78,153,-80,-1.00
2012,156,0,29222,Billy Hurley III,50.94,27,53,-30,-9.00
2012,156,0,26476,Chez Reavie,50.94,54,106,-55,-18.00
2012,158,0,25457,Alexandre Rocha,50.7,36,71,-37,-16.00
2012,159,0,24663,Y.E. Yang,50.68,37,73,-38,-7.00
2012,160,0,24924,Bill Haas,50.67,76,150,-81,-2.00
2012,161,0,27974,Sung Kang,50.5,51,101,-58,-7.00
2012,161,0,1797,Rocco Mediate,50.5,51,101,-58,-15.00
2012,163,0,22293,Heath Slocum,50.44,57,113,-61,-12.00
2012,164,0,21407,Arjun Atwal,50.41,61,121,-70,+6.00
2012,165,0,25396,Kevin Na,50.36,69,137,-70,-1.00
2012,166,0,20104,Ken Duke,50.33,77,153,-87,-27.00
2012,167,0,25572,Graeme McDowell,50.0,32,64,-35,-9.00
2012,167,0,25892,Steve Wheatcroft,50.0,34,68,-39,-5.00
2012,169,0,25834,Daniel Summerhays,49.59,61,123,-67,-11.00
2012,170,0,8075,Jerry Kelly,49.52,52,105,-54,-28.00
2012,171,0,23353,J.J. Henry,49.07,53,108,-54,-1.00
2012,172,0,24781,Hunter Mahan,48.87,65,133,-69,-3.00
2012,173,0,30926,Chris Kirk,48.59,86,177,-95,+6.00
2012,174,0,21805,Harrison Frazar,48.57,51,105,-56,-11.00
2012,175,0,22582,Kyle Thompson,48.33,29,60,-29,E
2012,176,0,29479,Scott Brown,47.71,52,109,-55,-1.00
2012,177,0,29518,Brendan Steele,46.92,61,130,-67,-8.00
2012,178,0,26287,Roland Thatcher,46.84,37,79,-40,+1.00
2012,179,0,22348,Nick O'Hern,46.15,30,65,-30,-22.00
2012,180,0,31558,J.J. Killeen,46.05,70,152,-73,-6.00
2012,181,0,23903,Stephen Gangluff,45.95,34,74,-36,+5.00
2012,181,0,26679,Kevin Stadler,45.95,68,148,-69,-4.00
2012,183,0,27556,Ted Potter Jr.,45.65,42,92,-44,-17.00
2012,184,0,12510,Chad Campbell,45.45,60,132,-62,-12.00
2012,184,0,23135,Tim Clark,45.45,30,66,-34,-18.00
2012,186,0,28308,Troy Kelly,43.96,40,91,-47,+11.00
2012,187,0,27797,Derek Lamely,42.57,43,101,-45,+6.00
2012,188,0,6036,Scott Dunlap,42.31,33,78,-36,+4.00
2012,189,0,1116,Michael Bradley,41.86,36,86,-40,-3.00
2012,190,0,10885,Robert Allenby,40.95,43,105,-43,+1.00
2012,191,0,24604,Hunter Haas,39.47,45,114,-48,+4.00
2008,1,0,1226,Fred Couples,69.57,80,115,-84,-2.00
2008,2,0,12680,Shigeki Maruyama,68.75,33,48,-34,-17.00
2008,3,0,22806,Doug LaBelle II,66.67,34,51,-35,-16.00
2008,4,0,20663,Brenden Pappas,66.36,73,110,-82,-7.00
2008,5,0,24502,Adam Scott,65.48,55,84,-59,-5.00
2008,6,0,23621,Rory Sabbatini,65.29,79,121,-84,-5.00
2008,7,0,27770,Camilo Villegas,65.12,84,129,-90,-14.00
2008,8,0,20574,Mathew Goggin,64.4,123,191,-130,-10.00
2008,9,0,12823,Carlos Franco,64.35,74,115,-78,-6.00
2008,10,0,27141,J.B. Holmes,64.25,115,179,-120,-2.00
2008,11,0,24490,George McNeill,64.09,116,181,-125,+1.00
2008,12,0,12510,Chad Campbell,63.91,85,133,-99,-17.00
2008,13,0,10809,Jim Furyk,63.89,69,108,-72,-27.00
2008,13,0,1810,Phil Mickelson,63.89,92,144,-96,-3.00
2008,15,0,10423,Mike Weir,63.55,68,107,-72,-22.00
2008,16,0,19846,Brian Gay,63.38,45,71,-46,-68.00
2008,17,0,6004,Stephen Ames,63.22,55,87,-58,-35.00
2008,18,0,24449,Parker McLachlin,63.16,84,133,-91,-17.00
2008,19,0,8075,Jerry Kelly,63.04,58,92,-59,-12.00
2008,20,0,23540,Jason Allred,62.5,65,104,-66,+7.00
2008,20,0,6567,Vijay Singh,62.5,90,144,-95,-10.00
2008,20,0,6527,Steve Stricker,62.5,50,80,-54,-30.00
2008,23,0,6034,Marco Dawson,62.16,46,74,-49,-12.00
2008,24,0,26695,Michael Letzig,62.09,95,153,-100,-1.00
2008,25,0,22582,Kyle Thompson,62.03,49,79,-51,-6.00
2008,26,0,6090,Jim McGovern,61.76,42,68,-46,-2.00
2008,27,0,24361,Pat Perez,61.71,108,175,-118,-6.00
2008,28,0,26668,Marc Turnesa,61.11,66,108,-68,-29.00
2008,29,0,23797,Brett Rumford,60.67,54,89,-56,-19.00
2008,30,0,26289,Boo Weekley,60.63,77,127,-80,-3.00
2008,31,0,26679,Kevin Stadler,60.53,92,152,-100,-2.00
2008,32,0,2206,David Toms,60.47,52,86,-55,-11.00
2008,33,0,27649,Brandt Snedeker,60.42,58,96,-63,-4.00
2008,34,0,23320,Ryan Palmer,60.34,70,116,-72,-22.00
2008,35,0,20229,Stewart Cink,60.29,82,136,-92,-11.00
2008,36,0,24140,Sean O'Hair,60.16,74,123,-81,-7.00
2008,37,0,1706,Davis Love III,60.0,81,135,-88,E
2008,37,0,27060,John Mallinger,60.0,66,110,-67,-14.00
2008,39,0,12660,Jesper Parnevik,59.86,88,147,-90,-13.00
2008,40,0,25804,Bubba Watson,59.81,128,214,-134,-7.00
2008,41,0,20098,Stuart Appleby,59.8,61,102,-64,-16.00
2008,42,0,23497,Tag Ridings,59.69,117,196,-122,E
2008,43,0,20766,Padraig Harrington,59.68,37,62,-37,-7.00
2008,44,0,25900,Lucas Glover,59.63,96,161,-101,-24.00
2008,45,0,10505,Shane Bertsch,59.6,59,99,-60,-40.00
2008,45,0,12716,Charley Hoffman,59.6,118,198,-124,+5.00
2008,47,0,27936,Martin Laird,59.59,115,193,-124,-12.00
2008,48,0,10649,Tom Scherrer,59.42,41,69,-42,-15.00
2008,49,0,24924,Bill Haas,59.41,120,202,-126,-7.00
2008,50,0,6575,Dudley Hart,59.26,48,81,-49,-22.00
2008,50,0,29718,Anthony Kim,59.26,80,135,-87,-19.00
2008,52,0,21350,Ryuji Imada,59.18,58,98,-59,-34.00
2008,53,0,22371,Aaron Baddeley,59.09,78,132,-83,-11.00
2008,53,0,20634,Peter Lonard,59.09,78,132,-83,-23.00
2008,55,0,23048,Eric Axley,59.01,95,161,-102,-12.00
2008,56,0,27095,Nick Watney,59.0,141,239,-151,+10.00
2008,57,0,19913,Ron Whittaker,58.97,23,39,-27,-19.00
2008,58,0,24358,Robert Garrigus,58.89,149,253,-154,+9.00
2008,59,0,20433,Mark Hensby,58.68,71,121,-76,-12.00
2008,60,0,25396,Kevin Na,58.64,95,162,-102,-24.00
2008,61,0,6197,Michael Allen,58.46,76,130,-85,-13.00
2008,62,0,10875,Todd Demsey,58.39,80,137,-86,-14.00
2008,62,0,27933,John Merrick,58.39,87,149,-93,-9.00
2008,64,0,6251,Chris DiMarco,58.33,56,96,-59,-32.00
2008,65,0,30925,Dustin Johnson,58.29,116,199,-123,+12.00
2008,66,0,23135,Tim Clark,58.11,43,74,-47,-30.00
2008,67,0,7867,Woody Austin,57.99,98,169,-103,-33.00
2008,68,0,21209,Sergio Garcia,57.98,69,119,-71,-9.00
2008,69,0,24357,K.J. Choi,57.95,51,88,-51,-13.00
2008,69,0,1945,Kenny Perry,57.95,102,176,-105,-21.00
2008,71,0,23409,James Driscoll,57.8,100,173,-104,+2.00
2008,72,0,1797,Rocco Mediate,57.66,64,111,-68,-14.00
